,Concept_ID,ar,es
312,Angelegenheit::N,شأن,asunto
313,Anzahl::N,عدد,cantidad
314,Art::N,نوع,tipo
315,Art::N,نوع,clase
316,Stück::N,قطعة,pieza
317,Teil::N,قسم,parte
318,Hälfte::N,نصف,mitad
319,Kreis::N,دائرة,círculo
320,Kreuz::N,صليب,cruz
321,Linie::N,خط,línea
322,Strich::N,شرطة,raya
323,Strich::N,شرطة,trazo
324,Abstand::N,مسافة,distancia
325,Entfernung::N,بعد,distancia
326,Gegend::N,ناحية,región
327,Gegend::N,ناحية,comarca
328,Platz::N,فراغ,espacio
329,Ort::N,مكان,sitio
330,Seite::N,جانب,lado
331,Seite::N,جانب,costado
332,Mitte::N,وسط,medio
333,Mitte::N,وسط,centro
334,Gegenstand::N,موضوع,objeto
335,Sache::N,شيء,cosa
336,Rand::N,حافة,borde
337,Kante::N,حافة,borde
338,Ecke::N,ركن,esquina
339,Spitze::N,سن,punta
340,Ende::N,طرف,cabo
341,Ende::N,طرف,extremo
342,Loch::N,ثقب,agujero
343,Loch::N,ثقب,abertura
344,Winkel::N,زاوية,ángulo
345,Muster::N,عينة,dibujo
346,Größe::N,حجم,tamaño
347,Länge::N,طول,longitud
348,Höhe::N,علو,altura
349,Höhe::N,علو,altitud
350,Höhe::N,ارتفاع,altura
351,Höhe::N,ارتفاع,altitud
352,Gewicht::N,وزن,peso
353,Menge::N,كمية,cantidad
354,Haufen::N,كوم,montón
355,Reihe::N,صف,fila
356,Boot::N,قارب,bote
357,Boot::N,قارب,barca
358,Boot::N,زورق,bote
359,Boot::N,زورق,barca
360,Ruder::N,مجذاف,remo
361,Schlitten::N,مزلقة,trineo
362,Ski::N,زلاجة,esquí
363,Lagerfeuer::N,نار المخيم,hoguera
364,Last::N,حمل,carga
365,Gang::N,مشية,marcha
366,Schritt::N,خطوة,paso
367,Norden::N,شمال,norte
368,Süden::N,جنوب,sur
369,Westen::N,غرب,oeste
370,Osten::N,شرق,este
371,Holz::N,خشب,madera
372,Brett::N,لوح,tabla
373,Platte::N,صفيحة,placa
374,Platte::N,صفيحة,plancha
375,Stütze::N,سند,sostén
376,Stütze::N,سند,soporte
377,Stütze::N,دعامة,sostén
378,Stütze::N,دعامة,soporte
379,Stange::N,عود,vara
380,Stange::N,عود,percha
381,Stock::N,عصا,palo
382,Stock::N,عصا,bastón
383,Stab::N,قضيب,vara
384,Stab::N,قضيب,bastón
385,Rohr::N,أنبوبة,tubo
386,Haus::N,دار,casa
387,Haus::N,بيت,casa
388,Heim::N,بيت,hogar
389,Heim::N,مسكن,hogar
390,Ofen::N,مدفأة,estufa
391,Fußboden::N,أرضية,suelo
392,Tisch::N,مائدة,mesa
393,Stuhl::N,كرسي,silla
394,Wiege::N,مهد,cuna
395,Bett::N,سرير,cama
396,Regal::N,رف,estantería
397,Kiste::N,صندوق,caja
398,Fenster::N,شباك,ventana
399,Fenster::N,نافذة,ventana
400,Tür::N,باب,puerta
401,Tor::N,بوابة,puerta
402,Zaun::N,سياج,valla
403,Zaun::N,سياج,cercado
404,Dach::N,سطح,techo
405,Dach::N,سطح,tejado
406,Leiter::N,سلم,escalera
407,Besen::N,مكنسة,escoba
408,Spaten::N,مسحاة,pala
409,Schaufel::N,مجرفة,pala
410,Schaufel::N,مجرفة,paleta
411,Gabel::N,شوكة,tenedor
412,Löffel::N,ملعقة,cuchara
413,Messer::N,سكين,cuchillo
414,Nagel::N,مسمار,clavo
415,Netz::N,شبكة,red
416,Haken::N,خطاف,gancho
417,Haken::N,خطاف,corchete
418,Haken::N,صنارة,gancho
419,Haken::N,صنارة,corchete
420,Griff::N,قبضة,asa
421,Griff::N,قبضة,mango
422,Schloss::N,قفل,cerradura
423,Bild::N,صورة,imagen
424,Figur::N,تمثال,figura
425,Puppe::N,دمية,muñeca
426,Beutel::N,كيس,bolsa
427,Bündel::N,ربطة,haz
428,Tasche::N,شنطة,bolso
429,Tasche::N,محفظة,bolso
430,Eimer::N,سطل,cubo
431,Eimer::N,جردل,cubo
432,Deckel::N,سداد,tapa
433,Deckel::N,سداد,tapadera
434,Geschirr::N,أوان,vajilla
435,Sack::N,زكيبة,saco
436,Tasse::N,فنجان,taza
437,Topf::N,قدر,olla
438,Topf::N,قدر,marmita
439,Topf::N,طنجرة,olla
440,Topf::N,طنجرة,marmita
441,Kessel::N,قدر,caldera
442,Kessel::N,غلاية,caldera
443,Essen::N,طعام,comida
444,Nahrung::N,غذاء,alimento
445,Speise::N,أكل,plato
446,Fleisch::N,لحم,carne
447,Getreide::N,حبوب,cereales
448,Brei::N,عصيدة,puré
449,Brei::N,عصيدة,papilla
450,Brot::N,خبز,pan
451,Scheibe::N,شريحة,lonja
452,Scheibe::N,شريحة,rebanada
453,Fett::N,سمن,grasa
454,Butter::N,زبدة,mantequilla
455,Öl::N,زيت,aceite
456,Salz::N,ملح,sal
457,Suppe::N,حساء,sopa
458,Suppe::N,شربة,sopa
459,Honig::N,عسل,miel
460,Milch::N,حليب,leche
461,Tee::N,شاي,té
462,Leder::N,جلد,cuero
463,Wolle::N,صوف,lana
464,Stoff::N,قماش,tela
465,Stoff::N,قماش,tejido
466,Nadel::N,إبرة,aguja
467,Faden::N,خيط,hilo
468,Knopf::N,زر,botón
469,Knoten::N,عقدة,nudo
470,Farbe::N,صبغة,pintura
471,Kleidung::N,ملابس,ropa
472,Kleidung::N,ملابس,vestidos
473,Hemd::N,قميص,camisa
474,Kragen::N,ياقة,cuello
475,Ärmel::N,كم,manga
476,Hose::N,سروال,pantalón
477,Hose::N,بنطلون,pantalón
478,Gürtel::N,حزام,cinturón
479,Mütze::N,طاقية,gorro
480,Schuh::N,حذاء,zapato
481,Stiefel::N,جزمة,bota
482,Stiefel::N,حذاء طويل,bota
483,Ring::N,حلقة,anillo
484,Band::N,شريط,cinta
485,Kamm::N,مشط,peine
486,Spiegel::N,مرآة,espejo
487,Riemen::N,سير,correa
488,Schnur::N,حبل,cuerda
489,Schnur::N,دوبارة,cuerda
490,Leine::N,قيد,correa
491,Decke::N,بطانية,manta
492,Kissen::N,وسادة,almohada
493,Tuch::N,منديل,pañuelo
494,Handtuch::N,فوطة,toalla
495,Handtuch::N,منشفة,toalla
496,Kraft::N,قدرة,fuerza
497,Stärke::N,قوة,fuerza
498,Gesundheit::N,صحة,salud
499,Krankheit::N,مرض,enfermedad
500,Schmerz::N,ألم,dolor
501,Schmerz::N,وجع,dolor
502,Wunde::N,جرح,llaga
503,Wunde::N,جرح,herida
504,Fieber::N,حمى,fiebre
505,Arznei::N,دواء,medicina
506,Arznei::N,دواء,medicamento
507,Brücke::N,جسر,puente
508,Brunnen::N,بئر,pozo
509,Weide::N,مرعى,pasto
510,Pfad::N,درب,sendero
511,Weg::N,سكة,camino
512,Straße::N,طريق,vía
513,Straße::N,طريق,carretera
514,Dorf::N,قرية,aldea
515,Dorf::N,قرية,pueblo
516,Stadt::N,مدينة,ciudad
517,Brief::N,خطاب,carta
518,Brief::N,مكتوب,carta
519,Buch::N,كتاب,libro
520,Buchstabe::N,حرف,letra
521,Buchstabe::N,حرف,carácter
522,Zeitung::N,جريدة,diario
523,Zeitung::N,جريدة,periódico
524,Leben::N,عيش,vida
525,Leben::N,حياة,vida
526,Tod::N,موت,muerte
527,Tod::N,وفاة,muerte
528,Grab::N,قبر,tumba
529,Grab::N,قبر,sepulcro
530,Kirche::N,كنيسة,iglesia
531,Sünde::N,خطيئة,pecado
532,Gott::N,إله,dios
533,Arbeiter::N,عامل,obrero
534,Arbeiter::N,عامل,trabajador
535,Chef::N,رئيس,jefe
536,Meister::N,أسطى,maestro
537,Arzt::N,طبيب,médico
538,Lehrer::N,مدرس,profesor
539,Geld::N,نقود,dinero
540,Geschäft::N,صفقة,negocio
541,Laden::N,دكان,tienda
542,Preis::N,سعر,precio
543,Ware::N,بضاعة,mercancía
544,Nutzen::N,فائدة,provecho
545,Reichtum::N,غنى,riqueza
546,Reichtum::N,ثروة,riqueza
547,Welt::N,عالم,mundo
548,Welt::N,دنيا,mundo
549,Land::N,بلد,país
550,Staat::N,دولة,Estado
551,König::N,ملك,rey
552,Macht::N,سلطة,poder
553,Macht::N,سلطة,potencia
554,Grenze::N,حدود,frontera
555,Krieg::N,حرب,guerra
556,Feind::N,عدو,enemigo
557,Gewalt::N,عنف,violencia
558,Kampf::N,قتال,lucha
559,Kampf::N,قتال,combate
560,Bogen[Waffe]::N,قوس,arco
561,Pfeil::N,سهم,flecha
562,Gewehr::N,بندقية,fusil
563,Gewehr::N,بندقية,escopeta
564,Fehler::N,خطأ,error
565,Lüge::N,كذب,mentira
566,Schaden::N,تلف,daño
567,Unglück::N,نحس,desgracia
568,Schuld::N,ذنب,culpa
569,Alter::N,سن,edad
570,Alter::N,عمر,edad
571,Schluss::N,ختام,fin
572,Schluss::N,ختام,final
573,Schluss::N,نهاية,fin
574,Schluss::N,نهاية,final
575,Zeit::N,وقت,tiempo
576,Tag::N,يوم,día
577,Morgen::N,صباح,mañana
578,Mittag::N,ظهر,mediodía
579,Abend::N,مساء,noche
580,Nacht::N,ليلة,noche
581,Woche::N,أسبوع,semana
582,Monat::N,شهر,mes
583,Jahr::N,عام,año
584,Jahr::N,سنة,año
585,Frühling::N,ربيع,primavera
586,Sommer::N,صيف,verano
587,Herbst::N,خريف,otoño
588,Winter::N,شتاء,invierno
589,Januar::N,يناير,enero
590,Januar::N,كانون الثاني,enero
591,Februar::N,شباط,febrero
592,Februar::N,فبراير,febrero
593,März::N,آذار,marzo
594,März::N,مارس,marzo
595,April::N,نيسان,abril
596,Mai::N,مايو,mayo
597,Juni::N,يونيو,junio
598,Juni::N,حزيران,junio
599,Juli::N,تموز,julio
600,Juli::N,يوليو,julio
601,August::N,آب,agosto
602,August::N,أغسطس,agosto
603,September::N,أيلول,septiembre
604,September::N,سبتمبر,septiembre
605,Oktober::N,أكتوبر,octubre
606,Oktober::N,تشرين الأول,octubre
607,November::N,نوفمبر,noviembre
608,November::N,تشرين الثاني,noviembre
609,Dezember::N,ديسمبر,diciembre
610,Dezember::N,كانون الأول,diciembre
611,Montag::N,يوم الاثنين,lunes
612,Dienstag::N,يوم الثلاثاء,martes
613,Mittwoch::N,يوم الأربعاء,miércoles
614,Donnerstag::N,يوم الخميس,jueves
615,Freitag::N,يوم الجمعة,viernes
616,Samstag::N,يوم السبت,sábado
617,Sonntag::N,يوم الأحد,domingo
618,groß::A,كبير,grande
619,klein::A,صغير,pequeño
620,lang::A,طويل,largo
621,kurz::A,قصير,corto
622,breit::A,واسع,ancho
623,schmal::A,ضيق,estrecho
624,dicht::A,كث,denso
625,dicht::A,كثيف,denso
626,dick[Gegenstand]::A,غليظ,grueso
627,dünn::A,رفيع,fino
628,dünn::A,رفيع,delgado
629,fein::A,رقيق,fino
630,fein::A,رقيق,delicado
631,fest::A,متين,firme
632,fest::A,متين,sólido
633,flach::A,سهل,plano
634,flach::A,منبسط,plano
635,glatt::A,ناعم,liso
636,hart::A,صلب,duro
637,hart::A,جامد,duro
638,weich::A,لين,muelle
639,rund::A,مستدير,redondo
640,spitz::A,مدبب,agudo
641,spitz::A,مدبب,apuntado
642,scharf::A,حاد,agudo
643,scharf::A,حاد,afilado
644,stumpf::A,ثالم,sin filo
645,schwer::A,ثقيل,pesado
646,schön::A,جميل,bello
647,schön::A,جميل,hermoso
648,heiß::A,حار,caluroso
649,heiß::A,ساخن,caluroso
650,warm::A,دافئ,cálido
651,warm::A,دافئ,caliente
652,kalt::A,بارد,frío
653,kühl::A,قر,fresco
654,frisch::A,طازج,fresco
655,feucht::A,رطب,húmedo
656,nass::A,مبلول,mojado
657,trocken::A,جاف,seco
658,voll::A,ملء,lleno
659,leer::A,خال,vacío
660,leer::A,فارغ,vacío
661,offen::A,مفتوح,abierto
662,geschlossen::A,مغلق,cerrado
663,sauber::A,نظيف,limpio
664,schmutzig::A,قذر,sucio
665,roh::A,نيء,crudo
666,reif::A,ناضج,maduro
667,lecker::A,لذيذ,rico
668,lecker::A,لذيذ,sabroso
669,süß::A,حلو,dulce
670,bitter::A,مر,amargo
671,sauer::A,حامض,agrio
672,hell::A,نير,claro
673,dunkel::A,مظلم,oscuro
674,schwarz::A,أسود,negro
675,weiß::A,أبيض,blanco
676,rot::A,أحمر,rojo
677,gelb::A,أصفر,amarillo
678,blau::A,أزرق,azul
679,grün::A,أخضر,verde
680,grau::A,رمادي,gris
681,bunt::A,ملوب,multicolor
682,billig::A,رخيص,barato
683,teuer::A,غال,caro
684,wertvoll::A,ثمين,valioso
685,wertvoll::A,ثمين,precioso
686,blind::A,أعمى,ciego
687,taub::A,أصم,sordo
688,taub::A,أطرش,sordo
689,kräftig::A,قوي,fuerte
690,stark::A,قوي,fuerte
691,stark::A,قوي,vigoroso
692,schwach::A,ضعيف,débil
693,fett::A,سمين,obeso
694,schlank::A,أهيف,esbelto
695,hübsch::A,جميل,mono
696,hübsch::A,جميل,guapo
697,böse::A,رديء,malo
698,dumm::A,أبله,tonto
699,dumm::A,أبله,estúpido
700,dumm::A,أحمق,tonto
701,dumm::A,أحمق,estúpido
702,faul::A,كسلان,vago
703,faul::A,كسلان,perezoso
704,fleißig::A,مجتهد,aplicado
705,fleißig::A,مجتهد,diligente
706,geizig::A,بخيل,avaro
707,klug::A,ذكي,sensato
708,klug::A,ذكي,inteligente
709,klug::A,عاقل,sensato
710,klug::A,عاقل,inteligente
711,geschickt::A,ماهر,hábil
712,lieb::A,عزيز,querido
713,lustig::A,مرح,alegre
714,sanft::A,حليم,suave
715,hungrig::A,جائع,hambriento
716,krank::A,مريض,enfermo
717,nackt::A,عار,desnudo
718,traurig::A,حزين,triste
719,lebendig::A,حي,vivo
720,lebendig::A,حي,viviente
721,gut::A,جيد,bueno
722,schlecht::A,سيء,malo
723,richtig::A,صحيح,justo
724,richtig::A,صحيح,correcto
725,schlimm::A,خبيث,malo
726,schlimm::A,خبيث,grave
727,wahr::A,حق,verídico
728,wahr::A,حق,verdadero
729,alt::A,قديم,viejo
730,neu::A,جديد,nuevo
731,ehemalig::A,سابق,antiguo
732,alt[Lebewesen]::A,مسن,viejo
733,jung::A,شاب,joven
734,jung::A,صغير,joven
735,arm::A,فقير,pobre
736,reich::A,غني,rico
737,bekannt::A,معلوم,conocido
738,berühmt::A,مشهور,famoso
739,berühmt::A,مشهور,célebre
740,fremd::A,أجنبي,extraño
741,verschieden::A,مختلف,diverso
742,verschieden::A,مختلف,distinto
743,verschieden::A,مختلف,diferente
744,nah::A,قريب,cercano
745,fern::A,بعيد,lejano
746,linker::A,يسار,izquierdo
747,rechter::A,يمين,derecho
748,anderer::A,آخر,otro
749,erster::A,أول,primero
750,zweiter::A,ثان,segundo
751,dritter::A,ثالث,tercero
752,letzter::A,أخير,último
753,allein::ADV,وحده,a solo
754,auf einmal::ADV,بالمرة,de una vez
755,zusammen::ADV,معا,juntos
756,lange::ADV,مدة طويلة,mucho tiempo
757,plötzlich::ADV,فجأة,de repente
758,sofort::ADV,حالا,en seguida
759,sofort::ADV,فورا,en seguida
760,später::ADV,فيما بعد,más tarde
761,jetzt::ADV,الآن,ahora
762,jetzt::ADV,حاليا,ahora
763,heute::ADV,اليوم,hoy
764,morgen::ADV,غدا,mañana
765,bald::ADV,قريبا,pronto
766,bald::ADV,قريبا,en breve
767,dann::ADV,ثم,luego
768,dann::ADV,ثم,entonces
769,gestern::ADV,أمس,ayer
770,gestern::ADV,البارحة,ayer
771,einst::ADV,قديما,antaño
772,damals::ADV,حينئذ,entonces
773,danach::ADV,ثم,después
774,danach::ADV,بعد ذلك,después
775,vorher::ADV,من قبل,antes
776,vorher::ADV,قبل ذلك,antes
777,zuerst::ADV,أولا,primero
778,einmal::ADV,مرة,una vez
779,manchmal::ADV,أحيانا,a veces
780,oft::ADV,كثيرا,a menudo
781,oft::ADV,كثيرا,con frecuencia
782,immer::ADV,دائما,siempre
783,niemals::ADV,لا أبدا,jamás
784,hier::ADV,هنا,aquí
785,hierhin::ADV,إلى هنا,acá
786,von hier::ADV,من هنا,desde aquí
787,dort::ADV,هناك,ahí
788,dort::ADV,هناك,allí
789,dorthin::ADV,إلى هناك,allí
790,dorthin::ADV,إلى هناك,hacia allí
791,geradeaus::ADV,إلى الأمام,todo derecho
792,vorwärts::ADV,إلى الأمام,adelante
793,rückwärts::ADV,إلى الوراء,hacia atrás
794,zurück::ADV,عودا,atrás
795,zurück::ADV,إلى الخلف,atrás
796,unten::ADV,تحت,abajo
797,unten::ADV,في الأسفل,abajo
798,hinab::ADV,إلى تحت,hacia abajo
799,oben::ADV,فوق,arriba
800,oben::ADV,في الأعلى,arriba
801,hinauf::ADV,إلى فوق,hacia arriba
802,hinauf::ADV,إلى الأعلى,hacia arriba
803,überall::ADV,في كل مكان,por todas partes
804,nicht::ADV,لا,no
805,nicht::ADV,لم,no
806,ein wenig::ADV,قليلا,un poco
807,kaum::ADV,كاد لا,apenas
808,sehr::ADV,جدا,muy
809,sehr::ADV,جدا,mucho
810,sehr::ADV,كثيرا,muy
811,sehr::ADV,كثيرا,mucho
