,Concept_ID,te,ta
599,dann::ADV,అప్పుడు,அப்பொழுது
600,gestern::ADV,నిన్నటి దినము,நேற்று
601,einst::ADV,పూర్వమొకప్పుడు,ஒரே முறை
602,damals::ADV,అప్పుడు,அப்பொழுது
603,danach::ADV,అప్పుడు,பிற்பாடு
604,vorher::ADV,ఎదుట,முன்பாக
605,zuerst::ADV,మొదటిలో,முதலில்
606,einmal::ADV,ఒకసారి,ஒரே முறை
607,manchmal::ADV,అప్పటప్పటికి,சில நேரங்களில்
608,oft::ADV,తఱచుగా,அடிக்கடி
609,immer::ADV,ఎల్లప్పుడు,எப்பொழுதும்
610,niemals::ADV,ఎప్పుడునులేదు,ஒருபோதும் இல்லை
611,hier::ADV,ఇక్కడ,இங்கே
612,hierhin::ADV,ఇక్కడకు,இவ்விடத்திற்கு
613,von hier::ADV,ఇక్కడనుండి,இனி
614,dort::ADV,అక్కడ,அங்கே
615,dorthin::ADV,అక్కడికి,அவ்விடத்திற்கு
616,geradeaus::ADV,సూటిగా,முன்னாலிருக்கும்
617,vorwärts::ADV,ముందుకు,முன்புறமாக
618,rückwärts::ADV,వెనుకకు,பின்னோக்கி
619,zurück::ADV,వెనుకభాగము,பின்பக்கம்
620,unten::ADV,క్రింద,கீழாக
621,hinab::ADV,కిందికి,கீழ் நோக்கி
622,oben::ADV,మీద,மேலே
623,hinauf::ADV,పైకి,மேலே
624,überall::ADV,అంతటా,எல்லா இடத்திலும்
625,nicht::ADV,కాదు,இல்லை
626,ein wenig::ADV,కొంచెము,கொஞ்சம்
627,kaum::ADV,చాలిచాలక,அரிதாக
628,sehr::ADV,చాల,மிக்க
629,so::ADV,ఆలాగున,மிகவும்
630,noch::ADV,ఇప్పటికిని,இப்பொழுதும்
631,nur::ADV,మాత్రము,மட்டும்
632,schon::ADV,ఇదివఱకే,ஏற்கனவே
633,wieder::ADV,తిరిగి,மறுபடியும்
634,vergebens::ADV,నిష్ఫలముగా,வீண்
635,vor::PRP,ముందు,முன்
636,hinter::PRP,వెనుక,பின்பக்கம்
637,unter::PRP,క్రింద,கீழே
638,durch::PRP,ద్వారా,ஊடே
639,neben::PRP,దగ్గెర,அடுத்து
640,zwischen::PRP,మధ్య,இடையில்
641,wegen::PRP,కారణంగా,ஏனெனில்
642,dies::PRN,ఇది,இது
643,das::PRN,అది,அது
644,alles::PRN,సకలము,ஒவ்வொன்றும்
645,ich::PRN,నేను,நான்
646,du::PRN,నీవు,நீ
647,er::PRN,అతడు,அவன்
648,wir::PRN,మనము,நாம்
649,wir::PRN,మనము,நாங்கள்
650,ihr::PRN,మీరు,நீங்கள்
651,sie::PRN,వారు,அவர்கள்
652,was::FPRN,ఏమి,என்ன
653,wer::FPRN,ఎవడు,யார்
654,wo::FADV,ఎక్కడ,எங்கே
655,wohin::FADV,ఎందుకు,எதற்கு
656,wie::FADV,ఎట్టు,எப்படி
657,warum::FADV,ఏల,ஏன்
658,wieviel::FNUM,ఎంత,எவ்வளவு
659,eins::NUM,ఒకటి,ஒன்று
660,zwei::NUM,రెండు,இரண்டு
661,drei::NUM,మూడు,மூன்று
662,vier::NUM,నాలుగు,நான்கு
663,fünf::NUM,అయిదు,ஐந்து
664,sechs::NUM,ఆఱు,ஆறு
665,sieben::NUM,ఏరు,ஏழு
666,acht::NUM,ఎనిమదు,எட்டு
667,neun::NUM,తొమ్మిది,ஒன்பது
668,zehn::NUM,పది,பத்து
669,elf::NUM,పదునొకొండు,பதினொன்று
670,zwölf::NUM,పండ్రండు,பன்னிரண்டு
671,zwanzig::NUM,ఇరుపది,இருபது
672,dreißig::NUM,ముప్పది,முப்பது
673,vierzig::NUM,నలువది,நாற்பது
674,fünfzig::NUM,ఏబది,ஐமபது
675,sechzig::NUM,అరుపది,அறுபது
676,siebzig::NUM,డెబ్బది,எழுபது
677,achtzig::NUM,ఎనుబది,எண்பது
678,neunzig::NUM,తొంబది,தொன்னூறு
679,hundert::NUM,నూఱు,நூறு
680,tausend::NUM,వేయి,ஆயிரம்
681,und::CNJ,మఱియు,மற்றும்
682,oder::CNJ,లేక,அல்லது
683,stehen::V,నిలుచు,நில்
684,sitzen::V,కూర్చుండు,உட்கார்
685,liegen::V,పండుకొనుట,படு
686,hängen::V,వ్రేలాడదీయు,தொங்கச் செய்
687,werden::V,అగు,ஆகு
688,passieren::V,సంభవించు,நிகழ்
689,beginnen::V,ఆరంభించు,ஆரம்பி
690,enden::V,తీరుట,முடி
691,wechseln::V,మార్చు,மாற்று
692,aufgehen[Sonne]::V,ఉదయించు,உயர எழு
693,untergehen[Sonne]::V,అస్తమించు,பொறுத்து
694,scheinen[Sonne]::V,ప్రకాశించు,பிரகாசி
695,donnern::V,ఉరుముట,இடி
696,wehen::V,దురద్పప్టము,வீசு
697,strömen::V,పారుట,பாயதல்
698,fließen::V,ప్రవహించు,நீரோட்டம் போக்கில் போ
699,sich drehen::V,తిరుగు,சுழல்
700,schwanken::V,ఆడించుట,தள்ளாடு
701,schwingen::V,ఊగుట,ஆடு
702,fallen::V,పడు,விழு
703,brennen::V,కాలుట,எரி
704,rauchen::V,పొగసుట,பகை பிடி
705,regnen::V,కురిపించుట,மழை பெய்
706,gefrieren::V,గడ్డకట్టు,உறைந்துவிடு
707,tauen::V,కరగు,உருகு
708,schmelzen::V,కరగు,உருகு
709,trocknen::V,యెండుట,உலர்த்து
710,sieden::V,ఉడుకు,கொதிக்க வை
711,faulen::V,క్రుళ్లు,அழுகச் செய்
712,verfaulen::V,క్షిణించు,அழுகச் செய்
713,reißen::V,చించు,திடீரென அறு
714,versinken::V,మునుగు,மூழ்கு
715,vergehen::V,సంభవించు,கடந்துசெல்
716,erscheinen::V,కనబడు,தோன்றச்
717,verschwinden::V,అదృశ్యమగు,மறைந்து போ
718,sinken::V,ముణుగుట,பதைவுறு
719,abnehmen::V,తగ్గు,குறை
720,zunehmen::V,పెరుగుట,உயர்த்து
721,steigen::V,లేచు,உயர எழு
722,wachsen::V,పెరుగు,வளர்
723,glänzen::V,ప్రకాశించు,மிளிர்
724,funkeln::V,ప్రకాశించు,பிரகாசி
725,lärmen::V,అరుచుట,கொம்பு
726,läuten::V,మేళవించుట,மணியொலியிசை
727,klingeln::V,వాయించుట,மணி அடி
728,klirren::V,ఘంటానాదము,கிலுங்கு
729,brausen::V,గర్జించు,இரைதல்
730,rauschen::V,చటచటమనుట,சலசலப்பு
731,klingen::V,ధ్వనించుట,சிலம்புதல்
732,bellen::V,అఱచు,குரை
733,heulen::V,కూయు,ஊளையிடு
734,blasen::V,దురద్పప్టము,ஊது
735,pfeifen::V,ఈలవేయు,சீழ்க்கை எழப்பு
736,schreien::V,అఱచు,கூச்சலிடு
737,stöhnen::V,మూలుగు,வேதனை
738,zittern::V,వణకు,நடுங்கு
739,leben::V,జీవించుట,உயிருடனிரு
740,geboren werden::V,పుట్టుట,பிற
741,atmen::V,ఉపిరి తీయు,சுவாசி
742,trinken::V,త్రాగు,குடி
743,essen::V,తిను,சாப்பிடு
744,schlucken::V,మ్రింగు,முழுங்கு
745,müde werden::V,అలయు,கையயர்தல்
746,einschlafen::V,నిద్రించు,தூங்க
747,schlafen::V,నిద్రురించు,தூங்கு
748,aufwachen::V,మేలుకొను,எழுப்பு
749,aufstehen::V,లేచు,எழுந்திரு
750,sich erholen::V,నడ్డి వాల్చు,இளைப்பாறு
751,krank werden::V,జబ్బుపడు,விழுதல்
752,krank sein::V,జబ్బు చేయు,நருக்கலாயிருக்க
753,schmerzen::V,నొచ్చుట,நோவுறு
754,husten::V,దగ్గుట,இருமு
755,genesen::V,కుదురుట,குணம் அடை
756,sterben::V,మరణించు,மரணமடை
757,umkommen::V,నశించు,நசி
758,sich bewegen::V,కదలు,நகர்த்து
759,sich rühren::V,కదలు,அசை
760,sich erheben::V,లేచు,எழுந்து நில்
761,sich setzen::V,కూర్చుణ్డు,உட்கார்
762,hinfallen::V,దొర్లు,விழு
763,laufen::V,నడచు,நட
764,schreiten::V,అడుగుపెట్టుట,கவடுவைத்தல்
765,spazierengehen::V,పచారు చేయు,உலவு
766,eilen::V,తొందరపడు,விரைந்து
767,sich beeilen::V,త్వరపెట్టు,அவசரப்படுத்து
768,sausen::V,విసరికొట్టు,விரைந்து செல்
769,rennen::V,పరుగెత్తు,ஓடு
770,springen::V,దుముకు,குதி
771,klettern::V,ఎక్కు,ஏறு
772,schaukeln::V,ఉయ్యాల ఊగు ,தள்ளாடு
773,kriechen::V,ప్రాకు,மெதுவாக நடந்து செல்
774,schwimmen::V,ఈదు,நீந்து
775,tauchen::V,మునుగు,மூழ்கி நீச்சலடி
776,rudern::V,తెడ్లతోఁగడపు,துடுப்புப் போடு
777,fahren::V,నడపు,ஓட்டு
778,fliegen::V,ఎగురు,பற
779,gehen::V,పోవు,போ
780,weggehen::V,బయలుదేరు,விலகிச் செல்
781,abfahren::V,విడిచిపోవు,புறப்பட்டுச் செல்
782,anhalten::V,నిలుపు,நின்றுவிடு
783,hineingehen::V,ప్రవేశించు,மறையச் செய்
784,eintreten::V,ప్రవేశించు,நுழை
785,kommen::V,వచ్చు,வா
786,ankommen::V,వచ్చి చేరు,வநது சேர்
787,zurückkommen::V,తిరిగీవచ్చుట,திரும்பி வா
788,bleiben::V,ఉండు,இரு
789,warten::V,కనిపెట్టు,தாமதி
790,erwarten::V,నిరిక్షించు,எதிர்நோக்கு
791,suchen::V,వెదకు,தேடு
792,finden::V,కనుగొను,கண்டுபிடி
793,versuchen::V,ప్రయత్నించు,முயற்சி செய்
794,vorbereiten::V,తయారుచేయు,ஆயத்தம் செய்
795,lieben::V,ప్రేమించు,அன்பு செலுத்து
796,mögen::V,ఇష్టపడు,விரும்பு
797,lachen::V,నవ్వు,சிரி
798,rühren::V,గుండె తాకు,இதயத்தைத் தொடு
799,weinen::V,వీడ్చు,அழு
800,schimpfen::V,గొణుగు,சாபமிடு
801,sich ärgern::V,అలుగు,கோப்பபடு
802,sich fürchten::V,భయపడు,பயப்படு
803,fürchten::V,భయపడు,பயப்படுத்து
804,fliehen::V,పాఱిపోపు,ஓடு
805,flüchten::V,తప్పించుకొను,தப்பிவிடு
806,sehen::V,చూచు,பார்
807,anschauen::V,చూచు,கூர்ந்து கவனி
808,ansehen::V,కాచియుండు,கவனி
809,hören::V,విను,கேள்
810,zuhören::V,విను,சுவைத்துப் பார்
811,probieren::V,చవిచూచుట,ருசி
812,riechen::V,వాసనచూచు,முகர்ந்து பார்
813,fühlen::V,స్పర్శించుట,தொட்டுணர்
814,scheinen::V,కనబడు,காணப்படு
815,zu sehen sein::V,చూవు,தோன்றுதல்
816,vernehmen::V,విను,கேள்
817,frieren::V,చలికి వడకు,குதுகுதுகு
818,tun::V,చేయు,செய்
819,können::V,గల,இயல்வது
820,wollen::V,కోరు,விரும்பு
821,anfangen::V,ఆరంభించు,தொடங்கு
822,beenden::V,ముగించు,முடி
823,aufhören::V,నిలుపు,நிறுத்து
824,gelingen::V,గెలుపాందు,வெற்றி
825,geraten::V,వెలువడు,ஏற்படுத்து
826,öffnen::V,తెఱచు,திற
827,schließen::V,మూయు,மூடு
828,stellen::V,ఉంచు,வை
829,setzen::V,ఉంచు,வை
830,legen::V,పెట్టు,பரப்பி வை
831,berühren::V,తాకు,பதி
832,verbinden::V,చేర్చుట,சேர்
833,bedecken::V,మూయు,உறைபோடு
834,aufhängen::V,వ్రేలాడదీయు,தொங்கவிடு
835,anzünden::V,వెలిగించు,எரியூட்டு
836,aufheben::V,సేకరించు,பொறுக்கி எடு
837,zurücklassen::V,విడుచు,விட்டுச் செல்
838,verlieren::V,పోగొట్టుకొను,இழ
839,fallen lassen::V,జాఱవిడుచు,அளவில் குறைவு
840,machen::V,చేయు,தயார்செய்
841,herstellen::V,ఉత్పత్తిచేయు,உற்பத்தி செய்
842,bauen::V,నిర్మించు,கட்டு
843,reparieren::V,సరిచేయు,பழுது பார்
844,verbessern::V,వృద్ధి చేయు,மேம்படுத்து
845,ändern::V,మార్చు,மாற்றி அமை
846,graben::V,త్రవ్వు,குழி வெட்டு
847,beugen::V,వంచు,வனை
848,biegen::V,వంచు,வனை
849,drehen::V,నూలువడుకు,சுழல்
850,wenden::V,త్రిప్పు,குடைகவிழு
851,umdrehen::V,త్రిప్పు,சுற்றும் முற்றும் பார்
852,heben::V,ఎత్తు,தூக்கு
853,hochheben::V,ఎత్తు,தூக்கு
854,ergreifen::V,వశపఱచుకొను,பறி
855,halten::V,ఉంచు,பிடித்துக் கொள்
856,drücken::V,అణచు,அழுத்து
857,schieben::V,నొక్కు,தள்ளு
858,kratzen::V,గోకు,கீறு
859,lecken::V,నాకు,நக்கு
860,beißen::V,కఱచు,கடி
861,abreißen::V,తెగతెంచు,கிழி
862,abschneiden::V,తెగకొట్టు,வெட்டி எடு
863,binden::V,కట్టు,கட்டு
864,stecken::V,తగులుకొనివుండుట,பதிய வை
865,brechen::V,పగులగొట్టు,உடை
866,klopfen::V,కొట్టు,தட்டு
867,hauen::V,కొట్టు,அடி
868,kleben::V,అంటుకొను,ஒட்டு
869,reiben::V,రాచు,தேய்
870,streichen::V,వ్యాపింపజేయు,பரவச்செய்
871,schleifen::V,రాచు,அரை
872,schneiden::V,కోయు,துண்டாக்கு
873,rütteln::V,కుదిలించుట,மெல்ல தள்ளு
874,schütteln::V,కదల్చు,குலுக்கு
875,schwenken::V,ఊచుట,ஊஞ்சலாடு
876,schütten::V,పోయు,ஊற்று
877,füllen::V,నింపు,நிரப்பு
878,einwickeln::V,చుట్టు,சுற்று
879,tragen::V,మోయు,எடுத்துச் செல்
880,schleppen::V,ఈడ్చు,இழுத்துச் செல்
881,ziehen::V,ఈడ్చు,இழு
882,aufbewahren::V,కాపాడు,வைத்துக் கொள்
883,werfen::V,విసరు,வீசி எறி
884,fangen::V,పట్టుకొను,பிடி
885,packen::V,పట్టుకొను,பிடித்துக்கொள்
886,verstecken::V,దాచు,மறை
887,teilen::V,భాగించు,பாகங்களாகப் பிரி
888,schicken::V,పంపు,அனுப்பு
889,bringen::V,తెచ్చు,கொண்டு வா
890,hinzufügen::V,చేర్చు,சேர்
891,bekommen::V,సంపాదించు,பெறு
892,erhalten::V,పుచ్చుకొను,பெறு
893,nehmen::V,తీసికొను,எடு
894,wählen::V,ఇష్టపడు,தேர்ந்தெடு
895,auswählen::V,ఏరుకొను,தேர்ல்தெடு
896,bewahren::V,భద్రపఱుచు,கெடாது பேணு
897,behindern::V,అడ్డగించుట,தடங்கல் செய்
898,verderben::V,చెఱచు,நாசமாக்கு
899,beschädigen::V,చెరుపుట,சேதப்படுத்து
900,zerbrechen::V,పగులగొట్టు,உடை
901,zerreißen::V,చించు,கிழி
902,zerstören::V,వాశనము చేయు,அழி
903,verbrennen::V,కాల్చు,எரியூட்டு
904,geben::V,ఇచ్చు,கொடு
905,reichen::V,అందుకొనుట,வழங்கு
906,schenken::V,అర్పించు,மொயத்தல்
907,versprechen::V,వాగ్దత్తము చేయు,உறுதியளி
908,wünschen::V,కోరు,ஆசைப்படு
909,loben::V,స్తుతించు,புகழ்ச்சி கூறு
910,küssen::V,ముద్దుపెట్టుకొను,முத்தமிடு
911,wiegen::V,ఊచుట,ஆட்டுத்தல்
912,zudecken::V,మూయు,உறைபோடு
913,wecken::V,నిద్రపలేపుట,எழுப்பு
914,zeigen::V,చూవు,காட்டு
915,führen::V,దారిచూపు,வழிகாட்டி
916,lehren::V,బోధించు,சொல்லிக் கொடு
917,unterrichten::V,నేర్పు,அறிவுரை கூறு
918,aufziehen::V,పెంచు,வளர்
919,leiten::V,తీసుకపోవుట,அழைத்துச் செல்
920,antreiben::V,ప్రేరేపించు,தூண்டு
921,lassen::V,అనుమతించు,விடு
922,einladen::V,ఆహ్వానించు,அழை
923,vereinigen::V,కూడుట,ஒன்றாகச் சேர்
924,besuchen::V,పోయి చూచు,வருகை புரி
925,treffen::V,కలియు,சந்தி
926,sich versammeln::V,కూర్చు,தொகுப்பு
927,spielen::V,ఆట లాడు,விளையாடு
928,singen::V,పాడు,பாடு
929,tanzen::V,నృత్యముచేయు,நடனமாடு
930,sich trennen::V,ఎడబాయుట,தனிப்படடுத்து
931,verlassen::V,విడుచు,கைவிடு
932,retten::V,తప్పించుట,காப்பாற்று
933,bewachen::V,కాపాడు,காவல் செய்
934,schützen::V,రక్షించు,பாதுகாப்பு செய்
935,verteidigen::V,రక్షించు,எதிர்த்து நில்
936,sich schlagen::V,జగడమాడు,பூசலிடு
937,schießen::V,కాల్చు,சுட்டுக் கொல்
938,siegen::V,గెలుచు,வெற்றி பெறு
939,ärgern::V,పీడించుట,எரிச்சலூட்டு
940,schlagen::V,కొట్టు,அடி
941,treten::V,తన్ను,உதை
942,stechen::V,కుట్టు,கொட்டு
943,stoßen::V,గెంటు,நெருக்கு
944,stehlen::V,దొంగిలించు,திருடு
945,stören::V,కలతపఱచు,தொல்லைகொடு
946,belästigen::V,పీడించు,தொல்லை கொடு
947,verbergen::V,దాచు,மறை
948,täuschen::V,మోసము చేయు,ஏமாற்று
949,betrügen::V,మోసపుచ్చు,ஏமாற்று
950,töten::V,చంపు,கொல்
951,wohnen::V,నివసించు,தங்கியிரு
952,arbeiten::V,పనిచేయు,வேலை செய்
953,sammeln::V,ప్రోగుచేయు,ஒன்றுசேர்
954,pflücken::V,యేరుట,கொய்து எடு
955,jagen::V,వేటాడు,வேட்டையாடு
956,fischen::V,వెదకు,மீன் பிடி
957,fassen::V,పట్టుకొమ,பிடி
958,hüten::V,మందచేరుట,காவல் செய்
959,treiben::V,నడపు,ஓட்டு
960,anbinden::V,కట్టు,கட்டு
961,füttern::V,భోజనము పెట్టు,உணவளி
962,melken::V,పాలు పితుకు,பால் கற
963,hacken::V,నఱకు,வெட்டி எடு
964,gießen::V,నీళ్ళుకట్టుట,நீர்ப் பாய்ச்சு
965,reifen::V,పండుట,பழு
966,zubereiten::V,వండు,சமையல் செய்
967,kochen::V,వండు,வேகவை
968,backen::V,రొట్టెకాల్చు,வெப்பத்தில் வாட்டு
969,braten::V,వేపు,பொரியச் செய்
970,umrühren::V,కదులుట,கலக்கு
971,stricken::V,అల్లు,பின்னியிழை
972,nähen::V,కుట్టు,தையல் வேலை செய்
973,färben::V,రంగు వేయు,வண்ணம் பெறச் செய்
974,reinigen::V,శుభ్రము చేయు,சுத்தம் செய்
975,waschen::V,కడుగు,கழுவு
976,abwischen::V,తుడుచు,துடை
977,spülen::V,నీటిలో జడించు,அலசு
978,fegen::V,ఊడ్చు,பெறுக்கு
979,kehren::V,ఊడ్చు,பெறுக்கு
980,baden::V,స్నానము చేయు,குளி
981,sich waschen::V,కడుగు,கழுவு
982,ausziehen::V,విప్పు,கழற்று
983,anziehen::V,ధరించు,புனைதல்
984,sich anziehen::V,బట్టలు వేసుకొను,உடுத்துதல்
985,sich anziehen::V,తొడుగుకొను,உடுத்துதல்
986,kämmen::V,దువ్వుట,தலை வாரிக் கொள்
987,schmücken::V,అలంకరించు,அழகுபடுத்து
988,sagen::V,చెప్పు,சொல்
989,sprechen::V,చెప్పు,பேசு
990,reden::V,మాటలాడు,பெசு
991,sich unterhalten::V,ముచ్చటలాడు,இயல்பாக பேசிக்கொண்டிரு
992,fragen::V,ప్రశ్నించు,கேள்
993,bitten::V,కోరు,வேண்டு
994,erzählen::V,చెప్పు,சொல்
995,mitteilen::V,తెలియజేయు,சொல்
996,nennen::V,పేరు వెట్టు,பெயரிடுதல்
997,rufen::V,పిలుచు,கூச்சலிடு
998,prahlen::V,జల్లి,தற்பெருமை பேசு
999,übersetzen::V,తర్జుమాచేయు,மொழிபெயர்ப்பு செய்
1000,denken::V,ఆలోచించు,யோசி
1001,glauben::V,నమ్ము,நம்பு
1002,bemerken::V,గుర్తించు,கவனி
1003,erkennen::V,గుర్తించు,அடையாளம் கண்டுகொள்
1004,begreifen::V,గ్రహించు,பற்றிக்கொள்
1005,verstehen::V,గ్రహించు,புரிந்து கொள்
1006,lernen::V,నేర్చు కొను,கற்றுக்கொள்
1007,wissen::V,తెలిసికొను,தெரிந்திரு
1008,sich erinnern an::V,జ్ఞాపకముంచుకొను,நினைவு கூர்
1009,vergessen::V,మఱచిపోవు,மற
1010,messen::V,కొలుచుట,அளவிடு
1011,zählen::V,లెక్కపెట్టు,எண்ணு
1012,rechnen::V,లెక్కపెట్టు,கணக்கிடு
1013,lesen::V,చదువు,படி
1014,malen::V,పూనుట,வண்ணச்சித்திரம்
1015,zeichnen::V,వ్రాసుట,வரை
1016,schreiben::V,వ్రాయు,எழுது
1017,besitzen::V,కలిగియుండు,உடைமையாகக் கொண்டிரு
1018,kaufen::V,కొను,வாங்கு
1019,verkaufen::V,అమ్ము,விற்பனை செய்
1020,bezahlen::V,చెల్లించు,இறுத்தல்
1021,zahlen::V,చెల్లించు,பணம் செலுத்து
1022,beherrschen::V,ఏలు,ஆட்சிசெய்
1023,ertragen::V,భరించు,தாங்கு
