,Concept_ID,en,lez
363,Messer::N,knife,чукӏул
364,Nagel::N,nail,мих
365,Netz::N,net,чил
366,Haken::N,hook,къармах
367,Griff::N,handle,ттум
368,Schloss::N,lock,куьлег
369,Bild::N,picture,шикил
370,Bild::N,picture,суьрет
371,Figur::N,figure,фигура
372,Puppe::N,doll,нини
373,Beutel::N,pouch,тагъар
374,Bündel::N,bundle,галгам
375,Tasche::N,bag,чанта
376,Eimer::N,bucket,ведре
377,Deckel::N,cover,кьил
378,Deckel::N,cover,къалпагъ
379,Geschirr::N,dishes,къаб-къажах
380,Sack::N,sack,чувал
381,Tasse::N,cup,сукӏра
382,Topf::N,pot,къажгъан
383,Kessel::N,kettle,къажгъан
384,Essen::N,meal,тӏуьн
385,Nahrung::N,food,тӏуьн
386,Speise::N,dish,хуьрек
387,Fleisch::N,meat,як
388,Getreide::N,corn,техил
389,Brei::N,mush,хапӏа
390,Brei::N,mush,хешил
391,Brot::N,bread,фу
392,Scheibe::N,slice,чӏук
393,Fett::N,fat,ягълу
394,Butter::N,butter,гъери
395,Öl::N,oil,ягълу
396,Salz::N,salt,кьел
397,Suppe::N,soup,суп
398,Suppe::N,soup,шурпа
399,Honig::N,honey,вирт
400,Milch::N,milk,нек
401,Tee::N,tea,чай
402,Leder::N,leather,тумаж
403,Wolle::N,wool,йис
404,Stoff::N,cloth,парча
405,Nadel::N,needle,раб
406,Faden::N,thread,гъал
407,Knopf::N,button,дуьгме
408,Knoten::N,knot,тӏвал
409,Farbe::N,paint,ранг
410,Kleidung::N,clothes,партал
411,Hemd::N,shirt,перем
412,Kragen::N,collar,хев
413,Ärmel::N,sleeve,хел
414,Hose::N,trousers,шалвар
415,Gürtel::N,belt,чӏул
416,Mütze::N,cap,бармак
417,Mütze::N,cap,бапӏах
418,Schuh::N,shoe,ботинка
419,Stiefel::N,boot,чекме
420,Ring::N,ring,тупӏал
421,Band::N,ribbon,тасма
422,Kamm::N,comb,регъ
423,Spiegel::N,mirror,гуьзгуь
424,Riemen::N,strap,къайиш
425,Schnur::N,string,еб
426,Leine::N,leash,
427,Decke::N,blanket,яргъан
428,Kissen::N,pillow,хъуьцуьган
429,Tuch::N,scarf,шал
430,Handtuch::N,towel,дасмал
431,Kraft::N,force,гуж
432,Stärke::N,strength,къуват
433,Gesundheit::N,health,сагъвал
434,Krankheit::N,illness,тӏал
435,Schmerz::N,pain,тӏал
436,Schmerz::N,pain,тӏарвал
437,Wunde::N,wound,хер
438,Fieber::N,fever,ифин
439,Arznei::N,medicine,дарман
440,Brücke::N,bridge,муьгъ
441,Brunnen::N,well,къуй
442,Weide::N,pasture,уьруьш
443,Pfad::N,path,рехъ
444,Weg::N,way,рехъ
445,Straße::N,road,рехъ
446,Dorf::N,village,хуьр
447,Stadt::N,town,шегьер
448,Brief::N,letter,кагъаз
449,Buch::N,book,улуб
450,Buchstabe::N,character,гьарф
451,Zeitung::N,newspaper,газета
452,Leben::N,life,уьмуьр
453,Tod::N,death,кьиникь
454,Grab::N,grave,сур
455,Kirche::N,church,килиса
456,Sünde::N,sin,гунагь
457,Gott::N,god,аллагь
458,Arbeiter::N,worker,фяле
459,Chef::N,boss,гьаким
460,Meister::N,master,устӏар
461,Arzt::N,doctor,доктор
462,Lehrer::N,teacher,муаллим
463,Geld::N,money,пул
464,Geschäft::N,business,
465,Laden::N,shop,магазин
466,Preis::N,price,къимет
467,Ware::N,ware,мал
468,Ware::N,ware,товар
469,Nutzen::N,profit,хийир
470,Nutzen::N,profit,менфят
471,Reichtum::N,wealth,девлет
472,Welt::N,world,дуьнья
473,Land::N,country,уьлкве
474,Staat::N,state,пачагьлугъ
475,Staat::N,state,государство
476,König::N,king,пачагь
477,Macht::N,power,власть
478,Grenze::N,border,сергьят
479,Krieg::N,war,дяве
480,Feind::N,enemy,душман
481,Gewalt::N,violence,гуж
482,Kampf::N,fight,женг
483,Bogen[Waffe]::N,bow,чӏемерук
484,Pfeil::N,arrow,хьел
485,Gewehr::N,gun,тфенг
486,Fehler::N,mistake,гъалатӏ
487,Lüge::N,lie,ттаб
488,Schaden::N,damage,зиян
489,Schaden::N,damage,зарар
490,Unglück::N,misfortune,бала
491,Unglück::N,misfortune,бедбахтвал
492,Schuld::N,fault,тахсир
493,Alter::N,age,яш
494,Schluss::N,conclusion,эхир
495,Zeit::N,time,вяде
496,Tag::N,day,югъ
497,Morgen::N,morning,пакама
498,Mittag::N,noon,нисин
499,Abend::N,evening,няни
500,Nacht::N,night,йиф
501,Woche::N,week,гьафте
502,Monat::N,month,варз
503,Jahr::N,year,йис
504,Frühling::N,spring,гатфар
505,Sommer::N,summer,гад
506,Herbst::N,autumn,зул
507,Winter::N,winter,кьуьд
508,Januar::N,January,январь
509,Februar::N,February,февраль
510,März::N,March,март
511,April::N,April,апрель
512,Mai::N,May,май
513,Juni::N,June,июнь
514,Juli::N,July,июль
515,August::N,August,август
516,September::N,September,сентябрь
517,Oktober::N,October,октябрь
518,November::N,November,ноябрь
519,Dezember::N,December,декабрь
520,Montag::N,Monday,ислен
521,Dienstag::N,Tuesday,саласа
522,Mittwoch::N,Wednesday,арбе
523,Donnerstag::N,Thursday,хемис югъ
524,Freitag::N,Friday,жуьмя
525,Freitag::N,Friday,жуьмя югъ
526,Samstag::N,Saturday,киш
527,Sonntag::N,Sunday,гьяд
528,groß::A,big,еке
529,groß::A,big,чӏехи
530,klein::A,little,гъвечӏи
531,lang::A,long,яргъи
532,kurz::A,short,куьруь
533,breit::A,wide,гьяркьуь
534,schmal::A,narrow,гуьтӏуь
535,dicht::A,dense,къалин
536,dick[Gegenstand]::A,thick,
537,dünn::A,thin,кьелечӏ
538,fein::A,delicate,шуькӏуь
539,fest::A,firm,кӏеви
540,flach::A,flat,кьулу
541,glatt::A,smooth,цӏалцӏам
542,hart::A,hard,кӏеви
543,weich::A,soft,хъуьтуьл
544,rund::A,round,элкъвей
545,spitz::A,pointed,хци
546,scharf::A,sharp,хци
547,stumpf::A,blunt,къуьруь
548,schwer::A,heavy,залан
549,schön::A,beautiful,иер
550,heiß::A,hot,кудай
551,warm::A,warm,чими
552,kalt::A,cold,мекьи
553,kühl::A,cool,къайи
554,frisch::A,fresh,таза
555,frisch::A,fresh,михьи
556,feucht::A,damp,ламу
557,nass::A,wet,кьежей
558,trocken::A,dry,кьуру
559,voll::A,full,ацӏай
560,leer::A,empty,буш
561,leer::A,empty,ичӏи
562,offen::A,open,ахъа
563,geschlossen::A,closed,кӏеви
564,sauber::A,clean,михьи
565,schmutzig::A,dirty,чиркин
566,schmutzig::A,dirty,кьацӏай
567,roh::A,raw,чиг
568,roh::A,raw,ицӏи
569,reif::A,ripe,дигмиш хьайи
570,lecker::A,delicious,дадлу
571,süß::A,sweet,ширин
572,bitter::A,bitter,туькьуьл
573,sauer::A,sour,цуру
574,hell::A,bright,экуь
575,dunkel::A,dark,мичӏи
576,schwarz::A,black,чӏулав
577,weiß::A,white,лацу
578,rot::A,red,яру
579,gelb::A,yellow,хъипи
580,blau::A,blue,вили
581,grün::A,green,къацу
582,grau::A,grey,рехи
583,bunt::A,colourful,цӏару
584,bunt::A,colourful,яру-цӏару
585,bunt::A,colorful,цӏару
586,bunt::A,colorful,яру-цӏару
587,billig::A,cheap,ужуз
588,teuer::A,dear,багьа
589,wertvoll::A,precious,масан
590,blind::A,blind,буьркьуь
591,taub::A,deaf,биши
592,kräftig::A,powerful,гужлу
593,stark::A,strong,къуватлу
594,schwach::A,weak,такьатсуз
595,fett::A,fat,куьк
596,schlank::A,slim,шумал
597,hübsch::A,pretty,гуьрчег
598,böse::A,evil,пис
599,dumm::A,stupid,ахмакь
600,faul::A,lazy,тенпел
601,fleißig::A,diligent,сяй ийидай
602,fleißig::A,diligent,сяйи ийидай
603,geizig::A,stingy,мискьи
604,klug::A,clever,акьуллу
605,geschickt::A,skilful,магьир
606,geschickt::A,skillful,магьир
607,lieb::A,dear,играми
608,lustig::A,merry,шад
609,sanft::A,gentle,назик
610,sanft::A,gentle,милайим
611,hungrig::A,hungry,гишин
612,krank::A,sick,кефсуз
613,nackt::A,naked,кьецӏил
614,traurig::A,sad,пашман
615,lebendig::A,living,ччан алай
616,gut::A,good,хъсан
617,gut::A,good,вижевай
618,schlecht::A,bad,пис
619,richtig::A,correct,дуьз
620,schlimm::A,nasty,нифретлу
621,wahr::A,true,гьакъикъи
622,alt::A,old,эски
623,alt::A,old,куьгьне
624,neu::A,new,цӏийи
625,ehemalig::A,former,виликан
626,alt[Lebewesen]::A,aged,кьуьзуь
627,jung::A,young,жегьил
628,arm::A,poor,кесиб
629,reich::A,rich,девлетлу
630,bekannt::A,familiar,чидай
631,berühmt::A,famous,машгьур
632,fremd::A,foreign,ччара
633,verschieden::A,different,жуьреба-жуьре
634,nah::A,near,мукьвал
635,fern::A,far,яргъал
636,linker::A,left,чапла
637,rechter::A,right,эрчӏи
638,anderer::A,other,маса
639,anderer::A,other,муькуь
640,erster::A,first,сад лагьай
641,zweiter::A,second,кьвед лагьай
642,dritter::A,third,пуд лагьай
643,letzter::A,last,эхиримжи
644,allein::ADV,alone,кьилди
645,auf einmal::ADV,at once,
646,zusammen::ADV,together,санал
647,lange::ADV,long,яргъалди
648,plötzlich::ADV,suddenly,садлагьана
649,sofort::ADV,instantly,гьасятда
650,später::ADV,later,гуьгъуьнлай
651,jetzt::ADV,now,гила
652,heute::ADV,today,къе
653,morgen::ADV,tomorrow,пака
654,bald::ADV,soon,мукьва
655,bald::ADV,soon,мукьвара
656,dann::ADV,then,ахпа
657,gestern::ADV,yesterday,накь
658,einst::ADV,once,садра
659,damals::ADV,at that time,а чӏавуз
660,danach::ADV,afterwards,ахпа
661,vorher::ADV,before,вилик
662,zuerst::ADV,at first,сифте
663,einmal::ADV,once,садра
664,manchmal::ADV,sometimes,гагь-гагь
665,oft::ADV,often,гзаф вахтара
666,immer::ADV,always,гьамиша
667,niemals::ADV,never,са чӏавузни
668,niemals::ADV,never,са вахтундани
669,hier::ADV,here,ина
670,hierhin::ADV,hither,иниз
671,hierhin::ADV,to here,иниз
672,hierhin::ADV,here,иниз
673,von hier::ADV,hence,инай
674,dort::ADV,there,ана
675,dorthin::ADV,thither,аниз
676,dorthin::ADV,there,аниз
677,dorthin::ADV,to there,аниз
678,geradeaus::ADV,ahead,дуьз
679,vorwärts::ADV,forward,вилик
680,vorwärts::ADV,forward,виликди
681,rückwärts::ADV,backward,кьулухъ
682,zurück::ADV,back,
683,unten::ADV,below,агъада
684,hinab::ADV,down,агъуз
685,oben::ADV,above,винел
686,hinauf::ADV,up,виниз
687,überall::ADV,everywhere,вирина
688,nicht::ADV,not,ваъ
689,ein wenig::ADV,a little,са тӏимил
690,kaum::ADV,hardly,жизви
691,sehr::ADV,very,лап
692,so::ADV,so,икӏ
693,noch::ADV,still,гьеле
694,nur::ADV,only,анжах
695,schon::ADV,already,хъувуна
696,schon::ADV,already,мадни дардиз
697,schon::ADV,already,мадни гуьтӏуьз
698,schon::ADV,already,мадни гуьтӏуь я
699,wieder::ADV,again,
700,vergebens::ADV,in vain,нагьакь
701,vergebens::ADV,in vain,нагьакьа
702,vor::PRP,in front of,вилик
703,hinter::PRP,behind,кьулухъ
704,unter::PRP,under,кӏаник
705,durch::PRP,through,арадай
706,durch::PRP,through,-кай хкатна
707,neben::PRP,next to,патав
708,neben::PRP,next to,мукьув
709,zwischen::PRP,between,ара
710,zwischen::PRP,between,арада
711,wegen::PRP,because of,гъиляй
712,dies::PRN,this,и
713,dies::PRN,this,им
714,das::PRN,that,а
715,das::PRN,that,ам
716,alles::PRN,everything,вири
717,alles::PRN,everything,михьиз
718,ich::PRN,I,за
719,ich::PRN,I,зун
720,du::PRN,you,вун
721,du::PRN,thou,вун
722,er::PRN,he,ам
723,er::PRN,he,гьа
724,wir::PRN,we,чун
725,ihr::PRN,you,куьн
726,sie::PRN,they,абур
727,was::FPRN,what,вуч
728,wer::FPRN,who,вуж
729,wo::FADV,where,гьина
730,wohin::FADV,where ... to,гьиниз
731,wohin::FADV,where to,гьиниз
732,wohin::FADV,where,гьиниз
733,wie::FADV,how,гьикӏ
734,warum::FADV,why,вучиз
735,wieviel::FNUM,how much,шумуд
736,eins::NUM,one,са
737,zwei::NUM,two,кьвед
738,drei::NUM,three,пуд
739,vier::NUM,four,кьуд
740,fünf::NUM,five,вад
741,sechs::NUM,six,ругуд
742,sieben::NUM,seven,ирид
743,acht::NUM,eight,муьжуьд
744,neun::NUM,nine,кӏуьд
745,zehn::NUM,ten,цӏуд
746,elf::NUM,eleven,цӏусад
747,zwölf::NUM,twelve,цӏикьвед
748,zwanzig::NUM,twenty,къад
749,dreißig::NUM,thirty,къанницӏуд
750,vierzig::NUM,forty,яхцӏур
751,fünfzig::NUM,fifty,яхцӏурни цӏуд
752,sechzig::NUM,sixty,пудкъад
753,siebzig::NUM,seventy,пудкъанни цӏуд
754,achtzig::NUM,eighty,кьудкъад
755,neunzig::NUM,ninety,кьудкъанни цӏуд
756,hundert::NUM,a hundred,виш
757,tausend::NUM,a thousand,агъзур
758,und::CNJ,and,ва
759,oder::CNJ,or,я
760,stehen::V,stand,акъвазун
761,sitzen::V,sit,ацукьун
762,liegen::V,lie,къаткун
763,hängen::V,hang,куьрс хьун
764,werden::V,become,хьун
765,passieren::V,happen,хьун
766,beginnen::V,begin,башламиш хьун
767,enden::V,end,куьтягь хьун
768,wechseln::V,change,дегиш хьун
769,aufgehen[Sonne]::V,rise,экъечӏун
770,untergehen[Sonne]::V,set,акӏун
771,scheinen[Sonne]::V,shine,ишигь гун
772,donnern::V,thunder,къукърумар авун
773,wehen::V,blow,
774,strömen::V,stream,авахьун
775,fließen::V,flow,авахьун
776,sich drehen::V,revolve,элкъуьн
777,schwanken::V,sway,юзун
778,schwingen::V,swing,галтад хьун
779,fallen::V,fall,аватун
780,brennen::V,burn,кун
781,brennen::V,burn,ккун
782,rauchen::V,smoke,
783,regnen::V,rain,къун
784,gefrieren::V,freeze,муркӏади кьун
785,tauen::V,thaw,цӏурун
786,schmelzen::V,melt,цӏурун
787,trocknen::V,dry,кьурун
788,sieden::V,boil,ругун
789,faulen::V,rot,кутӏун
790,verfaulen::V,decay,чуьруьтмиш хьун
791,verfaulen::V,decay,кутӏун
792,reißen::V,snap,атӏун
793,reißen::V,snap,къазунун
794,versinken::V,sink,батмиш хьун
795,vergehen::V,pass,алатун
796,erscheinen::V,appear,майдандиз акъатун
797,verschwinden::V,disappear,квахьун
798,sinken::V,drop,элекьун
799,abnehmen::V,decrease,тӏимил хьун
800,abnehmen::V,decrease,гъвечӏи хьун
801,zunehmen::V,increase,артух хьун
802,steigen::V,rise,хкаж хьун
803,wachsen::V,grow,экъечӏун
804,glänzen::V,shine,цӏарцӏар гун
805,funkeln::V,sparkle,нур гун
806,lärmen::V,be noisy,ван авун
807,läuten::V,chime,зенг ягъун
808,klingeln::V,ring,зенг ягъун
809,klirren::V,tinkle,зигринг авун
810,brausen::V,roar,къати хьун
811,rauschen::V,rustle,вишриш авун
812,klingen::V,sound,ван авун
813,bellen::V,bark,элуькьун
814,heulen::V,howl,къув ягъун
815,blasen::V,blow,уф гун
816,pfeifen::V,whistle,уьфт ягъун
817,schreien::V,shout,гьараюн
818,stöhnen::V,groan,суза авун
819,zittern::V,tremble,зурзун
820,leben::V,be alive,яшамиш хьун
821,geboren werden::V,be born,хьун
822,atmen::V,breathe,нефес чӏугун
823,trinken::V,drink,хъун
824,essen::V,eat,тӏуьн
825,schlucken::V,swallow,туькьуьнун
826,müde werden::V,get tired,галатун
827,müde werden::V,get tired,юргъун хьун
828,einschlafen::V,fall asleep,ксун
829,schlafen::V,sleep,ксун
830,aufwachen::V,wake up,ахварай аватун
831,aufstehen::V,get up,къарагъун
832,sich erholen::V,relax,ял ягъун
833,krank werden::V,fall ill,кефсуз хьун
