,Concept_ID,br,sk
814,elf::NUM,unnek,jedenásť
815,zwölf::NUM,daouzek,dvanásť
816,zwanzig::NUM,ugent,dvadsať
817,dreißig::NUM,tregont,tridsať
818,vierzig::NUM,daou-ugent,štyridsať
819,fünfzig::NUM,hanter-kant,päťdesiat
820,sechzig::NUM,tri-ugent,šesťdesiat
821,siebzig::NUM,dek ha tri-ugent,sedemdesiat
822,achtzig::NUM,pevar-ugent,osemdesiat
823,neunzig::NUM,dek ha pevar-ugent,deväťdesiat
824,hundert::NUM,kant,sto
825,tausend::NUM,mil,tisíc
826,und::CNJ,ha,i
827,oder::CNJ,pe,alebo
828,stehen::V,bezañ a-sav,stáť
829,sitzen::V,azezañ,sedieť
830,sitzen::V,bezañ en e goazez,sedieť
831,liegen::V,bezañ en e c'hourvez,ležať
832,hängen::V,krougañ,visieť
833,werden::V,dazonet,stať sa
834,passieren::V,c'hoarvezout,stať sa
835,beginnen::V,stagañ,začať sa
836,enden::V,achuiñ,končiť sa
837,wechseln::V,cheñch,meniť sa
838,aufgehen[Sonne]::V,dirouzañ,vychádzať
839,scheinen[Sonne]::V,lugernañ,svietiť
840,donnern::V,taranal,hrmieť
841,wehen::V,c'hwezhañ,viať
842,strömen::V,deredek,prúdiť
843,fließen::V,redek,tiecť
844,sich drehen::V,troiñ,točiť sa
845,sich drehen::V,troiñ,krútiť sa
846,schwanken::V,trantellat,kolísať
847,schwanken::V,trantellat,klátiť sa
848,schwingen::V,froumal,kývať sa
849,schwingen::V,froumal,chvieť sa
850,fallen::V,kouezhañ,padať
851,brennen::V,deviñ,páliť
852,brennen::V,deviñ,horieť
853,rauchen::V,divogedañ,dymiť sa
854,regnen::V,glavañ,pršať
855,gefrieren::V,reviñ,zamrznút
856,tauen::V,diskornañ,taviť sa
857,schmelzen::V,teuziñ,taviť sa
858,trocknen::V,sec'hañ,schnúť
859,sieden::V,berviñ,vrieť
860,faulen::V,breinañ,hniť
861,verfaulen::V,breinañ,zhniť
862,reißen::V,darnaouiñ,pretrhnúť sa
863,versinken::V,sodellañ,zapadnúť
864,versinken::V,sodellañ,potopiť sa
865,vergehen::V,tremen,plynúť
866,erscheinen::V,donet war-wel,objaviť sa
867,verschwinden::V,monet diwar wel,zmiznúť
868,sinken::V,en em izelat,klesať
869,abnehmen::V,nebeutaat,ubúdať
870,zunehmen::V,kreskiñ,pribúdať
871,steigen::V,sevel,stúpať
872,wachsen::V,kreskiñ,rásť
873,glänzen::V,lugernañ,jagať sa
874,glänzen::V,lugernañ,lesknúť sa
875,funkeln::V,elieniñ,iskriť sa
876,lärmen::V,rabotat,lomoziť
877,klirren::V,diridignat,rinčať
878,klirren::V,sterlinkañ,rinčať
879,brausen::V,gwegal,hučať
880,rauschen::V,trouzal,šumieť
881,klingen::V,seniñ,znieť
882,klingen::V,seniñ,zvoniť
883,bellen::V,harzhal,štekať
884,bellen::V,harzhal,brechať
885,heulen::V,yudal,vyť
886,blasen::V,c'hwezhañ,duť
887,blasen::V,c'hwezhañ,fúkať
888,pfeifen::V,c'hwitellat,pískať
889,pfeifen::V,c'hwitellat,hvízdať
890,schreien::V,huchal,kričať
891,stöhnen::V,hirvoudiñ,stenať
892,zittern::V,krenañ,triasť sa
893,leben::V,bevañ,žiť
894,geboren werden::V,genel,narodiť sa
895,atmen::V,tennañ e anal,dýchať
896,trinken::V,evañ,piť
897,essen::V,debriñ,jesť
898,schlucken::V,lonkañ,zhltnuť
899,müde werden::V,skuizhañ,unaviť sa
900,einschlafen::V,menel kousket,usnúť
901,einschlafen::V,menel kousket,zaspať
902,schlafen::V,kousket,spať
903,aufwachen::V,dihuniñ,zobudiť sa
904,aufstehen::V,sevel,vstať
905,sich erholen::V,diskuizhañ,zotavovať sa
906,sich erholen::V,diskuizhañ,oddýchovať si
907,krank werden::V,klañviñ,ochorieť
908,krank sein::V,bezañ klañv,chorieť
909,krank sein::V,bezañ klañv,byť chorý
910,schmerzen::V,skourjezañ,bolieť
911,husten::V,pasaat,kašľať
912,husten::V,peudal,kašľať
913,genesen::V,pareañ,uzdraviť sa
914,sterben::V,mervel,umrieť
915,sterben::V,mervel,zomrieť
916,umkommen::V,perisañ,zahynúť
917,sich bewegen::V,bouljal,pohybovať sa
918,sich rühren::V,fiñval,hnúť sa
919,sich erheben::V,sevel,zdvihnúť sa
920,sich setzen::V,azezañ,sadnúť si
921,sich setzen::V,mont en e goazez,sadnúť si
922,hinfallen::V,kouezhañ,spadnúť
923,laufen::V,redek,bežať
924,schreiten::V,kerzhet,kráčať
925,spazierengehen::V,pourmen,prechádzať sa
926,eilen::V,hastañ,súriť
927,sich beeilen::V,hastañ,ponáhľať sa
928,sausen::V,karzhañ,hučať
929,rennen::V,redek,bežať
930,springen::V,lammat,skákať
931,klettern::V,krimpat,liezť
932,schaukeln::V,brañsellat,húpať
933,schaukeln::V,brañsellat,hojdať
934,kriechen::V,skrampañ,liezť
935,kriechen::V,skrampañ,plaziť sa
936,schwimmen::V,neuial,plávať
937,tauchen::V,splujañ,ponoriť sa
938,rudern::V,roeñvat,veslovať
939,fahren::V,kas,ísť
940,fahren::V,kas,jazdiť
941,fahren::V,bleniañ,ísť
942,fahren::V,bleniañ,jazdiť
943,fliegen::V,nijal,letieť
944,gehen::V,mont,ísť
945,weggehen::V,mont kuit,odísť
946,weggehen::V,mont kuit,odchádzať
947,abfahren::V,mont kuit,odcestovať
948,anhalten::V,chom a-sav,zadržať sa
949,anhalten::V,chom a-sav,zastaviť sa
950,hineingehen::V,monet e-barzh,vchádzať
951,eintreten::V,monet e-barzh,vojsť
952,eintreten::V,monet e-barzh,vstúpiť
953,kommen::V,dont,prísť
954,ankommen::V,erruout,prísť
955,ankommen::V,erruout,doraziť
956,zurückkommen::V,addonet,vrátiť sa
957,bleiben::V,chom,ostať
958,bleiben::V,chom,zostať
959,warten::V,gortoz,čakať
960,erwarten::V,gortoz,očakávať
961,suchen::V,klask,hľadať
962,finden::V,kavout,nájsť
963,versuchen::V,klask,skúsiť
964,versuchen::V,klask,pokúsiť sa
965,vorbereiten::V,aozañ,pripraviť
966,lieben::V,karout,ľúbiť
967,lieben::V,karout,milovať
968,mögen::V,karout,mať rád
969,lachen::V,c'hoarzin,smiať sa
970,rühren::V,tenerañ,dojať
971,weinen::V,gouelañ,plakať
972,schimpfen::V,krozal,nadávať
973,sich ärgern::V,fachañ,hnevať sa
974,sich ärgern::V,fachañ,zlostiť sa
975,sich ärgern::V,en em fachañ,hnevať sa
976,sich ärgern::V,en em fachañ,zlostiť sa
977,fliehen::V,tec'het,utekať
978,flüchten::V,tuzañ,utiecť
979,sehen::V,gwelet,vidieť
980,anschauen::V,sellout ouzh,pozrieť sa na
981,ansehen::V,sellout ouzh,pozrieť
982,hören::V,klevet,počúvať
983,zuhören::V,selaou,počúvať
984,probieren::V,blasa,ochutnať
985,riechen::V,klevet,ňuchať
986,fühlen::V,santout,cítiť
987,fühlen::V,santout,pociťovať
988,scheinen::V,diskouez bezañ,zdať sa
989,zu sehen sein::V,bezañ gwelus,byť vidieť
990,vernehmen::V,merzhañ,počuť
991,frieren::V,anoued,mrznúť
992,frieren::V,anoued,oziabať
993,tun::V,ober,robiť
994,können::V,gouzout,môcť
995,wollen::V,fellout da,chcieť
996,wollen::V,kaout c'hoant da,chcieť
997,anfangen::V,kregiñ,začať
998,beenden::V,achuiñ,skončiť
999,aufhören::V,paouez,prestať
1000,öffnen::V,digeriñ,otvoriť
1001,schließen::V,serriñ,zavrieť
1002,stellen::V,lakaat,postaviť
1003,setzen::V,lakaat,posadiť
1004,legen::V,lakaat,klásť
1005,legen::V,lakaat,položiť
1006,berühren::V,touch,dotykať sa
1007,verbinden::V,eren,spojiť
1008,bedecken::V,goloiñ,pokryť
1009,aufhängen::V,istribilhañ,zavesiť
1010,anzünden::V,alumiñ,zapáliť
1011,anzünden::V,c'hwezzañ,zapáliť
1012,aufheben::V,dastum,zdvihnúť
1013,zurücklassen::V,lezel,zanechať
1014,verlieren::V,koll,stratiť
1015,fallen lassen::V,laoskel,pustiť
1016,fallen lassen::V,lezel da gouezhel,pustiť
1017,machen::V,ober,robiť
1018,herstellen::V,fardañ,vyrobiť
1019,bauen::V,sevel,stavať
1020,bauen::V,sevel,budovať
1021,reparieren::V,adaozañ,opraviť
1022,verbessern::V,gwellaat,zlepšiť
1023,ändern::V,cheñch,zmeniť
1024,ändern::V,cheñch,preinačiť
1025,graben::V,kleuzañ,ryť
1026,graben::V,kleuzañ,kopať
1027,beugen::V,plegañ,ohnúť
1028,biegen::V,krommañ,ohnúť
1029,drehen::V,treiñ,točiť
1030,drehen::V,treiñ,krútiť
1031,wenden::V,treiñ,obrátiť
1032,wenden::V,treiñ,prevrátiť
1033,umdrehen::V,treiñ,otočiť
1034,umdrehen::V,treiñ,obrátiť
1035,heben::V,sevel,dvíhať
1036,heben::V,sevel,povzniesť
1037,hochheben::V,sevel,zdvihnúť
1038,ergreifen::V,kemer,uchopiť sa
1039,halten::V,dalc'hen,držať
1040,drücken::V,bountañ,tisnúť
1041,schieben::V,poulzañ,posunovať
1042,kratzen::V,skrabat,škrabať
1043,lecken::V,lipat,lízať
1044,beißen::V,kregiñ,kúsať
1045,abreißen::V,diframmañ,odtrhnúť
1046,abschneiden::V,troc'hañ,odrezať
1047,abschneiden::V,troc'hañ,odkrojiť
1048,binden::V,stagañ,zaviazať
1049,binden::V,stagañ,priviazať
1050,stecken::V,sankañ,strčiť
1051,brechen::V,darnaouiñ,zlomiť
1052,klopfen::V,skoiñ,tĺcť
1053,klopfen::V,skoiñ,klopať
1054,hauen::V,dornañ,nabiť
1055,kleben::V,pegañ,lepiť
1056,kleben::V,pegañ,nalepiť
1057,reiben::V,taravat,trieť
1058,reiben::V,trekiñ,trieť
1059,streichen::V,toazañ,namazať
1060,schleifen::V,lemmañ,ostríť
1061,schneiden::V,troc'hañ,rezať
1062,schneiden::V,troc'hañ,strihať
1063,rütteln::V,tordorosañ,triasť
1064,rütteln::V,tordorosañ,lomcovať
1065,schütteln::V,hejañ,triasť
1066,schütteln::V,hejañ,potriasť
1067,schütten::V,diskargañ,sypať
1068,füllen::V,kargañ,plniť
1069,einwickeln::V,gronnañ,zabaliť
1070,tragen::V,dougen,niesť
1071,schleppen::V,stlejal,vliecť
1072,ziehen::V,sachañ,ťahať
1073,aufbewahren::V,miret,uložiť
1074,aufbewahren::V,miret,uschovať
1075,werfen::V,teuler,hodiť
1076,werfen::V,teuler,vrhnúť
1077,fangen::V,tapañ,chytať
1078,packen::V,krapat,baliť
1079,packen::V,krapat,chytiť
1080,verstecken::V,kuzhat,skryť
1081,verstecken::V,kuzhat,schovať
1082,teilen::V,rannañ,podeliť
1083,teilen::V,rannañ,rozdeliť
1084,schicken::V,kas,posielať
1085,bringen::V,degas,priniesť
1086,hinzufügen::V,lakat ouzhpenn,pripojiť
1087,bekommen::V,kaout,dostať
1088,erhalten::V,kaout,prijať
1089,nehmen::V,kemer,vziať
1090,wählen::V,choaz,voliť
1091,auswählen::V,dibab,vybrať
1092,auswählen::V,dibab,vyvoliť
1093,bewahren::V,mirout,zachovať
1094,behindern::V,diaezañ,zavadzať
1095,behindern::V,diaezañ,byť v ceste
1096,verderben::V,lovrañ,skaziť
1097,beschädigen::V,gwallegañ,ublížiť
1098,beschädigen::V,gwallegañ,poškodiť
1099,zerbrechen::V,torriñ,rozbiť
1100,zerbrechen::V,torriñ,prelomiť
1101,zerreißen::V,diroegiñ,pretrhnúť
1102,zerstören::V,distrujañ,zničiť
1103,verbrennen::V,deviñ,spáliť
1104,geben::V,reiñ,dať
1105,schenken::V,donezonañ,darovať
1106,versprechen::V,prometiñ,sľúbiť
1107,wünschen::V,hetiñ,želať
1108,loben::V,feurmiñ,chváliť
1109,küssen::V,pokat,bozkať
1110,wiegen::V,pouezañ,kolísať
1111,zudecken::V,goloiñ,prikryť
1112,wecken::V,dihuniñ,zobudiť
1113,zeigen::V,diskouez,ukázať
1114,führen::V,kas,viesť
1115,lehren::V,deskiñ,učiť
1116,unterrichten::V,kelenn,vyučovať
1117,leiten::V,bleinañ,viesť
1118,antreiben::V,poulzañ,popudiť
1119,lassen::V,leuskel,dať
1120,einladen::V,pediñ,pozvať
1121,einladen::V,pediñ,povolať
1122,vereinigen::V,unisañ,spojiť
1123,vereinigen::V,unisañ,zjednotiť
1124,besuchen::V,gweladenniñ,navštíviť
1125,treffen::V,kejal,stretnúť
1126,treffen::V,ankontrañ,stretnúť
1127,sich versammeln::V,bodennañ,zhromaždiť sa
1128,spielen::V,c'hoari,hrať
1129,singen::V,kanañ,spievať
1130,tanzen::V,dañsal,tancovať
1131,sich trennen::V,dispartiañ,rozísť sa
1132,verlassen::V,lezel,opustiť
1133,retten::V,saveteiñ,zachrániť
1134,bewachen::V,mesa,strážiť
1135,schützen::V,diwall,chrániť
1136,verteidigen::V,difenn,brániť
1137,sich schlagen::V,lopañ,biť sa
1138,siegen::V,trec'hiñ,zvíťaziť
1139,ärgern::V,hegasiñ,hnevať
1140,ärgern::V,hegasiñ,zlostiť
1141,schlagen::V,skeiñ,biť
1142,schlagen::V,skeiñ,udrieť
1143,treten::V,botaouiñ,kopnúť
1144,stechen::V,pikat,bodnúť
1145,stechen::V,pikat,pichnúť
1146,stoßen::V,stokañ,udrieť
1147,stehlen::V,laerezh,kradnúť
1148,stören::V,direnkañ,vyrušiť
1149,belästigen::V,dregasiñ,obťažovať
1150,verbergen::V,skoachañ,skryť
1151,täuschen::V,tromplañ,sklamať
1152,betrügen::V,lorbañ,klamať
1153,betrügen::V,lorbañ,podvádzať
1154,töten::V,lazhañ,zabiť
1155,töten::V,lazhañ,usmrtiť
1156,wohnen::V,bezañ o chom,bývať
1157,arbeiten::V,labourat,pracovať
1158,sammeln::V,dastum,zbierať
1159,pflücken::V,kuntuilhañ,trhať
1160,pflücken::V,kuntuilhañ,oberať
1161,jagen::V,chaseal,poľovať
1162,fischen::V,pesketa,loviť ryby
1163,fischen::V,pesketa,chytať ryby
1164,fassen::V,pakañ,uloviť
1165,hüten::V,geota,pásť
1166,anbinden::V,stagañ,priviazať
1167,füttern::V,boueta,kŕmiť
1168,melken::V,goro,dojiť
1169,hacken::V,difrakal,seknúť
1170,gießen::V,dourañ,polievať
1171,reifen::V,azviñ,dozrieť
1172,zubereiten::V,keginañ,pripraviť
1173,kochen::V,poazhañ,variť
1174,backen::V,fritañ,piecť
1175,backen::V,fritañ,smažiť
1176,braten::V,rostañ,piecť
1177,braten::V,rostañ,pražiť
1178,stricken::V,stammañ,pliesť
1179,nähen::V,gwriat,šiť
1180,färben::V,livañ,zafarbiť
1181,reinigen::V,naetañ,čistiť
1182,waschen::V,gwalc'hiñ,myť
1183,abwischen::V,torchañ,utrieť
1184,spülen::V,disgwalc'hiñ,vyplachovať
1185,fegen::V,skubañ,zametať
1186,kehren::V,skubañ,zametať
1187,baden::V,kouronkañ,kúpať sa
1188,sich waschen::V,en em walc'hiñ,umývať sa
1189,sich anziehen::V,gwiskañ,obliecť sa
1190,kämmen::V,kribat,česať
1191,schmücken::V,kinklañ,ozdobiť
1192,sagen::V,larêt,povedať
1193,sagen::V,lavaret,povedať
1194,sprechen::V,komz,hovoriť
1195,reden::V,kaozeal,rozprávať
1196,sich unterhalten::V,balbotal,rozprávať sa
1197,fragen::V,goulenn,spýtať sa
1198,bitten::V,goulenn,prosiť
1199,erzählen::V,kontañ,rozprávať
1200,mitteilen::V,kemenn,oznámiť
1201,nennen::V,anviñ,nazvať
1202,nennen::V,anviñ,menovať
1203,rufen::V,gelver,volať
1204,rufen::V,gelver,zavolať
1205,prahlen::V,fougeal,vystatovať sa
1206,übersetzen::V,treiñ,preložiť
1207,denken::V,soñjal,myslieť
1208,glauben::V,krediñ,veriť
1209,bemerken::V,apresevañ,podotknuť
1210,bemerken::V,apresevañ,spozorovať
1211,erkennen::V,anavout,poznať
1212,begreifen::V,meizañ,pochopiť
1213,begreifen::V,meizañ,porozumieť
1214,verstehen::V,kompren,rozumieť
1215,lernen::V,deskiñ,učiť sa
1216,wissen::V,gouzout,vedieť
1217,sich erinnern an::V,kaout soñj e,pamätať si na
1218,vergessen::V,ankouaat,zabudnuť
1219,messen::V,muzuliañ,merať
1220,zählen::V,kontañ,počítať
1221,rechnen::V,jedañ,rátať
1222,rechnen::V,jedañ,počítať
1223,lesen::V,lenn,čítať
1224,malen::V,livañ,maľovať
1225,zeichnen::V,tresañ,kresliť
1226,schreiben::V,skrivañ,písať
1227,besitzen::V,kaout,mať
1228,besitzen::V,kaout,vlastniť
1229,kaufen::V,prenañ,kúpiť
1230,verkaufen::V,gwerzhañ,predať
1231,bezahlen::V,paeañ,zaplatiť
1232,zahlen::V,paeañ,platiť
1233,beherrschen::V,mestroniañ,ovládať
1234,ertragen::V,anduriñ,znášať
1235,ertragen::V,anduriñ,vydržať
1236,Grube::N,,jama
1237,Spur::N,,stopa
1238,Lehm::N,,íl
1239,Lehm::N,,hlina
1240,Laut::N,,zvuk
1241,Winkel::N,,kút
1242,Lagerfeuer::N,,táborák
1243,vergebens::ADV,,márne
1244,vergebens::ADV,,nadarmo
1245,untergehen[Sonne]::V,,zapadnúť
1246,läuten::V,,cengať
1247,klingeln::V,,zvoniť
1248,sich fürchten::V,,báť sa
1249,fürchten::V,,báť sa
1250,gelingen::V,,podariť sa
1251,geraten::V,,dariť sa
1252,schwenken::V,,mávať
1253,reichen::V,,podať
1254,aufziehen::V,,vychovať
1255,schießen::V,,streliť
1256,schießen::V,,strieľať
1257,treiben::V,,hnať
1258,umrühren::V,,pomiešať
1259,ausziehen::V,,zobliecť
1260,anziehen::V,,obliecť
