,Concept_ID,ml,is
174,Adler::N,കഴുകൻ,örn
175,Ente::N,താറാവ്,önd
176,Eule::N,മൂങ്ങ,uggla
177,Kranich::N,കൊക്ക്,trana
178,Krähe::N,കാക്ക,kráka
179,Kuckuck::N,കുയിൽ,gaukur
180,Schwan::N,അരയന്നം,svanur
181,Fisch::N,മത്സ്യം,fiskur
182,Barsch::N,ഒരിനം മത്സ്യം,aborri
183,Hecht::N,ഒരു മത്സ്യം,gedda
184,Schlange[Tier]::N,പാമ്പ്,naðra
185,Wurm::N,വിര,ormur
186,Spinne::N,ചിലന്തി,kónguló
187,Ameise::N,ഉറുമ്പ്,maur
188,Laus::N,പേന്,lús
189,Mücke::N,മശകം,mý
190,Mücke::N,മശകം,mýfluga
191,Fliege::N,ഈച്ച,fluga
192,Schmetterling::N,ചിത്രശലഭം,fiðrildi
193,Beere::N,ബെറി,ber
194,Apfel::N,ആപ്പിൾ,epli
195,Pilz::N,കൂൺ,sveppur
196,Zwiebel::N,സവാള,laukur
197,Saat::N,വിത്ത്,fræ
198,Saat::N,വിത്ത്,útsæði
199,Korn::N,ധാന്യം,korn
200,Heu::N,വയ്ക്കോൽ,hey
201,Schale::N,തൊലി,hýði
202,Grube::N,കുഴി,gryfja
203,Falle::N,കെണി,gildra
204,Schlinge::N,കുടുക്ക്,snara
205,Spur::N,ചുവട്,spor
206,Asche::N,ചാരം,aska
207,Dreck::N,അഴുക്ക്,óþverri
208,Eisen::N,ഇരുമ്പ്,járn
209,Gold::N,സ്വർണ്ണം,gull
210,Silber::N,വെള്ളി,silfur
211,Kohle::N,കൽക്കരി,kol
212,Glas::N,ഗ്ലാസ്,gler
213,Lehm::N,കളിമണ്ണ്,leir
214,Sand::N,മണൽ,sandur
215,Mensch::N,മനുഷ്യർ,maður
216,Mensch::N,മനുഷ്യർ,manneskja
217,Mann::N,പുരുഷൻ,maður
218,Mann::N,പുരുഷൻ,karlmaður
219,Frau::N,സ്ത്രീ,kona
220,Kind::N,കുഞ്ഞ്,barn
221,Kind::N,കുഞ്ഞ്,krakki
222,Junge::N,ആൺകുട്ടി,drengur
223,Mädchen::N,പെൺകുട്ടി,stelpa
224,Familie::N,കുടുംബം,fjölskylda
225,Großvater::N,അപ്പൂപ്പൻ,afi
226,Großmutter::N,അമ്മുമ്മ,amma
227,Eltern::N,മാതാപിതാക്കള്,foreldrar
228,Vater::N,അച്ഛൻ,faðir
229,Mutter::N,അമ്മ,móðir
230,Sohn::N,മകൻ,sonur
231,Tochter::N,മകൾ,dóttir
232,Bruder::N,ചേട്ടൻ,bróðir
233,Bruder::N,അനിയൻ,bróðir
234,Schwester::N,ചേച്ചി,systir
235,Schwester::N,അനിയത്തി,systir
236,Onkel::N,അമ്മാവൻ,föðurbróðir
237,Tante::N,മാമി,frænka
238,Tante::N,മാമി,móðursystir
239,Ehemann::N,ഭർത്താവ്,eiginmaður
240,Ehefrau::N,ഭാര്യ,eiginkona
241,Freude::N,ആഹ്ലാദം,gleði
242,Gelächter::N,ചിരിയുടെ ശബ്ദം,hlátur
243,Glück::N,സന്തോഷം,gæfa
244,Glück::N,സന്തുഷ്ടി,gæfa
245,Kummer::N,ശോകം,sorg
246,Wunsch::N,ആഗ്രഹം,ósk
247,Lust::N,ആഗ്രഹം,fýsn
248,Lust::N,ആഗ്രഹം,löngun
249,Geist::N,ചുറുചുറുക്ക്,andi
250,Gedanke::N,ചിന്ത,hugsun
251,Gedächtnis::N,ഓർമ്മശക്തി,minni
252,Verstand::N,മനസ്സ്,vit
253,Sinn::N,അർത്ഥം,merking
254,Grund::N,കാരണം,ástæða
255,Wahrheit::N,സത്യം,sannleikur
256,Gespräch::N,സല്ലാപം,samtal
257,Märchen::N,യക്ഷിക്കഥ,ævintýri
258,Erzählung::N,കഥ,saga
259,Nachricht::N,സന്ദേശം,frétt
260,Neuigkeit::N,വാർത്ത,frétt
261,Name::N,പേര്,nafn
262,Rätsel::N,പ്രഹേളിക,gáta
263,Rede::N,സംസാരം,ræða
264,Sprache::N,ഭാഷ,mál
265,Sprache::N,ഭാഷ,tungumál
266,Stimme::N,സ്വരം,rödd
267,Wort::N,വാക്ക്,orð
268,Zeichen::N,സംജ്ഞ,tákn
269,Zeichen::N,സംജ്ഞ,merki
270,Ruf::N,വിളി,kall
271,Lärm::N,ആരവം,hávaði
272,Laut::N,ശബ്ദം,hljóð
273,Ton::N,സ്വരഭേദം,tónn
274,Lied::N,പാട്ട്,ljóð
275,Lied::N,പാട്ട്,söngur
276,Ruhe::N,നിശ്ചലത,ró
277,Ruhe::N,നിശ്ചലത,kyrrð
278,Leute::N,ജനങ്ങൾ,fólk
279,Volk::N,രാഷ്ടം,þjóð
280,Arbeit::N,ജോലി,vinna
281,Gast::N,അതിലി,gestur
282,Geschenk::N,സമ്മാനം,gjöf
283,Spiel::N,കളി,leikur
284,Gesellschaft::N,കൂട്ടായ്മ,selskapur
285,Hilfe::N,സഹായം,hjálp
286,Freund::N,സുഹൃത്ത്,vinur
287,Kamerad::N,കൂട്ടാളി,félagi
288,Angelegenheit::N,കാര്യം,mál
289,Angelegenheit::N,കാര്യം,málefni
290,Anzahl::N,എണ്ണം,tala
291,Anzahl::N,എണ്ണം,fjöldi
292,Art::N,തരം,tegund
293,Stück::N,കഷണം,biti
294,Stück::N,കഷണം,stykki
295,Teil::N,ഭാഗം,hluti
296,Teil::N,ഭാഗം,partur
297,Hälfte::N,പകുതി,helmingur
298,Kreis::N,വൃത്തം,hringur
299,Kreuz::N,കുരിശടയാളം,kross
300,Kreuz::N,കുരിശടയാളം,krossmark
301,Linie::N,വര,lína
302,Linie::N,രേഖ,lína
303,Strich::N,പക്ഷാഘാതം,strik
304,Abstand::N,വിടവ്,millibil
305,Entfernung::N,അകലം,fjarlægð
306,Gegend::N,പ്രദേശം,hérað
307,Platz::N,ഇടം,pláss
308,Ort::N,സ്ഥലം,staður
309,Seite::N,വശം,hlið
310,Mitte::N,മധ്യസ്ഥാനം,miðja
311,Gegenstand::N,സാധനം,hlutur
312,Sache::N,വസ്തു,mál
313,Rand::N,തൊങ്ങൽ,brún
314,Kante::N,അറ്റം,rönd
315,Ecke::N,മൂല,horn
316,Spitze::N,അഗ്രം,oddur
317,Ende::N,അവസാനം,endi
318,Loch::N,ദ്വാരം,gat
319,Loch::N,ദ്വാരം,hola
320,Winkel::N,കോൺ,skot
321,Winkel::N,കോൺ,krókur
322,Muster::N,ക്രമം,munstur
323,Größe::N,വലുപ്പം,stærð
324,Länge::N,നീളം,lengd
325,Höhe::N,ഉയരം,hæð
326,Gewicht::N,കട്ടി,vigt
327,Gewicht::N,കട്ടി,þyngd
328,Menge::N,അളവ്,magn
329,Haufen::N,കൂമ്പാരം,hrúga
330,Haufen::N,കൂമ്പാരം,haugur
331,Reihe::N,വരി,röð
332,Boot::N,ബോട്ട്,bátur
333,Ruder::N,പങ്കായം,ár
334,Schlitten::N,ഉരുളില്ലാവണ്ടി,sleði
335,Ski::N,ഹിമപാദുകം,skíði
336,Lagerfeuer::N,തീ,varðeldur
337,Last::N,ഭാരം,byrði
338,Last::N,ഭാരം,farmur
339,Gang::N,നടത്തം,ganga
340,Schritt::N,ചുവട്,skref
341,Norden::N,വടക്ക്,norður
342,Süden::N,തെക്ക്,suður
343,Westen::N,പടിഞ്ഞാറ്,vestur
344,Osten::N,കിഴക്ക്,austur
345,Holz::N,തടി,viður
346,Brett::N,ബോർഡ്,fjöl
347,Platte::N,തകിട്,flötur
348,Stütze::N,താങ്ങ്,stoð
349,Stange::N,കമ്പ്,stöng
350,Stock::N,വടി,prik
351,Stock::N,വടി,stafur
352,Stab::N,കുറുവടി,prik
353,Stab::N,കുറുവടി,stafur
354,Rohr::N,കുഴൽ,rör
355,Rohr::N,കുഴൽ,pípa
356,Haus::N,വീട്,hús
357,Heim::N,വീട്,heimili
358,Ofen::N,സ്റ്റൌ,ofn
359,Fußboden::N,തറ,gólf
360,Tisch::N,മേശ,borð
361,Stuhl::N,കസേര,stóll
362,Wiege::N,തൊട്ടിൽ,vagga
363,Bett::N,കിടക്ക,rúm
364,Bett::N,കിടക്ക,hvíla
365,Regal::N,ഷെൽഫ്,hilla
366,Kiste::N,പെട്ടി,kassi
367,Fenster::N,ജനൽ,gluggi
368,Tür::N,വാതിൽ,dyr
369,Tür::N,വാതിൽ,hurð
370,Tor::N,കവാടം,hlið
371,Zaun::N,വേലി,girðing
372,Zaun::N,വേലി,limgarður
373,Dach::N,മേൽക്കുര,þak
374,Leiter::N,ഏണി,stigi
375,Besen::N,ചൂല്,sópur
376,Spaten::N,തൂമ്പ,spaði
377,Schaufel::N,തൂമ്പ,skófla
378,Gabel::N,മുൾക്കത്തി,gaffall
379,Löffel::N,സ്പൂൺ,skeið
380,Messer::N,കത്തി,hnífur
381,Nagel::N,ആണി,nögl
382,Netz::N,വല,net
383,Haken::N,കൊളുത്ത്,krókur
384,Griff::N,കൈപ്പിടി,tak
385,Schloss::N,പൂട്ട്,lás
386,Bild::N,ചിത്രം,mynd
387,Figur::N,കണക്ക്,stytta
388,Puppe::N,പാവ,brúða
389,Beutel::N,ബാഗ്,poki
390,Beutel::N,ബാഗ്,baggi
391,Bündel::N,കെട്ട്,böggull
392,Tasche::N,ബാഗ്,veski
393,Eimer::N,ബക്കറ്റ്,fata
394,Deckel::N,ഉറ,lok
395,Geschirr::N,പിഞ്ഞാണം,leirtau
396,Sack::N,ചാക്ക്,sekkur
397,Tasse::N,കപ്പ്,bolli
398,Topf::N,പാത്രം,pottur
399,Kessel::N,കെറ്റ്ല്,ketill
400,Essen::N,ആഹാരസമയം,matur
401,Nahrung::N,ഭക്ഷണം,fæða
402,Speise::N,ഡിഷ്,réttur
403,Speise::N,ഡിഷ്,matarréttur
404,Fleisch::N,മാംസം,kjöt
405,Getreide::N,ചോളം,korn
406,Brei::N,കഞ്ഞി,grautur
407,Brot::N,റോട്ടി,brauð
408,Scheibe::N,തുണ്ട്,sneið
409,Fett::N,കൊഴുപ്പ്,fita
410,Butter::N,വെണ്ണ,smjör
411,Öl::N,എണ്ണ,olía
412,Salz::N,ഉപ്പ്,salt
413,Suppe::N,സൂപ്പ്,súpa
414,Honig::N,തേൻ,hunang
415,Milch::N,പാൽ,mjólk
416,Tee::N,ചായ,te
417,Leder::N,തുകൽ,skinn
418,Wolle::N,കമ്പിളി,ull
419,Stoff::N,തുണി,dúkur
420,Nadel::N,സൂചി,nál
421,Faden::N,നൂല്,þráður
422,Knopf::N,ബട്ടൺ,tala
423,Knopf::N,ബട്ടൺ,hnappur
424,Knoten::N,കുരുക്ക്,hnútur
425,Farbe::N,പെയിൻറ്,málning
426,Kleidung::N,വസ്ത്രങ്ങൾ,búningur
427,Kleidung::N,വസ്ത്രങ്ങൾ,klæðnaður
428,Hemd::N,ഷർട്ട്,skyrta
429,Kragen::N,കുപ്പായക്കഴുത്ത്,kragi
430,Kragen::N,കുപ്പായക്കഴുത്ത്,flibbi
431,Ärmel::N,കുപ്പായക്കൈ,ermi
432,Hose::N,ട്രൌസർ,buxur
433,Gürtel::N,ബെൽറ്റ്,belti
434,Mütze::N,തൊപ്പി,húfa
435,Schuh::N,ഷൂ,skór
436,Stiefel::N,ബൂട്ട്,stígvél
437,Ring::N,മോതിരം,hringur
438,Band::N,റിബൺ,band
439,Kamm::N,ചീപ്പ്,greiða
440,Spiegel::N,കണ്ണാടി,spegill
441,Riemen::N,സ്ട്രാപ്പ്,ól
442,Riemen::N,സ്ട്രാപ്പ്,reim
443,Schnur::N,ചരട്,snúra
444,Leine::N,കെട്ടാനുള്ള തോൽവാർ,band
445,Decke::N,പുതപ്പ്,teppi
446,Kissen::N,തലയിണ,koddi
447,Tuch::N,സ്കാർഫ്,klútur
448,Handtuch::N,തോർത്ത്,þurrka
449,Handtuch::N,തോർത്ത്,handklæði
450,Kraft::N,ശക്തി,afl
451,Kraft::N,ശക്തി,kraftur
452,Stärke::N,ശക്തി,styrkur
453,Gesundheit::N,ആരോഗ്യം,heilsa
454,Gesundheit::N,ആരോഗ്യം,heilbrigði
455,Krankheit::N,അസുഖം,sjúkdómur
456,Schmerz::N,വേദന,sársauki
457,Wunde::N,മുറിവ്,sár
458,Fieber::N,പനി,hitasótt
459,Arznei::N,മരുന്ന്,lyf
460,Brücke::N,പാലം,brú
461,Brunnen::N,കിണർ,brunnur
462,Weide::N,മേച്ചൽ,hagi
463,Pfad::N,വഴി,stígur
464,Weg::N,വഴി,vegur
465,Straße::N,റോഡ്,gata
466,Straße::N,റോഡ്,stræti
467,Dorf::N,ഗ്രാമം,þorp
468,Stadt::N,നഗരം,borg
469,Brief::N,കത്ത്,bréf
470,Buch::N,പുസ്തകം,bók
471,Buchstabe::N,അക്ഷരം,bókstafur
472,Zeitung::N,വർത്തമാനപത്രം,dagblað
473,Leben::N,ജീവൻ,líf
474,Tod::N,മരണം,dauði
475,Grab::N,ശവക്കുഴി,gröf
476,Kirche::N,പള്ളി,kirkja
477,Sünde::N,പാപം,synd
478,Gott::N,ദൈവം,guð
479,Arbeiter::N,ജോലിക്കാരൻ,verkamaður
480,Chef::N,മേധാവി,yfirmaður
481,Meister::N,യജമാനൻ,meistari
482,Arzt::N,ഡോക്ടർ,læknir
483,Lehrer::N,അധ്യാപകൻ,kennari
484,Geld::N,പണം,peningar
485,Geschäft::N,ബിസിനസ്,viðskipti
486,Laden::N,കട,búð
487,Laden::N,കട,verslun
488,Preis::N,വില,verð
489,Ware::N,ചരക്ക്,vara
490,Nutzen::N,ലാഭം,gagn
491,Reichtum::N,ധനം,auður
492,Welt::N,ലോകം,veröld
493,Land::N,രാജ്യം,land
494,Staat::N,രാജ്യം,ríki
495,König::N,രാജാവ്,konungur
496,Macht::N,അധികാരം,vald
497,Grenze::N,അതിർത്തി,landamæri
498,Krieg::N,യുദ്ധം,stríð
499,Feind::N,ശത്രു,fjandmaður
500,Gewalt::N,അക്രമം,ofbeldi
501,Kampf::N,പോരാട്ടം,bardagi
502,Bogen[Waffe]::N,വില്ല്,bogi
503,Pfeil::N,അമ്പ്,ör
504,Gewehr::N,തോക്ക്,byssa
505,Fehler::N,പിശക്,villa
506,Lüge::N,കള്ളം,lygi
507,Schaden::N,കേടുപാട്,skemmd
508,Unglück::N,ദൌർഭാഗ്യം,óhamingja
509,Schuld::N,തെറ്റ്,sök
510,Alter::N,വയസ്സ്,aldur
511,Schluss::N,നിഗമനം,lok
512,Schluss::N,നിഗമനം,endir
513,Zeit::N,സമയം,tími
514,Tag::N,ദിവസം,dagur
515,Morgen::N,പ്രഭാതം,morgunn
516,Mittag::N,ഉച്ച,hádegi
517,Abend::N,സായാഹ്നം,kvöld
518,Nacht::N,രാത്രി,nótt
519,Woche::N,ആഴ്ച,vika
520,Monat::N,മാസം,mánuður
521,Jahr::N,വർഷം,ár
522,Frühling::N,വസന്തം,vor
523,Sommer::N,വേനൽ,sumar
524,Herbst::N,ശരത്കാലം,haust
525,Winter::N,ശൈത്യം,vetur
526,Januar::N,ജനുവരി,janúar
527,Februar::N,ഫെബ്രുവരി,február
528,März::N,മാർച്ച്,mars
529,April::N,ഏപ്രിൾ മാസം,apríl
530,Mai::N,മെയ് മാസം,maí
531,Juni::N,ജൂൺ,júní
532,Juli::N,ജൂലൈ,júlí
533,August::N,ആഗസ്റ്റ്,ágúst
534,September::N,സെപ്തംബർ,september
535,Oktober::N,ഒക്ടോബർ,október
536,November::N,നവംബർ,nóvember
537,Dezember::N,ഡിസംബർ,desember
538,Montag::N,തിങ്കളാഴ്ച,mánudagur
539,Dienstag::N,ചൊവ്വ,þriðjudagur
540,Mittwoch::N,ബുധനാഴ്ച,miðvikudagur
541,Donnerstag::N,വ്യാഴാഴ്ച,fimmtudagur
542,Freitag::N,വെള്ളിയാഴ്ച,föstudagur
543,Samstag::N,ശനിയാഴ്ച,laugardagur
544,Sonntag::N,ഞായറാഴ്ച,sunnudagur
545,groß::A,വലിയ,stór
546,klein::A,ചെറിയ,lítill
547,lang::A,നീണ്ട,langur
548,kurz::A,ഹ്രസ്വമായ,stuttur
549,breit::A,വിശാലമായ,breiður
550,schmal::A,ഇടുങ്ങിയ,mjór
551,dicht::A,നിബിഡമായ,þéttur
552,dick[Gegenstand]::A,തടിച്ച,þykkur
553,dünn::A,മെലിഞ്ഞ,þunnur
554,fein::A,നേർത്ത,fíngerður
555,fest::A,ഉറപ്പുള്ള,fastur
556,flach::A,പരന്ന,flatur
557,glatt::A,മിനുസമുള്ള,háll
558,glatt::A,മിനുസമുള്ള,sléttur
559,hart::A,കട്ടിയുള്ള,harður
560,weich::A,മൃദുവായ,mjúkur
561,rund::A,വട്ടത്തിലുള്ള,kringlóttur
562,spitz::A,മുനയുള്ള,oddhvass
563,scharf::A,മൂർച്ചയുള്ള,beittur
564,stumpf::A,തുറന്നടിക്കുന്ന,bitlaus
565,schwer::A,ഭാരമുള്ള,þungur
566,schön::A,മനോഹരമായ,fagur
567,schön::A,മനോഹരമായ,fallegur
568,heiß::A,ചൂടുള്ള,heitur
569,warm::A,ചൂടുള്ള,hlýr
570,warm::A,ചൂടുള്ള,heitur
571,kalt::A,തണുത്ത,kaldur
572,kühl::A,തണുപ്പുള്ള,svalur
573,frisch::A,ശുദ്ധമായ,frískur
574,feucht::A,ഈറനുള്ള,rakur
575,feucht::A,ഈറനുള്ള,þvalur
576,nass::A,നനഞ്ഞ,votur
577,nass::A,നനഞ്ഞ,blautur
578,trocken::A,വരണ്ട,þurr
579,voll::A,നിറയെ,fullur
580,leer::A,ഒഴിഞ്ഞ,tómur
581,offen::A,തുറന്ന,opinn
582,geschlossen::A,അടച്ച,lokaður
583,sauber::A,വൃത്തിയുള്ള,þrifinn
584,schmutzig::A,അഴുക്കുനിറഞ്ഞ,óhreinn
585,schmutzig::A,അഴുക്കുനിറഞ്ഞ,sóðalegur
586,roh::A,അസംസ്കൃതമായ,hrár
587,reif::A,പഴുത്ത,þroskaður
588,lecker::A,രുചികരമായ,ljúffengur
589,süß::A,മധുരമുള്ള,sætur
590,bitter::A,കടുത്ത,beiskur
591,sauer::A,പുളിപ്പുള്ള,súr
592,hell::A,ജ്വലിക്കുന്ന,bjartur
593,dunkel::A,ഇരുണ്ട,dimmur
594,schwarz::A,കറുത്ത,svartur
595,weiß::A,വെളുത്ത,hvítur
596,rot::A,ചുവന്ന,rauður
597,gelb::A,മഞ്ഞനിറമായ,gulur
598,blau::A,നീലനിറമുള്ള,blár
599,grün::A,പച്ചനിറമുള്ള,grænn
600,grau::A,ചാരനിറത്തിലുള്ള,grár
601,bunt::A,വർണ്ണശബളമായ,marglitur
602,billig::A,വിലകുറഞ്ഞ,ódýr
603,teuer::A,ചെലവേറിയ,dýr
604,wertvoll::A,വിലപിടിപ്പുള്ള,verðmætur
605,blind::A,അന്ധനായ,blindur
606,taub::A,കേൾവിക്കുറവുള്ള,heyrnarlaus
607,kräftig::A,ശക്തിയുള്ള,öflugur
608,stark::A,ബലമുള്ള,sterkur
609,schwach::A,ക്ഷീണിച്ച,veill
610,fett::A,കൊഴുപ്പുള്ള,feitur
611,schlank::A,മെലിഞ്ഞ,grannur
612,schlank::A,മെലിഞ്ഞ,spengilegur
613,hübsch::A,മനോഹരമായ,snotur
614,hübsch::A,മനോഹരമായ,laglegur
615,böse::A,പാപിയായ,illur
616,böse::A,പാപിയായ,vondur
617,dumm::A,വിവരംകെട്ട,heimskur
618,faul::A,അലസനായ,latur
619,fleißig::A,അദ്ധ്വാനശീലമുള്ള,iðinn
620,geizig::A,പിശുക്കനായ,nískur
621,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,hygginn
622,geschickt::A,പ്രതിഭാശാലി,fimur
623,geschickt::A,പ്രതിഭാശാലി,laginn
624,lieb::A,പ്രിയപ്പെട്ട,kær
625,lieb::A,പ്രിയപ്പെട്ട,ljúfur
626,lustig::A,ആനന്ദകരമായ,kátur
627,sanft::A,സൌമ്യമായ,blíður
628,hungrig::A,വിശപ്പുള്ള,soltinn
629,hungrig::A,വിശപ്പുള്ള,hungraður
630,krank::A,അസുഖമുള്ള,sjúkur
631,nackt::A,നഡമായ,nakinn
632,traurig::A,വിഷമമുള്ള,dapur
633,traurig::A,വിഷമമുള്ള,hryggur
634,lebendig::A,ഉപജീവനം,lifandi
635,gut::A,നല്ല,góður
636,schlecht::A,മോശമായ,slæmur
637,schlecht::A,മോശമായ,lélegur
638,richtig::A,ശരിയായ,réttur
639,schlimm::A,വൃത്തികെട്ട,slæmur
