,Concept_ID,it,en
878,trocknen::V,asciugarsi,dry
879,sieden::V,bollire,boil
880,faulen::V,marcire,rot
881,verfaulen::V,imputridire,decay
882,reißen::V,strapparsi,snap
883,versinken::V,affondare,sink
884,vergehen::V,passare,pass
885,erscheinen::V,apparire,appear
886,erscheinen::V,comparire,appear
887,verschwinden::V,sparire,disappear
888,verschwinden::V,scomparire,disappear
889,sinken::V,calare,drop
890,sinken::V,scendere,drop
891,abnehmen::V,diminuire,decrease
892,zunehmen::V,aumentare,increase
893,steigen::V,salire,rise
894,steigen::V,montare,rise
895,wachsen::V,crescere,grow
896,glänzen::V,splèndere,shine
897,funkeln::V,brillare,sparkle
898,funkeln::V,scintillare,sparkle
899,lärmen::V,strepitare,be noisy
900,lärmen::V,fare chiasso,be noisy
901,läuten::V,suonare,chime
902,klingeln::V,suonare,ring
903,klirren::V,tintinnare,tinkle
904,brausen::V,rombare,roar
905,brausen::V,rumoreggiare,roar
906,rauschen::V,frusciare,rustle
907,klingen::V,suonare,sound
908,bellen::V,latrare,bark
909,bellen::V,abbaiare,bark
910,heulen::V,urlare,howl
911,heulen::V,ululare,howl
912,blasen::V,soffiare,blow
913,pfeifen::V,fischiare,whistle
914,schreien::V,gridare,shout
915,stöhnen::V,gèmere,groan
916,zittern::V,tremare,tremble
917,leben::V,vìvere,be alive
918,geboren werden::V,nàscere,be born
919,atmen::V,respirare,breathe
920,trinken::V,bere,drink
921,essen::V,mangiare,eat
922,schlucken::V,inghiottire,swallow
923,müde werden::V,stancarsi,get tired
924,einschlafen::V,addormentarsi,fall asleep
925,schlafen::V,dormire,sleep
926,aufwachen::V,svegliarsi,wake up
927,aufstehen::V,levarsi,get up
928,sich erholen::V,riposarsi,relax
929,krank werden::V,ammalarsi,fall ill
930,krank sein::V,èssere malato,be ill
931,schmerzen::V,dolere,ache
932,husten::V,tossire,cough
933,genesen::V,guarire,recover
934,sterben::V,morire,die
935,umkommen::V,perire,perish
936,sich bewegen::V,agitarsi,move
937,sich rühren::V,muòversi,budge
938,sich erheben::V,alzarsi,stand up
939,sich setzen::V,sedersi,sit down
940,hinfallen::V,cadere,tumble
941,laufen::V,camminare,walk
942,laufen::V,andare a piedi,walk
943,schreiten::V,andare,pace
944,schreiten::V,procedere,pace
945,spazierengehen::V,passeggiare,go for a walk
946,spazierengehen::V,andare a passeggio,go for a walk
947,eilen::V,andare in fretta,rush
948,sich beeilen::V,affrettarsi,hurry
949,sausen::V,volare,dash
950,sausen::V,correre,dash
951,rennen::V,correre,run
952,springen::V,saltare,jump
953,klettern::V,arrampicarsi,climb
954,schaukeln::V,fare l'altalena,seesaw
955,kriechen::V,strisciare,creep
956,schwimmen::V,nuotare,swim
957,tauchen::V,tuffarsi,dive
958,tauchen::V,immèrgersi,dive
959,rudern::V,remare,row
960,fahren::V,andare,drive
961,fahren::V,viaggiare,drive
962,fliegen::V,volare,fly
963,gehen::V,andare,go
964,weggehen::V,andàrsene,go away
965,weggehen::V,andare via,go away
966,abfahren::V,partire,depart
967,anhalten::V,fermarsi,stop
968,hineingehen::V,entrare,go in
969,eintreten::V,entrare,enter
970,kommen::V,venire,come
971,ankommen::V,arrivare,arrive
972,zurückkommen::V,ritornare,come back
973,bleiben::V,restare,stay
974,bleiben::V,rimanere,stay
975,warten::V,aspettare,wait
976,erwarten::V,attèndere,wait for
977,suchen::V,cercare,seek
978,suchen::V,cercare,look for
979,finden::V,trovare,find
980,versuchen::V,tentare,try
981,vorbereiten::V,preparare,prepare
982,lieben::V,amare,love
983,mögen::V,piacere a,like
984,mögen::V,volere bene a,like
985,lachen::V,rìdere,laugh
986,rühren::V,commuòvere,move
987,weinen::V,piàngere,weep
988,schimpfen::V,imprecare,grumble
989,sich ärgern::V,stizzirsi,be annoyed
990,sich ärgern::V,arrabbiarsi,be annoyed
991,sich fürchten::V,avere paura,be afraid
992,fürchten::V,temere,be afraid of
993,fliehen::V,fuggire,flee
994,flüchten::V,sfuggire,escape
995,sehen::V,vedere,see
996,anschauen::V,guardare,look at
997,ansehen::V,guardare,watch
998,hören::V,udire,hear
999,hören::V,sentire,hear
1000,zuhören::V,ascoltare,listen
1001,probieren::V,degustare,taste
1002,probieren::V,assaggiare,taste
1003,riechen::V,sentire,smell
1004,fühlen::V,sentire,feel
1005,scheinen::V,parere,seem
1006,scheinen::V,sembrare,seem
1007,zu sehen sein::V,vedersi,show
1008,vernehmen::V,sentire,hear
1009,vernehmen::V,percepire,hear
1010,frieren::V,aver freddo,be cold
1011,tun::V,fare,do
1012,können::V,sapere,can
1013,wollen::V,volere,want
1014,anfangen::V,iniziare,start
1015,anfangen::V,cominciare,start
1016,beenden::V,finire,finish
1017,beenden::V,terminare,finish
1018,aufhören::V,finire,stop
1019,aufhören::V,cessare,stop
1020,gelingen::V,riuscire,succeed
1021,geraten::V,stare,turn out
1022,öffnen::V,aprire,open
1023,schließen::V,chiùdere,close
1024,stellen::V,porre,put
1025,stellen::V,mettere,put
1026,setzen::V,porre,place
1027,setzen::V,mettere,place
1028,legen::V,posare,lay
1029,legen::V,mettere,lay
1030,berühren::V,toccare,touch
1031,verbinden::V,unire,connect
1032,verbinden::V,congiùngere,connect
1033,bedecken::V,coprire,cover
1034,bedecken::V,ricoprire,cover
1035,aufhängen::V,attaccare,hang up
1036,anzünden::V,accèndere,light
1037,anzünden::V,incendiare,light
1038,aufheben::V,raccògliere,pick up
1039,zurücklassen::V,lasciare,leave
1040,zurücklassen::V,lasciare indietro,leave
1041,verlieren::V,pèrdere,lose
1042,fallen lassen::V,lasciare cadere,drop
1043,machen::V,fare,make
1044,herstellen::V,produrre,produce
1045,herstellen::V,fabbricare,produce
1046,bauen::V,costruire,build
1047,reparieren::V,riparare,mend
1048,verbessern::V,migliorare,improve
1049,ändern::V,mutare,alter
1050,ändern::V,cambiare,alter
1051,graben::V,scavare,dig
1052,beugen::V,chinare,bow
1053,beugen::V,flettere,bow
1054,biegen::V,tòrcere,bend
1055,drehen::V,girare,spin
1056,wenden::V,girare,turn
1057,wenden::V,voltare,turn
1058,umdrehen::V,rivoltare,turn around
1059,heben::V,levare,raise
1060,hochheben::V,levare,lift
1061,hochheben::V,sollevare,lift
1062,ergreifen::V,afferrare,seize
1063,halten::V,tenere,hold
1064,drücken::V,premere,press
1065,schieben::V,spìngere,push
1066,kratzen::V,grattare,scrape
1067,kratzen::V,graffiare,scrape
1068,lecken::V,leccare,lick
1069,beißen::V,mòrdere,bite
1070,abreißen::V,staccarsi,tear off
1071,abreißen::V,strapparsi,tear off
1072,abschneiden::V,tagliare,cut off
1073,binden::V,legare,tie
1074,binden::V,bendare,tie
1075,stecken::V,ficcare,stick
1076,brechen::V,rompere,break
1077,klopfen::V,bàttere,knock
1078,hauen::V,picchiare,hit
1079,kleben::V,incollare,glue
1080,reiben::V,fregare,rub
1081,streichen::V,spalmare,spread
1082,schleifen::V,arrotare,grind
1083,schneiden::V,tagliare,cut
1084,rütteln::V,scuòtere,jolt
1085,schütteln::V,agitare,shake
1086,schütteln::V,scuòtere,shake
1087,schwenken::V,agitare,swing
1088,schwenken::V,sventolare,swing
1089,schütten::V,versare,pour
1090,füllen::V,riempire,fill
1091,einwickeln::V,involtare,wrap
1092,tragen::V,portare,carry
1093,schleppen::V,trainare,drag
1094,schleppen::V,trascinare,drag
1095,ziehen::V,tirare,pull
1096,aufbewahren::V,custodire,keep
1097,aufbewahren::V,conservare,keep
1098,werfen::V,gettare,throw
1099,werfen::V,lanciare,throw
1100,fangen::V,prèndere,catch
1101,fangen::V,acchiappare,catch
1102,packen::V,pigliare,grab
1103,packen::V,afferrare,grab
1104,verstecken::V,nascondere,hide
1105,teilen::V,divìdere,divide
1106,schicken::V,inviare,send
1107,bringen::V,portare,bring
1108,bringen::V,apportare,bring
1109,hinzufügen::V,aggiùngere,add
1110,bekommen::V,ricevere,get
1111,erhalten::V,ricevere,receive
1112,nehmen::V,prèndere,take
1113,wählen::V,elèggere,choose
1114,wählen::V,scegliere,choose
1115,auswählen::V,scegliere,select
1116,bewahren::V,conservare,preserve
1117,behindern::V,impedire,hinder
1118,verderben::V,guastare,spoil
1119,beschädigen::V,danneggiare,damage
1120,zerbrechen::V,rompere,break
1121,zerbrechen::V,spezzare,break
1122,zerreißen::V,stracciare,tear
1123,zerstören::V,distrùggere,destroy
1124,verbrennen::V,bruciare,burn
1125,geben::V,dare,give
1126,reichen::V,pòrgere,hand
1127,schenken::V,regalare,give
1128,versprechen::V,promettere,promise
1129,wünschen::V,augurare,wish
1130,loben::V,lodare,praise
1131,küssen::V,baciare,kiss
1132,wiegen::V,cullare,rock
1133,wiegen::V,dondolare,rock
1134,zudecken::V,coprire,cover
1135,wecken::V,svegliare,wake
1136,zeigen::V,indicare,show
1137,führen::V,guidare,guide
1138,führen::V,condurre,guide
1139,lehren::V,insegnare,teach
1140,unterrichten::V,istruire,instruct
1141,unterrichten::V,insegnare,instruct
1142,aufziehen::V,allevare,bring up
1143,leiten::V,avviare,lead
1144,leiten::V,dirìgere,lead
1145,antreiben::V,incitare,urge
1146,lassen::V,fare,let
1147,einladen::V,invitare,invite
1148,vereinigen::V,unire,unite
1149,besuchen::V,visitare,visit
1150,besuchen::V,far vìsita a,visit
1151,treffen::V,incontrare,meet
1152,sich versammeln::V,rinunirsi,assemble
1153,spielen::V,giocare,play
1154,singen::V,cantare,sing
1155,tanzen::V,danzare,dance
1156,sich trennen::V,separarsi,separate
1157,verlassen::V,lasciare,leave
1158,verlassen::V,abbandonare,leave
1159,retten::V,salvare,rescue
1160,bewachen::V,custodire,guard
1161,schützen::V,protèggere,protect
1162,verteidigen::V,difèndere,defend
1163,sich schlagen::V,bàttersi,brawl
1164,schießen::V,sparare,shoot
1165,siegen::V,vìncere,win
1166,ärgern::V,stizzire,annoy
1167,schlagen::V,bàttere,beat
1168,treten::V,calciare,kick
1169,stechen::V,pùngere,sting
1170,stoßen::V,urtare,shove
1171,stoßen::V,spìngere,shove
1172,stehlen::V,rubare,steal
1173,stören::V,disturbare,disturb
1174,belästigen::V,molestare,bother
1175,belästigen::V,importunare,bother
1176,verbergen::V,celare,conceal
1177,verbergen::V,nascondere,conceal
1178,täuschen::V,ingannare,deceive
1179,betrügen::V,frodare,cheat
1180,betrügen::V,truffare,cheat
1181,töten::V,uccìdere,kill
1182,wohnen::V,abitare,dwell
1183,arbeiten::V,lavorare,work
1184,sammeln::V,raccògliere,gather
1185,sammeln::V,collezionare,gather
1186,pflücken::V,cògliere,pick
1187,jagen::V,cacciare,hunt
1188,fischen::V,pescare,fish
1189,fassen::V,catturare,catch
1190,fassen::V,acchiappare,catch
1191,hüten::V,pascolare,herd
1192,treiben::V,spìngere,drive
1193,anbinden::V,legare,tie up
1194,anbinden::V,attaccare,tie up
1195,füttern::V,dar da mangiare a,feed
1196,melken::V,mùngere,milk
1197,hacken::V,tritare,chop
1198,hacken::V,spaccare,chop
1199,gießen::V,annaffiare,water
1200,reifen::V,maturare,ripen
1201,zubereiten::V,preparare,cook
1202,kochen::V,cuòcere,boil
1203,backen::V,cuòcere,bake
1204,backen::V,cuòcere al forno,bake
1205,braten::V,frìggere,fry
1206,braten::V,arrostire,fry
1207,umrühren::V,mescolare,stir
1208,stricken::V,llavorare a maglia,knit
1209,nähen::V,cucire,sew
1210,färben::V,tìngere,dye
1211,reinigen::V,pulire,clean
1212,reinigen::V,nettare,clean
1213,waschen::V,lavare,wash
1214,abwischen::V,asciugare,wipe
1215,spülen::V,lavare,rinse
1216,spülen::V,sciacquare,rinse
1217,fegen::V,spazzare,sweep
1218,kehren::V,spazzare,sweep
1219,baden::V,bagnarsi,bath
1220,baden::V,fare il bagno,bath
1221,sich waschen::V,lavarsi,wash
1222,ausziehen::V,tògliersi,take off
1223,anziehen::V,mettersi,put on
1224,anziehen::V,indossare,put on
1225,sich anziehen::V,vestirsi,get dressed
1226,kämmen::V,pettinare,comb
1227,schmücken::V,ornare,decorate
1228,schmücken::V,decorare,decorate
1229,sagen::V,dire,say
1230,sprechen::V,parlare,speak
1231,reden::V,parlare,talk
1232,sich unterhalten::V,conversare,chat
1233,fragen::V,chièdere,ask
1234,fragen::V,domandare,ask
1235,bitten::V,pregare,request
1236,erzählen::V,narrare,tell
1237,erzählen::V,raccontare,tell
1238,mitteilen::V,comunicare,convey
1239,nennen::V,nominare,name
1240,rufen::V,chiamare,call
1241,prahlen::V,vantarsi,brag
1242,übersetzen::V,tradurre,translate
1243,denken::V,pensare,think
1244,glauben::V,credere,believe
1245,bemerken::V,notare,notice
1246,bemerken::V,osservare,notice
1247,erkennen::V,riconoscere,recognize
1248,begreifen::V,capire,grasp
1249,begreifen::V,comprèndere,grasp
1250,verstehen::V,intèndere,understand
1251,verstehen::V,comprèndere,understand
1252,lernen::V,imparare,learn
1253,lernen::V,apprèndere,learn
1254,wissen::V,sapere,know
1255,sich erinnern an::V,ricordare,remember
1256,sich erinnern an::V,ricordarsi di,remember
1257,vergessen::V,dimenticare,forget
1258,messen::V,misurare,measure
1259,zählen::V,contare,count
1260,rechnen::V,contare,calculate
1261,rechnen::V,calcolare,calculate
1262,lesen::V,lèggere,read
1263,malen::V,dipìngere,paint
1264,zeichnen::V,disegnare,draw
1265,schreiben::V,scrìvere,write
1266,besitzen::V,possedere,own
1267,kaufen::V,comprare,buy
1268,kaufen::V,acquistare,buy
1269,verkaufen::V,vendere,sell
1270,bezahlen::V,pagare,pay for
1271,zahlen::V,pagare,pay
1272,beherrschen::V,dominare,rule
1273,ertragen::V,sopportare,endure
