,Concept_ID,bg,pl
210,Apfel::N,ябълка,jabłko
211,Pilz::N,гъба,grzyb
212,Zwiebel::N,лук,cebula
213,Zwiebel::N,кромид,cebula
214,Saat::N,семе,siew
215,Korn::N,зърно,ziarno
216,Heu::N,сено,siano
217,Schale::N,кора,łupina
218,Grube::N,яма,dół
219,Grube::N,яма,jama
220,Grube::N,дупка,dół
221,Grube::N,дупка,jama
222,Falle::N,примка,pułapka
223,Schlinge::N,клуп,sidła
224,Spur::N,диря,ślad
225,Spur::N,следа,ślad
226,Asche::N,пепел,popiół
227,Dreck::N,кал,brud
228,Eisen::N,желязо,żelazo
229,Gold::N,злато,złoto
230,Silber::N,сребро,srebro
231,Kohle::N,въглища,węgiel
232,Glas::N,стъкло,szkło
233,Lehm::N,глина,glina
234,Sand::N,пясък,piasek
235,Mensch::N,човек,człowiek
236,Mann::N,мъж,mężczyzna
237,Frau::N,жена,kobieta
238,Kind::N,дете,dziecko
239,Junge::N,момче,chłopak
240,Junge::N,момче,chłopiec
241,Mädchen::N,момиче,dziewczynka
242,Familie::N,фамилия,rodzina
243,Familie::N,семейство,rodzina
244,Großvater::N,дядо,dziadek
245,Großmutter::N,баба,babka
246,Eltern::N,родители,rodzice
247,Vater::N,баща,ojciec
248,Mutter::N,майка,matka
249,Sohn::N,син,syn
250,Tochter::N,дъщеря,córka
251,Bruder::N,брат,brat
252,Schwester::N,сестра,siostra
253,Onkel::N,чичо,wuj
254,Onkel::N,чичо,stryj
255,Onkel::N,вуйчо,wuj
256,Onkel::N,вуйчо,stryj
257,Tante::N,леля,ciotka
258,Ehemann::N,съпруг,mąż
259,Ehefrau::N,съпруга,żona
260,Freude::N,радост,radość
261,Gelächter::N,смях,śmiech
262,Glück::N,щастие,szczęście
263,Kummer::N,тъга,zmartwienie
264,Wunsch::N,желание,życzenie
265,Lust::N,желание,chęć
266,Lust::N,желание,ochota
267,Geist::N,дух,duch
268,Gedanke::N,мисъл,myśl
269,Gedächtnis::N,памет,pamięć
270,Verstand::N,ум,rozum
271,Verstand::N,разум,rozum
272,Sinn::N,смисъл,zmysł
273,Grund::N,причина,powód
274,Wahrheit::N,правда,prawda
275,Gespräch::N,разговор,rozmowa
276,Märchen::N,приказка,bajka
277,Erzählung::N,разказ,opowiadanie
278,Nachricht::N,вест,wiadomość
279,Nachricht::N,известие,wiadomość
280,Neuigkeit::N,новина,nowina
281,Name::N,име,imię
282,Rätsel::N,гатанка,zagadka
283,Rede::N,реч,mowa
284,Rede::N,слово,mowa
285,Sprache::N,език,język
286,Stimme::N,глас,głos
287,Wort::N,дума,słowo
288,Zeichen::N,знак,znak
289,Ruf::N,зов,wołanie
290,Lärm::N,шум,hałas
291,Lärm::N,шум,zgiełk
292,Lärm::N,глъчка,hałas
293,Lärm::N,глъчка,zgiełk
294,Laut::N,звук,dźwięk
295,Ton::N,тон,ton
296,Ton::N,тон,dźwięk
297,Lied::N,песен,pieśń
298,Lied::N,песен,piosenka
299,Ruhe::N,тишина,spokój
300,Ruhe::N,спокойствие,spokój
301,Leute::N,хора,ludzie
302,Volk::N,народ,naród
303,Arbeit::N,труд,praca
304,Arbeit::N,труд,robota
305,Arbeit::N,работа,praca
306,Arbeit::N,работа,robota
307,Gast::N,гост,gość
308,Geschenk::N,дар,prezent
309,Geschenk::N,дар,podarunek
310,Geschenk::N,подарък,prezent
311,Geschenk::N,подарък,podarunek
312,Spiel::N,игра,gra
313,Spiel::N,игра,zabawa
314,Gesellschaft::N,общество,towarzystwo
315,Hilfe::N,помощ,pomoc
316,Freund::N,приятел,przyjaciel
317,Kamerad::N,другар,kolega
318,Angelegenheit::N,работа,sprawa
319,Anzahl::N,брой,ilość
320,Anzahl::N,количество,ilość
321,Art::N,вид,rodzaj
322,Stück::N,къс,kawałek
323,Stück::N,парче,kawałek
324,Teil::N,дял,część
325,Teil::N,част,część
326,Hälfte::N,половина,połowa
327,Kreis::N,кръг,krąg
328,Kreuz::N,кръст,krzyż
329,Linie::N,черта,linia
330,Strich::N,щрих,kreska
331,Strich::N,черта,kreska
332,Abstand::N,дистанция,odstęp
333,Abstand::N,разстояние,odstęp
334,Entfernung::N,разстояние,odległość
335,Gegend::N,местност,okolica
336,Platz::N,място,miejsce
337,Ort::N,място,miejsce
338,Seite::N,страна,bok
339,Seite::N,страна,strona
340,Mitte::N,среда,środek
341,Gegenstand::N,предмет,przedmiot
342,Sache::N,вещ,rzecz
343,Rand::N,ръб,skraj
344,Rand::N,ръб,krawędź
345,Kante::N,ръб,kant
346,Kante::N,ръб,krawędź
347,Kante::N,кант,kant
348,Kante::N,кант,krawędź
349,Ecke::N,ъгъл,róg
350,Spitze::N,връх,ostrze
351,Spitze::N,острие,ostrze
352,Ende::N,край,koniec
353,Loch::N,дупка,dziura
354,Winkel::N,кът,kąt
355,Winkel::N,кът,kącik
356,Winkel::N,ъгъл,kąt
357,Winkel::N,ъгъл,kącik
358,Muster::N,десен,wzór
359,Muster::N,образец,wzór
360,Größe::N,големина,rozmiar
361,Größe::N,големина,wielkość
362,Länge::N,дължина,długość
363,Höhe::N,висота,wysokość
364,Höhe::N,височина,wysokość
365,Gewicht::N,тегло,ciężar
366,Gewicht::N,тежест,ciężar
367,Menge::N,количество,ilość
368,Haufen::N,куп,kupa
369,Haufen::N,грамада,kupa
370,Reihe::N,ред,rząd
371,Reihe::N,ред,szereg
372,Reihe::N,редица,rząd
373,Reihe::N,редица,szereg
374,Boot::N,лодка,łódź
375,Boot::N,лодка,łódka
376,Ruder::N,весло,wiosło
377,Ruder::N,гребло,wiosło
378,Schlitten::N,шейна,sanki
379,Ski::N,ски,narta
380,Lagerfeuer::N,огнище,ognisko
381,Last::N,товар,ciężar
382,Last::N,товар,brzemię
383,Gang::N,ход,chód
384,Gang::N,вървеж,chód
385,Schritt::N,стъпка,krok
386,Norden::N,север,północ
387,Süden::N,юг,południe
388,Westen::N,запад,zachód
389,Osten::N,изток,wschód
390,Holz::N,дърво,drzewo
391,Brett::N,дъска,deska
392,Stange::N,прът,drąg
393,Stange::N,прът,żerdź
394,Stange::N,върлина,drąg
395,Stange::N,върлина,żerdź
396,Stock::N,прът,kij
397,Stock::N,прът,laska
398,Stock::N,тояга,kij
399,Stock::N,тояга,laska
400,Stab::N,прът,pręt
401,Rohr::N,цев,rura
402,Rohr::N,тръба,rura
403,Haus::N,къща,dom
404,Heim::N,дом,dom
405,Ofen::N,печка,piec
406,Fußboden::N,под,podłoga
407,Tisch::N,маса,stół
408,Stuhl::N,стол,krzesło
409,Wiege::N,люлка,kołyska
410,Bett::N,легло,łóżko
411,Bett::N,легло,pościel
412,Bett::N,креват,łóżko
413,Bett::N,креват,pościel
414,Regal::N,рафт,regał
415,Regal::N,етажерка,regał
416,Kiste::N,кутия,skrzynia
417,Kiste::N,сандък,skrzynia
418,Fenster::N,прозорец,okno
419,Tür::N,врата,drzwi
420,Tor::N,врата,brama
421,Zaun::N,ограда,płot
422,Zaun::N,ограда,parkan
423,Dach::N,покрив,dach
424,Leiter::N,стълба,drabina
425,Besen::N,метла,miotła
426,Spaten::N,лопата,rydel
427,Schaufel::N,лопата,łopata
428,Gabel::N,вилица,widelec
429,Löffel::N,лъжица,łyżka
430,Messer::N,нож,nóż
431,Nagel::N,гвоздей,gwóźdź
432,Netz::N,мрежа,sieć
433,Haken::N,кука,hak
434,Haken::N,закачалка,hak
435,Griff::N,ръчка,chwyt
436,Griff::N,дръжка,chwyt
437,Schloss::N,брава,zamek
438,Schloss::N,ключалка,zamek
439,Bild::N,картина,obraz
440,Figur::N,фигура,figura
441,Puppe::N,кукла,lalka
442,Beutel::N,кесия,torba
443,Bündel::N,връзка,wiązka
444,Tasche::N,чанта,torba
445,Eimer::N,кофа,kubeł
446,Eimer::N,кофа,wiadro
447,Deckel::N,капак,przykrywka
448,Deckel::N,похлупак,przykrywka
449,Geschirr::N,съдове,statki
450,Geschirr::N,съдове,naczynia
451,Sack::N,чувал,worek
452,Tasse::N,чаша,filiżanka
453,Topf::N,гърне,garnek
454,Topf::N,тенджера,garnek
455,Kessel::N,котел,kocioł
456,Essen::N,ядене,jedzenie
457,Nahrung::N,храна,pokarm
458,Nahrung::N,храна,pożywienie
459,Speise::N,ястие,potrawa
460,Speise::N,ястие,jedzenie
461,Fleisch::N,месо,mięso
462,Getreide::N,зърнено храни,zboże
463,Brei::N,каша,kasza
464,Brot::N,хляб,chleb
465,Scheibe::N,резен,kromka
466,Fett::N,мазнина,tłuszcz
467,Butter::N,масло,masło
468,Öl::N,олио,olej
469,Öl::N,оливия,olej
470,Salz::N,сол,sól
471,Suppe::N,супа,zupa
472,Honig::N,мед,miód
473,Milch::N,мляко,mleko
474,Tee::N,чай,herbata
475,Leder::N,кожа,skóra
476,Wolle::N,вълна,wełna
477,Stoff::N,плат,tkanina
478,Stoff::N,плат,materiał
479,Stoff::N,материал,tkanina
480,Stoff::N,материал,materiał
481,Nadel::N,игла,igła
482,Faden::N,конец,nić
483,Faden::N,конец,nitka
484,Knopf::N,копче,guzik
485,Knoten::N,възел,węzeł
486,Farbe::N,боя,farba
487,Kleidung::N,дрехи,odzież
488,Kleidung::N,облекло,odzież
489,Hemd::N,риза,koszula
490,Kragen::N,яка,kołnierz
491,Ärmel::N,ръкав,rękaw
492,Hose::N,панталони,spodnie
493,Gürtel::N,пояс,pasek
494,Gürtel::N,колан,pasek
495,Mütze::N,каскет,czapka
496,Mütze::N,фуражка,czapka
497,Schuh::N,обувка,but
498,Schuh::N,обувка,bucik
499,Stiefel::N,ботуш,but
500,Stiefel::N,ботуш,kozak
501,Ring::N,пръстен,pierścień
502,Band::N,лента,wstęga
503,Band::N,връзка,wstęga
504,Kamm::N,гребен,grzebień
505,Spiegel::N,огледало,lustro
506,Riemen::N,каиш,rzemień
507,Riemen::N,ремък,rzemień
508,Schnur::N,връв,sznur
509,Leine::N,връв,smycz
510,Leine::N,въже,smycz
511,Decke::N,покривка,kołdra
512,Kissen::N,възглавница,poduszka
513,Tuch::N,сукно,chustka
514,Handtuch::N,пешкир,ręcznik
515,Handtuch::N,кърпа за лице,ręcznik
516,Kraft::N,мощ,moc
517,Kraft::N,мощ,siła
518,Kraft::N,сила,moc
519,Kraft::N,сила,siła
520,Stärke::N,сила,moc
521,Stärke::N,сила,siła
522,Gesundheit::N,здраве,zdrowie
523,Krankheit::N,болест,choroba
524,Schmerz::N,болка,ból
525,Wunde::N,рана,rana
526,Fieber::N,треска,gorączka
527,Fieber::N,температура,gorączka
528,Arznei::N,лек,lekarstwo
529,Arznei::N,лекарство,lekarstwo
530,Brücke::N,мост,most
531,Brunnen::N,чешма,studnia
532,Brunnen::N,кладенец,studnia
533,Weide::N,паша,pastwisko
534,Weide::N,пасище,pastwisko
535,Pfad::N,пътека,ścieżka
536,Weg::N,път,droga
537,Straße::N,шосе,ulica
538,Dorf::N,село,wieś
539,Stadt::N,град,miasto
540,Brief::N,писмо,list
541,Buch::N,книга,książka
542,Buchstabe::N,буква,litera
543,Zeitung::N,вестник,gazeta
544,Zeitung::N,вестник,dziennik
545,Leben::N,живот,życie
546,Tod::N,смърт,śmierć
547,Grab::N,гроб,grób
548,Kirche::N,църква,kościół
549,Sünde::N,грях,grzech
550,Gott::N,бог,bóg
551,Arbeiter::N,работник,robotnik
552,Chef::N,шеф,szef
553,Chef::N,началник,szef
554,Meister::N,майстор,mistrz
555,Meister::N,майстор,majster
556,Arzt::N,лекар,lekarz
557,Lehrer::N,учител,nauczyciel
558,Geld::N,пари,pieniądze
559,Geschäft::N,сделка,sprawa
560,Geschäft::N,сделка,interes
561,Laden::N,дюкян,sklep
562,Laden::N,магазин,sklep
563,Preis::N,цена,cena
564,Ware::N,стока,towar
565,Nutzen::N,полза,pożytek
566,Nutzen::N,облага,pożytek
567,Reichtum::N,богатство,bogactwo
568,Welt::N,свят,świat
569,Land::N,страна,kraj
570,Staat::N,щат,państwo
571,Staat::N,държава,państwo
572,König::N,крал,król
573,Macht::N,мощ,władza
574,Macht::N,власт,władza
575,Grenze::N,граница,granica
576,Krieg::N,война,wojna
577,Feind::N,враг,wróg
578,Feind::N,неприятел,wróg
579,Gewalt::N,сила,władza
580,Gewalt::N,насилие,władza
581,Kampf::N,борба,bój
582,Kampf::N,борба,walka
583,Kampf::N,сражение,bój
584,Kampf::N,сражение,walka
585,Bogen[Waffe]::N,лък,łuk
586,Pfeil::N,стрела,strzała
587,Gewehr::N,пушка,karabin
588,Fehler::N,грешка,błąd
589,Lüge::N,лъжа,kłamstwo
590,Schaden::N,повреда,szkoda
591,Unglück::N,нещастие,nieszczęście
592,Schuld::N,вина,wina
593,Alter::N,възраст,wiek
594,Schluss::N,край,koniec
595,Schluss::N,край,zakończenie
596,Zeit::N,време,czas
597,Tag::N,ден,dzień
598,Morgen::N,утро,ranek
599,Morgen::N,утро,poranek
600,Morgen::N,сутрин,ranek
601,Morgen::N,сутрин,poranek
602,Mittag::N,обед,południe
603,Mittag::N,пладне,południe
604,Abend::N,вечер,wieczór
605,Nacht::N,нощ,noc
606,Woche::N,седмица,tydzień
607,Monat::N,месец,miesiąc
608,Jahr::N,година,rok
609,Frühling::N,пролет,wiosna
610,Sommer::N,лято,lato
611,Herbst::N,есен,jesień
612,Winter::N,зима,zima
613,Januar::N,януари,styczeń
614,Februar::N,февруари,luty
615,März::N,март,marzec
616,April::N,април,kwiecień
617,Mai::N,май,maj
618,Juni::N,юни,czerwiec
619,Juli::N,юли,lipiec
620,August::N,август,sierpień
621,September::N,септември,wrzesień
622,Oktober::N,октомври,październik
623,November::N,ноември,listopad
624,Dezember::N,декември,grudzień
625,Montag::N,понеделник,poniedziałek
626,Dienstag::N,вторник,wtorek
627,Mittwoch::N,сряда,środa
628,Donnerstag::N,четвъртък,czwartek
629,Freitag::N,петък,piątek
630,Samstag::N,събота,sobota
631,Sonntag::N,неделя,niedziela
632,groß::A,едър,duży
633,groß::A,едър,wielki
634,groß::A,голям,duży
635,groß::A,голям,wielki
636,klein::A,малък,mały
637,klein::A,дребен,mały
638,lang::A,дълъг,długi
639,kurz::A,къс,krótki
640,breit::A,широк,szeroki
641,schmal::A,тесен,wąski
642,dicht::A,гъст,gęsty
643,dick[Gegenstand]::A,дебел,gruby
644,dünn::A,тънък,cienki
645,fein::A,фин,drobny
646,fein::A,тънък,drobny
647,fest::A,твърд,mocny
648,fest::A,твърд,twardy
649,fest::A,плътен,mocny
650,fest::A,плътен,twardy
651,flach::A,равен,płaski
652,flach::A,плосък,płaski
653,glatt::A,гладък,gładki
654,hart::A,твърд,twardy
655,hart::A,корав,twardy
656,weich::A,мек,miękki
657,rund::A,кръгъл,okrągły
658,spitz::A,островръх,spiczasty
659,scharf::A,остър,ostry
660,stumpf::A,тъп,tępy
661,schwer::A,тежък,ciężki
662,schön::A,хубав,ładny
663,schön::A,хубав,piękny
664,schön::A,красив,ładny
665,schön::A,красив,piękny
666,heiß::A,жарък,gorący
667,warm::A,топъл,ciepły
668,kalt::A,студен,zimny
669,kühl::A,хладен,chłodny
670,frisch::A,свеж,świeży
671,feucht::A,влажен,wilgotny
672,nass::A,мокър,mokry
673,trocken::A,сух,suchy
674,voll::A,пълен,pełny
675,leer::A,празен,pusty
676,leer::A,празен,próżny
677,offen::A,откровен,otwarty
678,geschlossen::A,закрит,zamknięty
679,geschlossen::A,затворен,zamknięty
680,sauber::A,чист,czysty
681,schmutzig::A,мръсен,brudny
682,roh::A,суров,surowy
683,reif::A,зрял,dojrzały
684,lecker::A,вкусен,smaczny
685,süß::A,сладък,słodki
686,bitter::A,горчив,gorzki
687,sauer::A,кисел,kwaśny
688,hell::A,ясен,jasny
689,hell::A,светъл,jasny
690,dunkel::A,тъмен,ciemny
691,schwarz::A,черен,czarny
692,weiß::A,бял,biały
693,rot::A,червен,czerwony
694,gelb::A,жълт,żółty
695,blau::A,син,błękitny
696,blau::A,син,niebieski
697,grün::A,зелен,zielony
698,grau::A,сив,szary
699,bunt::A,шарен,barwny
700,bunt::A,пъстър,barwny
701,billig::A,евтин,tani
702,teuer::A,скъп,drogi
703,wertvoll::A,ценен,cenny
704,blind::A,сляп,ślepy
705,taub::A,глух,głuchy
706,kräftig::A,силен,mocny
707,stark::A,здрав,silny
708,stark::A,силен,silny
709,schwach::A,слаб,słaby
710,fett::A,тлъст,tłusty
711,schlank::A,тънък,smukły
712,schlank::A,строен,smukły
713,hübsch::A,хубав,ładny
714,böse::A,зъл,zły
715,dumm::A,глупав,głupi
716,faul::A,ленив,leniwy
717,faul::A,мързелив,leniwy
718,fleißig::A,прилежен,pilny
719,geizig::A,скъпернически,skąpy
720,klug::A,умен,mądry
721,klug::A,разумен,mądry
722,geschickt::A,умел,zręczny
723,geschickt::A,сръчен,zręczny
724,lieb::A,мил,miły
725,lieb::A,драг,miły
726,lustig::A,весел,wesoły
727,sanft::A,нежен,łagodny
728,sanft::A,кротък,łagodny
729,hungrig::A,гладен,głodny
730,krank::A,болен,chory
731,nackt::A,гол,nagi
732,traurig::A,тъжен,smutny
733,traurig::A,печален,smutny
734,lebendig::A,жив,żywy
735,gut::A,добър,dobry
736,schlecht::A,лош,zły
737,richtig::A,правилен,słuszny
738,richtig::A,правилен,właściwy
739,schlimm::A,лош,zły
740,wahr::A,верен,prawdziwy
741,wahr::A,истински,prawdziwy
742,alt::A,стар,stary
743,alt::A,древен,stary
744,neu::A,нов,nowy
745,ehemalig::A,бивш,były
746,alt[Lebewesen]::A,стар,stary
747,jung::A,млад,młody
748,arm::A,беден,ubogi
749,arm::A,беден,biedny
750,reich::A,богат,bogaty
751,bekannt::A,познат,znany
752,bekannt::A,известен,znany
753,berühmt::A,почут,słynny
754,berühmt::A,известен,słynny
755,fremd::A,чужд,obcy
756,fremd::A,чужд,cudzy
757,verschieden::A,разен,różny
758,verschieden::A,различен,różny
759,nah::A,близък,bliski
760,fern::A,далечен,daleki
761,linker::A,ляв,lewy
762,rechter::A,прав,prawy
763,anderer::A,друг,inny
764,erster::A,пръв,pierwszy
765,erster::A,първи,pierwszy
766,zweiter::A,втори,drugi
767,dritter::A,трети,trzeci
768,letzter::A,последен,ostatni
769,allein::ADV,само,sam
770,auf einmal::ADV,същевременно,naraz
771,zusammen::ADV,заедно,razem
772,lange::ADV,дълго,długo
773,plötzlich::ADV,изведнъж,nagle
774,sofort::ADV,веднага,natychmiast
775,später::ADV,по-късно,później
776,jetzt::ADV,сега,teraz
777,jetzt::ADV,сега,obecnie
778,heute::ADV,днес,dziś
779,heute::ADV,днес,dzisiaj
780,morgen::ADV,утре,jutro
781,bald::ADV,скоро,wkrótce
782,dann::ADV,после,potem
783,dann::ADV,тогава,potem
784,gestern::ADV,вчера,wczoraj
785,einst::ADV,някога,kiedyś
786,einst::ADV,някога,niegdyś
787,damals::ADV,тогава,wtedy
788,damals::ADV,тогава,wówczas
789,danach::ADV,после,następnie
790,danach::ADV,след това,następnie
791,vorher::ADV,преди,przedtem
792,vorher::ADV,преди това,przedtem
793,zuerst::ADV,най-напред,naprzód
794,zuerst::ADV,най-напред,najpierw
795,einmal::ADV,веднъж,raz
796,einmal::ADV,един път,raz
797,manchmal::ADV,понякога,czasem
798,oft::ADV,често,często
799,immer::ADV,винаги,zawsze
800,niemals::ADV,никога,nigdy
801,hier::ADV,тук,tu
802,hier::ADV,тук,tutaj
803,hier::ADV,тука,tu
804,hier::ADV,тука,tutaj
805,hierhin::ADV,насам,tu
806,von hier::ADV,оттук,stąd
807,von hier::ADV,оттука,stąd
808,dort::ADV,там,tam
809,dorthin::ADV,натам,tam
810,dorthin::ADV,нататък,tam
811,geradeaus::ADV,направо,prosto
812,vorwärts::ADV,напред,naprzód
813,rückwärts::ADV,назад,wstecz
814,zurück::ADV,обратно,z powrotem
815,unten::ADV,долу,u dołu
816,unten::ADV,долу,na dole
817,hinab::ADV,надолу,na_dół
818,hinab::ADV,надолу,w_dół
819,oben::ADV,горе,w górze
820,oben::ADV,горе,na górze
821,hinauf::ADV,нагоре,w górę
822,hinauf::ADV,нагоре,na górę
823,überall::ADV,навсякъде,wszędzie
824,nicht::ADV,не,nie
825,ein wenig::ADV,малко,trochę
826,kaum::ADV,едва,ledwie
827,kaum::ADV,едва,prawie nie
828,kaum::ADV,едвам,ledwie
829,kaum::ADV,едвам,prawie nie
830,sehr::ADV,много,bardzo
831,sehr::ADV,твърде,bardzo
832,so::ADV,тъй,tak
833,so::ADV,така,tak
834,noch::ADV,още,jeszcze
835,nur::ADV,само,tylko
836,schon::ADV,вече,już
837,wieder::ADV,пак,znów
838,wieder::ADV,пак,znowu
839,wieder::ADV,отново,znów
840,wieder::ADV,отново,znowu
841,vergebens::ADV,напразно,na próżno
842,vor::PRP,пред,przed
843,hinter::PRP,зад,za
844,unter::PRP,под,pod
845,durch::PRP,през,przez
