,Concept_ID,cs,fa
206,Wurm::N,červ,کرم
207,Spinne::N,pavouk,عنکبوت
208,Ameise::N,mravenec,مورچه
209,Laus::N,veš,شپش
210,Mücke::N,komár,پشه
211,Fliege::N,moucha,مگس
212,Schmetterling::N,motýl,پروانه
213,Beere::N,bobule,گیله
214,Apfel::N,jablko,سیب
215,Pilz::N,houba,قارچ
216,Zwiebel::N,cibule,پیاز
217,Saat::N,osivo,بذر
218,Korn::N,zrno,تخم
219,Korn::N,zrno,دانه
220,Heu::N,seno,علف خشک
221,Schale::N,slupka,پوست
222,Schale::N,skořápka,پوست
223,Grube::N,jáma,گودال
224,Falle::N,past,دام
225,Falle::N,léčka,دام
226,Schlinge::N,smyčka,حلقه
227,Spur::N,stopa,رد
228,Asche::N,popel,خاکستر
229,Dreck::N,špína,کثافت
230,Eisen::N,železo,آهن
231,Gold::N,zlato,زر
232,Gold::N,zlato,طلا
233,Silber::N,stříbro,نقره
234,Kohle::N,uhlí,زغال
235,Glas::N,sklo,شیشه
236,Lehm::N,jíl,گل
237,Lehm::N,hlína,گل
238,Sand::N,písek,شن
239,Sand::N,písek,ماسه
240,Mensch::N,člověk,آدم
241,Mensch::N,člověk,انسان
242,Mann::N,muž,مرد
243,Frau::N,žena,زن
244,Kind::N,dítě,بچه
245,Kind::N,dítě,کودک
246,Junge::N,hoch,پسر
247,Junge::N,chlapec,پسر
248,Mädchen::N,děvče,دختر
249,Familie::N,rodina,فامیل
250,Familie::N,rodina,خانواده
251,Großvater::N,děd,پدربزرگ
252,Großvater::N,dědeček,پدربزرگ
253,Großmutter::N,babička,مادر‌بزرگ
254,Eltern::N,rodiče,والدین
255,Eltern::N,rodiče,پدر‌و‌مادر
256,Vater::N,otec,پدر
257,Mutter::N,matka,مادر
258,Sohn::N,syn,پسر
259,Tochter::N,dcera,دختر
260,Bruder::N,bratr,برادر
261,Schwester::N,sestra,خواهر
262,Onkel::N,strýc,عمو
263,Onkel::N,strýc,دایی
264,Tante::N,teta,عمه
265,Tante::N,teta,خاله
266,Ehemann::N,choť,همسر
267,Ehemann::N,manžel,همسر
268,Ehefrau::N,choť,همسر
269,Ehefrau::N,manželka,همسر
270,Freude::N,radost,شادی
271,Gelächter::N,smích,خنده
272,Gelächter::N,smích,قاه‌قاه
273,Glück::N,štěstí,اقبال
274,Kummer::N,žal,غم
275,Kummer::N,žal,غصه
276,Kummer::N,trápení,غم
277,Kummer::N,trápení,غصه
278,Wunsch::N,přání,آرزو
279,Lust::N,chuť,هوس
280,Geist::N,duch,روح
281,Gedanke::N,myšlenka,فکر
282,Gedächtnis::N,paměť,حافظه
283,Verstand::N,rozum,هوش
284,Sinn::N,smysl,معنا
285,Sinn::N,smysl,مفهوم
286,Grund::N,důvod,سبب
287,Grund::N,důvod,دلیل
288,Wahrheit::N,pravda,حقیقت
289,Gespräch::N,rozhovor,صحبت
290,Gespräch::N,rozhovor,گفتگو
291,Märchen::N,pohádka,قصه
292,Märchen::N,pohádka,افسانه
293,Erzählung::N,povídka,داستان
294,Nachricht::N,zpráva,خبر
295,Neuigkeit::N,novina,خبر تازه
296,Neuigkeit::N,novinka,خبر تازه
297,Name::N,jméno,اسم
298,Rätsel::N,hádanka,معما
299,Rede::N,řeč,سخن
300,Rede::N,proslov,سخن
301,Sprache::N,řeč,زبان
302,Sprache::N,jazyk,زبان
303,Stimme::N,hlas,صدا
304,Wort::N,slovo,کلمه
305,Zeichen::N,znamení,نشان
306,Zeichen::N,znamení,علامت
307,Ruf::N,zavolání,صدا
308,Lärm::N,hluk,هیاهو
309,Laut::N,zvuk,صدا
310,Ton::N,tón,آهنگ
311,Lied::N,píseň,آواز
312,Lied::N,píseň,ترانه
313,Ruhe::N,klid,آرامش
314,Ruhe::N,pokoj,آرامش
315,Leute::N,lidé,مردم
316,Volk::N,národ,خلق
317,Arbeit::N,práce,کار
318,Gast::N,host,مهمان
319,Geschenk::N,dar,هدیه
320,Spiel::N,hra,بازی
321,Gesellschaft::N,společnost,جمعیت
322,Hilfe::N,pomoc,کمک
323,Freund::N,přítel,دوست
324,Kamerad::N,kamarád,رفیق
325,Angelegenheit::N,záležitost,امر
326,Angelegenheit::N,záležitost,قضیه
327,Anzahl::N,počet,عده
328,Anzahl::N,počet,شمار
329,Art::N,druh,نوع
330,Stück::N,kus,تکه
331,Stück::N,kus,قطعه
332,Stück::N,kousek,تکه
333,Stück::N,kousek,قطعه
334,Teil::N,díl,بخش
335,Teil::N,díl,قسمت
336,Teil::N,část,بخش
337,Teil::N,část,قسمت
338,Hälfte::N,půl,نیم
339,Kreis::N,kruh,حلقه
340,Kreis::N,kruh,دایره
341,Kreuz::N,kříž,صلیب
342,Linie::N,linka,خط
343,Linie::N,linka,سطر
344,Strich::N,čára,خط
345,Strich::N,čárka,خط
346,Abstand::N,vzdálenost,فاصله
347,Entfernung::N,vzdálenost,مسافت
348,Gegend::N,krajina,منطقه
349,Platz::N,prostor,گنجایش
350,Ort::N,místo,جا
351,Ort::N,místo,محل
352,Ort::N,místo,مکان
353,Seite::N,strana,طرف
354,Mitte::N,střed,وسط
355,Mitte::N,střed,میان
356,Mitte::N,prostředek,وسط
357,Mitte::N,prostředek,میان
358,Gegenstand::N,předmět,چیز
359,Sache::N,věc,چیز
360,Rand::N,kraj,کنار
361,Rand::N,kraj,حاشیه
362,Rand::N,okraj,کنار
363,Rand::N,okraj,حاشیه
364,Kante::N,hrana,لبه
365,Ecke::N,roh,گوشه
366,Spitze::N,hrot,سر
367,Spitze::N,hrot,نوک
368,Spitze::N,špička,سر
369,Spitze::N,špička,نوک
370,Ende::N,konec,ته
371,Ende::N,konec,آخر
372,Loch::N,díra,سوراخ
373,Winkel::N,kout,کنج
374,Muster::N,vzor,نقش
375,Größe::N,velikost,قد
376,Größe::N,velikost,بزرگی
377,Länge::N,délka,طول
378,Höhe::N,výška,بلندی
379,Gewicht::N,váha,وزن
380,Menge::N,množství,مقدار
381,Menge::N,množství,اندازه
382,Haufen::N,kupa,توده
383,Haufen::N,hromada,توده
384,Reihe::N,řada,ردیف
385,Reihe::N,řádek,ردیف
386,Boot::N,člun,قایق
387,Ruder::N,veslo,پارو
388,Schlitten::N,sáně,سورتمه
389,Ski::N,lyže,اسکی
390,Lagerfeuer::N,táborák,آتش
391,Last::N,náklad,بار
392,Last::N,náklad,سنگینی
393,Last::N,břemeno,بار
394,Last::N,břemeno,سنگینی
395,Gang::N,chůze,راه رفتن
396,Gang::N,chodba,راه رفتن
397,Schritt::N,krok,قدم
398,Norden::N,sever,شمال
399,Süden::N,jih,جنوب
400,Westen::N,západ,غرب
401,Osten::N,východ,شرق
402,Holz::N,dřevo,چوب
403,Brett::N,prkno,تخته
404,Platte::N,deska,صفحه
405,Stütze::N,opěra,تکیه
406,Stange::N,tyč,میله
407,Stange::N,tyčka,میله
408,Stock::N,hůlka,چوب
409,Stab::N,hůl,عصا
410,Rohr::N,trubka,لوله
411,Haus::N,dům,منزل
412,Heim::N,domov,خانه
413,Heim::N,domov,کاشانه
414,Ofen::N,kamna,بخاری
415,Fußboden::N,podlaha,کف اتاق
416,Tisch::N,stůl,میز
417,Stuhl::N,židle,صندلی
418,Wiege::N,kolébka,گهواره
419,Bett::N,postel,تختخواب
420,Regal::N,regál,قفسه
421,Regal::N,police,قفسه
422,Kiste::N,bedna,صندوق
423,Fenster::N,okno,پنجره
424,Tür::N,dveře,در
425,Tür::N,dveře,درب
426,Tor::N,vrata,دروازه
427,Zaun::N,plot,حصار
428,Dach::N,střecha,بام
429,Leiter::N,žebřík,نردبان
430,Besen::N,koště,جارو
431,Besen::N,smeták,جارو
432,Spaten::N,rýč,بیل
433,Schaufel::N,lopata,بیل
434,Schaufel::N,lopata,پارو
435,Gabel::N,vidlička,چنگال
436,Löffel::N,lžíce,قاشق
437,Messer::N,nůž,کارد
438,Nagel::N,hřebík,میخ
439,Netz::N,síť,تور
440,Netz::N,síť,شبکه
441,Haken::N,hák,قلاب
442,Griff::N,držadlo,دسته
443,Schloss::N,zámek,قفل
444,Bild::N,obraz,عکس
445,Bild::N,obraz,تصویر
446,Figur::N,figura,تندیس
447,Puppe::N,panenka,عروسک
448,Beutel::N,pytlík,کیسه
449,Bündel::N,svazek,بسته
450,Tasche::N,taška,کیف
451,Tasche::N,brašna,کیف
452,Eimer::N,kýbl,سطل
453,Eimer::N,vědro,سطل
454,Deckel::N,víko,در
455,Deckel::N,příklop,در
456,Geschirr::N,nádobí,ظرف
457,Sack::N,pytel,گونی
458,Tasse::N,šálek,فنجان
459,Topf::N,hrnec,دیگ
460,Topf::N,hrnec,قابلمه
461,Kessel::N,kotel,دیگ
462,Essen::N,jídlo,خوراک
463,Nahrung::N,strava,غذا
464,Nahrung::N,potrava,غذا
465,Speise::N,jídlo,خوراک
466,Fleisch::N,maso,گوشت
467,Getreide::N,obilí,غله
468,Brei::N,kaše,فرنی
469,Brei::N,kaše,حریره
470,Brot::N,chléb,نان
471,Scheibe::N,krajíc,قاچ
472,Scheibe::N,krajíc,لزگه
473,Fett::N,tuk,چربی
474,Fett::N,omastek,چربی
475,Butter::N,máslo,کره
476,Öl::N,olej,روغن
477,Salz::N,sůl,نمک
478,Suppe::N,polévka,آش
479,Suppe::N,polévka,سوپ
480,Honig::N,med,عسل
481,Milch::N,mléko,شیر
482,Tee::N,čaj,چای
483,Leder::N,kůže,چرم
484,Wolle::N,vlna,پشم
485,Stoff::N,látka,پارچه
486,Nadel::N,jehla,سوزن
487,Faden::N,nit,نخ
488,Knopf::N,knoflík,دکمه
489,Knoten::N,uzel,گره
490,Farbe::N,barva,رنگ
491,Kleidung::N,šaty,لباس
492,Kleidung::N,šaty,پوشاک
493,Kleidung::N,šatstvo,لباس
494,Kleidung::N,šatstvo,پوشاک
495,Hemd::N,košile,پیراهن
496,Kragen::N,límec,یقه
497,Ärmel::N,rukáv,آستین
498,Hose::N,kalhoty,شلوار
499,Gürtel::N,pás,کمر‌بند
500,Gürtel::N,opasek,کمر‌بند
501,Mütze::N,čepice,کلاه
502,Schuh::N,bota,کفش
503,Stiefel::N,holínka,چکمه
504,Ring::N,prsten,حلقه
505,Ring::N,prsten,انگشتر
506,Band::N,pásek,نوار
507,Band::N,pásek,روبان
508,Kamm::N,hřeben,شانه
509,Spiegel::N,zrcadlo,آینه
510,Riemen::N,řemen,تسمه
511,Schnur::N,šňůra,ریسمان
512,Leine::N,vodítko,قلاده
513,Decke::N,pokrývka,پتو
514,Decke::N,přikrývka,پتو
515,Kissen::N,polštář,بالش
516,Tuch::N,šátek,شال
517,Handtuch::N,ručník,حوله
518,Kraft::N,síla,نیرو
519,Stärke::N,síla,زور
520,Gesundheit::N,zdraví,سلامتی
521,Gesundheit::N,zdraví,تندرستی
522,Krankheit::N,nemoc,بیماری
523,Krankheit::N,choroba,بیماری
524,Schmerz::N,bolest,درد
525,Wunde::N,rána,زخم
526,Fieber::N,horečka,تب
527,Arznei::N,lék,دارو
528,Brücke::N,most,پل
529,Brunnen::N,studna,چاه
530,Weide::N,pastva,چراگاه
531,Weide::N,pastvina,چراگاه
532,Pfad::N,pěšina,راه
533,Weg::N,cesta,راه
534,Weg::N,cesta,طریق
535,Straße::N,silnice,راه
536,Straße::N,silnice,جاده
537,Dorf::N,vesnice,ده
538,Dorf::N,vesnice,روستا
539,Stadt::N,město,شهر
540,Brief::N,dopis,نامه
541,Buch::N,kniha,کتاب
542,Buchstabe::N,písmeno,حرف
543,Zeitung::N,noviny,روزنامه
544,Leben::N,život,عمر
545,Leben::N,život,زندگی
546,Tod::N,smrt,مرگ
547,Grab::N,hrob,گور
548,Grab::N,hrob,مزار
549,Kirche::N,kostel,کلیسا
550,Sünde::N,hřích,بزه
551,Sünde::N,hřích,گناه
552,Gott::N,bůh,خدا
553,Arbeiter::N,dělník,کارگر
554,Arbeiter::N,pracovník,کارگر
555,Chef::N,šéf,رئیس
556,Chef::N,vedoucí,رئیس
557,Meister::N,mistr,استاد
558,Arzt::N,lékař,پزشک
559,Lehrer::N,učitel,معلم
560,Lehrer::N,učitel,آموزگار
561,Geld::N,peníze,پول
562,Geschäft::N,obchod,کار
563,Geschäft::N,obchod,بیزنس
564,Laden::N,krám,دکان
565,Laden::N,krám,مغازه
566,Preis::N,cena,بها
567,Preis::N,cena,قیمت
568,Ware::N,zboží,جنس
569,Ware::N,zboží,کالا
570,Nutzen::N,užitek,مزیت
571,Nutzen::N,užitek,امتیاز
572,Reichtum::N,bohatství,مال
573,Reichtum::N,bohatství,ثروت
574,Welt::N,svět,دنیا
575,Land::N,země,کشور
576,Land::N,země,مملکت
577,Staat::N,stát,دولت
578,König::N,král,شاه
579,König::N,král,پادشاه
580,Macht::N,moc,قدرت
581,Macht::N,moc,اختیار
582,Macht::N,mocnost,قدرت
583,Macht::N,mocnost,اختیار
584,Grenze::N,hranice,مرز
585,Krieg::N,válka,جنگ
586,Feind::N,nepřítel,دشمن
587,Gewalt::N,násilí,زور
588,Gewalt::N,násilí,خشونت
589,Kampf::N,boj,نبرد
590,Kampf::N,boj,مبارزه
591,Bogen[Waffe]::N,luk,کمان
592,Pfeil::N,šíp,تیر
593,Gewehr::N,puška,تفنگ
594,Gewehr::N,ručnice,تفنگ
595,Fehler::N,chyba,غلط
596,Fehler::N,chyba,اشتباه
597,Lüge::N,lež,دروغ
598,Schaden::N,škoda,آسیب
599,Schaden::N,škoda,خسارت
600,Unglück::N,neštěstí,بلا
601,Schuld::N,vina,گناه
602,Schuld::N,vina,تقصیر
603,Alter::N,věk,سن
604,Alter::N,věk,عمر
605,Schluss::N,konec,انتها
606,Zeit::N,čas,وقت
607,Zeit::N,čas,زمان
608,Tag::N,den,روز
609,Morgen::N,ráno,صبح
610,Morgen::N,jitro,صبح
611,Mittag::N,poledne,ظهر
612,Abend::N,večer,شب
613,Abend::N,večer,عصر
614,Nacht::N,noc,شب
615,Woche::N,týden,هفته
616,Monat::N,měsíc,ماه
617,Jahr::N,rok,سال
618,Frühling::N,jaro,بهار
619,Sommer::N,léto,تابستان
620,Herbst::N,podzim,پاییز
621,Winter::N,zima,زمستان
622,Januar::N,leden,ژانویه
623,Februar::N,únor,فوریه
624,März::N,březen,مارس
625,April::N,duben,آوریل
626,Mai::N,květen,مه
627,Juni::N,červen,ژوئن
628,Juli::N,červenec,ژویه
629,August::N,srpen,اوت
630,September::N,září,سپتامبر
631,Oktober::N,říjen,اکتبر
632,November::N,listopad,نوامبر
633,Dezember::N,prosinec,دسامبر
634,Montag::N,pondělí,دو‌شنبه
635,Montag::N,pondělek,دو‌شنبه
636,Dienstag::N,úterý,سه‌شنبه
637,Mittwoch::N,středa,چهار‌شنبه
638,Donnerstag::N,čtvrtek,پنج شنبه
639,Freitag::N,pátek,جمعه
640,Samstag::N,sobota,شنبه
641,Sonntag::N,neděle,یکشنبه
642,groß::A,velký,بزرگ
643,klein::A,malý,کوچک
644,lang::A,dlouhý,بلند
645,kurz::A,krátký,کوتاه
646,breit::A,široký,پهن
647,schmal::A,úzký,تنگ
648,schmal::A,úzký,نازک
649,dicht::A,hustý,چگال
650,dicht::A,hustý,انبوه
651,dick[Gegenstand]::A,tlustý,ضخیم
652,dünn::A,tenký,نازک
653,fein::A,jemný,ریز
654,fein::A,jemný,باریک
655,fest::A,pevný,محکم
656,flach::A,plochý,صاف
657,flach::A,plochý,مسطح
658,flach::A,placatý,صاف
659,flach::A,placatý,مسطح
660,glatt::A,hladký,لیز
661,hart::A,tvrdý,سفت
662,weich::A,měkký,نرم
663,weich::A,měkký,ملایم
664,rund::A,kulatý,گرد
665,rund::A,okrouhlý,گرد
666,spitz::A,špičatý,تیز
667,spitz::A,špičatý,نوک‌تیز
668,scharf::A,ostrý,تیز
669,scharf::A,ostrý,برنده
670,stumpf::A,tupý,کند
671,schwer::A,těžký,سنگین
672,schön::A,pěkný,زیبا
673,schön::A,krásný,زیبا
674,heiß::A,horký,داغ
675,warm::A,teplý,گرم
676,kalt::A,studený,سرد
677,kühl::A,chladný,خنک
678,frisch::A,svěží,تازه
679,feucht::A,vlhký,مرطوب
680,nass::A,mokrý,تر
681,nass::A,mokrý,خیش
682,trocken::A,suchý,خشک
683,voll::A,plný,پر
684,leer::A,prázdný,خالی
685,offen::A,otevřený,باز
686,geschlossen::A,zavřený,بسته
687,sauber::A,čistý,پاک
688,sauber::A,čistý,تمیز
689,schmutzig::A,špinavý,کثیف
690,schmutzig::A,špinavý,آلوده
691,roh::A,syrový,خام
692,reif::A,zralý,رسیده
693,lecker::A,chutný,لذیذ
694,lecker::A,chutný,خوشمزه
695,süß::A,sladký,شیرین
696,bitter::A,hořký,تلخ
697,sauer::A,kyselý,ترش
698,hell::A,světlý,روشن
699,dunkel::A,temný,تاریک
700,schwarz::A,černý,سیاه
701,weiß::A,bílý,سفید
702,rot::A,rudý,سرخ
703,rot::A,rudý,قرمز
704,rot::A,červený,سرخ
705,rot::A,červený,قرمز
706,gelb::A,žlutý,زرد
707,blau::A,modrý,آبی
708,grün::A,zelený,سبز
709,grau::A,šedý,طوسی
710,grau::A,šedý,خاکستری
711,grau::A,šedivý,طوسی
712,grau::A,šedivý,خاکستری
713,bunt::A,pestrý,رنگارنگ
714,billig::A,levný,ارزان
715,billig::A,laciný,ارزان
716,teuer::A,drahý,گران
717,wertvoll::A,cenný,قیمتی
718,wertvoll::A,cenný,گرانبها
719,blind::A,slepý,کور
720,blind::A,slepý,نابینا
721,taub::A,hluchý,کر
722,taub::A,hluchý,ناشنوا
723,kräftig::A,silný,قوی
724,stark::A,silný,قوی
725,stark::A,silný,نیرومند
726,schwach::A,slabý,ضعیف
727,fett::A,tučný,چرب
728,fett::A,tlustý,چرب
729,schlank::A,štíhlý,باریک‌اندام
730,hübsch::A,hezký,قشنگ
731,hübsch::A,hezký,خوشگل
732,böse::A,zlý,بد
733,dumm::A,hloupý,احمق
734,faul::A,líný,لش
735,faul::A,líný,تنبل
736,fleißig::A,pilný,زرنگ
737,geizig::A,lakomý,خسیس
738,klug::A,chytrý,عاقل
739,klug::A,chytrý,باهوش
740,geschickt::A,šikovný,ماهر
741,lieb::A,milý,عزیز
742,lustig::A,veselý,شاد
743,lustig::A,veselý,خوشحال
744,sanft::A,mírný,لطیف
745,hungrig::A,hladový,گرسنه
746,krank::A,nemocný,مریض
747,krank::A,nemocný,بیمار
748,nackt::A,nahý,لخت
749,nackt::A,nahý,برهنه
750,traurig::A,smutný,غمگین
751,traurig::A,truchlivý,غمگین
752,lebendig::A,živý,زنده
753,gut::A,dobrý,خوب
754,schlecht::A,špatný,بد
755,richtig::A,pravý,درست
756,richtig::A,správný,درست
757,schlimm::A,zlý,وخيم
758,wahr::A,pravdivý,درست
759,wahr::A,pravdivý,حقیقی
760,alt::A,starý,کهنه
761,neu::A,nový,نو
762,ehemalig::A,bývalý,قبلی
763,alt[Lebewesen]::A,starý,پیر
764,jung::A,mladý,جوان
765,arm::A,chudý,فقیر
766,reich::A,bohatý,پولدار
767,reich::A,bohatý,ثروتمند
768,bekannt::A,známý,آشنا
769,bekannt::A,známý,معلوم
770,berühmt::A,slavný,مشهور
771,fremd::A,cizí,خارجی
772,fremd::A,cizí,بیگانه
773,verschieden::A,různý,مختلف
774,verschieden::A,různý,متفاوت
775,verschieden::A,rozličný,مختلف
776,verschieden::A,rozličný,متفاوت
777,nah::A,blízký,نزدیک
778,fern::A,daleký,دور
779,linker::A,levý,چپ
780,rechter::A,pravý,راست
781,anderer::A,jiný,دیگر
782,erster::A,první,اول
783,zweiter::A,druhý,دوم
784,dritter::A,třetí,سوم
785,letzter::A,poslední,آخر
786,allein::ADV,sám,تنها
787,auf einmal::ADV,najednou,همزمان
788,zusammen::ADV,spolu,باهم
789,zusammen::ADV,dohromady,باهم
790,lange::ADV,dlouho,مدت‌ها
791,lange::ADV,dlouho,مدت زیادی
792,plötzlich::ADV,vtom,ناگهان
793,plötzlich::ADV,náhle,ناگهان
794,sofort::ADV,hned,فوراً
795,sofort::ADV,ihned,فوراً
796,später::ADV,později,بعدها
797,jetzt::ADV,teď,حالا
798,jetzt::ADV,teď,اکنون
799,jetzt::ADV,nyní,حالا
800,jetzt::ADV,nyní,اکنون
801,heute::ADV,dnes,امروز
802,heute::ADV,dneska,امروز
803,morgen::ADV,zítra,فردا
804,bald::ADV,brzo,زود
805,bald::ADV,brzo,بزودی
806,dann::ADV,pak,سپس
807,dann::ADV,pak,آنوقت
808,dann::ADV,potom,سپس
809,dann::ADV,potom,آنوقت
810,gestern::ADV,včera,دیروز
811,einst::ADV,kdysi,وقتی
812,einst::ADV,kdysi,زمانی
813,damals::ADV,tehdy,آنوقت
814,damals::ADV,tehdy,آنزمان
