,Concept_ID,sq,ps
190,Schwarm::N,luzmë,سېل
191,Huhn::N,pulë,چرګه
192,Hahn::N,gjel,چرګ
193,Hahn::N,këndes,چرګ
194,Gans::N,patë,بته
195,Adler::N,shqiponjë,عقاب
196,Ente::N,rosë,ایلۍ
197,Eule::N,buf,ګونګی
198,Kranich::N,lejlek,کلنګ
199,Kranich::N,kurrillë,کلنګ
200,Krähe::N,sorrë,کارغه
201,Kuckuck::N,qyqe,فاخته
202,Schwan::N,mjellmë,قو
203,Fisch::N,peshk,کب
204,Fisch::N,peshk,ماهی
205,Barsch::N,purtekë,
206,Hecht::N,mlysh,
207,Schlange[Tier]::N,gjarpër,مار
208,Wurm::N,krimb,چینجی
209,Spinne::N,marimangë,غڼه
210,Spinne::N,marimangë,تارکښ
211,Ameise::N,thnegël,مېږی
212,Ameise::N,milingonë,مېږی
213,Laus::N,morr,سپږه
214,Mücke::N,kunup,ماشی
215,Mücke::N,mushkonjë,ماشی
216,Fliege::N,mizë,مچ
217,Schmetterling::N,flutur,پتنګ
218,Beere::N,frutë,مېوۍ
219,Beere::N,manaferrë,مېوۍ
220,Apfel::N,mollë,مڼه
221,Pilz::N,kërpudhë,خرېړی
222,Zwiebel::N,qepë,پیاز
223,Saat::N,farë,تخم
224,Korn::N,grurë,تخم
225,Korn::N,grurë,دانه
226,Korn::N,kokërr,تخم
227,Korn::N,kokërr,دانه
228,Heu::N,sanë,بوس
229,Heu::N,sanë,پروړه
230,Schale::N,lëkurë,پوستکی
231,Grube::N,gropë,کنده
232,Falle::N,kurth,دام
233,Falle::N,kurth,لومه
234,Falle::N,grackë,دام
235,Falle::N,grackë,لومه
236,Schlinge::N,nyjë,کړۍ
237,Spur::N,gjurmë,نښه
238,Asche::N,hi,آس
239,Asche::N,hi,ایره
240,Dreck::N,baltë,ناپاکي
241,Eisen::N,hekur,اوسپنه
242,Gold::N,ar,سره زر
243,Gold::N,flori,سره زر
244,Silber::N,argjend,نقره
245,Silber::N,argjend,سپین زر
246,Kohle::N,qymyr,سکور
247,Kohle::N,qymyr,سکاره
248,Glas::N,qelq,ښيښه
249,Lehm::N,argjilë,خټه
250,Sand::N,rërë,شګه
251,Mensch::N,njeri,انسان
252,Mann::N,burrë,سړی
253,Mann::N,burrë,نارینه
254,Mann::N,mashkull,سړی
255,Mann::N,mashkull,نارینه
256,Frau::N,grua,ښځه
257,Frau::N,femër,ښځه
258,Kind::N,kalama,بچی
259,Kind::N,kalama,ماشوم
260,Junge::N,djalë,هلک
261,Mädchen::N,gocë,نجلۍ
262,Mädchen::N,vajzë,نجلۍ
263,Familie::N,familje,کورنۍ
264,Großvater::N,gjysh,بابا
265,Großmutter::N,gjyshe,انا
266,Eltern::N,prindër,مور او پلار
267,Vater::N,atë,پلار
268,Mutter::N,nënë,مور
269,Sohn::N,bir,زوی
270,Tochter::N,bijë,لور
271,Bruder::N,vëlla,ورور
272,Schwester::N,motër,خور
273,Onkel::N,dajë,تره
274,Onkel::N,dajë,ماما
275,Onkel::N,xhaxha,تره
276,Onkel::N,xhaxha,ماما
277,Tante::N,teze,خاله
278,Tante::N,hallë,خاله
279,Ehemann::N,burrë,مېړه
280,Ehemann::N,bashkëshort,مېړه
281,Ehefrau::N,grua,مېرمن
282,Ehefrau::N,bashkëshorte,مېرمن
283,Freude::N,gaz,خوشحالي
284,Freude::N,gëzim,خوشحالي
285,Gelächter::N,qeshje,خندا
286,Glück::N,lumturi,بخت
287,Kummer::N,brengë,غم
288,Kummer::N,pikëllim,غم
289,Wunsch::N,dëshirë,هيله
290,Wunsch::N,dëshirë,غوښتنه
291,Lust::N,epsh,شوق
292,Lust::N,epsh,مینه
293,Lust::N,dashuri,شوق
294,Lust::N,dashuri,مینه
295,Geist::N,frymë,روح
296,Geist::N,shpirt,روح
297,Gedanke::N,ide,فکر
298,Gedanke::N,mendim,فکر
299,Gedächtnis::N,kujtesë,یاد
300,Gedächtnis::N,kujtesë,حافظه
301,Verstand::N,mend,عقل
302,Verstand::N,mend,شعور
303,Sinn::N,kuptim,معنی
304,Grund::N,arsye,علت
305,Grund::N,arsye,اساس
306,Wahrheit::N,vërtetë,حقیقت
307,Gespräch::N,bisedim,مرکه
308,Gespräch::N,bisedim,خبرې اترې
309,Märchen::N,përrallë,افسانه
310,Erzählung::N,tregim,قصه
311,Erzählung::N,tregim,کیسه
312,Nachricht::N,lajm,خبر
313,Neuigkeit::N,risi,نوی خبر
314,Name::N,emër,نوم
315,Rätsel::N,gjëzë,کیسۍ
316,Rätsel::N,gjëzë,چیستان
317,Rätsel::N,gjëegjëzë,کیسۍ
318,Rätsel::N,gjëegjëzë,چیستان
319,Rede::N,fjalim,وینا
320,Sprache::N,gjuhë,ژبه
321,Stimme::N,zë,غږ
322,Stimme::N,zë,اواز
323,Wort::N,fjalë,لغت
324,Wort::N,fjalë,کلمه
325,Zeichen::N,shenjë,نښه
326,Zeichen::N,shenjë,اشاره
327,Ruf::N,thirrmë,ږغ
328,Ruf::N,thirrmë,بلنه
329,Lärm::N,zhurmë,غالمغال
330,Laut::N,tingull,ږغ
331,Ton::N,ton,اواز
332,Lied::N,këngë,غزله
333,Lied::N,këngë,سندره
334,Ruhe::N,qetësi,ارامي
335,Leute::N,botë,خلک
336,Leute::N,njerëz,خلک
337,Volk::N,popull,ولس
338,Arbeit::N,punë,کار
339,Gast::N,mik,مېلمه
340,Gast::N,mysafir,مېلمه
341,Geschenk::N,dhuratë,تحفه
342,Geschenk::N,dhuratë,سوغات
343,Geschenk::N,peshqesh,تحفه
344,Geschenk::N,peshqesh,سوغات
345,Spiel::N,lojë,لوبه
346,Gesellschaft::N,shoqëri,ډله
347,Hilfe::N,ndihmë,کومک
348,Hilfe::N,ndihmë,مرسته
349,Freund::N,mik,ملګری
350,Kamerad::N,shok,انډيوال
351,Angelegenheit::N,punë,موضوع
352,Anzahl::N,sasi,شمېر
353,Anzahl::N,sasi,تعداد
354,Art::N,lloj,ډول
355,Stück::N,copë,ټوټه
356,Teil::N,pjesë,برخه
357,Hälfte::N,gjysmë,نیم
358,Kreis::N,qark,دایره
359,Kreis::N,rreth,دایره
360,Kreuz::N,kryq,صلیب
361,Linie::N,vijë,خط
362,Linie::N,vijë,لیکه
363,Strich::N,vizë,کرښه
364,Abstand::N,distancë,فاصله
365,Entfernung::N,largim,واټن
366,Gegend::N,vise,سیمه
367,Gegend::N,vise,منطقه
368,Gegend::N,krahinë,سیمه
369,Gegend::N,krahinë,منطقه
370,Platz::N,shesh,ځای
371,Ort::N,vend,ځای
372,Seite::N,anë,مخ
373,Seite::N,anë,اړخ
374,Mitte::N,mes,وسط
375,Mitte::N,mes,مینځ
376,Gegenstand::N,send,شی
377,Sache::N,gjë,شی
378,Sache::N,gjë,څيز
379,Sache::N,send,شی
380,Sache::N,send,څيز
381,Rand::N,qoshe,څنډه
382,Rand::N,qoshe,کناره
383,Kante::N,teh,اړخ
384,Ecke::N,qoshe,ګوټ
385,Spitze::N,majë,څوکه
386,Ende::N,skaj,څوکه
387,Ende::N,bisht,څوکه
388,Loch::N,vrimë,سوری
389,Winkel::N,kënd,کنج
390,Winkel::N,kënd,کوتی
391,Muster::N,mostër,نمونه
392,Größe::N,madhësi,قد
393,Größe::N,madhësi,لويوالی
394,Länge::N,gjatësi,طول
395,Länge::N,gjatësi,اوږد والی
396,Höhe::N,lartësi,جګوالی
397,Gewicht::N,peshë,وزن
398,Menge::N,sasi,اندازه
399,Haufen::N,grumbull,کوټه
400,Reihe::N,radhë,صف
401,Reihe::N,radhë,کتار
402,Reihe::N,rresht,صف
403,Reihe::N,rresht,کتار
404,Boot::N,barkë,قايق
405,Boot::N,lundër,قايق
406,Ruder::N,rrem,چپه
407,Schlitten::N,sajë,ښویېدونی
408,Ski::N,ski,سکي
409,Lagerfeuer::N,flakadan,اور
410,Lagerfeuer::N,zjarr i madh,اور
411,Last::N,barrë,بار
412,Last::N,barrë,پېټی
413,Gang::N,ecje,تګ
414,Schritt::N,hap,ګام
415,Norden::N,veri,شمال
416,Süden::N,jug,سوېل
417,Westen::N,perëndim,لوېدېځ
418,Osten::N,lindje,شرق
419,Osten::N,lindje,ختیځ
420,Holz::N,dru,لرګی
421,Brett::N,dërrasë,تخته
422,Platte::N,pllakë,تخته
423,Stütze::N,shtyllë,تکیوان
424,Stütze::N,mbështetesë,تکیوان
425,Stange::N,shufër,ډاګه
426,Stock::N,dajak,لرګی
427,Stab::N,shkop,چيخله
428,Rohr::N,tub,نل
429,Haus::N,shtëpi,کور
430,Heim::N,konak,کور
431,Heim::N,shtëpi,کور
432,Ofen::N,sobë,تودنۍ
433,Ofen::N,stufë,تودنۍ
434,Fußboden::N,dysheme,غولی
435,Tisch::N,tryezë,مېز
436,Stuhl::N,karrige,چوکۍ
437,Wiege::N,djep,زانګو
438,Bett::N,shtrat,کټ
439,Bett::N,shtrat,چپرکټ
440,Regal::N,raft,تاخچۍ
441,Kiste::N,kuti,صندوق
442,Fenster::N,dritare,کړکۍ
443,Tür::N,derë,دروازه
444,Tor::N,portë,دروازه
445,Zaun::N,gardh,کټاره
446,Dach::N,çati,بام
447,Leiter::N,shkallë,زينه
448,Besen::N,fshesë,جارو
449,Spaten::N,lopatë,یوم
450,Schaufel::N,qyrek,بېلچه
451,Gabel::N,pirun,پنجه
452,Löffel::N,lugë,کاشوغه
453,Messer::N,thikë,چاقو
454,Nagel::N,gozhdë,ميخ
455,Netz::N,rrjetë,جال
456,Haken::N,grep,څنګک
457,Haken::N,grremç,څنګک
458,Griff::N,dorak,لاستی
459,Griff::N,dorezë,لاستی
460,Schloss::N,bravë,کلپ
461,Bild::N,tablo,رسم
462,Bild::N,pikturë,رسم
463,Figur::N,figurë,قدوقامت
464,Puppe::N,kukull,ګوډۍ
465,Beutel::N,qese,کڅوړه
466,Beutel::N,trastë,کڅوړه
467,Bündel::N,deng,دسته
468,Tasche::N,çantë,بکس
469,Tasche::N,çantë,توبره
470,Eimer::N,kovë,سطل
471,Deckel::N,kapak,سرپوښ
472,Deckel::N,mbulesë,سرپوښ
473,Geschirr::N,enë,لوښی
474,Sack::N,thes,جوال
475,Sack::N,torbë,جوال
476,Tasse::N,filxhan,پیاله
477,Topf::N,kusi,دېګی
478,Topf::N,tenxhere,دېګی
479,Kessel::N,kazan,دېګ
480,Essen::N,ngrënie,خوراک
481,Nahrung::N,ushqim,خوراک
482,Speise::N,gatesë,خواړه
483,Fleisch::N,mish,غوښه
484,Getreide::N,drithë,غله
485,Brei::N,qull,اوګره
486,Brot::N,bukë,ډوډۍ
487,Scheibe::N,fetë,مړۍ
488,Fett::N,lyrë,غوړي
489,Fett::N,yndyrë,غوړي
490,Butter::N,gjalpë,کوچ
491,Öl::N,vaj,تېل
492,Salz::N,kripë,مالګه
493,Suppe::N,supë,شوربا
494,Suppe::N,çorbë,شوربا
495,Honig::N,mjaltë,شات
496,Milch::N,qumësht,شوده
497,Tee::N,çaj,چای
498,Leder::N,lëkurë,څرمن
499,Wolle::N,lesh,پشم
500,Stoff::N,pëlhurë,ټوټه
501,Nadel::N,gjilpërë,ستن
502,Faden::N,pe,تار
503,Faden::N,fije,تار
504,Knopf::N,kopsë,تڼۍ
505,Knopf::N,kopsë,تکمه
506,Knoten::N,komb,غوټه
507,Farbe::N,bojë,رنګ
508,Kleidung::N,veshje,کالي
509,Hemd::N,këmishë,کميس
510,Kragen::N,jakë,غاړه
511,Ärmel::N,mëngë,لستوڼی
512,Hose::N,brekë,پطلون
513,Gürtel::N,rrip,کمربند
514,Mütze::N,kësulë,خولۍ
515,Schuh::N,këpucë,بوټ
516,Stiefel::N,çizme,موزه
517,Ring::N,unazë,ګوته
518,Band::N,shirit,فيته
519,Kamm::N,krehër,ګمنځ
520,Spiegel::N,pasqyrë,ایینه
521,Spiegel::N,pasqyrë,هنداره
522,Riemen::N,rrip,تسمه
523,Schnur::N,litar,مزی
524,Schnur::N,cikomë,مزی
525,Leine::N,rrip,رسۍ
526,Decke::N,batanije,بړستن
527,Kissen::N,jastëk,بالښت
528,Tuch::N,shami,ټیکری
529,Handtuch::N,peshqir,دسمال
530,Kraft::N,forcë,زور
531,Kraft::N,forcë,توان
532,Stärke::N,koll,قوت
533,Gesundheit::N,shëndet,صحت
534,Gesundheit::N,shëndet,روغتیا
535,Krankheit::N,sëmundje,مرض
536,Krankheit::N,sëmundje,ناروغي
537,Schmerz::N,dhimbje,درد
538,Wunde::N,plagë,ټپ
539,Wunde::N,plagë,زخم
540,Fieber::N,ethe,تبه
541,Arznei::N,ilaç,دوا
542,Arznei::N,ilaç,دارو
543,Brücke::N,urë,پول
544,Brunnen::N,pus,څاه
545,Brunnen::N,pus,کوهی
546,Weide::N,kullotë,وله
547,Pfad::N,ravë,تړه
548,Pfad::N,shteg,تړه
549,Weg::N,udhë,لیار
550,Weg::N,shteg,لیار
551,Straße::N,rrugë,سړک
552,Dorf::N,fshat,کلی
553,Dorf::N,katund,کلی
554,Stadt::N,qytet,ښار
555,Brief::N,letër,لیک
556,Brief::N,letër,مکتوب
557,Buch::N,libër,کتاب
558,Buchstabe::N,shkronjë,حرف
559,Buchstabe::N,shkronjë,توری
560,Zeitung::N,gazetë,اخبار
561,Leben::N,jetë,ژوند
562,Tod::N,mortje,مرګ
563,Tod::N,mortje,مړینه
564,Grab::N,varr,قبر
565,Grab::N,varr,ډورۍ
566,Kirche::N,kishë,کلیسا
567,Sünde::N,mëkat,ګناه
568,Sünde::N,gjynah,ګناه
569,Gott::N,hy,خدای
570,Gott::N,zot,خدای
571,Arbeiter::N,punëtor,کاریګر
572,Chef::N,shef,آمر
573,Chef::N,drejtues,آمر
574,Meister::N,mjeshtër,استاد
575,Arzt::N,mjek,طبیب
576,Arzt::N,mjek,ډاکټر
577,Arzt::N,doktor,طبیب
578,Arzt::N,doktor,ډاکټر
579,Lehrer::N,mësues,معلم
580,Lehrer::N,mësues,ښوونکی
581,Lehrer::N,arsimtar,معلم
582,Lehrer::N,arsimtar,ښوونکی
583,Geld::N,para,پیسې
584,Geld::N,holla,پیسې
585,Geschäft::N,ujdi,سوداګري
586,Geschäft::N,biznes,سوداګري
587,Laden::N,dyqan,دکان
588,Laden::N,dyqan,مغازه
589,Preis::N,çmim,بیه
590,Ware::N,mall,مال
591,Nutzen::N,dobi,ګټه
592,Nutzen::N,leverdi,ګټه
593,Reichtum::N,kamje,شتمني
594,Reichtum::N,pasuri,شتمني
595,Welt::N,botë,نړۍ
596,Welt::N,botë,دنیا
597,Land::N,vend,هېواد
598,Staat::N,shtet,دولت
599,König::N,mbret,باچا
600,König::N,mbret,پادشاه
601,Macht::N,fuqi,قدرت
602,Macht::N,pushtet,قدرت
603,Grenze::N,kufi,حد
604,Grenze::N,kufi,سرحد
605,Krieg::N,luftë,جګړه
606,Feind::N,armik,دښمن
607,Gewalt::N,dhunë,زور
608,Gewalt::N,dhunë,تشدد
609,Kampf::N,luftim,جنګ
610,Kampf::N,luftim,مبارزه
611,Bogen[Waffe]::N,hark,لیندۍ
612,Pfeil::N,shigjetë,غشی
613,Gewehr::N,pushkë,ټوپک
614,Fehler::N,gafë,خطا
615,Fehler::N,gafë,غلطي
616,Fehler::N,gabim,خطا
617,Fehler::N,gabim,غلطي
618,Lüge::N,gënjeshtër,دروغ
619,Schaden::N,dëm,زیان
620,Schaden::N,dëm,تاوان
621,Schaden::N,zarar,زیان
622,Schaden::N,zarar,تاوان
623,Unglück::N,fatkeqësi,بدبختي
624,Schuld::N,faj,ګناه
625,Alter::N,moshë,منګ
626,Schluss::N,fund,اخر
627,Zeit::N,kohë,وخت
628,Tag::N,ditë,ورځ
629,Morgen::N,mëngjes,سبا
630,Morgen::N,mëngjes,سهار
631,Mittag::N,mesditë,غرمه
632,Abend::N,mbrëmje,ماښام
633,Nacht::N,natë,شپه
634,Woche::N,javë,اونۍ
635,Monat::N,muaj,مياشت
636,Jahr::N,vit,کال
637,Frühling::N,pranverë,پسرلی
638,Sommer::N,verë,دوبی
639,Herbst::N,vjeshtë,منی
640,Herbst::N,vjeshtë,خزان
641,Winter::N,dimër,ژمی
642,Januar::N,janar,جنوري
643,Februar::N,shkurt,فبروري
644,März::N,mars,مارچ
645,April::N,prill,اپریل
646,Mai::N,maj,مې
647,Juni::N,qershor,جون
648,Juli::N,korrik,جولای
649,August::N,gusht,اګست
650,September::N,shtator,سپټامبر
651,Oktober::N,tetor,اکتوبر
652,November::N,nëntor,نومبر
653,Dezember::N,dhjetor,دسمبر
654,Montag::N,hënë,دوشنبه
655,Dienstag::N,martë,سه شنبه
656,Mittwoch::N,mërkurë,چارشنبه
657,Donnerstag::N,enjte,پنجشنبه
658,Freitag::N,premte,جمعه
659,Samstag::N,shtunë,خالي
660,Sonntag::N,diel,یکشنبه
661,groß::A,madh,لوی
662,klein::A,vogël,وړوکی
663,lang::A,gjatë,اوړد
664,kurz::A,shkurtër,لنډ
665,breit::A,gjerë,پراخه
666,schmal::A,ngushtë,تنګ
667,dicht::A,dendur,ګڼ
668,dick[Gegenstand]::A,trashë,پنډ
669,dünn::A,hollë,نری
670,fein::A,imët,نازک
671,fest::A,fortë,کلک
672,fest::A,fortë,ټینګ
673,flach::A,sheshtë,هوار
674,glatt::A,rrafshët,ښوی
675,hart::A,fortë,کلک
676,weich::A,butë,نرم
677,weich::A,butë,پوست
678,rund::A,rrumbullakët,ګرد
679,spitz::A,majëmprehtë,تېره
680,scharf::A,mprehtë,تېز
681,scharf::A,mprehtë,تېره
682,stumpf::A,topitur,پڅ
683,schwer::A,rëndë,دروند
684,schön::A,bukur,ښکلی
685,heiß::A,nxehtë,تود
686,warm::A,ngrohtë,تود
687,kalt::A,ftohtë,ېخ
688,kalt::A,ftohtë,سوړ
689,kühl::A,freskët,ېخ
690,kühl::A,freskët,سوړ
691,frisch::A,pastër,تازه
692,feucht::A,lagësht,مرطوب
693,nass::A,lagur,لوند
694,trocken::A,thatë,وچ
695,voll::A,plotë,ډک
696,leer::A,bosh,خالی
697,leer::A,zbrazët,خالی
698,offen::A,hapur,خلاص
699,offen::A,hapur,پرانیستی
700,geschlossen::A,mbyllur,تړلی
701,sauber::A,dëlirë,پاک
702,schmutzig::A,ndyrë,چټل
703,roh::A,gjallë,خام
704,reif::A,arrirë,پوخ
705,reif::A,arrirë,رسېدلی
706,lecker::A,shijshëm,خوندور
707,lecker::A,shijshëm,مزه دار
708,süß::A,ëmbël,خوږ
709,süß::A,ëmbël,شیرین
710,bitter::A,hidhur,تریخ
711,sauer::A,thartë,ټاک
712,sauer::A,thartë,تريو
713,hell::A,me dritë,روڼ
714,hell::A,me dritë,روښان
715,dunkel::A,errët,تیاره
716,schwarz::A,i zi,تور
717,weiß::A,bardhë,سپين
718,rot::A,kuq,سور
719,gelb::A,verdhë,زېړ
720,blau::A,blu,شین
721,blau::A,blu,اسماني رنګه
722,blau::A,kaltër,شین
723,blau::A,kaltër,اسماني رنګه
724,grün::A,blertë,زرغون
725,grün::A,gjelbër,زرغون
726,grau::A,hirtë,خړ
727,grau::A,bojë hiri,خړ
728,bunt::A,shumëngjyrëshëm,رنګارنګ
729,billig::A,lirë,ارزان
730,teuer::A,shtrenjtë,ګران
731,wertvoll::A,çmuar,قیمتي
732,wertvoll::A,vlershëm,قیمتي
733,blind::A,qorr,ړوند
734,blind::A,verbër,ړوند
735,taub::A,shurdhër,کوڼ
736,kräftig::A,fuqishëm,قوی
737,stark::A,fortë,قوی
738,stark::A,fortë,تکړه
739,schwach::A,dobët,ضعیف
740,schwach::A,dobët,کمزوری
741,fett::A,dhjamur,چاغ
742,schlank::A,hollë,خوش اندام
743,hübsch::A,bukur,ښکلی
744,hübsch::A,bukur,ښایسته
745,hübsch::A,hijshëm,ښکلی
746,hübsch::A,hijshëm,ښایسته
747,böse::A,keq,شریر
748,böse::A,keq,قهرناک
749,dumm::A,teveqel,احمق
750,faul::A,dembel,لټ
751,faul::A,dembel,تنبل
752,fleißig::A,zellshëm,زحمت کښ
753,geizig::A,kurnac,بخیل
754,geizig::A,dorështrënguar,بخیل
755,klug::A,mençur,عاقل
756,klug::A,mençur,هوښیار
757,geschickt::A,aftë,ماهر
758,lieb::A,dashur,عزیز
759,lieb::A,dashur,محبوب
760,lustig::A,gëzuar,خوشحال
761,sanft::A,butë,پوست
762,sanft::A,butë,ملایم
763,hungrig::A,uritur,وږی
764,krank::A,sëmurë,مريض
765,krank::A,sëmurë,ناروغ
766,nackt::A,lakuriq,لوڅ
767,nackt::A,zhveshur,لوڅ
768,traurig::A,trishtuar,غمجن
769,lebendig::A,gjallë,ژوندی
770,gut::A,mirë,ښه
771,schlecht::A,keq,بد
772,schlecht::A,keq,خراب
773,richtig::A,drejtë,سم
774,richtig::A,drejtë,صحیح
775,schlimm::A,keq,بد
776,schlimm::A,keq,مخوف
777,wahr::A,vërtetë,واقعي
778,alt::A,vjetër,زوړ
779,neu::A,i ri,نوی
780,ehemalig::A,dikurshëm,پخوانی
781,alt[Lebewesen]::A,plak,زوړ
