,Concept_ID,lbe,lv
232,Berg::N,зунтту,керӧс
233,Berg::N,зунтту,kalns
234,Gipfel::N,мицӏ,чук
235,Gipfel::N,мицӏ,virsotne
236,Höhle::N,нух,рудӧг
237,Höhle::N,нух,ala
238,Abhang::N,сун,ньывк
239,Abhang::N,сун,бокша
240,Abhang::N,сун,nogāze
241,Quelle::N,дайдихьу,ӧшмӧс
242,Quelle::N,дайдихьу,avots
243,Quelle::N,бакӏ,ӧшмӧс
244,Quelle::N,бакӏ,avots
245,Bach::N,чӏрир нех,шор
246,Bach::N,чӏрир нех,urga
247,Bach::N,чӏрир нех,strauts
248,Fluss::N,нех,ю
249,Fluss::N,нех,upe
250,Ufer::N,зума,вадор
251,Ufer::N,зума,krasts
252,Küste::N,зумаинхалу,вадор
253,Küste::N,зумаинхалу,piekraste
254,Küste::N,зуманицӏалу,вадор
255,Küste::N,зуманицӏалу,piekraste
256,Festland::N,кьири,му
257,Festland::N,кьири,sauszeme
258,Meer::N,хьхьири,саридз
259,Meer::N,хьхьири,jūra
260,Insel::N,жазира,ді
261,Insel::N,жазира,sala
262,Blume::N,тӏутӏи,дзоридз
263,Blume::N,тӏутӏи,puķe
264,Blume::N,тӏутӏи,zieds
265,Gras::N,уртту,турун
266,Gras::N,уртту,zāle
267,Wurzel::N,мархха,вуж
268,Wurzel::N,мархха,sakne
269,Baum::N,мурхь,пу
270,Baum::N,мурхь,koks
271,Stamm::N,ттарцӏ,пучер
272,Stamm::N,ттарцӏ,stumbrs
273,Rinde::N,ккамара,кырсь
274,Rinde::N,ккамара,miza
275,Ast::N,матӏи,ув
276,Ast::N,матӏи,zars
277,Zweig::N,къяртта,вож
278,Zweig::N,къяртта,nozare
279,Blatt::N,чӏапӏи,кор
280,Blatt::N,чӏапӏи,lapa
281,Birke::N,кӏялахӏи,кыдз
282,Birke::N,кӏялахӏи,bērzs
283,Birke::N,кӏялахӏилул мурхь,кыдз
284,Birke::N,кӏялахӏилул мурхь,bērzs
285,Kiefer[Baum]::N,ттар,пожӧм
286,Kiefer[Baum]::N,ттар,priede
287,Kiefer[Baum]::N,ттарлил мурхь,пожӧм
288,Kiefer[Baum]::N,ттарлил мурхь,priede
289,Weide[Baum]::N,щавщи,бадь
290,Weide[Baum]::N,щавщи,kārkls
291,Tanne::N,ттарлил мурхь,коз
292,Tanne::N,ттарлил мурхь,egle
293,Horn::N,хъи,сюр
294,Horn::N,хъи,rags
295,Feder::N,лелуххул тӏиму,гӧн
296,Feder::N,лелуххул тӏиму,тывборд
297,Feder::N,лелуххул тӏиму,spalva
298,Fell::N,бурчу,ку
299,Fell::N,бурчу,āda
300,Flügel::N,хъа,борд
301,Flügel::N,хъа,spārns
302,Flügel::N,ххурупӏайрал тӏиму,борд
303,Flügel::N,ххурупӏайрал тӏиму,spārns
304,Klaue::N,михь,гыж
305,Klaue::N,михь,nags
306,Kralle::N,ххяппа,гыж
307,Kralle::N,ххяппа,nags
308,Schwanz::N,магъ,бӧж
309,Schwanz::N,магъ,ļipa
310,Ei::N,ккунук,кольк
311,Ei::N,ккунук,ola
312,Nest::N,кюру,поз
313,Nest::N,кюру,ligzda
314,Bau::N,цукъуккутӏ,горс
315,Bau::N,цукъуккутӏ,пырмӧс
316,Bau::N,цукъуккутӏ,гу
317,Bau::N,цукъуккутӏ,ala
318,Tier::N,хӏайван,пемӧс
319,Tier::N,хӏайван,dzīvnieks
320,Herde::N,газу,стада
321,Herde::N,газу,кельӧб
322,Herde::N,газу,ganāmpulks
323,Kuh::N,оьл,мӧс
324,Kuh::N,оьл,govs
325,Bulle::N,ниц,ӧш
326,Bulle::N,ниц,bullis
327,Pferd::N,чу,вӧв
328,Pferd::N,чу,zirgs
329,Schaf::N,тта,ыж
330,Schaf::N,тта,aita
331,Schwein::N,дунгъуз,порсь
332,Schwein::N,дунгъуз,cūka
333,Hund::N,ккаччи,пон
334,Hund::N,ккаччи,suns
335,Katze::N,ччиту,кань
336,Katze::N,ччиту,kaķis
337,Bär::N,цуша,ош
338,Bär::N,цуша,lācis
339,Eichhörnchen::N,бюрхттукку,ур
340,Eichhörnchen::N,бюрхттукку,vāvere
341,Elch::N,ниц-бюрин,йӧра
342,Elch::N,ниц-бюрин,alnis
343,Fuchs::N,цулчӏа,руч
344,Fuchs::N,цулчӏа,lapsa
345,Fuchs::N,куча цулчӏа,руч
346,Fuchs::N,куча цулчӏа,lapsa
347,Hase::N,бюрх,кӧч
348,Hase::N,бюрх,zaķis
349,Maus::N,кӏулу,шыр
350,Maus::N,кӏулу,pele
351,Wolf::N,барцӏ,кӧин
352,Wolf::N,барцӏ,vilks
353,Vogel::N,лелуххи,кай
354,Vogel::N,лелуххи,лэбач
355,Vogel::N,лелуххи,putns
356,Schwarm::N,гьухъала,чукӧр
357,Schwarm::N,гьухъала,spiets
358,Huhn::N,аьнакӏи,курӧг
359,Huhn::N,аьнакӏи,vista
360,Hahn::N,ажари,петук
361,Hahn::N,ажари,gailis
362,Gans::N,къаз,дзодзӧг
363,Gans::N,къаз,zoss
364,Adler::N,барзу,кутш
365,Adler::N,барзу,ērglis
366,Ente::N,урдак,утка
367,Ente::N,урдак,pīle
368,Eule::N,ису,сюзь
369,Eule::N,ису,pūce
370,Eule::N,ччиккумяв,сюзь
371,Eule::N,ччиккумяв,pūce
372,Kranich::N,кьурукь,тури
373,Kranich::N,кьурукь,dzērve
374,Krähe::N,хъатӏу,рака
375,Krähe::N,хъатӏу,vārna
376,Kuckuck::N,ччикку,кӧк
377,Kuckuck::N,ччикку,dzeguze
378,Schwan::N,урттил къаз,юсь
379,Schwan::N,урттил къаз,gulbis
380,Fisch::N,чавахъ,чери
381,Fisch::N,чавахъ,zivs
382,Schlange[Tier]::N,шатта,кый
383,Schlange[Tier]::N,шатта,čūska
384,Wurm::N,кьюнукьай шатта,номыр
385,Wurm::N,кьюнукьай шатта,tārps
386,Spinne::N,ххялцу,черань
387,Spinne::N,ххялцу,zirneklis
388,Ameise::N,митӏикьукьу,кодзувкот
389,Ameise::N,митӏикьукьу,skudra
390,Mücke::N,мичӏак,ном
391,Mücke::N,мичӏак,ods
392,Fliege::N,зимиз,гут
393,Fliege::N,зимиз,muša
394,Schmetterling::N,чӏимучӏали,бобув
395,Schmetterling::N,чӏимучӏали,tauriņš
396,Beere::N,хӏаллил ахъулсса,тусь
397,Beere::N,хӏаллил ахъулсса,вотӧс
398,Beere::N,хӏаллил ахъулсса,oga
399,Apfel::N,гьивч,яблӧг
400,Apfel::N,гьивч,ābols
401,Pilz::N,ттуккул иис,тшак
402,Pilz::N,ттуккул иис,sēne
403,Zwiebel::N,лаччул чсмусул бакӏ,луккок
404,Zwiebel::N,лаччул чсмусул бакӏ,йӧнгыль
405,Zwiebel::N,лаччул чсмусул бакӏ,sīpols
406,Saat::N,гьанна,тусь
407,Saat::N,гьанна,кӧйдыс
408,Saat::N,гьанна,sēkla
409,Korn::N,къама,тусь
410,Korn::N,къама,grauds
411,Heu::N,ххулув,турун
412,Heu::N,ххулув,siens
413,Schale::N,ккиртту,кор
414,Schale::N,ккиртту,čaula
415,Schale::N,ккиртту,čaumala
416,Grube::N,кӏаланг,гу
417,Grube::N,кӏаланг,bedre
418,Falle::N,къатӏа,лэч
419,Falle::N,къатӏа,slazds
420,Falle::N,къатӏа,lamatas
421,Schlinge::N,хӏатӏ,лэч
422,Schlinge::N,хӏатӏ,cilpa
423,Spur::N,ша,туй
424,Spur::N,ша,pēda
425,Asche::N,лах,пӧм
426,Asche::N,лах,pelni
427,Dreck::N,кьяркьи,няйт
428,Dreck::N,кьяркьи,dubļi
429,Dreck::N,венп,няйт
430,Dreck::N,венп,dubļi
431,Eisen::N,мах,кӧрт
432,Eisen::N,мах,dzelzs
433,Gold::N,муси,зарни
434,Gold::N,муси,zelts
435,Silber::N,арцу,эзысь
436,Silber::N,арцу,sudrabs
437,Kohle::N,кӏалаш,шом
438,Kohle::N,кӏалаш,ogle
439,Kohle::N,хъуручӏ,шом
440,Kohle::N,хъуручӏ,ogle
441,Glas::N,пюрун,стеклӧ
442,Glas::N,пюрун,stikls
443,Lehm::N,сина аьрщи,сёй
444,Lehm::N,сина аьрщи,māls
445,Sand::N,къун,лыа
446,Sand::N,къун,smiltis
447,Mensch::N,инсан,морт
448,Mensch::N,инсан,cilvēks
449,Mann::N,чув,аймӧрт
450,Mann::N,чув,мужичӧй
451,Mann::N,чув,vīrietis
452,Mann::N,адимина,аймӧрт
453,Mann::N,адимина,мужичӧй
454,Mann::N,адимина,vīrietis
455,Frau::N,щарсса,ань
456,Frau::N,щарсса,нывбаба
457,Frau::N,щарсса,sieviete
458,Frau::N,хъамитайпа,ань
459,Frau::N,хъамитайпа,нывбаба
460,Frau::N,хъамитайпа,sieviete
461,Kind::N,чӏиви оьрчӏ,кага
462,Kind::N,чӏиви оьрчӏ,bērns
463,Junge::N,оьрчӏ,пи
464,Junge::N,оьрчӏ,zēns
465,Junge::N,оьрчӏ,puika
466,Junge::N,оьрчӏ,puisis
467,Junge::N,бурхьин оьрчӏ,пи
468,Junge::N,бурхьин оьрчӏ,zēns
469,Junge::N,бурхьин оьрчӏ,puika
470,Junge::N,бурхьин оьрчӏ,puisis
471,Mädchen::N,душ,ныв
472,Mädchen::N,душ,meiča
473,Mädchen::N,душ,skuķis
474,Mädchen::N,душ,meitene
475,Familie::N,кулпат,семья
476,Familie::N,кулпат,ģimene
477,Großvater::N,ттатта,пӧль
478,Großvater::N,ттатта,vecaistēvs
479,Großvater::N,ниттил ппу,пӧль
480,Großvater::N,ниттил ппу,vecaistēvs
481,Großmutter::N,буттал нину,баб
482,Großmutter::N,буттал нину,vecāmāte
483,Eltern::N,нину-ппу,ай-мам
484,Eltern::N,нину-ппу,бать-мам
485,Eltern::N,нину-ппу,vecāki
486,Vater::N,ппу,бать
487,Vater::N,ппу,ай
488,Vater::N,ппу,tēvs
489,Mutter::N,нину,мам
490,Mutter::N,нину,māte
491,Sohn::N,арс,пи
492,Sohn::N,арс,dēls
493,Tochter::N,душ,ныв
494,Tochter::N,душ,meita
495,Bruder::N,уссу,вок
496,Bruder::N,уссу,brālis
497,Schwester::N,ссу,чой
498,Schwester::N,ссу,māsa
499,Onkel::N,буттауссу,дядь
500,Onkel::N,буттауссу,tēvocis
501,Tante::N,буттал ссу,тьӧт
502,Tante::N,буттал ссу,tante
503,Ehemann::N,лас,верӧс
504,Ehemann::N,лас,vīrs
505,Ehefrau::N,щар,гӧтыр
506,Ehefrau::N,щар,sieva
507,Ehefrau::N,щарсса,гӧтыр
508,Ehefrau::N,щарсса,sieva
509,Freude::N,шадшиву,радлун
510,Freude::N,шадшиву,prieks
511,Freude::N,ххаришиву,радлун
512,Freude::N,ххаришиву,prieks
513,Gelächter::N,хъяхъаву,серам
514,Gelächter::N,хъяхъаву,smiekli
515,Glück::N,талихӏ,шуд
516,Glück::N,талихӏ,laime
517,Kummer::N,дард,шог
518,Kummer::N,дард,bēdas
519,Kummer::N,дард,raizes
520,Wunsch::N,мурад,кӧсйӧм
521,Wunsch::N,мурад,vēlme
522,Wunsch::N,мурад,vēlējums
523,Lust::N,гьавас,кыскӧм
524,Lust::N,гьавас,радейтӧм
525,Lust::N,гьавас,kāre
526,Lust::N,ччаву,кыскӧм
527,Lust::N,ччаву,радейтӧм
528,Lust::N,ччаву,kāre
529,Geist::N,рухӏ,лов
530,Geist::N,рухӏ,gars
531,Gedanke::N,пикри,мӧвп
532,Gedanke::N,пикри,doma
533,Gedächtnis::N,дакӏний личӏаву,паметь
534,Gedächtnis::N,дакӏний личӏаву,atmiņa
535,Verstand::N,аькьлу,вежӧр
536,Verstand::N,аькьлу,prāts
537,Sinn::N,мяъна,мог
538,Sinn::N,мяъна,вежӧртас
539,Sinn::N,мяъна,nozīme
540,Grund::N,багьана,помка
541,Grund::N,багьана,pamats
542,Grund::N,багьана,iemesls
543,Wahrheit::N,тӏайламур,збыль
544,Wahrheit::N,тӏайламур,збыльтор
545,Wahrheit::N,тӏайламур,taisnība
546,Wahrheit::N,тӏайламур,patiesība
547,Wahrheit::N,хӏакьмур,збыль
548,Wahrheit::N,хӏакьмур,збыльтор
549,Wahrheit::N,хӏакьмур,taisnība
550,Wahrheit::N,хӏакьмур,patiesība
551,Gespräch::N,ихтилат,сёрни
552,Gespräch::N,ихтилат,saruna
553,Märchen::N,магьа,мойд
554,Märchen::N,магьа,pasaka
555,Erzählung::N,хавар,висьт
556,Erzählung::N,хавар,stāsts
557,Erzählung::N,хавар,nostāsts
558,Nachricht::N,хавар,юӧртӧм
559,Nachricht::N,хавар,ziņa
560,Neuigkeit::N,хавар,выльтор
561,Neuigkeit::N,хавар,jaunums
562,Name::N,цӏа,ним
563,Name::N,цӏа,vārds
564,Rätsel::N,ссигьа,нӧдкыв
565,Rätsel::N,ссигьа,mīkla
566,Rede::N,гъалгъа,сёрни
567,Rede::N,гъалгъа,runa
568,Sprache::N,маз,кыв
569,Sprache::N,маз,valoda
570,Stimme::N,чӏу,гӧлӧс
571,Stimme::N,чӏу,вом шы
572,Stimme::N,чӏу,balss
573,Stimme::N,чӏукӏа,гӧлӧс
574,Stimme::N,чӏукӏа,вом шы
575,Stimme::N,чӏукӏа,balss
576,Wort::N,махъ,кыв
577,Wort::N,махъ,vārds
578,Zeichen::N,лишан,пас
579,Zeichen::N,лишан,zīme
580,Lärm::N,чӏу,шы
581,Lärm::N,чӏу,зык
582,Lärm::N,чӏу,зычитӧм
583,Lärm::N,чӏу,troksnis
584,Laut::N,чӏу,шы
585,Laut::N,чӏу,skaņa
586,Ton::N,чӏу,шы
587,Ton::N,чӏу,tonis
588,Lied::N,балай,сьылан
589,Lied::N,балай,сьыланкыв
590,Lied::N,балай,dziesma
591,Ruhe::N,дигьалагру,чӧв
592,Ruhe::N,дигьалагру,miers
593,Leute::N,инсантал,йӧз
594,Leute::N,инсантал,войтыр
595,Leute::N,инсантал,ļaudis
596,Leute::N,инсантал,cilvēki
597,Volk::N,ил,йӧз
598,Volk::N,ил,войтыр
599,Volk::N,ил,tauta
600,Volk::N,халкь,йӧз
601,Volk::N,халкь,войтыр
602,Volk::N,халкь,tauta
603,Arbeit::N,заву,удж
604,Arbeit::N,заву,darbs
605,Gast::N,хъамаличу,гӧсть
606,Gast::N,хъамаличу,viešņa
607,Gast::N,хъамаличу,ciemiņš
608,Geschenk::N,бухчакарши,козин
609,Geschenk::N,бухчакарши,dāvana
610,Geschenk::N,лажинккакку,козин
611,Geschenk::N,лажинккакку,dāvana
612,Spiel::N,тӏуркӏу,ворсан
613,Spiel::N,тӏуркӏу,rotaļa
614,Gesellschaft::N,жямат,котыр
615,Gesellschaft::N,жямат,biedrība
616,Gesellschaft::N,жямат,kompānija
617,Gesellschaft::N,ккуран,котыр
618,Gesellschaft::N,ккуран,biedrība
619,Gesellschaft::N,ккуран,kompānija
620,Hilfe::N,кумаг,отсӧг
621,Hilfe::N,кумаг,palīdzība
622,Freund::N,дус,ёрт
623,Freund::N,дус,draugs
624,Kamerad::N,хӏаласу,ёрт
625,Kamerad::N,хӏаласу,biedrs
626,Angelegenheit::N,иш,мог
627,Angelegenheit::N,иш,делӧ
628,Angelegenheit::N,иш,darīšana
629,Anzahl::N,аьдад,лыд
630,Anzahl::N,аьдад,тшӧт
631,Anzahl::N,аьдад,skaits
632,Anzahl::N,аьдад,daudzums
633,Art::N,жинс,сикас
634,Art::N,жинс,suga
635,Art::N,жинс,šķira
636,Stück::N,касак,тор
637,Stück::N,касак,gabals
638,Teil::N,бутӏа,юкӧн
639,Teil::N,бутӏа,daļa
640,Hälfte::N,дачӏи,пӧв
641,Hälfte::N,дачӏи,джын
642,Hälfte::N,дачӏи,puse
643,Kreis::N,кюрщан,кытш
644,Kreis::N,кюрщан,aplis
645,Kreis::N,кюрщан,riņķis
646,Kreuz::N,ххач,перна
647,Kreuz::N,ххач,крест
648,Kreuz::N,ххач,krusts
649,Linie::N,щва,визь
650,Linie::N,щва,līnija
651,Strich::N,щва,визь
652,Strich::N,щва,svītra
653,Abstand::N,манзил,кост
654,Abstand::N,манзил,коласт
655,Abstand::N,манзил,atstarpe
656,Entfernung::N,манзил,ылна
657,Entfernung::N,манзил,attālums
658,Entfernung::N,манзил,atstatums
659,Gegend::N,кӏану,му-ва
660,Gegend::N,кӏану,apvidus
661,Gegend::N,кӏану,apgabals
662,Ort::N,кӏану,ин
663,Ort::N,кӏану,места
664,Ort::N,кӏану,vieta
665,Seite::N,чул,бок
666,Seite::N,чул,ӧтарладор
667,Seite::N,чул,sāns
668,Seite::N,чулухалу,бок
669,Seite::N,чулухалу,ӧтарладор
670,Seite::N,чулухалу,sāns
671,Mitte::N,дя,шӧр
672,Mitte::N,дя,vidus
673,Gegenstand::N,зат,кӧлуй
674,Gegenstand::N,зат,priekšmets
675,Sache::N,зат,добра
676,Sache::N,зат,lieta
677,Rand::N,зума,дор
678,Rand::N,зума,mala
679,Rand::N,зума,apmale
680,Ecke::N,мурцӏу,пельӧс
681,Ecke::N,мурцӏу,kakts
682,Ecke::N,мурцӏу,stūris
683,Spitze::N,мицӏ,йыв
684,Spitze::N,мицӏ,smaile
685,Spitze::N,мицӏ,galotne
686,Ende::N,зума,пом
687,Ende::N,зума,gals
688,Ende::N,зума,uzgalis
689,Loch::N,ккутӏ,розь
690,Loch::N,ккутӏ,caurums
691,Winkel::N,мурцӏу,пельӧс
692,Winkel::N,мурцӏу,leņķis
693,Muster::N,накьич,сер
694,Muster::N,накьич,piemērs
695,Länge::N,лахъишиву,кузьта
696,Länge::N,лахъишиву,garums
697,Höhe::N,лахъшиву,джуджда
698,Höhe::N,лахъшиву,augstums
699,Gewicht::N,дуццин,сьӧкта
700,Gewicht::N,дуццин,сьӧкталун
701,Gewicht::N,дуццин,svars
702,Gewicht::N,дуццин,smagums
703,Gewicht::N,кӏушиву,сьӧкта
704,Gewicht::N,кӏушиву,сьӧкталун
705,Gewicht::N,кӏушиву,svars
706,Gewicht::N,кӏушиву,smagums
707,Haufen::N,бакӏу,чукӧр
708,Haufen::N,бакӏу,čupa
709,Haufen::N,бакӏу,grēda
710,Haufen::N,бакӏу,kaudze
711,Reihe::N,кьюкьа,рад
712,Reihe::N,кьюкьа,rinda
713,Reihe::N,кьюкьа,virkne
714,Boot::N,луткка,пыж
715,Boot::N,луткка,laiva
716,Ruder::N,весло,пелыс
717,Ruder::N,весло,ӧпаснӧй
718,Ruder::N,весло,airis
719,Ruder::N,весло,irklis
720,Ruder::N,чӏатӏа,пелыс
721,Ruder::N,чӏатӏа,ӧпаснӧй
722,Ruder::N,чӏатӏа,airis
723,Ruder::N,чӏатӏа,irklis
724,Schlitten::N,чана,дадь
725,Schlitten::N,чана,ragavas
726,Schlitten::N,санкка,дадь
727,Schlitten::N,санкка,ragavas
728,Ski::N,лижарду,лызь
729,Ski::N,лижарду,slēpe
730,Lagerfeuer::N,къавтӏн,бипур
731,Lagerfeuer::N,къавтӏн,ugunskurs
