,Concept_ID,ta,ce
670,ihr::PRN,நீங்கள்,шу
671,sie::PRN,அவர்கள்,уьш
672,was::FPRN,என்ன,хӏун
673,wer::FPRN,யார்,мила
674,wo::FADV,எங்கே,мичaхь
675,wohin::FADV,எதற்கு,мича
676,wie::FADV,எப்படி,муха
677,warum::FADV,ஏன்,хӏунда
678,wieviel::FNUM,எவ்வளவு,мел
679,wieviel::FNUM,எவ்வளவு,маса
680,eins::NUM,ஒன்று,цхьаъ
681,zwei::NUM,இரண்டு,шиъ
682,drei::NUM,மூன்று,кхоъ
683,vier::NUM,நான்கு,диъ
684,fünf::NUM,ஐந்து,пхиъ
685,sechs::NUM,ஆறு,ялх
686,sieben::NUM,ஏழு,ворхӏ
687,acht::NUM,எட்டு,бархӏ
688,neun::NUM,ஒன்பது,исс
689,zehn::NUM,பத்து,итт
690,elf::NUM,பதினொன்று,цхьайтта
691,zwölf::NUM,பன்னிரண்டு,шийтта
692,zwanzig::NUM,இருபது,ткъа
693,dreißig::NUM,முப்பது,ткъе итт
694,vierzig::NUM,நாற்பது,шовзткъа
695,fünfzig::NUM,ஐமபது,шовзткъе итт
696,sechzig::NUM,அறுபது,кхузткъа
697,siebzig::NUM,எழுபது,кхузткъе итт
698,achtzig::NUM,எண்பது,дезткъа
699,neunzig::NUM,தொன்னூறு,дезткъе итт
700,hundert::NUM,நூறு,бӏе
701,tausend::NUM,ஆயிரம்,эзар
702,und::CNJ,மற்றும்,a
703,oder::CNJ,அல்லது,я
704,stehen::V,நில்,латта
705,sitzen::V,உட்கார்,хиъна ӏан
706,liegen::V,படு,ӏилла
707,hängen::V,தொங்கச் செய்,кхаза
708,werden::V,ஆகு,хила
709,passieren::V,நிகழ்,хила
710,beginnen::V,ஆரம்பி,доло
711,enden::V,முடி,дӏадерза
712,wechseln::V,மாற்று,хийца
713,aufgehen[Sonne]::V,உயர எழு,кхета
714,untergehen[Sonne]::V,பொறுத்து,чубуза
715,scheinen[Sonne]::V,பிரகாசி,серло яла
716,donnern::V,இடி,къекъа
717,wehen::V,வீசு,хьекха
718,strömen::V,பாயதல்,эха
719,fließen::V,நீரோட்டம் போக்கில் போ,охьаэха
720,sich drehen::V,சுழல்,хьийза
721,schwanken::V,தள்ளாடு,леста
722,schwingen::V,ஆடு,лесто
723,fallen::V,விழு,охьакхета
724,brennen::V,எரி,дага
725,rauchen::V,பகை பிடி,оза
726,regnen::V,மழை பெய்,догlа догlу
727,gefrieren::V,உறைந்துவிடு,гӏоро
728,tauen::V,உருகு,даша
729,schmelzen::V,உருகு,лала
730,trocknen::V,உலர்த்து,дакъо
731,sieden::V,கொதிக்க வை,кхехка
732,faulen::V,அழுகச் செய்,дахкадала
733,verfaulen::V,அழுகச் செய்,дахкадала
734,reißen::V,திடீரென அறு,хеда
735,versinken::V,மூழ்கு,хичудаха
736,vergehen::V,கடந்துசெல்,дlаэха
737,erscheinen::V,தோன்றச்,схьадала
738,erscheinen::V,தோன்றச்,ӏоттадала
739,verschwinden::V,மறைந்து போ,къайладала
740,sinken::V,பதைவுறு,лахдала
741,abnehmen::V,குறை,
742,zunehmen::V,உயர்த்து,лакхадала
743,steigen::V,உயர எழு,хьаладала
744,wachsen::V,வளர்,кхиа
745,glänzen::V,மிளிர்,лепа
746,funkeln::V,பிரகாசி,къега
747,lärmen::V,கொம்பு,гӏовгӏаян
748,läuten::V,மணியொலியிசை,детта
749,klingeln::V,மணி அடி,дека
750,klirren::V,கிலுங்கு,дека
751,brausen::V,இரைதல்,хьаьдда даха
752,rauschen::V,சலசலப்பு,леста
753,klingen::V,சிலம்புதல்,дека
754,bellen::V,குரை,лета
755,heulen::V,ஊளையிடு,угӏа
756,blasen::V,ஊது,хӏуп баха
757,pfeifen::V,சீழ்க்கை எழப்பு,шок етта
758,schreien::V,கூச்சலிடு,мохь бетта
759,stöhnen::V,வேதனை,узарш дан
760,zittern::V,நடுங்கு,дега
761,leben::V,உயிருடனிரு,даха
762,geboren werden::V,பிற,хила
763,atmen::V,சுவாசி,садеӏа
764,trinken::V,குடி,мала
765,essen::V,சாப்பிடு,кхалла
766,schlucken::V,முழுங்கு,къурдбан
767,müde werden::V,கையயர்தல்,кӏаддала
768,einschlafen::V,தூங்க,наб кхета
769,schlafen::V,தூங்கு,вижа
770,schlafen::V,தூங்கு,наб ян
771,schlafen::V,தூங்கு,дижина хила
772,aufwachen::V,எழுப்பு,самадала
773,aufstehen::V,எழுந்திரு,гӏатта
774,sich erholen::V,இளைப்பாறு,садаӏа
775,krank werden::V,விழுதல்,цомгуш хила
776,krank sein::V,நருக்கலாயிருக்க,цомгуш хила
777,schmerzen::V,நோவுறு,лаза
778,schmerzen::V,நோவுறு,ӏийжа
779,husten::V,இருமு,йовхарш етта
780,genesen::V,குணம் அடை,тадала
781,sterben::V,மரணமடை,дала
782,umkommen::V,நசி,хӏаллакхила
783,sich bewegen::V,நகர்த்து,лела
784,sich rühren::V,அசை,меттахъхьен
785,sich erheben::V,எழுந்து நில்,хьалагlатта
786,sich setzen::V,உட்கார்,хаа
787,hinfallen::V,விழு,дожа
788,hinfallen::V,விழு,охьакхета
789,laufen::V,நட,вада
790,laufen::V,நட,хьада
791,schreiten::V,கவடுவைத்தல்,болар дан
792,schreiten::V,கவடுவைத்தல்,ког баккха
793,spazierengehen::V,உலவு,доладала
794,eilen::V,விரைந்து,сихдала
795,sich beeilen::V,அவசரப்படுத்து,сихдала
796,sausen::V,விரைந்து செல்,
797,rennen::V,ஓடு,дада
798,springen::V,குதி,ирхкхийсадала
799,klettern::V,ஏறு,тӏедийла
800,schaukeln::V,தள்ளாடு,техко
801,kriechen::V,மெதுவாக நடந்து செல்,такха
802,schwimmen::V,நீந்து,некадан
803,tauchen::V,மூழ்கி நீச்சலடி,чулелха
804,rudern::V,துடுப்புப் போடு,дига лело
805,rudern::V,துடுப்புப் போடு,кема лело
806,fahren::V,ஓட்டு,хахка
807,fliegen::V,பற,тӏемадала
808,gehen::V,போ,лeла
809,weggehen::V,விலகிச் செல்,дӏадаха
810,abfahren::V,புறப்பட்டுச் செல்,дӏадаха
811,anhalten::V,நின்றுவிடு,саца
812,hineingehen::V,மறையச் செய்,чудала
813,eintreten::V,நுழை,чудала
814,kommen::V,வா,кхача
815,kommen::V,வா,дӏакхача
816,kommen::V,வா,схьакхача
817,ankommen::V,வநது சேர்,кхача
818,ankommen::V,வநது சேர்,схьакхача
819,zurückkommen::V,திரும்பி வா,юхада
820,bleiben::V,இரு,диса
821,warten::V,தாமதி,хьежа
822,warten::V,தாமதி,cобар дан
823,erwarten::V,எதிர்நோக்கு,хьоьжуш ӏан
824,suchen::V,தேடு,леха
825,finden::V,கண்டுபிடி,каро
826,versuchen::V,முயற்சி செய்,дан хьажа
827,vorbereiten::V,ஆயத்தம் செய்,кечъян
828,lieben::V,அன்பு செலுத்து,деза
829,mögen::V,விரும்பு,безамхила
830,lachen::V,சிரி,дела
831,rühren::V,இதயத்தைத் தொடு,хьедан
832,weinen::V,அழு,делха
833,schimpfen::V,சாபமிடு,чехо
834,sich ärgern::V,கோப்பபடு,оьгӏазъэха
835,sich fürchten::V,பயப்படு,кхера
836,fürchten::V,பயப்படுத்து,кхера
837,fliehen::V,ஓடு,дӏадада
838,flüchten::V,தப்பிவிடு,дӏадада
839,sehen::V,பார்,ган
840,anschauen::V,கூர்ந்து கவனி,хьажа
841,anschauen::V,கூர்ந்து கவனி,хьежа
842,ansehen::V,கவனி,хьовса
843,hören::V,கேள்,хаза
844,zuhören::V,சுவைத்துப் பார்,ладогӏа
845,probieren::V,ருசி,хьажа
846,riechen::V,முகர்ந்து பார்,хьожа яха
847,fühlen::V,தொட்டுணர்,хаадала
848,scheinen::V,காணப்படு,мотта
849,zu sehen sein::V,தோன்றுதல்,гуш хила
850,vernehmen::V,கேள்,бартхатта
851,frieren::V,குதுகுதுகு,гӏоро
852,tun::V,செய்,дан
853,können::V,இயல்வது,дадала
854,wollen::V,விரும்பு,тӏергӏа
855,anfangen::V,தொடங்கு,доло
856,beenden::V,முடி,довла
857,aufhören::V,நிறுத்து,саца
858,gelingen::V,வெற்றி,кадала
859,geraten::V,ஏற்படுத்து,хила
860,öffnen::V,திற,дӏаделла
861,öffnen::V,திற,схьаделла
862,schließen::V,மூடு,къовла
863,schließen::V,மூடு,дӏачӏагӏа
864,stellen::V,வை,хlотто
865,setzen::V,வை,дийгӏа
866,legen::V,பரப்பி வை,охьадилла
867,berühren::V,பதி,хьедан
868,verbinden::V,சேர்,вовшахтаса
869,bedecken::V,உறைபோடு,тилла
870,bedecken::V,உறைபோடு,тӏетаса
871,aufhängen::V,தொங்கவிடு,хьалаолла
872,anzünden::V,எரியூட்டு,лато
873,aufheben::V,பொறுக்கி எடு,айа
874,zurücklassen::V,விட்டுச் செல்,дита
875,verlieren::V,இழ,дайа
876,fallen lassen::V,அளவில் குறைவு,охьадожо
877,machen::V,தயார்செய்,дан
878,herstellen::V,உற்பத்தி செய்,дан
879,bauen::V,கட்டு,гӏишлоян
880,reparieren::V,பழுது பார்,тадан
881,verbessern::V,மேம்படுத்து,нисдан
882,ändern::V,மாற்றி அமை,хийца
883,graben::V,குழி வெட்டு,ахка
884,beugen::V,வனை,сатто
885,biegen::V,வனை,сатто
886,drehen::V,சுழல்,хьовзо
887,wenden::V,குடைகவிழு,
888,umdrehen::V,சுற்றும் முற்றும் பார்,хьовзo
889,heben::V,தூக்கு,айа
890,heben::V,தூக்கு,хьалаайа
891,hochheben::V,தூக்கு,хьалаайа
892,ergreifen::V,பறி,дӏалаца
893,halten::V,பிடித்துக் கொள்,латто
894,drücken::V,அழுத்து,тӏетаӏо
895,schieben::V,தள்ளு,татта
896,kratzen::V,கீறு,мӏараш тийса
897,lecken::V,நக்கு,мотт хьекха
898,beißen::V,கடி,катoха
899,abreißen::V,கிழி,схьадаккха
900,abschneiden::V,வெட்டி எடு,кхада
901,binden::V,கட்டு,дӏадехка
902,binden::V,கட்டு,вовшахтаса
903,stecken::V,பதிய வை,чудахийта
904,brechen::V,உடை,кагдан
905,klopfen::V,தட்டு,детта
906,hauen::V,அடி,етта
907,kleben::V,ஒட்டு,тӏелато
908,reiben::V,தேய்,хьекхо
909,streichen::V,பரவச்செய்,тlехьакха
910,schleifen::V,அரை,ирдан
911,schneiden::V,துண்டாக்கு,ларга
912,rütteln::V,மெல்ல தள்ளு,лесто
913,schütteln::V,குலுக்கு,лесто
914,schwenken::V,ஊஞ்சலாடு,лесто
915,schütten::V,ஊற்று,дотта
916,füllen::V,நிரப்பு,дуза
917,einwickeln::V,சுற்று,хьарчо
918,tragen::V,எடுத்துச் செல்,дахьа
919,schleppen::V,இழுத்துச் செல்,ийзо
920,ziehen::V,இழு,озо
921,aufbewahren::V,வைத்துக் கொள்,ӏалашдан
922,werfen::V,வீசி எறி,кхосса
923,fangen::V,பிடி,леца
924,packen::V,பிடித்துக்கொள்,леца
925,verstecken::V,மறை,къайладаккха
926,teilen::V,பாகங்களாகப் பிரி,декъа
927,schicken::V,அனுப்பு,дӏадахьийта
928,bringen::V,கொண்டு வா,дан
929,hinzufügen::V,சேர்,тӏетоха
930,bekommen::V,பெறு,даккха
931,erhalten::V,பெறு,даккха
932,nehmen::V,எடு,схьаэца
933,wählen::V,தேர்ந்தெடு,харжа
934,auswählen::V,தேர்ல்தெடு,харжа
935,bewahren::V,கெடாது பேணு,lалашдан
936,behindern::V,தடங்கல் செய்,новкъарло ян
937,verderben::V,நாசமாக்கு,талхо
938,beschädigen::V,சேதப்படுத்து,дохо
939,zerbrechen::V,உடை,дохо
940,zerbrechen::V,உடை,кагдан
941,zerreißen::V,கிழி,хадо
942,zerstören::V,அழி,дохо
943,zerstören::V,அழி,кагдан
944,verbrennen::V,எரியூட்டு,даго
945,geben::V,கொடு,яла
946,reichen::V,வழங்கு,дӏадала
947,reichen::V,வழங்கு,дӏакховдо
948,schenken::V,மொயத்தல்,совгӏат дан
949,versprechen::V,உறுதியளி,ваӏда дан
950,wünschen::V,ஆசைப்படு,лаа
951,loben::V,புகழ்ச்சி கூறு,хасто
952,küssen::V,முத்தமிடு,оба яккха
953,wiegen::V,ஆட்டுத்தல்,тахка
954,zudecken::V,உறைபோடு,тӏетаса
955,wecken::V,எழுப்பு,самадаккха
956,zeigen::V,காட்டு,гайта
957,führen::V,வழிகாட்டி,дига
958,lehren::V,சொல்லிக் கொடு,ӏамо
959,unterrichten::V,அறிவுரை கூறு,хьеха
960,aufziehen::V,வளர்,кхио
961,leiten::V,அழைத்துச் செல்,урхалла дан
962,antreiben::V,தூண்டு,сихдан
963,lassen::V,விடு,-йта
964,einladen::V,அழை,кхайкха
965,vereinigen::V,ஒன்றாகச் சேர்,цхьаьнатоха
966,besuchen::V,வருகை புரி,хьажахIотта
967,treffen::V,சந்தி,дуьхьалкхета
968,sich versammeln::V,தொகுப்பு,гулдан
969,spielen::V,விளையாடு,ловза
970,singen::V,பாடு,лакха
971,tanzen::V,நடனமாடு,хелхадала
972,sich trennen::V,தனிப்படடுத்து,къаста
973,verlassen::V,கைவிடு,дита
974,retten::V,காப்பாற்று,кӏелхьардаккха
975,bewachen::V,காவல் செய்,ха дан
976,schützen::V,பாதுகாப்பு செய்,лардан
977,verteidigen::V,எதிர்த்து நில்,лардан
978,sich schlagen::V,பூசலிடு,етта
979,schießen::V,சுட்டுக் கொல்,детта
980,siegen::V,வெற்றி பெறு,тола
981,ärgern::V,எரிச்சலூட்டு,оьгӏаздахийта
982,schlagen::V,அடி,тоха
983,treten::V,உதை,мийра тоха
984,stechen::V,கொட்டு,ӏотта
985,stechen::V,கொட்டு,къовзо
986,stoßen::V,நெருக்கு,татта
987,stehlen::V,திருடு,лачкъо
988,stören::V,தொல்லைகொடு,новкъарло ян
989,belästigen::V,தொல்லை கொடு,сагатдан
990,verbergen::V,மறை,къайладаккха
991,täuschen::V,ஏமாற்று,ӏexo
992,betrügen::V,ஏமாற்று,ледан
993,töten::V,கொல்,ден
994,wohnen::V,தங்கியிரு,даха
995,arbeiten::V,வேலை செய்,къахьега
996,sammeln::V,ஒன்றுசேர்,гулдан
997,pflücken::V,கொய்து எடு,даха
998,jagen::V,வேட்டையாடு,талла
999,fischen::V,மீன் பிடி,чӏерий леца
1000,fassen::V,பிடி,лаца
1001,fassen::V,பிடி,схьалаца
1002,hüten::V,காவல் செய்,лардан
1003,treiben::V,ஓட்டு,лахка
1004,anbinden::V,கட்டு,дӏадехка
1005,füttern::V,உணவளி,хӏума яла
1006,melken::V,பால் கற,оза
1007,hacken::V,வெட்டி எடு,
1008,gießen::V,நீர்ப் பாய்ச்சு,хи тоха
1009,reifen::V,பழு,хьекъа
1010,zubereiten::V,சமையல் செய்,кечъян
1011,zubereiten::V,சமையல் செய்,кхача бан
1012,kochen::V,வேகவை,кхача бан
1013,backen::V,வெப்பத்தில் வாட்டு,датта
1014,braten::V,பொரியச் செய்,кхарза
1015,umrühren::V,கலக்கு,кего
1016,stricken::V,பின்னியிழை,
1017,nähen::V,தையல் வேலை செய்,тега
1018,färben::V,வண்ணம் பெறச் செய்,басардан
1019,reinigen::V,சுத்தம் செய்,цӏандан
1020,waschen::V,கழுவு,йила
1021,waschen::V,கழுவு,йитта
1022,waschen::V,கழுவு,дӏадайа
1023,abwischen::V,துடை,дӏадайа
1024,spülen::V,அலசு,хи кхарза
1025,fegen::V,பெறுக்கு,нуй хьакха
1026,kehren::V,பெறுக்கு,нуй хьакха
1027,baden::V,குளி,лийча
1028,sich waschen::V,கழுவு,юьхь йила
1029,ausziehen::V,கழற்று,духар дӏадаккха
1030,anziehen::V,புனைதல்,
1031,sich anziehen::V,உடுத்துதல்,духа
1032,kämmen::V,தலை வாரிக் கொள்,ехк хьакха
1033,schmücken::V,அழகுபடுத்து,хаздан
1034,sagen::V,சொல்,ала
1035,sprechen::V,பேசு,баха
1036,sprechen::V,பேசு,мотт бийца
1037,reden::V,பெசு,къамел дан
1038,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,къамел дан
1039,fragen::V,கேள்,хатта
1040,bitten::V,வேண்டு,деха
1041,erzählen::V,சொல்,дийца
1042,mitteilen::V,சொல்,хаам бан
1043,nennen::V,பெயரிடுதல்,цӏе яккха
1044,rufen::V,கூச்சலிடு,кхайкха
1045,prahlen::V,தற்பெருமை பேசு,куралла ян
1046,prahlen::V,தற்பெருமை பேசு,дозалла дан
1047,übersetzen::V,மொழிபெயர்ப்பு செய்,гоч дан
1048,denken::V,யோசி,ойла ян
1049,glauben::V,நம்பு,теша
1050,bemerken::V,கவனி,ган
1051,erkennen::V,அடையாளம் கண்டுகொள்,довза
1052,begreifen::V,பற்றிக்கொள்,кхета
1053,verstehen::V,புரிந்து கொள்,кхета
1054,lernen::V,கற்றுக்கொள்,деша
1055,wissen::V,தெரிந்திரு,хаа
1056,sich erinnern an::V,நினைவு கூர்,дагадан
1057,vergessen::V,மற,дицдала
1058,messen::V,அளவிடு,дуста
1059,zählen::V,எண்ணு,дагардан
1060,rechnen::V,கணக்கிடு,лара
1061,lesen::V,படி,еша
1062,malen::V,வண்ணச்சித்திரம்,сурт дилла
1063,zeichnen::V,வரை,сурт дилла
1064,schreiben::V,எழுது,яздан
1065,besitzen::V,உடைமையாகக் கொண்டிரு,доладан
1066,kaufen::V,வாங்கு,эца
1067,verkaufen::V,விற்பனை செய்,дохка
1068,bezahlen::V,இறுத்தல்,мах бала
1069,zahlen::V,பணம் செலுத்து,мах бала
1070,beherrschen::V,ஆட்சிசெய்,собаре хила
1071,ertragen::V,தாங்கு,лан
1072,ertragen::V,தாங்கு,сатоха
1073,ertragen::V,தாங்கு,садетта
