,Concept_ID,,ce
604,bald::ADV,,кеста
605,dann::ADV,,тӏаккха
606,gestern::ADV,,селхана
607,einst::ADV,,цкъа
608,damals::ADV,,хӏетахьь
609,danach::ADV,,тӏаккха
610,vorher::ADV,,хьалхa
611,zuerst::ADV,,хьалха
612,einmal::ADV,,цкъа
613,manchmal::ADV,,цкъаццкъа
614,oft::ADV,,кест-кеста
615,immer::ADV,,даим
616,niemals::ADV,,цкъа а
617,hier::ADV,,кхузахь
618,hierhin::ADV,,кхуза
619,von hier::ADV,,кхузара
620,dort::ADV,,цигахь
621,dorthin::ADV,,цига
622,geradeaus::ADV,,нийса дӏа
623,vorwärts::ADV,,хьалха
624,rückwärts::ADV,,юха
625,zurück::ADV,,юха
626,unten::ADV,,лахахь
627,hinab::ADV,,охьа
628,oben::ADV,,лакхахь
629,hinauf::ADV,,хьала
630,überall::ADV,,массанхьа
631,nicht::ADV,,ца
632,ein wenig::ADV,,кӏеззиг
633,kaum::ADV,,халла
634,sehr::ADV,,вуно
635,noch::ADV,,кхин
636,nur::ADV,,бен ...ца
637,schon::ADV,,хӏинцале
638,wieder::ADV,,юха а
639,vergebens::ADV,,эрна
640,vor::PRP,,хьалха
641,hinter::PRP,,тӏехьа
642,unter::PRP,,кIелахь
643,durch::PRP,,чекх
644,neben::PRP,,юххе
645,zwischen::PRP,,юккъехь
646,wegen::PRP,,дуьхьа
647,dies::PRN,,и
648,dies::PRN,,иза
649,das::PRN,,и
650,das::PRN,,иза
651,alles::PRN,,дерриг
652,ich::PRN,,cо
653,du::PRN,,хьо
654,er::PRN,,и
655,er::PRN,,иза
656,wir::PRN,,тхо
657,wir::PRN,,вай
658,ihr::PRN,,шу
659,sie::PRN,,уьш
660,was::FPRN,,хӏун
661,wer::FPRN,,мила
662,wo::FADV,,мичaхь
663,wohin::FADV,,мича
664,wie::FADV,,муха
665,warum::FADV,,хӏунда
666,wieviel::FNUM,,мел
667,wieviel::FNUM,,маса
668,eins::NUM,,цхьаъ
669,zwei::NUM,,шиъ
670,drei::NUM,,кхоъ
671,vier::NUM,,диъ
672,fünf::NUM,,пхиъ
673,sechs::NUM,,ялх
674,sieben::NUM,,ворхӏ
675,acht::NUM,,бархӏ
676,neun::NUM,,исс
677,zehn::NUM,,итт
678,elf::NUM,,цхьайтта
679,zwölf::NUM,,шийтта
680,zwanzig::NUM,,ткъа
681,dreißig::NUM,,ткъе итт
682,vierzig::NUM,,шовзткъа
683,fünfzig::NUM,,шовзткъе итт
684,sechzig::NUM,,кхузткъа
685,siebzig::NUM,,кхузткъе итт
686,achtzig::NUM,,дезткъа
687,neunzig::NUM,,дезткъе итт
688,hundert::NUM,,бӏе
689,tausend::NUM,,эзар
690,und::CNJ,,a
691,oder::CNJ,,я
692,stehen::V,,латта
693,sitzen::V,,хиъна ӏан
694,liegen::V,,ӏилла
695,hängen::V,,кхаза
696,werden::V,,хила
697,passieren::V,,хила
698,beginnen::V,,доло
699,enden::V,,дӏадерза
700,wechseln::V,,хийца
701,aufgehen[Sonne]::V,,кхета
702,untergehen[Sonne]::V,,чубуза
703,scheinen[Sonne]::V,,серло яла
704,donnern::V,,къекъа
705,wehen::V,,хьекха
706,strömen::V,,эха
707,fließen::V,,охьаэха
708,sich drehen::V,,хьийза
709,schwanken::V,,леста
710,schwingen::V,,лесто
711,fallen::V,,охьакхета
712,brennen::V,,дага
713,rauchen::V,,оза
714,regnen::V,,догlа догlу
715,gefrieren::V,,гӏоро
716,tauen::V,,даша
717,schmelzen::V,,лала
718,trocknen::V,,дакъо
719,sieden::V,,кхехка
720,faulen::V,,дахкадала
721,verfaulen::V,,дахкадала
722,reißen::V,,хеда
723,versinken::V,,хичудаха
724,vergehen::V,,дlаэха
725,erscheinen::V,,схьадала
726,erscheinen::V,,ӏоттадала
727,verschwinden::V,,къайладала
728,sinken::V,,лахдала
729,zunehmen::V,,лакхадала
730,steigen::V,,хьаладала
731,wachsen::V,,кхиа
732,glänzen::V,,лепа
733,funkeln::V,,къега
734,lärmen::V,,гӏовгӏаян
735,läuten::V,,детта
736,klingeln::V,,дека
737,klirren::V,,дека
738,brausen::V,,хьаьдда даха
739,rauschen::V,,леста
740,klingen::V,,дека
741,bellen::V,,лета
742,heulen::V,,угӏа
743,blasen::V,,хӏуп баха
744,pfeifen::V,,шок етта
745,schreien::V,,мохь бетта
746,stöhnen::V,,узарш дан
747,zittern::V,,дега
748,leben::V,,даха
749,geboren werden::V,,хила
750,atmen::V,,садеӏа
751,trinken::V,,мала
752,essen::V,,кхалла
753,schlucken::V,,къурдбан
754,müde werden::V,,кӏаддала
755,einschlafen::V,,наб кхета
756,schlafen::V,,вижа
757,schlafen::V,,наб ян
758,schlafen::V,,дижина хила
759,aufwachen::V,,самадала
760,aufstehen::V,,гӏатта
761,sich erholen::V,,садаӏа
762,krank werden::V,,цомгуш хила
763,krank sein::V,,цомгуш хила
764,schmerzen::V,,лаза
765,schmerzen::V,,ӏийжа
766,husten::V,,йовхарш етта
767,genesen::V,,тадала
768,sterben::V,,дала
769,umkommen::V,,хӏаллакхила
770,sich bewegen::V,,лела
771,sich rühren::V,,меттахъхьен
772,sich erheben::V,,хьалагlатта
773,sich setzen::V,,хаа
774,hinfallen::V,,дожа
775,hinfallen::V,,охьакхета
776,laufen::V,,вада
777,laufen::V,,хьада
778,schreiten::V,,болар дан
779,schreiten::V,,ког баккха
780,spazierengehen::V,,доладала
781,eilen::V,,сихдала
782,sich beeilen::V,,сихдала
783,rennen::V,,дада
784,springen::V,,ирхкхийсадала
785,klettern::V,,тӏедийла
786,schaukeln::V,,техко
787,kriechen::V,,такха
788,schwimmen::V,,некадан
789,tauchen::V,,чулелха
790,rudern::V,,дига лело
791,rudern::V,,кема лело
792,fahren::V,,хахка
793,fliegen::V,,тӏемадала
794,gehen::V,,лeла
795,weggehen::V,,дӏадаха
796,abfahren::V,,дӏадаха
797,anhalten::V,,саца
798,hineingehen::V,,чудала
799,eintreten::V,,чудала
800,kommen::V,,кхача
801,kommen::V,,дӏакхача
802,kommen::V,,схьакхача
803,ankommen::V,,кхача
804,ankommen::V,,схьакхача
805,zurückkommen::V,,юхада
806,bleiben::V,,диса
807,warten::V,,хьежа
808,warten::V,,cобар дан
809,erwarten::V,,хьоьжуш ӏан
810,suchen::V,,леха
811,finden::V,,каро
812,versuchen::V,,дан хьажа
813,vorbereiten::V,,кечъян
814,lieben::V,,деза
815,mögen::V,,безамхила
816,lachen::V,,дела
817,rühren::V,,хьедан
818,weinen::V,,делха
819,schimpfen::V,,чехо
820,sich ärgern::V,,оьгӏазъэха
821,sich fürchten::V,,кхера
822,fürchten::V,,кхера
823,fliehen::V,,дӏадада
824,flüchten::V,,дӏадада
825,sehen::V,,ган
826,anschauen::V,,хьажа
827,anschauen::V,,хьежа
828,ansehen::V,,хьовса
829,hören::V,,хаза
830,zuhören::V,,ладогӏа
831,probieren::V,,хьажа
832,riechen::V,,хьожа яха
833,fühlen::V,,хаадала
834,scheinen::V,,мотта
835,zu sehen sein::V,,гуш хила
836,vernehmen::V,,бартхатта
837,frieren::V,,гӏоро
838,tun::V,,дан
839,können::V,,дадала
840,wollen::V,,тӏергӏа
841,anfangen::V,,доло
842,beenden::V,,довла
843,aufhören::V,,саца
844,gelingen::V,,кадала
845,geraten::V,,хила
846,öffnen::V,,дӏаделла
847,öffnen::V,,схьаделла
848,schließen::V,,къовла
849,schließen::V,,дӏачӏагӏа
850,stellen::V,,хlотто
851,setzen::V,,дийгӏа
852,legen::V,,охьадилла
853,berühren::V,,хьедан
854,verbinden::V,,вовшахтаса
855,bedecken::V,,тилла
856,bedecken::V,,тӏетаса
857,aufhängen::V,,хьалаолла
858,anzünden::V,,лато
859,aufheben::V,,айа
860,zurücklassen::V,,дита
861,verlieren::V,,дайа
862,fallen lassen::V,,охьадожо
863,machen::V,,дан
864,herstellen::V,,дан
865,bauen::V,,гӏишлоян
866,reparieren::V,,тадан
867,verbessern::V,,нисдан
868,ändern::V,,хийца
869,graben::V,,ахка
870,beugen::V,,сатто
871,biegen::V,,сатто
872,drehen::V,,хьовзо
873,umdrehen::V,,хьовзo
874,heben::V,,айа
875,heben::V,,хьалаайа
876,hochheben::V,,хьалаайа
877,ergreifen::V,,дӏалаца
878,halten::V,,латто
879,drücken::V,,тӏетаӏо
880,schieben::V,,татта
881,kratzen::V,,мӏараш тийса
882,lecken::V,,мотт хьекха
883,beißen::V,,катoха
884,abreißen::V,,схьадаккха
885,abschneiden::V,,кхада
886,binden::V,,дӏадехка
887,binden::V,,вовшахтаса
888,stecken::V,,чудахийта
889,brechen::V,,кагдан
890,klopfen::V,,детта
891,hauen::V,,етта
892,kleben::V,,тӏелато
893,reiben::V,,хьекхо
894,streichen::V,,тlехьакха
895,schleifen::V,,ирдан
896,schneiden::V,,ларга
897,rütteln::V,,лесто
898,schütteln::V,,лесто
899,schwenken::V,,лесто
900,schütten::V,,дотта
901,füllen::V,,дуза
902,einwickeln::V,,хьарчо
903,tragen::V,,дахьа
904,schleppen::V,,ийзо
905,ziehen::V,,озо
906,aufbewahren::V,,ӏалашдан
907,werfen::V,,кхосса
908,fangen::V,,леца
909,packen::V,,леца
910,verstecken::V,,къайладаккха
911,teilen::V,,декъа
912,schicken::V,,дӏадахьийта
913,bringen::V,,дан
914,hinzufügen::V,,тӏетоха
915,bekommen::V,,даккха
916,erhalten::V,,даккха
917,nehmen::V,,схьаэца
918,wählen::V,,харжа
919,auswählen::V,,харжа
920,bewahren::V,,lалашдан
921,behindern::V,,новкъарло ян
922,verderben::V,,талхо
923,beschädigen::V,,дохо
924,zerbrechen::V,,дохо
925,zerbrechen::V,,кагдан
926,zerreißen::V,,хадо
927,zerstören::V,,дохо
928,zerstören::V,,кагдан
929,verbrennen::V,,даго
930,geben::V,,яла
931,reichen::V,,дӏадала
932,reichen::V,,дӏакховдо
933,schenken::V,,совгӏат дан
934,versprechen::V,,ваӏда дан
935,wünschen::V,,лаа
936,loben::V,,хасто
937,küssen::V,,оба яккха
938,wiegen::V,,тахка
939,zudecken::V,,тӏетаса
940,wecken::V,,самадаккха
941,zeigen::V,,гайта
942,führen::V,,дига
943,lehren::V,,ӏамо
944,unterrichten::V,,хьеха
945,aufziehen::V,,кхио
946,leiten::V,,урхалла дан
947,antreiben::V,,сихдан
948,lassen::V,,-йта
949,einladen::V,,кхайкха
950,vereinigen::V,,цхьаьнатоха
951,besuchen::V,,хьажахIотта
952,treffen::V,,дуьхьалкхета
953,sich versammeln::V,,гулдан
954,spielen::V,,ловза
