,Concept_ID,sl,sk
816,unten::ADV,spôdaj,dolu
817,unten::ADV,spôdaj,naspodku
818,hinab::ADV,dôl,dolu
819,oben::ADV,gôri,hore
820,oben::ADV,gôri,navrchu
821,oben::ADV,zgôraj,hore
822,oben::ADV,zgôraj,navrchu
823,hinauf::ADV,gôr,hore
824,hinauf::ADV,gôr,navrch
825,überall::ADV,povsód,všade
826,nicht::ADV,ne,nie
827,ein wenig::ADV,málo,trocha
828,kaum::ADV,kómaj,ledva
829,sehr::ADV,zeló,veľmi
830,so::ADV,takó,tak
831,so::ADV,takó,takto
832,noch::ADV,še,ešte
833,nur::ADV,samó,len
834,schon::ADV,žè,už
835,wieder::ADV,spét,zasa
836,vergebens::ADV,zamàn,márne
837,vergebens::ADV,zamàn,nadarmo
838,vergebens::ADV,zastónj,márne
839,vergebens::ADV,zastónj,nadarmo
840,vor::PRP,pred,pred
841,hinter::PRP,za,za
842,unter::PRP,pod,pod
843,durch::PRP,skózi,cez
844,neben::PRP,kràj,pri
845,neben::PRP,kràj,vedľa
846,neben::PRP,póleg,pri
847,neben::PRP,póleg,vedľa
848,zwischen::PRP,med,medzi
849,zwischen::PRP,izmed,medzi
850,wegen::PRP,zarádi,pre
851,wegen::PRP,zarádi,kvôli
852,dies::PRN,tó,to
853,dies::PRN,tó,táto
854,das::PRN,tó,to
855,alles::PRN,vsè,všetko
856,ich::PRN,jàz,ja
857,du::PRN,tí,ty
858,er::PRN,òn,on
859,wir::PRN,mí,my
860,ihr::PRN,ví,vy
861,sie::PRN,ôni,oni
862,was::FPRN,káj,čo
863,wer::FPRN,kdó,kto
864,wo::FADV,kjé,kde
865,wohin::FADV,kám,kam
866,wie::FADV,kakó,ako
867,warum::FADV,zakáj,prečo
868,wieviel::FNUM,kóliko,koľko
869,eins::NUM,êden,jeden
870,zwei::NUM,dvá,dva
871,drei::NUM,trí,tri
872,vier::NUM,štíri,štyri
873,fünf::NUM,pét,päť
874,sechs::NUM,šést,šesť
875,sieben::NUM,sédem,sedem
876,acht::NUM,ósem,osem
877,neun::NUM,devét,deväť
878,zehn::NUM,desét,desať
879,elf::NUM,enájst,jedenásť
880,zwölf::NUM,dvánajst,dvanásť
881,zwanzig::NUM,dvájset,dvadsať
882,dreißig::NUM,trídeset,tridsať
883,vierzig::NUM,štírideset,štyridsať
884,fünfzig::NUM,pétdeset,päťdesiat
885,sechzig::NUM,šéstdeset,šesťdesiat
886,siebzig::NUM,sédemdeset,sedemdesiat
887,achtzig::NUM,ósemdeset,osemdesiat
888,neunzig::NUM,devétdeset,deväťdesiat
889,hundert::NUM,stó,sto
890,tausend::NUM,tísoč,tisíc
891,und::CNJ,in,i
892,oder::CNJ,áli,alebo
893,stehen::V,státi,stáť
894,sitzen::V,sedéti,sedieť
895,liegen::V,ležáti,ležať
896,hängen::V,viséti,visieť
897,werden::V,postáti,stať sa
898,passieren::V,zgodíti se,stať sa
899,beginnen::V,začéti se,začať sa
900,enden::V,končáti se,končiť sa
901,wechseln::V,ménjati se,meniť sa
902,aufgehen[Sonne]::V,vzíti,vychádzať
903,untergehen[Sonne]::V,zaíti,zapadnúť
904,scheinen[Sonne]::V,sijáti,svietiť
905,donnern::V,grméti,hrmieť
906,wehen::V,píhati,viať
907,strömen::V,líti,prúdiť
908,fließen::V,têči,tiecť
909,sich drehen::V,vrtéti se,točiť sa
910,sich drehen::V,vrtéti se,krútiť sa
911,schwanken::V,kolébati,kolísať
912,schwanken::V,kolébati,klátiť sa
913,schwingen::V,níhati,kývať sa
914,schwingen::V,níhati,chvieť sa
915,fallen::V,pádati,padať
916,brennen::V,goréti,páliť
917,brennen::V,goréti,horieť
918,rauchen::V,kadíti se,dymiť sa
919,regnen::V,deževáti,pršať
920,gefrieren::V,zmŕzniti,zamrznút
921,tauen::V,tájati,taviť sa
922,schmelzen::V,kopnéti,taviť sa
923,trocknen::V,sušíti se,schnúť
924,sieden::V,kipéti,vrieť
925,faulen::V,gníti,hniť
926,verfaulen::V,zgníti,zhniť
927,reißen::V,tŕgati se,pretrhnúť sa
928,versinken::V,pogrézniti se,zapadnúť
929,versinken::V,pogrézniti se,potopiť sa
930,vergehen::V,miníti,plynúť
931,erscheinen::V,pojáviti se,objaviť sa
932,verschwinden::V,izgíniti,zmiznúť
933,sinken::V,péšati,klesať
934,abnehmen::V,pojémati,ubúdať
935,zunehmen::V,véčati se,pribúdať
936,zunehmen::V,množíti se,pribúdať
937,steigen::V,dvígati se,stúpať
938,wachsen::V,rásti,rásť
939,glänzen::V,sijáti,jagať sa
940,glänzen::V,sijáti,lesknúť sa
941,funkeln::V,ískriti se,iskriť sa
942,lärmen::V,ropotáti,lomoziť
943,lärmen::V,razgrájati,lomoziť
944,läuten::V,zvoníti,cengať
945,klingeln::V,zvončkljáti,zvoniť
946,klirren::V,žvenketáti,rinčať
947,brausen::V,šuméti,hučať
948,rauschen::V,šuštéti,šumieť
949,rauschen::V,šelestéti,šumieť
950,klingen::V,zvenéti,znieť
951,klingen::V,zvenéti,zvoniť
952,bellen::V,lájati,štekať
953,bellen::V,lájati,brechať
954,heulen::V,zavíjati,vyť
955,blasen::V,píhniti,duť
956,blasen::V,píhniti,fúkať
957,pfeifen::V,pískati,pískať
958,pfeifen::V,pískati,hvízdať
959,pfeifen::V,žvížgati,pískať
960,pfeifen::V,žvížgati,hvízdať
961,schreien::V,kričáti,kričať
962,stöhnen::V,stókati,stenať
963,zittern::V,drgetáti,triasť sa
964,leben::V,živéti,žiť
965,geboren werden::V,rodíti se,narodiť sa
966,atmen::V,díhati,dýchať
967,trinken::V,píti,piť
968,essen::V,jésti,jesť
969,schlucken::V,požírati,zhltnuť
970,müde werden::V,péšati,unaviť sa
971,müde werden::V,utrúditi se,unaviť sa
972,einschlafen::V,zaspáti,usnúť
973,einschlafen::V,zaspáti,zaspať
974,schlafen::V,spáti,spať
975,aufwachen::V,zbudíti se,zobudiť sa
976,aufstehen::V,vstáti,vstať
977,sich erholen::V,oddahníti se,zotavovať sa
978,sich erholen::V,oddahníti se,oddýchovať si
979,krank werden::V,oboléti,ochorieť
980,krank sein::V,bíti bolán,chorieť
981,krank sein::V,bíti bolán,byť chorý
982,schmerzen::V,boléti,bolieť
983,husten::V,kášljati,kašľať
984,genesen::V,okrévati,uzdraviť sa
985,sterben::V,umréti,umrieť
986,sterben::V,umréti,zomrieť
987,umkommen::V,pogíniti,zahynúť
988,sich bewegen::V,zganíti se,pohybovať sa
989,sich rühren::V,premakníti se,hnúť sa
990,sich erheben::V,vstájati,zdvihnúť sa
991,sich erheben::V,vzdígniti se,zdvihnúť sa
992,sich setzen::V,sésti,sadnúť si
993,hinfallen::V,pásti dôl,spadnúť
994,laufen::V,hodíti,bežať
995,schreiten::V,stópati,kráčať
996,spazierengehen::V,na sprehòd íti,prechádzať sa
997,eilen::V,drvéti,súriť
998,sich beeilen::V,hitéti,ponáhľať sa
999,sausen::V,dírkati,hučať
1000,rennen::V,dírjati,bežať
1001,springen::V,skákati,skákať
1002,klettern::V,plézati,liezť
1003,schaukeln::V,kolébati,húpať
1004,schaukeln::V,kolébati,hojdať
1005,kriechen::V,pláziti se,liezť
1006,kriechen::V,pláziti se,plaziť sa
1007,schwimmen::V,plávati,plávať
1008,tauchen::V,potápljati se,ponoriť sa
1009,rudern::V,vesláti,veslovať
1010,fahren::V,vozíti se,ísť
1011,fahren::V,vozíti se,jazdiť
1012,fahren::V,peljáti se,ísť
1013,fahren::V,peljáti se,jazdiť
1014,fliegen::V,létati,letieť
1015,gehen::V,íti,ísť
1016,weggehen::V,odíti,odísť
1017,weggehen::V,odíti,odchádzať
1018,abfahren::V,odpeljáti se,odcestovať
1019,anhalten::V,ustáviti se,zadržať sa
1020,anhalten::V,ustáviti se,zastaviť sa
1021,hineingehen::V,íti nóter,vchádzať
1022,eintreten::V,vstopíti,vojsť
1023,eintreten::V,vstopíti,vstúpiť
1024,kommen::V,príti,prísť
1025,ankommen::V,prispéti,prísť
1026,ankommen::V,prispéti,doraziť
1027,ankommen::V,prihájati,prísť
1028,ankommen::V,prihájati,doraziť
1029,zurückkommen::V,vrníti se,vrátiť sa
1030,bleiben::V,ostáti,ostať
1031,bleiben::V,ostáti,zostať
1032,warten::V,čákati,čakať
1033,erwarten::V,pričakováti,očakávať
1034,suchen::V,iskáti,hľadať
1035,finden::V,nájti,nájsť
1036,versuchen::V,poskúšati,skúsiť
1037,versuchen::V,poskúšati,pokúsiť sa
1038,vorbereiten::V,pripráviti,pripraviť
1039,lieben::V,ljubíti,ľúbiť
1040,lieben::V,ljubíti,milovať
1041,mögen::V,márati,mať rád
1042,lachen::V,smejáti se,smiať sa
1043,rühren::V,ganíti,dojať
1044,weinen::V,jókati,plakať
1045,weinen::V,plákati,plakať
1046,schimpfen::V,psováti,nadávať
1047,schimpfen::V,zmérjati,nadávať
1048,sich ärgern::V,jezíti se,hnevať sa
1049,sich ärgern::V,jezíti se,zlostiť sa
1050,sich fürchten::V,báti se,báť sa
1051,fürchten::V,báti se,báť sa
1052,fliehen::V,bežáti,utekať
1053,flüchten::V,pobégniti,utiecť
1054,sehen::V,vídeti,vidieť
1055,anschauen::V,oglédati,pozrieť sa na
1056,ansehen::V,glédati,pozrieť
1057,hören::V,slíšati,počúvať
1058,zuhören::V,poslúšati,počúvať
1059,probieren::V,poskúšati,ochutnať
1060,riechen::V,dúhati,ňuchať
1061,fühlen::V,čutíti,cítiť
1062,fühlen::V,čutíti,pociťovať
1063,scheinen::V,zdéti se,zdať sa
1064,zu sehen sein::V,vídeti se,byť vidieť
1065,vernehmen::V,čúti,počuť
1066,frieren::V,zébsti,mrznúť
1067,frieren::V,zébsti,oziabať
1068,tun::V,délati,robiť
1069,können::V,môči,môcť
1070,wollen::V,hotéti,chcieť
1071,anfangen::V,začéti,začať
1072,beenden::V,dokončáti,skončiť
1073,aufhören::V,prenéhati,prestať
1074,gelingen::V,uspéti,podariť sa
1075,gelingen::V,posréčiti se,podariť sa
1076,geraten::V,obnêsti se,dariť sa
1077,öffnen::V,odpréti,otvoriť
1078,schließen::V,zapréti,zavrieť
1079,stellen::V,postáviti,postaviť
1080,setzen::V,posadíti,posadiť
1081,legen::V,položíti,klásť
1082,legen::V,položíti,položiť
1083,berühren::V,dotíkati se,dotykať sa
1084,verbinden::V,obvézati,spojiť
1085,bedecken::V,pokríti,pokryť
1086,aufhängen::V,obésiti,zavesiť
1087,anzünden::V,zažgáti,zapáliť
1088,aufheben::V,vzdígniti,zdvihnúť
1089,zurücklassen::V,zapustíti,zanechať
1090,verlieren::V,izgubíti,stratiť
1091,fallen lassen::V,navréči,pustiť
1092,machen::V,naredíti,robiť
1093,machen::V,napráviti,robiť
1094,herstellen::V,izdélati,vyrobiť
1095,bauen::V,gradíti,stavať
1096,bauen::V,gradíti,budovať
1097,reparieren::V,popráviti,opraviť
1098,verbessern::V,izbóljšati,zlepšiť
1099,ändern::V,spremeníti,zmeniť
1100,ändern::V,spremeníti,preinačiť
1101,graben::V,kopáti,ryť
1102,graben::V,kopáti,kopať
1103,graben::V,grêbsti,ryť
1104,graben::V,grêbsti,kopať
1105,beugen::V,upogníti,ohnúť
1106,biegen::V,zavíjati,ohnúť
1107,drehen::V,vrtéti,točiť
1108,drehen::V,vrtéti,krútiť
1109,wenden::V,obrníti,obrátiť
1110,wenden::V,obrníti,prevrátiť
1111,umdrehen::V,zasúkati,otočiť
1112,umdrehen::V,zasúkati,obrátiť
1113,heben::V,dvígati,dvíhať
1114,heben::V,dvígati,povzniesť
1115,hochheben::V,privzdígniti,zdvihnúť
1116,ergreifen::V,zgrábiti,uchopiť sa
1117,halten::V,držáti,držať
1118,drücken::V,tiščáti,tisnúť
1119,schieben::V,ríniti,posunovať
1120,kratzen::V,práskati,škrabať
1121,lecken::V,lízati,lízať
1122,beißen::V,grísti,kúsať
1123,abreißen::V,odtŕgati,odtrhnúť
1124,abschneiden::V,odrézati,odrezať
1125,abschneiden::V,odrézati,odkrojiť
1126,binden::V,vézati,zaviazať
1127,binden::V,vézati,priviazať
1128,stecken::V,vtakníti,strčiť
1129,brechen::V,lomíti,zlomiť
1130,klopfen::V,tólči,tĺcť
1131,klopfen::V,tólči,klopať
1132,hauen::V,séči,nabiť
1133,kleben::V,lépiti,lepiť
1134,kleben::V,lépiti,nalepiť
1135,reiben::V,tréti,trieť
1136,reiben::V,dŕgniti,trieť
1137,streichen::V,namázati,namazať
1138,schleifen::V,brúsiti,ostríť
1139,schneiden::V,rézati,rezať
1140,schneiden::V,rézati,strihať
1141,rütteln::V,strésti,triasť
1142,rütteln::V,strésti,lomcovať
1143,schütteln::V,majáti,triasť
1144,schütteln::V,majáti,potriasť
1145,schwenken::V,obrníti,mávať
1146,schütten::V,sípati,sypať
1147,füllen::V,napolníti,plniť
1148,einwickeln::V,zavíti,zabaliť
1149,tragen::V,nêsti,niesť
1150,schleppen::V,vláčiti,vliecť
1151,ziehen::V,vléči,ťahať
1152,aufbewahren::V,shranjeváti,uložiť
1153,aufbewahren::V,shranjeváti,uschovať
1154,werfen::V,lúčati,hodiť
1155,werfen::V,lúčati,vrhnúť
1156,fangen::V,ujéti,chytať
1157,packen::V,prijéti,baliť
1158,packen::V,prijéti,chytiť
1159,verstecken::V,skríti,skryť
1160,verstecken::V,skríti,schovať
1161,teilen::V,razdelíti,podeliť
1162,teilen::V,razdelíti,rozdeliť
1163,schicken::V,pošíljati,posielať
1164,bringen::V,prinêsti,priniesť
1165,hinzufügen::V,pristáviti,pripojiť
1166,bekommen::V,dobíti,dostať
1167,erhalten::V,prejéti,prijať
1168,nehmen::V,vzéti,vziať
1169,wählen::V,izbírati,voliť
1170,auswählen::V,izbráti,vybrať
1171,auswählen::V,izbráti,vyvoliť
1172,bewahren::V,ohraníti,zachovať
1173,behindern::V,ovírati,zavadzať
1174,behindern::V,ovírati,byť v ceste
1175,verderben::V,pokváriti,skaziť
1176,beschädigen::V,poškodováti,ublížiť
1177,beschädigen::V,poškodováti,poškodiť
1178,zerbrechen::V,razlomíti,rozbiť
1179,zerbrechen::V,razlomíti,prelomiť
1180,zerreißen::V,raztŕgati,pretrhnúť
1181,zerstören::V,razrúšiti,zničiť
1182,verbrennen::V,sežgáti,spáliť
1183,geben::V,dáti,dať
1184,reichen::V,séči,podať
1185,reichen::V,molíti,podať
1186,schenken::V,podáriti,darovať
1187,versprechen::V,obljubíti,sľúbiť
1188,wünschen::V,vóščiti,želať
1189,loben::V,hváliti,chváliť
1190,küssen::V,poljubováti,bozkať
1191,wiegen::V,zíbati,kolísať
1192,zudecken::V,pokríti,prikryť
1193,wecken::V,zbudíti,zobudiť
1194,zeigen::V,pokázati,ukázať
1195,führen::V,vêsti,viesť
1196,lehren::V,učíti,učiť
1197,unterrichten::V,poučeváti,vyučovať
1198,aufziehen::V,vzgojíti,vychovať
1199,leiten::V,uprávljati,viesť
1200,antreiben::V,goníti,popudiť
1201,lassen::V,povzročíti,dať
1202,einladen::V,povábiti,pozvať
1203,einladen::V,povábiti,povolať
1204,vereinigen::V,zdrúžiti,spojiť
1205,vereinigen::V,zdrúžiti,zjednotiť
1206,besuchen::V,obiskáti,navštíviť
1207,treffen::V,pogodíti,stretnúť
1208,sich versammeln::V,zbráti se,zhromaždiť sa
1209,spielen::V,igráti se,hrať
1210,singen::V,péti,spievať
1211,tanzen::V,plésati,tancovať
1212,sich trennen::V,ločíti se,rozísť sa
1213,verlassen::V,zapustíti,opustiť
1214,retten::V,réšiti,zachrániť
1215,bewachen::V,strážiti,strážiť
1216,schützen::V,sčítiti,chrániť
1217,verteidigen::V,braníti,brániť
1218,sich schlagen::V,têpsti se,biť sa
1219,schießen::V,stréljati,streliť
1220,schießen::V,stréljati,strieľať
1221,siegen::V,zmágati,zvíťaziť
1222,ärgern::V,jezíti,hnevať
1223,ärgern::V,jezíti,zlostiť
1224,ärgern::V,razbúriti,hnevať
1225,ärgern::V,razbúriti,zlostiť
1226,schlagen::V,têpsti,biť
1227,schlagen::V,têpsti,udrieť
1228,schlagen::V,udáriti,biť
1229,schlagen::V,udáriti,udrieť
1230,treten::V,teptáti,kopnúť
1231,stechen::V,ubôsti,bodnúť
1232,stechen::V,ubôsti,pichnúť
1233,stoßen::V,peháti,udrieť
1234,stoßen::V,drégniti,udrieť
1235,stehlen::V,ukrásti,kradnúť
1236,stehlen::V,pokrásti,kradnúť
1237,stören::V,motíti,vyrušiť
1238,belästigen::V,nadlegováti,obťažovať
1239,verbergen::V,skríti,skryť
1240,täuschen::V,slepíti,sklamať
1241,betrügen::V,várati,klamať
1242,betrügen::V,várati,podvádzať
1243,betrügen::V,ogoljufáti,klamať
1244,betrügen::V,ogoljufáti,podvádzať
1245,töten::V,ubíti,zabiť
1246,töten::V,ubíti,usmrtiť
1247,wohnen::V,prebívati,bývať
1248,arbeiten::V,délati,pracovať
1249,sammeln::V,zbráti,zbierať
1250,pflücken::V,obráti,trhať
1251,pflücken::V,obráti,oberať
1252,jagen::V,lovíti,poľovať
1253,fischen::V,ribáriti,loviť ryby
1254,fischen::V,ribáriti,chytať ryby
1255,fassen::V,zajéti,uloviť
1256,hüten::V,pásti,pásť
1257,treiben::V,pogánjati,hnať
1258,anbinden::V,privézati,priviazať
1259,füttern::V,kŕmiti,kŕmiť
1260,melken::V,mólsti,dojiť
1261,hacken::V,sékati,seknúť
1262,gießen::V,ulíti,polievať
1263,reifen::V,zoréti,dozrieť
1264,zubereiten::V,pripráviti,pripraviť
1265,kochen::V,kúhati,variť
1266,backen::V,cvréti,piecť
1267,backen::V,cvréti,smažiť
1268,braten::V,pêči,piecť
1269,braten::V,pêči,pražiť
1270,umrühren::V,preméšati,pomiešať
1271,stricken::V,plêsti,pliesť
1272,nähen::V,šívati,šiť
1273,färben::V,bárvati,zafarbiť
1274,reinigen::V,očístiti,čistiť
1275,waschen::V,opráti,myť
1276,abwischen::V,obrísati,utrieť
1277,spülen::V,splakováti,vyplachovať
1278,fegen::V,pométati,zametať
1279,kehren::V,mésti,zametať
1280,baden::V,kópati se,kúpať sa
1281,sich waschen::V,umíti se,umývať sa
1282,ausziehen::V,izvléči,zobliecť
1283,anziehen::V,obléči,obliecť
1284,sich anziehen::V,obléči se,obliecť sa
1285,kämmen::V,česáti,česať
1286,schmücken::V,okrasíti,ozdobiť
1287,sagen::V,dejáti,povedať
1288,sprechen::V,govoríti,hovoriť
1289,reden::V,rêči,rozprávať
1290,sich unterhalten::V,razgovárjati se,rozprávať sa
1291,fragen::V,vprášati,spýtať sa
1292,bitten::V,prosíti,prosiť
1293,erzählen::V,práviti,rozprávať
1294,mitteilen::V,naznániti,oznámiť
1295,nennen::V,imenováti,nazvať
1296,nennen::V,imenováti,menovať
1297,rufen::V,klícati,volať
1298,rufen::V,klícati,zavolať
1299,prahlen::V,baháti se,vystatovať sa
1300,übersetzen::V,prevêsti,preložiť
1301,denken::V,mísliti,myslieť
1302,glauben::V,verjéti,veriť
1303,bemerken::V,opáziti,podotknuť
1304,bemerken::V,opáziti,spozorovať
1305,erkennen::V,spoznáti,poznať
1306,begreifen::V,pôjmiti,pochopiť
1307,begreifen::V,pôjmiti,porozumieť
1308,verstehen::V,razuméti,rozumieť
1309,lernen::V,učíti se,učiť sa
1310,wissen::V,znáti,vedieť
1311,wissen::V,védeti,vedieť
1312,sich erinnern an::V,spómniti se,pamätať si na
1313,vergessen::V,pozábiti,zabudnuť
1314,messen::V,mériti,merať
1315,zählen::V,štéti,počítať
1316,rechnen::V,račúnati,rátať
1317,rechnen::V,račúnati,počítať
1318,lesen::V,bráti,čítať
1319,lesen::V,čítati,čítať
1320,malen::V,slíkati,maľovať
1321,zeichnen::V,rísati,kresliť
1322,schreiben::V,písati,písať
1323,besitzen::V,iméti,mať
1324,besitzen::V,iméti,vlastniť
1325,kaufen::V,kupíti,kúpiť
1326,verkaufen::V,prodáti,predať
1327,bezahlen::V,pláčati,zaplatiť
1328,zahlen::V,plačeváti,platiť
1329,beherrschen::V,obvládati,ovládať
1330,ertragen::V,prenêsti,znášať
1331,ertragen::V,prenêsti,vydržať
1332,Verstand::N,,rozum
