,Concept_ID,lt,mrj
735,fleißig::A,stropus,пӓшам яратышы
736,fleißig::A,kruopštus,пӓшам яратышы
737,geizig::A,šykštus,шык
738,klug::A,sumanus,ышан
739,klug::A,protingas,ышан
740,geschickt::A,apsukrus,мастар
741,lieb::A,mielas,тыри
742,lustig::A,smagus,мындыр
743,lustig::A,smagus,сусу
744,lustig::A,linksmas,мындыр
745,lustig::A,linksmas,сусу
746,sanft::A,švelnus,йӹвӹжӓ
747,sanft::A,minkštas,йӹвӹжӓ
748,hungrig::A,alkanas,шужышы
749,krank::A,ligotas,церлӹ
750,krank::A,ligotas,хворой
751,krank::A,sergantis,церлӹ
752,krank::A,sergantis,хворой
753,nackt::A,nuogas,цӓрӓ
754,traurig::A,liūdnas,сы́лыкан
755,traurig::A,liūdnas,кымы́лдымы
756,lebendig::A,gyvas,живой
757,gut::A,geras,яжо
758,schlecht::A,blogas,уда
759,schlecht::A,blogas,худа
760,schlecht::A,prastas,уда
761,schlecht::A,prastas,худа
762,richtig::A,tikras,вургамла
763,richtig::A,teisingas,вургамла
764,schlimm::A,blogas,йӹрнык
765,schlimm::A,prastas,йӹрнык
766,wahr::A,tikras,настоящий
767,wahr::A,tikras,настояшый
768,alt::A,senas,шонгы
769,neu::A,naujas,у
770,ehemalig::A,buvęs,тошты
771,alt[Lebewesen]::A,pagyvenęs,ӹлалшӹ
772,jung::A,jaunas,нöргӹ
773,jung::A,jaunas,молода
774,arm::A,neturtingas,укеӓн
775,reich::A,turtingas,паян
776,reich::A,turtingas,пурлыкан
777,bekannt::A,žinomas,палӹмӹ
778,bekannt::A,pažįstamas,палӹмӹ
779,berühmt::A,žymus,лӹмлы
780,berühmt::A,garsus,лӹмлы
781,fremd::A,svetimas,эдемӹн
782,verschieden::A,įvairus,тӹрлӹ
783,nah::A,artimas,лишӹл
784,fern::A,tolimas,мӹндӹр
785,linker::A,kairys,шалахай
786,rechter::A,dešinys,вургамла
787,anderer::A,kitas,вес
788,anderer::A,kitas,весӹ
789,erster::A,pirmas,икшӹ
790,erster::A,pirmas,икӹмшӹ
791,zweiter::A,antras,кокшы
792,dritter::A,trečias,кымшы
793,letzter::A,paskutinis,остатка
794,allein::ADV,vienas,иктӹ
795,allein::ADV,vienas,иктӹт
796,auf einmal::ADV,iš karto,тöрöк
797,zusammen::ADV,kartu,икараш
798,zusammen::ADV,kartu,цымырын
799,zusammen::ADV,drauge,икараш
800,zusammen::ADV,drauge,цымырын
801,lange::ADV,ilgai,кужын
802,plötzlich::ADV,staiga,трӱк
803,sofort::ADV,tuojau,полт
804,sofort::ADV,tuojau,тöрöк
805,sofort::ADV,tuojau,тӹшӓкок
806,später::ADV,vėliau,вара
807,später::ADV,paskiau,вара
808,jetzt::ADV,dabãr,
809,heute::ADV,šiandien,тагачы
810,morgen::ADV,rytoj,иргод
811,morgen::ADV,rytoj,иргодым
812,bald::ADV,greitai,чӹнь
813,bald::ADV,greitai,вӓшке
814,bald::ADV,greitai,выртышты
815,bald::ADV,netrukus,чӹнь
816,bald::ADV,netrukus,вӓшке
817,bald::ADV,netrukus,выртышты
818,dann::ADV,po to,пакыла
819,gestern::ADV,vakar,тенгечӹ
820,einst::ADV,kadaise,икӓнӓ
821,einst::ADV,kitą kartą,икӓнӓ
822,damals::ADV,anuomet,тӹнӓм
823,damals::ADV,anuokart,тӹнӓм
824,danach::ADV,po to,пакыла
825,danach::ADV,paskui,пакыла
826,vorher::ADV,anksčiau,перви
827,zuerst::ADV,pirma,андак
828,zuerst::ADV,iš pradžių̃,андак
829,einmal::ADV,kartą,гӓнӓк
830,einmal::ADV,kartą,гӓнӓ
831,einmal::ADV,vieną kartą,гӓнӓк
832,einmal::ADV,vieną kartą,гӓнӓ
833,manchmal::ADV,kai kada,кынамжы
834,oft::ADV,dažnai,чӹчкӹдӹн
835,immer::ADV,visada,со
836,immer::ADV,visada,соок
837,immer::ADV,visuomet,со
838,immer::ADV,visuomet,соок
839,niemals::ADV,niekada,нинам
840,niemals::ADV,niekada,нигынам
841,niemals::ADV,niekada,нигынамат
842,niemals::ADV,niekuomet,нинам
843,niemals::ADV,niekuomet,нигынам
844,niemals::ADV,niekuomet,нигынамат
845,hier::ADV,čia,тиштӹ
846,hierhin::ADV,šen,тишкӹ
847,hierhin::ADV,čionai,тишкӹ
848,von hier::ADV,iš čia,тишец
849,von hier::ADV,iš čia,тишецӹн
850,dort::ADV,ten,тӹштӹ
851,dort::ADV,tenai,тӹштӹ
852,dorthin::ADV,ten,тӹшкӹ
853,dorthin::ADV,ten,тӹшкӹлӓ
854,dorthin::ADV,ten link,тӹшкӹ
855,dorthin::ADV,ten link,тӹшкӹлӓ
856,geradeaus::ADV,tiesiai,вик
857,geradeaus::ADV,tiesiai,тура
858,vorwärts::ADV,pirmyn,анзыкы
859,rückwärts::ADV,atbulai,мӹнгеш
860,zurück::ADV,atgal,мӹнгеш
861,unten::ADV,žemai,ӱлнӹ
862,unten::ADV,žemai,лӹвӓлнӹ
863,unten::ADV,apačioje,ӱлнӹ
864,unten::ADV,apačioje,лӹвӓлнӹ
865,hinab::ADV,žemyn,ӱлӹкӹ
866,hinab::ADV,žemyn,лӹвӓкӹ
867,oben::ADV,viršuj,вӹлнӹ
868,hinauf::ADV,aukštyn,кӱшкӹлӓ
869,hinauf::ADV,aukštyn,кӱш
870,hinauf::ADV,į viršų,кӱшкӹлӓ
871,hinauf::ADV,į viršų,кӱш
872,überall::ADV,visur,йӹлт
873,überall::ADV,visur,цилӓ вӓре
874,nicht::ADV,ne,уке
875,ein wenig::ADV,truputį,изиш
876,ein wenig::ADV,truputį,иклаштык
877,kaum::ADV,vos,цылик
878,kaum::ADV,vos,чучок-чучок
879,sehr::ADV,labai,чоте
880,sehr::ADV,baisiai,чоте
881,so::ADV,taip,тенге
882,so::ADV,taip,тенгелӓ
883,noch::ADV,dar,мол
884,noch::ADV,dar,моло
885,nur::ADV,tik,веле
886,nur::ADV,vien,веле
887,schon::ADV,jau,уже
888,schon::ADV,jau,ӹнде
889,wieder::ADV,vėl,уэш
890,wieder::ADV,iš naujo,уэш
891,vergebens::ADV,veltui,зря
892,vergebens::ADV,veltui,ӹзрӓ
893,vergebens::ADV,veltui,ӹзӹрӓ
894,vergebens::ADV,bergždžiai,зря
895,vergebens::ADV,bergždžiai,ӹзрӓ
896,vergebens::ADV,bergždžiai,ӹзӹрӓ
897,vor::PRP,prieš,анзыц
898,vor::PRP,prieš,анзыцын
899,hinter::PRP,už,шайылан
900,hinter::PRP,už,шайылный
901,unter::PRP,po,лӹвӓкӹ
902,durch::PRP,pro,вашт
903,durch::PRP,per,вашт
904,neben::PRP,prie,сага
905,neben::PRP,šalia,сага
906,zwischen::PRP,tarp,лош
907,zwischen::PRP,tarp,лошкы
908,wegen::PRP,dėl,мычыц
909,wegen::PRP,dėlei,мычыц
910,dies::PRN,šis,тидӹ
911,dies::PRN,šis,ти
912,dies::PRN,šitas,тидӹ
913,dies::PRN,šitas,ти
914,das::PRN,tat,тидӹ
915,das::PRN,tat,ти
916,alles::PRN,visas,цилӓ
917,ich::PRN,aš,мый
918,du::PRN,tu,тӹнь
919,er::PRN,jis,тӹдӹ
920,wir::PRN,mes,мӓ
921,ihr::PRN,jūs,вӓ
922,sie::PRN,ji,нӹнӹ
923,sie::PRN,jos,нӹнӹ
924,was::FPRN,kas,ма
925,wer::FPRN,kas,кӱ
926,wo::FADV,kur,кышан
927,wo::FADV,kur,кыштакен
928,wohin::FADV,kur,кышкы
929,wohin::FADV,kur link,кышкы
930,wie::FADV,kaip,кыце
931,warum::FADV,kod̃ėl,малын
932,warum::FADV,dėl ko,малын
933,wieviel::FNUM,kiek,кынар
934,wieviel::FNUM,kiek,кынары
935,wieviel::FNUM,kiek,кынаркы
936,eins::NUM,vienas,иктӹ
937,eins::NUM,vienas,иктӹт
938,zwei::NUM,du,кок
939,zwei::NUM,du,кокты
940,drei::NUM,trys,кым
941,drei::NUM,trys,кымыт
942,vier::NUM,keturi,нӹл
943,fünf::NUM,penki,вӹц
944,sechs::NUM,šeši,куд
945,sechs::NUM,šeši,кудытмозн
946,sieben::NUM,septyni,шӹм
947,sieben::NUM,septyni,шӹмӹт
948,acht::NUM,aštuoni,кӓндӓкш
949,acht::NUM,aštuoni,кӓндӓкшӹ
950,neun::NUM,devyni,ӹндекшшӱдӹ
951,zehn::NUM,dešimt,лу
952,elf::NUM,vienuolika,луатик
953,elf::NUM,vienuolika,луатиктӹ
954,zwölf::NUM,dvylika,луаткок
955,zwölf::NUM,dvylika,луаткокты
956,zwanzig::NUM,dvidešimt,коклы
957,dreißig::NUM,trisdešimt,кымлы
958,vierzig::NUM,keturiasdešimt,нӹллӹ
959,fünfzig::NUM,penkiasdešimt,вӹцлӹ
960,sechzig::NUM,šešiasdešimt,кудлу
961,siebzig::NUM,septyniasdešimt,шӹмлу
962,achtzig::NUM,aštuoniasdešimt,кӓндӓкшлу
963,neunzig::NUM,devyniasdešimt,ӹндекшлу
964,hundert::NUM,šimtas,шӱдӹ
965,tausend::NUM,tūkstantis,тӹжем
966,und::CNJ,ĩr,дöн
967,oder::CNJ,ar,льывы
968,oder::CNJ,arba,льывы
969,stehen::V,stovėti,шалшаг
970,sitzen::V,sėdėti,шӹнзӓш
971,liegen::V,gulėti,киӓш
972,hängen::V,kyboti,кечӓш
973,hängen::V,kabėti,кечӓш
974,werden::V,taptis,шагалаш
975,werden::V,darytis,шагалаш
976,passieren::V,atsitikti,ӹштӓ́лтӓш
977,passieren::V,pasitaikyti,ӹштӓ́лтӓш
978,beginnen::V,prasid́ėti,тӹнгӓлӓлтӓш
979,enden::V,baigtis,пӹтӓш
980,wechseln::V,keistis,весемӓш
981,wechseln::V,keistis,весемӓлтӓш
982,wechseln::V,pasikeisti,весемӓш
983,wechseln::V,pasikeisti,весемӓлтӓш
984,aufgehen[Sonne]::V,tekėti,авараш
985,aufgehen[Sonne]::V,patekėti,авараш
986,untergehen[Sonne]::V,leistis,шӹ́нзӓш
987,untergehen[Sonne]::V,nusileisti,шӹ́нзӓш
988,scheinen[Sonne]::V,šviesti,сотемдӓрӓш
989,donnern::V,griausti,хӹдӹртӓш
990,donnern::V,griaudėti,хӹдӹртӓш
991,wehen::V,pūsti,ӹфӹлӓш
992,strömen::V,lietis,йогащ
993,strömen::V,plūsti,йогащ
994,fließen::V,tekėti,йогащ
995,sich drehen::V,suktis,пöрдӓш
996,sich drehen::V,pasisukti,пöрдӓш
997,schwanken::V,svyruoti,лыпшалташ
998,schwingen::V,suptis,кӓчӓйӓш
999,fallen::V,pulti,кенвазаш
1000,fallen::V,pulti,шынгалташ
1001,fallen::V,kristi,кенвазаш
1002,fallen::V,kristi,шынгалташ
1003,brennen::V,degti,йылаш
1004,rauchen::V,rūkyti,шыпшаш
1005,regnen::V,lyti,юраш
1006,gefrieren::V,užšalti,гӓш
1007,gefrieren::V,užšalti,кӹлмаш
1008,tauen::V,tirpti,шылаш
1009,schmelzen::V,lydytis,шӹрӓнӓш
1010,trocknen::V,džiūti,кошкаш
1011,sieden::V,virti,шолаш
1012,faulen::V,pūti,шӱӓш
1013,verfaulen::V,švinkti,йӓнгӓрӓлтӓш
1014,reißen::V,plyšti,кышкедӓлтӓш
1015,reißen::V,trūkti,кышкедӓлтӓш
1016,versinken::V,skę̃sti,ва́лаш
1017,versinken::V,grimzti,ва́лаш
1018,vergehen::V,praeiti,эртӓш
1019,erscheinen::V,pasirodyti,каяш
1020,verschwinden::V,dingti,ямаш
1021,verschwinden::V,išnykti,ямаш
1022,verschwinden::V,pranykti,ямаш
1023,sinken::V,kristi,пычаш
1024,abnehmen::V,mažėti,чӹдемӓш
1025,abnehmen::V,mažėti,кöтӹргӓш
1026,abnehmen::V,silpnėti,чӹдемӓш
1027,abnehmen::V,silpnėti,кöтӹргӓш
1028,zunehmen::V,didėti,когоэмӓш
1029,zunehmen::V,padaugėti,когоэмӓш
1030,steigen::V,kilti,лӱлта́лташ
1031,wachsen::V,augti,кушкаш
1032,glänzen::V,blizgėti,йӹлгӹжӓш
1033,funkeln::V,žibėti,валгалташ
1034,lärmen::V,triukšmauti,юкланаш
1035,läuten::V,skambinti,цоргаш
1036,klingeln::V,skambinti,цоргаш
1037,klirren::V,žvangėti,цонгырталгаш
1038,brausen::V,šniokšti,ышдымыла́наш
1039,rauschen::V,ošti,шу́жгаш
1040,rauschen::V,šlamėti,шу́жгаш
1041,klingen::V,skardėti,йо́нгаш
1042,bellen::V,loti,опташ
1043,heulen::V,kaukti,урмыжаш
1044,heulen::V,staugti,урмыжаш
1045,blasen::V,pūsti,ӹфӹлӓш
1046,pfeifen::V,švilpti,ши́шкаш
1047,pfeifen::V,švilpauti,ши́шкаш
1048,schreien::V,šaukti,уташ
1049,schreien::V,šaukti,саслаш
1050,schreien::V,šaukti,варгынзаш
1051,stöhnen::V,dejuoti,ӹнгӹрӓш
1052,stöhnen::V,aimanuoti,ӹнгӹрӓш
1053,zittern::V,virpėti,цӹтӹрӓш
1054,leben::V,gyventi,ӹлӓш
1055,geboren werden::V,gimti,шачаш
1056,atmen::V,alsuoti,шӱлӓш
1057,atmen::V,kvėpuoti,шӱлӓш
1058,trinken::V,gerti,йӱӓш
1059,essen::V,valgyti,качкаш
1060,schlucken::V,praryti,нелӓш
1061,müde werden::V,nuvargti,янгылаш
1062,müde werden::V,privargti,янгылаш
1063,einschlafen::V,užmigti,амален кеӓш
1064,schlafen::V,miegoti,амалаш
1065,aufwachen::V,pabusti,понгыжалташ
1066,aufstehen::V,keltis,кӹньӹл шагалаш
1067,aufstehen::V,atsikelti,кӹньӹл шагалаш
1068,sich erholen::V,pailsėti,кӓнаш
1069,sich erholen::V,poilsiauti,кӓнаш
1070,krank werden::V,susirgti,церлӓнен вазаш
1071,krank sein::V,sirgti,церлӓнӓш
1072,krank sein::V,sirgti,ясланаш
1073,krank sein::V,sirgti,ясыланаш
1074,schmerzen::V,sopėti,каршташ
1075,schmerzen::V,skaudėti,каршташ
1076,husten::V,kosėti,кахыраш
1077,genesen::V,sveikti,паремӓш
1078,genesen::V,sveikti,тöрлӓнӓш
1079,genesen::V,taisytis,паремӓш
1080,genesen::V,taisytis,тöрлӓнӓш
1081,sterben::V,mirti,вазын колаш
1082,sterben::V,numirti,вазын колаш
1083,umkommen::V,žūti,пӹтӓш
1084,sich bewegen::V,judėti,кашташ
1085,sich bewegen::V,pasijudinti,кашташ
1086,sich rühren::V,krutėti,тӓрвӓнӓш
1087,sich erheben::V,pakilti,кӹньӹлӓш
1088,sich erheben::V,atsikelti,кӹньӹлӓш
1089,sich setzen::V,sėstis,шӹнзӓш
1090,sich setzen::V,atsisėsti,шӹнзӓш
1091,hinfallen::V,parkristi,кенвазаш
1092,hinfallen::V,parkristi,шынгалташ
1093,hinfallen::V,pargriūti,кенвазаш
1094,hinfallen::V,pargriūti,шынгалташ
1095,laufen::V,eiti,кашташ
1096,schreiten::V,žengti,ашкедӓш
1097,schreiten::V,žingsniuoti,ашкедӓш
1098,spazierengehen::V,pasivaikščioti,мадын кашташ
1099,eilen::V,skubėti,вӓшкӓш
1100,sich beeilen::V,paskub́ėti,вӓшкӓш
1101,sich beeilen::V,paskub́ėti,талашаш
1102,sich beeilen::V,pasiskubinti,вӓшкӓш
1103,sich beeilen::V,pasiskubinti,талашаш
1104,sausen::V,dumti,хойхаланаш
1105,sausen::V,dumti,хояш
1106,sausen::V,lėkti,хойхаланаш
1107,sausen::V,lėkti,хояш
1108,rennen::V,bėgti,кыргыжаш
1109,springen::V,šokti,тӹршештӓш
1110,klettern::V,kopti,ку́заш
1111,schaukeln::V,supti,лыпшалташ
1112,schaukeln::V,linguoti,лыпшалташ
1113,kriechen::V,ropoti,авалянаш
1114,kriechen::V,ropoti,ньыжиклӓш
1115,kriechen::V,šliaužti,авалянаш
1116,kriechen::V,šliaužti,ньыжиклӓш
1117,schwimmen::V,plaukti,илӓш
1118,tauchen::V,nerti,цымаш
1119,rudern::V,irtis,шуалташ
1120,rudern::V,irkluoti,шуалташ
1121,fahren::V,važiuoti,кеӓш
1122,fahren::V,važinėti,кеӓш
1123,fliegen::V,lėkti,чонгештӓш
1124,fliegen::V,skristi,чонгештӓш
1125,gehen::V,eiti,кеӓш
1126,weggehen::V,išeiti,кеӓш
1127,abfahren::V,išvykti,кеӓш
1128,abfahren::V,išvažiuoti,кеӓш
1129,anhalten::V,sustoti,цӓрнӓш
1130,hineingehen::V,įeiti,пыраш
1131,eintreten::V,įžengti,пыраш
1132,kommen::V,ateiti,толаш
1133,ankommen::V,ateiti,шоаш
1134,zurückkommen::V,grį̃žti,пöртӹлӓш
1135,zurückkommen::V,sugrį̃žti,пöртӹлӓш
1136,bleiben::V,likti,кодаш
1137,bleiben::V,pasilikti,кодаш
1138,warten::V,laukti,вычаш
1139,erwarten::V,laukti,вычаш
1140,suchen::V,ieškoti,кӹчӓлӓш
1141,finden::V,rasti,моаш
1142,finden::V,surasti,моаш
1143,versuchen::V,mėginti,путаяш
1144,versuchen::V,mėginti,цацаш
1145,vorbereiten::V,rengti,поспейӹктӓш
1146,lieben::V,myĺėti,яраташ
1147,mögen::V,ḿėgti,яраташ
1148,mögen::V,patikti,яраташ
1149,lachen::V,juoktis,ваштылаш
1150,rühren::V,jaudinti,тӓрвӓтӓш
1151,rühren::V,graudinti,тӓрвӓтӓш
1152,weinen::V,verkti,мӓгӹрӓш
1153,schimpfen::V,bartis,свырседӓлӓш
1154,sich ärgern::V,pykti,шӹдешкӓш
1155,sich ärgern::V,apmaudauti,шӹдешкӓш
1156,sich fürchten::V,bijoti,лӱдӓш
1157,sich fürchten::V,baimintis,лӱдӓш
1158,fürchten::V,bijoti,лӱдӓш
1159,fürchten::V,baimintis,лӱдӓш
1160,fliehen::V,bėgti,кыргыжаш
1161,fliehen::V,sprukti,кыргыжаш
1162,flüchten::V,pabėgti,кыргыж шӹлӓш
1163,sehen::V,žiūŕėti,ужаш
1164,anschauen::V,žiūŕėti,анжалаш
1165,ansehen::V,žiūrėti į,анжаш
1166,ansehen::V,pažiūrėti į,анжаш
1167,hören::V,girdėti,колаш
1168,zuhören::V,klausytis,колышташ
1169,probieren::V,ragauti,тотештӓш
1170,probieren::V,ragauti,подыл анжаш
1171,probieren::V,paragauti,тотештӓш
1172,probieren::V,paragauti,подыл анжаш
1173,riechen::V,uosti,ӱпшӹнзӓш
1174,riechen::V,užuosti,ӱпшӹнзӓш
1175,fühlen::V,justi,шижӓш
1176,fühlen::V,jausti,шижӓш
1177,fühlen::V,pajusti,шижӓш
1178,scheinen::V,rodytis,каяш
1179,scheinen::V,atrodyti,каяш
1180,zu sehen sein::V,pasirodyti,каяш
1181,vernehmen::V,išgirsti,колын колташ
1182,frieren::V,šalti,кӹлмаш
1183,frieren::V,šalti,тӹнгӹргӓш
1184,tun::V,daryti,ӹштӓш
1185,können::V,galėti,кердӓш
1186,können::V,pajėgti,кердӓш
1187,wollen::V,norėti,жалаяш
1188,anfangen::V,pradėti,тӹнгӓлӓш
1189,anfangen::V,prasid́ėti,тӹнгӓлӓш
1190,beenden::V,baigti,пӹтӓрӓш
1191,beenden::V,užbaigti,пӹтӓрӓш
1192,aufhören::V,liautis,цӓрнӓш
1193,gelingen::V,pavykti,цӓш лиӓш
1194,gelingen::V,pasisekti,цӓш лиӓш
1195,geraten::V,nusisekti,лиӓш
1196,öffnen::V,atverti,пачаш
1197,öffnen::V,atidaryti,пачаш
1198,schließen::V,uždaryti,чӱчӓш
1199,stellen::V,statyti,шӹндӓш
1200,stellen::V,pastatyti,шӹндӓш
1201,setzen::V,sodinti,шӹндӓш
1202,setzen::V,pasodinti,шӹндӓш
1203,legen::V,dėti,опташ
1204,legen::V,dėti,пиштӓш
1205,legen::V,pad́ėti,опташ
1206,legen::V,pad́ėti,пиштӓш
1207,berühren::V,liesti,тӹкӓлӓш
1208,berühren::V,paliesti,тӹкӓлӓш
1209,verbinden::V,jungti,пидӓш
1210,verbinden::V,surišti,пидӓш
1211,bedecken::V,uždengti,леведӓш
1212,aufhängen::V,pakarti,сӓкӓш
1213,aufhängen::V,pakabinti,сӓкӓш
1214,anzünden::V,padegti,чӱктӓш
1215,aufheben::V,pakelti,кузыкташ
1216,zurücklassen::V,palikti,кодаш
1217,verlieren::V,pamesti,ямдаш
1218,fallen lassen::V,atsisakyti,кенвацтараш
1219,machen::V,dirbti,ӹштӓш
1220,herstellen::V,gaminti,йӓмдӹлӓш
1221,bauen::V,statyti,ӹштӓш
1222,bauen::V,pastatyti,ӹштӓш
1223,reparieren::V,taisyti,чиняш
1224,reparieren::V,taisyti,алалаш
1225,reparieren::V,remontuoti,чиняш
1226,reparieren::V,remontuoti,алалаш
1227,verbessern::V,gerinti,яжоэмден шӹндӓш
1228,verbessern::V,ištaisyti,яжоэмден шӹндӓш
1229,ändern::V,keisti,вашталташ
1230,ändern::V,pakeisti,вашталташ
1231,graben::V,kasti,капаяш
1232,beugen::V,lenkti,лывырташ
1233,beugen::V,lenkti,каклярташ
1234,beugen::V,palenkti,лывырташ
1235,beugen::V,palenkti,каклярташ
1236,biegen::V,lenkti,лывырташ
1237,biegen::V,palenkti,лывырташ
1238,drehen::V,sukti,сӓрӓш
1239,drehen::V,sukti,сӓрӹкӓлӓш
1240,wenden::V,kreipti,сӓрӓлӓш
1241,wenden::V,pakreipti,сӓрӓлӓш
1242,umdrehen::V,sukti,сӓрӓлӓш
1243,umdrehen::V,apversti,сӓрӓлӓш
1244,heben::V,kelti,лӱктӓш
1245,heben::V,pakelti,лӱктӓш
1246,hochheben::V,pakelti,кузыкташ
1247,ergreifen::V,čiupti,хватяш
1248,ergreifen::V,griebti,хватяш
1249,halten::V,laikyti,кычаш
1250,halten::V,palaikyti,кычаш
1251,drücken::V,spausti,темдӓш
1252,schieben::V,stumti,шӹкӓш
1253,kratzen::V,kasyti,нӹжӓш
1254,kratzen::V,grandyti,нӹжӓш
1255,lecken::V,laižyti,нылаш
1256,beißen::V,kandžioti,пыралаш
1257,abreißen::V,nuplėšti,кӹрӓш
1258,abreißen::V,nuplėšti,кышкед нӓлӓш
1259,abschneiden::V,atpjauti,шулаш
1260,abschneiden::V,atpjauti,лаштыклаш
1261,abschneiden::V,atkirpti,шулаш
1262,abschneiden::V,atkirpti,лаштыклаш
1263,binden::V,rišti,пидӓш
1264,binden::V,surišti,пидӓш
1265,stecken::V,kišti,шыралаш
1266,stecken::V,įkišti,шыралаш
1267,brechen::V,lūžti,тодылаш
1268,brechen::V,lūžti,пыдырташ
1269,brechen::V,laužyti,тодылаш
1270,brechen::V,laužyti,пыдырташ
1271,klopfen::V,belsti,рушткаш
1272,klopfen::V,barbenti,рушткаш
1273,hauen::V,mušti,шелӹштӓш
1274,kleben::V,lipdyti,клейӓш
1275,kleben::V,klijuoti,клейӓш
1276,reiben::V,trinti,нӹжӓш
1277,reiben::V,tarkuoti,нӹжӓш
1278,streichen::V,tepti,шӹрӓш
1279,streichen::V,užtepti,шӹрӓш
1280,schleifen::V,galą́sti,шымаш
1281,schneiden::V,pjauti,пӹчкӓш
1282,schneiden::V,kirpti,пӹчкӓш
1283,rütteln::V,purtyti,мыльгыкташ
1284,schütteln::V,purtyti,цӹтӹртӓш
1285,schütteln::V,purtyti,мыльгыкташ
1286,schwenken::V,mojuoti,машыяш
1287,schütten::V,pilti,опталаш
1288,schütten::V,berti,опталаш
1289,füllen::V,pildyti,темӓш
1290,füllen::V,pripildyti,темӓш
1291,einwickeln::V,įvynioti,пӹтӹрӓ́лӓш
1292,einwickeln::V,suvynioti,пӹтӹрӓ́лӓш
1293,tragen::V,nešti,намалаш
1294,tragen::V,nešioti,намалаш
1295,schleppen::V,vilkti,шӹдӹрӓш
1296,ziehen::V,tempti,шыпшаш
1297,aufbewahren::V,laikyti,перегӓш
1298,werfen::V,mesti,кӹшкӓш
1299,werfen::V,sviesti,кӹшкӓш
1300,fangen::V,sugauti,кычаш
1301,packen::V,čiupti,хватяш
1302,packen::V,griebti,хватяш
1303,verstecken::V,slėpti,шӹлтӓш
1304,verstecken::V,slapstyti,шӹлтӓш
1305,teilen::V,dalyti,пайылаш
1306,teilen::V,padalyti,пайылаш
1307,schicken::V,sių̃sti,колташ
1308,schicken::V,pasių̃sti,колташ
1309,bringen::V,atnešti,кандаш
1310,hinzufügen::V,pridėti,
1311,bekommen::V,gauti,лыкташ
1312,erhalten::V,gauti,получаяш
1313,nehmen::V,paimti,налаш
1314,wählen::V,rinkti,айыраш
1315,wählen::V,išsirinkti,айыраш
1316,auswählen::V,išrinkti,айыраш
1317,bewahren::V,išsaugoti,перегӓш
1318,behindern::V,trukdyti,мешӓйӓш
1319,verderben::V,sugadinti,портяш
1320,beschädigen::V,žaloti,шушырташ
1321,beschädigen::V,gadinti,шушырташ
1322,zerbrechen::V,sukulti,пыдырташ
1323,zerbrechen::V,sudaužyti,пыдырташ
1324,zerreißen::V,perplėšti,кӹрӓш
1325,zerreißen::V,suplėšyti,кӹрӓш
1326,zerstören::V,suardyti,шӓлӓтӓш
1327,zerstören::V,sugriauti,шӓлӓтӓш
1328,verbrennen::V,deginti,йылаташ
1329,verbrennen::V,deginti,йылалташ
1330,verbrennen::V,sudeginti,йылаташ
1331,verbrennen::V,sudeginti,йылалташ
1332,geben::V,duoti,пуаш
1333,geben::V,paduoti,пуаш
1334,reichen::V,paduoti,пуаш
1335,schenken::V,dovanoti,подараш
1336,versprechen::V,žadėti,сöрӓш
1337,versprechen::V,pažadėti,сöрӓш
1338,wünschen::V,norėti,жалаяш
1339,wünschen::V,linḱėti,жалаяш
1340,loben::V,girti,хваляш
1341,loben::V,pagirti,хваляш
1342,küssen::V,bučiuoti,шышшалаш
1343,wiegen::V,supti,лӱнгӓлтӓш
1344,zudecken::V,užkloti,пиштӓш
1345,zudecken::V,uždengti,пиштӓш
1346,wecken::V,žadinti,понгыжалтараш
1347,zeigen::V,rodyti,анжыкташ
1348,führen::V,vesti,видӓш
1349,führen::V,vadovauti,видӓш
1350,lehren::V,mokyti,тымдаш
1351,lehren::V,išmokyti,тымдаш
1352,unterrichten::V,dėstyti,тымдаш
1353,aufziehen::V,išauginti,кушташ
1354,leiten::V,valdyti,видӓш
1355,leiten::V,valdyti,вуйлаташ
1356,leiten::V,valdyti,вуйлалташ
1357,leiten::V,vadovauti,видӓш
1358,leiten::V,vadovauti,вуйлаташ
1359,leiten::V,vadovauti,вуйлалташ
1360,antreiben::V,uiti,талаштараш
1361,antreiben::V,raginti,талаштараш
1362,antreiben::V,skubinti,талаштараш
1363,lassen::V,paliepti,-ыкт
1364,einladen::V,kviesti,ӱжӓш
1365,einladen::V,pakviesti,ӱжӓш
1366,vereinigen::V,sujungti,иктештӓш
1367,vereinigen::V,suvienyti,иктештӓш
1368,besuchen::V,lankyti,толаш
1369,besuchen::V,aplankyti,толаш
1370,treffen::V,sutikti,вӓшлиӓш
1371,treffen::V,sutikti,вӓшлиӓлтӓш
1372,treffen::V,pasitikti,вӓшлиӓш
1373,treffen::V,pasitikti,вӓшлиӓлтӓш
1374,sich versammeln::V,susirinkti,цымыргаш
1375,spielen::V,groti,мадаш
1376,spielen::V,žaisti,мадаш
1377,singen::V,dainuoti,мыраш
1378,tanzen::V,šokti,кушташ
1379,sich trennen::V,skirtis,айырлаш
1380,sich trennen::V,išsiskirti,айырлаш
1381,verlassen::V,palikti,шуаш
1382,retten::V,gelbėti,ытараш
1383,bewachen::V,sergėti,оролаш
1384,schützen::V,ginti,перегӓш
1385,schützen::V,apginti,перегӓш
1386,verteidigen::V,ginti,перегӓш
1387,verteidigen::V,apginti,перегӓш
1388,sich schlagen::V,muštis,шидӓлӓш
1389,sich schlagen::V,muštis,шиэдӓлӓш
