,Concept_ID,be,it
66,Geschmack::N,смак,gusto
67,Geschmack::N,смак,sapore
68,Geruch::N,пах,odore
69,Schlaf::N,сон,sonno
70,Traum::N,сон,sogno
71,Himmel::N,неба,cielo
72,Sonne::N,сонца,sole
73,Mond::N,месяц,luna
74,Stern::N,зорка,stella
75,Luft::N,паветра,aria
76,Wind::N,вецер,vento
77,Welle::N,хваля,onda
78,Wasser::N,вада,acqua
79,Stein::N,камень,sasso
80,Stein::N,камень,pietra
81,Boden::N,глеба,suolo
82,Boden::N,глеба,terreno
83,Erde::N,зямля,terra
84,Staub::N,пыл,polvere
85,Rauch::N,дым,fumo
86,Funke::N,іскра,scintilla
87,Feuer::N,агонь,fuoco
88,Licht::N,святло,luce
89,Schatten::N,цень,ombra
90,Wetter::N,пагода,tempo
91,Wetter::N,надворʼе,tempo
92,Nebel::N,туман,nebbia
93,Wolke::N,воблака,nube
94,Wolke::N,воблака,nùvola
95,Regen::N,дождж,pioggia
96,Schnee::N,снег,neve
97,Eis::N,лёд,ghiaccio
98,Frost::N,мароз,gelo
99,Kälte::N,холад,freddo
100,Hitze::N,спёка,caldo
101,Hitze::N,спёка,calura
102,Raureif::N,іней,brina
103,Regenbogen::N,вясёлка,arcobaleno
104,Donner::N,гром,tuono
105,Strömung::N,цячэнне,corrente
106,Tropfen::N,кропля,goccia
107,Schaum::N,пена,spuma
108,Schaum::N,пена,schiuma
109,Schmutz::N,гразь,sudiciume
110,See::N,возера,lago
111,Sumpf::N,багна,palude
112,Moor::N,балота,torbiera
113,Wiese::N,луг,prato
114,Wald::N,лес,bosco
115,Wald::N,лес,foresta
116,Hügel::N,узгорак,colle
117,Hügel::N,узгорак,collina
118,Anhöhe::N,узвышша,altura
119,Berg::N,гара,monte
120,Berg::N,гара,montagna
121,Gipfel::N,вяршыня,cima
122,Höhle::N,пячора,grotta
123,Höhle::N,пячора,caverna
124,Abhang::N,схіл,pendìo
125,Quelle::N,крыніца,sorgente
126,Bach::N,ручай,ruscello
127,Fluss::N,рака,fiume
128,Ufer::N,бераг,riva
129,Küste::N,узбярэжжа,costa
130,Festland::N,суша,terraferma
131,Meer::N,мора,mare
132,Bucht::N,бухта,cala
133,Insel::N,востраў,ìsola
134,Blume::N,кветка,fiore
135,Gras::N,трава,erba
136,Wurzel::N,корань,radice
137,Baum::N,дрэва,àlbero
138,Stamm::N,ствол,tronco
139,Rinde::N,кара,corteccia
140,Ast::N,сук,ramo
141,Zweig::N,галіна,ramo
142,Blatt::N,ліст,foglia
143,Birke::N,бяроза,betulla
144,Kiefer[Baum]::N,хвоя,pino
145,Kiefer[Baum]::N,сасна,pino
146,Weide[Baum]::N,вярба,sàlice
147,Tanne::N,яліна,abete
148,Horn::N,рог,corno
149,Feder::N,пяро,penna
150,Fell::N,шкура,manto
151,Fell::N,шкура,pelame
152,Flügel::N,крыло,ala
153,Klaue::N,кіпцюр,grinfia
154,Kralle::N,лапа,unghia
155,Kralle::N,лапа,artiglio
156,Schwanz::N,хвост,coda
157,Ei::N,яйка,uovo
158,Nest::N,гняздо,nido
159,Bau::N,нара,covo
160,Tier::N,жывёла,bestia
161,Tier::N,жывёла,animale
162,Herde::N,статак,gregge
163,Kuh::N,карова,vacca
164,Bulle::N,бык,toro
165,Pferd::N,конь,cavallo
166,Schaf::N,авечка,pècora
167,Schwein::N,свіння,porco
168,Schwein::N,свіння,maiale
169,Hund::N,сабака,cane
170,Katze::N,кошка,gatta
171,Bär::N,мядзведзь,orso
172,Eichhörnchen::N,вавёрка,scoiàttolo
173,Elch::N,лось,alce
174,Fuchs::N,ліса,volpe
175,Hase::N,заяц,lepre
176,Maus::N,мыш,topo
177,Maus::N,мыш,sorcio
178,Wolf::N,воўк,lupo
179,Vogel::N,птах,uccello
180,Vogel::N,птушка,uccello
181,Schwarm::N,чарада,stormo
182,Huhn::N,курыца,gallina
183,Hahn::N,певень,gallo
184,Gans::N,гусь,oca
185,Adler::N,арол,àquila
186,Ente::N,качка,ànatra
187,Eule::N,сава,gufo
188,Eule::N,сава,civetta
189,Kranich::N,жораў,gru
190,Kranich::N,журавель,gru
191,Krähe::N,варона,cornacchia
192,Kuckuck::N,зязюля,cuccù
193,Kuckuck::N,зязюля,cùculo
194,Schwan::N,лебедзь,cigno
195,Fisch::N,рыба,pesce
196,Barsch::N,акунь,pèrsico
197,Hecht::N,шчупак,luccio
198,Schlange[Tier]::N,змяя,serpente
199,Wurm::N,чарвяк,baco
200,Wurm::N,чарвяк,verme
201,Spinne::N,павук,ragno
202,Ameise::N,мурашка,formica
203,Laus::N,вош,pidocchio
204,Mücke::N,камар,zanzara
205,Fliege::N,муха,mosca
206,Schmetterling::N,матыль,farfalla
207,Beere::N,ягада,bacca
208,Apfel::N,яблык,mela
209,Pilz::N,грыб,fungo
210,Zwiebel::N,цыбуля,cipolla
211,Saat::N,семя,semente
212,Korn::N,зерне,grano
213,Heu::N,сена,fieno
214,Schale::N,шалупінне,buccia
215,Grube::N,яма,cava
216,Grube::N,яма,fossa
217,Falle::N,пастка,tràppola
218,Schlinge::N,сіло,laccio
219,Spur::N,след,traccia
220,Asche::N,попел,cenere
221,Dreck::N,бруд,fango
222,Eisen::N,жалеза,ferro
223,Gold::N,золата,oro
224,Silber::N,сребра,argento
225,Kohle::N,вугаль,carbone
226,Glas::N,шкло,vetro
227,Lehm::N,гліна,argilla
228,Sand::N,пясок,arena
229,Sand::N,пясок,sabbia
230,Mensch::N,чалавек,uomo
231,Mensch::N,чалавек,èssere umano
232,Mann::N,мужчына,uomo
233,Frau::N,жанчына,donna
234,Kind::N,дзіця,bambino
235,Junge::N,хлопчык,ragazzo
236,Mädchen::N,дзяўчынка,ragazza
237,Familie::N,сямʼя,famiglia
238,Großvater::N,дзядуля,nonno
239,Großmutter::N,бабуля,nonna
240,Eltern::N,бацькі,genitori
241,Vater::N,бацька,padre
242,Mutter::N,маці,madre
243,Sohn::N,сын,figlio
244,Tochter::N,дачка,figlia
245,Bruder::N,брат,fratello
246,Schwester::N,сястра,sorella
247,Onkel::N,дзядзька,zio
248,Tante::N,цётка,zia
249,Ehemann::N,муж,marito
250,Ehefrau::N,жонка,moglie
251,Freude::N,радасць,gioia
252,Freude::N,радасць,piacere
253,Gelächter::N,смех,risata
254,Glück::N,шчасце,felicità
255,Kummer::N,гора,afflizione
256,Wunsch::N,жаданне,desiderio
257,Lust::N,цяга,voglia
258,Geist::N,дух,mente
259,Geist::N,дух,spìrito
260,Gedanke::N,думка,idea
261,Gedanke::N,думка,pensiero
262,Gedächtnis::N,памяць,memoria
263,Verstand::N,розум,intelletto
264,Sinn::N,сэнс,senso
265,Sinn::N,сэнс,significato
266,Grund::N,зачэпка,causa
267,Grund::N,зачэпка,motivo
268,Grund::N,зачэпка,ragione
269,Wahrheit::N,праўда,verità
270,Gespräch::N,размова,discorso
271,Gespräch::N,размова,conversazione
272,Märchen::N,казка,fiaba
273,Märchen::N,казка,fàvola
274,Erzählung::N,расказ,racconto
275,Erzählung::N,расказ,narrazione
276,Erzählung::N,апавяданне,racconto
277,Erzählung::N,апавяданне,narrazione
278,Nachricht::N,вестка,messaggio
279,Nachricht::N,паведамленне,messaggio
280,Neuigkeit::N,навіна,notizia
281,Name::N,імя,nome
282,Rätsel::N,загадка,indovinello
283,Rede::N,прамова,discorso
284,Sprache::N,мова,lingua
285,Sprache::N,мова,linguaggio
286,Stimme::N,голас,voce
287,Wort::N,слова,parola
288,Zeichen::N,знак,segno
289,Zeichen::N,знак,segnale
290,Ruf::N,кліч,chiamata
291,Lärm::N,шум,chiasso
292,Lärm::N,шум,strèpito
293,Laut::N,гук,suono
294,Ton::N,гучанне,tono
295,Lied::N,песня,canto
296,Lied::N,песня,canzone
297,Ruhe::N,спакой,calma
298,Ruhe::N,спакой,tranquillità
299,Leute::N,людзі,gente
300,Volk::N,народ,pòpolo
301,Arbeit::N,праца,lavoro
302,Arbeit::N,работа,lavoro
303,Gast::N,госць,òspite
304,Gast::N,госць,invitato
305,Geschenk::N,падарунак,regalo
306,Spiel::N,гульня,gioco
307,Gesellschaft::N,таварыства,compagnìa
308,Hilfe::N,дапамога,aiuto
309,Hilfe::N,дапамога,soccorso
310,Freund::N,друг,amico
311,Freund::N,сябар,amico
312,Kamerad::N,прыяцель,camerata
313,Angelegenheit::N,справа,affare
314,Angelegenheit::N,справа,faccenda
315,Anzahl::N,колькасць,nùmero
316,Anzahl::N,колькасць,quantità
317,Art::N,від,tipo
318,Art::N,від,specie
319,Stück::N,кусок,pezzo
320,Stück::N,кавалак,pezzo
321,Teil::N,частка,parte
322,Hälfte::N,палова,metà
323,Hälfte::N,палавіна,metà
324,Kreis::N,круг,cìrcolo
325,Kreuz::N,крыж,croce
326,Linie::N,лінія,lìnea
327,Strich::N,рыса,tratto
328,Abstand::N,прамежак,distanza
329,Entfernung::N,адлегласць,distanza
330,Entfernung::N,адлегласць,lontananza
331,Gegend::N,мясцовасць,regione
332,Platz::N,месца,posto
333,Platz::N,месца,spazio
334,Ort::N,месца,luogo
335,Ort::N,месца,località
336,Seite::N,бок,lato
337,Seite::N,бок,parte
338,Mitte::N,сярэдзіна,mezzo
339,Mitte::N,сярэдзіна,centro
340,Gegenstand::N,прадмет,oggetto
341,Sache::N,рэч,cosa
342,Rand::N,край,orlo
343,Rand::N,край,bordo
344,Kante::N,руб,spìgolo
345,Kante::N,кант,spìgolo
346,Ecke::N,вугал,canto
347,Spitze::N,кончык,punta
348,Ende::N,канец,capo
349,Ende::N,канец,estremità
350,Loch::N,дзірка,buco
351,Winkel::N,вугал,àngolo
352,Muster::N,узор,disegno
353,Größe::N,памер,taglia
354,Größe::N,памер,grandezza
355,Länge::N,даўжыня,lunghezza
356,Höhe::N,вышыня,altezza
357,Gewicht::N,вага,peso
358,Menge::N,колькасць,quantità
359,Haufen::N,куча,cùmulo
360,Haufen::N,куча,mucchio
361,Reihe::N,рад,fila
362,Boot::N,лодка,barca
363,Boot::N,лодка,battello
364,Ruder::N,вясло,remo
365,Schlitten::N,сані,slitta
366,Ski::N,лыжа,sci
367,Lagerfeuer::N,вогнішча,falò
368,Lagerfeuer::N,вогнішча,fuoco di bivacco
369,Last::N,цяжар,càrico
370,Gang::N,ход,andata
371,Schritt::N,шаг,passo
372,Schritt::N,крок,passo
373,Norden::N,поўнач,nord
374,Norden::N,поўнач,settentrione
375,Süden::N,поўдзень,sud
376,Süden::N,поўдзень,meridione
377,Westen::N,захад,òvest
378,Westen::N,захад,occidente
379,Osten::N,усход,est
380,Osten::N,усход,oriente
381,Holz::N,дрэва,legno
382,Holz::N,драўніна,legno
383,Brett::N,дошка,asse
384,Brett::N,дошка,tàvola
385,Platte::N,пліта,lastra
386,Platte::N,пліта,piastra
387,Stütze::N,падпорка,supporto
388,Stange::N,жэрдка,sbarra
389,Stange::N,жэрдка,pèrtica
390,Stock::N,палка,verga
391,Stock::N,палка,bastone
392,Stock::N,палка,bacchetta
393,Stab::N,шост,asta
394,Rohr::N,труба,tubo
395,Haus::N,дом,casa
396,Heim::N,дом,casa
397,Heim::N,хата,casa
398,Ofen::N,печ,stufa
399,Fußboden::N,падлога,pavimento
400,Tisch::N,стол,tàvolo
401,Stuhl::N,стул,sedia
402,Stuhl::N,крэсла,sedia
403,Wiege::N,калыска,culla
404,Bett::N,ложак,letto
405,Bett::N,пасцель,letto
406,Regal::N,паліца,scaffale
407,Kiste::N,скрынка,cassa
408,Fenster::N,акно,finestra
409,Tür::N,дзверы,porta
410,Tor::N,вароты,portone
411,Zaun::N,агароджа,recinto
412,Dach::N,дах,tetto
413,Leiter::N,лесвіца,scala
414,Leiter::N,лесвіца,scala a pioli
415,Besen::N,мятла,scopa
416,Spaten::N,лапата,vanga
417,Spaten::N,жалязняк,vanga
418,Schaufel::N,шуфлік,pala
419,Schaufel::N,лапатка,pala
420,Gabel::N,відэлец,forchetta
421,Löffel::N,лыжка,cucchiaio
422,Messer::N,нож,coltello
423,Nagel::N,цвік,chiodo
424,Netz::N,сетка,rete
425,Haken::N,крук,uncino
426,Griff::N,ручка,mànico
427,Griff::N,ручка,maniglia
428,Schloss::N,замок,serratura
429,Bild::N,карціна,quadro
430,Bild::N,карціна,immàgine
431,Figur::N,фігура,figura
432,Puppe::N,лялька,bàmbola
433,Beutel::N,мяшок,borsa
434,Beutel::N,мяшок,sacchetto
435,Bündel::N,вязка,fascio
436,Bündel::N,вязка,fagotto
437,Tasche::N,торба,borsa
438,Eimer::N,вядро,secchio
439,Deckel::N,накрыўка,coperchio
440,Geschirr::N,пасуда,stoviglie
441,Sack::N,мех,sacco
442,Tasse::N,кубак,tazza
443,Topf::N,каструля,pèntola
444,Kessel::N,кацёл,paiolo
445,Kessel::N,кацёл,calderone
446,Essen::N,ежа,pasto
447,Essen::N,ежа,mangiare
448,Nahrung::N,харч,cibo
449,Nahrung::N,харч,alimento
450,Speise::N,страва,piatto
451,Fleisch::N,мяса,carne
452,Getreide::N,збожжа,cereali
453,Brei::N,каша,purè
454,Brei::N,каша,pappa
455,Brot::N,хлеб,pane
456,Scheibe::N,луста,fetta
457,Scheibe::N,луста,trancia
458,Scheibe::N,скібка,fetta
459,Scheibe::N,скібка,trancia
460,Fett::N,тлушч,grasso
461,Butter::N,масла,burro
462,Öl::N,алей,olio
463,Salz::N,соль,sale
464,Suppe::N,суп,zuppa
465,Suppe::N,суп,minestra
466,Honig::N,мёд,miele
467,Milch::N,малако,latte
468,Tee::N,чай,tè
469,Tee::N,гарбата,tè
470,Leder::N,скура,pelle
471,Wolle::N,воўна,lana
472,Stoff::N,тканіна,panno
473,Stoff::N,тканіна,tessuto
474,Nadel::N,іголка,ago
475,Faden::N,нітка,filo
476,Knopf::N,гузік,bottone
477,Knoten::N,вузел,nodo
478,Farbe::N,фарба,pittura
479,Kleidung::N,адзенне,vestiti
480,Kleidung::N,адзенне,vestiario
481,Hemd::N,кашуля,camicia
482,Kragen::N,каўнер,bàvero
483,Kragen::N,каўнер,colletto
484,Ärmel::N,рукаў,mànica
485,Hose::N,штаны,calzoni
486,Gürtel::N,пояс,cintura
487,Mütze::N,шапка,berretto
488,Schuh::N,чаравік,scarpa
489,Stiefel::N,бот,stivale
490,Ring::N,кольца,anello
491,Band::N,стужка,nastro
492,Band::N,стужка,fettuccia
493,Kamm::N,расчоска,pèttine
494,Spiegel::N,люстра,specchio
495,Riemen::N,рэмень,cinghia
496,Schnur::N,вяроўка,corda
497,Leine::N,павадок,guinzaglio
498,Decke::N,коўдра,coperta
499,Kissen::N,падушка,cuscino
500,Kissen::N,падушка,guanciale
501,Tuch::N,хустка,fazzoletto
502,Handtuch::N,ручнік,asciugamano
503,Kraft::N,сіла,forza
504,Stärke::N,моц,forza
505,Stärke::N,моц,vigore
506,Stärke::N,моц,fortezza
507,Gesundheit::N,здароўе,salute
508,Krankheit::N,хвароба,malattìa
509,Schmerz::N,боль,dolore
510,Wunde::N,рана,piaga
511,Wunde::N,рана,ferita
512,Fieber::N,гарачка,febbre
513,Fieber::N,ліхаманка,febbre
514,Arznei::N,лекі,fàrmaco
515,Arznei::N,лекі,medicina
516,Brücke::N,мост,ponte
517,Brunnen::N,калодзеж,pozzo
518,Weide::N,паша,pàscolo
519,Pfad::N,сцежка,sentiero
520,Weg::N,шлях,via
521,Weg::N,шлях,cammino
522,Weg::N,дарога,via
523,Weg::N,дарога,cammino
524,Straße::N,вуліца,strada
525,Dorf::N,вёска,paese
526,Dorf::N,вёска,villaggio
527,Stadt::N,горад,città
528,Brief::N,ліст,lèttera
529,Brief::N,пісьмо,lèttera
530,Buch::N,кніга,libro
531,Buchstabe::N,літара,lèttera
532,Zeitung::N,газета,giornale
533,Leben::N,жыццё,vita
534,Tod::N,смерць,morte
535,Grab::N,магіла,tomba
536,Grab::N,магіла,sepolcro
537,Kirche::N,касцёл,chiesa
538,Kirche::N,царква,chiesa
539,Sünde::N,грэх,peccato
540,Gott::N,бог,dio
541,Arbeiter::N,рабочы,operaio
542,Arbeiter::N,рабочы,lavoratore
543,Chef::N,начальнік,capo
544,Chef::N,начальнік,padrone
545,Meister::N,майстар,mastro
546,Meister::N,майстар,maestro
547,Arzt::N,урач,mèdico
548,Arzt::N,урач,dottore
549,Lehrer::N,настаўнік,professore
550,Geld::N,грошы,soldi
551,Geld::N,грошы,denaro
552,Geschäft::N,заняцце,affare
553,Geschäft::N,заняцце,negozio
554,Laden::N,крама,negozio
555,Laden::N,магазін,negozio
556,Preis::N,цана,prezzo
557,Ware::N,тавар,merce
558,Nutzen::N,выгада,ùtile
559,Nutzen::N,выгада,profitto
560,Reichtum::N,багацце,ricchezza
561,Welt::N,свет,mondo
562,Land::N,краіна,paese
563,Staat::N,дзяржава,Stato
564,König::N,кароль,re
565,Macht::N,улада,potere
566,Grenze::N,граніца,confine
567,Grenze::N,граніца,frontiera
568,Krieg::N,вайна,guerra
569,Feind::N,вораг,nemico
570,Gewalt::N,насілле,violenza
571,Kampf::N,барацьба,lotta
572,Bogen[Waffe]::N,лук,arco
573,Pfeil::N,страла,freccia
574,Gewehr::N,ружжо,fucile
575,Fehler::N,памылка,errore
576,Fehler::N,памылка,sbaglio
577,Lüge::N,хлусня,bugìa
578,Lüge::N,хлусня,menzogna
579,Schaden::N,шкода,danno
580,Unglück::N,ліха,sfortuna
581,Unglück::N,бядота,sfortuna
582,Schuld::N,віна,colpa
583,Alter::N,узрост,età
584,Schluss::N,канец,fine
585,Zeit::N,час,tempo
586,Tag::N,дзень,giorno
587,Tag::N,дзень,giornata
588,Morgen::N,ранак,mattina
589,Morgen::N,раніца,mattina
590,Mittag::N,паўдня,mezzogiorno
591,Mittag::N,поўдзень,mezzogiorno
592,Abend::N,вечар,sera
593,Abend::N,вечар,serata
594,Nacht::N,ноч,notte
595,Woche::N,тыдзень,settimana
596,Monat::N,месяц,mese
597,Jahr::N,год,anno
598,Frühling::N,вясна,primavera
599,Sommer::N,лета,estate
600,Herbst::N,восень,autunno
601,Winter::N,зіма,inverno
602,Januar::N,студзень,gennaio
603,Februar::N,люты,febbraio
604,März::N,сакавік,marzo
605,April::N,красавік,aprile
606,Mai::N,май,maggio
607,Mai::N,травень,maggio
608,Juni::N,чэрвень,giugno
609,Juli::N,ліпень,luglio
610,August::N,жнівень,agosto
611,September::N,верасень,settembre
612,Oktober::N,кастрычнік,ottobre
613,November::N,лістапад,novembre
614,Dezember::N,снежань,dicembre
615,Montag::N,панядзелак,lunedì
616,Dienstag::N,аўторак,martedì
617,Mittwoch::N,серада,mercoledì
618,Donnerstag::N,чацвер,giovedì
619,Freitag::N,пятніца,venerdì
620,Samstag::N,субота,sàbato
621,Sonntag::N,нядзеля,domenica
622,groß::A,вялікі,grande
623,klein::A,маленькі,pìccolo
624,lang::A,доўгі,lungo
625,kurz::A,кароткі,corto
626,breit::A,шырокі,largo
627,schmal::A,вузкі,stretto
628,dicht::A,густы,denso
629,dick[Gegenstand]::A,тоўсты,spesso
630,dünn::A,тонкі,sottile
631,fein::A,тонкі,fine
632,fein::A,тонкі,delicato
633,fest::A,моцны,sodo
634,fest::A,моцны,fisso
635,flach::A,плоскі,piano
636,flach::A,плоскі,piatto
637,glatt::A,гладкі,liscio
638,hart::A,цвёрды,duro
639,weich::A,мяккі,molle
640,rund::A,круглы,rotondo
641,spitz::A,спічасты,aguzzo
642,spitz::A,спічасты,appuntito
643,spitz::A,востраканцовы,aguzzo
644,spitz::A,востраканцовы,appuntito
645,scharf::A,востры,affilato
646,scharf::A,востры,tagliente
647,stumpf::A,тупы,smussato
648,schwer::A,цяжкі,pesante
649,schön::A,прыгожы,bello
650,heiß::A,гарачы,caldo
651,heiß::A,гарачы,bollente
652,warm::A,цёплы,caldo
653,kalt::A,холадны,freddo
654,kühl::A,халаднаваты,fresco
655,frisch::A,свежы,fresco
656,feucht::A,вільготны,ùmido
657,nass::A,мокры,bagnato
658,trocken::A,сухі,secco
659,voll::A,поўны,pieno
660,leer::A,пусты,vuoto
661,offen::A,адкрыты,aperto
662,offen::A,адчынены,aperto
663,geschlossen::A,закрыты,chiuso
664,geschlossen::A,зачынены,chiuso
665,sauber::A,чысты,netto
666,sauber::A,чысты,pulito
667,schmutzig::A,брудны,sporco
668,schmutzig::A,брудны,sùdicio
669,roh::A,сыры,crudo
670,reif::A,спелы,maturo
671,lecker::A,смачны,ghiotto
672,lecker::A,смачны,squisito
673,süß::A,салодкі,dolce
674,bitter::A,горкі,amaro
675,sauer::A,кіслы,aspro
676,sauer::A,кіслы,acerbo
677,hell::A,светлы,chiaro
678,dunkel::A,цёмны,buio
679,dunkel::A,цёмны,oscuro
680,schwarz::A,чорны,nero
681,weiß::A,белы,bianco
682,rot::A,чырвоны,rosso
683,gelb::A,жоўты,giallo
684,blau::A,сіні,blu
685,blau::A,сіні,azzurro
686,grün::A,зялёны,verde
687,grau::A,шэры,grigio
688,bunt::A,пяресты,variopinto
689,billig::A,танны,a buon prezzo
690,billig::A,танны,a buon mercato
691,teuer::A,дарагі,caro
692,wertvoll::A,цэнны,prezioso
693,wertvoll::A,каштоўны,prezioso
694,blind::A,сляпы,cieco
695,taub::A,глухі,sordo
696,kräftig::A,магутны,forte
697,kräftig::A,магутны,robusto
698,stark::A,сільны,forte
699,stark::A,сільны,vigoroso
700,schwach::A,слабы,dèbole
701,fett::A,тлусты,grasso
702,schlank::A,стройны,snello
703,schlank::A,стройны,slanciato
704,hübsch::A,чароўны,bello
705,hübsch::A,чароўны,carino
706,böse::A,злы,cattivo
707,dumm::A,дурны,stùpido
708,faul::A,лянівы,pigro
709,fleißig::A,руплівы,diligente
710,geizig::A,прагны,avaro
711,klug::A,разумны,intelligente
712,geschickt::A,умелы,àbile
713,lieb::A,мілы,caro
714,lustig::A,вясёлы,gaio
715,lustig::A,вясёлы,allegro
716,sanft::A,ласкавы,dolce
717,hungrig::A,галодны,affamato
718,krank::A,хворы,malato
719,krank::A,хворы,infermo
720,nackt::A,голы,nudo
721,traurig::A,сумны,triste
722,lebendig::A,жывы,vivo
723,gut::A,добры,buono
724,schlecht::A,кепскі,cattivo
725,richtig::A,правільны,giusto
726,schlimm::A,агідны,grave
727,wahr::A,сапраўдны,vero
728,alt::A,стары,vecchio
729,neu::A,новы,nuovo
730,ehemalig::A,былы,vecchio
731,ehemalig::A,былы,d'una_volta
732,alt[Lebewesen]::A,стары,anziano
733,jung::A,малады,giovane
734,arm::A,бедны,pòvero
735,reich::A,багаты,ricco
736,bekannt::A,знаёмы,noto
737,bekannt::A,знаёмы,conosciuto
738,berühmt::A,славуты,famoso
739,berühmt::A,славуты,cèlebre
740,fremd::A,чужы,estràneo
741,fremd::A,чужы,straniero
742,verschieden::A,розны,diverso
743,verschieden::A,розны,differente
744,nah::A,блізкі,vicino
745,nah::A,блізкі,propinquo
746,fern::A,далёкі,lontano
747,linker::A,левы,sinistro
748,rechter::A,правы,destro
749,anderer::A,іншы,altro
750,anderer::A,другі,altro
751,erster::A,першы,primo
752,zweiter::A,другі,secondo
753,dritter::A,трэці,terzo
754,letzter::A,апошні,ùltimo
755,allein::ADV,сам,solo
756,allein::ADV,сам,da solo
757,allein::ADV,адзін,solo
758,allein::ADV,адзін,da solo
759,auf einmal::ADV,адразу,insieme
760,zusammen::ADV,разам,insieme
761,lange::ADV,доўга,a lungo
762,plötzlich::ADV,раптам,all'improvviso
763,sofort::ADV,зараз,sùbito
764,sofort::ADV,зараз,all'istante
765,später::ADV,пазней,più tardi
766,jetzt::ADV,цяпер,ora
767,jetzt::ADV,цяпер,adesso
768,heute::ADV,сёння,oggi
769,morgen::ADV,заўтра,domani
770,bald::ADV,хутка,presto
771,bald::ADV,хутка,tra poco
772,bald::ADV,неўзабаве,presto
773,bald::ADV,неўзабаве,tra poco
774,dann::ADV,потым,allora
775,gestern::ADV,учора,ieri
776,einst::ADV,аднойчы,prima
777,einst::ADV,аднойчы,un tempo
778,damals::ADV,тады,allora
779,danach::ADV,затым,poi
780,danach::ADV,затым,dopo
781,vorher::ADV,раней,prima
782,zuerst::ADV,спярша,prima
783,zuerst::ADV,спярша,dapprima
784,zuerst::ADV,спачатку,prima
785,zuerst::ADV,спачатку,dapprima
786,einmal::ADV,адзін раз,una volta
787,manchmal::ADV,часам,talvolta
788,manchmal::ADV,часам,qualche volta
789,oft::ADV,часта,spesso
790,immer::ADV,заўсёды,sempre
791,niemals::ADV,ніколі,non mai
792,hier::ADV,тут,qua
793,hierhin::ADV,сюды,qua
794,von hier::ADV,адсюль,ne
795,von hier::ADV,адсюль,da qui
796,von hier::ADV,адгэтуль,ne
797,von hier::ADV,адгэтуль,da qui
798,dort::ADV,там,lì
799,dorthin::ADV,туды,là
800,geradeaus::ADV,прама,diritto
801,vorwärts::ADV,наперад,avanti
802,rückwärts::ADV,назад,all'indietro
803,zurück::ADV,назад,di indietro
804,unten::ADV,унізе,giù
805,unten::ADV,унізе,sotto
806,hinab::ADV,уніз,giù
807,hinab::ADV,уніз,in giù
808,oben::ADV,угары,su
809,oben::ADV,угары,sopra
810,oben::ADV,наверсе,su
811,oben::ADV,наверсе,sopra
812,hinauf::ADV,угару,in sù
813,hinauf::ADV,угару,in alto
814,überall::ADV,усюды,dappertutto
815,nicht::ADV,не,non
816,ein wenig::ADV,трошкі,un po'
817,ein wenig::ADV,трошкі,un poco
818,kaum::ADV,ледзьве,a appena
819,sehr::ADV,вельмі,molto
820,so::ADV,так,così
821,so::ADV,так,tanto
822,noch::ADV,яшчэ,ancora
823,nur::ADV,толькі,solo
