,Concept_ID,be,cv
732,anderer::A,іншы,урӑх
733,anderer::A,другі,урӑх
734,erster::A,першы,пӗрремӗш
735,zweiter::A,другі,иккӗмӗш
736,dritter::A,трэці,виҫҫӗмӗш
737,letzter::A,апошні,юлашки
738,allein::ADV,сам,пӗччен
739,allein::ADV,адзін,пӗччен
740,auf einmal::ADV,адразу,кӗмӗрккен
741,zusammen::ADV,разам,пӗрле
742,lange::ADV,доўга,вӑрах
743,plötzlich::ADV,раптам,сасартӑк
744,sofort::ADV,зараз,тӳрех
745,später::ADV,пазней,кайран
746,jetzt::ADV,цяпер,халь
747,jetzt::ADV,цяпер,халӗ
748,heute::ADV,сёння,паян
749,morgen::ADV,заўтра,ыран
750,bald::ADV,хутка,халех
751,bald::ADV,хутка,кӗҫех
752,bald::ADV,неўзабаве,халех
753,bald::ADV,неўзабаве,кӗҫех
754,dann::ADV,потым,унтан
755,gestern::ADV,учора,ӗнер
756,einst::ADV,аднойчы,пӗррехинче
757,damals::ADV,тады,ун чухне
758,damals::ADV,тады,апла пулсан
759,danach::ADV,затым,унтан
760,vorher::ADV,раней,малтан
761,zuerst::ADV,спярша,пирвай
762,zuerst::ADV,спачатку,пирвай
763,einmal::ADV,адзін раз,пӗррехинче
764,manchmal::ADV,часам,хӑш чухне
765,oft::ADV,часта,тӑтӑш
766,immer::ADV,заўсёды,ялан
767,niemals::ADV,ніколі,нихӑҫан та
768,hier::ADV,тут,кунта
769,hierhin::ADV,сюды,кунта
770,von hier::ADV,адсюль,кунтан
771,von hier::ADV,адгэтуль,кунтан
772,dort::ADV,там,унта
773,dort::ADV,там,ҫавӑнта
774,dorthin::ADV,туды,унта
775,dorthin::ADV,туды,ҫавӑнта
776,geradeaus::ADV,прама,тикӗс
777,vorwärts::ADV,наперад,малалла
778,rückwärts::ADV,назад,хыҫала
779,zurück::ADV,назад,каялла
780,unten::ADV,унізе,аялта
781,hinab::ADV,уніз,аялта
782,oben::ADV,угары,ҫӳлте
783,oben::ADV,наверсе,ҫӳлте
784,hinauf::ADV,угару,ҫӳле
785,überall::ADV,усюды,таҫта та
786,überall::ADV,усюды,пур ҫӗрте те
787,überall::ADV,усюды,кирек ӑҫта та
788,nicht::ADV,не,мар
789,ein wenig::ADV,трошкі,пӑртак
790,kaum::ADV,ледзьве,аран
791,sehr::ADV,вельмі,питӗ
792,so::ADV,так,апла
793,noch::ADV,яшчэ,татах
794,nur::ADV,толькі,ҫех
795,schon::ADV,ужо,ӗнтӗ
796,wieder::ADV,зноў,каллех
797,vergebens::ADV,дарма,харам
798,vergebens::ADV,дарэмна,харам
799,vor::PRP,перад,умӗнче
800,hinter::PRP,за,кайра
801,hinter::PRP,ззаду,кайра
802,unter::PRP,пад,айне
803,unter::PRP,пад,айӗпе
804,unter::PRP,пад,айӗнче
805,unter::PRP,пад,ҫитеспе
806,durch::PRP,праз,витӗр
807,neben::PRP,каля,патӗнче
808,zwischen::PRP,між,хушшинче
809,zwischen::PRP,паміж,хушшинче
810,wegen::PRP,з-за,пула
811,wegen::PRP,з-за,пирки
812,dies::PRN,гэта,ку
813,dies::PRN,гэта,ҫак
814,das::PRN,тое,ҫав
815,alles::PRN,усё,пурте
816,alles::PRN,усё,йӑлт
817,ich::PRN,я,эп
818,du::PRN,ты,эс
819,er::PRN,ён,вӑл
820,wir::PRN,мы,эпир
821,ihr::PRN,вы,эсир
822,sie::PRN,яны,вӗсем
823,was::FPRN,што,мӗн
824,was::FPRN,што,мӗскер
825,was::FPRN,што,мӗн те пулин
826,wer::FPRN,хто,кам
827,wo::FADV,дзе,ӑҫта
828,wohin::FADV,куды,ӑҫта
829,wie::FADV,як,епле
830,wie::FADV,як,мӗнле
831,warum::FADV,чаму,ма
832,warum::FADV,чаму,мӗншӗн
833,wieviel::FNUM,колькі,миҫе
834,eins::NUM,адзін,пӗр
835,eins::NUM,адзін,пӗрре
836,zwei::NUM,два,ик
837,zwei::NUM,два,икӗ
838,zwei::NUM,два,иккӗ
839,drei::NUM,тры,виҫ
840,drei::NUM,тры,виҫӗ
841,drei::NUM,тры,виҫҫӗ
842,vier::NUM,чатыры,тӑват
843,fünf::NUM,пяць,пилӗк
844,fünf::NUM,пяць,пиллӗк
845,sechs::NUM,шесць,улт
846,sechs::NUM,шесць,ултӑ
847,sechs::NUM,шесць,улттӑ
848,sieben::NUM,сем,ҫич
849,sieben::NUM,сем,ҫичӗ
850,sieben::NUM,сем,ҫиччӗ
851,acht::NUM,восем,сакӑр
852,acht::NUM,восем,саккӑр
853,neun::NUM,дзевяць,тӑхӑр
854,neun::NUM,дзевяць,тӑххӑр
855,zehn::NUM,дзесяць,вунӑ
856,zehn::NUM,дзесяць,вуннӑ
857,elf::NUM,адзінаццаць,вун пӗр
858,zwölf::NUM,дванаццаць,вун ик
859,zwölf::NUM,дванаццаць,вун икӗ
860,zwölf::NUM,дванаццаць,вун иккӗ
861,zwanzig::NUM,дваццаць,ҫирӗм
862,dreißig::NUM,трыццаць,вӑтӑр
863,vierzig::NUM,сорак,хӗрӗх
864,fünfzig::NUM,пядзесят,аллӑ
865,sechzig::NUM,шесдзесят,утмӑл
866,siebzig::NUM,семдзесят,ҫитмӗл
867,achtzig::NUM,восемдзесят,сакӑр вунӑ
868,achtzig::NUM,восемдзесят,сакӑр вуннӑ
869,neunzig::NUM,дзевяноста,тӑхӑр вун
870,neunzig::NUM,дзевяноста,тӑхӑр вунӑ
871,neunzig::NUM,дзевяноста,тӑхӑр вуннӑ
872,hundert::NUM,сто,ҫӗр
873,tausend::NUM,тысяча,пин
874,und::CNJ,і,та
875,und::CNJ,ды,та
876,oder::CNJ,або,е
877,stehen::V,стаяць,тӑр
878,sitzen::V,сядзець,лар
879,liegen::V,ляжаць,вырт
880,hängen::V,вісець,усӑнса тӑр
881,hängen::V,вісець,ҫакӑнса тӑр
882,werden::V,стаць,пул
883,werden::V,зрабіцца,пул
884,passieren::V,трапіцца,пул
885,beginnen::V,пачацца,пуҫлан
886,enden::V,кончыцца,пӗт
887,enden::V,кончыцца,вӗҫлен
888,wechseln::V,мяняцца,улшӑн
889,aufgehen[Sonne]::V,узысці,тух
890,untergehen[Sonne]::V,зайсці,анса лар
891,scheinen[Sonne]::V,свяціць,пӑх
892,donnern::V,грымець,кӗмсӗртет
893,donnern::V,грымець,авӑт
894,wehen::V,дзьмуць,варкӑш
895,strömen::V,ліцца,тӑкӑн
896,fließen::V,цячы,юх
897,sich drehen::V,круціцца,ҫаврӑн
898,sich drehen::V,варочацца,ҫаврӑн
899,schwanken::V,хістацца,чӳхен
900,schwingen::V,гайдацца,суллан
901,schwingen::V,калыхацца,суллан
902,fallen::V,падаць,кип
903,fallen::V,падаць,тӳр кип
904,fallen::V,падаць,татӑлса ан
905,brennen::V,гарэць,ҫун
906,rauchen::V,дымець,мӑкӑрлан
907,rauchen::V,дымець,тӗтӗм кӑлар
908,regnen::V,дажджыць,ҫумӑр ҫӑвать
909,gefrieren::V,замерзнуць,шӑн
910,tauen::V,раставаць,ирӗл
911,schmelzen::V,плавіцца,ирӗл
912,trocknen::V,сохнуць,тип
913,sieden::V,кіпець,вӗре
914,faulen::V,гнісці,ҫӗр
915,verfaulen::V,згнісці,ҫӗр
916,reißen::V,ірвацца,ҫурӑл
917,versinken::V,тануць,пут
918,vergehen::V,праходзіць,ирт
919,erscheinen::V,зʼявіцца,курӑн
920,erscheinen::V,зʼявіцца,курӑнса кай
921,verschwinden::V,знікнуць,ҫухал
922,sinken::V,спадаць,чак
923,abnehmen::V,паменшыцца,чак
924,zunehmen::V,павялічвацца,пысӑклан
925,steigen::V,паднімацца,ҫӗклен
926,wachsen::V,расці,ӳс
927,glänzen::V,блішчаць,ҫиҫ
928,funkeln::V,бліскаць,ялкӑш
929,funkeln::V,бліскаць,йӑлтӑртат
930,lärmen::V,шумець,шавла
931,läuten::V,званіць,шӑнкӑравла
932,klingeln::V,званіць,шӑнкӑравла
933,klirren::V,бразгаць,калтлат
934,klirren::V,бразгаць,шӑнкӑлтат
935,brausen::V,бушаваць,ахӑр
936,rauschen::V,шастаць,вашӑлтат
937,rauschen::V,шастаць,чашӑлтат
938,klingen::V,гучаць,янӑра
939,bellen::V,брахаць,вӗр
940,heulen::V,выць,ула
941,blasen::V,дзьмухнуць,вӗр
942,pfeifen::V,свістаць,шӑхӑр
943,schreien::V,крычаць,кӑшкӑр
944,stöhnen::V,стагнаць,йынӑш
945,zittern::V,дрыжаць,чӗтре
946,leben::V,жыць,пурӑн
947,geboren werden::V,нарадзіцца,ҫурал
948,atmen::V,дыхаць,сывла
949,trinken::V,піць,ӗҫ
950,essen::V,есці,ҫи
951,schlucken::V,глытаць,ҫӑт
952,müde werden::V,стаміцца,ӗшен
953,einschlafen::V,заснуць,ыйха пут
954,einschlafen::V,заснуць,ҫывӑрса кай
955,schlafen::V,спаць,ҫывӑр
956,aufwachen::V,рассыпацца,вӑран
957,aufstehen::V,устаць,тӑр
958,sich erholen::V,адпачываць,кан
959,krank werden::V,захварэць,чирле
960,krank sein::V,хварэць,чирле
961,schmerzen::V,балець,сур
962,schmerzen::V,балець,ырат
963,husten::V,кашляць,ӳсӗр
964,genesen::V,паправіцца,сывал
965,genesen::V,паправіцца,тӳрлен
966,genesen::V,паздаравець,сывал
967,genesen::V,паздаравець,тӳрлен
968,sterben::V,памерці,вил
969,umkommen::V,загінуць,вил
970,sich bewegen::V,рухацца,куҫ
971,sich rühren::V,варушыцца,хускал
972,sich erheben::V,устаць,тӑр
973,sich setzen::V,сесці,лар
974,hinfallen::V,упасці,ӳк
975,laufen::V,хадзіць,ут
976,schreiten::V,шагаць,ут
977,schreiten::V,крочыць,ут
978,spazierengehen::V,гуляць,уҫӑлса ҫӳре
979,spazierengehen::V,гуляць,уткаласа ҫӳре
980,eilen::V,спяшацца,васка
981,eilen::V,спяшацца,хыпалан
982,sich beeilen::V,спяшацца,васка
983,sich beeilen::V,спяшацца,хыпалан
984,sausen::V,імчацца,ыткӑн
985,sausen::V,імчацца,вӗҫтер
986,rennen::V,бегаць,чуп
987,springen::V,скакаць,сик
988,klettern::V,лазіць,улӑх
989,schaukeln::V,гайдацца,йӳрӗн
990,kriechen::V,поўзаць,шу
991,kriechen::V,поўзаць,упален
992,schwimmen::V,плаваць,иш
993,tauchen::V,ныраць,чӑм
994,rudern::V,веславаць,авӑс
995,fahren::V,ехаць,пыр
996,fliegen::V,лятаць,вӗҫ
997,gehen::V,ісці,кай
998,weggehen::V,пайсці,кай
999,abfahren::V,адʼяжджаць,тапран
1000,anhalten::V,спыніцца,чарӑн
1001,anhalten::V,затрымацца,чарӑн
1002,hineingehen::V,уваходзіць,кӗр
1003,eintreten::V,увайсці,кӗр
1004,kommen::V,прыйсці,кил
1005,ankommen::V,прыбыць,ҫит
1006,zurückkommen::V,вярнуцца,таврӑн
1007,zurückkommen::V,вярнуцца,каялла кил
1008,bleiben::V,застацца,юл
1009,warten::V,чакаць,кӗт
1010,erwarten::V,чакаць,кӗт
1011,suchen::V,шукаць,шыра
1012,finden::V,знайсці,туп
1013,versuchen::V,прабаваць,пикен
1014,vorbereiten::V,падрыхтаваць,хатӗрле
1015,lieben::V,кахаць,юрат
1016,mögen::V,любіць,кӑмӑлла
1017,mögen::V,любіць,килӗштер
1018,lachen::V,смяяцца,кул
1019,lachen::V,смяяцца,ахӑлтат
1020,rühren::V,расчуліць,ҫулӑх
1021,weinen::V,плакаць,йӗр
1022,weinen::V,плакаць,макӑр
1023,schimpfen::V,лаяцца,вӑрҫ
1024,schimpfen::V,лаяцца,ятлаҫ
1025,sich ärgern::V,сердаваць,ҫиллен
1026,sich fürchten::V,баяцца,шиклен
1027,fürchten::V,баяцца,хӑра
1028,fliehen::V,уцякаць,тар
1029,flüchten::V,уцячы,чупса тар
1030,sehen::V,бачыць,кур
1031,anschauen::V,паглядзець,пӑхса ил
1032,ansehen::V,глядзець,пӑх
1033,hören::V,чуць,илт
1034,zuhören::V,слухаць,итле
1035,zuhören::V,слухаць,тӑнла
1036,probieren::V,каштаваць,астив
1037,riechen::V,нюхаць,шӑршла
1038,fühlen::V,адчуваць,туй
1039,fühlen::V,адчуваць,сис
1040,scheinen::V,здавацца,туйӑн
1041,zu sehen sein::V,віднецца,курӑн
1042,vernehmen::V,пачуць,пӑл
1043,frieren::V,мёрзнуць,йӳтен
1044,tun::V,рабіць,ту
1045,können::V,умець,пултар
1046,wollen::V,хацець,те
1047,anfangen::V,пачаць,пуҫла
1048,beenden::V,закончыць,пӗтер
1049,aufhören::V,перастаць,пӑрах
1050,gelingen::V,удацца,ӑн
1051,geraten::V,аказацца,пул
1052,öffnen::V,адчыніць,уҫ
1053,schließen::V,зачыніць,хуп
1054,stellen::V,паставіць,ларт
1055,stellen::V,паставіць,тӑрат
1056,setzen::V,пасадзіць,ларт
1057,legen::V,класці,хур
1058,berühren::V,чапаць,перӗн
1059,verbinden::V,звязаць,сып
1060,bedecken::V,накрыць,вит
1061,aufhängen::V,павесіць,ҫак
1062,anzünden::V,запаліць,ҫут
1063,aufheben::V,падняць,ҫӗкле
1064,zurücklassen::V,пакінуць,манса хӑвар
1065,verlieren::V,згубіць,ҫӗтер
1066,fallen lassen::V,упусціць,ӳкер
1067,machen::V,зрабіць,ту
1068,herstellen::V,вырабіць,ӑстала
1069,bauen::V,будаваць,ту
1070,reparieren::V,правіць,юса
1071,verbessern::V,палепшыць,лайӑхлат
1072,ändern::V,змяніць,улӑштар
1073,graben::V,капаць,чав
1074,graben::V,капаць,чакала
1075,beugen::V,сагнуць,кукӑрт
1076,biegen::V,пагнуць,ав
1077,biegen::V,пагнуць,кукӑрт
1078,drehen::V,вярцець,ҫавӑр
1079,wenden::V,павярнуць,ӳпӗнтер
1080,umdrehen::V,перавярнуць,ҫавӑр
1081,heben::V,падымаць,хӑпарт
1082,hochheben::V,падняць,йӑт
1083,ergreifen::V,схапіць,тыт
1084,ergreifen::V,схваціць,тыт
1085,halten::V,трымаць,тыт
1086,drücken::V,націскаць,пус
1087,schieben::V,пхаць,тӗк
1088,schieben::V,пхаць,тӗрт
1089,schieben::V,штурхаць,тӗк
1090,schieben::V,штурхаць,тӗрт
1091,kratzen::V,скрэбці,хыр
1092,lecken::V,лізаць,ҫула
1093,beißen::V,кусаць,ҫырт
1094,beißen::V,кусаць,хып
1095,abreißen::V,адарваць,тат
1096,abschneiden::V,адрэзаць,кас
1097,binden::V,вязаць,ҫых
1098,stecken::V,уваткнуць,чик
1099,brechen::V,зламаць,хуҫ
1100,klopfen::V,стукаць,такка
1101,hauen::V,біць,шакка
1102,kleben::V,клеіць,ҫыпӑҫтар
1103,reiben::V,церці,сӑтӑр
1104,streichen::V,намазаць,сӗр
1105,schleifen::V,тачыць,хӑйра
1106,schneiden::V,рэзаць,кас
1107,rütteln::V,хістаць,лӑка
1108,rütteln::V,хістаць,силлентер
1109,schütteln::V,трэсці,лӑка
1110,schütteln::V,трэсці,силлентер
1111,schwenken::V,махаць,сулла
1112,schütten::V,наліць,тултар
1113,füllen::V,напоўніць,тултар
1114,einwickeln::V,загарнуць,чӗрке
1115,tragen::V,несці,ҫӗкле
1116,schleppen::V,цягнуць,сӗтӗр
1117,ziehen::V,цягнуць,тӑс
1118,aufbewahren::V,захоўваць,усра
1119,werfen::V,кідаць,пӑрах
1120,fangen::V,лавіць,тыт
1121,packen::V,схапіць,тыт
1122,packen::V,схваціць,тыт
1123,verstecken::V,схаваць,пытарса хур
1124,teilen::V,раздзяліць,уйӑр
1125,teilen::V,раздзяліць,пайла
1126,schicken::V,пасылаць,яр
1127,bringen::V,прынесці,кӳр
1128,hinzufügen::V,дабавіць,хуш
1129,bekommen::V,дастаць,ил
1130,bekommen::V,дастаць,туян
1131,erhalten::V,атрымаць,ил
1132,erhalten::V,атрымаць,туян
1133,nehmen::V,ўзяць,ил
1134,wählen::V,выбраць,суйла
1135,auswählen::V,адабраць,суйла
1136,bewahren::V,захаваць,упра
1137,behindern::V,перашкаджаць,кансӗрле
1138,behindern::V,перашкаджаць,чӑрмантар
1139,verderben::V,сапсаваць,пӑс
1140,beschädigen::V,пашкодзіць,пӑс
1141,zerbrechen::V,разбіць,ват
1142,zerbrechen::V,разбіць,ҫӗмӗр
1143,zerreißen::V,разадраць,ҫур
1144,zerstören::V,разбурыць,иш
1145,verbrennen::V,спаліць,ҫунтар
1146,geben::V,даць,пар
1147,reichen::V,перадаць,пар
1148,schenken::V,дарыць,парнеле
1149,versprechen::V,абяцаць,тума пул
1150,versprechen::V,абяцаць,сӑмах пар
1151,wünschen::V,жадаць,сун
1152,loben::V,хваліць,ырла
1153,küssen::V,цалаваць,чуп ту
1154,wiegen::V,гушкаць,сиктер
1155,wiegen::V,гушкаць,силле
1156,wiegen::V,калыхаць,сиктер
1157,wiegen::V,калыхаць,силле
1158,zudecken::V,накрыць,вит
1159,wecken::V,пабудзіць,вӑрат
1160,zeigen::V,паказаць,кӑтарт
1161,führen::V,весці,илсе пыр
1162,führen::V,весці,ҫавӑтса пыр
1163,lehren::V,вучыць,вёрент
1164,unterrichten::V,выкладаць,вёрент
1165,aufziehen::V,выхаваць,вӗрент
1166,leiten::V,кіраваць,тытса пыр
1167,antreiben::V,падганяць,васкат
1168,lassen::V,прымусіць,пусахла
1169,lassen::V,прымусіць,хуш
1170,einladen::V,запрасіць,чӗн
1171,vereinigen::V,абʼяднаць,пӗрлештер
1172,besuchen::V,наведаць,ҫит
1173,besuchen::V,наведаць,кӗрсе кур
1174,treffen::V,сустрэць,тӗл пул
1175,sich versammeln::V,сабрацца,пуҫтарӑн
1176,spielen::V,гуляць,выля
1177,singen::V,пець,юрла
1178,singen::V,спяваць,юрла
1179,tanzen::V,танцаваць,ташла
1180,sich trennen::V,расстацца,уйрӑл
1181,verlassen::V,пакінуць,хӑвар
1182,retten::V,выратаваць,ҫӑл
1183,bewachen::V,ахоўваць,хуралла
1184,schützen::V,уберагаць,сыхла
1185,verteidigen::V,абараніць,хӳтӗле
1186,sich schlagen::V,біцца,ҫапӑҫ
1187,sich schlagen::V,драцца,ҫапӑҫ
1188,schießen::V,страляць,пер
1189,siegen::V,перамагчы,ҫӗн
1190,siegen::V,перамагчы,ҫӗнтер
1191,ärgern::V,злаваць,тарӑхтар
1192,ärgern::V,злаваць,ҫиллентер
1193,schlagen::V,ударыць,ҫап
1194,treten::V,штурхаць,тап
1195,stechen::V,укалоць,чик
1196,stoßen::V,папхнуць,чыш
1197,stehlen::V,украсці,вӑрла
1198,stören::V,перашкодзіць,кансӗрле
1199,belästigen::V,дакучаць,аптӑрат
1200,belästigen::V,дакучаць,хупла
1201,verbergen::V,скрыць,пытар
1202,verbergen::V,схаваць,пытар
1203,täuschen::V,падмануць,суй
1204,betrügen::V,змахляваць,ултала
1205,töten::V,забіць,вӗлер
1206,wohnen::V,жыць,чуна пар
1207,wohnen::V,жыць,парӑнса тӑр
1208,arbeiten::V,працаваць,ӗҫле
1209,sammeln::V,сабраць,пух
1210,pflücken::V,зрываць,тат
1211,jagen::V,паляваць,сунара ҫӳре
1212,fischen::V,рыбачыць,пулӑ тыт
1213,fassen::V,злавіць,тыт
1214,hüten::V,пасвіць,кӗт
1215,treiben::V,гнаць,хӑвала
1216,anbinden::V,прывязаць,кӑкар
1217,füttern::V,карміць,ҫитер
1218,melken::V,даіць,су
1219,hacken::V,сячы,вакла
1220,gießen::V,паліць,шӑвар
1221,reifen::V,паспець,пиҫ
1222,zubereiten::V,зварыць,пӗҫер
1223,zubereiten::V,згатаваць,пӗҫер
1224,kochen::V,варыць,пӗҫер
1225,backen::V,пячы,пӗҫер
1226,braten::V,смажыць,ӑшала
1227,umrühren::V,перамяшаць,хутӑштар
1228,stricken::V,вязаць,ҫых
1229,nähen::V,шыць,ҫӗле
1230,färben::V,пафарбаваць,пӗвет
1231,reinigen::V,ачысціць,тасат
1232,waschen::V,мыць,ҫу
1233,abwischen::V,выцерці,шӑл
1234,spülen::V,паласкаць,чӳхе
1235,fegen::V,падмятаць,шӑл
1236,kehren::V,месці,шӑл
1237,baden::V,купацца,шыва кӗр
1238,sich waschen::V,мыцца,ҫӑвӑн
1239,ausziehen::V,зняць,салан
1240,anziehen::V,надзець,тӑхӑн
1241,sich anziehen::V,адзецца,тӑхӑн
1242,kämmen::V,прычасаць,тура
1243,schmücken::V,аздобіць,илемлет
1244,sagen::V,сказаць,те
1245,sprechen::V,гаварыць,кала
1246,reden::V,размаўляць,сӑмахла
1247,reden::V,размаўляць,калаҫ
1248,sich unterhalten::V,гутарыць,пупле
1249,fragen::V,спытаць,ыйт
1250,bitten::V,прасіць,ыйт
1251,erzählen::V,расказаць,каласа пар
1252,mitteilen::V,паведаміць,пӗлтер
1253,mitteilen::V,паведаміць,хыпарла
1254,nennen::V,назваць,те
1255,nennen::V,назваць,чӗн
1256,rufen::V,зваць,чӗн
1257,prahlen::V,хваліцца,мухтан
1258,prahlen::V,хваліцца,вӗҫкӗнлен
1259,übersetzen::V,перакласці,куҫар
1260,denken::V,думаць,шухӑшла
1261,glauben::V,верыць,ӗнен
1262,bemerken::V,заўважыць,асӑрха
1263,erkennen::V,пазнаць,палла
1264,begreifen::V,спасцігнуць,ӑнлан
1265,verstehen::V,пачуць,пӗл
1266,lernen::V,вучыцца,вӗрен
1267,wissen::V,знаць,пӗл
1268,wissen::V,знаць,ӑнкар
1269,sich erinnern an::V,памятаць,аса ил
1270,vergessen::V,забыць,ман
1271,vergessen::V,забыць,манса кай
1272,messen::V,мераць,виҫ
1273,zählen::V,лічыць,шутла
1274,rechnen::V,лічыць,шутла
1275,lesen::V,чытаць,вула
1276,malen::V,маляваць,ӳкер
1277,zeichnen::V,рысаваць,ӳкер
1278,schreiben::V,пісаць,ҫыр
1279,besitzen::V,мець,тыт
1280,kaufen::V,купіць,ил
1281,kaufen::V,купіць,туян
1282,verkaufen::V,прадаць,сут
1283,bezahlen::V,заплаціць,тӳле
1284,zahlen::V,плаціць,тӳле
1285,beherrschen::V,уладаць,тыт
1286,beherrschen::V,валодаць,тыт
1287,ertragen::V,выцерпець,тӳс
