,Concept_ID,cy,ab
722,verschieden::A,gwahanol,Еиуа-еиҧшым
723,nah::A,agos,ааигəа
724,fern::A,pell,ахара
725,linker::A,aswy,арма
726,linker::A,chwith,арма
727,rechter::A,de,арҕьа
728,rechter::A,deau,арҕьа
729,anderer::A,arall,даҽа
730,anderer::A,arall,даҽакы
731,erster::A,cyntaf,актәи
732,zweiter::A,ail,аҩбатəи
733,dritter::A,trydydd,ахҕатәи
734,letzter::A,olaf,аҵыхəтəантəи
735,allein::ADV,unig,мацара
736,allein::ADV,ar ei ben ei hun,мацара
737,auf einmal::ADV,ar yr un pryd,зныкала
738,auf einmal::ADV,ar yr un pryd,зныкҟьара
739,zusammen::ADV,ynghyd,аиц...
740,zusammen::ADV,gyda'i gilydd,аиц...
741,lange::ADV,amser hir,акыраамҭа
742,plötzlich::ADV,yn sydyn,иаалырҟьаны
743,sofort::ADV,ar unwaith,иаразнакҵәҟьа
744,später::ADV,yn ddiweddarach,уажəшьҭаншəа
745,jetzt::ADV,yn awr,уажәы
746,heute::ADV,heddiw,иахьа
747,morgen::ADV,yfory,уаҵәы
748,bald::ADV,yn fuan,иласны
749,bald::ADV,gyda hyn,иласны
750,dann::ADV,yna,нас
751,dann::ADV,y pryd hwnnw,нас
752,gestern::ADV,ddoe,иацы
753,einst::ADV,gynt,зны
754,damals::ADV,ar y pryd,усҟан
755,damals::ADV,bryd hynny,усҟан
756,danach::ADV,wedyn,нас
757,vorher::ADV,o'r blaen,уаанӡа
758,zuerst::ADV,yn gyntaf,азнаказы
759,zuerst::ADV,yn gyntaf,аҧхьа
760,einmal::ADV,unwaith,зны
761,manchmal::ADV,weithiau,зны-зынла
762,manchmal::ADV,ar brydiau,зны-зынла
763,oft::ADV,yn aml,лассы-лассы
764,oft::ADV,yn fynych,лассы-лассы
765,immer::ADV,bob amser,енагь
766,immer::ADV,bob amser,еснагь
767,niemals::ADV,ni ... byth,ианакəызаалак
768,niemals::ADV,ni ... erioed,ианакəызаалак
769,hier::ADV,yma,ара
770,hier::ADV,yma,абра
771,hier::ADV,yma,араҟа
772,hierhin::ADV,hyd yma,ара
773,hierhin::ADV,hyd yma,араҟа
774,von hier::ADV,oddi yma,арантә
775,dort::ADV,acw,уа
776,dorthin::ADV,tuag yno,уахь
777,dorthin::ADV,tuag yno,анахь
778,geradeaus::ADV,syth ymlaen,ишиашоу
779,vorwärts::ADV,ymlaen,ҕхьаҟа
780,rückwärts::ADV,yn ôl,шьҭахьла
781,zurück::ADV,yn ôl,шьҭахьҟа
782,unten::ADV,isod,лбаа
783,unten::ADV,oddi tanodd,лбаа
784,hinab::ADV,i lawr,алада
785,hinab::ADV,i waered,алада
786,oben::ADV,fry,хыхь
787,hinauf::ADV,i fyny,аҩада
788,hinauf::ADV,i'r lan,аҩада
789,überall::ADV,ym mhobman,зегьынцьара
790,nicht::ADV,ni,-м
791,nicht::ADV,nid,-м
792,ein wenig::ADV,tipyn,ҕыҭк
793,ein wenig::ADV,ychydig,ҕыҭк
794,kaum::ADV,prin,аарлаҳәа
795,kaum::ADV,prin,афергьҳәа
796,sehr::ADV,iawn,даара
797,so::ADV,fel,ас
798,so::ADV,fel,абас
799,so::ADV,felly,ас
800,so::ADV,felly,абас
801,noch::ADV,eto,макьана
802,nur::ADV,yn unig,заҵәык
803,schon::ADV,eisoes,уажәшьҭа
804,schon::ADV,eisoes,аиҳа ипоу
805,schon::ADV,yn barod,уажәшьҭа
806,schon::ADV,yn barod,аиҳа ипоу
807,wieder::ADV,drachefn,ҿыц
808,wieder::ADV,drachefn,дырҩегь
809,wieder::ADV,drachefn,дырҩегьых
810,vergebens::ADV,yn ofer,баша
811,vor::PRP,o flaen,аҕхьа
812,hinter::PRP,ar ôl,нхыҵ
813,unter::PRP,islaw,амҵа
814,unter::PRP,islaw,амҵан
815,durch::PRP,trwy,
816,neben::PRP,ar bwys,ааигуара
817,zwischen::PRP,rhwng,абжьара
818,zwischen::PRP,cydrhwng,абжьара
819,wegen::PRP,o achos,-иззы
820,wegen::PRP,o achos,-ҟнытә
821,wegen::PRP,oherwydd,-иззы
822,wegen::PRP,oherwydd,-ҟнытә
823,dies::PRN,hyn,ари
824,dies::PRN,hyn,абри
825,das::PRN,hynny,Абни
826,das::PRN,hynny,убри
827,alles::PRN,popeth,зегьы
828,ich::PRN,fi,са
829,ich::PRN,fi,сара
830,du::PRN,ti,бара
831,er::PRN,fe,иара
832,wir::PRN,ni,ҳара
833,ihr::PRN,chi,шәара
834,sie::PRN,hwy,дара
835,was::FPRN,pa beth,
836,wer::FPRN,pwy,дарбан
837,wo::FADV,ble,иабыкуу
838,wo::FADV,ble,аба-
839,wo::FADV,ble,ахь-
840,wo::FADV,ym mha le,иабыкуу
841,wo::FADV,ym mha le,аба-
842,wo::FADV,ym mha le,ахь-
843,wohin::FADV,i ble,иабыкуу
844,wohin::FADV,i ble,аба-
845,wohin::FADV,i ble,ахь-
846,wohin::FADV,i ba le,иабыкуу
847,wohin::FADV,i ba le,аба-
848,wohin::FADV,i ba le,ахь-
849,wie::FADV,sut,-шҕа
850,warum::FADV,pam,избан
851,wieviel::FNUM,faint,заҟа
852,eins::NUM,un,акы
853,eins::NUM,un,аӡәы
854,zwei::NUM,dau,ҩба
855,drei::NUM,tri,хҕа
856,vier::NUM,pedwar,ҕшьба
857,fünf::NUM,pump,хəба
858,sechs::NUM,chwech,фба
859,sieben::NUM,saith,Бжьба
860,acht::NUM,wyth,ааба
861,neun::NUM,naw,жәба
862,zehn::NUM,deg,жәаба
863,elf::NUM,un ar ddeg,жәеизатәи
864,zwölf::NUM,deuddeg,жәаҩа
865,zwölf::NUM,un deg dau,жәаҩа
866,zwanzig::NUM,ugain,ҩажәа
867,dreißig::NUM,tri deg,ҩажәижәабатәи
868,dreißig::NUM,deg ar hugain,ҩажәижәабатәи
869,vierzig::NUM,deugain,ҩынҩажәа
870,fünfzig::NUM,hanner cant,ҩынҩажәеижәаба
871,sechzig::NUM,chwe deg,хынҩажәа
872,siebzig::NUM,saith deg,хынҩажәижәаба
873,siebzig::NUM,deg a thrigain,хынҩажәижәаба
874,achtzig::NUM,wyth deg,ҕшьынҩажәа
875,achtzig::NUM,pedar ugain,ҕшьынҩажәа
876,neunzig::NUM,naw deg,ҕшьынҩажәижәаба
877,neunzig::NUM,deg a phedwar ugain,ҕшьынҩажәижәаба
878,hundert::NUM,cant,шәкы
879,tausend::NUM,mil,зқьы
880,und::CNJ,a,-и
881,oder::CNJ,neu,ма
882,stehen::V,sefyll,агылазаара
883,sitzen::V,eistedd,атəара
884,sitzen::V,eistedd,атəа(заа)ра
885,liegen::V,gorwedd,аиара
886,hängen::V,hongian,акнаҳара
887,werden::V,dod yn,аҟалара
888,werden::V,mynd yn,аҟалара
889,passieren::V,digwydd,аҟалара
890,beginnen::V,cychwyn,алагара
891,enden::V,gorffen,алгара
892,wechseln::V,newid,аҽыҧсахра
893,aufgehen[Sonne]::V,codi,агылара
894,aufgehen[Sonne]::V,codi,ахашлара
895,aufgehen[Sonne]::V,codi,аҩаҵхахара
896,untergehen[Sonne]::V,machlud,аҭашəара
897,scheinen[Sonne]::V,tywynnu,акаҧхара
898,donnern::V,taranu,адыдра
899,wehen::V,chwythu,асра
900,strömen::V,ffrydio,акаҭəара
901,fließen::V,llifo,ацара
902,sich drehen::V,troi,ахагьежьра
903,sich drehen::V,cylchdroi,ахагьежьра
904,schwanken::V,siglo,аҵысра
905,schwingen::V,siglo,ахызазара
906,schwingen::V,siglo,акьаандара
907,fallen::V,cwympo,акаҳара
908,brennen::V,llosgi,абылра
909,rauchen::V,mygu,ахылҵра
910,regnen::V,glawio,аура
911,gefrieren::V,rhewi,аҵаара
912,tauen::V,toddi,аӡҭра
913,tauen::V,meirioli,аӡҭра
914,schmelzen::V,toddi,ақəӡыҭра
915,schmelzen::V,toddi,аҭəара
916,trocknen::V,sychu,абара
917,sieden::V,berwi,ашра
918,faulen::V,pydru,абаара
919,faulen::V,braenu,абаара
920,verfaulen::V,pydru,абаара
921,verfaulen::V,pydru,аилашра
922,verfaulen::V,dadfeilio,абаара
923,verfaulen::V,dadfeilio,аилашра
924,reißen::V,clecian,аҧжəара
925,reißen::V,torri'n glats,аҧжəара
926,versinken::V,suddo,аӡааҟəрылара
927,vergehen::V,myned heibio,ацара
928,vergehen::V,pasio,ацара
929,erscheinen::V,ymddangos,ацəырҵра
930,verschwinden::V,diflannu,аҵашəкəара
931,sinken::V,syrthio,атəара
932,sinken::V,syrthio,алаҟəра
933,abnehmen::V,lleihau,ацӡаара
934,abnehmen::V,lleihau,аиҵалара
935,zunehmen::V,cynyddu,аҽырҭбаара
936,zunehmen::V,cynyddu,аиҵыҵра
937,zunehmen::V,cynyddu,арацəахара
938,steigen::V,codi,азҳара
939,steigen::V,codi,ашьҭыҵра
940,steigen::V,codi,адухара
941,steigen::V,codi,ацлара
942,wachsen::V,tyfu,азҳара
943,glänzen::V,disgleirio,ацыр-цырра
944,glänzen::V,disgleirio,ацыҩ-цыҩра
945,glänzen::V,disgleirio,аказказра
946,funkeln::V,pefrio,ашап-шапра
947,funkeln::V,pefrio,ацым-цымра
948,lärmen::V,cadw sŵn,ашьҭыбжьгара
949,lärmen::V,cadw sŵn,аҕьҕьаҳәа аилалара
950,lärmen::V,gwneud twrw,ашьҭыбжьгара
951,lärmen::V,gwneud twrw,аҕьҕьаҳәа аилалара
952,läuten::V,canu,аҵəҵəасра
953,klingeln::V,canu,аҵəҵəасра
954,klingeln::V,seinio,аҵəҵəасра
955,klirren::V,tincian,ахьархьарра
956,klirren::V,tincian,архьархьарра
957,brausen::V,rhuo,аилаҽҽара
958,brausen::V,rhuo,еилашуера
959,rauschen::V,siffrwd,
960,rauschen::V,chwithrwd,
961,klingen::V,seinio,агара
962,klingen::V,seinio,ашьҭыбжь гара
963,bellen::V,cyfarth,ашра
964,heulen::V,udo,ауура
965,heulen::V,oernadu,ауура
966,blasen::V,chwythu,аҭəҳəара
967,pfeifen::V,chwibanu,ашəшəра
968,schreien::V,gweiddi,аҳəҳəара
969,schreien::V,gweiddi,ахəаара
970,schreien::V,gweiddi,аҟаара
971,schreien::V,bloeddio,аҳəҳəара
972,schreien::V,bloeddio,ахəаара
973,schreien::V,bloeddio,аҟаара
974,stöhnen::V,griddfan,ақьра
975,zittern::V,crynu,аҵыс-ҵысра
976,leben::V,byw,аҟазаара
977,geboren werden::V,cael eich geni,Аира
978,atmen::V,anadlu,аҕсыҕ лагаҩагара
979,trinken::V,yfed,ажəра
980,essen::V,bwyta,акрыфара
981,schlucken::V,llyncu,албаадара
982,müde werden::V,blino,ааҕсара
983,einschlafen::V,mynd i gysgu,ацəара
984,einschlafen::V,syrthio i gysgu,ацəара
985,schlafen::V,huno,ацəазаара
986,schlafen::V,cysgu,ацəазаара
987,aufwachen::V,dihuno,аҿыхара
988,aufstehen::V,codi,Агəылҵра
989,sich erholen::V,ymlacio,аҧсшьара
990,sich erholen::V,dadflino,аҧсшьара
991,krank werden::V,mynd yn sâl,ачмазаҩхара
992,krank werden::V,mynd yn wael,ачмазаҩхара
993,krank sein::V,gwaelu,аҳəарҧсарра
994,schmerzen::V,brifo,ахьра
995,husten::V,pesychu,аимҳәара
996,genesen::V,gwella,абзиахара
997,genesen::V,gwella,аӷəӷəахара
998,genesen::V,cael yn ôl,абзиахара
999,genesen::V,cael yn ôl,аӷəӷəахара
1000,sterben::V,marw,аҧсра
1001,umkommen::V,trengi,аҭахара
1002,sich bewegen::V,symud,аиҭаҵра
1003,sich rühren::V,syflyd,ақəацара
1004,sich erheben::V,codi,аҩагылара
1005,sich setzen::V,eistedd,атəара
1006,hinfallen::V,cwympo,акаҳара
1007,laufen::V,cerdded,аныҟəара
1008,schreiten::V,camu,ашьаҿа еихгара
1009,spazierengehen::V,mynd am dro,анеи-ааира
1010,eilen::V,rhuthro,аццакра
1011,sich beeilen::V,brysio,аццакра
1012,sausen::V,rhuthro,аҧырра
1013,sausen::V,rhuthro,иҭрысны
1014,sausen::V,rhuthro,ишьҭҟьаны ацара
1015,rennen::V,rhedeg,аҩра
1016,springen::V,llamu,аҧара
1017,springen::V,neidio,аҧара
1018,klettern::V,dringo,ақəлара
1019,schaukeln::V,siglo,аҟəараҟəанҽара
1020,kriechen::V,cropian,аҳəазара
1021,schwimmen::V,nofio,аӡсара
1022,tauchen::V,plymio,ахəӡааҵəира
1023,tauchen::V,ymsuddo,ахəӡааҵəира
1024,rudern::V,rhwyfo,аҵшьра
1025,fahren::V,gyrru,акала
1026,fahren::V,dreifio,акала
1027,fliegen::V,hedfan,аҧырра
1028,gehen::V,mynd,аиҭаҵра
1029,weggehen::V,mynd,ацара
1030,weggehen::V,ymadael,ацара
1031,abfahren::V,ymadael,адəықəлара
1032,abfahren::V,ymadael,ацара
1033,anhalten::V,stopio,ааныргылара
1034,hineingehen::V,mynd i mewn,аҭалара
1035,eintreten::V,mynd i,аҩналара
1036,kommen::V,dod,аара
1037,kommen::V,dod,ааира
1038,ankommen::V,cyrraedd,ааира
1039,ankommen::V,cyrraedd,аара
1040,ankommen::V,cyrraedd,анеира
1041,zurückkommen::V,dychwelyd,азыхынҳəра
1042,bleiben::V,aros,аанхара
1043,bleiben::V,aros,анхара
1044,bleiben::V,aros,аангылара
1045,bleiben::V,sefyll,аанхара
1046,bleiben::V,sefyll,анхара
1047,bleiben::V,sefyll,аангылара
1048,warten::V,aros,азҧшзаара
1049,warten::V,disgwyl,азҧшзаара
1050,erwarten::V,disgwyl,азҧшра
1051,suchen::V,chwilio am,ашьҭазаара
1052,finden::V,darganfod,аҧшаара
1053,versuchen::V,profi,аҽазкра
1054,versuchen::V,ceisio,аҽазкра
1055,vorbereiten::V,paratoi,армазеира
1056,lieben::V,caru,абзиабара
1057,mögen::V,hoffi,агəаҧхара
1058,lachen::V,chwerthin,аччара
1059,rühren::V,cynhyrfu,арҵəуара
1060,weinen::V,wylo,аҵəуара
1061,weinen::V,llefain,аҵəуара
1062,schimpfen::V,grwgnach,ацəҳара
1063,sich ärgern::V,gofidio,агəаара
1064,sich fürchten::V,ofni,аӡыӡара
1065,fürchten::V,arswydo,ацəшəара
1066,fliehen::V,ffoi,абналара
1067,fliehen::V,ffoi,ацəцара
1068,flüchten::V,dianc,абналара
1069,flüchten::V,dianc,ацəцара
1070,sehen::V,gweld,абара
1071,anschauen::V,syllu,ахəаҧшра
1072,anschauen::V,edrych,ахəаҧшра
1073,ansehen::V,gwylio,ахəаҧшра
1074,hören::V,clywed,аҳара
1075,zuhören::V,gwrando,азыӡырҩра
1076,probieren::V,profi,аҧышəара
1077,riechen::V,arogli,афыҩра
1078,fühlen::V,teimlo,анырра
1079,fühlen::V,teimlo,ацәакырра
1080,fühlen::V,clywed,анырра
1081,fühlen::V,clywed,ацәакырра
1082,scheinen::V,ymddangos,шәа
1083,scheinen::V,ymddangos,аацәырҵа
1084,zu sehen sein::V,dod i'r golwg,
1085,vernehmen::V,clywed sôn am,аҳара
1086,frieren::V,bod yn oer,ашəра
1087,frieren::V,bod yn oer,аҵаара
1088,tun::V,gwneud,аҟаҵара
1089,können::V,gallu,алшара
1090,wollen::V,bod mewn angen,аҭахра
1091,anfangen::V,dechrau,алагара
1092,beenden::V,darfod,алгара
1093,beenden::V,gorffen,алгара
1094,aufhören::V,peidio,аҟəыҵра
1095,gelingen::V,llwyddo,аура
1096,gelingen::V,llwyddo,аманшəалахара
1097,gelingen::V,llwyddo,алҵра
1098,geraten::V,diweddu,нзаарын
1099,öffnen::V,agor,аартра
1100,schließen::V,cau,аркра
1101,stellen::V,gosod,аргылара
1102,setzen::V,gosod,артəара
1103,legen::V,gosod,ақəҵара
1104,berühren::V,cyffwrdd,акьысра
1105,berühren::V,cyffwrdd,алакьысра
1106,verbinden::V,cysylltu,аҿаҳəара
1107,bedecken::V,gorchuddio,ақəршəра
1108,aufhängen::V,crogi,акнаҳара
1109,aufhängen::V,hongian,акнаҳара
1110,anzünden::V,cynnau,аркра
1111,aufheben::V,codi,ашьҭыхра
1112,zurücklassen::V,gadael,аныжьра
1113,verlieren::V,colli,ацəыӡра
1114,fallen lassen::V,gollwng,ацəкаҳара
1115,machen::V,gwneud,ачаҧара
1116,herstellen::V,cynhyrchu,аиҵдара
1117,bauen::V,adeiladu,аргылара
1118,reparieren::V,trwsio,арҽеира
1119,reparieren::V,atgyweirio,арҽеира
1120,verbessern::V,diwygio,аиҕьтəра
1121,ändern::V,altro,аҧсахра
1122,graben::V,palu,ажра
1123,graben::V,cloddio,ажра
1124,beugen::V,plygu,арҟəра
1125,beugen::V,plygu,архəара
1126,biegen::V,plygu,арҟəра
1127,biegen::V,plygu,архəара
1128,drehen::V,troelli,аргьежьра
1129,wenden::V,troi,
1130,umdrehen::V,troi,аарҳәра
1131,heben::V,codi,аҩахара
1132,heben::V,codi,араҳара
1133,hochheben::V,dyrchafu,ахагалара
1134,hochheben::V,dyrchafu,ашьҭҳəара
1135,ergreifen::V,gafael,
1136,halten::V,dal,акра
1137,drücken::V,pwyso,ақəрӷəӷəара
1138,drücken::V,gwasgu,ақəрӷəӷəара
1139,schieben::V,gwthio,аҵгəара
1140,schieben::V,gwthio,агəара
1141,kratzen::V,crafu,ацəҟьара
1142,lecken::V,llyfu,арбзара
1143,beißen::V,cnoi,ацҳара
1144,beißen::V,brathu,ацҳара
1145,abreißen::V,tynnu ymaith,амжəара
1146,abschneiden::V,torri,ахҵəара
1147,abschneiden::V,torri,аҿахҵəара
1148,binden::V,clymu,аҿаҳəара
1149,stecken::V,plannu,алаҵара
1150,brechen::V,torri,аҧҵəара
1151,klopfen::V,taro,асра
1152,hauen::V,taro,ақəкшара
1153,kleben::V,gludio,аҷабра
1154,reiben::V,rhwbio,арҟəыҷра
1155,streichen::V,taenu,ахьшьра
1156,schleifen::V,hogi,ахра
1157,schneiden::V,torri,аҧҟара
1158,rütteln::V,ysgytio,арҵысра
1159,schütteln::V,siglo,аршəшəара
1160,schütteln::V,ysgwyd,аршəшəара
1161,schwenken::V,siglo,аҟьара
1162,schütten::V,tywallt,аҭаҭəара
1163,füllen::V,llenwi,арҭəра
1164,einwickeln::V,lapio,алаҳəара
1165,tragen::V,cludo,аҩагара
1166,schleppen::V,llusgo,арҳəазара
1167,ziehen::V,tynnu,ахара
1168,aufbewahren::V,cadw,аҵəахра
1169,werfen::V,taflu,аршəра
1170,fangen::V,dal,акра
1171,packen::V,cipio,анкра
1172,packen::V,cipio,аҵкаара
1173,packen::V,crafangu,анкра
1174,packen::V,crafangu,аҵкаара
1175,verstecken::V,celu,аҵəахра
1176,verstecken::V,cuddio,аҵəахра
1177,teilen::V,rhannu,ашара
1178,schicken::V,anfon,ашьҭра
1179,bringen::V,dod â,аагара
1180,hinzufügen::V,chwanegu,ацҵара
1181,bekommen::V,cael,аҧшаара
1182,bekommen::V,cael,архиара
1183,bekommen::V,cael,аура
1184,erhalten::V,derbyn,аиура
1185,nehmen::V,cymryd,агара
1186,wählen::V,dewis,алҧшаара
1187,auswählen::V,dethol,алхра
1188,bewahren::V,cadw,
1189,behindern::V,atal,аҧырхагахара
1190,behindern::V,rhwystro,аҧырхагахара
1191,verderben::V,difetha,алгара
1192,verderben::V,difetha,абжьыхра
1193,verderben::V,difetha,аҧхасҭатəра
1194,beschädigen::V,niweidio,аҧхасҭатəра
1195,zerbrechen::V,torri,аҧҽра
1196,zerreißen::V,rhwygo,аҧжəара
1197,zerstören::V,dinistrio,аилаҧыххаара
1198,verbrennen::V,llosgi,абылра
1199,geben::V,rhoi,аҭара
1200,reichen::V,estyn,аҭара
1201,schenken::V,rhoddi,аҩгара
1202,versprechen::V,addo,ақəргəыӷра
1203,wünschen::V,dymuno,
1204,loben::V,canmol,арҽхəара
1205,küssen::V,cusanu,агəӡра
1206,wiegen::V,siglo,
1207,zudecken::V,gorchuddio,аҵахҩара
1208,zudecken::V,gorchuddio,ақəршəра
1209,wecken::V,deffro,арҿыхара
1210,zeigen::V,dangos,арбара
1211,führen::V,arwain,аныҟəгара
1212,lehren::V,dysgu,арҵара
1213,unterrichten::V,hyfforddi,арҧхьара
1214,aufziehen::V,dod i fyny,ааӡара
1215,leiten::V,arwain,ахагылазаара
1216,antreiben::V,annog,арццакра
1217,lassen::V,gadael,арҟаҵара
1218,einladen::V,gwahodd,ааҕхьара
1219,einladen::V,gwahodd,анаҧхьара
1220,vereinigen::V,uno,аилаҵара
1221,vereinigen::V,cyfuno,аилаҵара
1222,besuchen::V,ymweld â,абара
1223,treffen::V,cwrdd,аҧылара
1224,treffen::V,cyfarfod,аҧылара
1225,sich versammeln::V,casglu,аизара
1226,sich versammeln::V,cynnull,аизара
1227,spielen::V,chwarae,ахəмарра
1228,singen::V,canu,ашəаҳəара
1229,tanzen::V,dawnsio,акəашара
1230,sich trennen::V,ymwahanu,аилыҵра
1231,verlassen::V,gadael,акажьра
1232,retten::V,achub,Аиқəрхара
1233,bewachen::V,gwarchod,ахьчара
1234,schützen::V,noddi,ацəыхьчара
1235,verteidigen::V,amddiffyn,ахьчара
1236,sich schlagen::V,ffraeo,аисра
1237,sich schlagen::V,terfysgu,аисра
1238,schießen::V,saethu,ахысра
1239,siegen::V,ennill,аиааира
1240,ärgern::V,cythruddo,аргəаара
1241,schlagen::V,curo,асра
1242,schlagen::V,curo,аҭасра
1243,treten::V,cicio,
1244,stechen::V,pigo,алакшара
1245,stoßen::V,gwthio,агəҭасра
1246,stehlen::V,dwyn,аӡара
1247,stehlen::V,lladrata,аӡара
1248,stören::V,aflonyddu,аҧырхагахара
1249,belästigen::V,trafferthu,аргəамҵра
1250,verbergen::V,cuddio,аӡара
1251,täuschen::V,twyllo,ажьара
1252,betrügen::V,hocedu,ажьара
1253,töten::V,lladd,ашьра
1254,wohnen::V,byw,анхара
1255,arbeiten::V,gweithio,аусура
1256,sammeln::V,casglu,аҟəшəара
1257,pflücken::V,casglu,аҿыршəара
1258,pflücken::V,casglu,аҿыхра
1259,jagen::V,hela,ашəарыцара
1260,fischen::V,pysgota,аҧсыӡ икуеит
1261,fassen::V,dal,акра
1262,hüten::V,bugeilio,арҳəра
1263,hüten::V,bugeilio,ахьчара
1264,treiben::V,gyrru,акацара
1265,anbinden::V,clymu,адҳəалара
1266,füttern::V,porthi,акырҿаҵара
1267,melken::V,godro,ахьара
1268,hacken::V,torri,аҟəаҟəара
1269,gießen::V,dyfrhau,аҵаҭəара
1270,reifen::V,aeddfedu,ашəра
1271,reifen::V,aeddfedu,аҟалара
1272,zubereiten::V,coginio,ацура
1273,kochen::V,berwi,ажəра
1274,backen::V,pobi,аӡра
1275,backen::V,crasu,аӡра
1276,braten::V,ffrio,аӡра
1277,umrühren::V,cyffroi,аилрыхра
1278,stricken::V,gwau,аҧара
1279,nähen::V,gwnïo,аӡахра
1280,färben::V,lliwio,ашəра
1281,reinigen::V,glanhau,арыцқьара
1282,waschen::V,golchi,аӡәӡәара
1283,abwischen::V,sychu,арбара
1284,spülen::V,streulio,аҭыршара
1285,fegen::V,ysgubo,аҧссара
1286,kehren::V,ysgubo,
1287,baden::V,cael bath,аҽыкəабара
1288,sich waschen::V,ymolchi,аҽыӡəӡəара
1289,ausziehen::V,tynnu,ашəыхра
1290,anziehen::V,gwisgo,ашəҵара
1291,sich anziehen::V,ymwisgo,аҽеилаҳəара
1292,kämmen::V,cribo,аҳəара
1293,schmücken::V,harddu,арҧшӡара
1294,schmücken::V,addurno,арҧшӡара
1295,sagen::V,dweud,аҳəара
1296,sprechen::V,llefaru,ацəажəара
1297,reden::V,siarad,ацəажəара
1298,reden::V,siarad,аицәажәара
1299,sich unterhalten::V,sgwrsio,аицәажәара
1300,fragen::V,gofyn,азҵаара
1301,bitten::V,gofyn am,аҳəара
1302,erzählen::V,dweud,аҳəара
1303,mitteilen::V,cyfleu,азыцҳара
1304,nennen::V,enwi,ахьӡҵара
1305,rufen::V,galw,азҿыҭра
1306,prahlen::V,brolio,аҽхəара
1307,prahlen::V,ymffrostio,аҽхəара
1308,übersetzen::V,cyfieithu,аиҭагара
1309,denken::V,meddwl,азхəыцра
1310,glauben::V,credu,ахаҵара
1311,glauben::V,coelio,ахаҵара
1312,bemerken::V,sylwi,агəаҭара
1313,erkennen::V,adnabod,адырра
1314,begreifen::V,amgyffred,аилкаара
1315,verstehen::V,deall,аҳара
1316,lernen::V,dysgu,аҵара
1317,wissen::V,gwybod,адырра
1318,sich erinnern an::V,cofio,агəаларшəара
1319,vergessen::V,anghofio,ахашҭра
1320,messen::V,mesur,ашəара
1321,zählen::V,cyfrif,аҧхьаӡара
1322,rechnen::V,cyfrifo,аҳасабра
1323,lesen::V,darllen,аҧхьара
1324,malen::V,peintio,
1325,zeichnen::V,tynnu,
1326,schreiben::V,ysgrifennu,
1327,besitzen::V,meddu,амазаара
1328,kaufen::V,prynu,Аахəара
1329,verkaufen::V,gwerthu,аҭира
1330,bezahlen::V,talu am,ахҭынҵара
1331,bezahlen::V,talu am,ашəара
1332,zahlen::V,talu,ашəара
1333,beherrschen::V,rheoli,
1334,beherrschen::V,llywodraethu,
1335,ertragen::V,dioddef,ачҳара
