,Concept_ID,nl,cv
261,Wunsch::N,wens,кӑмӑл
262,Wunsch::N,verlangen,ӗмӗт
263,Wunsch::N,verlangen,кӑмӑл
264,Lust::N,zin,кӑмӑл
265,Lust::N,lust,кӑмӑл
266,Geist::N,geest,чун-чӗм
267,Geist::N,geest,ыр-усал
268,Geist::N,geest,чун хавалӗ
269,Gedanke::N,gedachte,шухӑш
270,Gedächtnis::N,geheugen,ас
271,Verstand::N,verstand,ӑс
272,Verstand::N,verstand,ӑс-тӑн
273,Verstand::N,verstand,ӑс-хакӑл
274,Sinn::N,betekenis,тупсӑм
275,Sinn::N,betekenis,пӗлтерӗш
276,Grund::N,reden,сӑлтав
277,Wahrheit::N,waarheid,чӑнлӑх
278,Gespräch::N,gesprek,калаҫу
279,Märchen::N,sprookje,юмах
280,Erzählung::N,verhaal,акалав
281,Erzählung::N,verhaal,каласа пани
282,Nachricht::N,tijding,хыпар
283,Neuigkeit::N,nieuws,ҫӗнӗ хыпар
284,Neuigkeit::N,nieuwtje,ҫӗнӗ хыпар
285,Name::N,naam,ят
286,Rätsel::N,raadsel,сутмалли юмах
287,Rede::N,rede,сӑмах
288,Sprache::N,taal,чӗлхе
289,Stimme::N,stem,сасӑ
290,Wort::N,woord,сӑмах
291,Zeichen::N,teken,паллӑ
292,Ruf::N,roep,йыхрав
293,Ruf::N,roep,чӗнӳ
294,Lärm::N,lawaai,шав
295,Laut::N,klank,сасӑ
296,Laut::N,geluid,сасӑ
297,Ton::N,toon,сасӑ
298,Ton::N,klank,сасӑ
299,Lied::N,lied,юрӑ
300,Ruhe::N,rust,канӑҫлӑх
301,Ruhe::N,rust,лӑпкӑлӑх
302,Ruhe::N,stilte,канӑҫлӑх
303,Ruhe::N,stilte,лӑпкӑлӑх
304,Leute::N,lui,ҫамрӑксем
305,Leute::N,lui,ҫамрӑк ҫынсем
306,Leute::N,mensen,ҫамрӑксем
307,Leute::N,mensen,ҫамрӑк ҫынсем
308,Volk::N,volk,халӑх
309,Arbeit::N,werk,ӗҫхӗл
310,Arbeit::N,werk,ӗҫлев
311,Arbeit::N,arbeid,ӗҫхӗл
312,Arbeit::N,arbeid,ӗҫлев
313,Gast::N,gast,хӑна
314,Geschenk::N,cadeau,парне
315,Geschenk::N,cadeau,кучченеҫ
316,Geschenk::N,geschenk,парне
317,Geschenk::N,geschenk,кучченеҫ
318,Spiel::N,spel,вӑйӑ
319,Gesellschaft::N,gezelschap,общество
320,Hilfe::N,hulp,пулӑшу
321,Freund::N,vriend,тус
322,Kamerad::N,maat,юлташ
323,Kamerad::N,maat,тус
324,Kamerad::N,metgezel,юлташ
325,Kamerad::N,metgezel,тус
326,Angelegenheit::N,zaak,ӗҫ
327,Angelegenheit::N,aangelegenheid,ӗҫ
328,Anzahl::N,tal,йыш
329,Anzahl::N,tal,хисеп
330,Anzahl::N,aantal,йыш
331,Anzahl::N,aantal,хисеп
332,Art::N,slag,тӗс
333,Art::N,soort,тӗс
334,Stück::N,stuk,татӑк
335,Teil::N,deel,пай
336,Hälfte::N,helft,ҫурӑ
337,Kreis::N,kring,ункӑ
338,Kreis::N,kring,ҫавракӑш
339,Kreis::N,cirkel,ункӑ
340,Kreis::N,cirkel,ҫавракӑш
341,Kreuz::N,kruis,хӗрес
342,Linie::N,lijn,йӗр
343,Strich::N,haal,йӗр
344,Strich::N,streep,йӗр
345,Abstand::N,afstand,хушӑ
346,Entfernung::N,afstand,хушӑ
347,Gegend::N,streek,вырӑн
348,Platz::N,ruimte,хутлӑх
349,Ort::N,oord,вырӑн
350,Ort::N,plaats,вырӑн
351,Seite::N,zij,ен
352,Seite::N,zij,аяк
353,Seite::N,zij,айӑк
354,Seite::N,kant,ен
355,Seite::N,kant,аяк
356,Seite::N,kant,айӑк
357,Seite::N,zijde,ен
358,Seite::N,zijde,аяк
359,Seite::N,zijde,айӑк
360,Mitte::N,midden,варӑ
361,Gegenstand::N,voorwerp,япала
362,Sache::N,zaak,япала
363,Rand::N,rand,вӗҫ
364,Rand::N,rand,хӗрӗ
365,Rand::N,rand,хӗрри
366,Rand::N,boord,вӗҫ
367,Rand::N,boord,хӗрӗ
368,Rand::N,boord,хӗрри
369,Kante::N,kant,хайкача
370,Kante::N,kant,хысак
371,Ecke::N,hoek,кӗтес
372,Spitze::N,punt,вӗҫ
373,Spitze::N,spits,вӗҫ
374,Ende::N,einde,вӗҫ
375,Ende::N,uiteinde,вӗҫ
376,Loch::N,gat,шӑтӑк
377,Winkel::N,hoek,кӗтес
378,Muster::N,dessin,эреш
379,Muster::N,patroon,эреш
380,Größe::N,grootte,пысӑкӑш
381,Länge::N,lengte,вӑрӑмӑш
382,Höhe::N,hoogte,ҫӳллӗш
383,Gewicht::N,gewicht,виҫе
384,Gewicht::N,gewicht,йывӑрӑш
385,Menge::N,hoeveelheid,йыш
386,Haufen::N,hoop,купа
387,Reihe::N,rij,рет
388,Reihe::N,reeks,рет
389,Boot::N,boot,кимӗ
390,Ruder::N,roeiriem,кӗсмен
391,Schlitten::N,slee,ҫуна
392,Schlitten::N,slede,ҫуна
393,Ski::N,ski,йӗлтӗр
394,Lagerfeuer::N,kampvuur,вут
395,Lagerfeuer::N,kampvuur,кӑвайт
396,Last::N,last,сулмаклӑх
397,Last::N,last,йывӑр япала
398,Last::N,vracht,сулмаклӑх
399,Last::N,vracht,йывӑр япала
400,Gang::N,wandeling,куҫӑм
401,Schritt::N,stap,утӑм
402,Schritt::N,stap,пусӑм
403,Schritt::N,schrede,утӑм
404,Schritt::N,schrede,пусӑм
405,Norden::N,noorden,ҫурҫӗр
406,Süden::N,zuiden,кӑнтӑр
407,Westen::N,westen,анӑҫ
408,Westen::N,westen,хӗвел анӑҫ
409,Osten::N,oosten,хӗвел тухӑҫ
410,Holz::N,hout,йывӑҫ
411,Brett::N,plank,хӑма
412,Platte::N,plaat,плита
413,Stütze::N,stut,ура
414,Stütze::N,steun,ура
415,Stange::N,stang,шерте
416,Stock::N,stok,патак
417,Stab::N,staf,шӑчӑ
418,Rohr::N,pijp,пӑрӑх
419,Haus::N,huis,ҫурт
420,Heim::N,tehuis,кил
421,Ofen::N,kachel,кӑмака
422,Fußboden::N,vloer,урай
423,Tisch::N,tafel,сӗтел
424,Stuhl::N,stoel,пукан
425,Wiege::N,wieg,сӑпка
426,Bett::N,bed,кравать
427,Regal::N,rek,ҫӳлӗк
428,Regal::N,rek,сентре
429,Kiste::N,kist,ещӗк
430,Kiste::N,kist,сунтӑх
431,Fenster::N,raam,чӳрече
432,Fenster::N,venster,чӳрече
433,Tür::N,deur,алӑк
434,Tor::N,poort,хапха
435,Zaun::N,omheining,хӳме
436,Dach::N,dak,тӑрӑ
437,Leiter::N,ladder,пусма
438,Besen::N,bezem,шӑпӑр
439,Spaten::N,schop,кӗреҫе
440,Schaufel::N,schep,кӗреҫе
441,Gabel::N,vork,вилка
442,Löffel::N,lepel,кашӑк
443,Messer::N,mes,ҫӗҫӗ
444,Nagel::N,spijker,пӑта
445,Netz::N,net,тетел
446,Haken::N,haak,йӑрхах
447,Haken::N,haak,ҫекӗл
448,Griff::N,handvat,хӑлӑп
449,Schloss::N,slot,ҫӑра
450,Bild::N,beeld,сӑн
451,Bild::N,beeld,сӑнлӑх
452,Bild::N,beeld,картина
453,Figur::N,figuur,кӗлетке
454,Puppe::N,pop,пукане
455,Beutel::N,zak,михӗ
456,Beutel::N,buidel,михӗ
457,Bündel::N,pak,ҫыхӑ
458,Bündel::N,pak,тӗрке
459,Bündel::N,bundel,ҫыхӑ
460,Bündel::N,bundel,тӗрке
461,Tasche::N,tas,сумка
462,Eimer::N,emmer,витре
463,Deckel::N,deksel,хупӑ
464,Geschirr::N,vaatwerk,савӑт-сапа
465,Sack::N,zak,михӗ
466,Tasse::N,kop,курка
467,Topf::N,pan,кастрюль
468,Kessel::N,ketel,хуран
469,Essen::N,eten,апат
470,Nahrung::N,voedsel,апат-ҫимӗс
471,Speise::N,spijs,апат
472,Speise::N,spijs,ҫимӗҫ
473,Fleisch::N,vlees,аш
474,Fleisch::N,vlees,какай
475,Getreide::N,graan,тырӑ
476,Brei::N,pap,пӑтӑ
477,Brei::N,brij,пӑтӑ
478,Brot::N,brood,ҫӑкӑр
479,Scheibe::N,plak,чӗлӗ
480,Scheibe::N,plak,касӑк
481,Scheibe::N,snede,чӗлӗ
482,Scheibe::N,snede,касӑк
483,Fett::N,vet,ҫу
484,Butter::N,boter,ҫу
485,Öl::N,olie,ҫу
486,Salz::N,zout,тӑвар
487,Suppe::N,soep,яшка
488,Honig::N,honing,пыл
489,Milch::N,melk,сӗт
490,Tee::N,thee,чей
491,Leder::N,leer,сӑран
492,Leder::N,leder,сӑран
493,Wolle::N,wol,ҫӑм
494,Stoff::N,stof,тӗртӗм
495,Nadel::N,naald,йӗп
496,Faden::N,draad,ҫип
497,Knopf::N,knoop,тӳме
498,Knoten::N,knoop,йӑлӑ
499,Farbe::N,verf,сӑрӑ
500,Kleidung::N,kledij,тум
501,Kleidung::N,kledij,ҫипуҫ
502,Kleidung::N,kledij,тум-тир
503,Kleidung::N,kleding,тум
504,Kleidung::N,kleding,ҫипуҫ
505,Kleidung::N,kleding,тум-тир
506,Hemd::N,hemd,кӗпе
507,Kragen::N,kraag,ҫуха
508,Ärmel::N,mouw,ҫанӑ
509,Hose::N,broek,шӑлавар
510,Hose::N,pantalon,шӑлавар
511,Gürtel::N,riem,пиҫиххи
512,Gürtel::N,gordel,пиҫиххи
513,Mütze::N,muts,ҫӗлӗк
514,Schuh::N,schoen,пушмак
515,Schuh::N,schoen,ботинок
516,Stiefel::N,laars,атӑ
517,Ring::N,ring,ҫӗрӗ
518,Band::N,lint,хаю
519,Band::N,lint,йӗсме
520,Kamm::N,kam,тура
521,Spiegel::N,spiegel,тӗкӗр
522,Spiegel::N,spiegel,куҫ кӗски
523,Riemen::N,riem,чӗн
524,Schnur::N,koord,кантра
525,Leine::N,lijn,касмӑк
526,Decke::N,deken,утиял
527,Kissen::N,kussen,ҫытар
528,Kissen::N,kussen,минтер
529,Tuch::N,doek,тутӑр
530,Handtuch::N,handdoek,ал шӑлли
531,Kraft::N,kracht,вӑй
532,Kraft::N,kracht,хӑват
533,Stärke::N,sterkte,хал
534,Stärke::N,sterkte,хӑват
535,Gesundheit::N,gezondheid,хал
536,Gesundheit::N,gezondheid,сывлӑх
537,Krankheit::N,ziekte,чир
538,Schmerz::N,pijn,ырату
539,Wunde::N,wond,суран
540,Fieber::N,koorts,сив чир
541,Arznei::N,medicament,эмел
542,Arznei::N,geneesmiddel,эмел
543,Brücke::N,brug,кӗпер
544,Brunnen::N,put,ҫӑл
545,Brunnen::N,put,пусӑ
546,Brunnen::N,bron,ҫӑл
547,Brunnen::N,bron,пусӑ
548,Weide::N,wei,ҫаран
549,Weide::N,weide,ҫаран
550,Pfad::N,pad,йӗр
551,Pfad::N,pad,сукмак
552,Weg::N,weg,ҫул
553,Weg::N,weg,ҫул-йӗр
554,Straße::N,baan,ҫӳрев
555,Straße::N,baan,ҫул ҫӳрени
556,Straße::N,straat,ҫӳрев
557,Straße::N,straat,ҫул ҫӳрени
558,Dorf::N,dorp,ял
559,Stadt::N,stad,хула
560,Brief::N,brief,ҫыру
561,Buch::N,boek,кӗнеке
562,Buchstabe::N,letter,сас палли
563,Zeitung::N,krant,хаҫат
564,Zeitung::N,dagblad,хаҫат
565,Leben::N,leven,пурнӑҫ
566,Tod::N,dood,вилӗм
567,Grab::N,graf,масар шӑтӑкӗ
568,Kirche::N,kerk,чиркӳ
569,Sünde::N,zonde,ҫылӑх
570,Gott::N,god,турӑ
571,Arbeiter::N,arbeider,рабочи
572,Chef::N,chef,пуҫлӑх
573,Meister::N,meester,ӑста
574,Meister::N,meester,мастер
575,Arzt::N,arts,врач
576,Arzt::N,arts,тухтӑр
577,Arzt::N,dokter,врач
578,Arzt::N,dokter,тухтӑр
579,Lehrer::N,leraar,учитель
580,Lehrer::N,leraar,вӗрентекен
581,Lehrer::N,onderwijzer,учитель
582,Lehrer::N,onderwijzer,вӗрентекен
583,Geld::N,geld,укҫа
584,Geschäft::N,zaak,бизнес
585,Laden::N,winkel,магазин
586,Preis::N,prijs,хак
587,Ware::N,waar,тавар
588,Nutzen::N,nut,пайта
589,Nutzen::N,voordeel,пайта
590,Reichtum::N,rijkdom,мул
591,Welt::N,wereld,тӗнче
592,Land::N,land,ҫӗр-шыв
593,Staat::N,staat,патшàлӑх
594,König::N,koning,король
595,Macht::N,macht,власть
596,Grenze::N,grens,чикӗ
597,Krieg::N,oorlog,вӑрҫӑ
598,Feind::N,vijand,тӑшман
599,Gewalt::N,geweld,ирӗксӗрлӳ
600,Kampf::N,strijd,кӗрешӳ
601,Kampf::N,gevecht,кӗрешӳ
602,Bogen[Waffe]::N,boog,ухӑ
603,Pfeil::N,pijl,ҫӗмрен
604,Pfeil::N,pijl,ухӑ йӗппи
605,Gewehr::N,geweer,пӑшал
606,Fehler::N,fout,йӑнӑш
607,Lüge::N,leugen,суя
608,Lüge::N,leugen,ултав
609,Schaden::N,schade,сиен
610,Unglück::N,tegenspoed,шар
611,Unglück::N,tegenspoed,инкек
612,Schuld::N,schuld,айӑп
613,Alter::N,leeftijd,ҫул шучӗ
614,Schluss::N,slot,пӗтни
615,Schluss::N,slot,пӗтмӗш
616,Zeit::N,tijd,вӑхӑт
617,Tag::N,dag,кун
618,Morgen::N,morgen,ир
619,Morgen::N,ochtend,ир
620,Mittag::N,middag,кӑнтӑрла
621,Abend::N,avond,каҫ
622,Nacht::N,nacht,каҫ
623,Woche::N,week,эрне
624,Monat::N,maand,уйӑх
625,Jahr::N,jaar,ҫулталӑк
626,Frühling::N,lente,ҫур
627,Frühling::N,lente,ҫуркунне
628,Frühling::N,voorjaar,ҫур
629,Frühling::N,voorjaar,ҫуркунне
630,Sommer::N,zomer,ҫу
631,Sommer::N,zomer,ҫулла
632,Herbst::N,herfst,кӗр
633,Herbst::N,herfst,кӗркунне
634,Winter::N,winter,хӗл
635,Winter::N,winter,хӗлле
636,Januar::N,januari,январь
637,Februar::N,februari,февраль
638,Februar::N,februari,кӗҫӗн кӑрлач
639,März::N,maart,март
640,März::N,maart,пуш уйӑхӗ
641,April::N,april,апрель
642,Mai::N,mei,май
643,Juni::N,juni,июнь
644,Juli::N,juli,июль
645,August::N,augustus,август
646,September::N,september,сентябрь
647,September::N,september,авӑн уйӑхӗ
648,Oktober::N,oktober,октябрь
649,November::N,november,ноябрь
650,Dezember::N,december,раштав
651,Dezember::N,december,декабрь
652,Montag::N,maandag,тунти кун
653,Dienstag::N,dinsdag,ытлари кун
654,Mittwoch::N,woensdag,юн кун
655,Donnerstag::N,donderdag,кӗҫнерни кун
656,Freitag::N,vrijdag,эрне кун
657,Samstag::N,zaterdag,шӑмат кун
658,Sonntag::N,zondag,вырсарни кун
659,groß::A,groot,пысӑк
660,klein::A,klein,пӗчӗк
661,lang::A,lang,вӑрӑм
662,kurz::A,kort,кӗске
663,breit::A,breed,сарлака
664,schmal::A,smal,ансӑр
665,dicht::A,dicht,йӑвӑ
666,dick[Gegenstand]::A,dik,хулӑн
667,dünn::A,dun,ҫинҫе
668,dünn::A,dun,ҫӳхе
669,fein::A,fijn,тарай
670,fein::A,fijn,вӗлтӗрти
671,fest::A,vast,тӗреклӗ
672,flach::A,plat,лаптак
673,glatt::A,glad,такӑр
674,hart::A,hard,хытӑ
675,weich::A,week,ҫемҫе
676,rund::A,rond,ҫавра
677,spitz::A,spits,шӗвӗр
678,spitz::A,puntig,шӗвӗр
679,scharf::A,scherp,ҫивӗч
680,stumpf::A,stomp,мӑка
681,stumpf::A,stomp,пуклак
682,stumpf::A,stomp,тӗрӗнчӗк
683,stumpf::A,stomp,ӑнкарусӑр
684,schwer::A,zwaar,йывӑр
685,schön::A,mooi,илемлӗ
686,schön::A,fraai,илемлӗ
687,heiß::A,heet,вӗри
688,warm::A,warm,ӑшӑ
689,kalt::A,koud,сивӗ
690,kühl::A,koel,уҫӑ
691,frisch::A,fris,уҫӑ
692,feucht::A,vochtig,йӗпе
693,nass::A,nat,нӳрӗ
694,trocken::A,droog,типӗ
695,voll::A,vol,тулли
696,leer::A,leeg,пушӑ
697,offen::A,open,уҫӑ
698,geschlossen::A,gesloten,хупӑ
699,sauber::A,net,таса
700,sauber::A,schoon,таса
701,schmutzig::A,vuil,пылчӑклӑ
702,schmutzig::A,vuil,вараланчӑк
703,roh::A,rauw,чӗрӗ
704,reif::A,rijp,пулнӑ
705,reif::A,rijp,пиҫӗхнӗ
706,reif::A,rijp,аталаннӑ
707,reif::A,rijp,пиҫсе ҫитнӗ
708,lecker::A,lekker,тутлӑ
709,lecker::A,lekker,техӗмлӗ
710,süß::A,zoet,пылак
711,bitter::A,bitter,йӳҫӗ
712,sauer::A,zuur,йӳҫӗ
713,sauer::A,zuur,йӳҫек
714,sauer::A,zuur,кӑвасак
715,hell::A,licht,ҫутӑ
716,hell::A,helder,ҫутӑ
717,dunkel::A,donker,тӗттӗм
718,schwarz::A,zwart,хура
719,weiß::A,wit,шурӑ
720,rot::A,rood,хӗрлӗ
721,gelb::A,geel,сарӑ
722,blau::A,blauw,кӑвак
723,grün::A,groen,симӗс
724,grün::A,groen,пиҫмен
725,grün::A,groen,ӑс пухман
726,grau::A,grijs,кӑвак
727,bunt::A,bont,чӑпар
728,billig::A,goedkoop,йӳнӗ
729,teuer::A,duur,хаклӑ
730,wertvoll::A,kostbaar,паха
731,wertvoll::A,waardevol,паха
732,blind::A,blind,суккӑр
733,taub::A,doof,хӑлхасӑр
734,kräftig::A,krachtig,хӑватлӑ
735,stark::A,sterk,вирлӗ
736,schwach::A,zwak,халсӑр
737,fett::A,vet,самӑр
738,fett::A,vet,мӑнтӑр
739,schlank::A,slank,йӑрӑс
740,schlank::A,slank,яштака
741,hübsch::A,leuk,хитре
742,böse::A,kwaad,усал
743,dumm::A,dom,ухмах
744,faul::A,lui,наян
745,faul::A,lui,юлхав
746,faul::A,lui,ӳркенчӗк
