,Concept_ID,ta,he
678,ich::PRN,நான்,אני
679,du::PRN,நீ,את
680,du::PRN,நீ,אתה
681,er::PRN,அவன்,הוא
682,wir::PRN,நாம்,אנחנו
683,wir::PRN,நாங்கள்,אנחנו
684,ihr::PRN,நீங்கள்,לה
685,sie::PRN,அவர்கள்,הם
686,was::FPRN,என்ன,מה
687,wer::FPRN,யார்,מי
688,wo::FADV,எங்கே,איפה
689,wohin::FADV,எதற்கு,לאן
690,wie::FADV,எப்படி,איך
691,warum::FADV,ஏன்,למה
692,wieviel::FNUM,எவ்வளவு,כמה
693,eins::NUM,ஒன்று,אחד
694,zwei::NUM,இரண்டு,שתים
695,drei::NUM,மூன்று,שלושה
696,vier::NUM,நான்கு,ארבעה
697,fünf::NUM,ஐந்து,חמשה
698,sechs::NUM,ஆறு,ששה
699,sieben::NUM,ஏழு,שבעה
700,acht::NUM,எட்டு,שמונה
701,neun::NUM,ஒன்பது,תשעה
702,zehn::NUM,பத்து,עשרה
703,elf::NUM,பதினொன்று,אחת עשרה
704,zwölf::NUM,பன்னிரண்டு,שתים עשרה
705,zwanzig::NUM,இருபது,עשרים
706,dreißig::NUM,முப்பது,שלושים
707,vierzig::NUM,நாற்பது,ארבעים
708,fünfzig::NUM,ஐமபது,חמשים
709,sechzig::NUM,அறுபது,ששים
710,siebzig::NUM,எழுபது,שבעים
711,achtzig::NUM,எண்பது,שמונים
712,neunzig::NUM,தொன்னூறு,תשעים
713,hundert::NUM,நூறு,מאה
714,tausend::NUM,ஆயிரம்,אלף
715,und::CNJ,மற்றும்,ו
716,oder::CNJ,அல்லது,או
717,stehen::V,நில்,עמד
718,sitzen::V,உட்கார்,ישב
719,liegen::V,படு,שכב
720,hängen::V,தொங்கச் செய்,היה תלוי
721,werden::V,ஆகு,הפך ל
722,passieren::V,நிகழ்,קרה
723,beginnen::V,ஆரம்பி,התחיל
724,enden::V,முடி,הסתים
725,wechseln::V,மாற்று,השתנה
726,aufgehen[Sonne]::V,உயர எழு,זרח
727,untergehen[Sonne]::V,பொறுத்து,שקע
728,scheinen[Sonne]::V,பிரகாசி,בהק
729,donnern::V,இடி,רעם
730,wehen::V,வீசு,נשב
731,strömen::V,பாயதல்,זרם
732,fließen::V,நீரோட்டம் போக்கில் போ,זרם
733,sich drehen::V,சுழல்,הסתובב
734,schwanken::V,தள்ளாடு,התנודד
735,schwingen::V,ஆடு,התנענע
736,fallen::V,விழு,נפל
737,brennen::V,எரி,בער
738,rauchen::V,பகை பிடி,עשן
739,regnen::V,மழை பெய்,ירד גשם
740,gefrieren::V,உறைந்துவிடு,קפא
741,tauen::V,உருகு,נמס
742,schmelzen::V,உருகு,התיך
743,trocknen::V,உலர்த்து,התיבש
744,sieden::V,கொதிக்க வை,רתח
745,faulen::V,அழுகச் செய்,רקב
746,verfaulen::V,அழுகச் செய்,רקב
747,reißen::V,திடீரென அறு,נקרע
748,versinken::V,மூழ்கு,טבע
749,vergehen::V,கடந்துசெல்,עבר
750,erscheinen::V,தோன்றச்,נגלה
751,erscheinen::V,தோன்றச்,הופיע
752,verschwinden::V,மறைந்து போ,נעלם
753,sinken::V,பதைவுறு,ירד
754,abnehmen::V,குறை,הפחית
755,zunehmen::V,உயர்த்து,רבה
756,steigen::V,உயர எழு,עלה
757,wachsen::V,வளர்,גדל
758,glänzen::V,மிளிர்,נצץ
759,glänzen::V,மிளிர்,בהק
760,funkeln::V,பிரகாசி,נצנץ
761,lärmen::V,கொம்பு,רעש
762,läuten::V,மணியொலியிசை,צלצל
763,klingeln::V,மணி அடி,צלצל
764,klirren::V,கிலுங்கு,קרקש
765,brausen::V,இரைதல்,געש
766,rauschen::V,சலசலப்பு,רשרש
767,klingen::V,சிலம்புதல்,נשמע
768,bellen::V,குரை,נבח
769,heulen::V,ஊளையிடு,ילל
770,blasen::V,ஊது,נשף
771,pfeifen::V,சீழ்க்கை எழப்பு,שרק
772,schreien::V,கூச்சலிடு,צעק
773,stöhnen::V,வேதனை,נאנק
774,zittern::V,நடுங்கு,רעד
775,leben::V,உயிருடனிரு,חי
776,geboren werden::V,பிற,נולד
777,atmen::V,சுவாசி,נשם
778,trinken::V,குடி,שתה
779,essen::V,சாப்பிடு,אכל
780,schlucken::V,முழுங்கு,בלע
781,müde werden::V,கையயர்தல்,התעיף
782,einschlafen::V,தூங்க,נרדם
783,schlafen::V,தூங்கு,ישן
784,aufwachen::V,எழுப்பு,התעורר
785,aufstehen::V,எழுந்திரு,קם
786,sich erholen::V,இளைப்பாறு,נפש
787,krank werden::V,விழுதல்,חלה
788,krank sein::V,நருக்கலாயிருக்க,היה חולה
789,schmerzen::V,நோவுறு,כאב
790,husten::V,இருமு,השתעל
791,genesen::V,குணம் அடை,הבריא
792,sterben::V,மரணமடை,מת
793,umkommen::V,நசி,נספה
794,sich bewegen::V,நகர்த்து,נע
795,sich rühren::V,அசை,זז
796,sich erheben::V,எழுந்து நில்,קם
797,sich setzen::V,உட்கார்,התישב
798,hinfallen::V,விழு,נפל
799,laufen::V,நட,הלך ברגל
800,schreiten::V,கவடுவைத்தல்,פסע
801,spazierengehen::V,உலவு,טיל
802,eilen::V,விரைந்து,אץ
803,eilen::V,விரைந்து,מהר
804,sich beeilen::V,அவசரப்படுத்து,מהר
805,sausen::V,விரைந்து செல்,אץ
806,rennen::V,ஓடு,רץ
807,springen::V,குதி,קפץ
808,klettern::V,ஏறு,טפס
809,schaukeln::V,தள்ளாடு,התנדנד
810,kriechen::V,மெதுவாக நடந்து செல்,זחל
811,schwimmen::V,நீந்து,שחה
812,tauchen::V,மூழ்கி நீச்சலடி,צלל
813,rudern::V,துடுப்புப் போடு,חתר
814,fahren::V,ஓட்டு,נסע
815,fliegen::V,பற,עף
816,gehen::V,போ,הלך
817,weggehen::V,விலகிச் செல்,עזב
818,abfahren::V,புறப்பட்டுச் செல்,יצא
819,anhalten::V,நின்றுவிடு,עצר
820,hineingehen::V,மறையச் செய்,נכנס
821,eintreten::V,நுழை,נכנס
822,kommen::V,வா,בא
823,ankommen::V,வநது சேர்,הגיע
824,zurückkommen::V,திரும்பி வா,שב
825,zurückkommen::V,திரும்பி வா,חזר
826,bleiben::V,இரு,נשאר
827,warten::V,தாமதி,חכה
828,warten::V,தாமதி,המתין
829,erwarten::V,எதிர்நோக்கு,צפה
830,suchen::V,தேடு,חפש
831,finden::V,கண்டுபிடி,מצא
832,versuchen::V,முயற்சி செய்,נסה
833,vorbereiten::V,ஆயத்தம் செய்,הכין
834,lieben::V,அன்பு செலுத்து,אהב
835,mögen::V,விரும்பு,אהב
836,lachen::V,சிரி,צחק
837,rühren::V,இதயத்தைத் தொடு,נגע ללב
838,weinen::V,அழு,בכה
839,schimpfen::V,சாபமிடு,גער
840,sich ärgern::V,கோப்பபடு,זעם
841,sich ärgern::V,கோப்பபடு,כעס
842,sich fürchten::V,பயப்படு,פחד
843,sich fürchten::V,பயப்படு,חשש
844,fürchten::V,பயப்படுத்து,פחד מ
845,fürchten::V,பயப்படுத்து,חשש מ
846,fliehen::V,ஓடு,ברח
847,flüchten::V,தப்பிவிடு,נמלט
848,sehen::V,பார்,ראה
849,anschauen::V,கூர்ந்து கவனி,הביט
850,ansehen::V,கவனி,התבונן
851,hören::V,கேள்,שמע
852,zuhören::V,சுவைத்துப் பார்,הקשיב
853,probieren::V,ருசி,נסה
854,riechen::V,முகர்ந்து பார்,הריח
855,fühlen::V,தொட்டுணர்,חש
856,scheinen::V,காணப்படு,נדמה
857,zu sehen sein::V,தோன்றுதல்,נראה
858,vernehmen::V,கேள்,נודע ל
859,frieren::V,குதுகுதுகு,קר ל
860,tun::V,செய்,פעל
861,können::V,இயல்வது,יכל
862,wollen::V,விரும்பு,רצה
863,anfangen::V,தொடங்கு,התחיל
864,beenden::V,முடி,גמר
865,aufhören::V,நிறுத்து,סים
866,gelingen::V,வெற்றி,הצליח
867,geraten::V,ஏற்படுத்து,עלה
868,öffnen::V,திற,פתח
869,schließen::V,மூடு,סגר
870,stellen::V,வை,העמיד
871,setzen::V,வை,הושיב
872,legen::V,பரப்பி வை,שם
873,berühren::V,பதி,נגע
874,verbinden::V,சேர்,קשר
875,bedecken::V,உறைபோடு,כסה
876,aufhängen::V,தொங்கவிடு,תלה
877,anzünden::V,எரியூட்டு,הצית
878,aufheben::V,பொறுக்கி எடு,אסף
879,zurücklassen::V,விட்டுச் செல்,השאיר
880,verlieren::V,இழ,אבד
881,fallen lassen::V,அளவில் குறைவு,שמט
882,fallen lassen::V,அளவில் குறைவு,הפיל
883,machen::V,தயார்செய்,עשה
884,herstellen::V,உற்பத்தி செய்,יצר
885,bauen::V,கட்டு,בנה
886,reparieren::V,பழுது பார்,תקן
887,verbessern::V,மேம்படுத்து,שפר
888,ändern::V,மாற்றி அமை,שנה
889,graben::V,குழி வெட்டு,חפר
890,beugen::V,வனை,כפף
891,biegen::V,வனை,כופף
892,drehen::V,சுழல்,סובב
893,wenden::V,குடைகவிழு,הפך
894,umdrehen::V,சுற்றும் முற்றும் பார்,סובב
895,heben::V,தூக்கு,הרים
896,hochheben::V,தூக்கு,הרים
897,ergreifen::V,பறி,אחז
898,halten::V,பிடித்துக் கொள்,החזיק
899,drücken::V,அழுத்து,לחץ
900,schieben::V,தள்ளு,הזיז
901,kratzen::V,கீறு,שרט
902,kratzen::V,கீறு,שפשף
903,lecken::V,நக்கு,לקק
904,beißen::V,கடி,נשך
905,abreißen::V,கிழி,קרע
906,abschneiden::V,வெட்டி எடு,חתך
907,binden::V,கட்டு,קשר
908,stecken::V,பதிய வை,תקע
909,brechen::V,உடை,שבר
910,klopfen::V,தட்டு,נקש
911,hauen::V,அடி,הכה
912,kleben::V,ஒட்டு,הדביק
913,reiben::V,தேய்,שפשף
914,streichen::V,பரவச்செய்,מרח
915,schleifen::V,அரை,השחיז
916,schneiden::V,துண்டாக்கு,גזר
917,rütteln::V,மெல்ல தள்ளு,נענע
918,schütteln::V,குலுக்கு,נער
919,schwenken::V,ஊஞ்சலாடு,נופף
920,schwenken::V,ஊஞ்சலாடு,טלטל
921,schütten::V,ஊற்று,שפך
922,füllen::V,நிரப்பு,מלא
923,einwickeln::V,சுற்று,עטף
924,tragen::V,எடுத்துச் செல்,נשא
925,schleppen::V,இழுத்துச் செல்,סחב
926,ziehen::V,இழு,משך
927,aufbewahren::V,வைத்துக் கொள்,שמר
928,werfen::V,வீசி எறி,זרק
929,fangen::V,பிடி,תפס
930,packen::V,பிடித்துக்கொள்,אחז
931,verstecken::V,மறை,החביא
932,teilen::V,பாகங்களாகப் பிரி,חלק
933,schicken::V,அனுப்பு,שלח
934,bringen::V,கொண்டு வா,הביא
935,hinzufügen::V,சேர்,הוסיף
936,bekommen::V,பெறு,תפס
937,erhalten::V,பெறு,קבל
938,nehmen::V,எடு,אחז
939,wählen::V,தேர்ந்தெடு,בחר
940,auswählen::V,தேர்ல்தெடு,בחר ב
941,bewahren::V,கெடாது பேணு,קים
942,behindern::V,தடங்கல் செய்,מנע
943,verderben::V,நாசமாக்கு,מנע
944,beschädigen::V,சேதப்படுத்து,הזיק
945,zerbrechen::V,உடை,נשבר
946,zerreißen::V,கிழி,קרע
947,zerstören::V,அழி,הרס
948,zerstören::V,அழி,השמיד
949,verbrennen::V,எரியூட்டு,שרף
950,geben::V,கொடு,נתן
951,reichen::V,வழங்கு,העביר
952,schenken::V,மொயத்தல்,נתן במתנה
953,versprechen::V,உறுதியளி,הבטיח
954,wünschen::V,ஆசைப்படு,אחל
955,loben::V,புகழ்ச்சி கூறு,שבח
956,küssen::V,முத்தமிடு,נשק
957,wiegen::V,ஆட்டுத்தல்,נדנד
958,zudecken::V,உறைபோடு,כסה
959,wecken::V,எழுப்பு,עורר
960,zeigen::V,காட்டு,הראה
961,führen::V,வழிகாட்டி,הביא
962,führen::V,வழிகாட்டி,הוביל
963,lehren::V,சொல்லிக் கொடு,למד
964,unterrichten::V,அறிவுரை கூறு,למד
965,aufziehen::V,வளர்,רומם
966,leiten::V,அழைத்துச் செல்,נהל
967,antreiben::V,தூண்டு,המרץ
968,lassen::V,விடு,נתן
969,einladen::V,அழை,הזמין
970,vereinigen::V,ஒன்றாகச் சேர்,אחד
971,vereinigen::V,ஒன்றாகச் சேர்,לכד
972,besuchen::V,வருகை புரி,בקר
973,treffen::V,சந்தி,פגש
974,sich versammeln::V,தொகுப்பு,התאסף
975,spielen::V,விளையாடு,שחק
976,singen::V,பாடு,שר
977,tanzen::V,நடனமாடு,רקד
978,sich trennen::V,தனிப்படடுத்து,נפרד
979,verlassen::V,கைவிடு,עזב
980,retten::V,காப்பாற்று,הציל
981,bewachen::V,காவல் செய்,שמר
982,schützen::V,பாதுகாப்பு செய்,אבטח
983,verteidigen::V,எதிர்த்து நில்,הגן
984,sich schlagen::V,பூசலிடு,התכתש
985,schießen::V,சுட்டுக் கொல்,ירה
986,siegen::V,வெற்றி பெறு,גבר
987,siegen::V,வெற்றி பெறு,נצח
988,ärgern::V,எரிச்சலூட்டு,עצבן
989,schlagen::V,அடி,הכה
990,schlagen::V,அடி,הלקה
991,treten::V,உதை,בעט
992,stechen::V,கொட்டு,דקר
993,stoßen::V,நெருக்கு,דחק
994,stehlen::V,திருடு,גנב
995,stören::V,தொல்லைகொடு,קטע
996,stören::V,தொல்லைகொடு,הפריע
997,belästigen::V,தொல்லை கொடு,הציק
998,belästigen::V,தொல்லை கொடு,הטריד
999,verbergen::V,மறை,הצניע
1000,täuschen::V,ஏமாற்று,שגע
1001,betrügen::V,ஏமாற்று,הונה
1002,töten::V,கொல்,הרג
1003,wohnen::V,தங்கியிரு,גר
1004,arbeiten::V,வேலை செய்,עבד
1005,sammeln::V,ஒன்றுசேர்,אסף
1006,pflücken::V,கொய்து எடு,קטף
1007,jagen::V,வேட்டையாடு,צד
1008,fischen::V,மீன் பிடி,דג
1009,fassen::V,பிடி,תפס
1010,hüten::V,காவல் செய்,רעה
1011,treiben::V,ஓட்டு,הוציא
1012,anbinden::V,கட்டு,קשר
1013,füttern::V,உணவளி,הלעיט
1014,melken::V,பால் கற,חלב
1015,hacken::V,வெட்டி எடு,קצץ
1016,gießen::V,நீர்ப் பாய்ச்சு,השקה
1017,reifen::V,பழு,בשל
1018,zubereiten::V,சமையல் செய்,הכין
1019,kochen::V,வேகவை,בשל
1020,backen::V,வெப்பத்தில் வாட்டு,אפה
1021,braten::V,பொரியச் செய்,צלה
1022,braten::V,பொரியச் செய்,טגן
1023,umrühren::V,கலக்கு,ערבב
1024,stricken::V,பின்னியிழை,סרג
1025,nähen::V,தையல் வேலை செய்,תפר
1026,färben::V,வண்ணம் பெறச் செய்,צבע
1027,reinigen::V,சுத்தம் செய்,נקה
1028,waschen::V,கழுவு,רחץ
1029,waschen::V,கழுவு,כבס
1030,abwischen::V,துடை,נגב
1031,spülen::V,அலசு,שטף
1032,fegen::V,பெறுக்கு,טאטא
1033,kehren::V,பெறுக்கு,טאטא
1034,baden::V,குளி,טבל
1035,baden::V,குளி,שחה
1036,sich waschen::V,கழுவு,התרחץ
1037,ausziehen::V,கழற்று,הוריד
1038,anziehen::V,புனைதல்,לבש
1039,sich anziehen::V,உடுத்துதல்,התלבש
1040,kämmen::V,தலை வாரிக் கொள்,סרק
1041,schmücken::V,அழகுபடுத்து,קשט
1042,sagen::V,சொல்,אמר
1043,sprechen::V,பேசு,דבר
1044,reden::V,பெசு,דבר
1045,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,שוחח
1046,fragen::V,கேள்,שאל
1047,bitten::V,வேண்டு,בקש
1048,erzählen::V,சொல்,ספר
1049,mitteilen::V,சொல்,מסר
1050,mitteilen::V,சொல்,הודיע
1051,nennen::V,பெயரிடுதல்,קרא בשם
1052,rufen::V,கூச்சலிடு,גיס
1053,rufen::V,கூச்சலிடு,הזמין לבוא
1054,prahlen::V,தற்பெருமை பேசு,התרברב
1055,übersetzen::V,மொழிபெயர்ப்பு செய்,תרגם
1056,denken::V,யோசி,חשב
1057,glauben::V,நம்பு,האמין
1058,bemerken::V,கவனி,הבחין
1059,erkennen::V,அடையாளம் கண்டுகொள்,זהה
1060,begreifen::V,பற்றிக்கொள்,קלט
1061,begreifen::V,பற்றிக்கொள்,הבין
1062,verstehen::V,புரிந்து கொள்,הבין
1063,lernen::V,கற்றுக்கொள்,למד
1064,wissen::V,தெரிந்திரு,ידע
1065,sich erinnern an::V,நினைவு கூர்,זכר
1066,vergessen::V,மற,שכח
1067,messen::V,அளவிடு,מדד
1068,zählen::V,எண்ணு,ספר
1069,rechnen::V,கணக்கிடு,חשב
1070,lesen::V,படி,קרא
1071,malen::V,வண்ணச்சித்திரம்,ציר
1072,zeichnen::V,வரை,שרטט
1073,schreiben::V,எழுது,כתב
1074,besitzen::V,உடைமையாகக் கொண்டிரு,היה בעל של
1075,kaufen::V,வாங்கு,קנה
1076,kaufen::V,வாங்கு,רכש
1077,verkaufen::V,விற்பனை செய்,מכר
1078,bezahlen::V,இறுத்தல்,שלם
1079,zahlen::V,பணம் செலுத்து,שלם
1080,beherrschen::V,ஆட்சிசெய்,שלט
1081,ertragen::V,தாங்கு,סבל
