,Concept_ID,kv,lez
87,Regenbogen::N,енӧшка,яргъируш
88,Donner::N,гым,цавун ван
89,Strömung::N,визывтӧм,
90,Tropfen::N,тёп,стӏал
91,Schaum::N,быг,каф
92,Schmutz::N,нять,чирк
93,Schmutz::N,нять,кьуруш
94,See::N,ты,вир
95,Sumpf::N,арай,уьлен
96,Moor::N,нюр,
97,Wiese::N,видз,векь
98,Wald::N,вӧр,там
99,Hügel::N,мыльк,кӏунтӏ
100,Anhöhe::N,вывтас,тепе
101,Anhöhe::N,вывтас,гьуьндуьрвал
102,Anhöhe::N,вылынін,тепе
103,Anhöhe::N,вылынін,гьуьндуьрвал
104,Berg::N,керӧс,дагъ
105,Gipfel::N,йыв,кӏукӏ
106,Höhle::N,нора,кьветӏ
107,Abhang::N,покат,гуьне
108,Quelle::N,больган,чешме
109,Bach::N,шор,булах
110,Fluss::N,ю,вацӏ
111,Ufer::N,берег,къерех
112,Küste::N,берег,къерех
113,Festland::N,му,кьурамат
114,Meer::N,море,гьуьл
115,Bucht::N,курья,бухта
116,Blume::N,цветок,цуьк
117,Gras::N,турун,хъач
118,Wurzel::N,вуж,дувул
119,Baum::N,пу,ттар
120,Stamm::N,мыр,тан
121,Stamm::N,кер,тан
122,Rinde::N,кач,чкал
123,Ast::N,ув,тӏур
124,Zweig::N,ув,хел
125,Blatt::N,лист,пеш
126,Birke::N,кыдз,верх
127,Kiefer[Baum]::N,пожум,шамагъаж
128,Weide[Baum]::N,бадь,цӏвелин ттар
129,Tanne::N,кӧз,ель
130,Horn::N,сюр,карч
131,Feder::N,гӧн,цӏакул
132,Fell::N,кучик,хам
133,Flügel::N,борд,лув
134,Klaue::N,гыж,къармах
135,Kralle::N,кабыр,пац
136,Kralle::N,кабыр,тапас
137,Schwanz::N,бӧж,ттум
138,Ei::N,кольть,кака
139,Nest::N,поз,муг
140,Bau::N,осьта,тӏеквен
141,Bau::N,нора,тӏеквен
142,Tier::N,зверь,гьайван
143,Herde::N,гурт,суьруь
144,Kuh::N,мӧс,ккал
145,Bulle::N,ӧшка,яц
146,Bulle::N,ӧшка,бугъа
147,Pferd::N,вӧв,балкӏан
148,Schaf::N,баля,хеб
149,Schwein::N,порсь,вак
150,Hund::N,пон,кицӏ
151,Katze::N,кань,кац
152,Bär::N,ош,сев
153,Eichhörnchen::N,ур,белка
154,Elch::N,вӧр мӧс,лось
155,Fuchs::N,руч,сикӏ
156,Hase::N,кӧч,къуьр
157,Maus::N,шыр,кьиф
158,Wolf::N,кӧин,жанавур
159,Vogel::N,кай,луван ничхир
160,Schwarm::N,стая,луж
161,Schwarm::N,чукӧр,луж
162,Huhn::N,курӧг,верч
163,Hahn::N,петух,кӏек
164,Hahn::N,ай курӧг,кӏек
165,Gans::N,дзодзог,къаз
166,Adler::N,куч,лекь
167,Adler::N,кутш,лекь
168,Ente::N,утка,пӏатӏ
169,Eule::N,тупка,тӏиб
170,Kranich::N,тури,дурна
171,Krähe::N,рака,къаргъа
172,Kuckuck::N,кӧк,кукупӏ
173,Schwan::N,юсь,къугь
174,Fisch::N,чери,гъед
175,Barsch::N,ёкыш,окунь
176,Hecht::N,сирпинь,щука
177,Schlange[Tier]::N,змей,илан
178,Schlange[Tier]::N,змей,гъуьлягъ
179,Wurm::N,номыр,квак
180,Spinne::N,черань,хуьшрекан
181,Ameise::N,кӧдзывкар,цегв
182,Laus::N,ляпа той,нет
183,Mücke::N,ном,ветӏ
184,Fliege::N,гут,тӏветӏ
185,Schmetterling::N,бабыв,чепелукь
186,Beere::N,ягӧд,куьлуь емиш
187,Apfel::N,яблоко,ич
188,Pilz::N,тшак,къарникъуз
189,Zwiebel::N,грез,чичӏек
190,Saat::N,кӧдзыс,тумар
191,Korn::N,сю,твар
192,Heu::N,турун,векь
193,Heu::N,турун,векьер
194,Schale::N,кыш,пириш
195,Schale::N,кыш,хъуьруьш
196,Schale::N,киль,пириш
197,Schale::N,киль,хъуьруьш
198,Grube::N,яма,фур
199,Falle::N,нальк,ракьар
200,Falle::N,кляпча,ракьар
201,Schlinge::N,лӧч,гьалкъа
202,Spur::N,туй,гел
203,Asche::N,пӧим,руьхъ
204,Dreck::N,нять,чирк
205,Dreck::N,нять,кьуруш
206,Eisen::N,кӧрт,ракь
207,Gold::N,зарни,алтун
208,Silber::N,язісь,гимиш
209,Kohle::N,шом,цӏивин
210,Kohle::N,уголь,цӏивин
211,Glas::N,стекло,шуьше
212,Lehm::N,сёй,ччеб
213,Sand::N,лыа,къум
214,Mensch::N,морт,инсан
215,Mann::N,мужик,итим
216,Frau::N,инька,паб
217,Frau::N,инька,дишегьли
218,Kind::N,кага,аял
219,Junge::N,зонка,гада
220,Mädchen::N,нывкаок,руш
221,Familie::N,семья,хзан
222,Familie::N,семья,килфет
223,Großvater::N,дед,чӏехи буба
224,Großmutter::N,баб,чӏехи диде
225,Eltern::N,ай-мам,диде-буба
226,Vater::N,ай,буба
227,Mutter::N,мам,диде
228,Sohn::N,зон,хва
229,Tochter::N,ныв,руш
230,Bruder::N,вон,стха
231,Schwester::N,сой,вах
232,Onkel::N,дядь,ими
233,Onkel::N,дядь,халу
234,Tante::N,айӧлӧн сой,эме
235,Tante::N,айӧлӧн сой,хала
236,Tante::N,ичинь,эме
237,Tante::N,ичинь,хала
238,Ehemann::N,жӧник,гъуьл
239,Ehefrau::N,инь,паб
240,Freude::N,гаж,шадвал
241,Freude::N,радъялӧм,шадвал
242,Gelächter::N,сералӧм,хъвер
243,Glück::N,мичлун,бахт
244,Kummer::N,шог,дерт
245,Kummer::N,шог,хажалат
246,Wunsch::N,мӧдӧм,мурад
247,Wunsch::N,охотитӧм,мурад
248,Lust::N,охота,гьевес
249,Geist::N,лов,руьгь
250,Gedanke::N,дума,фикир
251,Gedächtnis::N,тӧдвыв,
252,Verstand::N,вежӧр,акьул
253,Sinn::N,ылӧс,мана
254,Grund::N,мог,себеб
255,Wahrheit::N,правда,керчек
256,Wahrheit::N,правда,гьакъикъат
257,Gespräch::N,сёрни,ихтилат
258,Märchen::N,сказка,мах
259,Erzählung::N,висьт,кьиса
260,Nachricht::N,юӧр,хабар
261,Nachricht::N,висьталӧм,хабар
262,Neuigkeit::N,новость,цӏийи хабар
263,Name::N,ним,тӏвар
264,Rätsel::N,загадка,мискӏал
265,Rede::N,сёрни,рахун
266,Sprache::N,кыв,чӏал
267,Stimme::N,голос,ван
268,Wort::N,кыв,гаф
269,Zeichen::N,пас,ишара
270,Ruf::N,чуксӧм,эвер
271,Ruf::N,чукӧстӧм,эвер
272,Lärm::N,шум,ван-сес
273,Laut::N,шы,ван
274,Laut::N,шы,сес
275,Ton::N,гор,ван-сес
276,Lied::N,сьыланкыв,мани
277,Ruhe::N,спокой,ласвал
278,Ruhe::N,спокой,фаракъат
279,Ruhe::N,спокой,асайиш
280,Leute::N,йӧз,инсанар
281,Volk::N,йӧз,халкь
282,Volk::N,народ,халкь
283,Arbeit::N,удж,кӏвалах
284,Gast::N,гӧсь,мугьман
285,Geschenk::N,гӧснеч,савкьат
286,Geschenk::N,подарок,савкьат
287,Spiel::N,орсӧм,къугъун
288,Gesellschaft::N,компания,жемят
289,Gesellschaft::N,компания,общество
290,Hilfe::N,отсӧт,куьмек
291,Freund::N,модз,дуст
292,Freund::N,дружок,дуст
293,Kamerad::N,тӧдса,яр-дуст
294,Angelegenheit::N,дело,кар
295,Anzahl::N,лыд,сан
296,Anzahl::N,лыд,кьадар
297,Art::N,пӧлӧс,жуьре
298,Stück::N,тор,кӏус
299,Teil::N,юкӧм,пай
300,Hälfte::N,джын,зур
301,Hälfte::N,джын,зур пай
302,Kreis::N,круг,круг
303,Kreis::N,круг,чкаяр
304,Kreis::N,круг,элкъвей цӏар
305,Kreuz::N,перна,хаш
306,Linie::N,визь,цӏар
307,Strich::N,кырӧв,цӏар
308,Abstand::N,колас,ара
309,Entfernung::N,ылына,мензил
310,Gegend::N,места,чка
311,Platz::N,места,ара
312,Ort::N,места,чка
313,Seite::N,ладор,пад
314,Mitte::N,шӧр,юкь
315,Gegenstand::N,тор,затӏ
316,Sache::N,тор,шей
317,Sache::N,тор,затӏ
318,Rand::N,дор,къерех
319,Kante::N,ордлы,син
320,Ecke::N,пельӧс,пӏипӏ
321,Spitze::N,йыв,кӏвенкӏв
322,Ende::N,йыв,кьил
323,Loch::N,осьта,тӏеквен
324,Winkel::N,пельӧс,пӏипӏ
325,Muster::N,сер,гишир
326,Größe::N,ыжда,кьадар
327,Länge::N,кузя,яргъивал
328,Höhe::N,сувда,кьакьанвал
329,Höhe::N,вылына,кьакьанвал
330,Gewicht::N,сьӧкта,заланвал
331,Haufen::N,куча,хара
332,Reihe::N,лёдз,жерге
333,Boot::N,пыж,луьткве
334,Ruder::N,пелыс,кьусу
335,Schlitten::N,додь,гъелерар
336,Ski::N,лямпа,
337,Lagerfeuer::N,бипур,цӏай
338,Last::N,тягота,заланвал
339,Gang::N,мунӧм,ериш
340,Schritt::N,вожмӧв,къадам
341,Norden::N,ой,кефер
342,Norden::N,ой,кефер пад
343,Süden::N,лун,кьибле
344,Westen::N,рытвыв,рагъакӏидай пад
345,Osten::N,асыв,рагъэкъечӏдай пад
346,Holz::N,пу,кӏарас
347,Brett::N,пӧв,кьул
348,Brett::N,пӧв,тахта
349,Platte::N,плита,
350,Stütze::N,пика,даях
351,Stange::N,зор,юрк
352,Stange::N,потш,юрк
353,Stock::N,бедь,лаш
354,Stab::N,шест,юрк
355,Rohr::N,труба,турба
356,Haus::N,керку,ужагъ
357,Heim::N,керку,кӏвал
358,Ofen::N,пӧжавны,пич
359,Fußboden::N,джодж,кӏвалин ччил
360,Tisch::N,пызан,стол
361,Stuhl::N,стул,стул
362,Wiege::N,зыбка,кьеб
363,Bett::N,кровать,тахт
364,Regal::N,джадж,кьацӏ
365,Kiste::N,ящик,ящик
366,Fenster::N,ӧшын,дакӏар
367,Tür::N,ыбӧс,рак
368,Tor::N,ворота,варар
369,Zaun::N,забор,пару
370,Dach::N,крыша,къав
371,Leiter::N,лиснич,гурар
372,Besen::N,рос,таран кул
373,Spaten::N,зыр,ппер
374,Schaufel::N,зыр,хекендаз
375,Gabel::N,вила,шиш
376,Löffel::N,пань,тӏур
377,Messer::N,пурт,чукӏул
378,Nagel::N,кӧрттув,мих
379,Netz::N,кыйӧт,чил
380,Haken::N,ем,къармах
381,Griff::N,пу,ттум
382,Schloss::N,замок,куьлег
383,Bild::N,картина,шикил
384,Bild::N,картина,суьрет
385,Figur::N,мыгӧр,фигура
386,Puppe::N,акань,нини
387,Beutel::N,мешӧк,тагъар
388,Bündel::N,нин,галгам
389,Tasche::N,сумка,чанта
390,Eimer::N,ведра,ведре
391,Deckel::N,вевт,кьил
392,Deckel::N,вевт,къалпагъ
393,Geschirr::N,доз,къаб-къажах
394,Geschirr::N,бекӧрпань,къаб-къажах
395,Sack::N,мешӧк,чувал
396,Tasse::N,бекӧр,сукӏра
397,Topf::N,кастрюля,къажгъан
398,Kessel::N,пӧрт,къажгъан
399,Essen::N,сёйӧм,тӏуьн
400,Nahrung::N,вердан,тӏуьн
401,Speise::N,сёян,хуьрек
402,Fleisch::N,яй,як
403,Getreide::N,сю,техил
404,Brei::N,каша,хапӏа
405,Brei::N,каша,хешил
406,Brot::N,нянь,фу
407,Scheibe::N,шӧрӧм,чӏук
408,Fett::N,гос,ягълу
409,Butter::N,ви,гъери
410,Öl::N,ви,ягълу
411,Salz::N,сов,кьел
412,Suppe::N,шыд,суп
413,Suppe::N,шыд,шурпа
414,Honig::N,ма,вирт
415,Milch::N,йӧв,нек
416,Tee::N,чай,чай
417,Leder::N,кучик,тумаж
418,Wolle::N,гӧн,йис
419,Stoff::N,дӧра,парча
420,Nadel::N,ем,раб
421,Faden::N,сунис,гъал
422,Knopf::N,кизь,дуьгме
423,Knoten::N,узӧв,тӏвал
424,Knoten::N,гӧрӧд,тӏвал
425,Farbe::N,краска,ранг
426,Kleidung::N,паськӧм,партал
427,Hemd::N,йӧрнӧс,перем
428,Kragen::N,воротник,хев
429,Ärmel::N,сос,хел
430,Hose::N,вешьян,шалвар
431,Gürtel::N,йи,чӏул
432,Mütze::N,шапка,бармак
433,Mütze::N,шапка,бапӏах
434,Schuh::N,ботинки,ботинка
435,Stiefel::N,сапог,чекме
436,Ring::N,чунькытш,тупӏал
437,Band::N,ленточка,тасма
438,Kamm::N,сынан,регъ
439,Spiegel::N,зеркало,гуьзгуь
440,Riemen::N,ремень,къайиш
441,Schnur::N,гез,еб
442,Leine::N,повод,
443,Decke::N,одеяло,яргъан
444,Kissen::N,подушка,хъуьцуьган
445,Tuch::N,чышьян,шал
446,Handtuch::N,чышкӧт,дасмал
447,Kraft::N,прак,гуж
448,Stärke::N,вын,къуват
449,Gesundheit::N,здоровье,сагъвал
450,Krankheit::N,шог,тӏал
451,Schmerz::N,зубыт,тӏал
452,Schmerz::N,зубыт,тӏарвал
453,Wunde::N,рана,хер
454,Fieber::N,лёк тресся,ифин
455,Fieber::N,кынтан шогӧт,ифин
456,Arznei::N,лекарство,дарман
457,Brücke::N,пос,муьгъ
458,Brunnen::N,колодец ,къуй
459,Weide::N,пода йирсян,уьруьш
460,Pfad::N,туй,рехъ
461,Weg::N,туй,рехъ
462,Straße::N,туй,рехъ
463,Dorf::N,деревня,хуьр
464,Stadt::N,город,шегьер
465,Brief::N,гижӧт,кагъаз
466,Buch::N,книга,улуб
467,Buchstabe::N,буква,гьарф
468,Zeitung::N,газета,газета
469,Leben::N,олан,уьмуьр
470,Tod::N,кулӧм,кьиникь
471,Grab::N,гу,сур
472,Kirche::N,вичку,килиса
473,Sünde::N,грек,гунагь
474,Gott::N,ен,аллагь
475,Arbeiter::N,уджалiсь,фяле
476,Chef::N,начальник,гьаким
477,Meister::N,мастер,устӏар
478,Arzt::N,врач,доктор
479,Lehrer::N,велӧтісь,муаллим
480,Geld::N,деньга,пул
481,Geschäft::N,удж,
482,Laden::N,магазин,магазин
483,Preis::N,дон,къимет
484,Ware::N,товар,мал
485,Ware::N,товар,товар
486,Nutzen::N,путь,хийир
487,Nutzen::N,путь,менфят
488,Reichtum::N,богатство,девлет
489,Welt::N,му,дуьнья
490,Land::N,страна,уьлкве
491,Staat::N,государство,пачагьлугъ
492,Staat::N,государство,государство
493,König::N,кан,пачагь
494,Macht::N,власть,власть
495,Grenze::N,граница,сергьят
496,Krieg::N,война,дяве
497,Feind::N,враг,душман
498,Kampf::N,нярасьӧм,женг
499,Kampf::N,вермасьӧм,женг
500,Bogen[Waffe]::N,лук,чӏемерук
501,Pfeil::N,ньӧв,хьел
502,Gewehr::N,ружьё,тфенг
503,Fehler::N,ошибка,гъалатӏ
504,Lüge::N,ылӧтӧм,ттаб
505,Lüge::N,пӧрьялӧм,ттаб
506,Schaden::N,лёк,зиян
507,Schaden::N,лёк,зарар
508,Unglück::N,пик,бала
509,Unglück::N,пик,бедбахтвал
510,Unglück::N,оказзё,бала
511,Unglück::N,оказзё,бедбахтвал
512,Schuld::N,вина,тахсир
513,Schluss::N,ком,эхир
514,Zeit::N,кад,вяде
515,Tag::N,лун,югъ
516,Morgen::N,асыв,пакама
517,Mittag::N,луншӧр кад,нисин
518,Abend::N,рыт,няни
519,Nacht::N,ой,йиф
520,Woche::N,неделя,гьафте
521,Monat::N,тӧлicь,варз
522,Jahr::N,год,йис
523,Frühling::N,тулыс,гатфар
524,Sommer::N,гожум,гад
525,Herbst::N,ар,зул
526,Winter::N,тӧв,кьуьд
527,Januar::N,январ,январь
528,Februar::N,февраль,февраль
529,März::N,март,март
530,April::N,апрель,апрель
531,Mai::N,май,май
532,Juni::N,юнь,июнь
533,Juli::N,юль,июль
534,August::N,август,август
535,September::N,сентяб,сентябрь
536,Oktober::N,октяб,октябрь
537,November::N,нояб,ноябрь
538,Dezember::N,декаб,декабрь
539,Montag::N,вильлун,ислен
540,Dienstag::N,мӧдӧдзлун,саласа
541,Mittwoch::N,шӧрлун,арбе
542,Donnerstag::N,нёльӧдзлун,хемис югъ
543,Freitag::N,витӧдзлун,жуьмя
544,Freitag::N,витӧдзлун,жуьмя югъ
545,Samstag::N,пывсянлун,киш
546,Sonntag::N,кресення,гьяд
547,groß::A,ыджыт,еке
548,groß::A,ыджыт,чӏехи
549,klein::A,учӧтик,гъвечӏи
550,lang::A,кузь,яргъи
551,kurz::A,дженыт,куьруь
552,breit::A,ота,гьяркьуь
553,schmal::A,векнит,гуьтӏуь
554,dicht::A,тшӧк,къалин
555,dick[Gegenstand]::A,кыз,
556,dünn::A,вӧснит,кьелечӏ
557,fein::A,вӧснит,шуькӏуь
558,fest::A,крепыт,кӏеви
559,flach::A,лапкӧса,кьулу
560,glatt::A,волькыт,цӏалцӏам
561,hart::A,чӧрыт,кӏеви
562,weich::A,небыт,хъуьтуьл
563,rund::A,гӧгрӧса,элкъвей
564,spitz::A,ёся,хци
565,scharf::A,лэчыт,хци
566,stumpf::A,ныж,къуьруь
567,schwer::A,сьӧкыт,залан
568,schön::A,басӧк,иер
569,heiß::A,жар,кудай
570,warm::A,шоныт,чими
571,kalt::A,кӧдзыт,мекьи
572,kühl::A,сайкыт,къайи
573,frisch::A,виль,таза
574,frisch::A,виль,михьи
575,feucht::A,вакодь,ламу
576,nass::A,ва,кьежей
577,trocken::A,кӧс,кьуру
578,voll::A,тыра,ацӏай
579,leer::A,тыртӧм,буш
580,leer::A,тыртӧм,ичӏи
581,offen::A,оссьӧм,ахъа
582,geschlossen::A,игана,кӏеви
583,geschlossen::A,пӧдана,кӏеви
584,sauber::A,сӧдз,михьи
585,sauber::A,сӧстӧм,михьи
586,schmutzig::A,нятьӧсь,чиркин
587,schmutzig::A,нятьӧсь,кьацӏай
588,roh::A,путӧм,чиг
589,roh::A,путӧм,ицӏи
590,reif::A,кисьмалӧм,дигмиш хьайи
591,lecker::A,кӧра ,дадлу
592,süß::A,чӧскыт,ширин
593,bitter::A,курыт,туькьуьл
594,sauer::A,шӧма ,цуру
595,hell::A,югыт,экуь
596,dunkel::A,пемыт,мичӏи
597,schwarz::A,сьӧд,чӏулав
598,weiß::A,чочком,лацу
599,rot::A,гӧрд,яру
600,gelb::A,веж,хъипи
601,blau::A,лӧз,вили
602,grün::A,веж,къацу
603,grau::A,руд,рехи
604,grau::A,бусӧй,рехи
605,bunt::A,быдрӧма,цӏару
606,bunt::A,быдрӧма,яру-цӏару
607,billig::A,донтӧм,ужуз
608,teuer::A,дона,багьа
609,wertvoll::A,дона,масан
610,blind::A,синтӧм,буьркьуь
611,taub::A,пельтӧм,биши
612,kräftig::A,вына,гужлу
613,stark::A,вына,къуватлу
614,schwach::A,некодя,такьатсуз
615,fett::A,госа,куьк
616,schlank::A,статя,шумал
617,hübsch::A,басӧк,гуьрчег
618,böse::A,лёк,пис
619,dumm::A,бӧбӧв,ахмакь
620,dumm::A,вежӧртӧм,ахмакь
621,faul::A,дыш,тенпел
622,fleißig::A,уджалicь,сяй ийидай
623,fleißig::A,уджалicь,сяйи ийидай
624,geizig::A,жикмӧра,мискьи
625,geizig::A,горшаліcь,мискьи
626,klug::A,авья,акьуллу
627,klug::A,вежӧра,акьуллу
628,geschickt::A,кипода,магьир
629,lieb::A,муса,играми
630,lieb::A,дзулиньӧй,играми
631,lustig::A,гажа,шад
632,sanft::A,лебезнӧй,назик
633,sanft::A,лебезнӧй,милайим
634,hungrig::A,тшыг,гишин
635,krank::A,шогалiсь,кефсуз
636,nackt::A,куш,кьецӏил
637,traurig::A,жугыль,пашман
638,lebendig::A,ловья,ччан алай
639,gut::A,бур,хъсан
640,gut::A,бур,вижевай
641,schlecht::A,умӧль,пис
642,schlimm::A,нештӧм,нифретлу
643,alt::A,важ,эски
644,alt::A,важ,куьгьне
645,neu::A,виль,цӏийи
646,ehemalig::A,вӧвлӧм,виликан
647,alt[Lebewesen]::A,года,кьуьзуь
648,alt[Lebewesen]::A,годдэза,кьуьзуь
649,jung::A,том,жегьил
650,arm::A,гов,кесиб
651,arm::A,беднӧй,кесиб
652,reich::A,эма,девлетлу
653,bekannt::A,тӧдса,чидай
654,fremd::A,чужӧй,ччара
655,verschieden::A,быдкодь,жуьреба-жуьре
656,nah::A,матiсь,мукьвал
657,fern::A,ылicь,яргъал
658,linker::A,шульга,чапла
659,rechter::A,веськытланись,эрчӏи
660,anderer::A,мукӧд,маса
661,anderer::A,мукӧд,муькуь
662,erster::A,медодзза,сад лагьай
663,zweiter::A,кыкӧт,кьвед лагьай
664,dritter::A,куимӧт,пуд лагьай
665,dritter::A,куимӧдз,пуд лагьай
666,letzter::A,бӧрья,эхиримжи
667,letzter::A,мёдбӧрья,эхиримжи
668,auf einmal::ADV,тшӧтш,
669,zusammen::ADV,ӧтлаын,санал
670,lange::ADV,дыр,яргъалди
671,plötzlich::ADV,друг,садлагьана
672,sofort::ADV,тшӧтш,гьасятда
673,später::ADV,медбӧрын,гуьгъуьнлай
674,jetzt::ADV,ӧні,гила
675,heute::ADV,талун,къе
676,morgen::ADV,ашын,пака
677,bald::ADV,чожа,мукьва
678,bald::ADV,чожа,мукьвара
679,dann::ADV,сыбӧрын,ахпа
680,gestern::ADV,тӧн,накь
681,einst::ADV,ӧтпыр,садра
682,damals::ADV,сэк,а чӏавуз
683,damals::ADV,сэки,а чӏавуз
684,danach::ADV,сэсся,ахпа
685,vorher::ADV,одзжык,вилик
686,zuerst::ADV,наперво,сифте
687,einmal::ADV,ӧтпыр,садра
688,manchmal::ADV,мукӧдпыр,гагь-гагь
689,oft::ADV,-лы-,гзаф вахтара
690,immer::ADV,быдпыр,гьамиша
691,immer::ADV,быдпырся,гьамиша
692,niemals::ADV,некӧр,са чӏавузни
693,niemals::ADV,некӧр,са вахтундани
694,hier::ADV,татӧн,ина
695,hierhin::ADV,татчӧ,иниз
696,von hier::ADV,тасянь,инай
697,dort::ADV,сэтӧн,ана
698,dorthin::ADV,сэтчин,аниз
699,geradeaus::ADV,веськыта,дуьз
700,vorwärts::ADV,одзӧ,вилик
701,vorwärts::ADV,одзӧ,виликди
702,rückwärts::ADV,бӧр,кьулухъ
703,zurück::ADV,бӧр,
704,unten::ADV,увтын,агъада
705,hinab::ADV,увтас,агъуз
706,oben::ADV,вевдӧрас,винел
707,hinauf::ADV,вывлань,виниз
708,hinauf::ADV,вывланьӧ,виниз
709,überall::ADV,быдлан,вирина
710,nicht::ADV,ог,ваъ
711,ein wenig::ADV,-ышт,са тӏимил
712,ein wenig::ADV,невна,са тӏимил
713,kaum::ADV,ӧдва,жизви
714,sehr::ADV,вывтi,лап
715,so::ADV,сiдз,икӏ
716,noch::ADV,эшӧ,гьеле
717,nur::ADV,только,анжах
718,schon::ADV,ни,хъувуна
719,schon::ADV,ни,мадни дардиз
720,schon::ADV,ни,мадни гуьтӏуьз
721,schon::ADV,ни,мадни гуьтӏуь я
722,wieder::ADV,бӧра,
723,vergebens::ADV,весись,нагьакь
724,vergebens::ADV,весись,нагьакьа
725,vor::PRP,одзас,вилик
726,hinter::PRP,бӧрӧ,кьулухъ
727,unter::PRP,увтын,кӏаник
728,durch::PRP,пыр,арадай
729,durch::PRP,пыр,-кай хкатна
730,neben::PRP,бокам,патав
731,neben::PRP,бокам,мукьув
732,neben::PRP,боксиным,патав
733,neben::PRP,боксиным,мукьув
734,zwischen::PRP,коласас,ара
735,zwischen::PRP,коласас,арада
736,wegen::PRP,понда,гъиляй
737,dies::PRN,эта,и
738,dies::PRN,эта,им
739,das::PRN,сiя,а
740,das::PRN,сiя,ам
741,alles::PRN,быдӧс,вири
742,alles::PRN,быдӧс,михьиз
743,ich::PRN,ме,за
744,ich::PRN,ме,зун
745,du::PRN,тэ,вун
746,er::PRN,сiя,ам
747,er::PRN,сiя,гьа
748,wir::PRN,мийӧ,чун
749,ihr::PRN,ті,куьн
750,sie::PRN,нія,абур
751,was::FPRN,мый,вуч
752,wer::FPRN,кин,вуж
753,wo::FADV,кытӧн,гьина
754,wohin::FADV,кытчӧ,гьиниз
755,wie::FADV,дзик,гьикӏ
756,warum::FADV,мыля,вучиз
757,warum::FADV,мыйсянь,вучиз
758,wieviel::FNUM,мымда,шумуд
759,eins::NUM,ӧт,са
760,zwei::NUM,кык,кьвед
761,drei::NUM,куим,пуд
762,vier::NUM,нёль,кьуд
763,fünf::NUM,вит,вад
764,sechs::NUM,квать,ругуд
765,sieben::NUM,сизим,ирид
766,acht::NUM,кыкьямыс,муьжуьд
767,neun::NUM,ӧкмыс,кӏуьд
768,zehn::NUM,дас,цӏуд
769,elf::NUM,дасотік,цӏусад
770,zwölf::NUM,даскык,цӏикьвед
771,zwanzig::NUM,кыкдас,къад
772,dreißig::NUM,куимдас,къанницӏуд
773,vierzig::NUM,нёльдас,яхцӏур
