,Concept_ID,fi,ady
692,ehemalig::A,muinainen,-гъэ
693,alt[Lebewesen]::A,vanha,жъы
694,jung::A,nuori,ныбжьыкӏэ́
695,arm::A,köyhä,тхьамы́кӏ
696,reich::A,rikas,бай
697,bekannt::A,tuttu,нэӏуа́с
698,bekannt::A,tunnettu,нэӏуа́с
699,berühmt::A,kuuluisa,цӏэры́ӏу
700,fremd::A,vieras,хымэ
701,verschieden::A,eri,зэфэшъхьафы
702,verschieden::A,erilainen,зэфэшъхьафы
703,nah::A,läheinen,благъэ́
704,fern::A,etäinen,чыжьэ
705,linker::A,vasen,сэмэ́гу
706,rechter::A,oikea,джабгъу
707,anderer::A,muu,нэмы́кӏ
708,anderer::A,toinen,нэмы́кӏ
709,erster::A,ensimmäinen,апэр
710,zweiter::A,toinen,я́тӏонэр
711,dritter::A,kolmas,ящэнэр
712,letzter::A,viimeinen,аужыр
713,allein::ADV,yksin,зы
714,auf einmal::ADV,yhdellä kertaa,ардэдэм
715,auf einmal::ADV,yhdellä kertaa,асыхьатым
716,zusammen::ADV,yhdessä,зэгъусэхэ́у
717,lange::ADV,kauan,бэрэ́
718,lange::ADV,pitkään,бэрэ́
719,plötzlich::ADV,äkkiä,зэкӏэм
720,sofort::ADV,heti,ардэдэм
721,sofort::ADV,heti,асыхьатым
722,später::ADV,myöhemmin,нэужым
723,jetzt::ADV,nyt,джы
724,heute::ADV,tänään,непэ́
725,morgen::ADV,huomenna,неу́щы
726,bald::ADV,pian,псынкӏэу
727,dann::ADV,sitten,нэужым
728,gestern::ADV,eilen,тыгъуа́с
729,einst::ADV,aikanaan,зэгорэ́м
730,damals::ADV,silloin,армэ
731,damals::ADV,silloin,ащыгъум
732,damals::ADV,siihen aikaan,армэ
733,damals::ADV,siihen aikaan,ащыгъум
734,danach::ADV,sen jälkeen,нэужым
735,vorher::ADV,ennen,нахьыпэм
736,zuerst::ADV,ensin,
737,zuerst::ADV,ensiksi,
738,einmal::ADV,kerran,зэ
739,manchmal::ADV,joskus,
740,oft::ADV,usein,бэрэ
741,immer::ADV,aina,ренэ́у
742,niemals::ADV,ei koskaan,
743,hier::ADV,tässä,
744,hier::ADV,täällä,
745,hierhin::ADV,tähän,
746,von hier::ADV,tästä,
747,von hier::ADV,täältä,
748,dort::ADV,siinä,модэ
749,dort::ADV,siellä,модэ
750,dorthin::ADV,sinne,модэ́
751,dorthin::ADV,tuonne,модэ́
752,geradeaus::ADV,suoraan,занкӏэу
753,vorwärts::ADV,eteenpäin,ыпэкӏэ
754,rückwärts::ADV,taaksepäin,ыужыкӏэ́
755,zurück::ADV,takaisin,ыужыкӏэ́
756,unten::ADV,alhaalla,ычӏэкӏэ́
757,hinab::ADV,alas,ычӏэгъы́
758,hinab::ADV,alas,ычӏэкӏэ́
759,oben::ADV,ylhäällä,ышъхьагъы
760,hinauf::ADV,ylös,ышъхьагъыкӏэ
761,überall::ADV,kaikkialla,тыди́
762,überall::ADV,kaikkialla,тыдэкӏи́
763,nicht::ADV,ei,-п
764,nicht::ADV,ei,мы-
765,ein wenig::ADV,vähän,тӏэкӏу
766,kaum::ADV,tuskin,къоды́й
767,sehr::ADV,kovin,дэд
768,sehr::ADV,oikein,дэд
769,so::ADV,näin,ащ фэд
770,so::ADV,näin,мыщ фэд
771,so::ADV,näin,джащ фэд
772,noch::ADV,vielä,джыри
773,nur::ADV,vain,ныӏэ́п
774,nur::ADV,ainoastaan,ныӏэ́п
775,schon::ADV,jo,
776,wieder::ADV,taas,джыри
777,wieder::ADV,jälleen,джыри
778,vergebens::ADV,turhaan,пкӏэнчъэ́у
779,vor::PRP,edessä,пашъхьэ́
780,hinter::PRP,takana,кӏы́б
781,unter::PRP,alla,чӏэ-
782,durch::PRP,läpi,пхыры-
783,durch::PRP,kautta,пхыры-
784,neben::PRP,vieressä,дэжь
785,zwischen::PRP,välillä,азыфа́гу
786,wegen::PRP,takia,къы-
787,wegen::PRP,vuoksi,къы-
788,dies::PRN,tämä,ар
789,das::PRN,se,а
790,das::PRN,se,мо
791,alles::PRN,kaikki,зэкӏэ́
792,ich::PRN,minä,сэ
793,du::PRN,sinä,о
794,er::PRN,hän,ар
795,wir::PRN,me,тэ
796,ihr::PRN,te,шъо
797,sie::PRN,he,ахэр
798,was::FPRN,mikä,сыд
799,wer::FPRN,ken,хэт
800,wer::FPRN,kuka,хэт
801,wo::FADV,missä,тыдэ́
802,wohin::FADV,mihin,тыдэ́
803,wie::FADV,miten,сыдэущтэ́у
804,wie::FADV,kuinka,сыдэущтэ́у
805,warum::FADV,miksi,сыд пае́
806,wieviel::FNUM,paljonko,тхьапш
807,wieviel::FNUM,paljonko,сыд фэди́з
808,wieviel::FNUM,kuinka paljon,тхьапш
809,wieviel::FNUM,kuinka paljon,сыд фэди́з
810,eins::NUM,yksi,зы
811,zwei::NUM,kaksi,тӏу
812,drei::NUM,kolme,щы
813,vier::NUM,neljä,плӏы
814,fünf::NUM,viisi,тфы
815,sechs::NUM,kuusi,хы
816,sieben::NUM,seitsemän,блы
817,acht::NUM,kahdeksan,и
818,neun::NUM,yhdeksän,бгъу
819,zehn::NUM,kymmenen,пшӏы
820,elf::NUM,yksitoista,пшӏыкӏузы́
821,zwölf::NUM,kaksitoista,пшӏыкӏутӏу
822,zwanzig::NUM,kaksikymmentä,тӏокӏы́
823,dreißig::NUM,kolmekymmentä,щэкӏы
824,vierzig::NUM,neljäkymmentä,тӏокӏи́тӏу
825,fünfzig::NUM,viisikymmentä,шъэны́ыкъу
826,sechzig::NUM,kuusikymmentä,тӏокӏи́щ
827,siebzig::NUM,seitsemänkymmentä,тӏокӏищырэ́ пшӏырэ́
828,achtzig::NUM,kahdeksankymmentä,тӏокӏи́пӏ
829,neunzig::NUM,yhdeksänkymmentä,тӏокӏиилӏырэ́ пшӏырэ́
830,hundert::NUM,sata,шъэ
831,tausend::NUM,tuhat,мин
832,und::CNJ,ja,ыкӏи
833,oder::CNJ,tai,е
834,stehen::V,seisoa,ущытын
835,stehen::V,seisoa,умыхъыен
836,sitzen::V,istua,уисын
837,sitzen::V,istua,утесын
838,liegen::V,maata,телъы́н
839,hängen::V,riippua,къыщылэлын
840,hängen::V,riippua,къыщылэлын щыгъын быхъур
841,werden::V,tulla,хъун
842,werden::V,joutua,хъун
843,passieren::V,sattua,къэхъун
844,passieren::V,tapahtua,къэхъун
845,beginnen::V,alkaa,къежьэн
846,beginnen::V,alkaa,къыублэн
847,enden::V,loppua,ухы́н
848,enden::V,päättyä,ухы́н
849,wechseln::V,vaihtua,зэхъожьы́н
850,wechseln::V,vaihdella,зэхъожьы́н
851,aufgehen[Sonne]::V,nousta,къыкъокӏы́н
852,untergehen[Sonne]::V,laskea,къохьан
853,scheinen[Sonne]::V,paistaa,къепсыи
854,donnern::V,jyristä,гъогъон
855,wehen::V,tuulla,епщэ́н
856,wehen::V,puhaltaa,епщэ́н
857,strömen::V,virrata,чъэн
858,fließen::V,valua,чъэн
859,fließen::V,juosta,чъэн
860,sich drehen::V,pyöriä,зыгъэчэрэгъу́н
861,schwanken::V,horjua,хъые́н
862,schwingen::V,heilua,зыгъэхъые́н
863,schwingen::V,värähdellä,зыгъэхъые́н
864,fallen::V,pudota,къефэхы́н
865,fallen::V,langeta,къефэхы́н
866,brennen::V,palaa,стын
867,rauchen::V,savuta,ӏугъо къикӏын
868,regnen::V,sataa,къещхы́н
869,gefrieren::V,jäätyä,дыкъын
870,tauen::V,sulaa,жъун
871,schmelzen::V,sulaa,ткӏун
872,trocknen::V,kuivua,гъушъы́н
873,trocknen::V,kuivua,чъэпхъу́н
874,sieden::V,kiehua,жъон
875,faulen::V,mädätä,шъун
876,verfaulen::V,mädätä,шъун
877,verfaulen::V,mädäntyä,шъун
878,reißen::V,revetä,зэӏэтхъы́н
879,versinken::V,upota,чӏихьан
880,versinken::V,vajota,чӏихьан
881,vergehen::V,kulua,блэкӏы́н
882,erscheinen::V,ilmestyä,къэлъэгъон
883,verschwinden::V,kadota,кӏодыжьы́н
884,sinken::V,vajota,
885,abnehmen::V,vähetä,къыкӏичын
886,zunehmen::V,kasvaa,хэхъо́н
887,zunehmen::V,lisääntyä,хэхъо́н
888,steigen::V,nousta,къежьэн
889,wachsen::V,kasvaa,хэхъо́н
890,wachsen::V,kasvaa,къэкӏы́н
891,glänzen::V,kiiltää,цӏыу́н
892,funkeln::V,kipinöidä,жъыу́н
893,lärmen::V,meluta,бырсыры́н
894,läuten::V,soida,теон
895,klingeln::V,soida,теон
896,klirren::V,kalista,
897,brausen::V,kohista,шъуин
898,rauschen::V,kohista,макъэ гъэӏун
899,klingen::V,soida,къыхэӏукӏын
900,bellen::V,haukkua,хьакъу́н
901,heulen::V,ulvoa,быун
902,blasen::V,puhaltaa,епщэ́н
903,pfeifen::V,viheltää,шъуин
904,schreien::V,kirkua,куо́н
905,schreien::V,kirkua,кӏыи́н
906,stöhnen::V,voihkia,щэӏун
907,zittern::V,vapista,кӏэзэзын
908,leben::V,elää,псэу́н
909,geboren werden::V,syntyä,къэхъун
910,atmen::V,hengittää,жьы къэщэ́н
911,trinken::V,juoda,ешъо́н
912,essen::V,syödä,шхын
913,schlucken::V,niellä,бдырыин
914,müde werden::V,uupua,пшъын
915,einschlafen::V,uinahtaa,хэчъыен
916,schlafen::V,maata,чъые́н
917,schlafen::V,nukkua,чъые́н
918,aufwachen::V,herätä,къэущы́н
919,aufstehen::V,nousta,уцу́н
920,aufstehen::V,nousta ylös,уцу́н
921,sich erholen::V,levätä,зыгъэпсэфын
922,krank werden::V,sairastua,сымаджэ́ хъун
923,krank sein::V,potea,сымэджэ́н
924,krank sein::V,sairastaa,сымэджэ́н
925,schmerzen::V,särkeä,сымэджэ́н
926,schmerzen::V,kivistää,сымэджэ́н
927,husten::V,yskiä,пскэ́н
928,genesen::V,toipua,хъужьын
929,sterben::V,kuolla,лӏэн
930,umkommen::V,saada surmansa,хэкӏодэн
931,umkommen::V,kuolla,хэкӏодэн
932,sich bewegen::V,liikkua,хъые́н
933,sich rühren::V,liikahtaa,хъые́н
934,sich erheben::V,nousta,къэтэджын
935,sich setzen::V,istuutua,тӏысы́н
936,hinfallen::V,kaatua,ебэджы́н
937,laufen::V,kävellä,кӏон
938,schreiten::V,astua,кӏон
939,schreiten::V,astella,кӏон
940,spazierengehen::V,kävellä,къэкӏухьэн
941,eilen::V,kiirehtiä,гузэжъон
942,sich beeilen::V,kiirehtiä,гуӏэ́н
943,sich beeilen::V,olla kiireissään,гуӏэ́н
944,sausen::V,rynnätä,псынкӏэ́у чъэн
945,sausen::V,viilettää,псынкӏэ́у чъэн
946,rennen::V,juosta,чъэн
947,springen::V,hypätä,пкӏэн
948,klettern::V,kiivetä,дэцохъоен
949,schaukeln::V,kiikkua,уешӏэн
950,kriechen::V,ryömiä,цохъо́н
951,schwimmen::V,uida,есы́н
952,tauchen::V,sukeltaa,зычӏэгъэо́н
953,rudern::V,soutaa,къошъо бэщкӏэ фын
954,fahren::V,ajaa,кӏон
955,fahren::V,kulkea,кӏон
956,fliegen::V,lentää,быбы́н
957,gehen::V,käydä,кӏон
958,weggehen::V,lähteä,ӏукӏын
959,weggehen::V,poistua,ӏукӏын
960,abfahren::V,lähteä,ежьэн
961,anhalten::V,pysähtyä,къэуцу́н
962,anhalten::V,seisahtua,къэуцу́н
963,hineingehen::V,mennä sisään,ихьан
964,eintreten::V,astua sisään,чӏэхьан
965,kommen::V,tulla,къэкӏо́н
966,ankommen::V,saapua,къэсы́н
967,zurückkommen::V,palata,гъэзэжьын
968,bleiben::V,jäädä,къэнэ́н
969,bleiben::V,viipyä,къэнэ́н
970,warten::V,odottaa,пэплъэ́н
971,erwarten::V,odottaa,ежэн
972,suchen::V,etsiä,лъыхъу́н
973,finden::V,löytää,къэгъоты́н
974,finden::V,löytää,къыхэгъэщы́н
975,versuchen::V,yrittää,пылъы́н
976,vorbereiten::V,valmistaa,гъэхьазыры́н
977,lieben::V,pitää,шӏу плъэгъу́н
978,lieben::V,rakastaa,шӏу плъэгъу́н
979,mögen::V,pitää,шӏу плъэгъу́н
980,mögen::V,tykätä,шӏу плъэгъу́н
981,lachen::V,nauraa,щхын
982,rühren::V,liikuttaa,гур гъэузын
983,weinen::V,itkeä,гъын
984,schimpfen::V,haukkua,хъонэн
985,sich ärgern::V,suuttua,губжы́н
986,sich fürchten::V,pelätä,щынэ́н
987,fürchten::V,pelätä,щынэ́н
988,fliehen::V,paeta,
989,flüchten::V,paeta,
990,sehen::V,nähdä,льэгъу́н
991,anschauen::V,katsoa,плъэн
992,anschauen::V,katsoa,еплъы́н
993,ansehen::V,katsoa,плъэн
994,hören::V,kuulla,зэхэхын
995,zuhören::V,kuunnella,дэӏо́н
996,probieren::V,maistaa,хэӏэн
997,riechen::V,haistaa,пэмэ́н
998,fühlen::V,tuntea,зэхэпшӏэн
999,scheinen::V,tuntua,уащыхъу́н
1000,scheinen::V,tuntua,уашӏошӏы́н
1001,zu sehen sein::V,näkyä,зэрэлъэгъу́н
1002,vernehmen::V,kuulla,зэхэхын
1003,frieren::V,palella,дыкъын
1004,frieren::V,palella,пӏыкӏэн
1005,frieren::V,palella,чъыӏэ́ лӏэн
1006,tun::V,tehdä,шӏын
1007,können::V,osata,лъэкӏы́н
1008,wollen::V,tahtoa,фэе́н
1009,anfangen::V,ruveta,ублэн
1010,anfangen::V,aloittaa,ублэн
1011,beenden::V,lopettaa,ухы́н
1012,aufhören::V,loppua,щыгъэтын
1013,gelingen::V,onnistua,хъун
1014,geraten::V,sujua,
1015,geraten::V,joutua,
1016,öffnen::V,avata,ӏухы́н
1017,öffnen::V,aukaista,ӏухы́н
1018,schließen::V,sulkea,игъэсэн
1019,stellen::V,panna,бгъэуцун
1020,stellen::V,asettaa,бгъэуцун
1021,setzen::V,panna,гъэтӏысы́н
1022,setzen::V,istuttaa,гъэтӏысы́н
1023,legen::V,panna,хэлъхьа́н
1024,legen::V,asettaa,хэлъхьа́н
1025,berühren::V,koskea,эӏэн
1026,berühren::V,koskea,нэсын
1027,berühren::V,koskettaa,эӏэн
1028,berühren::V,koskettaa,нэсын
1029,verbinden::V,liittää,зэхэпхэ́н
1030,verbinden::V,liittää,пхын
1031,verbinden::V,yhdistää,зэхэпхэ́н
1032,verbinden::V,yhdistää,пхын
1033,bedecken::V,kattaa,техъо́н
1034,bedecken::V,peittää,техъо́н
1035,aufhängen::V,ripustaa,пылъэ́н
1036,anzünden::V,sytyttää,хэгъэнэ́н
1037,aufheben::V,ylös nostaa,
1038,aufheben::V,nostaa,
1039,zurücklassen::V,jättää,къэгъэнэ́н
1040,verlieren::V,kadottaa,чӏэ́нэн
1041,verlieren::V,kadottaa,шӏокӏоды́н
1042,fallen lassen::V,pudottaa,чӏэунэн
1043,fallen lassen::V,pudottaa,пӏэпызын
1044,machen::V,tehdä,шӏын
1045,herstellen::V,tuottaa,шӏы́н
1046,herstellen::V,valmistaa,шӏы́н
1047,bauen::V,rakentaa,шӏы́н
1048,reparieren::V,korjata,дыжьы́н
1049,verbessern::V,parantaa,нахьышӏу пшӏын
1050,verbessern::V,parantaa,нахь дэгъу пшӏын
1051,ändern::V,muuttaa,зэблэхъу́н
1052,graben::V,kaivaa,тӏын
1053,beugen::V,taivuttaa,
1054,biegen::V,taivuttaa,уфэн
1055,drehen::V,kääntää,гъэчэрегъу́
1056,wenden::V,kääntää,пӏонтӏэн
1057,wenden::V,kääntää,бгъэзэн
1058,wenden::V,kääntää,уӏубын
1059,umdrehen::V,kääntää,
1060,heben::V,nostaa,ӏэты́н
1061,heben::V,kohottaa,ӏэты́н
1062,hochheben::V,nostaa,ӏэты́н
1063,ergreifen::V,tarttua,къэубыты́н
1064,halten::V,pitää,ӏыгъы́н
1065,drücken::V,painaa,тэӏункӏэн
1066,drücken::V,puristaa,тэӏункӏэн
1067,schieben::V,työntää,уеӏункӏын
1068,schieben::V,työntää,уетӏыргун
1069,kratzen::V,raapia,цӏэнтхъун
1070,lecken::V,nuolla,бзэи́н
1071,beißen::V,purra,ецэкъэ́н
1072,abreißen::V,repiä,къичын
1073,abreißen::V,repiä,пытхъын
1074,abschneiden::V,leikata poikki,пыупкӏын
1075,abschneiden::V,leikata poikki,гобзыкӏын
1076,abschneiden::V,leikata,пыупкӏын
1077,abschneiden::V,leikata,гобзыкӏын
1078,binden::V,sitoa,епхын
1079,stecken::V,pistää,хэсэн
1080,brechen::V,murtaa,зэпыпкӏын
1081,klopfen::V,koputtaa,теон
1082,klopfen::V,kolkuttaa,теон
1083,hauen::V,lyödä,теон
1084,kleben::V,liimata,щхэн
1085,reiben::V,hieroa,пӏотын
1086,reiben::V,hangata,пӏотын
1087,streichen::V,sivellä,щыфэн
1088,schleifen::V,hioa,гъэчаны́н
1089,schleifen::V,hioa,кӏэлыкӏы́н
1090,schneiden::V,leikata,бзын
1091,rütteln::V,ravistaa,гъэсысын
1092,schütteln::V,pudistaa,гъэсысын
1093,schwenken::V,heiluttaa,ӏэ шӏын
1094,schütten::V,kaataa,икӏэ́н
1095,füllen::V,täyttää,из шӏын
1096,einwickeln::V,kääriä,кӏоцӏыщыхьа́н
1097,tragen::V,kantaa,хьын
1098,schleppen::V,raahata,пхьын
1099,schleppen::V,raahata,плъэшъун
1100,ziehen::V,vetää,пкъудыин
1101,ziehen::V,vetää,пщэн
1102,ziehen::V,vetää,плъэшъун
1103,aufbewahren::V,säilyttää,пӏыгъын
1104,aufbewahren::V,säilyttää,уухъумэн
1105,werfen::V,viskata,дзын
1106,fangen::V,napata,къэубыты́н
1107,fangen::V,ottaa kiinni,къэубыты́н
1108,packen::V,tarttua,къэубыты́н
1109,verstecken::V,kätkeä,бгъэбылъын
1110,verstecken::V,piilottaa,бгъэбылъын
1111,teilen::V,jakaa,гощы́н
1112,schicken::V,lähettää,гъахьы́н
1113,bringen::V,viedä,къэхьы́н
1114,hinzufügen::V,lisätä,хэгъэхъо́н
1115,bekommen::V,saada,
1116,erhalten::V,saada,
1117,nehmen::V,ottaa,къытехы́н
1118,wählen::V,valita,къыхэхы́н
1119,auswählen::V,valikoida,къыхэхы́н
1120,bewahren::V,säilyttää,къэухъумэн
1121,behindern::V,estää,пэрыохъу хъун
1122,verderben::V,pilata,къутэн
1123,verderben::V,turmella,къутэн
1124,beschädigen::V,vioittaa,къутэн
1125,beschädigen::V,vahingoittaa,къутэн
1126,zerbrechen::V,rikkoa,къутэн
1127,zerreißen::V,repiä rikki,зэӏэтхъы́н
1128,zerreißen::V,repiä palasiksi,зэӏэтхъы́н
1129,zerstören::V,hävittää,къутэ́н
1130,verbrennen::V,polttaa,гъэсты́н
1131,geben::V,antaa,еты́н
1132,reichen::V,ojentaa,еты́н
1133,schenken::V,lahjoittaa,еты́н
1134,versprechen::V,luvata,гъэгугъэ́н
1135,wünschen::V,toivottaa,шӏоигъо́н
1136,loben::V,ylistää,щытхъун
1137,küssen::V,suudella,ебэу́н
1138,wiegen::V,tuudittaa,гъэхъыен
1139,wiegen::V,keinuttaa,гъэхъыен
1140,zudecken::V,peittää,техъо́н
1141,wecken::V,herättää,къэгъэущы́н
1142,zeigen::V,näyttää,гъэлъэгъо́н
1143,zeigen::V,osoittaa,гъэлъэгъо́н
1144,führen::V,johdattaa,щэн
1145,lehren::V,opettaa,егъэджэ́н
1146,lehren::V,opettaa,егъэшӏэн
1147,unterrichten::V,opettaa,егъэджэ́н
1148,aufziehen::V,kasvattaa,пӏун
1149,leiten::V,johtaa,гъэзекӏон
1150,antreiben::V,hoputtaa,къепфылӏэн
1151,lassen::V,antaa,еты́н
1152,einladen::V,kutsua,къегъэблэгъэн
1153,vereinigen::V,yhdistää,зэгогъэхьан
1154,besuchen::V,vierailla,щыӏэ́н
1155,treffen::V,tavata,ӏукӏэ́н
1156,treffen::V,tavata,пэгъокӏы́н
1157,sich versammeln::V,kokoontua,зэхэхьан
1158,spielen::V,pelata,джэгу́н
1159,spielen::V,leikkiä,джэгу́н
1160,singen::V,laulaa,орэ́д къэӏо́н
1161,tanzen::V,tanssia,къэшъо́н
1162,sich trennen::V,erota,зэгокӏыжьы́ных
1163,verlassen::V,jättää,бгынэн
1164,verlassen::V,jättää,хэкӏыжьын
1165,retten::V,pelastaa,къыхэпхыжьын
1166,retten::V,pelastaa,къэбгъэнэжьын
1167,bewachen::V,vartioida,къэгъэгъунэн
1168,schützen::V,suojella,ухъумэ́н
1169,verteidigen::V,puolustaa,къэухъумэн
1170,sich schlagen::V,tapella,эзэон
1171,schießen::V,ampua,он
1172,siegen::V,voittaa,текӏо́н
1173,ärgern::V,ärsyttää,бгъэгубжын
1174,schlagen::V,lyödä,ео́н
1175,treten::V,potkaista,
1176,stechen::V,pistää,хэӏун
1177,stoßen::V,sysätä,тӏыро́н
1178,stoßen::V,sysätä,уеӏункӏын
1179,stoßen::V,työntää,тӏыро́н
1180,stoßen::V,työntää,уеӏункӏын
1181,stehlen::V,varastaa,тыгъу́н
1182,stören::V,häiritä,бгъэгумэкӏын
1183,belästigen::V,häiritä,бгъэгумэкӏын
1184,verbergen::V,kätkeä,ушъэфын
1185,täuschen::V,harhauttaa,гъэпцӏэ́н
1186,betrügen::V,pettää,гъэпцӏэ́н
1187,betrügen::V,petkuttaa,гъэпцӏэ́н
1188,töten::V,tappaa,уикӏын
1189,wohnen::V,asua,дэсын
1190,arbeiten::V,tehdä työtä,лэжьэ́н
1191,arbeiten::V,työskennellä,лэжьэ́н
1192,sammeln::V,koota,угъои́н
1193,sammeln::V,kerätä,угъои́н
1194,pflücken::V,poimia,къыпычы́н
1195,jagen::V,metsästää,шэкӏон
1196,jagen::V,metsästää,ешэкӏон
1197,fischen::V,kalastaa,пцэжъые уешэн
1198,fassen::V,pyydystää,къэубыты́н
1199,fassen::V,saalistaa,къэубыты́н
1200,hüten::V,paimentaa,хэхъо́н
1201,treiben::V,ajaa,пфын
1202,anbinden::V,kytkeä,епхын
1203,füttern::V,ruokkia,гъэшхэ́н
1204,melken::V,lypsää,щын
1205,hacken::V,hakata,упкӏэтэн
1206,gießen::V,kastella,тепкӏэн
1207,reifen::V,kypsyä,игъо хъун
1208,zubereiten::V,valmistaa,бгъэхьазырын
1209,kochen::V,keittää,шӏы́н
1210,backen::V,leipoa,гъэжъэ́н
1211,braten::V,paistaa,гъэжъэ́н
1212,umrühren::V,hämmentää,зэхэгъэкӏухьан
1213,stricken::V,kutoa,хъын
1214,stricken::V,neuloa,хъын
1215,nähen::V,ommella,дэн
1216,färben::V,värjätä,бгъэлэн
1217,färben::V,värittää,бгъэлэн
1218,reinigen::V,puhdistaa,укъэбзы́н
1219,waschen::V,pestä,бгыкӏын
1220,abwischen::V,pyyhkiä,лъэкӏы́н
1221,spülen::V,huuhtoa,дэгъэчъыхьан
1222,fegen::V,pyyhkäistä,пхъэнкӏы́н
1223,kehren::V,lakaista,пхъэнкӏы́н
1224,baden::V,kylpeä,зыгъэпскӏын
1225,sich waschen::V,peseytyä,зытхьакӏы́н
1226,ausziehen::V,riisua,къытехы́н
1227,anziehen::V,pukea ylleen,щылъэ́н
1228,sich anziehen::V,pukeutua,зыфэпэн
1229,kämmen::V,kammata,жьын
1230,schmücken::V,koristaa,гъэдэхэ́н
1231,schmücken::V,kaunistaa,гъэдэхэ́н
1232,sagen::V,sanoa,къэӏон
1233,sprechen::V,puhua,псэлъэ́н
1234,reden::V,keskustella,гущыӏэ́н
1235,sich unterhalten::V,jutella,зэдэгущыӏэн
1236,fragen::V,kysyä,упчӏэ́н
1237,bitten::V,pyytää,лъэӏо́н
1238,erzählen::V,kertoa,къэпӏотэ́н
1239,mitteilen::V,ilmoittaa,макъэ егъэӏун
1240,nennen::V,kutsua,цӏэ фэусы́н
1241,nennen::V,nimittää,цӏэ фэусы́н
1242,rufen::V,kutsua,джэн
1243,prahlen::V,kerskailla,узыщытхъужьы́н
1244,übersetzen::V,kääntää,бгъэкӏотэн
1245,denken::V,miettiä,егупшысэ́н
1246,denken::V,ajatella,егупшысэ́н
1247,glauben::V,uskoa,уивыхъэ́ телъы́н
1248,bemerken::V,huomata,гу лъыптэ́н
1249,erkennen::V,tunnistaa,зэхэпхын
1250,erkennen::V,tunnistaa,зэбгъэшӏэн
1251,begreifen::V,ymmärtää,гурыӏо́н
1252,verstehen::V,ymmärtää,зэхэхын
1253,lernen::V,oppia,еджэ́н
1254,wissen::V,tietää,шӏэн
1255,sich erinnern an::V,muistaa,къэшӏэжьын
1256,vergessen::V,unohtaa,пщыгъупшэжьы́н
1257,messen::V,mitata,шын
1258,zählen::V,laskea,плъытэ́н
1259,rechnen::V,laskea,плъытэ́н
1260,rechnen::V,laskea,угугъэ́н
1261,lesen::V,lukea,еджэ́н
1262,malen::V,maalata,шӏын
1263,zeichnen::V,piirtää,шӏын
1264,zeichnen::V,piirustaa,шӏын
1265,schreiben::V,kirjoittaa,тхын
1266,besitzen::V,omistaa,иӏэн
1267,kaufen::V,ostaa,щэфы́н
1268,verkaufen::V,myydä,щэн
1269,bezahlen::V,maksaa,птын
1270,bezahlen::V,maksaa,лъыптын
1271,bezahlen::V,maksaa,птыжьы́н
1272,zahlen::V,maksaa,птын
1273,zahlen::V,maksaa,лъыптын
1274,beherrschen::V,hallita,иунаеу иӏэн
1275,ertragen::V,kestää,щэчы́н
