,Concept_ID,ml,be
640,heute::ADV,ഇന്ന്,сёння
641,morgen::ADV,നാളെ,заўтра
642,bald::ADV,ഉടനെ,хутка
643,bald::ADV,ഉടനെ,неўзабаве
644,dann::ADV,അപ്പോൾ,потым
645,gestern::ADV,ഇന്നലെ,учора
646,einst::ADV,പണ്ടൊരിക്കല്,аднойчы
647,damals::ADV,അപ്പോൾ,тады
648,danach::ADV,പിന്നീട്,затым
649,vorher::ADV,മുൻപ്,раней
650,zuerst::ADV,ആദ്യം,спярша
651,zuerst::ADV,ആദ്യം,спачатку
652,einmal::ADV,ഒരിക്കൽ,адзін раз
653,manchmal::ADV,ചിലപ്പോൾ,часам
654,oft::ADV,പലപ്പോഴും,часта
655,immer::ADV,എപ്പോഴും,заўсёды
656,niemals::ADV,ഒരിക്കലും,ніколі
657,hier::ADV,ഇവിടെ,тут
658,hierhin::ADV,ഇവിടേക്ക്,сюды
659,von hier::ADV,ഇവിടെനിന്ന്,адсюль
660,von hier::ADV,ഇവിടെനിന്ന്,адгэтуль
661,dort::ADV,അവിടെ,там
662,dorthin::ADV,അവിടേക്ക്,туды
663,geradeaus::ADV,മുമ്പിൽ,прама
664,geradeaus::ADV,മുമന്നോട്ട്,прама
665,vorwärts::ADV,മുന്നോട്ട്,наперад
666,rückwärts::ADV,തലതിരിച്ച്,назад
667,zurück::ADV,പുറകിലേക്ക്,назад
668,unten::ADV,താഴെ,унізе
669,hinab::ADV,താഴേക്ക്,уніз
670,oben::ADV,മുകളിൽ,угары
671,oben::ADV,മുകളിൽ,наверсе
672,hinauf::ADV,മുകളിൽ,угару
673,überall::ADV,എല്ലായിടത്തും,усюды
674,nicht::ADV,ഇല്ല,не
675,ein wenig::ADV,കുറച്ച്,трошкі
676,kaum::ADV,കഷ്ടിച്ച്,ледзьве
677,sehr::ADV,വളരെ,вельмі
678,so::ADV,അങ്ങനെ,так
679,noch::ADV,ഇപ്പോഴും,яшчэ
680,nur::ADV,മാത്രം,толькі
681,schon::ADV,നേരത്തേ തന്നെ,ужо
682,wieder::ADV,വീണ്ടും,зноў
683,vergebens::ADV,വിഫല,дарма
684,vergebens::ADV,വിഫല,дарэмна
685,vor::PRP,മുമ്പിൽ,перад
686,hinter::PRP,പുറകിൽ,за
687,hinter::PRP,പുറകിൽ,ззаду
688,unter::PRP,കീഴിൽ,пад
689,durch::PRP,ഉള്ളിലൂടെ,праз
690,neben::PRP,അടുത്ത്,каля
691,zwischen::PRP,ഇടയ്ക്ക്,між
692,zwischen::PRP,ഇടയ്ക്ക്,паміж
693,wegen::PRP,നിമിത്തം,з-за
694,dies::PRN,ഇത്,гэта
695,das::PRN,അത്,тое
696,alles::PRN,എല്ലാം,усё
697,ich::PRN,ഞാൻ,я
698,du::PRN,നിങ്ങൾ,ты
699,er::PRN,അദ്ദേഹം,ён
700,er::PRN,അയാൾ,ён
701,er::PRN,അവൻ,ён
702,er::PRN,അവർ,ён
703,er::PRN,അവൾ,ён
704,wir::PRN,നമ്മൾ,мы
705,ihr::PRN,നിങ്ങൾ,вы
706,sie::PRN,അവർ,яны
707,was::FPRN,എന്ത്,што
708,wer::FPRN,ആര്,хто
709,wo::FADV,എവിടെ,дзе
710,wohin::FADV,എവിടേക്ക്,куды
711,wie::FADV,എങ്ങനെ,як
712,warum::FADV,എന്തുകൊണ്ട്,чаму
713,wieviel::FNUM,എത്ര,колькі
714,eins::NUM,ഒന്ന്,адзін
715,zwei::NUM,രണ്ട്,два
716,drei::NUM,മൂന്ന്,тры
717,vier::NUM,നാല്,чатыры
718,fünf::NUM,അഞ്ച്,пяць
719,sechs::NUM,ആറ്,шесць
720,sieben::NUM,ഏഴ്,сем
721,acht::NUM,എട്ട്,восем
722,neun::NUM,ഒമ്പത്,дзевяць
723,zehn::NUM,പത്ത്,дзесяць
724,elf::NUM,പതിനൊന്ന്,адзінаццаць
725,zwölf::NUM,പന്ത്രണ്ട്,дванаццаць
726,zwanzig::NUM,ഇരുപത്,дваццаць
727,dreißig::NUM,മുപ്പത്,трыццаць
728,vierzig::NUM,നാൽപ്പത്,сорак
729,fünfzig::NUM,അൻപത്,пядзесят
730,sechzig::NUM,അറുപത്,шесдзесят
731,siebzig::NUM,എഴുപത്,семдзесят
732,achtzig::NUM,എൺപത്,восемдзесят
733,neunzig::NUM,തൊണ്ണൂറ്,дзевяноста
734,hundert::NUM,നൂറ്,сто
735,tausend::NUM,ആയിരം,тысяча
736,und::CNJ,ഉം,і
737,und::CNJ,ഉം,ды
738,oder::CNJ,അഥവാ,або
739,stehen::V,നിൽക്കുക,стаяць
740,sitzen::V,ഇരിക്കുക,сядзець
741,liegen::V,കിടക്കുക,ляжаць
742,hängen::V,തൂങ്ങുക,вісець
743,werden::V,ആയിത്തീരുക,стаць
744,werden::V,ആയിത്തീരുക,зрабіцца
745,passieren::V,സംഭവിക്കുക,трапіцца
746,beginnen::V,ആരംഭിക്കുക,пачацца
747,enden::V,അവസാനിപ്പിക്കുക,кончыцца
748,wechseln::V,മാറ്റുക,мяняцца
749,aufgehen[Sonne]::V,ഉയരുക,узысці
750,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,зайсці
751,scheinen[Sonne]::V,പ്രകാശിക്കുക,свяціць
752,donnern::V,ഇടിവെട്ടുക,грымець
753,wehen::V,വീശുക,дзьмуць
754,strömen::V,ഒഴുകുക,ліцца
755,fließen::V,ഒഴുകുക,цячы
756,sich drehen::V,ചുറ്റുക,круціцца
757,sich drehen::V,ചുറ്റുക,варочацца
758,sich drehen::V,കറക്കുക,круціцца
759,sich drehen::V,കറക്കുക,варочацца
760,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,хістацца
761,schwingen::V,ആടുക,гайдацца
762,schwingen::V,ആടുക,калыхацца
763,fallen::V,വീഴുക,падаць
764,brennen::V,കത്തുക,гарэць
765,rauchen::V,പുകയുക,дымець
766,regnen::V,മഴ_പെയ്യുക,дажджыць
767,gefrieren::V,തണത്ത്_മരവിക്കുക,замерзнуць
768,tauen::V,അലിയുക,раставаць
769,schmelzen::V,ഉരുകുക,плавіцца
770,trocknen::V,വരളുക,сохнуць
771,sieden::V,തിളപ്പിക്കുക,кіпець
772,faulen::V,ചീയുക,гнісці
773,verfaulen::V,അഴുകുക,згнісці
774,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,ірвацца
775,versinken::V,മുക്കുക,тануць
776,vergehen::V,കടന്നുപോകുക,праходзіць
777,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,зʼявіцца
778,verschwinden::V,അദൃശ്യമാകുക,знікнуць
779,sinken::V,താഴുക,спадаць
780,abnehmen::V,കുറിയുക,паменшыцца
781,zunehmen::V,വർദ്ധിക്കുക,павялічвацца
782,steigen::V,ഉയരുക,паднімацца
783,wachsen::V,വളരുക,расці
784,glänzen::V,മിന്നുക,блішчаць
785,funkeln::V,തിളങ്ങുക,бліскаць
786,lärmen::V,ശബ്ദമുണ്ടാക്കുക,шумець
787,läuten::V,മണിമുഴങ്ങുക,званіць
788,klingeln::V,ചിലമ്പുക,званіць
789,klirren::V,കിലുക്കുക,бразгаць
790,brausen::V,മുഴങ്ങുക,бушаваць
791,rauschen::V,അനങ്ങുക,шастаць
792,klingen::V,മുഴക്കുക,гучаць
793,bellen::V,കുരയ്ക്കുക,брахаць
794,heulen::V,ഓരിയിടുക,выць
795,blasen::V,ഊതുക,дзьмухнуць
796,pfeifen::V,വിസിലടിക്കുക,свістаць
797,schreien::V,ആക്രോശിക്കുക,крычаць
798,stöhnen::V,അരക്കം,стагнаць
799,stöhnen::V,ആർത്തനാദം,стагнаць
800,zittern::V,വിറയ്ക്കുക,дрыжаць
801,leben::V,താമസിക്കുക,жыць
802,geboren werden::V,ജനിക്കുക,нарадзіцца
803,atmen::V,ശ്വസിക്കുക,дыхаць
804,trinken::V,കുടിക്കുക,піць
805,essen::V,കഴിക്കുക,есці
806,schlucken::V,വിഴുങ്ങുക,глытаць
807,müde werden::V,ക്ഷീണിക്കുക,стаміцца
808,einschlafen::V,നിദ്രിക്കുക,заснуць
809,schlafen::V,ഉറങ്ങുക,спаць
810,aufwachen::V,ഉണരുക,рассыпацца
811,aufstehen::V,എഴുന്നേൽക്കുക,устаць
812,sich erholen::V,വിശ്രമിക്കുക,адпачываць
813,krank werden::V,ദീനംപിടിക്കുക,захварэць
814,krank sein::V,രോഗികളാകുക,хварэць
815,schmerzen::V,വേദനിക്കുക,балець
816,husten::V,ചുമയ്ക്കുക,кашляць
817,genesen::V,സുഖപ്പെടുക,паправіцца
818,genesen::V,സുഖപ്പെടുക,паздаравець
819,sterben::V,മരിക്കുക,памерці
820,umkommen::V,മരിക്കുക,загінуць
821,sich bewegen::V,സ്ഥലം_മാറുക,рухацца
822,sich rühren::V,ചലിക്കുക,варушыцца
823,sich erheben::V,നിൽക്കുക,устаць
824,sich setzen::V,ഇരിക്കുക,сесці
825,hinfallen::V,വീഴുക,упасці
826,laufen::V,നടക്കുക,хадзіць
827,schreiten::V,നടക്കുക,шагаць
828,schreiten::V,നടക്കുക,крочыць
829,spazierengehen::V,ഉലാത്തുക,гуляць
830,eilen::V,പാഞ്ഞെത്തുക,спяшацца
831,sich beeilen::V,തിരിക്കുകൂട്ടുക,спяшацца
832,sich beeilen::V,തിടുക്കം_കാട്ടുക,спяшацца
833,sausen::V,കുതിക്കുക,імчацца
834,rennen::V,ഓടുക,бегаць
835,springen::V,ചാടുക,скакаць
836,klettern::V,കയറുക,лазіць
837,schaukeln::V,ഇളകുക,гайдацца
838,kriechen::V,പതുങ്ങികയറുക,поўзаць
839,schwimmen::V,നീന്തുക,плаваць
840,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,ныраць
841,rudern::V,തുഴയുക,веславаць
842,fahren::V,വാഹനം ഓടിക്കുക,ехаць
843,fliegen::V,പറക്കുക,лятаць
844,gehen::V,പോകുക,ісці
845,weggehen::V,വിടുക,пайсці
846,abfahren::V,പുറപ്പെടുക,адʼяжджаць
847,anhalten::V,നിർത്തുക,спыніцца
848,anhalten::V,നിർത്തുക,затрымацца
849,hineingehen::V,പ്രവേശിക്കുക,уваходзіць
850,eintreten::V,പ്രവേശിക്കുക,увайсці
851,kommen::V,വരുക,прыйсці
852,ankommen::V,എത്തിച്ചേരുക,прыбыць
853,zurückkommen::V,തിരിച്ചു വരുക,вярнуцца
854,bleiben::V,തുടരുക,застацца
855,warten::V,കാത്തിരിക്കുക,чакаць
856,erwarten::V,പ്രതീക്ഷിക്കുക,чакаць
857,suchen::V,തിരയുക,шукаць
858,finden::V,കണ്ടെത്തുക,знайсці
859,versuchen::V,ശ്രമിക്കുക,прабаваць
860,vorbereiten::V,തയ്യാറെടുക്കുക,падрыхтаваць
861,lieben::V,സ്നേഹിക്കുക,кахаць
862,mögen::V,ഇഷ്ടപ്പെടുക,любіць
863,lachen::V,ചിരിക്കുക,смяяцца
864,rühren::V,ഹൃദയം സ്പർശിക്കുക,расчуліць
865,weinen::V,തേങ്ങുക,плакаць
866,schimpfen::V,പിറുപിറുക്കുക,лаяцца
867,sich ärgern::V,കോപിക്കുക,сердаваць
868,sich fürchten::V,പേടിക്കുക,баяцца
869,fürchten::V,പേടിക്കുക,баяцца
870,fliehen::V,രക്ഷപ്പെടുക,уцякаць
871,flüchten::V,രക്ഷപ്പെടുക,уцячы
872,sehen::V,കാണുക,бачыць
873,anschauen::V,നോക്കുക,паглядзець
874,ansehen::V,നോക്കുക,глядзець
875,hören::V,കേൾക്കുക,чуць
876,zuhören::V,ശ്രദ്ധിക്കുക,слухаць
877,probieren::V,രുചിയുള്ളതായി_തോന്നുക,каштаваць
878,riechen::V,മണത്തു_നോക്കുക,нюхаць
879,fühlen::V,സ്പർശിച്ചറിയുക,адчуваць
880,scheinen::V,കാണപ്പെടുക,здавацца
881,zu sehen sein::V,വെളിച്ചപ്പെടുക,віднецца
882,vernehmen::V,കേൾക്കുക,пачуць
883,frieren::V,വിറയ്ക്കുക,мёрзнуць
884,tun::V,ചെയ്യുക,рабіць
885,können::V,കഴിയുക,умець
886,wollen::V,വേണുക,хацець
887,anfangen::V,തുടങ്ങുക,пачаць
888,beenden::V,പൂർത്തിയാക്കുക,закончыць
889,aufhören::V,നിർത്തുക,перастаць
890,gelingen::V,വിജയിക്കുക,удацца
891,geraten::V,പരിണമിക്കുക,аказацца
892,öffnen::V,തുറക്കുക,адчыніць
893,schließen::V,അടയ്ക്കുക,зачыніць
894,stellen::V,വയ്ക്കുക,паставіць
895,setzen::V,വയ്ക്കുക,пасадзіць
896,legen::V,ഇടുക,класці
897,berühren::V,തൊടുക,чапаць
898,verbinden::V,ഘടിപ്പിക്കുക,звязаць
899,bedecken::V,മുടുക,накрыць
900,aufhängen::V,കെട്ടിതൂക്കുക,павесіць
901,anzünden::V,കത്തിക്കുക,запаліць
902,aufheben::V,പെറുക്കിയെടുക്കുക,падняць
903,zurücklassen::V,വച്ചുപോരുക,пакінуць
904,verlieren::V,നഷ്ടപ്പെടുക,згубіць
905,fallen lassen::V,വീഴ്ത്തുക,упусціць
906,machen::V,ഉണ്ടാക്കുക,зрабіць
907,herstellen::V,ഉൽപാദിപ്പിക്കുക,вырабіць
908,bauen::V,നിർമ്മിക്കുക,будаваць
909,reparieren::V,നന്നാക്കുക,правіць
910,verbessern::V,മെച്ചപ്പെടുക,палепшыць
911,ändern::V,മാറ്റംവരുത്തുക,змяніць
912,graben::V,കുഴിക്കുക,капаць
913,beugen::V,വണങ്ങുക,сагнуць
914,biegen::V,കുനിയുക,пагнуць
915,drehen::V,തിരിക്കുക,вярцець
916,wenden::V,തിരിയുക,павярнуць
917,umdrehen::V,തിരിയുക,перавярнуць
918,heben::V,ഉയർത്തുക,падымаць
919,hochheben::V,ഉയർത്തുക,падняць
920,ergreifen::V,ബലമായി_പിടിക്കുക,схапіць
921,ergreifen::V,ബലമായി_പിടിക്കുക,схваціць
922,halten::V,പിടിക്കുക,трымаць
923,drücken::V,അമർത്തുക,націскаць
924,schieben::V,തള്ളുക,пхаць
925,schieben::V,തള്ളുക,штурхаць
926,kratzen::V,ചുരണ്ടുക,скрэбці
927,lecken::V,നക്കുക,лізаць
928,beißen::V,കടിക്കുക,кусаць
929,abreißen::V,കീറിക്കളയുക,адарваць
930,abschneiden::V,മുറിച്ചുമാറ്റുക,адрэзаць
931,binden::V,കെട്ടുക,вязаць
932,stecken::V,തുളയ്ക്കുക,уваткнуць
933,brechen::V,ഉടയുക,зламаць
934,klopfen::V,തട്ടുക,стукаць
935,hauen::V,അടിക്കുക,біць
936,kleben::V,ഒട്ടിക്കുക,клеіць
937,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,церці
938,streichen::V,പടർത്തുക,намазаць
939,schleifen::V,പൊടിക്കുക,тачыць
940,schneiden::V,മുറിക്കുക,рэзаць
941,rütteln::V,മുട്ടുക,хістаць
942,schütteln::V,കുലുക്കുക,трэсці
943,schwenken::V,ആടുക,махаць
944,schütten::V,ഒഴിക്കുക,наліць
945,füllen::V,നിറയ്ക്കുക,напоўніць
946,einwickeln::V,പൊതിയുക,загарнуць
947,tragen::V,വഹിക്കുക,несці
948,schleppen::V,വലിച്ചിഴയ്ക്കുക,цягнуць
949,ziehen::V,വലിക്കുക,цягнуць
950,aufbewahren::V,വയ്ക്കുക,захоўваць
951,werfen::V,എറിയുക,кідаць
952,fangen::V,പിടിക്കുക,лавіць
953,packen::V,തട്ടിപ്പറിക്കുക,схапіць
954,packen::V,തട്ടിപ്പറിക്കുക,схваціць
955,verstecken::V,മറയ്ക്കുക,схаваць
956,teilen::V,വിഭജിക്കുക,раздзяліць
957,schicken::V,അയയ്ക്കുക,пасылаць
958,bringen::V,കൊണ്ടുവരുക,прынесці
959,hinzufügen::V,കൂട്ടുക,дабавіць
960,bekommen::V,കിട്ടുക,дастаць
961,erhalten::V,സ്വീകരിക്കുക,атрымаць
962,nehmen::V,എടുക്കുക,ўзяць
963,wählen::V,തിരഞ്ഞെടുക്കുക,выбраць
964,auswählen::V,തിരഞ്ഞെടുക്കുക,адабраць
965,bewahren::V,പുലർത്തുക,захаваць
966,behindern::V,തടയിടുക,перашкаджаць
967,verderben::V,നശിപ്പിക്കുക,сапсаваць
968,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,пашкодзіць
969,zerbrechen::V,ഉടയുക,разбіць
970,zerreißen::V,കീറുക,разадраць
971,zerstören::V,നശിപ്പിക്കുക,разбурыць
972,verbrennen::V,കത്തിനശിക്കുക,спаліць
973,verbrennen::V,കത്തിച്ചുകളയുക,спаліць
974,geben::V,കൊടുക്കുക,даць
975,geben::V,തരുക,даць
976,reichen::V,കൈമാറുക,перадаць
977,schenken::V,സമ്മാനം കൊടുക്കുക,дарыць
978,versprechen::V,വാഗ്ദാനം_നൽകുക,абяцаць
979,wünschen::V,ആഗ്രഹിക്കുക,жадаць
980,loben::V,പുകഴ്ത്തുക,хваліць
981,küssen::V,ഉമ്മവയ്ക്കുക,цалаваць
982,wiegen::V,ഇളകുക,гушкаць
983,wiegen::V,ഇളകുക,калыхаць
984,zudecken::V,മുടുക,накрыць
985,wecken::V,ഉണർത്തുക,пабудзіць
986,zeigen::V,കാണിക്കുക,паказаць
987,führen::V,നടത്തുക,весці
988,lehren::V,പഠിപ്പിക്കുക,вучыць
989,unterrichten::V,പരിശീലിപ്പിക്കുക,выкладаць
990,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,выхаваць
991,leiten::V,നയിക്കുക,кіраваць
992,antreiben::V,പ്രേരിപ്പിക്കുക,падганяць
993,lassen::V,അനുവദിക്കുക,прымусіць
994,einladen::V,ക്ഷണിക്കുക,запрасіць
995,vereinigen::V,കൂടിച്ചേരുക,абʼяднаць
996,besuchen::V,സന്ദർശിക്കുക,наведаць
997,treffen::V,തമ്മിൽ കാണുക,сустрэць
998,sich versammeln::V,സംയോജിപ്പിക്കുക,сабрацца
999,spielen::V,കളിക്കുക,гуляць
1000,singen::V,പാടുക,пець
1001,singen::V,പാടുക,спяваць
1002,tanzen::V,നൃത്തം ചെയ്യുക,танцаваць
1003,sich trennen::V,നേർപെടുത്തുക,расстацца
1004,verlassen::V,പിൻവാങ്ങുക,пакінуць
1005,retten::V,രക്ഷിക്കുക,выратаваць
1006,bewachen::V,കാവൽനിൽക്കുക,ахоўваць
1007,schützen::V,പരിരക്ഷിക്കുക,уберагаць
1008,verteidigen::V,പ്രതിരോധിക്കുക,абараніць
1009,sich schlagen::V,കലഹിക്കുക,біцца
1010,sich schlagen::V,കലഹിക്കുക,драцца
1011,schießen::V,വെടിവെക്കുക,страляць
1012,siegen::V,വിജയിക്കുക,перамагчы
1013,ärgern::V,വിഷമിപ്പിക്കുക,злаваць
1014,schlagen::V,അടിക്കുക,ударыць
1015,treten::V,തൊഴിക്കുക,штурхаць
1016,stechen::V,കുത്തുക,укалоць
1017,stoßen::V,തള്ളുക,папхнуць
1018,stehlen::V,മോഷ്ടിക്കുക,украсці
1019,stören::V,ശല്യപ്പെടുത്തുക,перашкодзіць
1020,belästigen::V,മെനക്കെടുക,дакучаць
1021,verbergen::V,മറയ്ക്കുക,скрыць
1022,verbergen::V,മറയ്ക്കുക,схаваць
1023,verbergen::V,ഒളിക്കുക,скрыць
1024,verbergen::V,ഒളിക്കുക,схаваць
1025,täuschen::V,കബളിപ്പിക്കുക,падмануць
1026,betrügen::V,ചതിക്കുക,змахляваць
1027,töten::V,കൊല്ലുക,забіць
1028,wohnen::V,താമസിക്കുക,жыць
1029,arbeiten::V,ജോലിചെയ്യുക,працаваць
1030,sammeln::V,സഞ്ചയിക്കുക,сабраць
1031,pflücken::V,പറിച്ചെടുക്കുക,зрываць
1032,jagen::V,വേട്ടയാടുക,паляваць
1033,fischen::V,മീൻ പിടിക്കുക,рыбачыць
1034,fassen::V,പിടിക്കുക,злавіць
1035,hüten::V,ചേർക്കുക,пасвіць
1036,treiben::V,വാഹനം_ഓടിക്കുക,гнаць
1037,anbinden::V,കെട്ടിയിടുക,прывязаць
1038,füttern::V,തീറ്റുക,карміць
1039,melken::V,പാലുകറക്കുക,даіць
1040,hacken::V,വെട്ടിമുറിക്കുക,сячы
1041,gießen::V,നനയ്ക്കുക,паліць
1042,reifen::V,പാകമാകുക,паспець
1043,zubereiten::V,പാചകം_ചെയ്യുക,зварыць
1044,zubereiten::V,പാചകം_ചെയ്യുക,згатаваць
1045,kochen::V,വേവിക്കുക,варыць
1046,backen::V,ബേക്ക് ചെയ്യുക,пячы
1047,braten::V,പോരിക്കുക,смажыць
1048,umrühren::V,ഇളക്കുക,перамяшаць
1049,stricken::V,മെടയുക,вязаць
1050,nähen::V,തുന്നുക,шыць
1051,färben::V,ചായം പൂശുക,пафарбаваць
1052,reinigen::V,വൃത്തിയാക്കുക,ачысціць
1053,waschen::V,കഴുകുക,мыць
1054,abwischen::V,തുടയ്ക്കുക,выцерці
1055,spülen::V,കഴുകുക,паласкаць
1056,fegen::V,അടിച്ചുവാരുക,падмятаць
1057,kehren::V,അടിച്ചുവാരുക,месці
1058,baden::V,നീന്തിത്തുടിക്കുക,купацца
1059,sich waschen::V,കഴുകുക,мыцца
1060,ausziehen::V,ഇഴുക്കുക,зняць
1061,anziehen::V,ഉടുക്കുക,надзець
1062,sich anziehen::V,ധരിച്ച നേടുകയുക,адзецца
1063,kämmen::V,മുടിചീകുക,прычасаць
1064,schmücken::V,അലങ്കരിക്കുക,аздобіць
1065,sagen::V,പറയുക,сказаць
1066,sprechen::V,സംസാരിക്കുക,гаварыць
1067,reden::V,സംസാരിക്കുക,размаўляць
1068,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,гутарыць
1069,fragen::V,ചോദിക്കുക,спытаць
1070,bitten::V,അപേക്ഷിക്കുക,прасіць
1071,erzählen::V,പറയുക,расказаць
1072,mitteilen::V,അറിയിക്കുക,паведаміць
1073,nennen::V,പേരിടുക,назваць
1074,rufen::V,വിളിക്കുക,зваць
1075,prahlen::V,പൊങ്ങച്ചം പറയുക,хваліцца
1076,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,перакласці
1077,denken::V,ചിന്തിക്കുക,думаць
1078,glauben::V,വിശ്വസിക്കുക,верыць
1079,bemerken::V,ശ്രദ്ധിക്കുക,заўважыць
1080,erkennen::V,തിരിചറിയുക,пазнаць
1081,begreifen::V,കൈപ്പിടിയിലാക്കുക,спасцігнуць
1082,verstehen::V,മനസ്സിലാക്കുക,пачуць
1083,lernen::V,പഠിക്കുക,вучыцца
1084,wissen::V,അറിയുക,знаць
1085,sich erinnern an::V,ഓർമിക്കുക,памятаць
1086,vergessen::V,മറക്കുക,забыць
1087,messen::V,അളക്കുക,мераць
1088,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,лічыць
1089,rechnen::V,ഗണിക്കുക,лічыць
1090,lesen::V,വായിക്കുക,чытаць
1091,malen::V,ചിത്രം വരയ്ക്കുക,маляваць
1092,zeichnen::V,വരയ്ക്കുക,рысаваць
1093,schreiben::V,എഴുതുക,пісаць
1094,besitzen::V,സ്വന്തമാക്കുക,мець
1095,kaufen::V,വാങ്ങുക,купіць
1096,verkaufen::V,വിൽക്കുക,прадаць
1097,bezahlen::V,പരിഹാരം ചെയ്യുക,заплаціць
1098,zahlen::V,പണം അടയ്ക്കുക,плаціць
1099,beherrschen::V,ഭരിക്കുക,уладаць
1100,beherrschen::V,ഭരിക്കുക,валодаць
1101,ertragen::V,താങ്ങുക,выцерпець
