,Concept_ID,fa,hr
246,Schlinge::N,حلقه,uzao
247,Schlinge::N,حلقه,petlja
248,Spur::N,رد,trag
249,Spur::N,رد,slijed
250,Asche::N,خاکستر,pepeo
251,Dreck::N,کثافت,blato
252,Eisen::N,آهن,željezo
253,Gold::N,زر,zlato
254,Gold::N,طلا,zlato
255,Silber::N,نقره,srebro
256,Kohle::N,زغال,ugalj
257,Kohle::N,زغال,ugljen
258,Glas::N,شیشه,staklo
259,Lehm::N,گل,glina
260,Lehm::N,گل,ilovača
261,Sand::N,شن,pijesak
262,Sand::N,ماسه,pijesak
263,Mensch::N,آدم,čovjek
264,Mensch::N,انسان,čovjek
265,Mann::N,مرد,muškarac
266,Frau::N,زن,žena
267,Kind::N,بچه,čedo
268,Kind::N,بچه,dijete
269,Kind::N,کودک,čedo
270,Kind::N,کودک,dijete
271,Junge::N,پسر,momče
272,Junge::N,پسر,dječak
273,Mädchen::N,دختر,djevojka
274,Mädchen::N,دختر,djevojčica
275,Familie::N,فامیل,obitelj
276,Familie::N,فامیل,porodica
277,Familie::N,خانواده,obitelj
278,Familie::N,خانواده,porodica
279,Großvater::N,پدربزرگ,djed
280,Großmutter::N,مادر‌بزرگ,baka
281,Eltern::N,والدین,roditelji
282,Eltern::N,پدر‌و‌مادر,roditelji
283,Vater::N,پدر,otac
284,Mutter::N,مادر,majka
285,Sohn::N,پسر,sin
286,Tochter::N,دختر,kći
287,Tochter::N,دختر,kćerka
288,Bruder::N,برادر,brat
289,Schwester::N,خواهر,sestra
290,Onkel::N,عمو,čika
291,Onkel::N,عمو,ujak
292,Onkel::N,دایی,čika
293,Onkel::N,دایی,ujak
294,Tante::N,عمه,ujna
295,Tante::N,عمه,tetka
296,Tante::N,خاله,ujna
297,Tante::N,خاله,tetka
298,Ehemann::N,همسر,muž
299,Ehemann::N,همسر,suprug
300,Ehefrau::N,همسر,žena
301,Ehefrau::N,همسر,supruga
302,Freude::N,شادی,radost
303,Gelächter::N,خنده,grohot
304,Gelächter::N,قاه‌قاه,grohot
305,Glück::N,اقبال,sreća
306,Kummer::N,غم,jad
307,Kummer::N,غم,briga
308,Kummer::N,غصه,jad
309,Kummer::N,غصه,briga
310,Wunsch::N,آرزو,želja
311,Lust::N,هوس,volja
312,Geist::N,روح,duh
313,Gedanke::N,فکر,misao
314,Gedächtnis::N,حافظه,pamćenje
315,Verstand::N,هوش,um
316,Verstand::N,هوش,razum
317,Sinn::N,معنا,smisao
318,Sinn::N,معنا,značenje
319,Sinn::N,مفهوم,smisao
320,Sinn::N,مفهوم,značenje
321,Grund::N,سبب,razlog
322,Grund::N,دلیل,razlog
323,Wahrheit::N,حقیقت,istina
324,Gespräch::N,صحبت,razgovor
325,Gespräch::N,گفتگو,razgovor
326,Märchen::N,قصه,bajka
327,Märchen::N,افسانه,bajka
328,Erzählung::N,داستان,priča
329,Erzählung::N,داستان,pripovijest
330,Nachricht::N,خبر,vijest
331,Neuigkeit::N,خبر تازه,novost
332,Name::N,اسم,ime
333,Rätsel::N,معما,zagonetka
334,Rede::N,سخن,govor
335,Rede::N,سخن,besjeda
336,Sprache::N,زبان,jezik
337,Stimme::N,صدا,glas
338,Wort::N,کلمه,riječ
339,Zeichen::N,نشان,znak
340,Zeichen::N,علامت,znak
341,Ruf::N,صدا,povik
342,Ruf::N,صدا,poklik
343,Lärm::N,هیاهو,buka
344,Lärm::N,هیاهو,galama
345,Laut::N,صدا,zvuk
346,Ton::N,آهنگ,ton
347,Lied::N,آواز,pjesma
348,Lied::N,ترانه,pjesma
349,Ruhe::N,آرامش,tišina
350,Ruhe::N,آرامش,počinak
351,Leute::N,مردم,ljudi
352,Volk::N,خلق,puk
353,Volk::N,خلق,narod
354,Arbeit::N,کار,rad
355,Arbeit::N,کار,posao
356,Gast::N,مهمان,gost
357,Geschenk::N,هدیه,dar
358,Geschenk::N,هدیه,poklon
359,Spiel::N,بازی,igra
360,Gesellschaft::N,جمعیت,društvo
361,Gesellschaft::N,جمعیت,kompanija
362,Hilfe::N,کمک,pomoć
363,Freund::N,دوست,prijatelj
364,Kamerad::N,رفیق,drug
365,Kamerad::N,رفیق,drugar
366,Angelegenheit::N,امر,posao
367,Angelegenheit::N,قضیه,posao
368,Anzahl::N,عده,broj
369,Anzahl::N,عده,brojnost
370,Anzahl::N,شمار,broj
371,Anzahl::N,شمار,brojnost
372,Art::N,نوع,vid
373,Art::N,نوع,vrst
374,Stück::N,تکه,komad
375,Stück::N,قطعه,komad
376,Teil::N,بخش,dio
377,Teil::N,قسمت,dio
378,Hälfte::N,نیم,polovina
379,Kreis::N,حلقه,krug
380,Kreis::N,دایره,krug
381,Kreuz::N,صلیب,križ
382,Linie::N,خط,crta
383,Linie::N,سطر,crta
384,Strich::N,خط,crta
385,Abstand::N,فاصله,razmak
386,Abstand::N,فاصله,odstojanje
387,Entfernung::N,مسافت,udaljenost
388,Gegend::N,منطقه,kraj
389,Gegend::N,منطقه,predeo
390,Platz::N,گنجایش,mjesto
391,Ort::N,جا,mjesto
392,Ort::N,محل,mjesto
393,Ort::N,مکان,mjesto
394,Seite::N,طرف,bok
395,Seite::N,طرف,strana
396,Mitte::N,وسط,sredina
397,Mitte::N,میان,sredina
398,Gegenstand::N,چیز,predmet
399,Sache::N,چیز,posao
400,Rand::N,کنار,rub
401,Rand::N,کنار,kraj
402,Rand::N,حاشیه,rub
403,Rand::N,حاشیه,kraj
404,Kante::N,لبه,brid
405,Kante::N,لبه,ivica
406,Ecke::N,گوشه,ugao
407,Spitze::N,سر,vrh
408,Spitze::N,سر,šiljak
409,Spitze::N,نوک,vrh
410,Spitze::N,نوک,šiljak
411,Ende::N,ته,konac
412,Ende::N,آخر,konac
413,Loch::N,سوراخ,rupa
414,Winkel::N,کنج,kut
415,Winkel::N,کنج,ugao
416,Muster::N,نقش,uzor
417,Größe::N,قد,veličina
418,Größe::N,بزرگی,veličina
419,Länge::N,طول,duljina
420,Höhe::N,بلندی,visina
421,Gewicht::N,وزن,težina
422,Menge::N,مقدار,mnoštvo
423,Menge::N,مقدار,količina
424,Menge::N,اندازه,mnoštvo
425,Menge::N,اندازه,količina
426,Haufen::N,توده,hrpa
427,Haufen::N,توده,gomila
428,Reihe::N,ردیف,red
429,Boot::N,قایق,čun
430,Boot::N,قایق,čamac
431,Ruder::N,پارو,veslo
432,Schlitten::N,سورتمه,saone
433,Ski::N,اسکی,ski
434,Ski::N,اسکی,smučka
435,Lagerfeuer::N,آتش,logorska vatra
436,Last::N,بار,tovar
437,Last::N,سنگینی,tovar
438,Gang::N,راه رفتن,hod
439,Schritt::N,قدم,korak
440,Norden::N,شمال,sjever
441,Süden::N,جنوب,jug
442,Westen::N,غرب,zapad
443,Osten::N,شرق,istok
444,Holz::N,چوب,drvo
445,Brett::N,تخته,daska
446,Platte::N,صفحه,ploča
447,Stütze::N,تکیه,potpora
448,Stange::N,میله,motka
449,Stock::N,چوب,štap
450,Stock::N,چوب,palica
451,Stab::N,عصا,štap
452,Stab::N,عصا,šipka
453,Rohr::N,لوله,cijev
454,Haus::N,منزل,kuća
455,Heim::N,خانه,dom
456,Heim::N,کاشانه,dom
457,Ofen::N,بخاری,peć
458,Fußboden::N,کف اتاق,pod
459,Tisch::N,میز,stol
460,Tisch::N,میز,trpeza
461,Stuhl::N,صندلی,stolac
462,Stuhl::N,صندلی,stolica
463,Wiege::N,گهواره,kolijevka
464,Bett::N,تختخواب,krevet
465,Bett::N,تختخواب,postelja
466,Regal::N,قفسه,polica
467,Kiste::N,صندوق,sanduk
468,Fenster::N,پنجره,prozor
469,Tür::N,در,vrata
470,Tür::N,درب,vrata
471,Tor::N,دروازه,vrata
472,Tor::N,دروازه,kapija
473,Zaun::N,حصار,plot
474,Zaun::N,حصار,ograda
475,Dach::N,بام,krov
476,Leiter::N,نردبان,ljestve
477,Leiter::N,نردبان,ljestvice
478,Besen::N,جارو,metla
479,Spaten::N,بیل,ašov
480,Schaufel::N,بیل,lopata
481,Schaufel::N,پارو,lopata
482,Gabel::N,چنگال,viljuška
483,Löffel::N,قاشق,žlica
484,Messer::N,کارد,nož
485,Nagel::N,میخ,čavao
486,Netz::N,تور,mreža
487,Netz::N,شبکه,mreža
488,Haken::N,قلاب,kuka
489,Griff::N,دسته,držak
490,Griff::N,دسته,ručica
491,Schloss::N,قفل,brava
492,Bild::N,عکس,slika
493,Bild::N,تصویر,slika
494,Figur::N,تندیس,figura
495,Puppe::N,عروسک,lutka
496,Beutel::N,کیسه,kesa
497,Bündel::N,بسته,snop
498,Bündel::N,بسته,svežanj
499,Tasche::N,کیف,torba
500,Tasche::N,کیف,taška
501,Eimer::N,سطل,kabao
502,Deckel::N,در,poklopac
503,Geschirr::N,ظرف,suđe
504,Geschirr::N,ظرف,posuđe
505,Sack::N,گونی,džak
506,Sack::N,گونی,vreća
507,Tasse::N,فنجان,šalica
508,Topf::N,دیگ,lonac
509,Topf::N,قابلمه,lonac
510,Kessel::N,دیگ,kazan
511,Essen::N,خوراک,obrok
512,Nahrung::N,غذا,hrana
513,Speise::N,خوراک,jelo
514,Fleisch::N,گوشت,meso
515,Getreide::N,غله,žito
516,Getreide::N,غله,žitarice
517,Brei::N,فرنی,kaša
518,Brei::N,حریره,kaša
519,Brot::N,نان,kruh
520,Scheibe::N,قاچ,kriška
521,Scheibe::N,لزگه,kriška
522,Fett::N,چربی,mast
523,Fett::N,چربی,salo
524,Butter::N,کره,buter
525,Butter::N,کره,maslac
526,Öl::N,روغن,ulje
527,Salz::N,نمک,sol
528,Suppe::N,آش,supa
529,Suppe::N,سوپ,supa
530,Honig::N,عسل,med
531,Milch::N,شیر,mlijeko
532,Tee::N,چای,čaj
533,Leder::N,چرم,koža
534,Wolle::N,پشم,vuna
535,Stoff::N,پارچه,štof
536,Stoff::N,پارچه,tkanina
537,Nadel::N,سوزن,igla
538,Faden::N,نخ,nit
539,Faden::N,نخ,konac
540,Knopf::N,دکمه,dugme
541,Knoten::N,گره,čvor
542,Knoten::N,گره,uzao
543,Farbe::N,رنگ,farba
544,Kleidung::N,لباس,odjeća
545,Kleidung::N,پوشاک,odjeća
546,Hemd::N,پیراهن,košulja
547,Kragen::N,یقه,ovratnik
548,Ärmel::N,آستین,rukav
549,Hose::N,شلوار,hlače
550,Gürtel::N,کمر‌بند,pas
551,Gürtel::N,کمر‌بند,pojas
552,Mütze::N,کلاه,kapa
553,Schuh::N,کفش,cipela
554,Stiefel::N,چکمه,čizma
555,Ring::N,حلقه,prsten
556,Ring::N,انگشتر,prsten
557,Band::N,نوار,vrpca
558,Band::N,روبان,vrpca
559,Kamm::N,شانه,češalj
560,Spiegel::N,آینه,zrcalo
561,Spiegel::N,آینه,ogledalo
562,Riemen::N,تسمه,kaiš
563,Riemen::N,تسمه,remen
564,Schnur::N,ریسمان,vrpca
565,Leine::N,قلاده,uzica
566,Decke::N,پتو,ćebe
567,Decke::N,پتو,pokrivač
568,Kissen::N,بالش,jastuk
569,Tuch::N,شال,rubac
570,Tuch::N,شال,marama
571,Handtuch::N,حوله,ručnik
572,Kraft::N,نیرو,snaga
573,Stärke::N,زور,jakost
574,Gesundheit::N,سلامتی,zdravlje
575,Gesundheit::N,تندرستی,zdravlje
576,Krankheit::N,بیماری,bolest
577,Schmerz::N,درد,bol
578,Wunde::N,زخم,rana
579,Fieber::N,تب,groznica
580,Arznei::N,دارو,lijek
581,Brücke::N,پل,most
582,Brücke::N,پل,ćuprija
583,Brunnen::N,چاه,bunar
584,Brunnen::N,چاه,zdenac
585,Weide::N,چراگاه,paša
586,Weide::N,چراگاه,pašnjak
587,Pfad::N,راه,staza
588,Weg::N,راه,put
589,Weg::N,طریق,put
590,Straße::N,راه,drum
591,Straße::N,راه,cesta
592,Straße::N,جاده,drum
593,Straße::N,جاده,cesta
594,Dorf::N,ده,selo
595,Dorf::N,روستا,selo
596,Stadt::N,شهر,grad
597,Stadt::N,شهر,varoš
598,Brief::N,نامه,list
599,Brief::N,نامه,pismo
600,Buch::N,کتاب,knjiga
601,Buchstabe::N,حرف,slovo
602,Zeitung::N,روزنامه,novine
603,Leben::N,عمر,život
604,Leben::N,زندگی,život
605,Tod::N,مرگ,smrt
606,Grab::N,گور,raka
607,Grab::N,مزار,raka
608,Kirche::N,کلیسا,crkva
609,Sünde::N,بزه,grijeh
610,Sünde::N,گناه,grijeh
611,Gott::N,خدا,bog
612,Arbeiter::N,کارگر,radnik
613,Chef::N,رئیس,šef
614,Meister::N,استاد,majstor
615,Arzt::N,پزشک,liječnik
616,Lehrer::N,معلم,učitelj
617,Lehrer::N,آموزگار,učitelj
618,Geld::N,پول,novac
619,Geschäft::N,کار,posao
620,Geschäft::N,کار,trgovina
621,Geschäft::N,بیزنس,posao
622,Geschäft::N,بیزنس,trgovina
623,Laden::N,دکان,dućan
624,Laden::N,مغازه,dućan
625,Preis::N,بها,cijena
626,Preis::N,قیمت,cijena
627,Ware::N,جنس,roba
628,Ware::N,کالا,roba
629,Nutzen::N,مزیت,korist
630,Nutzen::N,امتیاز,korist
631,Reichtum::N,مال,bogatstvo
632,Reichtum::N,ثروت,bogatstvo
633,Welt::N,دنیا,svijet
634,Land::N,کشور,zemlja
635,Land::N,مملکت,zemlja
636,Staat::N,دولت,država
637,König::N,شاه,kralj
638,König::N,پادشاه,kralj
639,Macht::N,قدرت,moć
640,Macht::N,قدرت,vlast
641,Macht::N,اختیار,moć
642,Macht::N,اختیار,vlast
643,Grenze::N,مرز,granica
644,Krieg::N,جنگ,rat
645,Feind::N,دشمن,neprijatelj
646,Gewalt::N,زور,sila
647,Gewalt::N,زور,nasilje
648,Gewalt::N,خشونت,sila
649,Gewalt::N,خشونت,nasilje
650,Kampf::N,نبرد,boj
651,Kampf::N,نبرد,borba
652,Kampf::N,مبارزه,boj
653,Kampf::N,مبارزه,borba
654,Bogen[Waffe]::N,کمان,luk
655,Pfeil::N,تیر,strijela
656,Gewehr::N,تفنگ,puška
657,Fehler::N,غلط,pogreška
658,Fehler::N,غلط,griješka
659,Fehler::N,اشتباه,pogreška
660,Fehler::N,اشتباه,griješka
661,Lüge::N,دروغ,laž
662,Schaden::N,آسیب,šteta
663,Schaden::N,خسارت,šteta
664,Unglück::N,بلا,nesreća
665,Schuld::N,گناه,krivnja
666,Schuld::N,تقصیر,krivnja
667,Alter::N,سن,dob
668,Alter::N,عمر,dob
669,Schluss::N,انتها,kraj
670,Schluss::N,انتها,konac
671,Zeit::N,وقت,doba
672,Zeit::N,وقت,vrijeme
673,Zeit::N,زمان,doba
674,Zeit::N,زمان,vrijeme
675,Tag::N,روز,dan
676,Morgen::N,صبح,jutro
677,Mittag::N,ظهر,podne
678,Abend::N,شب,veče
679,Abend::N,شب,večer
680,Abend::N,عصر,veče
681,Abend::N,عصر,večer
682,Nacht::N,شب,noć
683,Woche::N,هفته,sedmica
684,Monat::N,ماه,mjesec
685,Jahr::N,سال,godina
686,Frühling::N,بهار,proljeće
687,Sommer::N,تابستان,ljeto
688,Herbst::N,پاییز,jesen
689,Winter::N,زمستان,zima
690,Januar::N,ژانویه,januar
691,Januar::N,ژانویه,siječanj
692,Februar::N,فوریه,veljača
693,Februar::N,فوریه,februar
694,März::N,مارس,mart
695,März::N,مارس,ožujak
696,April::N,آوریل,april
697,April::N,آوریل,travanj
698,Mai::N,مه,maj
699,Mai::N,مه,svibanj
700,Juni::N,ژوئن,juni
701,Juni::N,ژوئن,lipanj
702,Juli::N,ژویه,juli
703,Juli::N,ژویه,srpanj
704,August::N,اوت,august
705,August::N,اوت,kolovoz
706,September::N,سپتامبر,rujan
707,September::N,سپتامبر,septembar
708,Oktober::N,اکتبر,oktobar
709,Oktober::N,اکتبر,listopad
710,November::N,نوامبر,studeni
711,November::N,نوامبر,novembar
712,Dezember::N,دسامبر,prosinac
713,Montag::N,دو‌شنبه,ponedjeljak
714,Montag::N,دو‌شنبه,ponedjeljnik
715,Dienstag::N,سه‌شنبه,utorak
716,Dienstag::N,سه‌شنبه,utornik
717,Mittwoch::N,چهار‌شنبه,srijeda
718,Donnerstag::N,پنج شنبه,četvrtak
719,Freitag::N,جمعه,petak
720,Samstag::N,شنبه,subota
721,Sonntag::N,یکشنبه,nedjelja
722,groß::A,بزرگ,velik
723,klein::A,کوچک,mali
724,klein::A,کوچک,malen
725,lang::A,بلند,dug
726,lang::A,بلند,dugačak
727,kurz::A,کوتاه,kratak
728,breit::A,پهن,širok
729,schmal::A,تنگ,uski
730,schmal::A,تنگ,uzak
731,schmal::A,نازک,uski
732,schmal::A,نازک,uzak
733,dicht::A,چگال,gust
734,dicht::A,انبوه,gust
735,dick[Gegenstand]::A,ضخیم,debeo
736,dünn::A,نازک,tanak
737,fein::A,ریز,fin
738,fein::A,ریز,tanak
739,fein::A,باریک,fin
740,fein::A,باریک,tanak
741,fest::A,محکم,čvrst
742,flach::A,صاف,ravan
743,flach::A,صاف,plosnat
744,flach::A,مسطح,ravan
745,flach::A,مسطح,plosnat
746,glatt::A,لیز,gladak
747,hart::A,سفت,tvrd
748,weich::A,نرم,mek
749,weich::A,نرم,mekan
750,weich::A,ملایم,mek
751,weich::A,ملایم,mekan
752,rund::A,گرد,okrugao
753,spitz::A,تیز,oštar
754,spitz::A,تیز,šiljast
755,spitz::A,نوک‌تیز,oštar
756,spitz::A,نوک‌تیز,šiljast
757,scharf::A,تیز,oštar
758,scharf::A,تیز,bridak
759,scharf::A,برنده,oštar
760,scharf::A,برنده,bridak
761,stumpf::A,کند,tup
762,schwer::A,سنگین,težak
763,schön::A,زیبا,krasan
764,heiß::A,داغ,vruć
765,warm::A,گرم,topao
766,kalt::A,سرد,hladan
767,kühl::A,خنک,hladan
768,frisch::A,تازه,svjež
769,feucht::A,مرطوب,vlažan
770,nass::A,تر,mokar
771,nass::A,خیش,mokar
772,trocken::A,خشک,suh
773,voll::A,پر,pun
774,leer::A,خالی,prazan
775,offen::A,باز,otvoren
776,geschlossen::A,بسته,zatvoren
777,sauber::A,پاک,čist
778,sauber::A,تمیز,čist
779,schmutzig::A,کثیف,nečist
780,schmutzig::A,کثیف,blatan
781,schmutzig::A,آلوده,nečist
782,schmutzig::A,آلوده,blatan
783,roh::A,خام,sirov
784,reif::A,رسیده,zreo
785,lecker::A,لذیذ,tečan
786,lecker::A,لذیذ,ukusan
787,lecker::A,خوشمزه,tečan
788,lecker::A,خوشمزه,ukusan
789,süß::A,شیرین,sladak
790,bitter::A,تلخ,gorak
791,sauer::A,ترش,kiseo
792,hell::A,روشن,vedar
793,hell::A,روشن,svijetao
794,dunkel::A,تاریک,taman
795,schwarz::A,سیاه,crn
796,weiß::A,سفید,bio
797,weiß::A,سفید,bijel
798,rot::A,سرخ,crven
799,rot::A,قرمز,crven
800,gelb::A,زرد,žut
801,blau::A,آبی,plav
802,blau::A,آبی,modar
803,grün::A,سبز,zelen
804,grau::A,طوسی,siv
805,grau::A,خاکستری,siv
806,bunt::A,رنگارنگ,šaren
807,billig::A,ارزان,jeftin
808,teuer::A,گران,skup
809,wertvoll::A,قیمتی,vrijedan
810,wertvoll::A,قیمتی,dragocjen
811,wertvoll::A,گرانبها,vrijedan
812,wertvoll::A,گرانبها,dragocjen
813,blind::A,کور,slijep
814,blind::A,نابینا,slijep
815,taub::A,کر,gluh
816,taub::A,ناشنوا,gluh
817,kräftig::A,قوی,snažan
818,stark::A,قوی,jak
