,Concept_ID,la,eu
255,Mädchen::N,puella,neska
256,Familie::N,familia,sendi
257,Familie::N,familia,familia
258,Großvater::N,avus,aitona
259,Großvater::N,avus,aitatxi
260,Großmutter::N,avia,amona
261,Großmutter::N,avia,amatxi
262,Eltern::N,parentes,gurasoak
263,Vater::N,pater,aita
264,Mutter::N,mater,ama
265,Sohn::N,filius,seme
266,Tochter::N,filia,alaba
267,Bruder::N,frater,neba
268,Bruder::N,frater,anaia
269,Schwester::N,soror,ahizpa
270,Onkel::N,patruus,osaba
271,Onkel::N,avunculus,osaba
272,Tante::N,amita,izeba
273,Ehemann::N,maritus,senar
274,Ehefrau::N,uxor,emazte
275,Freude::N,gaudium,poz
276,Freude::N,gaudium,pozkari
277,Freude::N,laetitia,poz
278,Freude::N,laetitia,pozkari
279,Gelächter::N,risus,barre
280,Gelächter::N,risus,karkara
281,Glück::N,felicitas,zori
282,Kummer::N,aegritudo,xangrin
283,Kummer::N,aegritudo,atsekabe
284,Wunsch::N,voluntas,nahi
285,Wunsch::N,voluntas,nahikunde
286,Wunsch::N,desiderium,nahi
287,Wunsch::N,desiderium,nahikunde
288,Lust::N,libido,gogo
289,Lust::N,voluptas,gogo
290,Geist::N,mens,gogo
291,Geist::N,animus,gogo
292,Gedanke::N,sententia,gogoeta
293,Gedächtnis::N,memoria,oroimen
294,Gedächtnis::N,memoria,gogoramen
295,Verstand::N,ratio,adimen
296,Verstand::N,ratio,ulermen
297,Verstand::N,ingenium,adimen
298,Verstand::N,ingenium,ulermen
299,Sinn::N,sensus,zentzu
300,Grund::N,causa,zergati
301,Wahrheit::N,veritas,egia
302,Gespräch::N,sermo,hizketa
303,Gespräch::N,sermo,elkarrizketa
304,Märchen::N,fabula,ipuin
305,Erzählung::N,fabula,edesti
306,Erzählung::N,fabula,kontakizun
307,Erzählung::N,narratio,edesti
308,Erzählung::N,narratio,kontakizun
309,Nachricht::N,nuntius,albiste
310,Neuigkeit::N,novitas,berri
311,Name::N,nomen,izen
312,Rätsel::N,aenigma,asmakizun
313,Rede::N,oratio,hitzaldi
314,Rede::N,oratio,mintzaldi
315,Sprache::N,lingua,hizkuntza
316,Stimme::N,vox,ahots
317,Wort::N,verbum,hitz
318,Wort::N,vocabulum,hitz
319,Zeichen::N,signum,agerbide
320,Zeichen::N,signum,agergarri
321,Ruf::N,clamor,dei
322,Lärm::N,strepitus,zarata
323,Lärm::N,strepitus,harrabots
324,Laut::N,sonus,hots
325,Ton::N,sonus,tonu
326,Ton::N,sonus,soinu
327,Lied::N,carmen,abesti
328,Ruhe::N,quies,nasaitasun
329,Leute::N,homines,jende
330,Volk::N,populus,herri
331,Volk::N,populus,populu
332,Arbeit::N,labor,lan
333,Gast::N,hospes,arrotz
334,Gast::N,hospes,apopilo
335,Gast::N,conviva,arrotz
336,Gast::N,conviva,apopilo
337,Geschenk::N,munus,opari
338,Spiel::N,ludus,jolas
339,Gesellschaft::N,societas,gizarte
340,Hilfe::N,auxilium,helpide
341,Hilfe::N,auxilium,laguntza
342,Hilfe::N,subsidium,helpide
343,Hilfe::N,subsidium,laguntza
344,Freund::N,amicus,lagun
345,Kamerad::N,socius,adiskide
346,Kamerad::N,socius,lagunkide
347,Angelegenheit::N,res,afera
348,Anzahl::N,numerus,kopuru
349,Art::N,genus,mota
350,Stück::N,frustum,puska
351,Stück::N,fragmentum,puska
352,Teil::N,pars,atal
353,Hälfte::N,dimidium,erdi
354,Kreis::N,orbis,biribilki
355,Kreis::N,circus,biribilki
356,Kreuz::N,crux,gurutze
357,Linie::N,linea,linea
358,Strich::N,lineamentum,marra
359,Abstand::N,intervallum,tarte
360,Entfernung::N,spatium,urrunera
361,Gegend::N,loca,alderdi
362,Gegend::N,loca,eskualde
363,Gegend::N,regio,alderdi
364,Gegend::N,regio,eskualde
365,Platz::N,locus,leku
366,Ort::N,locus,toki
367,Seite::N,latus,albo
368,Mitte::N,medium,erdi
369,Gegenstand::N,res,gauzaki
370,Sache::N,res,gauza
371,Rand::N,margo,ertz
372,Kante::N,angulus,ertz
373,Ecke::N,angulus,kantoi
374,Spitze::N,cacumen,punta
375,Ende::N,caput,buru
376,Ende::N,caput,mutur
377,Loch::N,foramen,zulo
378,Winkel::N,angulus,zoko
379,Winkel::N,angulus,bazter
380,Muster::N,exemplum,eredu
381,Muster::N,exemplum,marrazki
382,Größe::N,magnitudo,kaizu
383,Größe::N,magnitudo,tamaina
384,Länge::N,longitudo,luzera
385,Höhe::N,altitudo,goiera
386,Höhe::N,altitudo,garaiera
387,Gewicht::N,pondus,hazta
388,Menge::N,copia,kopuru
389,Haufen::N,acervus,pila
390,Haufen::N,acervus,mendoi
391,Reihe::N,ordo,ilara
392,Reihe::N,ordo,errenkada
393,Boot::N,navicula,potin
394,Boot::N,navicula,txalupa
395,Ruder::N,remus,arraun
396,Schlitten::N,sclodia,lera
397,Schlitten::N,sclodia,narra
398,Ski::N,narta,eski
399,Lagerfeuer::N,ignis,su
400,Last::N,onus,zama
401,Last::N,onus,karga
402,Gang::N,cursus,ibilera
403,Schritt::N,gradus,pauso
404,Schritt::N,gradus,urrats
405,Norden::N,septentriones,ipar
406,Norden::N,septentriones,iparralde
407,Süden::N,meridies,hego
408,Süden::N,meridies,hegoalde
409,Westen::N,occidens,sartalde
410,Westen::N,occidens,mendebalde
411,Osten::N,oriens,ekialde
412,Osten::N,oriens,sortalde
413,Holz::N,lignum,zur
414,Brett::N,tabula,ohol
415,Platte::N,lamina,lauza
416,Stütze::N,adminiculum,irozgarri
417,Stütze::N,adminiculum,bermagailu
418,Stange::N,pertica,haga
419,Stock::N,baculum,makila
420,Stab::N,scipio,makila
421,Rohr::N,tubus,hodi
422,Haus::N,aedes,etxe
423,Heim::N,domicilium,etxe
424,Heim::N,domicilium,etxaleku
425,Ofen::N,fornax,berogailu
426,Fußboden::N,solum,zoru
427,Tisch::N,mensa,mahai
428,Stuhl::N,sella,aulki
429,Wiege::N,cunae,kuma
430,Wiege::N,cunae,sehaska
431,Bett::N,lectus,ohe
432,Bett::N,lectus,ohatze
433,Regal::N,foruli,apalategi
434,Kiste::N,cista,kutxa
435,Fenster::N,fenestra,leiho
436,Tür::N,ianua,ate
437,Tor::N,porta,atari
438,Zaun::N,saepes,hesi
439,Dach::N,tectum,teilatu
440,Leiter::N,scalae,zurubi
441,Besen::N,scopae,erratz
442,Spaten::N,pala,burdinpala
443,Schaufel::N,pala,pala
444,Gabel::N,fuscinula,sardexka
445,Löffel::N,coclear,koilara
446,Messer::N,culter,aizto
447,Nagel::N,clavus,iltze
448,Netz::N,rete,sare
449,Haken::N,hamus,mako
450,Griff::N,manubrium,eskutoki
451,Schloss::N,claustra,sarraila
452,Bild::N,tabula,irudi
453,Bild::N,pictura,irudi
454,Figur::N,statunculum,figura
455,Puppe::N,pupa,panpina
456,Puppe::N,pupa,andrakila
457,Beutel::N,sacculus,zorro
458,Bündel::N,fascis,azao
459,Bündel::N,fascis,espal
460,Tasche::N,sacculus,poltsa
461,Eimer::N,situla,treska
462,Deckel::N,operculum,tapa
463,Deckel::N,operculum,estalki
464,Geschirr::N,vasa,baxera
465,Geschirr::N,vasa,ontziteria
466,Sack::N,saccus,zaku
467,Tasse::N,pocillum,kikara
468,Topf::N,olla,ontzi
469,Topf::N,olla,lapiko
470,Kessel::N,aenum,pazia
471,Essen::N,cena,janaldi
472,Nahrung::N,cibus,jan
473,Nahrung::N,alimenta,jan
474,Speise::N,cibus,jaki
475,Fleisch::N,caro,okela
476,Fleisch::N,caro,haragi
477,Getreide::N,frumentum,labore
478,Brei::N,puls,ahi
479,Brei::N,puls,pure
480,Brot::N,panis,ogi
481,Scheibe::N,frustum,xerra
482,Scheibe::N,frustum,pirripita
483,Fett::N,pingue,urin
484,Fett::N,pingue,koipe
485,Butter::N,butȳrum,gurin
486,Öl::N,oleum,olio
487,Salz::N,sal,gatz
488,Suppe::N,ius,zopa
489,Suppe::N,ius,salda
490,Honig::N,mel,ezti
491,Milch::N,lac,esne
492,Tee::N,thea,te
493,Leder::N,corium,larru
494,Wolle::N,lana,artile
495,Stoff::N,textum,ehun
496,Nadel::N,acus,orratz
497,Nadel::N,acus,jostorratz
498,Faden::N,filum,hari
499,Knopf::N,bulla,botoi
500,Knoten::N,nodus,korapilo
501,Farbe::N,pigmentum,pintura
502,Kleidung::N,vestimenta,arropa
503,Kleidung::N,vestimenta,jantziak
504,Hemd::N,tunica,atorra
505,Hemd::N,tunica,alkandora
506,Kragen::N,collare,idun
507,Ärmel::N,manica,mahuka
508,Hose::N,bracae,prakak
509,Hose::N,bracae,galtzak
510,Gürtel::N,cingulum,gerriko
511,Mütze::N,pilleus,txano
512,Mütze::N,pilleus,txapel
513,Schuh::N,calceus,oski
514,Schuh::N,calceus,oinetako
515,Stiefel::N,pero,bota
516,Stiefel::N,caliga,bota
517,Ring::N,anulus,uztai
518,Band::N,redimiculum,zinta
519,Band::N,redimiculum,xingola
520,Kamm::N,pecten,orrazi
521,Spiegel::N,speculum,mirail
522,Riemen::N,lorum,uhal
523,Schnur::N,linum,lokailu
524,Leine::N,retinaculum,lotura
525,Decke::N,lodix,burusi
526,Kissen::N,pulvinus,kuxin
527,Tuch::N,velum,zapi
528,Tuch::N,velum,oihal
529,Handtuch::N,mantele,eskuzapi
530,Handtuch::N,mantele,eskuoihal
531,Kraft::N,vis,indar
532,Stärke::N,robur,indar
533,Gesundheit::N,valetudo,osasun
534,Krankheit::N,morbus,eritasun
535,Krankheit::N,morbus,gaixotasun
536,Schmerz::N,dolor,min
537,Wunde::N,vulnus,zauri
538,Fieber::N,febris,sukar
539,Arznei::N,remedium,osagai
540,Arznei::N,remedium,sendagai
541,Brücke::N,pons,zubi
542,Brunnen::N,puteus,putzu
543,Weide::N,pascua,alha
544,Weide::N,pascua,bazkaleku
545,Pfad::N,semita,zidor
546,Pfad::N,semita,bidexka
547,Weg::N,iter,bide
548,Straße::N,via,errepide
549,Dorf::N,vicus,herri
550,Stadt::N,urbs,hiri
551,Stadt::N,oppidum,hiri
552,Brief::N,epistula,gutun
553,Brief::N,epistula,eskutitz
554,Buch::N,liber,liburu
555,Buchstabe::N,littera,hizki
556,Zeitung::N,diurnum,egunkari
557,Leben::N,vita,bizi
558,Leben::N,vita,bizitza
559,Tod::N,mors,herio
560,Tod::N,mors,heriotza
561,Grab::N,sepulcrum,hobi
562,Grab::N,sepulcrum,hilobi
563,Kirche::N,ecclesia,eliza
564,Sünde::N,peccatum,hoben
565,Sünde::N,peccatum,bekatu
566,Gott::N,deus,jainko
567,Arbeiter::N,operarius,langile
568,Arbeiter::N,operarius,behargin
569,Chef::N,praefectus,nagusi
570,Meister::N,magister,maisu
571,Arzt::N,medicus,osagile
572,Arzt::N,medicus,sendagile
573,Lehrer::N,magister,irakasle
574,Geld::N,aes,diru
575,Geld::N,pecunia,diru
576,Geschäft::N,negotium,negozio
577,Laden::N,taberna,denda
578,Laden::N,taberna,saltegi
579,Preis::N,pretium,prezio
580,Preis::N,pretium,salneurri
581,Ware::N,merx,salgai
582,Nutzen::N,utilitas,onura
583,Nutzen::N,utilitas,probetxu
584,Reichtum::N,opes,aberastasun
585,Reichtum::N,divitiae,aberastasun
586,Welt::N,mundus,ludi
587,Welt::N,mundus,mundu
588,Land::N,terra,herrialde
589,Staat::N,res publica,estatu
590,König::N,rex,errege
591,Macht::N,potestas,botere
592,Grenze::N,limes,muga
593,Krieg::N,bellum,guda
594,Feind::N,inimicus,etsai
595,Feind::N,inimicus,arerio
596,Gewalt::N,vis,bortxa
597,Gewalt::N,vis,bortizkeria
598,Kampf::N,pugna,gudu
599,Kampf::N,pugna,auska
600,Bogen[Waffe]::N,arcus,arku
601,Pfeil::N,sagitta,gezi
602,Gewehr::N,sclopetum,fusil
603,Fehler::N,error,huts
604,Fehler::N,error,hutsegin
605,Lüge::N,mendacium,gezur
606,Schaden::N,damnum,kalte
607,Schaden::N,detrimentum,kalte
608,Unglück::N,miseria,zoritxar
609,Unglück::N,miseria,zorigaitz
610,Unglück::N,calamitas,zoritxar
611,Unglück::N,calamitas,zorigaitz
612,Schuld::N,culpa,erru
613,Alter::N,aetas,adin
614,Schluss::N,finis,bukaera
615,Zeit::N,tempus,aldi
616,Zeit::N,tempus,denbora
617,Tag::N,dies,egun
618,Morgen::N,mane,goiz
619,Mittag::N,meridies,eguerdi
620,Abend::N,vesper,arrats
621,Nacht::N,nox,gau
622,Woche::N,septimana,aste
623,Monat::N,mensis,hil
624,Jahr::N,annus,urte
625,Frühling::N,ver,udalehen
626,Sommer::N,aestas,uda
627,Herbst::N,autumnus,udazken
628,Herbst::N,autumnus,neguantz
629,Winter::N,hiems,negu
630,Januar::N,Ianuarius,urtarril
631,Februar::N,Februarius,otsail
632,März::N,Martius,martxo
633,April::N,Aprilis,apiril
634,Mai::N,Maius,maiatz
635,Juni::N,Iunius,ekain
636,Juli::N,Iulius,uztail
637,August::N,Augustus,abuztu
638,September::N,September,irail
639,Oktober::N,Octobris,urri
640,November::N,Novembris,azaro
641,Dezember::N,December,abendu
642,Montag::N,dies lunae,astelehen
643,Dienstag::N,dies Martis ,astearte
644,Mittwoch::N,dies Mercurii,asteazken
645,Donnerstag::N,dies Iovis,ostegun
646,Freitag::N,dies Veneris,ostiral
647,Samstag::N,dies Saturni,larunbat
648,Sonntag::N,dominicus,igande
649,Sonntag::N,dies solis,igande
650,groß::A,magnus,handi
651,klein::A,parvus,txiki
652,lang::A,longus,luze
653,kurz::A,brevis,labur
654,breit::A,latus,zabal
655,schmal::A,angustus,mehar
656,dicht::A,densus,sarri
657,dicht::A,densus,trinko
658,dick[Gegenstand]::A,crassus,lodi
659,dünn::A,tenuis,mehe
660,fein::A,subtilis,fin
661,fest::A,solidus,tinko
662,fest::A,stabilis,tinko
663,flach::A,planus,lau
664,flach::A,planus,ordoki
665,glatt::A,levis,leun
666,hart::A,durus,gogor
667,weich::A,mollis,bigun
668,weich::A,mollis,beratz
669,rund::A,rotundus,biribil
670,spitz::A,acutus,puntadun
671,scharf::A,acer,zorrotz
672,stumpf::A,hebes,kamuts
673,schwer::A,gravis,astun
674,schwer::A,gravis,pisutsu
675,schön::A,pulcher,eder
676,schön::A,formosus,eder
677,heiß::A,fervidus,bero
678,heiß::A,fervidus,oso bero
679,warm::A,calidus,bero
680,kalt::A,frigidus,hotz
681,kühl::A,frigidus,hotzil
682,frisch::A,recens,fresko
683,frisch::A,recens,hozkirri
684,feucht::A,umidus,heze
685,nass::A,madidus,busti
686,trocken::A,aridus,siku
687,trocken::A,aridus,lehor
688,voll::A,plenus,bete
689,leer::A,vacuus,huts
690,offen::A,apertus,ireki
691,geschlossen::A,clausus,itxita
692,sauber::A,lautus,xahu
693,sauber::A,lautus,garbi
694,schmutzig::A,sordidus,lohi
695,schmutzig::A,sordidus,zikin
696,roh::A,crudus,gordin
697,reif::A,maturus,umo
698,reif::A,maturus,heldu
699,lecker::A,delicatus,goxo
700,süß::A,dulcis,goxo
701,bitter::A,amarus,karmin
702,bitter::A,amarus,garratz
703,bitter::A,acerbus,karmin
704,bitter::A,acerbus,garratz
705,sauer::A,acidus,mingots
706,hell::A,clarus,argi
707,dunkel::A,obscurus,ilun
708,schwarz::A,niger,beltz
709,weiß::A,albus,zuri
710,rot::A,ruber,gorri
711,gelb::A,flavus,hori
712,blau::A,caeruleus,urdin
713,grün::A,viridis,berde
714,grün::A,viridis,musker
715,grau::A,canus,urdin
716,grau::A,canus,urdinabar
717,bunt::A,varius,koloretsu
718,billig::A,vilis,merke
719,teuer::A,carus,garesti
720,wertvoll::A,pretiosus,baliotsu
721,blind::A,caecus,itsu
722,taub::A,surdus,gor
723,kräftig::A,robustus,kementsu
724,stark::A,firmus,bizkor
725,stark::A,firmus,indartsu
726,stark::A,validus,bizkor
727,stark::A,validus,indartsu
728,schwach::A,debilis,ahul
729,schwach::A,debilis,indargabe
730,schwach::A,infirmus,ahul
731,schwach::A,infirmus,indargabe
732,fett::A,crassus,gizen
733,schlank::A,procerus,lerden
734,hübsch::A,pulcher,polit
735,böse::A,improbus,tzar
736,böse::A,improbus,gaizto
737,dumm::A,stultus,lelo
738,dumm::A,stultus,pello
739,dumm::A,stupidus,lelo
740,dumm::A,stupidus,pello
741,faul::A,piger,nagi
742,faul::A,piger,alfer
743,fleißig::A,sedulus,maratz
744,fleißig::A,sedulus,lanzale
745,geizig::A,avarus,zeken
746,geizig::A,avarus,zikoitz
747,klug::A,prudens,zuhur
748,geschickt::A,sollers,trebe
749,geschickt::A,sollers,antzetsu
750,lieb::A,carus,maite
751,lieb::A,carus,laztan
752,lustig::A,iocosus,alaitsu
753,sanft::A,clemens,eme
754,sanft::A,clemens,ezti
755,hungrig::A,impastus,gose
756,krank::A,aeger,eri
757,krank::A,aeger,gaixo
758,nackt::A,nudus,biluzi
759,traurig::A,maestus,itun
760,traurig::A,maestus,betilun
761,lebendig::A,vivus,bizirik
762,gut::A,bonus,on
763,schlecht::A,malus,txar
764,richtig::A,rectus,zuzen
765,schlimm::A,malus,larri
766,wahr::A,verus,egiazko
767,alt::A,antiquus,zahar
768,neu::A,novus,berri
769,ehemalig::A,pristinus,lehengo
770,alt[Lebewesen]::A,vetus,adindun
771,jung::A,iuvenis,gazte
772,arm::A,pauper,txiro
773,arm::A,pauper,behartsu
774,reich::A,dives,dirudun
775,bekannt::A,notus,ezagun
776,berühmt::A,celeber,entzun
777,berühmt::A,celeber,ospetsu
778,berühmt::A,illustris,entzun
779,berühmt::A,illustris,ospetsu
780,fremd::A,peregrinus,arrotz
781,verschieden::A,varius,ezberdin
782,verschieden::A,varius,desberdin
783,nah::A,propinquus,hurre
784,nah::A,propinquus,hurbil
785,fern::A,longinquus,urrun
786,linker::A,sinister,ezker
787,rechter::A,dexter,eskuin
788,anderer::A,alius,beste
789,erster::A,primus,lehen
790,erster::A,primus,aurren
791,zweiter::A,secundus,bigarren
792,dritter::A,tertius,hirugarren
793,letzter::A,ultimus,azken
794,letzter::A,ultimus,hondar
795,allein::ADV,solum,bakarrik
796,auf einmal::ADV,simul,batera
797,zusammen::ADV,una,elkarrekin
798,lange::ADV,diu,luzaro
799,plötzlich::ADV,subito,bat-batean
800,plötzlich::ADV,repente,bat-batean
801,sofort::ADV,statim,berehala
802,später::ADV,postea,gero
803,jetzt::ADV,nunc,orain
804,heute::ADV,hodie,gaur
805,morgen::ADV,cras,bihar
806,bald::ADV,mox,aurki
807,bald::ADV,mox,laster
808,dann::ADV,deinde,ondoren
809,gestern::ADV,heri,atzo
810,einst::ADV,olim,antzina
811,damals::ADV,tum,orduan
812,danach::ADV,postea,gerora
813,danach::ADV,postea,ondoren
814,vorher::ADV,antea,lehenago
815,zuerst::ADV,primo,aurrena
816,zuerst::ADV,primo,lehenbizi
817,einmal::ADV,semel,behin
818,einmal::ADV,semel,aldi bat
819,manchmal::ADV,interdum,batzuetan
820,manchmal::ADV,interdum,zenbaitetan
821,oft::ADV,saepe,maiz
822,oft::ADV,saepe,askotan
823,immer::ADV,semper,beti
824,niemals::ADV,numquam,inoiz ez
825,niemals::ADV,numquam,sekula ez
826,hier::ADV,hic,hemen
827,hierhin::ADV,huc,hona
828,von hier::ADV,hinc,hemendik
829,von hier::ADV,hinc,honetatik
830,dort::ADV,ibi,han
