,Concept_ID,kl,ka
114,Hügel::N,majorajaaq,ბორცვი
115,Hügel::N,qaqqannguaq,ბორცვი
116,Berg::N,qaqqaq,მთა
117,Höhle::N,qaarusuk,მღვიმე
118,Höhle::N,qaarusuk,გამოქვებული
119,Abhang::N,ippik,ფერდობი
120,Abhang::N,sivinganeq,ფერდობი
121,Abhang::N,sivingajaaq,ფერდობი
122,Abhang::N,kussangajaaq,ფერდობი
123,Bach::N,kuunnguaq,რუ
124,Bach::N,kuunnguaq,ნაკადული
125,Fluss::N,kuuk,მდინარე
126,Ufer::N,sissap sinaa,კიდე
127,Ufer::N,sissap sinaa,ნაპირი
128,Küste::N,sineriak,ნაპირი
129,Meer::N,imaq,ზღვა
130,Bucht::N,ikeq,ყურე
131,Bucht::N,kangerluk,ყურე
132,Bucht::N,kangerliumaneq,ყურე
133,Insel::N,qeqertaq,კუნძული
134,Blume::N,naasoq,ყვავილი
135,Gras::N,ivigaq,ბალახი
136,Wurzel::N,niulutaq,ძირი
137,Wurzel::N,niulutaq,ფესვი
138,Baum::N,orpik,ხე
139,Stamm::N,kanaartaq,ტანი
140,Rinde::N,ameraq,ქერქი
141,Ast::N,avalequt,ტოტი
142,Zweig::N,avalequt,შტო
143,Blatt::N,pilutaq,ფოთოლი
144,Birke::N,patitsit,არყი
145,Weide[Baum]::N,palleq,ტირიფი
146,Tanne::N,orsuerneq,ნაძვი
147,Horn::N,nassuk,რქა
148,Feder::N,suluk,ფრთა
149,Fell::N,ameq,ტყავი
150,Flügel::N,suluk,ფრთა
151,Flügel::N,isaroq,ფრთა
152,Klaue::N,kukik,კლანჭი
153,Kralle::N,kukik,ტორი
154,Schwanz::N,pamioq,კუდი
155,Schwanz::N,paperuusaq,კუდი
156,Ei::N,mannik,კვერცხი
157,Nest::N,ullut,ბუდე
158,Bau::N,ini,სორო
159,Tier::N,uumasoq,ნადირი
160,Tier::N,uumasoq,ცხოველი
161,Herde::N,unguukkat,ფარა
162,Kuh::N,ussik,ფური
163,Kuh::N,ussik,ძროხა
164,Bulle::N,angukulak,ხარი
165,Bulle::N,anguteralak,ხარი
166,Bulle::N,angutikulooq,ხარი
167,Schaf::N,sava,ცხვარი
168,Schwein::N,puuluki,ღორი
169,Hund::N,qimmeq,ძაღლი
170,Katze::N,puisaaq,კატა
171,Bär::N,allaq,დათვი
172,Eichhörnchen::N,sissinnguaq,ციყვი
173,Fuchs::N,terianniaq,მელა
174,Hase::N,ukaleq,კურდღელი
175,Maus::N,teriannguaq,თაგვი
176,Wolf::N,amaroq,მგელი
177,Vogel::N,timmiaq,ჩიტი
178,Vogel::N,timmiaq,ფრინველი
179,Huhn::N,kukkukooq,დედალი
180,Huhn::N,marloraaqaaq,დედალი
181,Hahn::N,kiasiusaq,მამალი
182,Gans::N,nerleq,ბატი
183,Adler::N,nattoralik,არწივი
184,Eule::N,uppik,ბუ
185,Kranich::N,qorlorfik,წერო
186,Krähe::N,tuluatsiaq,ყვავი
187,Kuckuck::N,kukkooq,გუგული
188,Schwan::N,qussuk,გედი
189,Fisch::N,aalisagaq,თევზი
190,Schlange[Tier]::N,pulateriarsuk,გველი
191,Schlange[Tier]::N,pulateriaarsuk,გველი
192,Spinne::N,aasiaq,ობობა
193,Spinne::N,nissavaarsuk,ობობა
194,Ameise::N,uniaaluk,ჭიანჭველა
195,Laus::N,kumak,ტილი
196,Laus::N,kumak,მკბენარი
197,Mücke::N,ippernaq,კოღო
198,Fliege::N,ippernaq,ბუზი
199,Schmetterling::N,paluaq,პეპელა
200,Schmetterling::N,pakkaluaq,პეპელა
201,Schmetterling::N,utsuppaluaq,პეპელა
202,Schmetterling::N,taqaleqisaaq,პეპელა
203,Beere::N,paarmaq,კენკრა
204,Beere::N,paarngaq,კენკრა
205,Apfel::N,iipili,ვაშლი
206,Pilz::N,anngiusaq,სოკო
207,Zwiebel::N,uanitsoq,ხახვი
208,Saat::N,naatsiiassaq,თესლი
209,Korn::N,maannineq,მარცვალი
210,Schale::N,niutsivik,ჩენჩო
211,Schale::N,ilulissaq qaartussaq,ჩენჩო
212,Grube::N,itersaq,ორმო
213,Falle::N,pualavoq,ხაფანგი
214,Schlinge::N,orseq,მახე
215,Schlinge::N,norloq,მახე
216,Spur::N,tumaa,კვალი
217,Asche::N,arsat,ფერფლი
218,Dreck::N,minguk,ტალახი
219,Dreck::N,minguk,სიბინძურე
220,Eisen::N,savimineq,რკინა
221,Eisen::N,saffiugassaq,რკინა
222,Gold::N,kuulti,ოქრო
223,Silber::N,siilviuvoq,ვერცხლი
224,Kohle::N,aamarsuit aamaruutissat,ნახშირი
225,Glas::N,igalaaq,მინა
226,Glas::N,imertarfik,მინა
227,Glas::N,igalaamineq,მინა
228,Lehm::N,marraq,თიხა
229,Sand::N,sioqqat,ქვიშა
230,Mensch::N,inuk,ადამიანი
231,Mensch::N,silamiu,ადამიანი
232,Mann::N,angut,კაცი
233,Frau::N,arnaq,ქალი
234,Kind::N,meeraq,ბავშვი
235,Junge::N,nukappiaraq,ვაჟი
236,Mädchen::N,arnannguaq,გოგო
237,Familie::N,ilaqutakka,ოჯახი
238,Familie::N,ilaqutariit,ოჯახი
239,Großvater::N,aatak,პაპა
240,Großvater::N,aatak,ბაბუა
241,Großmutter::N,aanaq,ბებია
242,Großmutter::N,aanaq,დიდედა
243,Eltern::N,angajoqqaat,მშობლები
244,Vater::N,ataata,მამა
245,Vater::N,ataataq,მამა
246,Mutter::N,anaana,დედა
247,Sohn::N,erneq,ვაჟიშვილი
248,Tochter::N,panik,ქალიშვილი
249,Bruder::N,ani,ძმა
250,Bruder::N,aqqaluk,ძმა
251,Bruder::N,qatanngut,ძმა
252,Schwester::N,naja,და
253,Schwester::N,aleqa,და
254,Schwester::N,qatanngut,და
255,Onkel::N,akkak,ბიძა
256,Tante::N,aja,დეიდა
257,Tante::N,aja,მამიდა
258,Tante::N,ajak,დეიდა
259,Tante::N,ajak,მამიდა
260,Tante::N,atsak,დეიდა
261,Tante::N,atsak,მამიდა
262,Ehemann::N,ui,ქმარი
263,Ehefrau::N,nuliaq,ცოლი
264,Freude::N,tipaatsussuseq,სიხარული
265,Gelächter::N,illaq,სიცილი
266,Glück::N,usornaat,ბედნიერება
267,Glück::N,usornarsuseq,ბედნიერება
268,Wunsch::N,kissaat,წადილი
269,Wunsch::N,kissaat,სურვილი
270,Lust::N,illigussuseq,წადილი
271,Lust::N,piummaseq,წადილი
272,Geist::N,anerneq,სული
273,Geist::N,toornaq,სული
274,Gedanke::N,isumassaq,ფიქრი
275,Gedächtnis::N,eqqaamannissuseq,მეხსიერება
276,Verstand::N,isuma,ჭკუა
277,Verstand::N,isuma,გონება
278,Verstand::N,sianissut,ჭკუა
279,Verstand::N,sianissut,გონება
280,Verstand::N,misigissut,ჭკუა
281,Verstand::N,misigissut,გონება
282,Verstand::N,sianissuseq,ჭკუა
283,Verstand::N,sianissuseq,გონება
284,Verstand::N,silaqassuseq,ჭკუა
285,Verstand::N,silaqassuseq,გონება
286,Sinn::N,isuma,მნიშვნელობა
287,Grund::N,patsit,მიზეზი
288,Wahrheit::N,sallusuissut,სიმართლე
289,Wahrheit::N,sallusuissut,ჭეშმარიტება
290,Märchen::N,oqalualaarut,არაკი
291,Märchen::N,oqalualaarut,ზღაპარი
292,Märchen::N,oqaluasaaq,არაკი
293,Märchen::N,oqaluasaaq,ზღაპარი
294,Erzählung::N,oqaluttuaq,თქმულება
295,Nachricht::N,oqaassut,ცნობა
296,Nachricht::N,oqaassut,ამბავი
297,Nachricht::N,oqqersuut,ცნობა
298,Nachricht::N,oqqersuut,ამბავი
299,Neuigkeit::N,tusarnartaq,სიახლე
300,Name::N,ateq,სახელი
301,Rätsel::N,nalorsitsaarut,გამოცანა
302,Rede::N,oqaluuseq,სიტყვა
303,Sprache::N,oqaatsit,ენა
304,Stimme::N,erinaq,ხმა
305,Stimme::N,qarluuseq,ხმა
306,Wort::N,oqaasii,სიტყვა
307,Zeichen::N,nalunaaqqut,ნიშანი
308,Ruf::N,qaaqqussut,ძახილი
309,Lärm::N,perpaluk,ხმაური
310,Laut::N,torsukattak,ხმა
311,Laut::N,torsukattak,ბგერა
312,Ton::N,erinaq,ტონი
313,Lied::N,taalliaq,სიმღერა
314,Lied::N,erinarsuut,სიმღერა
315,Ruhe::N,qatsunganeq,სიწყნარე
316,Leute::N,inuiak,ადამიანები
317,Leute::N,inuiaqatigiit,ადამიანები
318,Volk::N,inuiaat,ერი
319,Volk::N,inuiaat,ხალხი
320,Arbeit::N,suliaq,მუშაობა
321,Gast::N,qaaqqusaq,სტუმარი
322,Geschenk::N,pajugut,საჩუქარი
323,Hilfe::N,annertoqqut,შველა
324,Hilfe::N,annertoqqut,დახმარება
325,Freund::N,tiliaq,მეგობარი
326,Freund::N,ikinngut,მეგობარი
327,Kamerad::N,tiliaq,ამხანაგი
328,Kamerad::N,ikinngut,ამხანაგი
329,Art::N,ileqquuseq,სახეობა
330,Stück::N,nakkaalaniku,ნატეხი
331,Teil::N,tassiaasat,წილი
332,Hälfte::N,affaq,ნახევარი
333,Kreis::N,kaajaluinneq or kaajaluitsoq,წრე
334,Kreuz::N,sanningasulik,ჯვარი
335,Linie::N,tittaq,ხაზი
336,Linie::N,titarneq,ხაზი
337,Abstand::N,aku,მანძილი
338,Abstand::N,ikiaq,მანძილი
339,Entfernung::N,asi,სიშორე
340,Gegend::N,nuna,არე
341,Gegend::N,nuna,მხარე
342,Platz::N,ini,ფართობი
343,Platz::N,inissaq,ფართობი
344,Ort::N,sumiiffik,ადგილი
345,Seite::N,saneraq,მხარე
346,Mitte::N,qiteq,შუა
347,Sache::N,pigisaq,ნივთი
348,Rand::N,sini,კიდე
349,Rand::N,akerfineq,კიდე
350,Kante::N,akerfineq,ნაწიბული
351,Ecke::N,teqeqqoq,კუთხე
352,Ecke::N,tikeqqoq,კუთხე
353,Spitze::N,inngik,წვეტი
354,Ende::N,isu,ბოლო
355,Loch::N,putu,ხვრელი
356,Winkel::N,teqeqqorissaat,კუთხე
357,Muster::N,ilisserut,მოხატულობა
358,Größe::N,angissuseq,ზომა
359,Größe::N,angissuseq,სიდიდე
360,Länge::N,takissuseq,სიგრძე
361,Gewicht::N,oqimaalutaq,წონა
362,Menge::N,amerlassuseq,რაოდენობა
363,Haufen::N,eqimattat,გროვა
364,Reihe::N,allunaasaq,რიგი
365,Reihe::N,allunaasaq,წყება
366,Boot::N,qajaq,გემი
367,Boot::N,angallat,გემი
368,Boot::N,umiatsiaq,გემი
369,Ruder::N,iput,ხოფი
370,Ruder::N,iput,ნიჩაბი
371,Schlitten::N,qamutit,მარხილი
372,Schlitten::N,qimusseq,მარხილი
373,Ski::N,ataarut,თხილამური
374,Last::N,nammagaq,ტვირთი
375,Schritt::N,allorneq,ბიჯი
376,Norden::N,avannaq,ჩრდილოეთი
377,Süden::N,qava,სამხრეთი
378,Süden::N,kujat,სამხრეთი
379,Süden::N,kujataa,სამხრეთი
380,Westen::N,kitaa,დასავლეთი
381,Osten::N,kangi,აღმოსავლეთი
382,Holz::N,qisuk,ხე
383,Brett::N,salliligaq,დაფა
384,Brett::N,salliligaq,ფიცარი
385,Platte::N,qaateq,თლილი ქვა
386,Stütze::N,ajagutaq,საყრდენი
387,Stütze::N,ajaagutaq,საყრდენი
388,Stange::N,kaaviffik,ჭოკი
389,Stock::N,ajaappissat,კეტი
390,Stab::N,ajaappissat,ლატანი
391,Rohr::N,sullulik,მილაკი
392,Haus::N,illu,სახლი
393,Ofen::N,kissarsuut,ღუმელი
394,Fußboden::N,nateq,იატაკი
395,Tisch::N,allattarfik,სუფრა
396,Tisch::N,allattarfik,მაგიდა
397,Stuhl::N,issiavik,სკამი
398,Stuhl::N,issiaffik,სკამი
399,Wiege::N,uaasoq,აკვანი
400,Bett::N,nallavik,საწოლი
401,Bett::N,nallavik,სარეცელი
402,Regal::N,ilisivik,თაროები
403,Kiste::N,sakissat,ყუთი
404,Kiste::N,sakissat,სკივრი
405,Kiste::N,illerfiusaq,ყუთი
406,Kiste::N,illerfiusaq,სკივრი
407,Fenster::N,aki,ფანჯარა
408,Fenster::N,aki,სარკმელი
409,Fenster::N,igalaaq,ფანჯარა
410,Fenster::N,igalaaq,სარკმელი
411,Tür::N,matu,ბჭე
412,Tür::N,matu,კარი
413,Tor::N,isaaffik,ჭიშკარი
414,Zaun::N,saputit,ღობე
415,Zaun::N,saputit,გალავანი
416,Dach::N,qaliaq,სახურავი
417,Leiter::N,tummeqqat,კიბე
418,Leiter::N,majuartarfiit,კიბე
419,Besen::N,saligutit,ცოცხი
420,Spaten::N,nivaataq,ნიჩაბი
421,Schaufel::N,nivaataq,ბარი
422,Gabel::N,qilluaq,ჩანგალი
423,Gabel::N,ajassaatit,ჩანგალი
424,Löffel::N,alussaat,კოვზი
425,Messer::N,savik,დანა
426,Nagel::N,kukik,ლურსმანი
427,Netz::N,anguffaseq,ბადე
428,Haken::N,nissik,კავი
429,Haken::N,nissik,კაუჭი
430,Haken::N,qarsorsaq,კავი
431,Haken::N,qarsorsaq,კაუჭი
432,Haken::N,qarsorsartoq,კავი
433,Haken::N,qarsorsartoq,კაუჭი
434,Griff::N,ipi,ტარი
435,Schloss::N,illussaarsuaq,კლიტე
436,Schloss::N,illussaarsuaq,საკეტი
437,Bild::N,assiliaq,სურათი
438,Figur::N,kisitsit,ფიგურა
439,Puppe::N,inuusaq,თოჯინა
440,Bündel::N,qilertaq,გალა
441,Bündel::N,qilertaq,ასხმა
442,Tasche::N,pooqattaq,ჩანთა
443,Deckel::N,matu,ხუფი
444,Deckel::N,matu,სარქველი
445,Geschirr::N,anut,ჭურჭელი
446,Tasse::N,tiitorfik,ფინჯანი
447,Tasse::N,tiitorfiup ilorlia,ფინჯანი
448,Topf::N,qoqqoq,ქოთანი
449,Kessel::N,uunnaavik,ქვაბი
450,Essen::N,igaaq,ჭამა
451,Nahrung::N,neqissaq,საზრდო
452,Nahrung::N,neqissaq,საკვები
453,Speise::N,nerisassat,საჭმელი
454,Fleisch::N,neqi,ხორცი
455,Getreide::N,maannineq,მარცვლოვანი
456,Brot::N,iffit,პური
457,Brot::N,iffiaq,პური
458,Scheibe::N,igalaassiaq,ნაჭერი
459,Fett::N,tarnutissaq,ქონი
460,Fett::N,tarnutissaq,ცხიმი
461,Fett::N,tarnutissiaq,ქონი
462,Fett::N,tarnutissiaq,ცხიმი
463,Butter::N,punneq,კარაქი
464,Öl::N,uulia,ზეთი
465,Salz::N,taratsut,მარილი
466,Suppe::N,qajoq,სუფი
467,Honig::N,tungusunnitsuut,თაფლი
468,Milch::N,immuk,რძე
469,Tee::N,tii,ჩაი
470,Tee::N,teeq,ჩაი
471,Wolle::N,nuersagassiaq,მატყლი
472,Stoff::N,milliaq,ქსოვილი
473,Stoff::N,qarlissiaq,ქსოვილი
474,Nadel::N,meqqut,ნემსი
475,Faden::N,ujalussiaq,ძაფი
476,Faden::N,ujalussiaq,მკედი
477,Knopf::N,attat,ღილი
478,Knoten::N,akeroq,ნასკვი
479,Knoten::N,qilerneq,ნასკვი
480,Farbe::N,qalipaat,საღებავი
481,Kleidung::N,atisat,ტანსაცმელი
482,Kleidung::N,annoraaq,ტანსაცმელი
483,Hemd::N,ilupaaq,ხალათი
484,Hemd::N,ilupaaq,პერანგი
485,Kragen::N,qungasiinnaq,საყელო
486,Ärmel::N,aaq,სახელო
487,Hose::N,qarliit,შარვალი
488,Gürtel::N,qiterut,ქამარი
489,Gürtel::N,unngersaq,ქამარი
490,Mütze::N,nasaq,ქუდი
491,Schuh::N,skuu,ფეხსაცმელი
492,Schuh::N,ikernuk,ფეხსაცმელი
493,Schuh::N,ateraasaq,ფეხსაცმელი
494,Stiefel::N,kamik,ჩექმა
495,Ring::N,assammiu,ბეჭედი
496,Band::N,qilerutissiaq,ბაფთი
497,Kamm::N,illaagutit,სავარცხელი
498,Kamm::N,illaajaatit pl.,სავარცხელი
499,Spiegel::N,tarrarsuut,სარკე
500,Riemen::N,allunaaq,ღვედი
501,Schnur::N,kujaaq,ლარი
502,Schnur::N,allunaasaq,ლარი
503,Leine::N,aleq,ჯაჭვი
504,Decke::N,qipik,საბანი
505,Kissen::N,akit,ბალიში
506,Tuch::N,qarlissiaq,მაუდი
507,Tuch::N,qarlissiaq,თავშალი
508,Handtuch::N,allarut,ხელსახოცი
509,Handtuch::N,allarterut,ხელსახოცი
510,Kraft::N,pissak,ძალა
511,Stärke::N,qerattarsaat,ღონე
512,Gesundheit::N,peqqisusseq,ჯანმრთელობა
513,Krankheit::N,nappaat,სენი
514,Krankheit::N,nappaat,ავადმყოფობა
515,Schmerz::N,anniaat,ტკივილი
516,Wunde::N,iki,იარი
517,Wunde::N,iki,ჭრილობა
518,Fieber::N,nappaat qanimanartoq,ციება
519,Arznei::N,imigassaq,წამალი
520,Brücke::N,ikaartarfik,ხიდი
521,Brunnen::N,tissaluttuliaq,ჭა
522,Weide::N,masarsuk,საძოვარი
523,Pfad::N,aqqut,ბილიკი
524,Weg::N,aggerfik,გზა
525,Straße::N,aqqusineq,შარაგზა
526,Dorf::N,nunaqarfik,დაბა
527,Dorf::N,nunaqarfik,სოფელი
528,Stadt::N,illorpaat,ქალაქი
529,Stadt::N,illorpalik,ქალაქი
530,Brief::N,allagarsiaq,წერილი
531,Buch::N,atuakkat,წიგნი
532,Buch::N,mappersagaq,წიგნი
533,Buchstabe::N,naqinneq,ასო
534,Zeitung::N,aviisi,გაზეთი
535,Leben::N,inuussuseq,სიცოცხლე
536,Tod::N,toqu,სიკვდილი
537,Tod::N,toquneq,სიკვდილი
538,Grab::N,iliveq,სამარე
539,Grab::N,iliveq,საფლავი
540,Grab::N,illissat,სამარე
541,Grab::N,illissat,საფლავი
542,Kirche::N,oqaluffik,ეკლესია
543,Sünde::N,ajorti,ცოდვა
544,Arbeiter::N,sulisoq,მუშა
545,Chef::N,ittoqut,გამგე
546,Meister::N,naalagaq,ოსტატი
547,Arzt::N,katsorsaasoq,ექიმი
548,Arzt::N,katsorsaasoq,მკურნალი
549,Lehrer::N,ilinniartitsisoq,მასწავლებელი
550,Geld::N,aningaasat,ფული
551,Geschäft::N,niuertarfik,საქმე
552,Geschäft::N,niuertarfik,ბიზნესი
553,Laden::N,niuertarfik,დუქანი
554,Laden::N,niuertarfik,მაღაზია
555,Preis::N,aki,ფასი
556,Ware::N,qaliata pii,საქონელი
557,Ware::N,nioqqutissaq,საქონელი
558,Nutzen::N,iluaqut,ხეირი
559,Welt::N,nunarsuaq,მსოფლიო
560,Land::N,nuna,მხარე
561,Land::N,nuna,ქვეყანა
562,König::N,kunngi,მეფე
563,Macht::N,pissaassuseq,ძლიერება
564,Grenze::N,killik,ზღვარი
565,Krieg::N,sorsunneq,ომი
566,Feind::N,akeraq,მტერი
567,Feind::N,akerartorti,მტერი
568,Feind::N,qinngarsuisoq,მტერი
569,Kampf::N,sorsunneq,ბრძოლა
570,Pfeil::N,qalugiusaq,ისარი
571,Pfeil::N,qalugiusaq,მახვილი
572,Gewehr::N,aallaat,თოფი
573,Gewehr::N,aallaat,შაშხანა
574,Fehler::N,kukkuneq,შეცდომა
575,Fehler::N,paarlaappaa,შეცდომა
576,Unglück::N,perluut,ხიფათი
577,Unglück::N,perluut,უბედურება
578,Schuld::N,akiitsugaq,ბრალი
579,Schuld::N,akiligassaq,ბრალი
580,Alter::N,utoqqaq,ასაკი
581,Schluss::N,isu,ბოლო
582,Schluss::N,isu,დასასრული
583,Zeit::N,ulloq,დრო
584,Zeit::N,akuttoqatigiinneq,დრო
585,Tag::N,ulloq,დღე
586,Morgen::N,ullaaq,დილა
587,Mittag::N,ulloqeqqa,შუადღე
588,Abend::N,unnuk,საღამო
589,Nacht::N,unnuaq,ღამე
590,Woche::N,sapaatip akunnera,კვირა
591,Monat::N,qaammat,თვე
592,Jahr::N,ukioq,წელი
593,Frühling::N,upernaaq,გაზაფხული
594,Sommer::N,aasaq,ზაფხული
595,Herbst::N,ukiaq,შემოდგომა
596,Winter::N,ukioq,ზამთარი
597,Januar::N,siulleeq,იანვარი
598,Januar::N,qaammaliaq,იანვარი
599,Februar::N,aarlaat,თებერვალი
600,März::N,marsi,მარტი
601,März::N,martsi,მარტი
602,Mai::N,maaji,მაისი
603,Juni::N,juuni,ივნისი
604,Juli::N,juuli,ივლისი
605,August::N,aggusti,აგვისტო
606,September::N,septembari,სექტემბერი
607,Oktober::N,oktobari,ოქტომბერი
608,November::N,novembari,ნოემბერი
609,Dezember::N,detsembari,დეკემბერი
610,Montag::N,ataasinngortoq,ორშაბათი
611,Dienstag::N,marlunngorneq,სამშაბათი
612,Mittwoch::N,pingasunngorneq,ოთხშაბათი
613,Donnerstag::N,sisamanngorneq,ხუთშაბათი
614,Freitag::N,tallimanngorneq,პარასკევი
615,Samstag::N,arfininngorneq,შაბათი
616,Sonntag::N,sapaat,კვირა
617,Sonntag::N,sapaati,კვირა
618,groß::A,angivoq,დიდი
619,klein::A,mikivoq,მცირე
620,klein::A,mikivoq,პატარა
621,lang::A,takisooq,გრძელი
622,kurz::A,naatsoq,მოკლე
623,breit::A,silippoq,ფართო
624,breit::A,silippoq,განიერი
625,schmal::A,amitsoq,ვიწრო
626,schmal::A,amitsoq,წვრილი
627,dicht::A,torsusooq,მჭიდრო
628,dick[Gegenstand]::A,issuvoq,სქელი
629,dick[Gegenstand]::A,issusooq,სქელი
630,dünn::A,amitsoq,წვრილი
631,fein::A,mamarpoq,თხელი
632,fest::A,tangeqarpoq,მყარი
633,flach::A,nalimmappoq,ბრტყელი
634,glatt::A,quasak,გლუ
635,hart::A,mattusooq,მაგარი
636,hart::A,manngerpoq,მაგარი
637,hart::A,titeqquluppoq,მაგარი
638,weich::A,nerumaarpoq,რბილი
639,rund::A,ammallorippoq,მრგვალი
640,spitz::A,qummukujooq,წვეტიანი
641,scharf::A,ipippoq,მჭრელი
642,stumpf::A,anngerpoq,ბლაგვი
643,schwer::A,oqimaappoq,მძიმე
644,schön::A,kusanarpoq,ლამაზი
645,heiß::A,kiappoq,ცხელი
646,warm::A,oqorpoq,თბილი
647,kalt::A,issippoq,ცივი
648,kühl::A,pueqqortippoq,გრილი
649,feucht::A,isugutavoq,ნოტიო
650,feucht::A,qaasernarpoq,ნოტიო
651,nass::A,imerorpoq,სველი
652,trocken::A,panerpoq,მშრალი
653,voll::A,ulikkaarpoq,სავსე
654,leer::A,imaattuarpoq,ცარიელი
655,offen::A,ammavoq,ღია
656,offen::A,ammavoq,გაშლილი
657,geschlossen::A,matuvoq,დახურული
658,sauber::A,eqqippoq,სუფთა
659,sauber::A,eqqippoq,წმინდა
660,sauber::A,sukuluippoq,სუფთა
661,sauber::A,sukuluippoq,წმინდა
662,sauber::A,ipeqanngilaq,სუფთა
663,sauber::A,ipeqanngilaq,წმინდა
664,schmutzig::A,tapappoq,ტალახიანი
665,schmutzig::A,minguppoq,ტალახიანი
666,roh::A,aapavoq,უმი
667,reif::A,qaarulerpoq,მწიფე
668,süß::A,tungusunnippoq,ტკბილი
669,bitter::A,qasilippoq,მწარე
670,hell::A,qaamavoq,ნათელი
671,dunkel::A,qernerpoq,ბნელი
672,schwarz::A,qernerpoq,შავი
673,weiß::A,qaqorpoq,თეთრი
