,Concept_ID,la,kv
807,verfaulen::V,putescere,тӧрмыны
808,verfaulen::V,putescere,сiсьмыны
809,reißen::V,scindi,косясьны
810,versinken::V,mergi,вӧйны
811,vergehen::V,praeterire,мунны
812,erscheinen::V,apparere,мыччисьны
813,verschwinden::V,discedere,ӧшны
814,sinken::V,labi,ямны
815,abnehmen::V,deminui,ямны
816,zunehmen::V,augeri,паськавны
817,steigen::V,augescere,лэбтiсьны
818,wachsen::V,crescere,быдмыны
819,glänzen::V,splendere,свиттявны
820,funkeln::V,micare,югйовтлыны
821,funkeln::V,micare,югйӧв-керны
822,lärmen::V,strepere,чавзыны
823,läuten::V,sonare,диньгыны
824,klingeln::V,tinnire,силькӧтны
825,klirren::V,crepare,жольӧтны
826,brausen::V,saevire,гуасьны
827,rauschen::V,crepare,кышӧтны
828,klingen::V,sonare,горавны
829,bellen::V,latrare,увтны
830,bellen::V,latrare,вувтны
831,heulen::V,ululare,уннявны
832,blasen::V,flare,пӧлявны
833,pfeifen::V,sibilare,пиксыны
834,schreien::V,clamare,айзыны
835,stöhnen::V,gemere,ойзыны
836,stöhnen::V,gemere,ружтыны
837,zittern::V,tremere,легьявны
838,zittern::V,trepidare,легьявны
839,leben::V,vivere,овны
840,geboren werden::V,nasci,шогмыны
841,atmen::V,spirare,лолавны
842,trinken::V,bibere,юны
843,essen::V,edere,сёйны
844,schlucken::V,devorare,ньылавны
845,müde werden::V,fatigari,мыдзны
846,einschlafen::V,obdormiscere,ланьтны
847,schlafen::V,dormire,узьны
848,aufwachen::V,expergisci,саймыны
849,aufwachen::V,expergisci,пальмыны
850,aufstehen::V,exsurgere,сувтны
851,sich erholen::V,se reficere,шоччисьлыны
852,krank werden::V,aegrescere,моржитны
853,krank sein::V,aegrotare,шогавны
854,krank sein::V,aegrotare,визьӧтны
855,schmerzen::V,dolere,висьны
856,husten::V,tussire,кашляйтны
857,genesen::V,convalescere,бурдны
858,sterben::V,mori,кувны
859,umkommen::V,perire,вийсьыны
860,sich bewegen::V,se movere,локны
861,sich bewegen::V,se movere,ветлӧтны
862,sich rühren::V,micare,вӧрзьӧтчыны
863,sich erheben::V,surgere,сувтны
864,sich setzen::V,considere,пуксьыны
865,hinfallen::V,cadere,пӧрласьны
866,laufen::V,vadere,мунны
867,schreiten::V,gradi,тальччавны
868,spazierengehen::V,ambulare,котрасьны
869,eilen::V,properare,тэрмасьны
870,sich beeilen::V,festinare,тэрмасьны
871,sausen::V,currere,вирдавны-котӧртны
872,rennen::V,currere,
873,springen::V,salire,чеччавны
874,klettern::V,niti,кышасьны
875,schaukeln::V,oscillare,чурликасьны
876,kriechen::V,repere,кыскасьны-мунны
877,kriechen::V,serpere,кыскасьны-мунны
878,schwimmen::V,nare,вартчыны
879,schwimmen::V,natare,вартчыны
880,tauchen::V,mergere,сунгисьны ваӧ
881,rudern::V,remigare,сынны
882,fahren::V,vehi,мунны
883,fliegen::V,volare,лэбавны
884,gehen::V,ire,мунны
885,gehen::V,vadere,мунны
886,weggehen::V,abire,мунны
887,weggehen::V,discedere,мунны
888,abfahren::V,proficisci,иньдӧтчыны
889,abfahren::V,proficisci,мунны
890,anhalten::V,consistere,сувтны
891,hineingehen::V,inire,пырны
892,hineingehen::V,ingredi,пырны
893,eintreten::V,intrare,пырны
894,kommen::V,venire,локны
895,ankommen::V,advenire,локны
896,zurückkommen::V,revenire,бертны
897,zurückkommen::V,revenire,панӧвтсьыны
898,bleiben::V,manere,кольччыны
899,warten::V,opperiri,видзчисьны
900,erwarten::V,opperiri,видзчисьны
901,erwarten::V,expectare,видзчисьны
902,suchen::V,quaerere,кошшыны
903,finden::V,reperire,адззыны
904,versuchen::V,conari,пондыны
905,versuchen::V,conari,пондӧтны
906,versuchen::V,temptare,пондыны
907,versuchen::V,temptare,пондӧтны
908,vorbereiten::V,parare,лӧсьӧтны
909,lieben::V,amare,милуйтны
910,mögen::V,amare,радейтны
911,lachen::V,ridere,серавны
912,rühren::V,commovere,сьӧлӧм вӧрзьӧтны
913,weinen::V,flere,горзыны
914,schimpfen::V,increpare,видчыны
915,sich ärgern::V,indignari,лёкавны
916,sich fürchten::V,vereri,повны
917,fürchten::V,timere,повны
918,fliehen::V,fugere,пышшыны
919,flüchten::V,effugere,пышшыны
920,sehen::V,videre,адззыны
921,anschauen::V,aspectare,видзӧтны
922,ansehen::V,spectare,видзӧтны
923,hören::V,audire,кывны
924,zuhören::V,auscultare,кывзыны
925,probieren::V,gustare,пешлыны
926,riechen::V,olfacere,дукавны
927,fühlen::V,sentire,кывны
928,scheinen::V,videri,декуйтчыны
929,zu sehen sein::V,conspici,тыдавны
930,vernehmen::V,comperire,тӧдмавны
931,frieren::V,algere,гегдыны
932,tun::V,facere,керны
933,können::V,posse,вермыны
934,wollen::V,velle,мӧдны
935,anfangen::V,incipere,петны
936,beenden::V,finire,ештӧтны
937,beenden::V,finire,керыштны
938,aufhören::V,desistere,дугдыны
939,gelingen::V,contingere,шогмыны
940,geraten::V,evenire,мыччисьны
941,öffnen::V,aperire,осьтны
942,schließen::V,claudere,пӧднавны
943,stellen::V,sistere,сувтӧтны
944,setzen::V,ponere,пуксьӧтны
945,legen::V,ponere,пуктыны
946,berühren::V,tangere,вӧрзьӧтны
947,verbinden::V,iungere,йитны
948,bedecken::V,tegere,вевттьыны
949,bedecken::V,operire,вевттьыны
950,aufhängen::V,suspendere,ӧшӧтны
951,anzünden::V,accendere,ӧзтыны
952,anzünden::V,inflammare,ӧзтыны
953,aufheben::V,tollere,лэбтыны
954,zurücklassen::V,relinquere,кольны
955,verlieren::V,perdere,ӧштыны
956,verlieren::V,amittere,ӧштыны
957,fallen lassen::V,dimittere,уськӧтны
958,machen::V,facere,керны
959,herstellen::V,fabricare,вӧчны
960,bauen::V,construere,строитны
961,reparieren::V,reparare,вочны
962,verbessern::V,emendare,бурсьӧтны
963,ändern::V,mutare,вежны
964,graben::V,fodere,гарйыны
965,beugen::V,flectere,кусіньтны
966,biegen::V,curvare,чукыльтыштны
967,drehen::V,torquere,бергӧтны
968,wenden::V,vertere,бергӧтны
969,umdrehen::V,convertere,бергӧтны
970,heben::V,tollere,лэбтыны
971,hochheben::V,levare,лэбтыны
972,ergreifen::V,capessere,кватитны
973,halten::V,tenere,видзны
974,drücken::V,premere,личкыны
975,schieben::V,promovere,тойлавны
976,kratzen::V,radere,шаркӧтны
977,lecken::V,lambere,нювны
978,beißen::V,mordere,йирны
979,abreißen::V,avellere,орӧтны
980,abschneiden::V,desecare,шӧрыштны
981,abschneiden::V,desecare,вундыштны
982,binden::V,ligare,гӧрдззыны
983,stecken::V,inserere,мӧртны
984,brechen::V,rumpere,жугдыны
985,klopfen::V,pultare,зукӧтны
986,hauen::V,ferire,желльыны
987,kleben::V,agglutinare,лякӧтны
988,reiben::V,terere,зыртны
989,streichen::V,oblinere,мавтны
990,schleifen::V,acuere,кыскыны
991,schneiden::V,secare,вундавны
992,rütteln::V,quassare,шатлавны
993,schütteln::V,quatere,зыбӧтны
994,schwenken::V,ventilare,ӧвтны
995,schwenken::V,ventilare,макайтны
996,schütten::V,fundere,кисьтны
997,füllen::V,complere,тыртны
998,füllen::V,complere,тырсьӧтны
999,einwickeln::V,involvere,тубны
1000,tragen::V,ferre,новйӧтны
1001,tragen::V,portare,новйӧтны
1002,schleppen::V,pertrahere,кыскыны
1003,ziehen::V,trahere,кыскыны
1004,aufbewahren::V,asservare,видзны
1005,werfen::V,iacere,шентывлыны
1006,fangen::V,capere,кутны
1007,packen::V,capessere,кутасьны
1008,packen::V,capessere,кватитны
1009,verstecken::V,abdere,дзебны
1010,teilen::V,partiri,торйӧтны
1011,teilen::V,dividere,торйӧтны
1012,schicken::V,mittere,иньдыны
1013,bringen::V,apportare,вайны
1014,hinzufügen::V,addere,содтыны
1015,bekommen::V,adipisci,получитны
1016,erhalten::V,accipere,получитны
1017,nehmen::V,sumere,босьтны
1018,wählen::V,eligere,бӧрйыны
1019,auswählen::V,deligere,бӧрйыны
1020,bewahren::V,conservare,видзны
1021,behindern::V,impedire,падтыны
1022,verderben::V,corrumpere,изводавны
1023,beschädigen::V,laedere,паздыны
1024,zerbrechen::V,rumpere,паздыны
1025,zerbrechen::V,frangere,паздыны
1026,zerreißen::V,discindere,косявны
1027,zerstören::V,delere,паздыны
1028,verbrennen::V,urere,сотны
1029,verbrennen::V,cremare,сотны
1030,geben::V,dare,сетны
1031,reichen::V,praebere,сетны
1032,schenken::V,donare,козьнавны
1033,schenken::V,largiri,козьнавны
1034,versprechen::V,polliceri,кӧсйыны
1035,versprechen::V,promittere,кӧсйыны
1036,loben::V,laudare,ошкыны
1037,küssen::V,osculari,окавны
1038,zudecken::V,tegere,вевттьыны
1039,wecken::V,excitare,саймӧтны
1040,zeigen::V,monstrare,мыччавны
1041,führen::V,ducere,нуӧтны
1042,lehren::V,docere,велӧтны
1043,unterrichten::V,instituere,велӧтны
1044,aufziehen::V,nutrire,быдтыны
1045,leiten::V,ducere,юравны
1046,leiten::V,ducere,веськӧтлыны
1047,antreiben::V,incitare,тэрмӧтны
1048,lassen::V,iubere,-ӧтыны
1049,einladen::V,invitare,корны
1050,vereinigen::V,coniungere,ӧтувтны
1051,vereinigen::V,coniungere,ӧтлаавны
1052,besuchen::V,visere,пыравлыны
1053,treffen::V,convenire,пантавны
1054,sich versammeln::V,convenire,ӧксьыны
1055,spielen::V,ludere,орсны
1056,singen::V,cantare,сьывны
1057,tanzen::V,saltare,йӧктыны
1058,sich trennen::V,digredi,торьясьны
1059,sich trennen::V,discedere,торьясьны
1060,verlassen::V,deserere,кольны
1061,verlassen::V,relinquere,кольны
1062,retten::V,servare,мынтны
1063,bewachen::V,custodire,смекайтны
1064,schützen::V,tueri,дорйыны
1065,schützen::V,tutari,дорйыны
1066,verteidigen::V,defendere,дорйыны
1067,sich schlagen::V,luctari,тышкасьны
1068,schießen::V,iaculari,лыйны
1069,siegen::V,vincere,вермыны
1070,ärgern::V,irritare,лӧгӧтны
1071,schlagen::V,ferire,базнитны
1072,treten::V,calcare,чужьявны
1073,stechen::V,pungere,бытшкыны
1074,stoßen::V,tundere,тапкыны
1075,stoßen::V,tundere,тойыштны
1076,stehlen::V,furari,гусявны
1077,stören::V,turbare,костіавны
1078,belästigen::V,obtundere,назыляйтны
1079,verbergen::V,celare,дзебны
1080,verbergen::V,occultare,дзебны
1081,täuschen::V,fallere,бӧбӧтны
1082,täuschen::V,fallere,пӧрьявны
1083,betrügen::V,fraudare,муклачитны
1084,töten::V,necare,вийны
1085,töten::V,caedere,вийны
1086,wohnen::V,habitare,овны
1087,arbeiten::V,laborare,уджавны
1088,sammeln::V,colligere,ӧктыны
1089,pflücken::V,carpere,судзлавны
1090,jagen::V,venari,вӧравны
1091,fischen::V,piscari,чериавны
1092,fassen::V,capere,кутны
1093,hüten::V,custodire,вердны
1094,hüten::V,custodire,йирсьӧтны
1095,treiben::V,agere,вашӧтны
1096,anbinden::V,alligare,кӧртавны
1097,füttern::V,nutrire,вердны
1098,melken::V,mulgere,высьтыны
1099,melken::V,mulgere,чилькӧтны
1100,hacken::V,findere,керавны
1101,gießen::V,rigare,киськавны
1102,reifen::V,maturescere,кисьмыны
1103,zubereiten::V,apparare,лӧсьӧтны
1104,kochen::V,coquere,пуны
1105,backen::V,coquere,пӧжавны
1106,braten::V,torrere,жаритны
1107,umrühren::V,commovere,соравны
1108,stricken::V,texere,домавны
1109,nähen::V,suere,вурны
1110,färben::V,tingere,краситны
1111,reinigen::V,purgare,весӧтны
1112,waschen::V,lavare,пеславны
1113,abwischen::V,abstergere,чышкыны
1114,spülen::V,perluere,гывьявны
1115,fegen::V,verrere,чышкыны
1116,kehren::V,purgare,чышкыны
1117,baden::V,lavari,купайтчыны 
1118,sich waschen::V,lavari,миссьыны
1119,ausziehen::V,exuere,гыжтӧтны
1120,ausziehen::V,exuere,пӧрччавны
1121,anziehen::V,induere,пасьтавны
1122,sich anziehen::V,vestiri,пасьтасьны
1123,kämmen::V,pectere,сынавны
1124,schmücken::V,ornare,баситны
1125,schmücken::V,decorare,баситны
1126,sagen::V,dicere,висьтавны
1127,sprechen::V,fari,шуны
1128,reden::V,loqui,баитны
1129,sich unterhalten::V,colloqui,сёрнитны
1130,sich unterhalten::V,disputare,сёрнитны
1131,fragen::V,rogare,юавны
1132,fragen::V,quaerere,юавны
1133,bitten::V,orare,корны
1134,bitten::V,rogare,корны
1135,erzählen::V,narrare,висьтавны
1136,mitteilen::V,communicare,висьтавны
1137,nennen::V,appellare,нимтны
1138,rufen::V,vocare,китсавны
1139,rufen::V,vocare,корны
1140,rufen::V,vocare,чукӧстны
1141,prahlen::V,gloriari,ошшасьны
1142,übersetzen::V,vertere,вуджӧтны
1143,denken::V,cogitare,чайтны
1144,glauben::V,credere,веритны
1145,bemerken::V,animadvertere,казявны
1146,erkennen::V,cognoscere,тӧдсавны
1147,begreifen::V,comprehendere,вежӧртны
1148,verstehen::V,intellegere,кывны
1149,lernen::V,discere,велӧтчыны
1150,wissen::V,scire,тӧдны
1151,sich erinnern an::V,meminisse,касьтывны
1152,vergessen::V,oblivisci,вунӧтны
1153,messen::V,metiri,меряйтны
1154,zählen::V,numerare,лыддьыны
1155,rechnen::V,reri,лыддьыны
1156,rechnen::V,calculare,лыддьыны
1157,lesen::V,legere,лыддьӧтны
1158,malen::V,pingere,
1159,zeichnen::V,scribere,гижмавны
1160,schreiben::V,scribere,гижны
1161,besitzen::V,possidere,лоны
1162,kaufen::V,emere,небны
1163,verkaufen::V,vendere,вузавны
1164,bezahlen::V,pendere,вештыны
1165,zahlen::V,solvere,вештыны
1166,beherrschen::V,regere,
1167,beherrschen::V,imperare,
1168,ertragen::V,tolerare,терпитны
1169,ertragen::V,sustinere,терпитны
1170,wünschen::V,,бурсьыны
1171,wiegen::V,,тюттьӧтны
