,Concept_ID,ca,cv
750,geizig::A,avar,хытӑ
751,klug::A,intel·ligent,ӑслӑ
752,geschickt::A,hàbil,ӑста
753,lieb::A,amat,савнӑ
754,lieb::A,estimat,савнӑ
755,lustig::A,alegre,хаваслӑ
756,sanft::A,suau,ачаш
757,hungrig::A,afamat,выҫӑ
758,krank::A,malālt,чирлӗ
759,nackt::A,nu,ҫара
760,traurig::A,trist,салхуллӑ
761,lebendig::A,viu,чӗрӗ
762,gut::A,bo,аван
763,gut::A,bo,лайӑх
764,schlecht::A,dolēnt,япӑх
765,schlecht::A,dolēnt,начар
766,richtig::A,just,тӗрӗс
767,richtig::A,correcte,тӗрӗс
768,schlimm::A,greu,йӗрӗнчӗк
769,wahr::A,vertader,чӑн
770,wahr::A,veritable,чӑн
771,alt::A,vell,кивӗ
772,neu::A,nou,ҫӗнӗ
773,ehemalig::A,antic,пулнӑ
774,alt[Lebewesen]::A,vell,ватӑ
775,jung::A,jove,яш
776,jung::A,jove,ҫамрӑк
777,arm::A,pobre,чухӑн
778,reich::A,ric,пуян
779,bekannt::A,conegut,пӗлӗш
780,berühmt::A,famós,чаплӑ
781,fremd::A,estrany,ют
782,verschieden::A,diferent,расна
783,nah::A,pròxim,ҫывӑх
784,nah::A,pròxim,ҫывӑхри
785,fern::A,llunyà,инҫе
786,fern::A,llunyà,аякри
787,fern::A,distant,инҫе
788,fern::A,distant,аякри
789,linker::A,esquerre,сулахай
790,rechter::A,dret,сылтӑм
791,anderer::A,altre,урӑх
792,erster::A,primer,пӗрремӗш
793,zweiter::A,segon,иккӗмӗш
794,dritter::A,tercer,виҫҫӗмӗш
795,letzter::A,últim,юлашки
796,allein::ADV,sol,пӗччен
797,auf einmal::ADV,d'una vegada,кӗмӗрккен
798,zusammen::ADV,junt,пӗрле
799,lange::ADV,molt de temps,вӑрах
800,plötzlich::ADV,de cop,сасартӑк
801,plötzlich::ADV,de sobte,сасартӑк
802,sofort::ADV,de seguida,тӳрех
803,später::ADV,més tard,кайран
804,jetzt::ADV,ara,халь
805,jetzt::ADV,ara,халӗ
806,heute::ADV,avūi,паян
807,morgen::ADV,demà,ыран
808,bald::ADV,aviāt,халех
809,bald::ADV,aviāt,кӗҫех
810,dann::ADV,després,унтан
811,gestern::ADV,ahir,ӗнер
812,einst::ADV,anteriorment,пӗррехинче
813,damals::ADV,llavōrs,ун чухне
814,damals::ADV,llavōrs,апла пулсан
815,damals::ADV,aleshores,ун чухне
816,damals::ADV,aleshores,апла пулсан
817,danach::ADV,després,унтан
818,vorher::ADV,abāns,малтан
819,zuerst::ADV,primer,пирвай
820,einmal::ADV,una vegada,пӗррехинче
821,manchmal::ADV,de vegades,хӑш чухне
822,oft::ADV,sovint,тӑтӑш
823,immer::ADV,sempre,ялан
824,niemals::ADV,no ... mai,нихӑҫан та
825,hier::ADV,aquí,кунта
826,hierhin::ADV,per aquí,кунта
827,von hier::ADV,des d'aquí,кунтан
828,dort::ADV,allí,унта
829,dort::ADV,allí,ҫавӑнта
830,dorthin::ADV,hi,унта
831,dorthin::ADV,hi,ҫавӑнта
832,geradeaus::ADV,tot dret,тикӗс
833,vorwärts::ADV,endavānt,малалла
834,rückwärts::ADV,endarrera,хыҫала
835,zurück::ADV,darrere,каялла
836,unten::ADV,a baix,аялта
837,hinab::ADV,cap avall,аялта
838,oben::ADV,dalt,ҫӳлте
839,hinauf::ADV,cap amunt,ҫӳле
840,überall::ADV,pertot,таҫта та
841,überall::ADV,pertot,пур ҫӗрте те
842,überall::ADV,pertot,кирек ӑҫта та
843,überall::ADV,per tot arreu,таҫта та
844,überall::ADV,per tot arreu,пур ҫӗрте те
845,überall::ADV,per tot arreu,кирек ӑҫта та
846,nicht::ADV,no,мар
847,ein wenig::ADV,una mica,пӑртак
848,kaum::ADV,a penes,аран
849,sehr::ADV,molt,питӗ
850,so::ADV,així,апла
851,noch::ADV,encara,татах
852,nur::ADV,només,ҫех
853,schon::ADV,ja,ӗнтӗ
854,wieder::ADV,de nou,каллех
855,vergebens::ADV,en va,харам
856,vor::PRP,davānt,умӗнче
857,vor::PRP,enfront de,умӗнче
858,hinter::PRP,darrera,кайра
859,unter::PRP,sota,айне
860,unter::PRP,sota,айӗпе
861,unter::PRP,sota,айӗнче
862,unter::PRP,sota,ҫитеспе
863,durch::PRP,per,витӗр
864,neben::PRP,al costāt de,патӗнче
865,zwischen::PRP,entre,хушшинче
866,wegen::PRP,a causa de,пула
867,wegen::PRP,a causa de,пирки
868,dies::PRN,aquest,ку
869,dies::PRN,aquest,ҫак
870,das::PRN,això,ҫав
871,alles::PRN,tot,пурте
872,alles::PRN,tot,йӑлт
873,ich::PRN,jo,эп
874,du::PRN,tu,эс
875,er::PRN,ell,вӑл
876,wir::PRN,nosaltres,эпир
877,ihr::PRN,vosaltres,эсир
878,sie::PRN,ells,вӗсем
879,sie::PRN,elles,вӗсем
880,was::FPRN,què,мӗн
881,was::FPRN,què,мӗскер
882,was::FPRN,què,мӗн те пулин
883,wer::FPRN,qui,кам
884,wo::FADV,on,ӑҫта
885,wohin::FADV,cap a on,ӑҫта
886,wie::FADV,com,епле
887,wie::FADV,com,мӗнле
888,warum::FADV,per què,ма
889,warum::FADV,per què,мӗншӗн
890,wieviel::FNUM,quant,миҫе
891,eins::NUM,u,пӗр
892,eins::NUM,u,пӗрре
893,zwei::NUM,dos,ик
894,zwei::NUM,dos,икӗ
895,zwei::NUM,dos,иккӗ
896,drei::NUM,tres,виҫ
897,drei::NUM,tres,виҫӗ
898,drei::NUM,tres,виҫҫӗ
899,vier::NUM,quatre,тӑват
900,fünf::NUM,cinc,пилӗк
901,fünf::NUM,cinc,пиллӗк
902,sechs::NUM,sis,улт
903,sechs::NUM,sis,ултӑ
904,sechs::NUM,sis,улттӑ
905,sieben::NUM,set,ҫич
906,sieben::NUM,set,ҫичӗ
907,sieben::NUM,set,ҫиччӗ
908,acht::NUM,vuit,сакӑр
909,acht::NUM,vuit,саккӑр
910,neun::NUM,nou,тӑхӑр
911,neun::NUM,nou,тӑххӑр
912,zehn::NUM,deu,вунӑ
913,zehn::NUM,deu,вуннӑ
914,elf::NUM,onze,вун пӗр
915,zwölf::NUM,dotze,вун ик
916,zwölf::NUM,dotze,вун икӗ
917,zwölf::NUM,dotze,вун иккӗ
918,zwanzig::NUM,vint,ҫирӗм
919,dreißig::NUM,trenta,вӑтӑр
920,vierzig::NUM,quaranta,хӗрӗх
921,fünfzig::NUM,cinquanta,аллӑ
922,sechzig::NUM,seixanta,утмӑл
923,siebzig::NUM,setanta,ҫитмӗл
924,achtzig::NUM,vuitanta,сакӑр вунӑ
925,achtzig::NUM,vuitanta,сакӑр вуннӑ
926,neunzig::NUM,noranta,тӑхӑр вун
927,neunzig::NUM,noranta,тӑхӑр вунӑ
928,neunzig::NUM,noranta,тӑхӑр вуннӑ
929,hundert::NUM,cent,ҫӗр
930,tausend::NUM,mil,пин
931,und::CNJ,i,та
932,oder::CNJ,o,е
933,stehen::V,estar de peu,тӑр
934,sitzen::V,seure,лар
935,liegen::V,jeure,вырт
936,hängen::V,penjar,усӑнса тӑр
937,hängen::V,penjar,ҫакӑнса тӑр
938,werden::V,fer-se,пул
939,werden::V,posar-se,пул
940,passieren::V,succeir,пул
941,beginnen::V,iniciar-se,пуҫлан
942,enden::V,acabar-se,пӗт
943,enden::V,acabar-se,вӗҫлен
944,enden::V,terminar-se,пӗт
945,enden::V,terminar-se,вӗҫлен
946,wechseln::V,canviar,улшӑн
947,aufgehen[Sonne]::V,sortir,тух
948,untergehen[Sonne]::V,posar-se,анса лар
949,scheinen[Sonne]::V,brillar,пӑх
950,donnern::V,tronar,кӗмсӗртет
951,donnern::V,tronar,авӑт
952,wehen::V,bufar,варкӑш
953,strömen::V,afluir,тӑкӑн
954,fließen::V,fluir,юх
955,sich drehen::V,girar,ҫаврӑн
956,schwanken::V,vacil·lar,чӳхен
957,schwingen::V,oscil·lar,суллан
958,fallen::V,caure,кип
959,fallen::V,caure,тӳр кип
960,fallen::V,caure,татӑлса ан
961,fallen::V,tombar,кип
962,fallen::V,tombar,тӳр кип
963,fallen::V,tombar,татӑлса ан
964,brennen::V,cremar,ҫун
965,rauchen::V,fumejar,мӑкӑрлан
966,rauchen::V,fumejar,тӗтӗм кӑлар
967,regnen::V,ploure,ҫумӑр ҫӑвать
968,gefrieren::V,gelar-se,шӑн
969,tauen::V,fondre's,ирӗл
970,schmelzen::V,fondre's,ирӗл
971,trocknen::V,assecar-se,тип
972,sieden::V,bullir,вӗре
973,faulen::V,podrir-se,ҫӗр
974,verfaulen::V,podrir-se,ҫӗр
975,reißen::V,trencar-se,ҫурӑл
976,versinken::V,enfonsar-se,пут
977,vergehen::V,passar,ирт
978,erscheinen::V,aparèixer,курӑн
979,erscheinen::V,aparèixer,курӑнса кай
980,verschwinden::V,desaparèixer,ҫухал
981,sinken::V,baixar,чак
982,sinken::V,descendir,чак
983,abnehmen::V,decréixer,чак
984,zunehmen::V,augmentar,пысӑклан
985,steigen::V,pujar,ҫӗклен
986,wachsen::V,créixer,ӳс
987,glänzen::V,brillar,ҫиҫ
988,glänzen::V,resplendir,ҫиҫ
989,funkeln::V,espurnejar,ялкӑш
990,funkeln::V,espurnejar,йӑлтӑртат
991,lärmen::V,fer soroll,шавла
992,läuten::V,sonar,шӑнкӑравла
993,klingeln::V,trucar,шӑнкӑравла
994,klirren::V,dringar,калтлат
995,klirren::V,dringar,шӑнкӑлтат
996,brausen::V,rugir,ахӑр
997,rauschen::V,murmurar,вашӑлтат
998,rauschen::V,murmurar,чашӑлтат
999,klingen::V,sonar,янӑра
1000,bellen::V,lladrar,вӗр
1001,heulen::V,udolar,ула
1002,blasen::V,bufar,вӗр
1003,pfeifen::V,xiular,шӑхӑр
1004,schreien::V,cridar,кӑшкӑр
1005,stöhnen::V,gemegar,йынӑш
1006,zittern::V,tremolar,чӗтре
1007,leben::V,vīure,пурӑн
1008,geboren werden::V,néixer,ҫурал
1009,atmen::V,respirar,сывла
1010,trinken::V,beure,ӗҫ
1011,essen::V,menjar,ҫи
1012,schlucken::V,empassar-se,ҫӑт
1013,müde werden::V,cansar-se,ӗшен
1014,einschlafen::V,adormir-se,ыйха пут
1015,einschlafen::V,adormir-se,ҫывӑрса кай
1016,schlafen::V,dormir,ҫывӑр
1017,aufwachen::V,despertar-se,вӑран
1018,aufstehen::V,llevar-se,тӑр
1019,sich erholen::V,descansar,кан
1020,krank werden::V,posar-se malalt,чирле
1021,krank sein::V,estar malalt,чирле
1022,schmerzen::V,doldre,сур
1023,schmerzen::V,doldre,ырат
1024,husten::V,tossir,ӳсӗр
1025,genesen::V,recuperar-se,сывал
1026,genesen::V,recuperar-se,тӳрлен
1027,sterben::V,morir,вил
1028,umkommen::V,perir,вил
1029,sich bewegen::V,moure's,куҫ
1030,sich rühren::V,moure's,хускал
1031,sich erheben::V,aixecar-se,тӑр
1032,sich setzen::V,asseure's,лар
1033,hinfallen::V,caure's,ӳк
1034,laufen::V,caminar,ут
1035,schreiten::V,procedir,ут
1036,spazierengehen::V,passejar,уҫӑлса ҫӳре
1037,spazierengehen::V,passejar,уткаласа ҫӳре
1038,eilen::V,anar corrent,васка
1039,eilen::V,anar corrent,хыпалан
1040,sich beeilen::V,afanyar-se,васка
1041,sich beeilen::V,afanyar-se,хыпалан
1042,sausen::V,córrer,ыткӑн
1043,sausen::V,córrer,вӗҫтер
1044,rennen::V,córrer,чуп
1045,springen::V,saltar,сик
1046,klettern::V,escalar,улӑх
1047,schaukeln::V,gronxar-se,йӳрӗн
1048,schaukeln::V,balancejar-se,йӳрӗн
1049,kriechen::V,reptar,шу
1050,kriechen::V,reptar,упален
1051,kriechen::V,arrossegar-se,шу
1052,kriechen::V,arrossegar-se,упален
1053,schwimmen::V,nadar,иш
1054,tauchen::V,bussejar,чӑм
1055,tauchen::V,submergir-se,чӑм
1056,rudern::V,remar,авӑс
1057,fahren::V,anar,пыр
1058,fliegen::V,volar,вӗҫ
1059,gehen::V,caminar,кай
1060,weggehen::V,anar-se'n,кай
1061,abfahren::V,partir,тапран
1062,anhalten::V,aturar-se,чарӑн
1063,hineingehen::V,entrar,кӗр
1064,eintreten::V,entrar,кӗр
1065,kommen::V,venir,кил
1066,ankommen::V,arribar,ҫит
1067,zurückkommen::V,tornar,таврӑн
1068,zurückkommen::V,tornar,каялла кил
1069,bleiben::V,quedar-se,юл
1070,warten::V,esperar,кӗт
1071,erwarten::V,esperar,кӗт
1072,suchen::V,buscar,шыра
1073,finden::V,trobar,туп
1074,versuchen::V,intentar,пикен
1075,vorbereiten::V,preparar,хатӗрле
1076,lieben::V,estimar,юрат
1077,mögen::V,agradar a,кӑмӑлла
1078,mögen::V,agradar a,килӗштер
1079,lachen::V,riure,кул
1080,lachen::V,riure,ахӑлтат
1081,rühren::V,commoure,ҫулӑх
1082,rühren::V,emocionar,ҫулӑх
1083,weinen::V,plorar,йӗр
1084,weinen::V,plorar,макӑр
1085,schimpfen::V,renyar,вӑрҫ
1086,schimpfen::V,renyar,ятлаҫ
1087,sich ärgern::V,enfadar-se,ҫиллен
1088,sich fürchten::V,tenir por,шиклен
1089,fürchten::V,témer,хӑра
1090,fliehen::V,fugir,тар
1091,flüchten::V,refugiar-se,чупса тар
1092,sehen::V,veure,кур
1093,anschauen::V,mirar,пӑхса ил
1094,ansehen::V,mirar,пӑх
1095,hören::V,oir,илт
1096,zuhören::V,escoltar,итле
1097,zuhören::V,escoltar,тӑнла
1098,probieren::V,provar,астив
1099,riechen::V,olorar,шӑршла
1100,fühlen::V,sentīr,туй
1101,fühlen::V,sentīr,сис
1102,scheinen::V,semblar,туйӑн
1103,zu sehen sein::V,poder-se veure,курӑн
1104,vernehmen::V,percebre,пӑл
1105,frieren::V,tenir fred,йӳтен
1106,tun::V,fer,ту
1107,können::V,poder,пултар
1108,wollen::V,voler,те
1109,anfangen::V,iniciar,пуҫла
1110,beenden::V,acabar,пӗтер
1111,aufhören::V,deixar,пӑрах
1112,gelingen::V,sortir bé,ӑн
1113,geraten::V,sortir,пул
1114,öffnen::V,obrir,уҫ
1115,schließen::V,tancar,хуп
1116,stellen::V,posar,ларт
1117,stellen::V,posar,тӑрат
1118,stellen::V,col·locar,ларт
1119,stellen::V,col·locar,тӑрат
1120,setzen::V,assentar,ларт
1121,legen::V,posar,хур
1122,berühren::V,tocar,перӗн
1123,verbinden::V,unir,сып
1124,verbinden::V,connectar,сып
1125,bedecken::V,tapar,вит
1126,bedecken::V,cobrir,вит
1127,aufhängen::V,penjar,ҫак
1128,anzünden::V,encendre,ҫут
1129,aufheben::V,aixecar,ҫӗкле
1130,zurücklassen::V,deixar,манса хӑвар
1131,verlieren::V,pērdre,ҫӗтер
1132,fallen lassen::V,deixar caure,ӳкер
1133,machen::V,fer,ту
1134,herstellen::V,producir,ӑстала
1135,bauen::V,construir,ту
1136,reparieren::V,reparar,юса
1137,verbessern::V,millorar,лайӑхлат
1138,ändern::V,canviar,улӑштар
1139,graben::V,cavar,чав
1140,graben::V,cavar,чакала
1141,beugen::V,doblegar,кукӑрт
1142,biegen::V,corbar,ав
1143,biegen::V,corbar,кукӑрт
1144,biegen::V,arquejar,ав
1145,biegen::V,arquejar,кукӑрт
1146,drehen::V,girar,ҫавӑр
1147,wenden::V,girar,ӳпӗнтер
1148,umdrehen::V,voltar,ҫавӑр
1149,heben::V,pujar,хӑпарт
1150,heben::V,aixecar,хӑпарт
1151,hochheben::V,aixecar,йӑт
1152,ergreifen::V,agafar,тыт
1153,halten::V,mantenir,тыт
1154,drücken::V,prémer,пус
1155,drücken::V,estrènyer,пус
1156,schieben::V,empènyer,тӗк
1157,schieben::V,empènyer,тӗрт
1158,kratzen::V,raspar,хыр
1159,lecken::V,llepar,ҫула
1160,beißen::V,mossegar,ҫырт
1161,beißen::V,mossegar,хып
1162,abreißen::V,arrencar,тат
1163,abschneiden::V,tallar,кас
1164,binden::V,lligar,ҫых
1165,stecken::V,ficar,чик
1166,brechen::V,trencar,хуҫ
1167,klopfen::V,trucar,такка
1168,hauen::V,picar,шакка
1169,hauen::V,colpejar,шакка
1170,kleben::V,enganxar,ҫыпӑҫтар
1171,reiben::V,fregar,сӑтӑр
1172,streichen::V,untar,сӗр
1173,schleifen::V,afilar,хӑйра
1174,schleifen::V,esmolar,хӑйра
1175,schneiden::V,tallar,кас
1176,rütteln::V,sacsejar,лӑка
1177,rütteln::V,sacsejar,силлентер
1178,schütteln::V,agitar,лӑка
1179,schütteln::V,agitar,силлентер
1180,schütteln::V,sacsejar,лӑка
1181,schütteln::V,sacsejar,силлентер
1182,schwenken::V,agitar,сулла
1183,schütten::V,abocar,тултар
1184,füllen::V,omplir,тултар
1185,einwickeln::V,embolicar,чӗрке
1186,tragen::V,dur,ҫӗкле
1187,tragen::V,portar,ҫӗкле
1188,schleppen::V,arrossegar,сӗтӗр
1189,ziehen::V,tirar,тӑс
1190,ziehen::V,estirar,тӑс
1191,aufbewahren::V,conservar,усра
1192,werfen::V,llançar,пӑрах
1193,fangen::V,agafar,тыт
1194,fangen::V,atrapar,тыт
1195,packen::V,engrapar,тыт
1196,verstecken::V,amagar,пытарса хур
1197,teilen::V,dividir,уйӑр
1198,teilen::V,dividir,пайла
1199,schicken::V,enviar,яр
1200,bringen::V,portar,кӳр
1201,hinzufügen::V,afegir,хуш
1202,bekommen::V,obtenir,ил
1203,bekommen::V,obtenir,туян
1204,erhalten::V,rebre,ил
1205,erhalten::V,rebre,туян
1206,nehmen::V,prendre,ил
1207,wählen::V,triar,суйла
1208,wählen::V,elegir,суйла
1209,auswählen::V,escollir,суйла
1210,auswählen::V,seleccionar,суйла
1211,bewahren::V,conservar,упра
1212,behindern::V,impedir,кансӗрле
1213,behindern::V,impedir,чӑрмантар
1214,behindern::V,obstaculitzar,кансӗрле
1215,behindern::V,obstaculitzar,чӑрмантар
1216,verderben::V,espatllar,пӑс
1217,beschädigen::V,danyar,пӑс
1218,beschädigen::V,destrossar,пӑс
1219,zerbrechen::V,trencar,ват
1220,zerbrechen::V,trencar,ҫӗмӗр
1221,zerreißen::V,estripar,ҫур
1222,zerstören::V,destruir,иш
1223,verbrennen::V,cremar,ҫунтар
1224,geben::V,donar,пар
1225,reichen::V,passar,пар
1226,schenken::V,regalar,парнеле
1227,versprechen::V,prometre,тума пул
1228,versprechen::V,prometre,сӑмах пар
1229,wünschen::V,desitjar,сун
1230,loben::V,elogiar,ырла
1231,küssen::V,fer un petó a,чуп ту
1232,wiegen::V,bressolar,сиктер
1233,wiegen::V,bressolar,силле
1234,zudecken::V,tapar,вит
1235,zudecken::V,cobrir,вит
1236,wecken::V,despertar,вӑрат
1237,zeigen::V,mostrar,кӑтарт
1238,zeigen::V,ensenyar,кӑтарт
1239,führen::V,guiar,илсе пыр
1240,führen::V,guiar,ҫавӑтса пыр
1241,führen::V,conduir,илсе пыр
1242,führen::V,conduir,ҫавӑтса пыр
1243,lehren::V,ensenyar,вёрент
1244,unterrichten::V,ensenyar,вёрент
1245,aufziehen::V,criar,вӗрент
1246,leiten::V,dirigir,тытса пыр
1247,antreiben::V,impel·lir,васкат
1248,lassen::V,fer,пусахла
1249,lassen::V,fer,хуш
1250,einladen::V,invitar,чӗн
1251,einladen::V,convidar,чӗн
1252,vereinigen::V,unir,пӗрлештер
1253,besuchen::V,visitar,ҫит
1254,besuchen::V,visitar,кӗрсе кур
1255,besuchen::V,anar a veure,ҫит
1256,besuchen::V,anar a veure,кӗрсе кур
1257,treffen::V,trobar,тӗл пул
1258,sich versammeln::V,reunir-se,пуҫтарӑн
1259,spielen::V,jugar,выля
1260,singen::V,cantār,юрла
1261,tanzen::V,ballar,ташла
1262,sich trennen::V,separar-se,уйрӑл
1263,verlassen::V,deixar,хӑвар
1264,verlassen::V,abandonar,хӑвар
1265,retten::V,salvar,ҫӑл
1266,bewachen::V,vigilar,хуралла
1267,schützen::V,protegir,сыхла
1268,verteidigen::V,defensar,хӳтӗле
1269,sich schlagen::V,barallar-se,ҫапӑҫ
1270,schießen::V,tirar,пер
1271,schießen::V,disparar,пер
1272,siegen::V,vèncer,ҫӗн
1273,siegen::V,vèncer,ҫӗнтер
1274,ärgern::V,enfadar,тарӑхтар
1275,ärgern::V,enfadar,ҫиллентер
1276,schlagen::V,pegar,ҫап
1277,schlagen::V,colpejar,ҫап
1278,treten::V,donar un cop de peu a,тап
1279,stechen::V,punxar,чик
1280,stechen::V,apunyalar,чик
1281,stoßen::V,empènyer,чыш
1282,stehlen::V,robar,вӑрла
1283,stören::V,molestar,кансӗрле
1284,belästigen::V,importunar,аптӑрат
1285,belästigen::V,importunar,хупла
1286,verbergen::V,amagar,пытар
1287,verbergen::V,ocultar,пытар
1288,täuschen::V,enganyar,суй
1289,betrügen::V,estafar,ултала
1290,töten::V,matar,вӗлер
1291,wohnen::V,vīure,чуна пар
1292,wohnen::V,vīure,парӑнса тӑр
1293,wohnen::V,habitar,чуна пар
1294,wohnen::V,habitar,парӑнса тӑр
1295,arbeiten::V,treballar,ӗҫле
1296,sammeln::V,col·leccionar,пух
1297,pflücken::V,collir,тат
1298,jagen::V,caçar,сунара ҫӳре
1299,fischen::V,pescar,пулӑ тыт
1300,fassen::V,atrapar,тыт
1301,hüten::V,pasturar,кӗт
1302,treiben::V,arriar,хӑвала
1303,anbinden::V,lligar,кӑкар
1304,füttern::V,donar menjar a,ҫитер
1305,melken::V,munyir,су
1306,hacken::V,picar,вакла
1307,hacken::V,tallar,вакла
1308,gießen::V,regar,шӑвар
1309,reifen::V,madurar,пиҫ
1310,zubereiten::V,preparar,пӗҫер
1311,kochen::V,coure,пӗҫер
1312,backen::V,coure al forn,пӗҫер
1313,braten::V,rostir,ӑшала
1314,umrühren::V,remenar,хутӑштар
1315,stricken::V,tricotar,ҫых
1316,stricken::V,fer punt de mitja,ҫых
1317,nähen::V,cosir,ҫӗле
1318,färben::V,tenyir,пӗвет
1319,reinigen::V,netejar,тасат
1320,waschen::V,rentār,ҫу
1321,abwischen::V,eixugar,шӑл
1322,spülen::V,esbandir,чӳхе
1323,fegen::V,escombrar,шӑл
1324,kehren::V,escombrar,шӑл
1325,baden::V,banyar-se,шыва кӗр
1326,sich waschen::V,rentār-se,ҫӑвӑн
1327,ausziehen::V,treure's,салан
1328,anziehen::V,posar-se,тӑхӑн
1329,sich anziehen::V,vestir-se,тӑхӑн
1330,kämmen::V,pentinar,тура
1331,schmücken::V,adornar,илемлет
1332,sagen::V,dir,те
1333,sprechen::V,parlar,кала
1334,reden::V,parlar,сӑмахла
1335,reden::V,parlar,калаҫ
1336,sich unterhalten::V,conversar,пупле
1337,fragen::V,preguntar,ыйт
1338,bitten::V,demanar,ыйт
1339,erzählen::V,contar,каласа пар
1340,erzählen::V,explicar,каласа пар
1341,mitteilen::V,comunicar,пӗлтер
1342,mitteilen::V,comunicar,хыпарла
1343,nennen::V,nomenar,те
1344,nennen::V,nomenar,чӗн
1345,rufen::V,cridar,чӗн
1346,prahlen::V,lloar-se,мухтан
1347,prahlen::V,lloar-se,вӗҫкӗнлен
1348,prahlen::V,jactar-se,мухтан
1349,prahlen::V,jactar-se,вӗҫкӗнлен
1350,übersetzen::V,traduir,куҫар
1351,denken::V,pensar,шухӑшла
1352,glauben::V,creure,ӗнен
1353,bemerken::V,notar,асӑрха
1354,erkennen::V,reconèixer,палла
1355,begreifen::V,comprendre,ӑнлан
1356,verstehen::V,entendre,пӗл
1357,lernen::V,aprendre,вӗрен
1358,wissen::V,saber,пӗл
1359,wissen::V,saber,ӑнкар
1360,sich erinnern an::V,recordar,аса ил
1361,vergessen::V,oblidar,ман
1362,vergessen::V,oblidar,манса кай
1363,messen::V,mesurar,виҫ
1364,zählen::V,comptar,шутла
1365,rechnen::V,calcular,шутла
1366,lesen::V,llegir,вула
1367,malen::V,pintar,ӳкер
1368,zeichnen::V,dibuixar,ӳкер
1369,schreiben::V,escrīure,ҫыр
1370,besitzen::V,posseir,тыт
1371,kaufen::V,comprar,ил
1372,kaufen::V,comprar,туян
1373,verkaufen::V,vendre,сут
1374,bezahlen::V,pagar,тӳле
1375,zahlen::V,pagar per,тӳле
1376,beherrschen::V,dominar,тыт
1377,ertragen::V,aguantar,тӳс
