,Concept_ID,mdf,cv
710,grün::A,пиже,ӑс пухман
711,grün::A,сянгяря,симӗс
712,grün::A,сянгяря,пиҫмен
713,grün::A,сянгяря,ӑс пухман
714,grau::A,уле,кӑвак
715,bunt::A,сёрмав,чӑпар
716,billig::A,у́цез,йӳнӗ
717,billig::A,аф пи́тни,йӳнӗ
718,teuer::A,пи́тни,хаклӑ
719,wertvoll::A,питни,паха
720,blind::A,сокор,суккӑр
721,taub::A,пярав,хӑлхасӑр
722,kräftig::A,пяк вии,хӑватлӑ
723,stark::A,вии,вирлӗ
724,schwach::A,лафча,халсӑр
725,fett::A,куя́,самӑр
726,fett::A,куя́,мӑнтӑр
727,schlank::A,виде ронга,йӑрӑс
728,schlank::A,виде ронга,яштака
729,hübsch::A,мазы,хитре
730,böse::A,кяжи,усал
731,dumm::A,аф ёню,ухмах
732,dumm::A,шава пря,ухмах
733,faul::A,нола,наян
734,faul::A,нола,юлхав
735,faul::A,нола,ӳркенчӗк
736,fleißig::A,ку́лхцонды,хастар
737,geizig::A,кирьжя,хытӑ
738,geizig::A,жаднай,хытӑ
739,klug::A,ёню,ӑслӑ
740,klug::A,пря́ви,ӑслӑ
741,geschickt::A,маштозь тиф,ӑста
742,lieb::A,цебярь,савнӑ
743,lustig::A,ра́хси,хаваслӑ
744,sanft::A,сетьме,ачаш
745,hungrig::A,вача,выҫӑ
746,hungrig::A,вачеда,выҫӑ
747,krank::A,сяряди,чирлӗ
748,nackt::A,штада,ҫара
749,nackt::A,кърхтапа,ҫара
750,traurig::A,ла́жнай,салхуллӑ
751,lebendig::A,эряй,чӗрӗ
752,gut::A,пара,аван
753,gut::A,пара,лайӑх
754,gut::A,цебярь,аван
755,gut::A,цебярь,лайӑх
756,schlecht::A,кальдяв,япӑх
757,schlecht::A,кальдяв,начар
758,richtig::A,виде,тӗрӗс
759,schlimm::A,кальдяв,йӗрӗнчӗк
760,wahr::A,афкуксонь,чӑн
761,alt::A,ташта,кивӗ
762,neu::A,од,ҫӗнӗ
763,ehemalig::A,и́нгольдень,пулнӑ
764,alt[Lebewesen]::A,сире,ватӑ
765,jung::A,од,яш
766,jung::A,од,ҫамрӑк
767,arm::A,а́шу,чухӑн
768,reich::A,козя,пуян
769,bekannt::A,содаф,пӗлӗш
770,berühmt::A,содавикс,чаплӑ
771,fremd::A,лия,ют
772,fremd::A,аф содаф,ют
773,verschieden::A,аф фкя ла́цонь,расна
774,nah::A,мала,ҫывӑх
775,nah::A,мала,ҫывӑхри
776,nah::A,аф ичкоздень,ҫывӑх
777,nah::A,аф ичкоздень,ҫывӑхри
778,fern::A,и́чкоздень,инҫе
779,fern::A,и́чкоздень,аякри
780,fern::A,куна́рдонь,инҫе
781,fern::A,куна́рдонь,аякри
782,linker::A,кержи,сулахай
783,rechter::A,види,сылтӑм
784,anderer::A,лия,урӑх
785,erster::A,васенце,пӗрремӗш
786,zweiter::A,омбоце,иккӗмӗш
787,dritter::A,колмоце,виҫҫӗмӗш
788,letzter::A,ме́кольце,юлашки
789,allein::ADV,ськамонза,пӗччен
790,auf einmal::ADV,вихцок,кӗмӗрккен
791,zusammen::ADV,марс,пӗрле
792,zusammen::ADV,ма́рса,пӗрле
793,lange::ADV,кува́тьс,вӑрах
794,plötzlich::ADV,а́пак учт,сасартӑк
795,sofort::ADV,тяникиге,тӳрех
796,später::ADV,ме́ле,кайран
797,jetzt::ADV,тяни,халь
798,jetzt::ADV,тяни,халӗ
799,heute::ADV,тячи,паян
800,morgen::ADV,ва́нды,ыран
801,bald::ADV,курок,халех
802,bald::ADV,курок,кӗҫех
803,dann::ADV,меле,унтан
804,dann::ADV,сяда меле,унтан
805,gestern::ADV,ися́к,ӗнер
806,einst::ADV,весть,пӗррехинче
807,einst::ADV,мзя́рда-бди,пӗррехинче
808,damals::ADV,эста,ун чухне
809,damals::ADV,эста,апла пулсан
810,danach::ADV,меле,унтан
811,vorher::ADV,инголи,малтан
812,zuerst::ADV,ва́сенда,пирвай
813,einmal::ADV,весть,пӗррехинче
814,manchmal::ADV,лия́ста,хӑш чухне
815,manchmal::ADV,ко́ста-ко́ста,хӑш чухне
816,oft::ADV,си́деста,тӑтӑш
817,immer::ADV,фалу,ялан
818,immer::ADV,най,ялан
819,niemals::ADV,аф мзя́рдонга,нихӑҫан та
820,hier::ADV,тяса,кунта
821,hierhin::ADV,сей,кунта
822,hierhin::ADV,тяза,кунта
823,von hier::ADV,тя́ста,кунтан
824,dort::ADV,тоса,унта
825,dort::ADV,тоса,ҫавӑнта
826,dorthin::ADV,тов,унта
827,dorthin::ADV,тов,ҫавӑнта
828,dorthin::ADV,тоза,унта
829,dorthin::ADV,тоза,ҫавӑнта
830,geradeaus::ADV,ви́деста,тикӗс
831,vorwärts::ADV,и́нголи,малалла
832,rückwärts::ADV,ме́ки,хыҫала
833,zurück::ADV,ме́ки,каялла
834,unten::ADV,ала,аялта
835,hinab::ADV,алу,аялта
836,oben::ADV,вяре,ҫӳлте
837,hinauf::ADV,вяри,ҫӳле
838,überall::ADV,се́мбе ва́стова,таҫта та
839,überall::ADV,се́мбе ва́стова,пур ҫӗрте те
840,überall::ADV,се́мбе ва́стова,кирек ӑҫта та
841,nicht::ADV,аф,мар
842,ein wenig::ADV,аф лама,пӑртак
843,kaum::ADV,а́ньцек,аран
844,sehr::ADV,пяк,питӗ
845,so::ADV,ста́не,апла
846,noch::ADV,нинге,татах
847,nur::ADV,аньцек,ҫех
848,schon::ADV,ни,ӗнтӗ
849,wieder::ADV,та́га,каллех
850,vergebens::ADV,стак,харам
851,vor::PRP,инголе,умӗнче
852,hinter::PRP,фтала,кайра
853,hinter::PRP,мельге,кайра
854,unter::PRP,ала,айне
855,unter::PRP,ала,айӗпе
856,unter::PRP,ала,айӗнче
857,unter::PRP,ала,ҫитеспе
858,durch::PRP,пачк,витӗр
859,neben::PRP,ваксса,патӗнче
860,zwischen::PRP,ёткса,хушшинче
861,wegen::PRP,сюнеда,пула
862,wegen::PRP,сюнеда,пирки
863,dies::PRN,тя,ку
864,dies::PRN,тя,ҫак
865,das::PRN,ся,ҫав
866,das::PRN,тона,ҫав
867,alles::PRN,сембе,пурте
868,alles::PRN,сембе,йӑлт
869,ich::PRN,мон,эп
870,du::PRN,тон,эс
871,er::PRN,сон,вӑл
872,wir::PRN,минь,эпир
873,ihr::PRN,тинь,эсир
874,sie::PRN,синь,вӗсем
875,was::FPRN,мезе,мӗн
876,was::FPRN,мезе,мӗскер
877,was::FPRN,мезе,мӗн те пулин
878,wer::FPRN,кие,кам
879,wo::FADV,коса,ӑҫта
880,wohin::FADV,ков,ӑҫта
881,wohin::FADV,коза,ӑҫта
882,wie::FADV,ко́да,епле
883,wie::FADV,ко́да,мӗнле
884,warum::FADV,мес,ма
885,warum::FADV,мес,мӗншӗн
886,wieviel::FNUM,мзя́ра,миҫе
887,eins::NUM,фкя,пӗр
888,eins::NUM,фкя,пӗрре
889,zwei::NUM,кафта,ик
890,zwei::NUM,кафта,икӗ
891,zwei::NUM,кафта,иккӗ
892,drei::NUM,колма,виҫ
893,drei::NUM,колма,виҫӗ
894,drei::NUM,колма,виҫҫӗ
895,vier::NUM,ниле,тӑват
896,fünf::NUM,вете,пилӗк
897,fünf::NUM,вете,пиллӗк
898,sechs::NUM,кота,улт
899,sechs::NUM,кота,ултӑ
900,sechs::NUM,кота,улттӑ
901,sieben::NUM,сисем,ҫич
902,sieben::NUM,сисем,ҫичӗ
903,sieben::NUM,сисем,ҫиччӗ
904,acht::NUM,кафкса,сакӑр
905,acht::NUM,кафкса,саккӑр
906,neun::NUM,ве́йхкса,тӑхӑр
907,neun::NUM,ве́йхкса,тӑххӑр
908,zehn::NUM,кемонь,вунӑ
909,zehn::NUM,кемонь,вуннӑ
910,elf::NUM,кефкие,вун пӗр
911,zwölf::NUM,кемгафтува,вун ик
912,zwölf::NUM,кемгафтува,вун икӗ
913,zwölf::NUM,кемгафтува,вун иккӗ
914,zwanzig::NUM,комсь,ҫирӗм
915,dreißig::NUM,колмогемонь,вӑтӑр
916,vierzig::NUM,нильге́монь,хӗрӗх
917,fünfzig::NUM,ве́дьгемонь,аллӑ
918,sechzig::NUM,ко́дгемонь,утмӑл
919,siebzig::NUM,сизьге́монь,ҫитмӗл
920,achtzig::NUM,ка́фксогемонь,сакӑр вунӑ
921,achtzig::NUM,ка́фксогемонь,сакӑр вуннӑ
922,neunzig::NUM,ве́йхксогемонь,тӑхӑр вун
923,neunzig::NUM,ве́йхксогемонь,тӑхӑр вунӑ
924,neunzig::NUM,ве́йхксогемонь,тӑхӑр вуннӑ
925,hundert::NUM,сяда,ҫӗр
926,tausend::NUM,тёжянь,пин
927,und::CNJ,и,та
928,und::CNJ,дъ,та
929,oder::CNJ,или,е
930,oder::CNJ,али,е
931,stehen::V,а́щемс стя́да,тӑр
932,sitzen::V,ащемс озада,лар
933,liegen::V,ма́дозь а́щемс,вырт
934,hängen::V,нюрьгомс,усӑнса тӑр
935,hängen::V,нюрьгомс,ҫакӑнса тӑр
936,werden::V,арамс,пул
937,werden::V,тиевомс,пул
938,passieren::V,лисэмс,пул
939,passieren::V,эвондамс,пул
940,beginnen::V,ушедомс,пуҫлан
941,enden::V,лоткамс,пӗт
942,enden::V,лоткамс,вӗҫлен
943,wechseln::V,по́лафнемс,улшӑн
944,aufgehen[Sonne]::V,стямс,тух
945,aufgehen[Sonne]::V,лисемс,тух
946,untergehen[Sonne]::V,валгомс,анса лар
947,scheinen[Sonne]::V,ва́лдоптомс,пӑх
948,donnern::V,торамс,кӗмсӗртет
949,donnern::V,торамс,авӑт
950,wehen::V,уфа́мс,варкӑш
951,strömen::V,шудемс,тӑкӑн
952,fließen::V,шудемс,юх
953,sich drehen::V,шаромс,ҫаврӑн
954,schwanken::V,якамс,чӳхен
955,schwingen::V,люксемс,суллан
956,schwingen::V,нюрьсемс,суллан
957,fallen::V,прамс,кип
958,fallen::V,прамс,тӳр кип
959,fallen::V,прамс,татӑлса ан
960,fallen::V,прашендомс,кип
961,fallen::V,прашендомс,тӳр кип
962,fallen::V,прашендомс,татӑлса ан
963,brennen::V,паломс,ҫун
964,rauchen::V,качадомс,мӑкӑрлан
965,rauchen::V,качадомс,тӗтӗм кӑлар
966,regnen::V,пиземс,ҫумӑр ҫӑвать
967,gefrieren::V,эйндамс,шӑн
968,gefrieren::V,кельмомс,шӑн
969,tauen::V,соламс,ирӗл
970,schmelzen::V,соламс,ирӗл
971,trocknen::V,коськомс,тип
972,sieden::V,лакамс,вӗре
973,faulen::V,наксадомс,ҫӗр
974,verfaulen::V,наксадомс,ҫӗр
975,reißen::V,сязевомс,ҫурӑл
976,versinken::V,ваямс,пут
977,vergehen::V,ётамс,ирт
978,erscheinen::V,эвондамс,курӑн
979,erscheinen::V,эвондамс,курӑнса кай
980,verschwinden::V,юма́мс,ҫухал
981,sinken::V,валгомс,чак
982,abnehmen::V,киремс,чак
983,zunehmen::V,ламокстомс,пысӑклан
984,zunehmen::V,рашнемс,пысӑклан
985,steigen::V,кеподемс,ҫӗклен
986,wachsen::V,касомс,ӳс
987,glänzen::V,цинзелдомс,ҫиҫ
988,glänzen::V,цифордомс,ҫиҫ
989,funkeln::V,ци́фтордомс,ялкӑш
990,funkeln::V,ци́фтордомс,йӑлтӑртат
991,lärmen::V,жалнамс,шавла
992,läuten::V,гайфтемс,шӑнкӑравла
993,klingeln::V,гайфтемс,шӑнкӑравла
994,klirren::V,ка́нзеркшнемс,калтлат
995,klirren::V,ка́нзеркшнемс,шӑнкӑлтат
996,brausen::V,жоледемс,ахӑр
997,rauschen::V,вжнамс,вашӑлтат
998,rauschen::V,вжнамс,чашӑлтат
999,rauschen::V,гамнамс,вашӑлтат
1000,rauschen::V,гамнамс,чашӑлтат
1001,klingen::V,кайгомс,янӑра
1002,bellen::V,ува́мс,вӗр
1003,heulen::V,сувомс,ула
1004,heulen::V,урнамс,ула
1005,blasen::V,уфа́мс,вӗр
1006,pfeifen::V,вяшкомс,шӑхӑр
1007,schreien::V,пешкодомс,кӑшкӑр
1008,stöhnen::V,куфцемс,йынӑш
1009,zittern::V,таромс,чӗтре
1010,leben::V,эрямс,пурӑн
1011,geboren werden::V,шачемс,ҫурал
1012,atmen::V,ажнамс,сывла
1013,trinken::V,симомс,ӗҫ
1014,essen::V,ярхцамс,ҫи
1015,schlucken::V,нилемс,ҫӑт
1016,müde werden::V,сиземс,ӗшен
1017,einschlafen::V,матодовомс,ыйха пут
1018,einschlafen::V,матодовомс,ҫывӑрса кай
1019,schlafen::V,удомс,ҫывӑр
1020,aufwachen::V,съргоземс,вӑран
1021,aufstehen::V,стямс,тӑр
1022,sich erholen::V,ваймосемс,кан
1023,krank werden::V,сярядькстомс,чирле
1024,krank sein::V,сярядемс,чирле
1025,schmerzen::V,сярядемс,сур
1026,schmerzen::V,сярядемс,ырат
1027,husten::V,козомс,ӳсӗр
1028,genesen::V,пъ́чкамс,сывал
1029,genesen::V,пъ́чкамс,тӳрлен
1030,sterben::V,куломс,вил
1031,umkommen::V,юма́мс,вил
1032,sich bewegen::V,шаштомс,куҫ
1033,sich rühren::V,сърхка́мс,хускал
1034,sich erheben::V,стямс,тӑр
1035,sich setzen::V,озамс,лар
1036,hinfallen::V,прамс,ӳк
1037,hinfallen::V,сяворемс,ӳк
1038,laufen::V,якамс,ут
1039,schreiten::V,молемс,ут
1040,schreiten::V,аськолямс,ут
1041,spazierengehen::V,якамс,уҫӑлса ҫӳре
1042,spazierengehen::V,якамс,уткаласа ҫӳре
1043,eilen::V,эряскодомс,васка
1044,eilen::V,эряскодомс,хыпалан
1045,sich beeilen::V,эряскодомс,васка
1046,sich beeilen::V,эряскодомс,хыпалан
1047,sausen::V,лиемс,ыткӑн
1048,sausen::V,лиемс,вӗҫтер
1049,rennen::V,арнемс,чуп
1050,springen::V,комотнемс,сик
1051,klettern::V,ку́цемс,улӑх
1052,schaukeln::V,нюрямс,йӳрӗн
1053,kriechen::V,шаштомс комада,шу
1054,kriechen::V,шаштомс комада,упален
1055,schwimmen::V,уемс,иш
1056,tauchen::V,юпиемс,чӑм
1057,tauchen::V,чёпафнемс,чӑм
1058,rudern::V,па́немс ве́неж,авӑс
1059,fahren::V,ардомс,пыр
1060,fliegen::V,лиемс,вӗҫ
1061,gehen::V,молемс,кай
1062,weggehen::V,тумс,кай
1063,abfahren::V,тумс,тапран
1064,anhalten::V,лоткамс,чарӑн
1065,hineingehen::V,сува́мс,кӗр
1066,eintreten::V,сува́мс,кӗр
1067,kommen::V,самс,кил
1068,ankommen::V,самс,ҫит
1069,ankommen::V,пачкодемс,ҫит
1070,zurückkommen::V,мърдамс,таврӑн
1071,zurückkommen::V,мърдамс,каялла кил
1072,bleiben::V,иля́домс,юл
1073,warten::V,учемс,кӗт
1074,erwarten::V,учемс,кӗт
1075,suchen::V,вешемс,шыра
1076,finden::V,мумс,туп
1077,versuchen::V,варчсемс,пикен
1078,vorbereiten::V,анокламс,хатӗрле
1079,lieben::V,кельгомс,юрат
1080,mögen::V,кельгомс,кӑмӑлла
1081,mögen::V,кельгомс,килӗштер
1082,lachen::V,рахамс,кул
1083,lachen::V,рахамс,ахӑлтат
1084,lachen::V,рахсемс,кул
1085,lachen::V,рахсемс,ахӑлтат
1086,rühren::V,токамс седи,ҫулӑх
1087,weinen::V,авардемс,йӗр
1088,weinen::V,авардемс,макӑр
1089,schimpfen::V,сюцемс,вӑрҫ
1090,schimpfen::V,сюцемс,ятлаҫ
1091,sich ärgern::V,кяжиямс,ҫиллен
1092,sich fürchten::V,пелемс,шиклен
1093,fürchten::V,пелемс,хӑра
1094,fliehen::V,ворьгодемс,тар
1095,flüchten::V,ша́домс,чупса тар
1096,flüchten::V,во́рьгодемс,чупса тар
1097,sehen::V,няемс,кур
1098,anschauen::V,ваномс,пӑхса ил
1099,ansehen::V,ваномс,пӑх
1100,hören::V,марямс,илт
1101,zuhören::V,ку́лхдоньомс,итле
1102,zuhören::V,ку́лхдоньомс,тӑнла
1103,probieren::V,варжамс,астив
1104,riechen::V,никса́мс,шӑршла
1105,fühlen::V,марямс,туй
1106,fühlen::V,марямс,сис
1107,scheinen::V,ня́евомс,туйӑн
1108,zu sehen sein::V,ня́евомс,курӑн
1109,vernehmen::V,марямс,пӑл
1110,frieren::V,паломс,йӳтен
1111,frieren::V,кельмомс,йӳтен
1112,tun::V,тиемс,ту
1113,können::V,маштомс,пултар
1114,wollen::V,-не-,те
1115,anfangen::V,ушедомс,пуҫла
1116,beenden::V,аде́ламс,пӗтер
1117,aufhören::V,лоткамс,пӑрах
1118,gelingen::V,удалакшнемс,ӑн
1119,geraten::V,лисемс,пул
1120,öffnen::V,панжемс,уҫ
1121,schließen::V,сёлгомс,хуп
1122,stellen::V,путомс,ларт
1123,stellen::V,путомс,тӑрат
1124,setzen::V,озафнемс,ларт
1125,setzen::V,озавтнемс,ларт
1126,legen::V,путомс,хур
1127,berühren::V,токамс,перӗн
1128,verbinden::V,сотомс,сып
1129,bedecken::V,комачамс,вит
1130,bedecken::V,вельхтямс,вит
1131,aufhängen::V,повфтамс,ҫак
1132,anzünden::V,крьвя́стемс,ҫут
1133,aufheben::V,кеподемс,ҫӗкле
1134,aufheben::V,касфтомс,ҫӗкле
1135,zurücklassen::V,ка́домс,манса хӑвар
1136,verlieren::V,юма́фтомс,ҫӗтер
1137,fallen lassen::V,прафтомс,ӳкер
1138,machen::V,тиемс,ту
1139,herstellen::V,анокламс,ӑстала
1140,bauen::V,путомс,ту
1141,reparieren::V,петемс,юса
1142,verbessern::V,цебярьгофтомс,лайӑхлат
1143,ändern::V,полафтомс,улӑштар
1144,graben::V,шу́вомс,чав
1145,graben::V,шу́вомс,чакала
1146,graben::V,та́ргамс,чав
1147,graben::V,та́ргамс,чакала
1148,beugen::V,мяндемс,кукӑрт
1149,biegen::V,комафтомс,ав
1150,biegen::V,комафтомс,кукӑрт
1151,drehen::V,шо́вамс,ҫавӑр
1152,drehen::V,ша́рфнемс,ҫавӑр
1153,wenden::V,ша́рфтомс,ӳпӗнтер
1154,umdrehen::V,шарфтомс,ҫавӑр
1155,heben::V,ке́подемс,хӑпарт
1156,hochheben::V,ке́подемс,йӑт
1157,hochheben::V,ка́сфтомс,йӑт
1158,ergreifen::V,фатямс,тыт
1159,halten::V,кирдемс,тыт
1160,drücken::V,люпшта́мс,пус
1161,schieben::V,шашфтомс,тӗк
1162,schieben::V,шашфтомс,тӗрт
1163,kratzen::V,а́нгорямс,хыр
1164,kratzen::V,киськоря́мс,хыр
1165,lecken::V,нолсемс,ҫула
1166,beißen::V,сускомс,ҫырт
1167,beißen::V,сускомс,хып
1168,abreißen::V,сяземс,тат
1169,abschneiden::V,керомс,кас
1170,binden::V,сотомс,ҫых
1171,stecken::V,сялгомс,чик
1172,brechen::V,си́ннемс,хуҫ
1173,brechen::V,ка́лафтомс,хуҫ
1174,klopfen::V,чакамс,такка
1175,klopfen::V,чакиемс,такка
1176,hauen::V,шавомс,шакка
1177,hauen::V,пиксомс,шакка
1178,kleben::V,пе́тфнемс,ҫыпӑҫтар
1179,reiben::V,шо́вамс,сӑтӑр
1180,streichen::V,вадемс,сӗр
1181,schleifen::V,шо́вамс,хӑйра
1182,schneiden::V,керомс,кас
1183,rütteln::V,та́рфтомс,лӑка
1184,rütteln::V,та́рфтомс,силлентер
1185,schütteln::V,шука́демс,лӑка
1186,schütteln::V,шука́демс,силлентер
1187,schwenken::V,яфодемс,сулла
1188,schütten::V,каямс,тултар
1189,schütten::V,нюрьхтя́мс,тултар
1190,füllen::V,пяшкодемс,тултар
1191,einwickeln::V,тапардамс,чӗрке
1192,tragen::V,кандомс,ҫӗкле
1193,schleppen::V,ускомс,сӗтӗр
1194,ziehen::V,ускомс,тӑс
1195,aufbewahren::V,ванфтомс,усра
1196,werfen::V,ёрямс,пӑрах
1197,fangen::V,кунда́мс,тыт
1198,packen::V,фатямс,тыт
1199,verstecken::V,кяшемс,пытарса хур
1200,teilen::V,явомс,уйӑр
1201,teilen::V,явомс,пайла
1202,schicken::V,кучемс,яр
1203,bringen::V,кандомс,кӳр
1204,bringen::V,пачфтемс,кӳр
1205,hinzufügen::V,пу́томс та́га,хуш
1206,hinzufügen::V,ма́ксомс та́га,хуш
1207,bekommen::V,сявомс,ил
1208,bekommen::V,сявомс,туян
1209,erhalten::V,сявомс,ил
1210,erhalten::V,сявомс,туян
1211,nehmen::V,сявомс,ил
1212,wählen::V,ко́чкамс,суйла
1213,auswählen::V,кочкамс,суйла
1214,bewahren::V,ванфтомс,упра
1215,behindern::V,шорямс,кансӗрле
1216,behindern::V,шорямс,чӑрмантар
1217,verderben::V,коламс,пӑс
1218,verderben::V,гастямс,пӑс
1219,beschädigen::V,тиендемс зиян,пӑс
1220,zerbrechen::V,тапамс,ват
1221,zerbrechen::V,тапамс,ҫӗмӗр
1222,zerreißen::V,сяземс,ҫур
1223,zerstören::V,ка́лафтомс,иш
1224,verbrennen::V,пълхта́мс,ҫунтар
1225,geben::V,ма́ксомс,пар
1226,reichen::V,максомс,пар
1227,schenken::V,каземс,парнеле
1228,versprechen::V,ма́ксомс вал,тума пул
1229,versprechen::V,ма́ксомс вал,сӑмах пар
1230,wünschen::V,арьсемс,сун
1231,loben::V,шна́мс,ырла
1232,küssen::V,палсемс,чуп ту
1233,wiegen::V,нюря́фтомс,сиктер
1234,wiegen::V,нюря́фтомс,силле
1235,zudecken::V,вельхтямс,вит
1236,wecken::V,стя́фтомс,вӑрат
1237,wecken::V,съ́ргозьфтемс,вӑрат
1238,zeigen::V,няфтемс,кӑтарт
1239,führen::V,вятемс,илсе пыр
1240,führen::V,вятемс,ҫавӑтса пыр
1241,lehren::V,тонафтомс,вёрент
1242,unterrichten::V,тонафтомс,вёрент
1243,aufziehen::V,касфтомс,вӗрент
1244,leiten::V,вятемс,тытса пыр
1245,antreiben::V,вятемс,васкат
1246,lassen::V,кошардомс,пусахла
1247,lassen::V,кошардомс,хуш
1248,einladen::V,тердемс,чӗн
1249,einladen::V,серьгядемс,чӗн
1250,vereinigen::V,пуроптомс,пӗрлештер
1251,vereinigen::V,кочкамс марса,пӗрлештер
1252,besuchen::V,варжамс,ҫит
1253,besuchen::V,варжамс,кӗрсе кур
1254,treffen::V,васьфтомс,тӗл пул
1255,sich versammeln::V,кочкавомс,пуҫтарӑн
1256,spielen::V,налхксемс,выля
1257,singen::V,морамс,юрла
1258,tanzen::V,кштимс,ташла
1259,sich trennen::V,явомс,уйрӑл
1260,verlassen::V,кадондомс,хӑвар
1261,retten::V,идемс,ҫӑл
1262,retten::V,араламс,ҫӑл
1263,bewachen::V,ваномс,хуралла
1264,schützen::V,а́раламс,сыхла
1265,verteidigen::V,а́раламс,хӳтӗле
1266,sich schlagen::V,тюремс,ҫапӑҫ
1267,schießen::V,ляцемс,пер
1268,siegen::V,сяськомс,ҫӗн
1269,siegen::V,сяськомс,ҫӗнтер
1270,ärgern::V,кяжияфтомс,тарӑхтар
1271,ärgern::V,кяжияфтомс,ҫиллентер
1272,schlagen::V,токамс,ҫап
1273,treten::V,тапамс,тап
1274,stechen::V,пупамс,чик
1275,stechen::V,сялгомс,чик
1276,stoßen::V,тостядемс,чыш
1277,stehlen::V,саламс,вӑрла
1278,stören::V,шорсемс,кансӗрле
1279,belästigen::V,токсамс,аптӑрат
1280,belästigen::V,токсамс,хупла
1281,belästigen::V,аф кадомс ваймама,аптӑрат
1282,belästigen::V,аф кадомс ваймама,хупла
1283,verbergen::V,кяшемс,пытар
1284,täuschen::V,васькафтомс,суй
1285,täuschen::V,кяльготнемс,суй
1286,betrügen::V,васькафнемс,ултала
1287,töten::V,шавомс,вӗлер
1288,töten::V,аде́ламс,вӗлер
1289,wohnen::V,эрямс,чуна пар
1290,wohnen::V,эрямс,парӑнса тӑр
1291,arbeiten::V,покодемс,ӗҫле
1292,sammeln::V,кочкамс,пух
1293,sammeln::V,пу́роптомс,пух
1294,pflücken::V,фатнемс,тат
1295,pflücken::V,нотфнемс,тат
1296,jagen::V,кунда́мс,сунара ҫӳре
1297,fischen::V,калонь кунда́мс,пулӑ тыт
1298,fassen::V,кунда́мс,тыт
1299,hüten::V,ваномс,кӗт
1300,treiben::V,панемс,хӑвала
1301,anbinden::V,сотомс,кӑкар
1302,füttern::V,трямс,ҫитер
1303,füttern::V,а́ндомс,ҫитер
1304,melken::V,потямс,су
1305,hacken::V,лазондомс,вакла
1306,gießen::V,валомс,шӑвар
1307,reifen::V,кенеремс,пиҫ
1308,zubereiten::V,анокламс,пӗҫер
1309,kochen::V,пидемс,пӗҫер
1310,backen::V,пидемс,пӗҫер
1311,braten::V,пуштомс,ӑшала
1312,umrühren::V,шорямс,хутӑштар
1313,stricken::V,кодамс,ҫых
1314,nähen::V,стамс,ҫӗле
1315,färben::V,а́рхтомс,пӗвет
1316,reinigen::V,ва́ткамс,тасат
1317,reinigen::V,а́роптомс,тасат
1318,waschen::V,муськомс,ҫу
1319,abwischen::V,нардамс,шӑл
1320,spülen::V,оргалдомс,чӳхе
1321,fegen::V,тяемс,шӑл
1322,kehren::V,тяемс,шӑл
1323,baden::V,э́шелямс,шыва кӗр
1324,sich waschen::V,штамс,ҫӑвӑн
1325,ausziehen::V,кайсефтемс,салан
1326,anziehen::V,ща́фтомс,тӑхӑн
1327,sich anziehen::V,щамс,тӑхӑн
1328,kämmen::V,се́ендемс,тура
1329,schmücken::V,на́ряжамс,илемлет
1330,schmücken::V,ма́зоптомс,илемлет
1331,sagen::V,азомс,те
1332,sagen::V,мярьгомс,те
1333,sprechen::V,корхтамс,кала
1334,reden::V,корхнемс,сӑмахла
1335,reden::V,корхнемс,калаҫ
1336,sich unterhalten::V,корхнемс,пупле
1337,fragen::V,ки́зефтемс,ыйт
1338,bitten::V,а́намс,ыйт
1339,bitten::V,ве́шемс,ыйт
1340,erzählen::V,а́зондомс,каласа пар
1341,mitteilen::V,азомс,пӗлтер
1342,mitteilen::V,азомс,хыпарла
1343,nennen::V,лемдемс,те
1344,nennen::V,лемдемс,чӗн
1345,nennen::V,путомс лем,те
1346,nennen::V,путомс лем,чӗн
1347,rufen::V,серьгядемс,чӗн
1348,prahlen::V,шна́фтомс пря́,мухтан
1349,prahlen::V,шна́фтомс пря́,вӗҫкӗнлен
1350,übersetzen::V,ётафтомс,куҫар
1351,denken::V,арьсемс,шухӑшла
1352,glauben::V,кемамс,ӗнен
1353,bemerken::V,ня́емс,асӑрха
1354,erkennen::V,содамс,палла
1355,begreifen::V,сатомс,ӑнлан
1356,verstehen::V,шарьхкодемс,пӗл
1357,lernen::V,тонафнемс,вӗрен
1358,wissen::V,со́дамс,пӗл
1359,wissen::V,со́дамс,ӑнкар
1360,sich erinnern an::V,лятфтамс,аса ил
1361,vergessen::V,юкстамс,ман
1362,vergessen::V,юкстамс,манса кай
1363,messen::V,ункснемс,виҫ
1364,zählen::V,лу́вомс,шутла
1365,zählen::V,а́рьсемс,шутла
1366,rechnen::V,лувомс,шутла
1367,lesen::V,лувомс,вула
1368,lesen::V,морафтомс,вула
1369,malen::V,рисова́ндамс,ӳкер
1370,zeichnen::V,рисова́ндамс,ӳкер
1371,schreiben::V,сёрмадомс,ҫыр
1372,besitzen::V,улемс азоркс,тыт
1373,kaufen::V,рамамс,ил
1374,kaufen::V,рамамс,туян
1375,verkaufen::V,мимс,сут
1376,bezahlen::V,пандомс,тӳле
1377,zahlen::V,па́ндомс,тӳле
1378,beherrschen::V,азорондамс,тыт
1379,ertragen::V,кирдемс,тӳс
1380,Netz::N,,тетел
