,Concept_ID,es,sv
110,Hügel::N,colina,höjd
111,Hügel::N,colina,kulle
112,Anhöhe::N,cerro,höjd
113,Anhöhe::N,cerro,backe
114,Berg::N,monte,berg
115,Berg::N,monte,fjäll
116,Berg::N,montaña,berg
117,Berg::N,montaña,fjäll
118,Gipfel::N,cima,topp
119,Gipfel::N,cumbre,topp
120,Höhle::N,cueva,håla
121,Höhle::N,cueva,grotta
122,Höhle::N,caverna,håla
123,Höhle::N,caverna,grotta
124,Abhang::N,cuesta,slänt
125,Abhang::N,cuesta,sluttning
126,Abhang::N,declive,slänt
127,Abhang::N,declive,sluttning
128,Quelle::N,fuente,källa
129,Quelle::N,manantial,källa
130,Bach::N,arroyo,bäck
131,Fluss::N,río,älv
132,Fluss::N,río,flod
133,Ufer::N,orilla,strand
134,Küste::N,costa,kust
135,Festland::N,tierra firme,fastland
136,Meer::N,mar,hav
137,Bucht::N,cala,vik
138,Bucht::N,cala,bukt
139,Bucht::N,bahía,vik
140,Bucht::N,bahía,bukt
141,Insel::N,isla,ö
142,Blume::N,flor,blomma
143,Blume::N,flor,blomster
144,Gras::N,hierba,gräs
145,Wurzel::N,raíz,rot
146,Baum::N,árbol,träd
147,Stamm::N,tronco,stam
148,Rinde::N,corteza,bark
149,Ast::N,rama,gren
150,Zweig::N,ramo,kvist
151,Blatt::N,hoja,löv
152,Blatt::N,hoja,blad
153,Birke::N,abedul,björk
154,Kiefer[Baum]::N,pino,tall
155,Weide[Baum]::N,sauce,pil
156,Weide[Baum]::N,sauce,vide
157,Tanne::N,abeto,gran
158,Horn::N,asta,horn
159,Horn::N,cuerno,horn
160,Feder::N,pluma,fjäder
161,Fell::N,piel,fäll
162,Fell::N,piel,skinn
163,Flügel::N,ala,vinge
164,Klaue::N,garra,klöv
165,Kralle::N,uña,klo
166,Kralle::N,garra,klo
167,Schwanz::N,cola,svans
168,Schwanz::N,cola,stjärt
169,Ei::N,huevo,ägg
170,Nest::N,nido,rede
171,Nest::N,nido,näste
172,Bau::N,madriguera,bo
173,Tier::N,animal,djur
174,Herde::N,rebaño,flock
175,Kuh::N,vaca,ko
176,Bulle::N,toro,tjur
177,Pferd::N,caballo,häst
178,Schaf::N,oveja,får
179,Schwein::N,cerdo,svin
180,Hund::N,perro,hund
181,Katze::N,gato,katt
182,Bär::N,oso,björn
183,Eichhörnchen::N,ardilla,ekorre
184,Elch::N,alce,älg
185,Fuchs::N,zorro,räv
186,Hase::N,liebre,hare
187,Maus::N,ratón,mus
188,Wolf::N,lobo,varg
189,Vogel::N,ave,fågel
190,Vogel::N,pájaro,fågel
191,Schwarm::N,bandada,svärm
192,Huhn::N,gallina,höns
193,Hahn::N,gallo,tupp
194,Gans::N,oca,gås
195,Gans::N,ganso,gås
196,Adler::N,águila,örn
197,Ente::N,pato,anka
198,Eule::N,lechuza,uggla
199,Kranich::N,grulla,trana
200,Krähe::N,corneja,kråka
201,Kuckuck::N,cuco,gök
202,Schwan::N,cisne,svan
203,Fisch::N,pez,fisk
204,Barsch::N,perca,abborre
205,Hecht::N,lucio,gädda
206,Schlange[Tier]::N,serpiente,orm
207,Wurm::N,gusano,mask
208,Spinne::N,araña,spindel
209,Ameise::N,hormiga,myra
210,Laus::N,piojo,lus
211,Mücke::N,mosquito,mygga
212,Fliege::N,mosca,fluga
213,Schmetterling::N,mariposa,fjäril
214,Beere::N,baya,bär
215,Apfel::N,manzana,äpple
216,Pilz::N,seta,svamp
217,Pilz::N,hongo,svamp
218,Zwiebel::N,cebolla,lök
219,Saat::N,siembra,sådd
220,Korn::N,grano,korn
221,Heu::N,heno,hö
222,Schale::N,cáscara,skal
223,Grube::N,foso,grop
224,Falle::N,trampa,fälla
225,Schlinge::N,lazo,snara
226,Spur::N,huella,spår
227,Asche::N,ceniza,aska
228,Dreck::N,suciedad,lort
229,Eisen::N,hierro,järn
230,Gold::N,oro,guld
231,Silber::N,plata,silver
232,Kohle::N,carbón,kol
233,Glas::N,vidrio,glas
234,Glas::N,cristal,glas
235,Lehm::N,barro,lera
236,Sand::N,arena,sand
237,Mensch::N,hombre,människa
238,Mensch::N,ser humano,människa
239,Mann::N,hombre,man
240,Frau::N,mujer,kvinna
241,Kind::N,niño,barn
242,Junge::N,chico,pojke
243,Junge::N,muchacho,pojke
244,Mädchen::N,chica,flicka
245,Mädchen::N,muchacha,flicka
246,Familie::N,familia,familj
247,Großvater::N,abuelo,morfar
248,Großmutter::N,abuela,farmor
249,Eltern::N,padres,föräldrar
250,Vater::N,padre,far
251,Mutter::N,madre,mor
252,Sohn::N,hijo,son
253,Tochter::N,hija,dotter
254,Bruder::N,hermano,bror
255,Schwester::N,hermana,syster
256,Onkel::N,tío,morbror
257,Tante::N,tía,tant
258,Ehemann::N,esposo,äkta man
259,Ehefrau::N,esposa,hustru
260,Freude::N,placer,fröjd
261,Freude::N,placer,glädje
262,Freude::N,alegría,fröjd
263,Freude::N,alegría,glädje
264,Gelächter::N,risa,åtlöje
265,Gelächter::N,carcajada,åtlöje
266,Glück::N,felicidad,lycka
267,Kummer::N,pena,sorg
268,Wunsch::N,deseo,önskan
269,Lust::N,ganas,lust
270,Geist::N,mente,ande
271,Geist::N,espíritu,ande
272,Gedanke::N,idea,tanke
273,Gedanke::N,pensamiento,tanke
274,Gedächtnis::N,memoria,minne
275,Verstand::N,razón,förstånd
276,Verstand::N,entendimiento,förstånd
277,Sinn::N,sentido,mening
278,Sinn::N,sentido,betydelse
279,Sinn::N,significado,mening
280,Sinn::N,significado,betydelse
281,Grund::N,causa,skäl
282,Grund::N,causa,grund
283,Wahrheit::N,verdad,sanning
284,Gespräch::N,conversación,samtal
285,Märchen::N,cuento,saga
286,Erzählung::N,cuento,berättelse
287,Erzählung::N,narración,berättelse
288,Nachricht::N,mensaje,meddelande
289,Neuigkeit::N,noticia,nyhet
290,Name::N,nombre,namn
291,Rätsel::N,acertijo,gåta
292,Rätsel::N,adivinanza,gåta
293,Rede::N,discurso,tal
294,Sprache::N,lengua,språk
295,Stimme::N,voz,stämma
296,Wort::N,palabra,ord
297,Zeichen::N,señal,tecken
298,Ruf::N,llamada,rop
299,Lärm::N,ruido,bråk
300,Lärm::N,ruido,oväsen
301,Lärm::N,barullo,bråk
302,Lärm::N,barullo,oväsen
303,Laut::N,sonido,ljud
304,Ton::N,tono,ton
305,Lied::N,canción,sång
306,Ruhe::N,calma,ro
307,Ruhe::N,calma,lugn
308,Ruhe::N,silencio,ro
309,Ruhe::N,silencio,lugn
310,Leute::N,gente,folk
311,Volk::N,pueblo,folk
312,Arbeit::N,trabajo,arbete
313,Gast::N,huésped,gäst
314,Gast::N,invitado,gäst
315,Geschenk::N,regalo,gåva
316,Geschenk::N,regalo,present
317,Spiel::N,juego,lek
318,Spiel::N,juego,spel
319,Gesellschaft::N,compañía,sällskap
320,Hilfe::N,ayuda,hjälp
321,Hilfe::N,socorro,hjälp
322,Freund::N,amigo,vän
323,Kamerad::N,camarada,kamrat
324,Kamerad::N,compañero,kamrat
325,Angelegenheit::N,asunto,ärende
326,Angelegenheit::N,asunto,angelägenhet
327,Anzahl::N,cantidad,antal
328,Art::N,tipo,art
329,Art::N,tipo,slag
330,Art::N,clase,art
331,Art::N,clase,slag
332,Stück::N,pieza,stycke
333,Teil::N,parte,del
334,Hälfte::N,mitad,halva
335,Kreis::N,círculo,krets
336,Kreis::N,círculo,cirkel
337,Kreuz::N,cruz,kors
338,Kreuz::N,cruz,kryss
339,Linie::N,línea,linje
340,Strich::N,raya,streck
341,Strich::N,trazo,streck
342,Abstand::N,distancia,avstånd
343,Entfernung::N,distancia,avstånd
344,Gegend::N,región,trakt
345,Gegend::N,comarca,trakt
346,Platz::N,espacio,plats
347,Ort::N,sitio,plats
348,Ort::N,sitio,ställe
349,Seite::N,lado,sida
350,Seite::N,costado,sida
351,Mitte::N,medio,mitt
352,Mitte::N,centro,mitt
353,Gegenstand::N,objeto,föremål
354,Sache::N,cosa,sak
355,Rand::N,borde,rand
356,Kante::N,borde,kant
357,Ecke::N,esquina,vrå
358,Ecke::N,esquina,hörn
359,Spitze::N,punta,spets
360,Ende::N,cabo,ända
361,Ende::N,extremo,ända
362,Loch::N,agujero,hål
363,Loch::N,abertura,hål
364,Winkel::N,ángulo,vinkel
365,Muster::N,dibujo,mönster
366,Größe::N,tamaño,storlek
367,Länge::N,longitud,längd
368,Höhe::N,altura,höjd
369,Höhe::N,altitud,höjd
370,Gewicht::N,peso,tyngd
371,Menge::N,cantidad,mängd
372,Haufen::N,montón,hög
373,Reihe::N,fila,rad
374,Boot::N,bote,båt
375,Boot::N,barca,båt
376,Ruder::N,remo,åra
377,Schlitten::N,trineo,släde
378,Ski::N,esquí,skida
379,Lagerfeuer::N,hoguera,lägereld
380,Last::N,carga,last
381,Last::N,carga,börda
382,Gang::N,marcha,gång
383,Schritt::N,paso,steg
384,Norden::N,norte,norr
385,Süden::N,sur,söder
386,Westen::N,oeste,väster
387,Osten::N,este,öster
388,Holz::N,madera,trä
389,Brett::N,tabla,bräda
390,Platte::N,placa,platta
391,Platte::N,plancha,platta
392,Stütze::N,sostén,stöd
393,Stütze::N,sostén,stötta
394,Stütze::N,soporte,stöd
395,Stütze::N,soporte,stötta
396,Stange::N,vara,stång
397,Stange::N,percha,stång
398,Stock::N,palo,käpp
399,Stock::N,palo,pinne
400,Stock::N,bastón,käpp
401,Stock::N,bastón,pinne
402,Stab::N,vara,stav
403,Stab::N,bastón,stav
404,Rohr::N,tubo,rör
405,Haus::N,casa,hus
406,Heim::N,hogar,hem
407,Ofen::N,estufa,ugn
408,Fußboden::N,suelo,golv
409,Tisch::N,mesa,bord
410,Stuhl::N,silla,stol
411,Wiege::N,cuna,vagga
412,Bett::N,cama,säng
413,Regal::N,estantería,hylla
414,Kiste::N,caja,låda
415,Fenster::N,ventana,fönster
416,Tür::N,puerta,dörr
417,Tor::N,puerta,port
418,Zaun::N,valla,staket
419,Zaun::N,valla,stängsel
420,Zaun::N,cercado,staket
421,Zaun::N,cercado,stängsel
422,Dach::N,techo,tak
423,Dach::N,tejado,tak
424,Leiter::N,escalera,stege
425,Besen::N,escoba,kvast
426,Spaten::N,pala,spade
427,Schaufel::N,pala,skovel
428,Schaufel::N,pala,skyffel
429,Schaufel::N,paleta,skovel
430,Schaufel::N,paleta,skyffel
431,Gabel::N,tenedor,gaffel
432,Löffel::N,cuchara,sked
433,Messer::N,cuchillo,kniv
434,Nagel::N,clavo,spik
435,Netz::N,red,nät
436,Haken::N,gancho,krok
437,Haken::N,corchete,krok
438,Griff::N,asa,tag
439,Griff::N,asa,handtag
440,Griff::N,mango,tag
441,Griff::N,mango,handtag
442,Schloss::N,cerradura,las
443,Bild::N,imagen,bild
444,Figur::N,figura,figur
445,Puppe::N,muñeca,docka
446,Beutel::N,bolsa,påse
447,Bündel::N,haz,bunt
448,Bündel::N,haz,knippa
449,Tasche::N,bolso,väska
450,Eimer::N,cubo,hink
451,Eimer::N,cubo,ämbar
452,Deckel::N,tapa,lock
453,Deckel::N,tapadera,lock
454,Geschirr::N,vajilla,servis
455,Geschirr::N,vajilla,porslin
456,Sack::N,saco,säck
457,Tasse::N,taza,kopp
458,Topf::N,olla,gryta
459,Topf::N,olla,kastrull
460,Topf::N,marmita,gryta
461,Topf::N,marmita,kastrull
462,Kessel::N,caldera,kittel
463,Essen::N,comida,mål
464,Nahrung::N,alimento,näring
465,Speise::N,plato,maträtt
466,Fleisch::N,carne,kött
467,Getreide::N,cereales,säd
468,Getreide::N,cereales,spannmål
469,Brei::N,puré,gröt
470,Brei::N,papilla,gröt
471,Brot::N,pan,bröd
472,Scheibe::N,lonja,skiva
473,Scheibe::N,rebanada,skiva
474,Fett::N,grasa,fett
475,Butter::N,mantequilla,smör
476,Öl::N,aceite,olja
477,Salz::N,sal,salt
478,Suppe::N,sopa,soppa
479,Honig::N,miel,honung
480,Milch::N,leche,mjölk
481,Tee::N,té,te
482,Leder::N,cuero,läder
483,Wolle::N,lana,ull
484,Wolle::N,lana,ylle
485,Stoff::N,tela,tyg
486,Stoff::N,tela,stoff
487,Stoff::N,tejido,tyg
488,Stoff::N,tejido,stoff
489,Nadel::N,aguja,nål
490,Faden::N,hilo,tråd
491,Knopf::N,botón,knapp
492,Knoten::N,nudo,knut
493,Farbe::N,pintura,färg
494,Kleidung::N,ropa,klädsel
495,Kleidung::N,vestidos,klädsel
496,Hemd::N,camisa,skjorta
497,Kragen::N,cuello,krage
498,Ärmel::N,manga,ärm
499,Hose::N,pantalón,byxor
500,Gürtel::N,cinturón,bälte
501,Mütze::N,gorro,mössa
502,Schuh::N,zapato,sko
503,Stiefel::N,bota,stövel
504,Ring::N,anillo,ring
505,Band::N,cinta,band
506,Kamm::N,peine,kam
507,Spiegel::N,espejo,spegel
508,Riemen::N,correa,rem
509,Schnur::N,cuerda,snöre
510,Leine::N,correa,lina
511,Decke::N,manta,täcke
512,Kissen::N,almohada,dyna
513,Kissen::N,almohada,kudde
514,Tuch::N,pañuelo,sjal
515,Handtuch::N,toalla,handduk
516,Kraft::N,fuerza,kraft
517,Stärke::N,fuerza,styrka
518,Gesundheit::N,salud,hälsa
519,Krankheit::N,enfermedad,sjukdom
520,Schmerz::N,dolor,smärta
521,Wunde::N,llaga,sår
522,Wunde::N,herida,sår
523,Fieber::N,fiebre,feber
524,Arznei::N,medicina,medicin
525,Arznei::N,medicina,läkemedel
526,Arznei::N,medicamento,medicin
527,Arznei::N,medicamento,läkemedel
528,Brücke::N,puente,bro
529,Brunnen::N,pozo,brunn
530,Weide::N,pasto,bete
531,Pfad::N,sendero,stig
532,Weg::N,camino,väg
533,Straße::N,vía,gata
534,Straße::N,carretera,gata
535,Dorf::N,aldea,by
536,Dorf::N,pueblo,by
537,Stadt::N,ciudad,stad
538,Brief::N,carta,brev
539,Buch::N,libro,bok
540,Buchstabe::N,letra,bokstav
541,Buchstabe::N,carácter,bokstav
542,Zeitung::N,diario,tidning
543,Zeitung::N,periódico,tidning
544,Leben::N,vida,liv
545,Tod::N,muerte,död
546,Grab::N,tumba,grav
547,Grab::N,sepulcro,grav
548,Kirche::N,iglesia,kyrka
549,Sünde::N,pecado,synd
550,Gott::N,dios,gud
551,Arbeiter::N,obrero,arbetare
552,Arbeiter::N,trabajador,arbetare
553,Chef::N,jefe,chef
554,Meister::N,maestro,mästare
555,Arzt::N,médico,läkare
556,Lehrer::N,profesor,lärare
557,Geld::N,dinero,pengar
558,Geschäft::N,negocio,rörelse
559,Laden::N,tienda,affär
560,Preis::N,precio,pris
561,Ware::N,mercancía,vara
562,Nutzen::N,provecho,gagn
563,Nutzen::N,provecho,nytta
564,Reichtum::N,riqueza,rikedom
565,Welt::N,mundo,värld
566,Land::N,país,land
567,Staat::N,Estado,stat
568,König::N,rey,kung
569,König::N,rey,konung
570,Macht::N,poder,makt
571,Macht::N,potencia,makt
572,Grenze::N,frontera,gräns
573,Krieg::N,guerra,krig
574,Feind::N,enemigo,fiende
575,Gewalt::N,violencia,våld
576,Kampf::N,lucha,kamp
577,Kampf::N,lucha,strid
578,Kampf::N,combate,kamp
579,Kampf::N,combate,strid
580,Bogen[Waffe]::N,arco,båge
581,Pfeil::N,flecha,pil
582,Gewehr::N,fusil,gevär
583,Gewehr::N,escopeta,gevär
584,Fehler::N,error,fel
585,Lüge::N,mentira,lögn
586,Schaden::N,daño,skada
587,Unglück::N,desgracia,otur
588,Unglück::N,desgracia,olycka
589,Schuld::N,culpa,skuld
590,Alter::N,edad,ålder
591,Schluss::N,fin,slut
592,Schluss::N,final,slut
593,Zeit::N,tiempo,tid
594,Tag::N,día,dag
595,Morgen::N,mañana,morgon
596,Mittag::N,mediodía,middag
597,Abend::N,noche,kväll
598,Nacht::N,noche,natt
599,Woche::N,semana,vecka
600,Monat::N,mes,månad
601,Jahr::N,año,år
602,Frühling::N,primavera,vår
603,Sommer::N,verano,sommar
604,Herbst::N,otoño,höst
605,Winter::N,invierno,vinter
606,Januar::N,enero,januari
607,Februar::N,febrero,februari
608,März::N,marzo,mars
609,April::N,abril,april
610,Mai::N,mayo,maj
611,Juni::N,junio,juni
612,Juli::N,julio,juli
613,August::N,agosto,augusti
614,September::N,septiembre,september
615,Oktober::N,octubre,oktober
616,November::N,noviembre,november
617,Dezember::N,diciembre,december
618,Montag::N,lunes,måndag
619,Dienstag::N,martes,tisdag
620,Mittwoch::N,miércoles,onsdag
621,Donnerstag::N,jueves,torsdag
622,Freitag::N,viernes,fredag
623,Samstag::N,sábado,lördag
624,Sonntag::N,domingo,söndag
625,groß::A,grande,stor
626,klein::A,pequeño,liten
627,lang::A,largo,lång
628,kurz::A,corto,kort
629,breit::A,ancho,bred
630,schmal::A,estrecho,smal
631,dicht::A,denso,tät
632,dick[Gegenstand]::A,grueso,tjock
633,dünn::A,fino,tunn
634,dünn::A,delgado,tunn
635,fein::A,fino,fin
636,fein::A,delicado,fin
637,fest::A,firme,fast
638,fest::A,sólido,fast
639,flach::A,plano,platt
640,glatt::A,liso,glatt
641,hart::A,duro,hård
642,weich::A,muelle,mjuk
643,rund::A,redondo,rund
644,spitz::A,agudo,toppig
645,spitz::A,agudo,spetsig
646,spitz::A,apuntado,toppig
647,spitz::A,apuntado,spetsig
648,scharf::A,agudo,vass
649,scharf::A,agudo,skarp
650,scharf::A,afilado,vass
651,scharf::A,afilado,skarp
652,stumpf::A,sin filo,slö
653,schwer::A,pesado,tung
654,schön::A,bello,skön
655,schön::A,bello,vacker
656,schön::A,hermoso,skön
657,schön::A,hermoso,vacker
658,heiß::A,caluroso,het
659,warm::A,cálido,varm
660,warm::A,caliente,varm
661,kalt::A,frío,kall
662,kühl::A,fresco,sval
663,kühl::A,fresco,kylig
664,frisch::A,fresco,färsk
665,feucht::A,húmedo,fuktig
666,nass::A,mojado,våt
667,trocken::A,seco,torr
668,voll::A,lleno,full
669,leer::A,vacío,tom
670,offen::A,abierto,öppen
671,geschlossen::A,cerrado,stängd
672,sauber::A,limpio,ren
673,schmutzig::A,sucio,snuskig
674,roh::A,crudo,rå
675,reif::A,maduro,mogen
676,lecker::A,rico,läcker
677,lecker::A,sabroso,läcker
678,süß::A,dulce,söt
679,bitter::A,amargo,besk
680,bitter::A,amargo,bitter
681,sauer::A,agrio,sur
682,hell::A,claro,ljus
683,dunkel::A,oscuro,mörk
684,schwarz::A,negro,svart
685,weiß::A,blanco,vit
686,rot::A,rojo,röd
687,gelb::A,amarillo,gul
688,blau::A,azul,blå
689,grün::A,verde,grön
690,grau::A,gris,grå
691,bunt::A,multicolor,brokig
692,billig::A,barato,billig
693,teuer::A,caro,dyr
694,wertvoll::A,valioso,värdefull
695,wertvoll::A,precioso,värdefull
696,blind::A,ciego,blind
697,taub::A,sordo,döv
698,kräftig::A,fuerte,kraftig
699,stark::A,fuerte,stark
700,stark::A,vigoroso,stark
701,schwach::A,débil,svag
702,fett::A,obeso,fet
703,schlank::A,esbelto,slank
704,hübsch::A,mono,snygg
705,hübsch::A,mono,vacker
706,hübsch::A,guapo,snygg
707,hübsch::A,guapo,vacker
708,böse::A,malo,ond
709,böse::A,malo,elak
710,dumm::A,tonto,dum
711,dumm::A,estúpido,dum
712,faul::A,vago,lat
713,faul::A,perezoso,lat
714,fleißig::A,aplicado,flitig
715,fleißig::A,diligente,flitig
716,geizig::A,avaro,snål
717,geizig::A,avaro,girig
718,klug::A,sensato,klok
719,klug::A,inteligente,klok
720,geschickt::A,hábil,händig
721,geschickt::A,hábil,skicklig
722,lieb::A,querido,kär
723,lieb::A,querido,snäll
724,lustig::A,alegre,rolig
725,lustig::A,alegre,lustig
726,sanft::A,suave,mild
727,hungrig::A,hambriento,hungrig
728,krank::A,enfermo,sjuk
729,nackt::A,desnudo,naken
730,traurig::A,triste,ledsen
731,traurig::A,triste,sorgsen
732,lebendig::A,vivo,levande
733,lebendig::A,viviente,levande
734,gut::A,bueno,bra
735,schlecht::A,malo,dålig
736,richtig::A,justo,riktig
737,richtig::A,correcto,riktig
738,schlimm::A,malo,illa
739,schlimm::A,grave,illa
740,wahr::A,verídico,sann
741,wahr::A,verdadero,sann
742,alt::A,viejo,gammal
743,neu::A,nuevo,ny
744,ehemalig::A,antiguo,forn
745,ehemalig::A,antiguo,tidigare
746,alt[Lebewesen]::A,viejo,gammal
747,jung::A,joven,ung
748,arm::A,pobre,fattig
749,reich::A,rico,rik
750,bekannt::A,conocido,känd
751,berühmt::A,famoso,berömd
752,berühmt::A,célebre,berömd
753,fremd::A,extraño,främmande
754,verschieden::A,diverso,åtskillig
755,verschieden::A,distinto,åtskillig
756,verschieden::A,diferente,åtskillig
757,nah::A,cercano,nära
758,fern::A,lejano,fjärran
759,linker::A,izquierdo,vänster
760,rechter::A,derecho,höger
761,anderer::A,otro,annan
762,erster::A,primero,första
763,zweiter::A,segundo,andra
764,dritter::A,tercero,tredje
765,letzter::A,último,sist
766,allein::ADV,a solo,allena
767,auf einmal::ADV,de una vez,på en gång
768,zusammen::ADV,juntos,tillsammans
769,lange::ADV,mucho tiempo,länge
770,plötzlich::ADV,de repente,plötsligt
771,sofort::ADV,en seguida,strax
772,sofort::ADV,en seguida,genast
773,später::ADV,más tarde,senare
774,jetzt::ADV,ahora,nu
775,heute::ADV,hoy,i dag
776,morgen::ADV,mañana,i morgon
777,bald::ADV,pronto,snart
778,bald::ADV,en breve,snart
779,dann::ADV,luego,då
780,dann::ADV,entonces,då
781,gestern::ADV,ayer,i går
782,einst::ADV,antaño,en gång
783,damals::ADV,entonces,då
784,damals::ADV,entonces,den gången
785,danach::ADV,después,därefter
786,vorher::ADV,antes,före
787,vorher::ADV,antes,förut
788,zuerst::ADV,primero,först
789,einmal::ADV,una vez,en gång
790,manchmal::ADV,a veces,ibland
791,oft::ADV,a menudo,ofta
792,oft::ADV,con frecuencia,ofta
793,immer::ADV,siempre,alltid
794,niemals::ADV,jamás,aldrig
795,hier::ADV,aquí,här
796,hierhin::ADV,acá,hit
797,von hier::ADV,desde aquí,härifrån
798,dort::ADV,ahí,där
799,dort::ADV,allí,där
800,dorthin::ADV,allí,dit
801,dorthin::ADV,hacia allí,dit
802,geradeaus::ADV,todo derecho,rätt fram
803,vorwärts::ADV,adelante,fram
804,vorwärts::ADV,adelante,framåt
805,rückwärts::ADV,hacia atrás,baklänges
806,zurück::ADV,atrás,tillbaka
807,unten::ADV,abajo,nere
808,unten::ADV,abajo,nedanför
809,hinab::ADV,hacia abajo,ned
810,hinab::ADV,hacia abajo,nedåt
811,oben::ADV,arriba,ovan
812,oben::ADV,arriba,ovanpå
813,hinauf::ADV,hacia arriba,upp
814,hinauf::ADV,hacia arriba,uppåt
815,überall::ADV,por todas partes,överallt
816,nicht::ADV,no,ej
817,nicht::ADV,no,inte
818,ein wenig::ADV,un poco,litet
819,kaum::ADV,apenas,knappt
820,kaum::ADV,apenas,knappast
821,sehr::ADV,muy,mycket
822,sehr::ADV,mucho,mycket
823,so::ADV,tan,så
824,noch::ADV,aún,än
825,noch::ADV,aún,ännu
826,noch::ADV,todavía,än
827,noch::ADV,todavía,ännu
828,nur::ADV,solamente,bara
829,nur::ADV,solamente,endast
830,schon::ADV,ya,redan
831,wieder::ADV,de nuevo,åter
832,vergebens::ADV,en vano,förgäves
833,vor::PRP,antes de,utanför
834,vor::PRP,delante de,utanför
835,hinter::PRP,tras,bakom
836,hinter::PRP,detrás de,bakom
837,unter::PRP,bajo,under
838,unter::PRP,debajo de,under
839,durch::PRP,por,genom
840,durch::PRP,por,igenom
841,durch::PRP,a través de,genom
842,durch::PRP,a través de,igenom
843,neben::PRP,al lado de,bredvid
844,neben::PRP,al lado de,vid sidan av
845,zwischen::PRP,entre,mellan
846,wegen::PRP,por,på grund av
847,wegen::PRP,a causa de,på grund av
848,dies::PRN,esto,detta
849,das::PRN,eso,det
850,das::PRN,esto,det
851,alles::PRN,todo,allt
852,ich::PRN,yo,jag
853,du::PRN,tú,du
854,er::PRN,él,han
855,wir::PRN,nosotros,vi
856,ihr::PRN,vosotros,ni
857,sie::PRN,ellos,de
858,was::FPRN,qué,vad
859,wer::FPRN,quién,vem
860,wo::FADV,dónde,var
861,wohin::FADV,adónde,vart
