,Concept_ID,nl,ku
834,acht::NUM,acht,heşt
835,neun::NUM,negen,neh
836,zehn::NUM,tien,deh
837,elf::NUM,elf,yazdeh
838,zwölf::NUM,twaalf,diwazdeh
839,zwanzig::NUM,twintig,bîst
840,dreißig::NUM,dertig,sih
841,vierzig::NUM,veertig,çil
842,fünfzig::NUM,vijftig,pençi
843,sechzig::NUM,zestig,şêst
844,siebzig::NUM,zeventig,heftê
845,achtzig::NUM,tachtig,heştê
846,neunzig::NUM,negentig,nod
847,hundert::NUM,honderd,sêd
848,tausend::NUM,duizend,hezar
849,und::CNJ,en,û
850,oder::CNJ,of,an
851,oder::CNJ,of,yan
852,stehen::V,staan,sekinîn
853,sitzen::V,zitten,rûniştin
854,liegen::V,liggen,paldan
855,hängen::V,hangen,darve kirin
856,werden::V,worden,bûn
857,passieren::V,gebeuren,hatin holê
858,passieren::V,gebeuren,hatin serê kesî
859,beginnen::V,beginnen,li dest pêkirin
860,enden::V,eindigen,xalas bû
861,wechseln::V,wijzigen,guherandin
862,wechseln::V,wijzigen,dêgiş kirin
863,wechseln::V,veranderen,guherandin
864,wechseln::V,veranderen,dêgiş kirin
865,aufgehen[Sonne]::V,opgaan,hilatin
866,untergehen[Sonne]::V,ondergaan,çun ava
867,scheinen[Sonne]::V,schijnen,şewk de
868,donnern::V,donderen,gire-gir
869,wehen::V,waaien,ba le de
870,strömen::V,stromen,xwe girtin
871,fließen::V,vloeien,herikîn
872,sich drehen::V,draaien,xwe zivirandin
873,sich drehen::V,zich draaien,xwe zivirandin
874,schwanken::V,wankelen,hejandin
875,schwingen::V,zwieren,libakirin
876,fallen::V,vallen,ketin
877,brennen::V,branden,şewitîn
878,rauchen::V,roken,kişandin
879,regnen::V,regenen,bahran tê
880,gefrieren::V,bevriezen,qefilandin
881,tauen::V,dooien,helandin
882,schmelzen::V,smelten,helandin
883,trocknen::V,drogen,zuwabûn
884,sieden::V,koken,kelîn
885,sieden::V,zieden,kelîn
886,faulen::V,rotten,xerabûn
887,verfaulen::V,verrotten,xerabûn
888,reißen::V,scheuren,jêkirin
889,versinken::V,verzinken,xerq bûn
890,vergehen::V,vergaan,derbas bûn
891,erscheinen::V,opdagen,peyda bûn
892,erscheinen::V,verschijnen,peyda bûn
893,verschwinden::V,verdwijnen,wendabûn
894,sinken::V,zinken,noq bûn
895,abnehmen::V,afnemen,kêm bûn
896,abnehmen::V,verminderen,kêm bûn
897,zunehmen::V,toenemen,qelew bûn
898,steigen::V,stijgen,hildan
899,steigen::V,omhooggaan,hildan
900,wachsen::V,groeien,mezin bûn
901,glänzen::V,glanzen,biriqîn
902,glänzen::V,schitteren,biriqîn
903,funkeln::V,fonkelen,çikisîn
904,lärmen::V,lawaai maken,guşîn
905,läuten::V,luiden,lê de
906,klingeln::V,bellen,sîl dan
907,klingeln::V,bellen,ringerin
908,klirren::V,rinkelen,zingzing hat
909,brausen::V,bruisen,guşîn
910,rauschen::V,ruisen,guşîn
911,klingen::V,klinken,deng pe ketin
912,bellen::V,blaffen,kewtîn
913,heulen::V,huilen,ûrîn
914,blasen::V,blazen,puf kirin
915,pfeifen::V,fluiten,fîkandin
916,schreien::V,gillen,qîrîn
917,schreien::V,schreeuwen,qîrîn
918,stöhnen::V,steunen,nalîn
919,zittern::V,beven,hejîn
920,zittern::V,sidderen,hejîn
921,leben::V,leven,jihîn
922,geboren werden::V,geboren worden,hatin dinyê
923,geboren werden::V,geboren worden,bûn
924,atmen::V,ademen,hilmijîn
925,trinken::V,drinken,vexwarin
926,essen::V,eten,xwarin
927,schlucken::V,slikken,daqulbandin
928,müde werden::V,moe worden,betilîln
929,müde werden::V,moe worden,qerimîn
930,einschlafen::V,inslapen,razan
931,schlafen::V,slapen,razan
932,schlafen::V,slapen,razandin
933,aufwachen::V,ontwaken,şiyarbûn
934,aufwachen::V,wakker worden,şiyarbûn
935,aufstehen::V,opstaan,rabûn
936,sich erholen::V,zich ontspannen,baş bûn
937,krank werden::V,ziek worden,nexweş kêt
938,krank sein::V,ziek zijn,nexweş bû
939,schmerzen::V,pijn doen,êşandin
940,husten::V,hoesten,kuxin
941,genesen::V,genezen,baş bûn
942,sterben::V,sterven,mirin
943,sterben::V,overlijden,mirin
944,umkommen::V,omkomen,mirin
945,sich bewegen::V,zich bewegen,leqîn
946,sich rühren::V,zich verroeren,leqîn
947,sich erheben::V,oprijzen,rabûn
948,sich erheben::V,verrijzen,rabûn
949,sich setzen::V,gaan zitten,runiştin
950,hinfallen::V,vallen,kêtin
951,hinfallen::V,neervallen,kêtin
952,laufen::V,lopen,meşîn
953,schreiten::V,stappen,meşkirin
954,schreiten::V,schrijden,meşkirin
955,spazierengehen::V,gaan wandelen,gerandin
956,eilen::V,ijlen,lezandin
957,eilen::V,haasten,lezandin
958,sich beeilen::V,zich haasten,zûkirin
959,sausen::V,stuiven,fîzîn
960,rennen::V,rennen,baz dan
961,springen::V,springen,hilpekîn
962,klettern::V,klimmen,hilperikîn
963,klettern::V,klauteren,hilperikîn
964,schaukeln::V,schommelen,lorandin
965,kriechen::V,kruipen,xuşandin
966,schwimmen::V,zwemmen,avjenîn
967,tauchen::V,duiken,qutxuyardin
968,tauchen::V,duiken,noqîn
969,rudern::V,roeien,qaîq ajotin
970,fahren::V,rijden,ajotin
971,fliegen::V,vliegen,firîn
972,gehen::V,gaan,çûn
973,weggehen::V,weggaan,çûn
974,abfahren::V,vertrekken,çûyin
975,anhalten::V,stoppen,rawestîn
976,anhalten::V,stilhouden,rawestîn
977,hineingehen::V,ingaan,ketin hundir
978,hineingehen::V,binnengaan,ketin hundir
979,eintreten::V,binnenkomen,têketin
980,kommen::V,komen,hatin
981,ankommen::V,aankomen,gihan
982,ankommen::V,aankomen,gihîştin
983,zurückkommen::V,terugkomen,vegerandin
984,bleiben::V,blijven,sekinîn
985,warten::V,wachten,payîn
986,erwarten::V,verwachten,payîn
987,suchen::V,zoeken,lêgerîn
988,finden::V,vinden,peyda kirin
989,versuchen::V,proberen,çeribandin
990,versuchen::V,beproeven,çeribandin
991,vorbereiten::V,voorbereiden,amade kirin
992,lieben::V,houden van,hez kirin
993,mögen::V,lusten,dil kirin
994,mögen::V,houden van,dil kirin
995,lachen::V,lachen,kenîn
996,rühren::V,roeren,hêjan
997,weinen::V,huilen,girîn
998,weinen::V,schreien,girîn
999,schimpfen::V,kijven,pevçûn
1000,schimpfen::V,schelden,pevçûn
1001,sich ärgern::V,zich ergeren,enirîn
1002,sich fürchten::V,bang zijn,tirsîn
1003,fürchten::V,vrezen,tirsin
1004,fliehen::V,vluchten,bazdan
1005,flüchten::V,ontsnappen,revîn
1006,flüchten::V,ontkomen,revîn
1007,sehen::V,zien,dîtin
1008,anschauen::V,aankijken,sêr kirin
1009,ansehen::V,aanzien,hesibandin
1010,ansehen::V,bekijken,hesibandin
1011,hören::V,horen,guhdar jirin
1012,zuhören::V,luisteren,guhdarî kirin
1013,probieren::V,proeven,tehm kirin
1014,riechen::V,ruiken,bihn kirin
1015,fühlen::V,voelen,hîs kirin
1016,scheinen::V,lijken,xoyer kir
1017,zu sehen sein::V,te zien zijn,diyar bûn
1018,vernehmen::V,vernemen,bihîstin
1019,frieren::V,het koud hebben,qerişîn
1020,tun::V,doen,kirin
1021,können::V,kunnen,karin
1022,wollen::V,willen,xwestîn
1023,anfangen::V,beginnen,dest pêkirin
1024,anfangen::V,aanvangen,dest pêkirin
1025,beenden::V,beëindigen,xelas kirin
1026,aufhören::V,ophouden,xelas kirin
1027,gelingen::V,lukken,çe bûn
1028,gelingen::V,gelukken,çe bûn
1029,geraten::V,uitvallen,qewîmîn
1030,öffnen::V,openen,vekirin
1031,öffnen::V,opendoen,vekirin
1032,schließen::V,sluiten,girtin
1033,schließen::V,dichtdoen,girtin
1034,stellen::V,stellen,danîn
1035,stellen::V,plaatsen,danîn
1036,setzen::V,zetten,rûniştin
1037,setzen::V,plaatsen,rûniştin
1038,legen::V,leggen,danîn
1039,legen::V,leggen,razandin
1040,berühren::V,aanraken,lêketin
1041,verbinden::V,verbinden,anîn pê
1042,bedecken::V,bedekken,sergirtin
1043,aufhängen::V,ophangen,aliqandin
1044,anzünden::V,aansteken,pêxistin
1045,aufheben::V,oprapen,hildan
1046,zurücklassen::V,achterlaten,hiştin
1047,zurücklassen::V,achterlaten,vehiştin
1048,verlieren::V,verliezen,wendakirin
1049,fallen lassen::V,laten vallen,xistin bixe
1050,fallen lassen::V,laten vallen,xistin
1051,machen::V,maken,kirin
1052,machen::V,maken,çêkirin
1053,herstellen::V,produceren,çê kirin
1054,herstellen::V,produceren,peyda kirin
1055,herstellen::V,voortbrengen,çê kirin
1056,herstellen::V,voortbrengen,peyda kirin
1057,bauen::V,bouwen,lêkirin
1058,reparieren::V,repareren,veherînerîn
1059,reparieren::V,herstellen,veherînerîn
1060,verbessern::V,verbeteren,sererastkirin
1061,ändern::V,wijzigen,degiş kirin
1062,ändern::V,veranderen,degiş kirin
1063,graben::V,graven,kolandin
1064,beugen::V,buigen,tewîn
1065,beugen::V,buigen,xwar kirin
1066,biegen::V,buigen,tewandin
1067,biegen::V,buigen,xwarkirin
1068,drehen::V,draaien,fitilandin
1069,wenden::V,keren,zivîrin
1070,wenden::V,wenden,zivîrin
1071,umdrehen::V,omdraaien,vegerandin
1072,heben::V,heffen,hildan
1073,heben::V,optillen,hildan
1074,hochheben::V,tillen,hildan
1075,ergreifen::V,pakken,dest avêtin
1076,ergreifen::V,grijpen,dest avêtin
1077,halten::V,houden,hîştin
1078,halten::V,houden,sekinîn
1079,drücken::V,drukken,pêl kirin
1080,schieben::V,duwen,damdan
1081,schieben::V,schuiven,damdan
1082,kratzen::V,krassen,xurandin
1083,lecken::V,likken,alastin
1084,beißen::V,bijten,gez kirin
1085,abreißen::V,afrukken,hilşandin
1086,abreißen::V,afscheuren,hilşandin
1087,abschneiden::V,afsnijden,jêkirin
1088,binden::V,binden,girêdan
1089,stecken::V,steken,têxistin
1090,brechen::V,breken,şikandin
1091,klopfen::V,kloppen,kutandin
1092,hauen::V,houwen,li dan
1093,kleben::V,plakken,zeliqîn
1094,kleben::V,plakken,şirêz kirin
1095,reiben::V,wrijven,firikandin
1096,streichen::V,smeren,bax dan
1097,schleifen::V,slijpen,çarkirin
1098,schneiden::V,snijden,jêkirin
1099,rütteln::V,schudden,hejandin
1100,schütteln::V,schudden,daweşîn
1101,schwenken::V,wuiven,têwdan
1102,schwenken::V,zwaaien,têwdan
1103,schütten::V,gieten,rijandin
1104,schütten::V,storten,rijandin
1105,füllen::V,vullen,dagirtin
1106,einwickeln::V,inwikkelen,pêçandin
1107,tragen::V,dragen,kişandin
1108,tragen::V,dragen,rajtin
1109,schleppen::V,slepen,kişandin
1110,ziehen::V,trekken,kişandin
1111,aufbewahren::V,bewaren,hilandin
1112,werfen::V,gooien,avêtin
1113,fangen::V,vangen,sem kirin
1114,fangen::V,vangen,girtin
1115,packen::V,pakken,pê girtin
1116,packen::V,vastpakken,pê girtin
1117,verstecken::V,verstoppen,hîlanin
1118,teilen::V,delen,parvekirin
1119,schicken::V,sturen,şandin
1120,bringen::V,brengen,anîn
1121,bringen::V,brengen,birin
1122,hinzufügen::V,toevoegen,dan ser
1123,hinzufügen::V,toevoegen,li tiştekî zêde kirin
1124,bekommen::V,verkrijgen,standin
1125,erhalten::V,krijgen,standin
1126,nehmen::V,nemen,girtin
1127,wählen::V,kiezen,ray dan
1128,wählen::V,verkiezen,ray dan
1129,auswählen::V,uitkiezen,bijartin
1130,bewahren::V,bewaren,rê li ber girtin
1131,bewahren::V,bewaren,lê xwedî derketin
1132,behindern::V,hinderen,bara wi
1133,verderben::V,bederven,heram bûn
1134,beschädigen::V,beschadigen,xerab kirin
1135,zerbrechen::V,breken,şikênandin
1136,zerbrechen::V,breken,perçe kirin
1137,zerbrechen::V,stukbreken,şikênandin
1138,zerbrechen::V,stukbreken,perçe kirin
1139,zerreißen::V,scheuren,qelişandin
1140,zerreißen::V,verscheuren,qelişandin
1141,zerstören::V,vernielen,hilşandin
1142,verbrennen::V,branden,şewitandin
1143,verbrennen::V,verbranden,şewitandin
1144,geben::V,geven,dan
1145,geben::V,geven,dayin
1146,reichen::V,reiken,besbûn
1147,reichen::V,reiken,têrkirin
1148,reichen::V,aanreiken,besbûn
1149,reichen::V,aanreiken,têrkirin
1150,schenken::V,schenken,diyarî kirin
1151,versprechen::V,beloven,soz dan
1152,wünschen::V,wensen,dil kirin
1153,loben::V,loven,pesinandin
1154,loben::V,prijzen,pesinandin
1155,küssen::V,kussen,maçkirin
1156,wiegen::V,wiegen,lorandin
1157,wiegen::V,wiegen,wezinandin
1158,zudecken::V,toedekken,nixumandin
1159,wecken::V,wekken,bixwe hesandin
1160,zeigen::V,tonen,şanîdan
1161,zeigen::V,wijzen,şanîdan
1162,führen::V,voeren,raber kirin
1163,lehren::V,leren,hîn kirin
1164,unterrichten::V,onderwijzen,ders dan
1165,aufziehen::V,grootbrengen,mesinkirin
1166,leiten::V,leiden,rêberî kirin
1167,antreiben::V,aandrijven,bezandin
1168,lassen::V,laten,berdan
1169,lassen::V,laten,hiştin
1170,einladen::V,uitnodigen,dawet kirin
1171,vereinigen::V,verenigen,bi yek kirin
1172,besuchen::V,bezoeken,mêvan bûn
1173,treffen::V,treffen,rast hatin
1174,treffen::V,ontmoeten,rast hatin
1175,sich versammeln::V,zich verzamelen,li hev çivîn
1176,spielen::V,spelen,listin
1177,singen::V,zingen,stran
1178,tanzen::V,dansen,reqisîn
1179,sich trennen::V,van elkaar gaan,hew berdan
1180,verlassen::V,verlaten,tanê hişt
1181,verlassen::V,verlaten,bêkes
1182,retten::V,redden,rihakirin
1183,bewachen::V,bewaken,raçavkirin
1184,schützen::V,beschermen,hemet kirin
1185,verteidigen::V,verdedigen,paraztin
1186,sich schlagen::V,knokken,li hev bezîn
1187,schießen::V,schieten,agir kirin
1188,siegen::V,overwinnen,biser ketin
1189,ärgern::V,ergeren,xeyirandin
1190,schlagen::V,slaan,lêdan
1191,schlagen::V,slaan,lêxistin
1192,treten::V,trappen,têlekirin
1193,treten::V,schoppen,têlekirin
1194,stechen::V,steken,têrekirin
1195,stechen::V,prikken,têrekirin
1196,stoßen::V,stoten,lêketin
1197,stehlen::V,stelen,dizîn
1198,stehlen::V,stelen,dizî birin
1199,stören::V,storen,aciz kirin
1200,stören::V,verstoren,aciz kirin
1201,belästigen::V,lastig vallen,li tela yeki ketin
1202,verbergen::V,verbergen,veşartin
1203,verbergen::V,verbergen,kemîndanîn
1204,täuschen::V,misleiden,xapandin
1205,täuschen::V,misleiden,lê zexeli kirin
1206,betrügen::V,bedriegen,xapandin
1207,töten::V,doden,kûştin
1208,wohnen::V,wonen,rûniştin
1209,arbeiten::V,werken,kar kirin
1210,arbeiten::V,werken,şêxulin
1211,sammeln::V,inzamelen,komkirin
1212,sammeln::V,verzamelen,komkirin
1213,pflücken::V,plukken,çinîn
1214,jagen::V,jagen,nêçîr kirin
1215,fischen::V,vissen,masî girtin
1216,fassen::V,vangen,pê girtin
1217,fassen::V,vangen,sêm kirin
1218,hüten::V,hoeden,hei jê man
1219,treiben::V,drijven,bêherandin
1220,anbinden::V,vastbinden,tewilandin
1221,füttern::V,voeren,xwarine dan lê
1222,melken::V,melken,dotin
1223,hacken::V,hakken,kolandin
1224,gießen::V,gieten,av dan
1225,reifen::V,rijpen,kemilîn
1226,zubereiten::V,klaarmaken,çe kirin
1227,zubereiten::V,toebereiden,çe kirin
1228,kochen::V,koken,xwarin çe kirin
1229,kochen::V,koken,kelandin
1230,backen::V,bakken,pijandin
1231,braten::V,braden,qelandin
1232,braten::V,braden,sor kirin
1233,umrühren::V,omroeren,têvdan
1234,stricken::V,breien,hûnan
1235,nähen::V,naaien,kêl kirin
1236,färben::V,verven,boyax kirin
1237,färben::V,kleuren,boyax kirin
1238,reinigen::V,reinigen,paqijkirin
1239,waschen::V,wassen,şuştin
1240,abwischen::V,afvegen,pakîj kirin
1241,spülen::V,spoelen,şuştin
1242,spülen::V,afwassen,şuştin
1243,fegen::V,vegen,maliştin
1244,kehren::V,vegen,maliştin
1245,baden::V,baden,serîşûştin
1246,sich waschen::V,zich wassen,serîşûştin
1247,ausziehen::V,uittrekken,jê kirin
1248,anziehen::V,aantrekken,pê kirin
1249,sich anziehen::V,zich aankleden,xwe kirin
1250,kämmen::V,kammen,şeh kirin
1251,schmücken::V,tooien,xemilandin
1252,sagen::V,zeggen,gotin
1253,sagen::V,zeggen,peyivîn
1254,sprechen::V,spreken,peyivîn
1255,reden::V,praten,axaftin
1256,sich unterhalten::V,zich onderhouden,hev biştaxilin
1257,fragen::V,vragen,pirsîn
1258,fragen::V,vragen,pirs kirin
1259,bitten::V,vragen,tika kirin
1260,bitten::V,verzoeken,tika kirin
1261,erzählen::V,vertellen,behs kirin
1262,mitteilen::V,meedelen,vegotin
1263,nennen::V,noemen,bi nav kirin
1264,rufen::V,roepen,bakirin
1265,prahlen::V,pralen,pesnê xwe dan
1266,übersetzen::V,vertalen,qulibandin
1267,übersetzen::V,vertalen,derbas kirin
1268,denken::V,denken,fikirîn
1269,glauben::V,geloven,bawer bûn
1270,bemerken::V,bemerken,bala xwe dan
1271,bemerken::V,bemerken,çac lê ketin
1272,erkennen::V,herkennen,pêhesîn
1273,begreifen::V,begrijpen,fêmkirin
1274,verstehen::V,verstaan,fêmkirin
1275,lernen::V,leren,halmandin
1276,lernen::V,leren,fêrbun
1277,wissen::V,weten,zanîn
1278,sich erinnern an::V,zich herinneren aan,bir bûn
1279,vergessen::V,vergeten,ji bir kirin
1280,messen::V,meten,pê kanîn
1281,zählen::V,tellen,hejmardin
1282,rechnen::V,rekenen,hesibandin
1283,lesen::V,lezen,xwendin
1284,malen::V,schilderen,rengandin
1285,malen::V,schilderen,boyax kirin
1286,zeichnen::V,tekenen,işaret kirin
1287,schreiben::V,schrijven,nivîsandin
1288,besitzen::V,bezitten,hebûn
1289,kaufen::V,kopen,kirîn
1290,verkaufen::V,verkopen,firotin
1291,bezahlen::V,betalen,pere dan
1292,zahlen::V,betalen,pere dan
1293,zahlen::V,betalen,dayin
1294,beherrschen::V,beheersen,zebt kirin
1295,beherrschen::V,beheersen,hukim kirin
1296,ertragen::V,verdragen,bihêzkirin
