,Concept_ID,es,fi
113,Hügel::N,colina,kukkula
114,Anhöhe::N,cerro,mäki
115,Anhöhe::N,cerro,kumpare
116,Berg::N,monte,mäki
117,Berg::N,monte,vuori
118,Berg::N,montaña,mäki
119,Berg::N,montaña,vuori
120,Gipfel::N,cima,laki
121,Gipfel::N,cima,huippu
122,Gipfel::N,cumbre,laki
123,Gipfel::N,cumbre,huippu
124,Höhle::N,cueva,luola
125,Höhle::N,caverna,luola
126,Abhang::N,cuesta,rinne
127,Abhang::N,declive,rinne
128,Quelle::N,fuente,lähde
129,Quelle::N,manantial,lähde
130,Bach::N,arroyo,puro
131,Fluss::N,río,joki
132,Ufer::N,orilla,ranta
133,Küste::N,costa,rannikko
134,Festland::N,tierra firme,manner
135,Meer::N,mar,meri
136,Bucht::N,cala,lahti
137,Bucht::N,bahía,lahti
138,Insel::N,isla,saari
139,Blume::N,flor,kukka
140,Gras::N,hierba,ruoho
141,Wurzel::N,raíz,juuri
142,Baum::N,árbol,puu
143,Stamm::N,tronco,runko
144,Rinde::N,corteza,kuori
145,Rinde::N,corteza,parkki
146,Ast::N,rama,oksa
147,Zweig::N,ramo,haara
148,Blatt::N,hoja,lehti
149,Birke::N,abedul,koivu
150,Kiefer[Baum]::N,pino,mänty
151,Kiefer[Baum]::N,pino,petäjä
152,Weide[Baum]::N,sauce,paju
153,Tanne::N,abeto,kuusi
154,Horn::N,asta,sarvi
155,Horn::N,cuerno,sarvi
156,Feder::N,pluma,sulka
157,Feder::N,pluma,höyhen
158,Fell::N,piel,talja
159,Flügel::N,ala,siipi
160,Klaue::N,garra,kynsi
161,Kralle::N,uña,kynsi
162,Kralle::N,garra,kynsi
163,Schwanz::N,cola,häntä
164,Schwanz::N,cola,pyrstö
165,Ei::N,huevo,muna
166,Nest::N,nido,pesä
167,Bau::N,madriguera,pesä
168,Tier::N,animal,eläin
169,Herde::N,rebaño,lauma
170,Kuh::N,vaca,lehmä
171,Bulle::N,toro,sonni
172,Pferd::N,caballo,hevonen
173,Schaf::N,oveja,lammas
174,Schwein::N,cerdo,sika
175,Hund::N,perro,koira
176,Katze::N,gato,kissa
177,Bär::N,oso,karhu
178,Eichhörnchen::N,ardilla,orava
179,Elch::N,alce,hirvi
180,Fuchs::N,zorro,kettu
181,Hase::N,liebre,jänis
182,Maus::N,ratón,hiiri
183,Wolf::N,lobo,susi
184,Vogel::N,ave,lintu
185,Vogel::N,pájaro,lintu
186,Schwarm::N,bandada,parvi
187,Huhn::N,gallina,kana
188,Hahn::N,gallo,kukko
189,Gans::N,oca,hanhi
190,Gans::N,ganso,hanhi
191,Adler::N,águila,kotka
192,Ente::N,pato,ankka
193,Eule::N,lechuza,pöllö
194,Kranich::N,grulla,kurki
195,Krähe::N,corneja,varis
196,Kuckuck::N,cuco,käki
197,Schwan::N,cisne,joutsen
198,Fisch::N,pez,kala
199,Barsch::N,perca,ahven
200,Hecht::N,lucio,hauki
201,Schlange[Tier]::N,serpiente,käärme
202,Wurm::N,gusano,mato
203,Spinne::N,araña,hämähäkki
204,Ameise::N,hormiga,muurahainen
205,Laus::N,piojo,täi
206,Mücke::N,mosquito,sääski
207,Mücke::N,mosquito,hyttynen
208,Fliege::N,mosca,kärpänen
209,Schmetterling::N,mariposa,perhonen
210,Beere::N,baya,marja
211,Apfel::N,manzana,omena
212,Pilz::N,seta,sieni
213,Pilz::N,hongo,sieni
214,Zwiebel::N,cebolla,sipuli
215,Saat::N,siembra,siemenet
216,Korn::N,grano,jyvä
217,Korn::N,grano,vilja
218,Heu::N,heno,heinä
219,Schale::N,cáscara,kuori
220,Grube::N,foso,kuoppa
221,Falle::N,trampa,loukku
222,Schlinge::N,lazo,ansa
223,Spur::N,huella,jälki
224,Asche::N,ceniza,tuhka
225,Dreck::N,suciedad,lika
226,Eisen::N,hierro,rauta
227,Gold::N,oro,kulta
228,Silber::N,plata,hopea
229,Kohle::N,carbón,hiili
230,Glas::N,vidrio,lasi
231,Glas::N,cristal,lasi
232,Lehm::N,barro,savi
233,Sand::N,arena,hiekka
234,Mensch::N,hombre,ihminen
235,Mensch::N,ser humano,ihminen
236,Mann::N,hombre,mies
237,Frau::N,mujer,nainen
238,Kind::N,niño,lapsi
239,Junge::N,chico,poika
240,Junge::N,muchacho,poika
241,Mädchen::N,chica,tyttö
242,Mädchen::N,muchacha,tyttö
243,Familie::N,familia,perhe
244,Großvater::N,abuelo,isoisä
245,Großmutter::N,abuela,isoäiti
246,Eltern::N,padres,vanhemmat
247,Vater::N,padre,isä
248,Mutter::N,madre,äiti
249,Sohn::N,hijo,poika
250,Tochter::N,hija,tytär
251,Bruder::N,hermano,veli
252,Schwester::N,hermana,sisko
253,Onkel::N,tío,eno
254,Onkel::N,tío,setä
255,Tante::N,tía,täti
256,Ehemann::N,esposo,mies
257,Ehemann::N,esposo,aviomies
258,Ehefrau::N,esposa,vaimo
259,Ehefrau::N,esposa,aviovaimo
260,Freude::N,placer,ilo
261,Freude::N,placer,riemu
262,Freude::N,alegría,ilo
263,Freude::N,alegría,riemu
264,Gelächter::N,risa,nauru
265,Gelächter::N,carcajada,nauru
266,Glück::N,felicidad,onni
267,Kummer::N,pena,suru
268,Kummer::N,pena,murhe
269,Wunsch::N,deseo,toive
270,Wunsch::N,deseo,toivomus
271,Lust::N,ganas,himo
272,Geist::N,mente,henki
273,Geist::N,espíritu,henki
274,Gedanke::N,idea,aate
275,Gedanke::N,idea,ajatus
276,Gedanke::N,pensamiento,aate
277,Gedanke::N,pensamiento,ajatus
278,Gedächtnis::N,memoria,muisti
279,Verstand::N,razón,äly
280,Verstand::N,razón,järki
281,Verstand::N,razón,ymmärrys
282,Verstand::N,entendimiento,äly
283,Verstand::N,entendimiento,järki
284,Verstand::N,entendimiento,ymmärrys
285,Sinn::N,sentido,merkitys
286,Sinn::N,significado,merkitys
287,Grund::N,causa,syy
288,Grund::N,causa,peruste
289,Wahrheit::N,verdad,tosi
290,Wahrheit::N,verdad,totuus
291,Gespräch::N,conversación,puhelu
292,Gespräch::N,conversación,keskustelu
293,Märchen::N,cuento,satu
294,Erzählung::N,cuento,tarina
295,Erzählung::N,cuento,kertomus
296,Erzählung::N,narración,tarina
297,Erzählung::N,narración,kertomus
298,Nachricht::N,mensaje,tieto
299,Nachricht::N,mensaje,ilmoitus
300,Neuigkeit::N,noticia,uutinen
301,Name::N,nombre,nimi
302,Rätsel::N,acertijo,arvoitus
303,Rätsel::N,adivinanza,arvoitus
304,Rede::N,discurso,puhe
305,Sprache::N,lengua,kieli
306,Stimme::N,voz,ääni
307,Wort::N,palabra,sana
308,Zeichen::N,señal,merkki
309,Ruf::N,llamada,kutsu
310,Lärm::N,ruido,melu
311,Lärm::N,ruido,hälinä
312,Lärm::N,barullo,melu
313,Lärm::N,barullo,hälinä
314,Laut::N,sonido,ääni
315,Ton::N,tono,sävel
316,Lied::N,canción,laulu
317,Ruhe::N,calma,lepo
318,Ruhe::N,calma,rauha
319,Ruhe::N,silencio,lepo
320,Ruhe::N,silencio,rauha
321,Leute::N,gente,väki
322,Leute::N,gente,ihmiset
323,Volk::N,pueblo,kansa
324,Arbeit::N,trabajo,työ
325,Gast::N,huésped,vieras
326,Gast::N,invitado,vieras
327,Geschenk::N,regalo,lahja
328,Spiel::N,juego,peli
329,Spiel::N,juego,leikki
330,Gesellschaft::N,compañía,seura
331,Hilfe::N,ayuda,apu
332,Hilfe::N,socorro,apu
333,Freund::N,amigo,ystävä
334,Kamerad::N,camarada,toveri
335,Kamerad::N,compañero,toveri
336,Angelegenheit::N,asunto,asia
337,Anzahl::N,cantidad,lukumäärä
338,Art::N,tipo,laji
339,Art::N,clase,laji
340,Stück::N,pieza,pala
341,Stück::N,pieza,kappale
342,Teil::N,parte,osa
343,Hälfte::N,mitad,puoli
344,Kreis::N,círculo,ympyrä
345,Kreuz::N,cruz,risti
346,Linie::N,línea,viiva
347,Strich::N,raya,piirto
348,Strich::N,trazo,piirto
349,Abstand::N,distancia,väli
350,Abstand::N,distancia,väljyys
351,Entfernung::N,distancia,etäisyys
352,Gegend::N,región,seutu
353,Gegend::N,comarca,seutu
354,Platz::N,espacio,tila
355,Ort::N,sitio,kohta
356,Ort::N,sitio,paikka
357,Seite::N,lado,sivu
358,Seite::N,lado,kylki
359,Seite::N,costado,sivu
360,Seite::N,costado,kylki
361,Mitte::N,medio,keskus
362,Mitte::N,medio,puoliväli
363,Mitte::N,centro,keskus
364,Mitte::N,centro,puoliväli
365,Gegenstand::N,objeto,kalu
366,Gegenstand::N,objeto,esine
367,Sache::N,cosa,asia
368,Rand::N,borde,ääri
369,Rand::N,borde,syrjä
370,Kante::N,borde,särmä
371,Ecke::N,esquina,nurkka
372,Spitze::N,punta,terä
373,Spitze::N,punta,kärki
374,Ende::N,cabo,pää
375,Ende::N,cabo,perä
376,Ende::N,extremo,pää
377,Ende::N,extremo,perä
378,Loch::N,agujero,kolo
379,Loch::N,agujero,reikä
380,Loch::N,abertura,kolo
381,Loch::N,abertura,reikä
382,Winkel::N,ángulo,kulma
383,Muster::N,dibujo,kuvio
384,Größe::N,tamaño,koko
385,Größe::N,tamaño,suuruus
386,Länge::N,longitud,pituus
387,Höhe::N,altura,korkeus
388,Höhe::N,altitud,korkeus
389,Gewicht::N,peso,paino
390,Menge::N,cantidad,määrä
391,Haufen::N,montón,kasa
392,Reihe::N,fila,rivi
393,Boot::N,bote,vene
394,Boot::N,barca,vene
395,Ruder::N,remo,airo
396,Schlitten::N,trineo,reki
397,Schlitten::N,trineo,kelkka
398,Ski::N,esquí,suksi
399,Lagerfeuer::N,hoguera,nuotio
400,Last::N,carga,kuorma
401,Gang::N,marcha,kulku
402,Gang::N,marcha,käynti
403,Schritt::N,paso,askel
404,Norden::N,norte,pohjoinen
405,Süden::N,sur,etelä
406,Westen::N,oeste,länsi
407,Osten::N,este,itä
408,Holz::N,madera,puu
409,Brett::N,tabla,lauta
410,Platte::N,placa,levy
411,Platte::N,plancha,levy
412,Stütze::N,sostén,noja
413,Stütze::N,soporte,noja
414,Stange::N,vara,tanko
415,Stange::N,percha,tanko
416,Stock::N,palo,keppi
417,Stock::N,bastón,keppi
418,Stab::N,vara,sauva
419,Stab::N,vara,seiväs
420,Stab::N,bastón,sauva
421,Stab::N,bastón,seiväs
422,Rohr::N,tubo,putki
423,Haus::N,casa,talo
424,Heim::N,hogar,koti
425,Ofen::N,estufa,uuni
426,Fußboden::N,suelo,lattia
427,Tisch::N,mesa,pöytä
428,Stuhl::N,silla,tuoli
429,Wiege::N,cuna,kehto
430,Bett::N,cama,sänky
431,Regal::N,estantería,hylly
432,Kiste::N,caja,arkku
433,Kiste::N,caja,kirstu
434,Kiste::N,caja,laatikko
435,Fenster::N,ventana,ikkuna
436,Tür::N,puerta,ovi
437,Tor::N,puerta,portti
438,Zaun::N,valla,aita
439,Zaun::N,cercado,aita
440,Dach::N,techo,katto
441,Dach::N,tejado,katto
442,Leiter::N,escalera,tikkaat
443,Leiter::N,escalera,tikapuut
444,Besen::N,escoba,luuta
445,Spaten::N,pala,lapio
446,Schaufel::N,pala,lapio
447,Schaufel::N,paleta,lapio
448,Gabel::N,tenedor,haarukka
449,Löffel::N,cuchara,lusikka
450,Messer::N,cuchillo,veitsi
451,Nagel::N,clavo,naula
452,Netz::N,red,verkko
453,Haken::N,gancho,haka
454,Haken::N,gancho,koukku
455,Haken::N,corchete,haka
456,Haken::N,corchete,koukku
457,Griff::N,asa,ripa
458,Griff::N,asa,kahva
459,Griff::N,mango,ripa
460,Griff::N,mango,kahva
461,Schloss::N,cerradura,lukko
462,Bild::N,imagen,kuva
463,Figur::N,figura,kuvio
464,Puppe::N,muñeca,nukke
465,Beutel::N,bolsa,pussi
466,Bündel::N,haz,nippu
467,Bündel::N,haz,kimppu
468,Tasche::N,bolso,laukku
469,Eimer::N,cubo,sanko
470,Eimer::N,cubo,ämpäri
471,Deckel::N,tapa,kansi
472,Deckel::N,tapadera,kansi
473,Geschirr::N,vajilla,astia
474,Sack::N,saco,säkki
475,Tasse::N,taza,kuppi
476,Topf::N,olla,pata
477,Topf::N,marmita,pata
478,Kessel::N,caldera,kattila
479,Essen::N,comida,syönti
480,Nahrung::N,alimento,ruoka
481,Nahrung::N,alimento,ravinto
482,Speise::N,plato,ruoka
483,Fleisch::N,carne,liha
484,Getreide::N,cereales,vilja
485,Brei::N,puré,puuro
486,Brei::N,papilla,puuro
487,Brot::N,pan,leipä
488,Scheibe::N,lonja,viipale
489,Scheibe::N,rebanada,viipale
490,Fett::N,grasa,rasva
491,Butter::N,mantequilla,voi
492,Öl::N,aceite,öljy
493,Salz::N,sal,suola
494,Suppe::N,sopa,keitto
495,Honig::N,miel,hunaja
496,Milch::N,leche,maito
497,Tee::N,té,tee
498,Leder::N,cuero,nahka
499,Wolle::N,lana,villa
500,Stoff::N,tela,kangas
501,Stoff::N,tejido,kangas
502,Nadel::N,aguja,neula
503,Faden::N,hilo,lanka
504,Knopf::N,botón,nappi
505,Knoten::N,nudo,solmu
506,Farbe::N,pintura,maali
507,Kleidung::N,ropa,vaatteet
508,Kleidung::N,vestidos,vaatteet
509,Hemd::N,camisa,paita
510,Kragen::N,cuello,kaulus
511,Ärmel::N,manga,hiha
512,Hose::N,pantalón,housut
513,Gürtel::N,cinturón,vyö
514,Mütze::N,gorro,lakki
515,Schuh::N,zapato,kenkä
516,Stiefel::N,bota,saapas
517,Ring::N,anillo,sormus
518,Band::N,cinta,nauha
519,Kamm::N,peine,kampa
520,Spiegel::N,espejo,peili
521,Riemen::N,correa,hihna
522,Schnur::N,cuerda,naru
523,Schnur::N,cuerda,nuora
524,Leine::N,correa,talutushihna
525,Decke::N,manta,peite
526,Kissen::N,almohada,tyyny
527,Kissen::N,almohada,pielus
528,Tuch::N,pañuelo,huivi
529,Handtuch::N,toalla,pyyheliina
530,Kraft::N,fuerza,väki
531,Kraft::N,fuerza,voima
532,Stärke::N,fuerza,vahvuus
533,Gesundheit::N,salud,terveys
534,Krankheit::N,enfermedad,tauti
535,Krankheit::N,enfermedad,sairaus
536,Schmerz::N,dolor,kipu
537,Schmerz::N,dolor,särky
538,Wunde::N,llaga,haava
539,Wunde::N,herida,haava
540,Fieber::N,fiebre,kuume
541,Arznei::N,medicina,lääke
542,Arznei::N,medicamento,lääke
543,Brücke::N,puente,silta
544,Brunnen::N,pozo,kaivo
545,Weide::N,pasto,laidun
546,Pfad::N,sendero,polku
547,Weg::N,camino,tie
548,Straße::N,vía,katu
549,Straße::N,carretera,katu
550,Dorf::N,aldea,kylä
551,Dorf::N,pueblo,kylä
552,Stadt::N,ciudad,kaupunki
553,Brief::N,carta,kirje
554,Buch::N,libro,kirja
555,Buchstabe::N,letra,kirjain
556,Buchstabe::N,carácter,kirjain
557,Zeitung::N,diario,lehti
558,Zeitung::N,diario,sanomalehti
559,Zeitung::N,periódico,lehti
560,Zeitung::N,periódico,sanomalehti
561,Leben::N,vida,elo
562,Leben::N,vida,elämä
563,Tod::N,muerte,kuolema
564,Grab::N,tumba,hauta
565,Grab::N,sepulcro,hauta
566,Kirche::N,iglesia,kirkko
567,Sünde::N,pecado,synti
568,Gott::N,dios,jumala
569,Arbeiter::N,obrero,työläinen
570,Arbeiter::N,trabajador,työläinen
571,Chef::N,jefe,päällikkö
572,Meister::N,maestro,mestari
573,Arzt::N,médico,lääkäri
574,Lehrer::N,profesor,opettaja
575,Geld::N,dinero,raha
576,Geschäft::N,negocio,liike
577,Laden::N,tienda,puoti
578,Laden::N,tienda,kauppa
579,Preis::N,precio,hinta
580,Ware::N,mercancía,tavara
581,Nutzen::N,provecho,hyöty
582,Reichtum::N,riqueza,rikkaus
583,Welt::N,mundo,maailma
584,Land::N,país,maa
585,Staat::N,Estado,valtio
586,König::N,rey,kuningas
587,Macht::N,poder,mahti
588,Macht::N,potencia,mahti
589,Grenze::N,frontera,raja
590,Krieg::N,guerra,sota
591,Feind::N,enemigo,vihollinen
592,Gewalt::N,violencia,väkivalta
593,Kampf::N,lucha,taistelu
594,Kampf::N,combate,taistelu
595,Bogen[Waffe]::N,arco,jousi
596,Pfeil::N,flecha,nuoli
597,Gewehr::N,fusil,kivääri
598,Gewehr::N,escopeta,kivääri
599,Fehler::N,error,vika
600,Fehler::N,error,virhe
601,Lüge::N,mentira,valhe
602,Schaden::N,daño,vaurio
603,Schaden::N,daño,vahinko
604,Unglück::N,desgracia,vahinko
605,Unglück::N,desgracia,onnettomuus
606,Schuld::N,culpa,syy
607,Alter::N,edad,ikä
608,Schluss::N,fin,loppu
609,Schluss::N,final,loppu
610,Zeit::N,tiempo,aika
611,Tag::N,día,päivä
612,Morgen::N,mañana,aamu
613,Morgen::N,mañana,huomen
614,Mittag::N,mediodía,keskipäivä
615,Abend::N,noche,ilta
616,Nacht::N,noche,yö
617,Woche::N,semana,viikko
618,Monat::N,mes,kuukausi
619,Jahr::N,año,vuosi
620,Frühling::N,primavera,kevät
621,Sommer::N,verano,kesä
622,Herbst::N,otoño,syksy
623,Winter::N,invierno,talvi
624,Januar::N,enero,tammikuu
625,Februar::N,febrero,helmikuu
626,März::N,marzo,maaliskuu
627,April::N,abril,huhtikuu
628,Mai::N,mayo,toukokuu
629,Juni::N,junio,kesäkuu
630,Juli::N,julio,heinäkuu
631,August::N,agosto,elokuu
632,September::N,septiembre,syyskuu
633,Oktober::N,octubre,lokakuu
634,November::N,noviembre,marraskuu
635,Dezember::N,diciembre,joulukuu
636,Montag::N,lunes,maanantai
637,Dienstag::N,martes,tiistai
638,Mittwoch::N,miércoles,keskiviikko
639,Donnerstag::N,jueves,torstai
640,Freitag::N,viernes,perjantai
641,Samstag::N,sábado,lauantai
642,Sonntag::N,domingo,sunnuntai
643,groß::A,grande,iso
644,groß::A,grande,suuri
645,klein::A,pequeño,pieni
646,lang::A,largo,pitkä
647,kurz::A,corto,lyhyt
648,breit::A,ancho,leveä
649,schmal::A,estrecho,kapea
650,dicht::A,denso,taaja
651,dick[Gegenstand]::A,grueso,paksu
652,dünn::A,fino,ohut
653,dünn::A,delgado,ohut
654,fein::A,fino,hieno
655,fein::A,delicado,hieno
656,fest::A,firme,luja
657,fest::A,sólido,luja
658,flach::A,plano,litteä
659,flach::A,plano,tasainen
660,glatt::A,liso,sileä
661,glatt::A,liso,siloinen
662,hart::A,duro,kova
663,weich::A,muelle,pehmeä
664,rund::A,redondo,pyöreä
665,spitz::A,agudo,terävä
666,spitz::A,apuntado,terävä
667,scharf::A,agudo,terävä
668,scharf::A,afilado,terävä
669,stumpf::A,sin filo,tylsä
670,schwer::A,pesado,raskas
671,schwer::A,pesado,painava
672,schön::A,bello,kaunis
673,schön::A,hermoso,kaunis
674,heiß::A,caluroso,kuuma
675,warm::A,cálido,lämmin
676,warm::A,caliente,lämmin
677,kalt::A,frío,kylmä
678,kalt::A,frío,viluinen
679,kühl::A,fresco,viileä
680,frisch::A,fresco,tuore
681,feucht::A,húmedo,kostea
682,nass::A,mojado,märkä
683,trocken::A,seco,kuiva
684,voll::A,lleno,täysi
685,leer::A,vacío,tyhjä
686,offen::A,abierto,avonainen
687,geschlossen::A,cerrado,suljettu
688,sauber::A,limpio,puhdas
689,schmutzig::A,sucio,likainen
690,roh::A,crudo,raaka
691,reif::A,maduro,kypsä
692,lecker::A,rico,herkullinen
693,lecker::A,sabroso,herkullinen
694,süß::A,dulce,makea
695,bitter::A,amargo,karvas
696,bitter::A,amargo,kitkerä
697,sauer::A,agrio,hapan
698,hell::A,claro,kirkas
699,hell::A,claro,valoisa
700,dunkel::A,oscuro,pimeä
701,schwarz::A,negro,musta
702,weiß::A,blanco,valkea
703,rot::A,rojo,punainen
704,gelb::A,amarillo,keltainen
705,blau::A,azul,sininen
706,grün::A,verde,vihreä
707,grau::A,gris,harmaa
708,bunt::A,multicolor,kirjava
709,billig::A,barato,halpa
710,billig::A,barato,huokea
711,teuer::A,caro,kallis
712,wertvoll::A,valioso,arvokas
713,wertvoll::A,precioso,arvokas
714,blind::A,ciego,sokea
715,taub::A,sordo,kuuro
716,kräftig::A,fuerte,väkevä
717,kräftig::A,fuerte,voimakas
718,stark::A,fuerte,vahva
719,stark::A,vigoroso,vahva
720,schwach::A,débil,heikko
721,fett::A,obeso,lihava
722,schlank::A,esbelto,hoikka
723,schlank::A,esbelto,solakka
724,hübsch::A,mono,soma
725,hübsch::A,mono,sievä
726,hübsch::A,guapo,soma
727,hübsch::A,guapo,sievä
728,böse::A,malo,paha
729,böse::A,malo,häijy
730,dumm::A,tonto,tyhmä
731,dumm::A,tonto,typerä
732,dumm::A,estúpido,tyhmä
733,dumm::A,estúpido,typerä
734,faul::A,vago,laiska
735,faul::A,perezoso,laiska
736,fleißig::A,aplicado,ahkera
737,fleißig::A,diligente,ahkera
738,geizig::A,avaro,saita
739,klug::A,sensato,älykäs
740,klug::A,inteligente,älykäs
741,geschickt::A,hábil,taitava
742,lieb::A,querido,rakas
743,lustig::A,alegre,hauska
744,lustig::A,alegre,iloinen
745,sanft::A,suave,lauha
746,sanft::A,suave,lempeä
747,hungrig::A,hambriento,nälkäinen
748,krank::A,enfermo,sairas
749,nackt::A,desnudo,alaston
750,traurig::A,triste,surullinen
751,traurig::A,triste,murheellinen
752,lebendig::A,vivo,elävä
753,lebendig::A,viviente,elävä
754,gut::A,bueno,hyvä
755,schlecht::A,malo,paha
756,schlecht::A,malo,huono
757,richtig::A,justo,oikea
758,richtig::A,correcto,oikea
759,schlimm::A,malo,paha
760,schlimm::A,grave,paha
761,wahr::A,verídico,tosi
762,wahr::A,verdadero,tosi
763,alt::A,viejo,vanha
764,neu::A,nuevo,uusi
765,ehemalig::A,antiguo,entinen
766,ehemalig::A,antiguo,muinainen
767,alt[Lebewesen]::A,viejo,vanha
768,jung::A,joven,nuori
769,arm::A,pobre,köyhä
770,reich::A,rico,rikas
771,bekannt::A,conocido,tuttu
772,bekannt::A,conocido,tunnettu
773,berühmt::A,famoso,kuuluisa
774,berühmt::A,célebre,kuuluisa
775,fremd::A,extraño,vieras
776,verschieden::A,diverso,eri
777,verschieden::A,diverso,erilainen
778,verschieden::A,distinto,eri
779,verschieden::A,distinto,erilainen
780,verschieden::A,diferente,eri
781,verschieden::A,diferente,erilainen
782,nah::A,cercano,läheinen
783,fern::A,lejano,etäinen
784,linker::A,izquierdo,vasen
785,rechter::A,derecho,oikea
786,anderer::A,otro,muu
787,anderer::A,otro,toinen
788,erster::A,primero,ensimmäinen
789,zweiter::A,segundo,toinen
790,dritter::A,tercero,kolmas
791,letzter::A,último,viimeinen
792,allein::ADV,a solo,yksin
793,auf einmal::ADV,de una vez,yhdellä kertaa
794,zusammen::ADV,juntos,yhdessä
795,lange::ADV,mucho tiempo,kauan
796,lange::ADV,mucho tiempo,pitkään
797,plötzlich::ADV,de repente,äkkiä
798,sofort::ADV,en seguida,heti
799,später::ADV,más tarde,myöhemmin
800,jetzt::ADV,ahora,nyt
801,heute::ADV,hoy,tänään
802,morgen::ADV,mañana,huomenna
803,bald::ADV,pronto,pian
804,bald::ADV,en breve,pian
805,dann::ADV,luego,sitten
806,dann::ADV,entonces,sitten
807,gestern::ADV,ayer,eilen
808,einst::ADV,antaño,aikanaan
809,damals::ADV,entonces,silloin
810,damals::ADV,entonces,siihen aikaan
811,danach::ADV,después,sen jälkeen
812,vorher::ADV,antes,ennen
813,zuerst::ADV,primero,ensin
814,zuerst::ADV,primero,ensiksi
815,einmal::ADV,una vez,kerran
816,manchmal::ADV,a veces,joskus
817,oft::ADV,a menudo,usein
818,oft::ADV,con frecuencia,usein
819,immer::ADV,siempre,aina
820,niemals::ADV,jamás,ei koskaan
821,hier::ADV,aquí,tässä
822,hier::ADV,aquí,täällä
823,hierhin::ADV,acá,tähän
824,von hier::ADV,desde aquí,tästä
825,von hier::ADV,desde aquí,täältä
826,dort::ADV,ahí,siinä
827,dort::ADV,ahí,siellä
828,dort::ADV,allí,siinä
829,dort::ADV,allí,siellä
