,Concept_ID,mdf,sl
792,sehr::ADV,пяк,zeló
793,so::ADV,ста́не,takó
794,noch::ADV,нинге,še
795,nur::ADV,аньцек,samó
796,schon::ADV,ни,žè
797,wieder::ADV,та́га,spét
798,vergebens::ADV,стак,zamàn
799,vergebens::ADV,стак,zastónj
800,vor::PRP,инголе,pred
801,hinter::PRP,фтала,za
802,hinter::PRP,мельге,za
803,unter::PRP,ала,pod
804,durch::PRP,пачк,skózi
805,neben::PRP,ваксса,kràj
806,neben::PRP,ваксса,póleg
807,zwischen::PRP,ёткса,med
808,zwischen::PRP,ёткса,izmed
809,wegen::PRP,сюнеда,zarádi
810,dies::PRN,тя,tó
811,das::PRN,ся,tó
812,das::PRN,тона,tó
813,alles::PRN,сембе,vsè
814,ich::PRN,мон,jàz
815,du::PRN,тон,tí
816,er::PRN,сон,òn
817,wir::PRN,минь,mí
818,ihr::PRN,тинь,ví
819,sie::PRN,синь,ôni
820,was::FPRN,мезе,káj
821,wer::FPRN,кие,kdó
822,wo::FADV,коса,kjé
823,wohin::FADV,ков,kám
824,wohin::FADV,коза,kám
825,wie::FADV,ко́да,kakó
826,warum::FADV,мес,zakáj
827,wieviel::FNUM,мзя́ра,kóliko
828,eins::NUM,фкя,êden
829,zwei::NUM,кафта,dvá
830,drei::NUM,колма,trí
831,vier::NUM,ниле,štíri
832,fünf::NUM,вете,pét
833,sechs::NUM,кота,šést
834,sieben::NUM,сисем,sédem
835,acht::NUM,кафкса,ósem
836,neun::NUM,ве́йхкса,devét
837,zehn::NUM,кемонь,desét
838,elf::NUM,кефкие,enájst
839,zwölf::NUM,кемгафтува,dvánajst
840,zwanzig::NUM,комсь,dvájset
841,dreißig::NUM,колмогемонь,trídeset
842,vierzig::NUM,нильге́монь,štírideset
843,fünfzig::NUM,ве́дьгемонь,pétdeset
844,sechzig::NUM,ко́дгемонь,šéstdeset
845,siebzig::NUM,сизьге́монь,sédemdeset
846,achtzig::NUM,ка́фксогемонь,ósemdeset
847,neunzig::NUM,ве́йхксогемонь,devétdeset
848,hundert::NUM,сяда,stó
849,tausend::NUM,тёжянь,tísoč
850,und::CNJ,и,in
851,und::CNJ,дъ,in
852,oder::CNJ,или,áli
853,oder::CNJ,али,áli
854,stehen::V,а́щемс стя́да,státi
855,sitzen::V,ащемс озада,sedéti
856,liegen::V,ма́дозь а́щемс,ležáti
857,hängen::V,нюрьгомс,viséti
858,werden::V,арамс,postáti
859,werden::V,тиевомс,postáti
860,passieren::V,лисэмс,zgodíti se
861,passieren::V,эвондамс,zgodíti se
862,beginnen::V,ушедомс,začéti se
863,enden::V,лоткамс,končáti se
864,wechseln::V,по́лафнемс,ménjati se
865,aufgehen[Sonne]::V,стямс,vzíti
866,aufgehen[Sonne]::V,лисемс,vzíti
867,untergehen[Sonne]::V,валгомс,zaíti
868,scheinen[Sonne]::V,ва́лдоптомс,sijáti
869,donnern::V,торамс,grméti
870,wehen::V,уфа́мс,píhati
871,strömen::V,шудемс,líti
872,fließen::V,шудемс,têči
873,sich drehen::V,шаромс,vrtéti se
874,schwanken::V,якамс,kolébati
875,schwingen::V,люксемс,níhati
876,schwingen::V,нюрьсемс,níhati
877,fallen::V,прамс,pádati
878,fallen::V,прашендомс,pádati
879,brennen::V,паломс,goréti
880,rauchen::V,качадомс,kadíti se
881,regnen::V,пиземс,deževáti
882,gefrieren::V,эйндамс,zmŕzniti
883,gefrieren::V,кельмомс,zmŕzniti
884,tauen::V,соламс,tájati
885,schmelzen::V,соламс,kopnéti
886,trocknen::V,коськомс,sušíti se
887,sieden::V,лакамс,kipéti
888,faulen::V,наксадомс,gníti
889,verfaulen::V,наксадомс,zgníti
890,reißen::V,сязевомс,tŕgati se
891,versinken::V,ваямс,pogrézniti se
892,vergehen::V,ётамс,miníti
893,erscheinen::V,эвондамс,pojáviti se
894,verschwinden::V,юма́мс,izgíniti
895,sinken::V,валгомс,péšati
896,abnehmen::V,киремс,pojémati
897,zunehmen::V,ламокстомс,véčati se
898,zunehmen::V,ламокстомс,množíti se
899,zunehmen::V,рашнемс,véčati se
900,zunehmen::V,рашнемс,množíti se
901,steigen::V,кеподемс,dvígati se
902,wachsen::V,касомс,rásti
903,glänzen::V,цинзелдомс,sijáti
904,glänzen::V,цифордомс,sijáti
905,funkeln::V,ци́фтордомс,ískriti se
906,lärmen::V,жалнамс,ropotáti
907,lärmen::V,жалнамс,razgrájati
908,läuten::V,гайфтемс,zvoníti
909,klingeln::V,гайфтемс,zvončkljáti
910,klirren::V,ка́нзеркшнемс,žvenketáti
911,brausen::V,жоледемс,šuméti
912,rauschen::V,вжнамс,šuštéti
913,rauschen::V,вжнамс,šelestéti
914,rauschen::V,гамнамс,šuštéti
915,rauschen::V,гамнамс,šelestéti
916,klingen::V,кайгомс,zvenéti
917,bellen::V,ува́мс,lájati
918,heulen::V,сувомс,zavíjati
919,heulen::V,урнамс,zavíjati
920,blasen::V,уфа́мс,píhniti
921,pfeifen::V,вяшкомс,pískati
922,pfeifen::V,вяшкомс,žvížgati
923,schreien::V,пешкодомс,kričáti
924,stöhnen::V,куфцемс,stókati
925,zittern::V,таромс,drgetáti
926,leben::V,эрямс,živéti
927,geboren werden::V,шачемс,rodíti se
928,atmen::V,ажнамс,díhati
929,trinken::V,симомс,píti
930,essen::V,ярхцамс,jésti
931,schlucken::V,нилемс,požírati
932,müde werden::V,сиземс,péšati
933,müde werden::V,сиземс,utrúditi se
934,einschlafen::V,матодовомс,zaspáti
935,schlafen::V,удомс,spáti
936,aufwachen::V,съргоземс,zbudíti se
937,aufstehen::V,стямс,vstáti
938,sich erholen::V,ваймосемс,oddahníti se
939,krank werden::V,сярядькстомс,oboléti
940,krank sein::V,сярядемс,bíti bolán
941,schmerzen::V,сярядемс,boléti
942,husten::V,козомс,kášljati
943,genesen::V,пъ́чкамс,okrévati
944,sterben::V,куломс,umréti
945,umkommen::V,юма́мс,pogíniti
946,sich bewegen::V,шаштомс,zganíti se
947,sich rühren::V,сърхка́мс,premakníti se
948,sich erheben::V,стямс,vstájati
949,sich erheben::V,стямс,vzdígniti se
950,sich setzen::V,озамс,sésti
951,hinfallen::V,прамс,pásti dôl
952,hinfallen::V,сяворемс,pásti dôl
953,laufen::V,якамс,hodíti
954,schreiten::V,молемс,stópati
955,schreiten::V,аськолямс,stópati
956,spazierengehen::V,якамс,na sprehòd íti
957,eilen::V,эряскодомс,drvéti
958,sich beeilen::V,эряскодомс,hitéti
959,sausen::V,лиемс,dírkati
960,rennen::V,арнемс,dírjati
961,springen::V,комотнемс,skákati
962,klettern::V,ку́цемс,plézati
963,schaukeln::V,нюрямс,kolébati
964,kriechen::V,шаштомс комада,pláziti se
965,schwimmen::V,уемс,plávati
966,tauchen::V,юпиемс,potápljati se
967,tauchen::V,чёпафнемс,potápljati se
968,rudern::V,па́немс ве́неж,vesláti
969,fahren::V,ардомс,vozíti se
970,fahren::V,ардомс,peljáti se
971,fliegen::V,лиемс,létati
972,gehen::V,молемс,íti
973,weggehen::V,тумс,odíti
974,abfahren::V,тумс,odpeljáti se
975,anhalten::V,лоткамс,ustáviti se
976,hineingehen::V,сува́мс,íti nóter
977,eintreten::V,сува́мс,vstopíti
978,kommen::V,самс,príti
979,ankommen::V,самс,prispéti
980,ankommen::V,самс,prihájati
981,ankommen::V,пачкодемс,prispéti
982,ankommen::V,пачкодемс,prihájati
983,zurückkommen::V,мърдамс,vrníti se
984,bleiben::V,иля́домс,ostáti
985,warten::V,учемс,čákati
986,erwarten::V,учемс,pričakováti
987,suchen::V,вешемс,iskáti
988,finden::V,мумс,nájti
989,versuchen::V,варчсемс,poskúšati
990,vorbereiten::V,анокламс,pripráviti
991,lieben::V,кельгомс,ljubíti
992,mögen::V,кельгомс,márati
993,lachen::V,рахамс,smejáti se
994,lachen::V,рахсемс,smejáti se
995,rühren::V,токамс седи,ganíti
996,weinen::V,авардемс,jókati
997,weinen::V,авардемс,plákati
998,schimpfen::V,сюцемс,psováti
999,schimpfen::V,сюцемс,zmérjati
1000,sich ärgern::V,кяжиямс,jezíti se
1001,sich fürchten::V,пелемс,báti se
1002,fürchten::V,пелемс,báti se
1003,fliehen::V,ворьгодемс,bežáti
1004,flüchten::V,ша́домс,pobégniti
1005,flüchten::V,во́рьгодемс,pobégniti
1006,sehen::V,няемс,vídeti
1007,anschauen::V,ваномс,oglédati
1008,ansehen::V,ваномс,glédati
1009,hören::V,марямс,slíšati
1010,zuhören::V,ку́лхдоньомс,poslúšati
1011,probieren::V,варжамс,poskúšati
1012,riechen::V,никса́мс,dúhati
1013,fühlen::V,марямс,čutíti
1014,scheinen::V,ня́евомс,zdéti se
1015,zu sehen sein::V,ня́евомс,vídeti se
1016,vernehmen::V,марямс,čúti
1017,frieren::V,паломс,zébsti
1018,frieren::V,кельмомс,zébsti
1019,tun::V,тиемс,délati
1020,können::V,маштомс,môči
1021,wollen::V,-не-,hotéti
1022,anfangen::V,ушедомс,začéti
1023,beenden::V,аде́ламс,dokončáti
1024,aufhören::V,лоткамс,prenéhati
1025,gelingen::V,удалакшнемс,uspéti
1026,gelingen::V,удалакшнемс,posréčiti se
1027,geraten::V,лисемс,obnêsti se
1028,öffnen::V,панжемс,odpréti
1029,schließen::V,сёлгомс,zapréti
1030,stellen::V,путомс,postáviti
1031,setzen::V,озафнемс,posadíti
1032,setzen::V,озавтнемс,posadíti
1033,legen::V,путомс,položíti
1034,berühren::V,токамс,dotíkati se
1035,verbinden::V,сотомс,obvézati
1036,bedecken::V,комачамс,pokríti
1037,bedecken::V,вельхтямс,pokríti
1038,aufhängen::V,повфтамс,obésiti
1039,anzünden::V,крьвя́стемс,zažgáti
1040,aufheben::V,кеподемс,vzdígniti
1041,aufheben::V,касфтомс,vzdígniti
1042,zurücklassen::V,ка́домс,zapustíti
1043,verlieren::V,юма́фтомс,izgubíti
1044,fallen lassen::V,прафтомс,navréči
1045,machen::V,тиемс,naredíti
1046,machen::V,тиемс,napráviti
1047,herstellen::V,анокламс,izdélati
1048,bauen::V,путомс,gradíti
1049,reparieren::V,петемс,popráviti
1050,verbessern::V,цебярьгофтомс,izbóljšati
1051,ändern::V,полафтомс,spremeníti
1052,graben::V,шу́вомс,kopáti
1053,graben::V,шу́вомс,grêbsti
1054,graben::V,та́ргамс,kopáti
1055,graben::V,та́ргамс,grêbsti
1056,beugen::V,мяндемс,upogníti
1057,biegen::V,комафтомс,zavíjati
1058,drehen::V,шо́вамс,vrtéti
1059,drehen::V,ша́рфнемс,vrtéti
1060,wenden::V,ша́рфтомс,obrníti
1061,umdrehen::V,шарфтомс,zasúkati
1062,heben::V,ке́подемс,dvígati
1063,hochheben::V,ке́подемс,privzdígniti
1064,hochheben::V,ка́сфтомс,privzdígniti
1065,ergreifen::V,фатямс,zgrábiti
1066,halten::V,кирдемс,držáti
1067,drücken::V,люпшта́мс,tiščáti
1068,schieben::V,шашфтомс,ríniti
1069,kratzen::V,а́нгорямс,práskati
1070,kratzen::V,киськоря́мс,práskati
1071,lecken::V,нолсемс,lízati
1072,beißen::V,сускомс,grísti
1073,abreißen::V,сяземс,odtŕgati
1074,abschneiden::V,керомс,odrézati
1075,binden::V,сотомс,vézati
1076,stecken::V,сялгомс,vtakníti
1077,brechen::V,си́ннемс,lomíti
1078,brechen::V,ка́лафтомс,lomíti
1079,klopfen::V,чакамс,tólči
1080,klopfen::V,чакиемс,tólči
1081,hauen::V,шавомс,séči
1082,hauen::V,пиксомс,séči
1083,kleben::V,пе́тфнемс,lépiti
1084,reiben::V,шо́вамс,tréti
1085,reiben::V,шо́вамс,dŕgniti
1086,streichen::V,вадемс,namázati
1087,schleifen::V,шо́вамс,brúsiti
1088,schneiden::V,керомс,rézati
1089,rütteln::V,та́рфтомс,strésti
1090,schütteln::V,шука́демс,majáti
1091,schwenken::V,яфодемс,obrníti
1092,schütten::V,каямс,sípati
1093,schütten::V,нюрьхтя́мс,sípati
1094,füllen::V,пяшкодемс,napolníti
1095,einwickeln::V,тапардамс,zavíti
1096,tragen::V,кандомс,nêsti
1097,schleppen::V,ускомс,vláčiti
1098,ziehen::V,ускомс,vléči
1099,aufbewahren::V,ванфтомс,shranjeváti
1100,werfen::V,ёрямс,lúčati
1101,fangen::V,кунда́мс,ujéti
1102,packen::V,фатямс,prijéti
1103,verstecken::V,кяшемс,skríti
1104,teilen::V,явомс,razdelíti
1105,schicken::V,кучемс,pošíljati
1106,bringen::V,кандомс,prinêsti
1107,bringen::V,пачфтемс,prinêsti
1108,hinzufügen::V,пу́томс та́га,pristáviti
1109,hinzufügen::V,ма́ксомс та́га,pristáviti
1110,bekommen::V,сявомс,dobíti
1111,erhalten::V,сявомс,prejéti
1112,nehmen::V,сявомс,vzéti
1113,wählen::V,ко́чкамс,izbírati
1114,auswählen::V,кочкамс,izbráti
1115,bewahren::V,ванфтомс,ohraníti
1116,behindern::V,шорямс,ovírati
1117,verderben::V,коламс,pokváriti
1118,verderben::V,гастямс,pokváriti
1119,beschädigen::V,тиендемс зиян,poškodováti
1120,zerbrechen::V,тапамс,razlomíti
1121,zerreißen::V,сяземс,raztŕgati
1122,zerstören::V,ка́лафтомс,razrúšiti
1123,verbrennen::V,пълхта́мс,sežgáti
1124,geben::V,ма́ксомс,dáti
1125,reichen::V,максомс,séči
1126,reichen::V,максомс,molíti
1127,schenken::V,каземс,podáriti
1128,versprechen::V,ма́ксомс вал,obljubíti
1129,wünschen::V,арьсемс,vóščiti
1130,loben::V,шна́мс,hváliti
1131,küssen::V,палсемс,poljubováti
1132,wiegen::V,нюря́фтомс,zíbati
1133,zudecken::V,вельхтямс,pokríti
1134,wecken::V,стя́фтомс,zbudíti
1135,wecken::V,съ́ргозьфтемс,zbudíti
1136,zeigen::V,няфтемс,pokázati
1137,führen::V,вятемс,vêsti
1138,lehren::V,тонафтомс,učíti
1139,unterrichten::V,тонафтомс,poučeváti
1140,aufziehen::V,касфтомс,vzgojíti
1141,leiten::V,вятемс,uprávljati
1142,antreiben::V,вятемс,goníti
1143,lassen::V,кошардомс,povzročíti
1144,einladen::V,тердемс,povábiti
1145,einladen::V,серьгядемс,povábiti
1146,vereinigen::V,пуроптомс,zdrúžiti
1147,vereinigen::V,кочкамс марса,zdrúžiti
1148,besuchen::V,варжамс,obiskáti
1149,treffen::V,васьфтомс,pogodíti
1150,sich versammeln::V,кочкавомс,zbráti se
1151,spielen::V,налхксемс,igráti se
1152,singen::V,морамс,péti
1153,tanzen::V,кштимс,plésati
1154,sich trennen::V,явомс,ločíti se
1155,verlassen::V,кадондомс,zapustíti
1156,retten::V,идемс,réšiti
1157,retten::V,араламс,réšiti
1158,bewachen::V,ваномс,strážiti
1159,schützen::V,а́раламс,sčítiti
1160,verteidigen::V,а́раламс,braníti
1161,sich schlagen::V,тюремс,têpsti se
1162,schießen::V,ляцемс,stréljati
1163,siegen::V,сяськомс,zmágati
1164,ärgern::V,кяжияфтомс,jezíti
1165,ärgern::V,кяжияфтомс,razbúriti
1166,schlagen::V,токамс,têpsti
1167,schlagen::V,токамс,udáriti
1168,treten::V,тапамс,teptáti
1169,stechen::V,пупамс,ubôsti
1170,stechen::V,сялгомс,ubôsti
1171,stoßen::V,тостядемс,peháti
1172,stoßen::V,тостядемс,drégniti
1173,stehlen::V,саламс,ukrásti
1174,stehlen::V,саламс,pokrásti
1175,stören::V,шорсемс,motíti
1176,belästigen::V,токсамс,nadlegováti
1177,belästigen::V,аф кадомс ваймама,nadlegováti
1178,verbergen::V,кяшемс,skríti
1179,täuschen::V,васькафтомс,slepíti
1180,täuschen::V,кяльготнемс,slepíti
1181,betrügen::V,васькафнемс,várati
1182,betrügen::V,васькафнемс,ogoljufáti
1183,töten::V,шавомс,ubíti
1184,töten::V,аде́ламс,ubíti
1185,wohnen::V,эрямс,prebívati
1186,arbeiten::V,покодемс,délati
1187,sammeln::V,кочкамс,zbráti
1188,sammeln::V,пу́роптомс,zbráti
1189,pflücken::V,фатнемс,obráti
1190,pflücken::V,нотфнемс,obráti
1191,jagen::V,кунда́мс,lovíti
1192,fischen::V,калонь кунда́мс,ribáriti
1193,fassen::V,кунда́мс,zajéti
1194,hüten::V,ваномс,pásti
1195,treiben::V,панемс,pogánjati
1196,anbinden::V,сотомс,privézati
1197,füttern::V,трямс,kŕmiti
1198,füttern::V,а́ндомс,kŕmiti
1199,melken::V,потямс,mólsti
1200,hacken::V,лазондомс,sékati
1201,gießen::V,валомс,ulíti
1202,reifen::V,кенеремс,zoréti
1203,zubereiten::V,анокламс,pripráviti
1204,kochen::V,пидемс,kúhati
1205,backen::V,пидемс,cvréti
1206,braten::V,пуштомс,pêči
1207,umrühren::V,шорямс,preméšati
1208,stricken::V,кодамс,plêsti
1209,nähen::V,стамс,šívati
1210,färben::V,а́рхтомс,bárvati
1211,reinigen::V,ва́ткамс,očístiti
1212,reinigen::V,а́роптомс,očístiti
1213,waschen::V,муськомс,opráti
1214,abwischen::V,нардамс,obrísati
1215,spülen::V,оргалдомс,splakováti
1216,fegen::V,тяемс,pométati
1217,kehren::V,тяемс,mésti
1218,baden::V,э́шелямс,kópati se
1219,sich waschen::V,штамс,umíti se
1220,ausziehen::V,кайсефтемс,izvléči
1221,anziehen::V,ща́фтомс,obléči
1222,sich anziehen::V,щамс,obléči se
1223,kämmen::V,се́ендемс,česáti
1224,schmücken::V,на́ряжамс,okrasíti
1225,schmücken::V,ма́зоптомс,okrasíti
1226,sagen::V,азомс,dejáti
1227,sagen::V,мярьгомс,dejáti
1228,sprechen::V,корхтамс,govoríti
1229,reden::V,корхнемс,rêči
1230,sich unterhalten::V,корхнемс,razgovárjati se
1231,fragen::V,ки́зефтемс,vprášati
1232,bitten::V,а́намс,prosíti
1233,bitten::V,ве́шемс,prosíti
1234,erzählen::V,а́зондомс,práviti
1235,mitteilen::V,азомс,naznániti
1236,nennen::V,лемдемс,imenováti
1237,nennen::V,путомс лем,imenováti
1238,rufen::V,серьгядемс,klícati
1239,prahlen::V,шна́фтомс пря́,baháti se
1240,übersetzen::V,ётафтомс,prevêsti
1241,denken::V,арьсемс,mísliti
1242,glauben::V,кемамс,verjéti
1243,bemerken::V,ня́емс,opáziti
1244,erkennen::V,содамс,spoznáti
1245,begreifen::V,сатомс,pôjmiti
1246,verstehen::V,шарьхкодемс,razuméti
1247,lernen::V,тонафнемс,učíti se
1248,wissen::V,со́дамс,znáti
1249,wissen::V,со́дамс,védeti
1250,sich erinnern an::V,лятфтамс,spómniti se
1251,vergessen::V,юкстамс,pozábiti
1252,messen::V,ункснемс,mériti
1253,zählen::V,лу́вомс,štéti
1254,zählen::V,а́рьсемс,štéti
1255,rechnen::V,лувомс,račúnati
1256,lesen::V,лувомс,bráti
1257,lesen::V,лувомс,čítati
1258,lesen::V,морафтомс,bráti
1259,lesen::V,морафтомс,čítati
1260,malen::V,рисова́ндамс,slíkati
1261,zeichnen::V,рисова́ндамс,rísati
1262,schreiben::V,сёрмадомс,písati
1263,besitzen::V,улемс азоркс,iméti
1264,kaufen::V,рамамс,kupíti
1265,verkaufen::V,мимс,prodáti
1266,bezahlen::V,пандомс,pláčati
1267,zahlen::V,па́ндомс,plačeváti
1268,beherrschen::V,азорондамс,obvládati
1269,ertragen::V,кирдемс,prenêsti
1270,Netz::N,,mréža
