,Concept_ID,sl,ce
225,Mädchen::N,deklè,жима йоӏ
226,Mädchen::N,déklica,жима йоӏ
227,Familie::N,družína,доьзал
228,Großvater::N,dèd,ненада
229,Großvater::N,dédek,ненада
230,Großmutter::N,bábica,денана
231,Eltern::N,stárši,да-нана
232,Vater::N,ôče,да
233,Mutter::N,máma,нана
234,Sohn::N,sín,кӏант
235,Tochter::N,hčí,йоӏ
236,Tochter::N,hčérka,йоӏ
237,Bruder::N,bràt,ваша
238,Schwester::N,sêstra,йиша
239,Onkel::N,újec,деваша
240,Onkel::N,stríc,деваша
241,Tante::N,têta,дейиша
242,Tante::N,strína,дейиша
243,Ehemann::N,móž,майра
244,Ehemann::N,sopróg,майра
245,Ehefrau::N,žêna,зуда
246,Ehefrau::N,sopróga,зуда
247,Freude::N,rádost,самукъа
248,Freude::N,rádost,хазахетар
249,Freude::N,vesêlje,самукъа
250,Freude::N,vesêlje,хазахетар
251,Gelächter::N,sméh,белам
252,Gelächter::N,grohòt,белам
253,Glück::N,sréča,ирс
254,Kummer::N,gorjé,бала
255,Wunsch::N,žêlja,лаам
256,Lust::N,poželênje,лаам
257,Geist::N,dúša,са
258,Gedanke::N,mísel,ойла
259,Gedächtnis::N,pámet,диццадалар
260,Sinn::N,pomèn,маьӏна
261,Sinn::N,smísel,маьӏна
262,Grund::N,vzròk,бахьана
263,Wahrheit::N,resníca,бакъдерг
264,Gespräch::N,pogóvor,къамел
265,Märchen::N,právljica,туьйра
266,Erzählung::N,povést,дийцар
267,Nachricht::N,sporočílo,хаам
268,Neuigkeit::N,novóst,керланиг
269,Name::N,imé,цӏе
270,Rätsel::N,ugánka,хӏетал-метал
271,Rede::N,góvor,къамел
272,Sprache::N,jêzik,мотт
273,Stimme::N,glás,aз
274,Wort::N,beséda,дош
275,Zeichen::N,znák,билгало
276,Ruf::N,klíc,кхайкхар
277,Lärm::N,hrúp,гӏовгӏа
278,Lärm::N,trúšč,гӏовгӏа
279,Laut::N,glás,аз
280,Ton::N,tón,aз
281,Lied::N,pésem,илли
282,Ruhe::N,pokòj,тийналла
283,Leute::N,ljudjé,нах
284,Volk::N,národ,халкъ
285,Arbeit::N,délo,болх
286,Gast::N,gòst,хьаша
287,Geschenk::N,darílo,совгӏат
288,Spiel::N,ígra,ловзар
289,Gesellschaft::N,drúžba,юкъаралла
290,Hilfe::N,pomóč,гӏо
291,Freund::N,prijátelj,доттагl
292,Kamerad::N,továriš,накъост
293,Angelegenheit::N,zadéva,гӏуллакх
294,Anzahl::N,števílo,терахь
295,Art::N,vŕsta,
296,Stück::N,kós,юьхк
297,Teil::N,dél,дакъа
298,Hälfte::N,polovíca,ах
299,Kreis::N,króg,го
300,Kreis::N,kolobár,го
301,Kreuz::N,kríž,жӏара
302,Linie::N,próga,сиз
303,Strich::N,čŕta,сиз
304,Abstand::N,preslédek,юкъ
305,Entfernung::N,oddáljenost,
306,Gegend::N,kràj,мeттиг
307,Gegend::N,dežêla,мeттиг
308,Platz::N,prôstor,майда
309,Ort::N,mésto,меттиг
310,Seite::N,bòk,aгӏo
311,Seite::N,strán,aгӏo
312,Mitte::N,sredína,юкъ
313,Gegenstand::N,prédmet,хӏума
314,Sache::N,réč,хӏума
315,Sache::N,stvár,хӏума
316,Rand::N,kràj,йист
317,Kante::N,rób,йист
318,Ecke::N,vogál,са
319,Spitze::N,óst,ралла
320,Ende::N,kônec,юьхьиг
321,Loch::N,lúknja,ӏуьрг
322,Winkel::N,kót,са
323,Muster::N,vzórec,дагар
324,Muster::N,vzórec,тӏамар
325,Größe::N,veličína,барам
326,Länge::N,dolžína,йохалла
327,Höhe::N,vršína,локхалла
328,Gewicht::N,téža,йозалла
329,Menge::N,količína,дукхалла
330,Haufen::N,kùp,сал
331,Haufen::N,kùp,оьла
332,Haufen::N,kopíca,сал
333,Haufen::N,kopíca,оьла
334,Reihe::N,níz,рагӏ
335,Reihe::N,níz,могӏа
336,Reihe::N,vŕsta,рагӏ
337,Reihe::N,vŕsta,могӏа
338,Boot::N,čóln,кема
339,Ruder::N,vêslo,пийсиг
340,Schlitten::N,saní,салаз
341,Ski::N,smučí,когсалаз
342,Lagerfeuer::N,táborni ôgenj,цӏе
343,Last::N,tôvor,дукъ
344,Gang::N,hòd,лелар
345,Schritt::N,korák,гӏулч
346,Norden::N,séver,къилбаседе
347,Süden::N,júg,къилбе
348,Westen::N,zapàd,малхбузе
349,Osten::N,vzhòd,малхбале
350,Holz::N,lés,дечиг
351,Brett::N,deskà,у
352,Platte::N,plôča,у
353,Stütze::N,opóra,гӏopтоp
354,Stütze::N,zaslómba,гӏopтоp
355,Stange::N,gréd,гӏуркх
356,Stock::N,pálica,ӏаса
357,Stab::N,pálica,гӏаж
358,Rohr::N,cév,биргӏа
359,Haus::N,híša,цӏа
360,Heim::N,dóm,кхерч
361,Ofen::N,péč,кхерч
362,Fußboden::N,pòd,цӏенкъа
363,Tisch::N,míza,шун
364,Stuhl::N,stòl,гӏант
365,Wiege::N,zíbel,ага
366,Bett::N,póstelja,маьнга
367,Regal::N,políca,терхи
368,Kiste::N,zabòj,яьшка
369,Fenster::N,ôkno,кор
370,Tür::N,vráta,неӏ
371,Tor::N,velíka vráta,ков
372,Zaun::N,ográja,керт
373,Dach::N,stréha,тхов
374,Leiter::N,léstev,лами
375,Besen::N,mêtla,нуй
376,Spaten::N,lopáta,бел
377,Schaufel::N,lopáta,аьшкал
378,Gabel::N,vílice,мӏара
379,Löffel::N,žlíca,ӏайг
380,Messer::N,nòž,урс
381,Nagel::N,žebèlj,хьостам
382,Netz::N,mréža,бой
383,Haken::N,kljúka,мӏара
384,Griff::N,ročáj,
385,Griff::N,oprijèm,
386,Schloss::N,ključávnica,чӏега
387,Bild::N,slíka,сурт
388,Figur::N,figúra,
389,Figur::N,postáva,
390,Puppe::N,lútka,тайниг
391,Beutel::N,môšnja,гали
392,Bündel::N,cúla,кочар
393,Bündel::N,svéženj,кочар
394,Tasche::N,tórba,тӏоьрмиг
395,Tasche::N,tobôlec,тӏоьрмиг
396,Eimer::N,vêdro,чийлик
397,Deckel::N,pokròv,негӏар
398,Deckel::N,poklópec,негӏар
399,Geschirr::N,posóda,пхьегӏа
400,Sack::N,vréča,гали
401,Tasse::N,skodélica,кад
402,Topf::N,lônec,яй
403,Kessel::N,kôtel,яй
404,Essen::N,hrána,юург
405,Nahrung::N,živílo,кхача
406,Speise::N,jéd,юург
407,Fleisch::N,mesó,жижиг
408,Getreide::N,žíto,буьртиг
409,Brei::N,káša,xудар
410,Brot::N,krùh,бепиг
411,Brot::N,krùh,кхаллар
412,Scheibe::N,réženj,цастар
413,Fett::N,mást,мохь
414,Fett::N,maščôba,мохь
415,Butter::N,máslo,налха
416,Öl::N,ólje,даьтта
417,Salz::N,sól,туьха
418,Suppe::N,júha,чорпа
419,Honig::N,méd,моз
420,Milch::N,mléko,шура
421,Tee::N,čáj,чай
422,Leder::N,úsnje,цӏока
423,Wolle::N,vólna,тӏapгӏa
424,Stoff::N,blagó,кӏади
425,Nadel::N,ígla,маха
426,Faden::N,nít,тай
427,Knopf::N,gúmb,нуьйда
428,Knoten::N,vôzel,шад
429,Farbe::N,bárva,сир
430,Farbe::N,bárva,басар
431,Kleidung::N,obléka,бедар
432,Hemd::N,srájca,коч
433,Kragen::N,ovrátnik,кач
434,Ärmel::N,rokáv,пхьош
435,Hose::N,hláče,хеча
436,Gürtel::N,pás,доьхка
437,Mütze::N,kápa,куй
438,Mütze::N,čépica,куй
439,Schuh::N,čévelj,мача
440,Stiefel::N,škórenj,этка
441,Ring::N,pŕstan,чӏуг
442,Band::N,trák,лента
443,Kamm::N,glavník,ехк
444,Spiegel::N,zrcálo,куьзга
445,Spiegel::N,ogledálo,куьзга
446,Riemen::N,jêrmen,доьхка
447,Schnur::N,vŕvca,муш
448,Leine::N,konôpec,кочатосу доьхка
449,Decke::N,odéja,юргӏа
450,Kissen::N,blazína,гIайба
451,Tuch::N,pŕt,исхар
452,Tuch::N,rúta,исхар
453,Handtuch::N,brisáča,гата
454,Kraft::N,síla,гӏора
455,Stärke::N,jákost,гӏап
456,Gesundheit::N,zdrávje,могашалла
457,Krankheit::N,bolézen,цамгар
458,Schmerz::N,ból,лазар
459,Schmerz::N,bolečína,лазар
460,Wunde::N,rána,чов
461,Fieber::N,vročína,xорша
462,Arznei::N,lék,молха
463,Arznei::N,zdravílo,молха
464,Brücke::N,móst,тӏай
465,Brunnen::N,vodnják,гӏу
466,Weide::N,páša,дак
467,Pfad::N,stezà,тача
468,Weg::N,pót,некъ
469,Straße::N,césta,урам
470,Dorf::N,vás,юрт
471,Stadt::N,mésto,гӏала
472,Brief::N,písmo,кехат
473,Buch::N,knjíga,жайна
474,Buchstabe::N,čŕka,элп
475,Zeitung::N,čásnik,газет
476,Leben::N,življênje,дахар
477,Tod::N,smŕt,далар
478,Tod::N,smŕt,ӏожалла
479,Grab::N,gròb,каш
480,Kirche::N,cérkev,килс
481,Sünde::N,gréh,къа
482,Gott::N,bóg,дела
483,Arbeiter::N,délavec,белхало
484,Chef::N,šéf,хьаькам
485,Meister::N,mójster,говзанча
486,Arzt::N,zdravník,лор
487,Lehrer::N,učítelj,хьехархо
488,Geld::N,denár,aхча
489,Geschäft::N,kupčíja,туька
490,Laden::N,trgovína,туька
491,Preis::N,céna,мах
492,Ware::N,róba,хlума
493,Nutzen::N,príd,пайда
494,Reichtum::N,bogástvo,хьал
495,Welt::N,svét,дуьне
496,Land::N,dežêla,мохк
497,Staat::N,držáva,пачхьалкх
498,König::N,králj,паччахь
499,Macht::N,oblást,ӏедал
500,Grenze::N,mêja,доза
501,Krieg::N,vôjna,тӏом
502,Feind::N,sovrážnik,мостагӏ
503,Gewalt::N,nasílje,гӏело
504,Kampf::N,bòj,къийсам
505,Kampf::N,bórba,къийсам
506,Bogen[Waffe]::N,lók,
507,Pfeil::N,puščíca,пха
508,Gewehr::N,púška,топ
509,Fehler::N,zmóta,гӏалат
510,Lüge::N,láž,аьшпаш
511,Schaden::N,okvára,зен
512,Unglück::N,nesréča,бала
513,Schuld::N,krívda,бехк
514,Alter::N,dôba,хан
515,Schluss::N,kônec,чакхе
516,Zeit::N,čàs,хан
517,Tag::N,dán,де
518,Morgen::N,jútro,ӏуьйре
519,Mittag::N,póldan,делкъе
520,Abend::N,večér,суьйре
521,Nacht::N,nóč,буьйса
522,Woche::N,téden,кӏира
523,Monat::N,mésec,бутт
524,Jahr::N,léto,шо
525,Frühling::N,pomlád,бӏаьсте
526,Sommer::N,polétje,аьхке
527,Herbst::N,jesén,гуьйре
528,Winter::N,zíma,ӏа
529,Januar::N,jánuar,январь
530,Februar::N,fébruar,февраль
531,März::N,márec,март
532,April::N,apríl,апрель
533,Mai::N,máj,май
534,Juni::N,júnij,июнь
535,Juli::N,júlij,июль
536,August::N,avgúst,август
537,September::N,septêmber,сентябрь
538,Oktober::N,október,октябрь
539,November::N,novêmber,ноябрь
540,Dezember::N,decémber,декабрь
541,Montag::N,ponedéljek,оршот
542,Dienstag::N,tôrek,шинара
543,Mittwoch::N,sréda,кхаара
544,Donnerstag::N,četŕtek,еара
545,Freitag::N,pétek,пӏераска
546,Samstag::N,sobóta,шот
547,Sonntag::N,nedélja,кӏиранде
548,groß::A,vêlik,доккха
549,klein::A,májhen,кегий
550,lang::A,dólg,еха
551,kurz::A,krátek,доца
552,breit::A,širòk,шуьйра
553,schmal::A,ózek,готта
554,dicht::A,góst,луьста
555,dick[Gegenstand]::A,dêbel,стомма
556,dünn::A,tánek,дуткъа
557,fein::A,drôben,ховха
558,fest::A,tŕden,чӏогӏа
559,flach::A,plán,чӏапа
560,flach::A,plòsk,чӏапа
561,glatt::A,gládek,шера
562,hart::A,tŕd,чӏогӏa
563,weich::A,mehák,кӏеда
564,rund::A,okrógel,горга
565,spitz::A,šílast,ира
566,scharf::A,óster,ира
567,stumpf::A,tóp,аьртa
568,stumpf::A,skŕhan,аьртa
569,schwer::A,têžek,деза
570,schön::A,lép,хаза
571,schön::A,krásen,хаза
572,heiß::A,vròč,довха
573,warm::A,tôpel,довха
574,kalt::A,mŕzel,шийла
575,kalt::A,hláden,шийла
576,kühl::A,hláden,шийла
577,frisch::A,svéž,керла
578,feucht::A,vlážen,тӏуьна
579,nass::A,móker,тӏеда
580,trocken::A,súh,eкъа
581,voll::A,póln,дуьзна
582,leer::A,prázen,яьсса
583,offen::A,odpŕt,диллина
584,geschlossen::A,zapŕt,дӏакъевлина
585,geschlossen::A,zapŕt,дӏачӏагӏдина
586,sauber::A,číst,цӏена
587,sauber::A,líčen,цӏена
588,schmutzig::A,umázan,боьха
589,roh::A,suròv,буьйда
590,reif::A,zrèl,хилла
591,lecker::A,okúsen,чоме
592,süß::A,sládek,мерза
593,bitter::A,grenák,къаьхьа
594,sauer::A,kísel,муьста
595,hell::A,svetèl,сирла
596,dunkel::A,temèn,бодане
597,schwarz::A,čŕn,ӏаьржа
598,weiß::A,bél,кӏайн
599,rot::A,rdèč,цӏен
600,gelb::A,žólt,можа
601,gelb::A,rumèn,можа
602,blau::A,móder,сийна
603,grün::A,zelèn,баьццара
604,grau::A,sív,cира
605,grau::A,sív,мокха
606,bunt::A,písan,къорза
607,billig::A,pocéni,дораха
608,teuer::A,drág,деза
609,wertvoll::A,dragocén,мехала
610,blind::A,slép,бӏаьрзе
611,taub::A,glúh,къора
612,kräftig::A,močán,нуьцкъала
613,stark::A,ják,зоьртала
614,stark::A,ják,нуьцкъала
615,schwach::A,šíbek,гӏорасиза
616,fett::A,dêbel,дерстана
617,schlank::A,vítek,куц долу
618,hübsch::A,lép,хаза
619,böse::A,zèl,вон
620,böse::A,hudôben,вон
621,dumm::A,glúp,сонта
622,dumm::A,bédast,сонта
623,faul::A,lén,мало ен
624,fleißig::A,marljív,тӏера
625,geizig::A,škŕt,пис
626,geizig::A,škŕt,сутара
627,klug::A,pámeten,хьекъале
628,geschickt::A,spréten,тӏахъаьлла
629,lieb::A,míl,хьоме
630,lieb::A,ljúb,хьоме
631,lustig::A,vesél,самукъане
632,sanft::A,láhek,кlеда
633,hungrig::A,láčen,меца
634,krank::A,bolán,цомгуш долу
635,nackt::A,nág,дерзана
636,traurig::A,túžen,самукъане воцу
637,lebendig::A,žív,дийна
638,gut::A,dóber,дика
639,schlecht::A,malopríden,вон
640,richtig::A,pravílen,нийса
641,schlimm::A,húd,вон
642,wahr::A,resníčen,бакъдолу
643,alt::A,stàr,къена
644,neu::A,nòv,керла
645,ehemalig::A,nekdánji,хилла
646,alt[Lebewesen]::A,stàr,къена
647,jung::A,mlád,къона
648,arm::A,ubóg,къен
649,arm::A,réven,къен
650,reich::A,bogàt,хьоле
651,bekannt::A,znán,девзаш долу
652,berühmt::A,sláven,цӏеяхана
653,berühmt::A,znamenít,цӏеяхана
654,fremd::A,túj,нехан
655,verschieden::A,razlíčen,тайп-тайпанара
656,nah::A,blížnji,гергара
657,fern::A,dáleč,гена
658,fern::A,dáleč,генара
659,linker::A,lévi,аьрру
660,rechter::A,désni,аьтту
661,anderer::A,drúgi,кхин
662,erster::A,pŕvi,хьалхара
663,zweiter::A,drúgi,шолгIа
664,dritter::A,trétji,кхоалгӏа
665,letzter::A,poslédnji,тӏаьххьара
666,allein::ADV,sám,цхьаъ
667,auf einmal::ADV,obênem,цу сохьтта
668,zusammen::ADV,skúpaj,цхьана
669,lange::ADV,dólgo,дукха
670,plötzlich::ADV,náglo,цIеххьана
671,plötzlich::ADV,nenádoma,цIеххьана
672,sofort::ADV,prècej,цу сохьтта
673,später::ADV,poznêje,тӏаьхьо
674,jetzt::ADV,zdàj,хӏинца
675,heute::ADV,dánes,тахана
676,morgen::ADV,jútri,кхана
677,bald::ADV,kmálu,кеста
678,dann::ADV,nató,тӏаккха
679,gestern::ADV,včéraj,селхана
680,einst::ADV,nékdaj,цкъа
681,damals::ADV,tedàj,хӏетахьь
682,damals::ADV,takràt,хӏетахьь
683,danach::ADV,potèm,тӏаккха
684,vorher::ADV,poprèj,хьалхa
685,zuerst::ADV,spŕva,хьалха
686,einmal::ADV,ênkrat,цкъа
687,manchmal::ADV,včásih,цкъаццкъа
688,oft::ADV,pogósto,кест-кеста
689,immer::ADV,védno,даим
690,immer::ADV,zméraj,даим
691,niemals::ADV,nikdàr,цкъа а
692,hier::ADV,tù,кхузахь
693,hier::ADV,túkaj,кхузахь
694,hierhin::ADV,sèmkaj,кхуза
695,von hier::ADV,od tú,кхузара
696,dort::ADV,tàm,цигахь
697,dorthin::ADV,tjà,цига
698,geradeaus::ADV,rávno napréj,нийса дӏа
699,vorwärts::ADV,napréj,хьалха
700,rückwärts::ADV,zádaj,юха
701,zurück::ADV,nazáj,юха
702,unten::ADV,dôli,лахахь
703,unten::ADV,spôdaj,лахахь
704,hinab::ADV,dôl,охьа
705,oben::ADV,gôri,лакхахь
706,oben::ADV,zgôraj,лакхахь
707,hinauf::ADV,gôr,хьала
708,überall::ADV,povsód,массанхьа
709,nicht::ADV,ne,ца
710,ein wenig::ADV,málo,кӏеззиг
711,kaum::ADV,kómaj,халла
712,sehr::ADV,zeló,вуно
713,so::ADV,takó,
714,noch::ADV,še,кхин
715,nur::ADV,samó,бен ...ца
716,schon::ADV,žè,хӏинцале
717,wieder::ADV,spét,юха а
718,vergebens::ADV,zamàn,эрна
719,vergebens::ADV,zastónj,эрна
720,vor::PRP,pred,хьалха
721,hinter::PRP,za,тӏехьа
722,unter::PRP,pod,кIелахь
723,durch::PRP,skózi,чекх
724,neben::PRP,kràj,юххе
725,neben::PRP,póleg,юххе
726,zwischen::PRP,med,юккъехь
727,zwischen::PRP,izmed,юккъехь
728,wegen::PRP,zarádi,дуьхьа
729,dies::PRN,tó,и
730,dies::PRN,tó,иза
731,das::PRN,tó,и
732,das::PRN,tó,иза
733,alles::PRN,vsè,дерриг
734,ich::PRN,jàz,cо
735,du::PRN,tí,хьо
736,er::PRN,òn,и
737,er::PRN,òn,иза
738,wir::PRN,mí,тхо
739,wir::PRN,mí,вай
740,ihr::PRN,ví,шу
741,sie::PRN,ôni,уьш
742,was::FPRN,káj,хӏун
743,wer::FPRN,kdó,мила
744,wo::FADV,kjé,мичaхь
745,wohin::FADV,kám,мича
746,wie::FADV,kakó,муха
747,warum::FADV,zakáj,хӏунда
748,wieviel::FNUM,kóliko,мел
749,wieviel::FNUM,kóliko,маса
750,eins::NUM,êden,цхьаъ
751,zwei::NUM,dvá,шиъ
752,drei::NUM,trí,кхоъ
753,vier::NUM,štíri,диъ
754,fünf::NUM,pét,пхиъ
755,sechs::NUM,šést,ялх
756,sieben::NUM,sédem,ворхӏ
757,acht::NUM,ósem,бархӏ
758,neun::NUM,devét,исс
759,zehn::NUM,desét,итт
760,elf::NUM,enájst,цхьайтта
761,zwölf::NUM,dvánajst,шийтта
762,zwanzig::NUM,dvájset,ткъа
763,dreißig::NUM,trídeset,ткъе итт
764,vierzig::NUM,štírideset,шовзткъа
765,fünfzig::NUM,pétdeset,шовзткъе итт
766,sechzig::NUM,šéstdeset,кхузткъа
767,siebzig::NUM,sédemdeset,кхузткъе итт
768,achtzig::NUM,ósemdeset,дезткъа
769,neunzig::NUM,devétdeset,дезткъе итт
770,hundert::NUM,stó,бӏе
771,tausend::NUM,tísoč,эзар
772,und::CNJ,in,a
773,oder::CNJ,áli,я
774,stehen::V,státi,латта
775,sitzen::V,sedéti,хиъна ӏан
776,liegen::V,ležáti,ӏилла
777,hängen::V,viséti,кхаза
778,werden::V,postáti,хила
779,passieren::V,zgodíti se,хила
780,beginnen::V,začéti se,доло
781,enden::V,končáti se,дӏадерза
782,wechseln::V,ménjati se,хийца
783,aufgehen[Sonne]::V,vzíti,кхета
784,untergehen[Sonne]::V,zaíti,чубуза
785,scheinen[Sonne]::V,sijáti,серло яла
786,donnern::V,grméti,къекъа
787,wehen::V,píhati,хьекха
788,strömen::V,líti,эха
