,Concept_ID,ab,ba
686,plötzlich::ADV,иаалырҟьаны,ҡапыл
687,sofort::ADV,иаразнакҵәҟьа,шунда уҡ
688,später::ADV,уажəшьҭаншəа,һуңыраҡ
689,jetzt::ADV,уажәы,хәҙер
690,heute::ADV,иахьа,бөгөн
691,morgen::ADV,уаҵәы,иртәгә
692,bald::ADV,иласны,тиҙҙән
693,dann::ADV,нас,һуңынан
694,gestern::ADV,иацы,кисә
695,einst::ADV,зны,ҡасандыр
696,einst::ADV,зны,бер баҡыт
697,damals::ADV,усҟан,ул саҡта
698,danach::ADV,нас,һуңынан
699,vorher::ADV,уаанӡа,элек
700,zuerst::ADV,азнаказы,башта
701,zuerst::ADV,аҧхьа,башта
702,einmal::ADV,зны,бер
703,manchmal::ADV,зны-зынла,ҡайһы берҙә
704,oft::ADV,лассы-лассы,йыш
705,immer::ADV,енагь,һәр ҡасан
706,immer::ADV,еснагь,һәр ҡасан
707,niemals::ADV,ианакəызаалак,бер ҡасан да
708,niemals::ADV,ианакəызаалак,бер ваҡытта ла
709,hier::ADV,ара,бында
710,hier::ADV,абра,бында
711,hier::ADV,араҟа,бында
712,hierhin::ADV,ара,бында
713,hierhin::ADV,араҟа,бында
714,von hier::ADV,арантә,бынан
715,von hier::ADV,арантә,ошонан
716,dort::ADV,уа,шунда
717,dort::ADV,уа,тегендә
718,dorthin::ADV,уахь,шунда
719,dorthin::ADV,уахь,тегеләй
720,dorthin::ADV,анахь,шунда
721,dorthin::ADV,анахь,тегеләй
722,geradeaus::ADV,ишиашоу,тура
723,vorwärts::ADV,ҕхьаҟа,алға
724,rückwärts::ADV,шьҭахьла,кирегә
725,zurück::ADV,шьҭахьҟа,кирегә
726,unten::ADV,лбаа,түбәндә
727,hinab::ADV,алада,түбәнгә
728,oben::ADV,хыхь,юғарыла
729,hinauf::ADV,аҩада,юғарыға
730,überall::ADV,зегьынцьара,бөтә урында
731,nicht::ADV,-м,тугел
732,ein wenig::ADV,ҕыҭк,аҙ
733,kaum::ADV,аарлаҳәа,көскә
734,kaum::ADV,аарлаҳәа,саҡ-саҡ
735,kaum::ADV,афергьҳәа,көскә
736,kaum::ADV,афергьҳәа,саҡ-саҡ
737,sehr::ADV,даара,ифат
738,so::ADV,ас,шулай
739,so::ADV,абас,шулай
740,noch::ADV,макьана,йәнә
741,nur::ADV,заҵәык,бары
742,schon::ADV,уажәшьҭа,инде
743,schon::ADV,аиҳа ипоу,инде
744,wieder::ADV,ҿыц,тағы
745,wieder::ADV,дырҩегь,тағы
746,wieder::ADV,дырҩегьых,тағы
747,vergebens::ADV,баша,бушҡа
748,vor::PRP,аҕхьа,алдында
749,hinter::PRP,нхыҵ,артында
750,unter::PRP,амҵа,аҫтында
751,unter::PRP,амҵан,аҫтында
752,neben::PRP,ааигуара,эргәһендә
753,zwischen::PRP,абжьара,араһында
754,wegen::PRP,-иззы,өсөн
755,wegen::PRP,-иззы,сәбәпле
756,wegen::PRP,-ҟнытә,өсөн
757,wegen::PRP,-ҟнытә,сәбәпле
758,dies::PRN,ари,был
759,dies::PRN,ари,ошо
760,dies::PRN,абри,был
761,dies::PRN,абри,ошо
762,das::PRN,Абни,ул
763,das::PRN,убри,ул
764,alles::PRN,зегьы,бөтә
765,ich::PRN,са,мин
766,ich::PRN,сара,мин
767,du::PRN,бара,һин
768,er::PRN,иара,ул
769,wir::PRN,ҳара,беҙ
770,ihr::PRN,шәара,һеҙ
771,sie::PRN,дара,улар
772,wer::FPRN,дарбан,ҡем
773,wo::FADV,иабыкуу,ҡайҙа
774,wo::FADV,аба-,ҡайҙа
775,wo::FADV,ахь-,ҡайҙа
776,wohin::FADV,иабыкуу,ҡайҙа
777,wohin::FADV,аба-,ҡайҙа
778,wohin::FADV,ахь-,ҡайҙа
779,wie::FADV,-шҕа,инидәй
780,warum::FADV,избан,ин өсөн
781,wieviel::FNUM,заҟа,күпме
782,eins::NUM,акы,бер
783,eins::NUM,аӡәы,бер
784,zwei::NUM,ҩба,ике
785,zwei::NUM,ҩба,икәү
786,drei::NUM,хҕа,өс
787,vier::NUM,ҕшьба,дүрт
788,fünf::NUM,хəба,биш
789,sechs::NUM,фба,алты
790,sieben::NUM,Бжьба,ете
791,acht::NUM,ааба,һигеҙ
792,neun::NUM,жәба,туғыҙ
793,zehn::NUM,жәаба,ун
794,elf::NUM,жәеизатәи,ун бер
795,zwölf::NUM,жәаҩа,ун ике
796,zwanzig::NUM,ҩажәа,егерме
797,dreißig::NUM,ҩажәижәабатәи,утыҙ
798,vierzig::NUM,ҩынҩажәа,ҡырҡ
799,fünfzig::NUM,ҩынҩажәеижәаба,илле
800,sechzig::NUM,хынҩажәа,алтмыш
801,siebzig::NUM,хынҩажәижәаба,етмеш
802,achtzig::NUM,ҕшьынҩажәа,һикһән
803,neunzig::NUM,ҕшьынҩажәижәаба,туҡһан
804,hundert::NUM,шәкы,йөҙ
805,tausend::NUM,зқьы,мең
806,und::CNJ,-и,да
807,oder::CNJ,ма,йәки
808,stehen::V,агылазаара,тороу
809,sitzen::V,атəара,ултырыу
810,sitzen::V,атəа(заа)ра,ултырыу
811,liegen::V,аиара,ятыу
812,hängen::V,акнаҳара,аҫылынып тороу
813,werden::V,аҟалара,булыу
814,passieren::V,аҟалара,булыу
815,beginnen::V,алагара,башлау
816,enden::V,алгара,бөтөү
817,enden::V,алгара,тамамланыү
818,wechseln::V,аҽыҧсахра,үҙгәреү
819,aufgehen[Sonne]::V,агылара,ҡалҡыу
820,aufgehen[Sonne]::V,ахашлара,ҡалҡыу
821,aufgehen[Sonne]::V,аҩаҵхахара,ҡалҡыу
822,untergehen[Sonne]::V,аҭашəара,байыу
823,scheinen[Sonne]::V,акаҧхара,яҡтыртып тороу
824,donnern::V,адыдра,күкрәү
825,wehen::V,асра,иҫеү
826,strömen::V,акаҭəара,ташыу
827,fließen::V,ацара,ағыу
828,sich drehen::V,ахагьежьра,әйләнеү
829,schwanken::V,аҵысра,тирбәлеү
830,schwingen::V,ахызазара,бәүетеү
831,schwingen::V,акьаандара,бәүетеү
832,fallen::V,акаҳара,йығылыу
833,brennen::V,абылра,яныу
834,rauchen::V,ахылҵра,төтәү
835,regnen::V,аура,ямғыр яуа
836,gefrieren::V,аҵаара,туңыү
837,tauen::V,аӡҭра,иреү
838,schmelzen::V,ақəӡыҭра,иреү
839,schmelzen::V,аҭəара,иреү
840,trocknen::V,абара,кибеү
841,sieden::V,ашра,ҡайнау
842,faulen::V,абаара,сереу
843,verfaulen::V,абаара,сереу
844,verfaulen::V,аилашра,сереу
845,reißen::V,аҧжəара,өҙөү
846,reißen::V,аҧжəара,йыртылыу
847,versinken::V,аӡааҟəрылара,батыу
848,vergehen::V,ацара,үтеү
849,erscheinen::V,ацəырҵра,килеп сығыу
850,verschwinden::V,аҵашəкəара,юғалыу
851,sinken::V,атəара,түбәнәйеү
852,sinken::V,алаҟəра,түбәнәйеү
853,abnehmen::V,ацӡаара,кәметеү
854,abnehmen::V,аиҵалара,кәметеү
855,zunehmen::V,аҽырҭбаара,артыу
856,zunehmen::V,аиҵыҵра,артыу
857,zunehmen::V,арацəахара,артыу
858,steigen::V,азҳара,күтәрелеү
859,steigen::V,ашьҭыҵра,күтәрелеү
860,steigen::V,адухара,күтәрелеү
861,steigen::V,ацлара,күтәрелеү
862,wachsen::V,азҳара,үҫеү
863,glänzen::V,ацыр-цырра,ялтырау
864,glänzen::V,ацыҩ-цыҩра,ялтырау
865,glänzen::V,аказказра,ялтырау
866,funkeln::V,ашап-шапра,баҙлау
867,funkeln::V,ацым-цымра,баҙлау
868,lärmen::V,ашьҭыбжьгара,шаулау
869,lärmen::V,аҕьҕьаҳәа аилалара,шаулау
870,läuten::V,аҵəҵəасра,ҡағыу
871,klingeln::V,аҵəҵəасра,ҡағыу
872,klingeln::V,аҵəҵəасра,шылтыратыу
873,klirren::V,ахьархьарра,шылтыратыу
874,klirren::V,архьархьарра,шылтыратыу
875,brausen::V,аилаҽҽара,ҡотороноу
876,brausen::V,еилашуера,ҡотороноу
877,klingen::V,агара,яңғырау
878,klingen::V,ашьҭыбжь гара,яңғырау
879,bellen::V,ашра,өрөү
880,heulen::V,ауура,олоу
881,blasen::V,аҭəҳəара,өрөү
882,pfeifen::V,ашəшəра,һызғырып ебәреү
883,schreien::V,аҳəҳəара,ҡысҡырыу
884,schreien::V,ахəаара,ҡысҡырыу
885,schreien::V,аҟаара,ҡысҡырыу
886,stöhnen::V,ақьра,уңғырашыу
887,zittern::V,аҵыс-ҵысра,ҡалтырау
888,leben::V,аҟазаара,йәшәү
889,geboren werden::V,Аира,тыуыу
890,atmen::V,аҕсыҕ лагаҩагара,тын алыү
891,trinken::V,ажəра,эсеү
892,essen::V,акрыфара,ашау
893,schlucken::V,албаадара,йотоу
894,müde werden::V,ааҕсара,арыу
895,einschlafen::V,ацəара,йоҡлап китеү
896,schlafen::V,ацəазаара,йоҡлау
897,aufwachen::V,аҿыхара,уяныу
898,aufstehen::V,Агəылҵра,тороу
899,sich erholen::V,аҧсшьара,ял итеү
900,krank werden::V,ачмазаҩхара,сирләү
901,krank sein::V,аҳəарҧсарра,сирләү
902,schmerzen::V,ахьра,ауыртыу
903,husten::V,аимҳәара,йүтәлләү
904,genesen::V,абзиахара,һауығыу
905,genesen::V,аӷəӷəахара,һауығыу
906,sterben::V,аҧсра,үлеү
907,umkommen::V,аҭахара,һәләк булыу
908,sich bewegen::V,аиҭаҵра,хәрәкәт итеү
909,sich rühren::V,ақəацара,ҡуҙғалыу
910,sich erheben::V,аҩагылара,тороу
911,sich setzen::V,атəара,ултырыу
912,hinfallen::V,акаҳара,ҡолау
913,laufen::V,аныҟəара,йөрөү
914,schreiten::V,ашьаҿа еихгара,атлау
915,spazierengehen::V,анеи-ааира,ял итеп йороү
916,eilen::V,аццакра,ашығыу
917,eilen::V,аццакра,ҡабаланыу
918,sich beeilen::V,аццакра,ашығыу
919,sich beeilen::V,аццакра,ҡабаланыу
920,sausen::V,аҧырра,елеү
921,sausen::V,иҭрысны,елеү
922,sausen::V,ишьҭҟьаны ацара,елеү
923,rennen::V,аҩра,йүгеп йөрөү
924,springen::V,аҧара,һикереү
925,klettern::V,ақəлара,үрмәләү
926,klettern::V,ақəлара,үрмәләп менеү
927,schaukeln::V,аҟəараҟəанҽара,сайҡалыу
928,kriechen::V,аҳəазара,шыуышыу
929,schwimmen::V,аӡсара,йоҙөү
930,tauchen::V,ахəӡааҵəира,сумыу
931,rudern::V,аҵшьра,ишеү
932,fahren::V,акала,йөрөү
933,fliegen::V,аҧырра,осоу
934,gehen::V,аиҭаҵра,барыу
935,weggehen::V,ацара,китеү
936,abfahren::V,адəықəлара,сығыу
937,abfahren::V,ацара,сығыу
938,anhalten::V,ааныргылара,тукталыу
939,hineingehen::V,аҭалара,инеү
940,eintreten::V,аҩналара,инеү
941,kommen::V,аара,килеү
942,kommen::V,ааира,килеү
943,ankommen::V,ааира,килеү
944,ankommen::V,аара,килеү
945,ankommen::V,анеира,килеү
946,zurückkommen::V,азыхынҳəра,ҡайтыу
947,bleiben::V,аанхара,ҡалыу
948,bleiben::V,анхара,ҡалыу
949,bleiben::V,аангылара,ҡалыу
950,warten::V,азҧшзаара,көтөп тороу
951,erwarten::V,азҧшра,көтөү
952,suchen::V,ашьҭазаара,эҙләү
953,finden::V,аҧшаара,табыу
954,versuchen::V,аҽазкра,тырышып ҡарау
955,vorbereiten::V,армазеира,әҙерләү
956,lieben::V,абзиабара,яратыу
957,mögen::V,агəаҧхара,һөйөү
958,mögen::V,агəаҧхара,яратыу
959,lachen::V,аччара,көлөү
960,rühren::V,арҵəуара,ҡағылыу
961,weinen::V,аҵəуара,илау
962,schimpfen::V,ацəҳара,һүгенеү
963,schimpfen::V,ацəҳара,тиргәнеү
964,schimpfen::V,ацəҳара,һуҡраныу
965,sich ärgern::V,агəаара,асыуланыу
966,sich fürchten::V,аӡыӡара,ҡурҡыу
967,fürchten::V,ацəшəара,ҡурҡыу
968,fliehen::V,абналара,ҡасыу
969,fliehen::V,ацəцара,ҡасыу
970,flüchten::V,абналара,ҡасыу
971,flüchten::V,ацəцара,ҡасыу
972,sehen::V,абара,күреү
973,anschauen::V,ахəаҧшра,ҡарау
974,ansehen::V,ахəаҧшра,ҡарау
975,ansehen::V,ахəаҧшра,тикшереү
976,hören::V,аҳара,ишетеү
977,zuhören::V,азыӡырҩра,тыңлау
978,probieren::V,аҧышəара,татыу
979,riechen::V,афыҩра,еҫкәү
980,fühlen::V,анырра,тойоу
981,fühlen::V,ацәакырра,тойоу
982,scheinen::V,шәа,кеүек күренеү
983,scheinen::V,шәа,тойолоу
984,scheinen::V,аацәырҵа,кеүек күренеү
985,scheinen::V,аацәырҵа,тойолоу
986,vernehmen::V,аҳара,ишетеү
987,frieren::V,ашəра,туңыү
988,frieren::V,аҵаара,туңыү
989,tun::V,аҟаҵара,яһау
990,tun::V,аҟаҵара,әшләү
991,können::V,алшара,алыу
992,können::V,алшара,мөмкин булыу
993,wollen::V,аҭахра,теләү
994,anfangen::V,алагара,башлау
995,beenden::V,алгара,бөтөрөү
996,beenden::V,алгара,тамамлау
997,aufhören::V,аҟəыҵра,туктау
998,gelingen::V,аура,уңышлы булыу
999,gelingen::V,аманшəалахара,уңышлы булыу
1000,gelingen::V,алҵра,уңышлы булыу
1001,geraten::V,нзаарын,булып сығыу
1002,öffnen::V,аартра,асыу
1003,schließen::V,аркра,йомоу
1004,stellen::V,аргылара,ҡуйыу
1005,setzen::V,артəара,урынлаштырыу
1006,legen::V,ақəҵара,һалыу
1007,berühren::V,акьысра,тейеү
1008,berühren::V,акьысра,ҡағылыу
1009,berühren::V,алакьысра,тейеү
1010,berühren::V,алакьысра,ҡағылыу
1011,verbinden::V,аҿаҳəара,ҡушыу
1012,verbinden::V,аҿаҳəара,бәйләү
1013,bedecken::V,ақəршəра,ҡаплау
1014,aufhängen::V,акнаҳара,элеү
1015,anzünden::V,аркра,тоҡандырыу
1016,aufheben::V,ашьҭыхра,мендереү
1017,zurücklassen::V,аныжьра,ҡалдырыу
1018,verlieren::V,ацəыӡра,юғалтыу
1019,fallen lassen::V,ацəкаҳара,төшөрөп ебәреү
1020,machen::V,ачаҧара,яһау
1021,machen::V,ачаҧара,эшләү
1022,herstellen::V,аиҵдара,эшләп сығарыу
1023,bauen::V,аргылара,төҙөү
1024,reparieren::V,арҽеира,төҙәтеү
1025,verbessern::V,аиҕьтəра,яҡшыртыу
1026,ändern::V,аҧсахра,үҙгәртеү
1027,graben::V,ажра,ҡаҙыу
1028,beugen::V,арҟəра,бөгөү
1029,beugen::V,архəара,бөгөү
1030,biegen::V,арҟəра,бөгөү
1031,biegen::V,архəара,бөгөү
1032,drehen::V,аргьежьра,өйрөлтөү
1033,drehen::V,аргьежьра,әйләндереү
1034,umdrehen::V,аарҳәра,түңкәреү
1035,heben::V,аҩахара,күтәреү
1036,heben::V,аҩахара,мендереү
1037,heben::V,араҳара,күтәреү
1038,heben::V,араҳара,мендереү
1039,hochheben::V,ахагалара,күтәреү
1040,hochheben::V,ашьҭҳəара,күтәреү
1041,halten::V,акра,тотоу
1042,drücken::V,ақəрӷəӷəара,ҡыҫыу
1043,schieben::V,аҵгəара,этеү
1044,schieben::V,аҵгəара,төртөү
1045,schieben::V,агəара,этеү
1046,schieben::V,агəара,төртөү
1047,kratzen::V,ацəҟьара,ҡырыу
1048,lecken::V,арбзара,ялау
1049,beißen::V,ацҳара,тешләү
1050,abreißen::V,амжəара,өҙөү
1051,abschneiden::V,ахҵəара,ҡырҡыу
1052,abschneiden::V,аҿахҵəара,ҡырҡыу
1053,binden::V,аҿаҳəара,бәйләү
1054,stecken::V,алаҵара,ҡаҙау
1055,brechen::V,аҧҵəара,боҙоу
1056,klopfen::V,асра,шаҡылдау
1057,hauen::V,ақəкшара,туҡмау
1058,kleben::V,аҷабра,йәбештереү
1059,reiben::V,арҟəыҷра,ыуыу
1060,reiben::V,арҟəыҷра,ышҡыу
1061,streichen::V,ахьшьра,яғыу
1062,schleifen::V,ахра,үткерләү
1063,schneiden::V,аҧҟара,ҡырҡыу
1064,rütteln::V,арҵысра,һелкетеү
1065,schütteln::V,аршəшəара,һелкетеү
1066,schwenken::V,аҟьара,болғау
1067,schütten::V,аҭаҭəара,ҡойоу
1068,füllen::V,арҭəра,тултырыу
1069,einwickeln::V,алаҳəара,төрөү
1070,tragen::V,аҩагара,алып барыу
1071,schleppen::V,арҳəазара,һөйрәү
1072,ziehen::V,ахара,тартыу
1073,aufbewahren::V,аҵəахра,һаҡлау
1074,werfen::V,аршəра,ырғытыу
1075,fangen::V,акра,тотоу
1076,packen::V,анкра,етеү
1077,packen::V,анкра,тотоп алыу
1078,packen::V,аҵкаара,етеү
1079,packen::V,аҵкаара,тотоп алыу
1080,verstecken::V,аҵəахра,йәшереү
1081,teilen::V,ашара,бүлеү
1082,schicken::V,ашьҭра,ебәреү
1083,bringen::V,аагара,килтереү
1084,hinzufügen::V,ацҵара,өтәү
1085,bekommen::V,аҧшаара,алыу
1086,bekommen::V,архиара,алыу
1087,bekommen::V,аура,алыу
1088,erhalten::V,аиура,алыу
1089,nehmen::V,агара,алыу
1090,wählen::V,алҧшаара,һайлаү
1091,auswählen::V,алхра,һайлап алыу
1092,behindern::V,аҧырхагахара,тотҡарлыҡ яһау
1093,verderben::V,алгара,боҙоу
1094,verderben::V,абжьыхра,боҙоу
1095,verderben::V,аҧхасҭатəра,боҙоу
1096,beschädigen::V,аҧхасҭатəра,боҙоу
1097,zerbrechen::V,аҧҽра,ҡыйратыу
1098,zerreißen::V,аҧжəара,йыртыу
1099,zerstören::V,аилаҧыххаара,емереү
1100,verbrennen::V,абылра,үртәү
1101,geben::V,аҭара,биреү
1102,reichen::V,аҭара,биреү
1103,schenken::V,аҩгара,бүләк итеү
1104,versprechen::V,ақəргəыӷра,вәғәҙә биреү
1105,loben::V,арҽхəара,маҡтау
1106,küssen::V,агəӡра,үбеү
1107,zudecken::V,аҵахҩара,ҡаплау
1108,zudecken::V,ақəршəра,ҡаплау
1109,wecken::V,арҿыхара,уятыу
1110,zeigen::V,арбара,күрһәтеү
1111,führen::V,аныҟəгара,етәкләү
1112,lehren::V,арҵара,уҡытыу
1113,lehren::V,арҵара,өйрәтеү
1114,unterrichten::V,арҧхьара,уҡытыу
1115,aufziehen::V,ааӡара,тәрбиәле
1116,leiten::V,ахагылазаара,етәкләү
1117,leiten::V,ахагылазаара,етәкселек итеү
1118,antreiben::V,арццакра,ашыҡтырыу
1119,lassen::V,арҟаҵара,мәжбүр итеү
1120,einladen::V,ааҕхьара,саҡырыу
1121,einladen::V,анаҧхьара,саҡырыу
1122,vereinigen::V,аилаҵара,берләштереү
1123,besuchen::V,абара,килеп сығыу
1124,treffen::V,аҧылара,тойоү
1125,treffen::V,аҧылара,осратыу
1126,treffen::V,аҧылара,ҡаршылау
1127,sich versammeln::V,аизара,йыйылыу
1128,spielen::V,ахəмарра,тартыу
1129,singen::V,ашəаҳəара,йырлау
1130,tanzen::V,акəашара,бейеү
1131,sich trennen::V,аилыҵра,айырылышыу
1132,verlassen::V,акажьра,ташлау
1133,verlassen::V,акажьра,ташлап китеү
1134,retten::V,Аиқəрхара,ҡотҡарыу
1135,bewachen::V,ахьчара,һаҡлау
1136,schützen::V,ацəыхьчара,һаҡлау
1137,verteidigen::V,ахьчара,яҡлау
1138,sich schlagen::V,аисра,һуғышыу
1139,schießen::V,ахысра,атыу
1140,siegen::V,аиааира,еңеү
1141,ärgern::V,аргəаара,асыуландырыу
1142,schlagen::V,асра,бәреү
1143,schlagen::V,асра,туҡмау
1144,schlagen::V,аҭасра,бәреү
1145,schlagen::V,аҭасра,туҡмау
1146,stechen::V,алакшара,сәнсеү
1147,stoßen::V,агəҭасра,этеү
1148,stoßen::V,агəҭасра,төртөү
1149,stehlen::V,аӡара,урлау
1150,stören::V,аҧырхагахара,ҡамасаулау
1151,belästigen::V,аргəамҵра,бимазалау
1152,belästigen::V,аргəамҵра,ҡамасаулау
1153,verbergen::V,аӡара,йәшереү
1154,täuschen::V,ажьара,ултыртыу
1155,betrügen::V,ажьара,алдау
1156,töten::V,ашьра,үлтереү
1157,wohnen::V,анхара,йәшәү
1158,arbeiten::V,аусура,эшләү
1159,sammeln::V,аҟəшəара,йыйыу
1160,pflücken::V,аҿыршəара,өҙөү
1161,pflücken::V,аҿыхра,өҙөү
1162,jagen::V,ашəарыцара,аулау
1163,fischen::V,аҧсыӡ икуеит,аулау
1164,fassen::V,акра,тотоу
1165,hüten::V,арҳəра,көтөү
1166,hüten::V,ахьчара,көтөү
1167,treiben::V,акацара,ҡыуыу
1168,anbinden::V,адҳəалара,бәйләү
1169,füttern::V,акырҿаҵара,ашатыу
1170,melken::V,ахьара,һауыү
1171,hacken::V,аҟəаҟəара,турау
1172,hacken::V,аҟəаҟəара,тапау
1173,gießen::V,аҵаҭəара,ҡойоу
1174,reifen::V,ашəра,өлғөрөү
1175,reifen::V,аҟалара,өлғөрөү
1176,zubereiten::V,ацура,бешереү
1177,kochen::V,ажəра,бешереү
1178,backen::V,аӡра,бешереү
1179,braten::V,аӡра,ҡурыу
1180,umrühren::V,аилрыхра,ҡатнаштырыу
1181,stricken::V,аҧара,бәйләү
1182,nähen::V,аӡахра,тегеү
1183,färben::V,ашəра,буяу
1184,reinigen::V,арыцқьара,таҙартыу
1185,waschen::V,аӡәӡәара,йыуыу
1186,abwischen::V,арбара,һөртөү
1187,spülen::V,аҭыршара,сайҡау
1188,fegen::V,аҧссара,һепереү
1189,baden::V,аҽыкəабара,һыу инеү
1190,sich waschen::V,аҽыӡəӡəара,йыуыныу
1191,ausziehen::V,ашəыхра,сисеү
1192,anziehen::V,ашəҵара,кейеү
1193,sich anziehen::V,аҽеилаҳəара,кейенеү
1194,kämmen::V,аҳəара,тарау
1195,schmücken::V,арҧшӡара,биҙәү
1196,sagen::V,аҳəара,әйтеү
1197,sprechen::V,ацəажəара,әйтеү
1198,sprechen::V,ацəажəара,һөйләшеү
1199,reden::V,ацəажəара,һөйләшеү
1200,reden::V,аицәажәара,һөйләшеү
1201,sich unterhalten::V,аицәажәара,әңгәмәләшеү
1202,fragen::V,азҵаара,һорау
1203,bitten::V,аҳəара,үтенеү
1204,erzählen::V,аҳəара,һөйләү
1205,mitteilen::V,азыцҳара,әйтеү
1206,nennen::V,ахьӡҵара,атау
1207,nennen::V,ахьӡҵара,исемләү
1208,rufen::V,азҿыҭра,саҡырыу
1209,prahlen::V,аҽхəара,маҡтаныу
1210,prahlen::V,аҽхəара,шапырыныу
1211,übersetzen::V,аиҭагара,тәржемә итеү
1212,denken::V,азхəыцра,уйлау
1213,glauben::V,ахаҵара,ышаныу
1214,bemerken::V,агəаҭара,күреү
1215,erkennen::V,адырра,таныу
1216,begreifen::V,аилкаара,аңлау
1217,verstehen::V,аҳара,аңлау
1218,lernen::V,аҵара,өйрәнеү
1219,wissen::V,адырра,белеү
1220,sich erinnern an::V,агəаларшəара,хәтергә алыу
1221,vergessen::V,ахашҭра,онотоу
1222,messen::V,ашəара,үлсәү
1223,zählen::V,аҧхьаӡара,һанау
1224,rechnen::V,аҳасабра,һанау
1225,lesen::V,аҧхьара,уҡыу
1226,besitzen::V,амазаара,биләү
1227,kaufen::V,Аахəара,һатып алыу
1228,verkaufen::V,аҭира,һатыу
1229,bezahlen::V,ахҭынҵара,түләү
1230,bezahlen::V,ашəара,түләү
1231,zahlen::V,ашəара,түләү
1232,ertragen::V,ачҳара,түҙеү
1233,Moor::N,,һаҙ
1234,Kralle::N,,аяҡ
1235,Schwarm::N,,көтөү
1236,Sache::N,,нәмә
1237,Sache::N,,әйбер
1238,Menge::N,,һан
1239,Essen::N,,ашау
1240,Geschäft::N,,эш
1241,Monat::N,,ай
1242,Jahr::N,,йыл
1243,dünn::A,,йоҡа
1244,dünn::A,,нәҙек
1245,roh::A,,сей
1246,durch::PRP,,үтә
1247,was::FPRN,,ә
1248,was::FPRN,,ни
1249,was::FPRN,,нәмә
1250,rauschen::V,,шыптырлау
1251,zu sehen sein::V,,күренеү
1252,wenden::V,,әйләндереү
1253,ergreifen::V,,тотоп алыу
1254,bewahren::V,,һаҡлау
1255,wünschen::V,,теләу
1256,wiegen::V,,бәүетеү
1257,wiegen::V,,тирбәтеү
1258,treten::V,,тибеү
1259,treten::V,,типкеләү
1260,kehren::V,,һепереү
1261,malen::V,,һүрәт яһау
1262,malen::V,,рәсем төшөрөү
1263,zeichnen::V,,һүрәт яһау
1264,zeichnen::V,,рәсем төшөрөү
1265,schreiben::V,,яҙыу
1266,beherrschen::V,,биләү
