,Concept_ID,ml,ku
639,später::ADV,പിന്നീട്,paşiyê
640,jetzt::ADV,ഇപ്പോൾ,nuha
641,heute::ADV,ഇന്ന്,îro
642,morgen::ADV,നാളെ,sibeh
643,bald::ADV,ഉടനെ,nêzîk
644,dann::ADV,അപ്പോൾ,paşê
645,gestern::ADV,ഇന്നലെ,do
646,einst::ADV,പണ്ടൊരിക്കല്,jar ke
647,damals::ADV,അപ്പോൾ,hîngî
648,danach::ADV,പിന്നീട്,piştra
649,vorher::ADV,മുൻപ്,pîşî
650,zuerst::ADV,ആദ്യം,bere
651,einmal::ADV,ഒരിക്കൽ,çarik
652,manchmal::ADV,ചിലപ്പോൾ,çarna
653,oft::ADV,പലപ്പോഴും,gelek çaran
654,immer::ADV,എപ്പോഴും,daîm
655,niemals::ADV,ഒരിക്കലും,tu çar
656,hier::ADV,ഇവിടെ,li vir
657,hierhin::ADV,ഇവിടേക്ക്,vir
658,von hier::ADV,ഇവിടെനിന്ന്,ji vir
659,dort::ADV,അവിടെ,li wê derê
660,dorthin::ADV,അവിടേക്ക്,wêda
661,geradeaus::ADV,മുമ്പിൽ,rastê rast
662,geradeaus::ADV,മുമന്നോട്ട്,rastê rast
663,vorwärts::ADV,മുന്നോട്ട്,ber bi pêş
664,rückwärts::ADV,തലതിരിച്ച്,paşpê
665,zurück::ADV,പുറകിലേക്ക്,paşdo
666,zurück::ADV,പുറകിലേക്ക്,paşvê
667,unten::ADV,താഴെ,jêrî
668,hinab::ADV,താഴേക്ക്,berjêr
669,oben::ADV,മുകളിൽ,banî
670,hinauf::ADV,മുകളിൽ,banî
671,überall::ADV,എല്ലായിടത്തും,li her derê
672,nicht::ADV,ഇല്ല,ne
673,nicht::ADV,ഇല്ല,nîn
674,nicht::ADV,ഇല്ല,tine
675,ein wenig::ADV,കുറച്ച്,hebkî
676,kaum::ADV,കഷ്ടിച്ച്,tema
677,kaum::ADV,കഷ്ടിച്ച്,himangi
678,sehr::ADV,വളരെ,gelek
679,so::ADV,അങ്ങനെ,weha
680,noch::ADV,ഇപ്പോഴും,hêj
681,noch::ADV,ഇപ്പോഴും,dîsa
682,nur::ADV,മാത്രം,tenê
683,nur::ADV,മാത്രം,bes
684,schon::ADV,നേരത്തേ തന്നെ,hew
685,wieder::ADV,വീണ്ടും,jar din
686,wieder::ADV,വീണ്ടും,dîsa
687,vergebens::ADV,വിഫല,deya çun
688,vergebens::ADV,വിഫല,îfleh bûn
689,vor::PRP,മുമ്പിൽ,li ber
690,hinter::PRP,പുറകിൽ,li pişt
691,unter::PRP,കീഴിൽ,li bin
692,durch::PRP,ഉള്ളിലൂടെ,kura
693,neben::PRP,അടുത്ത്,li ba
694,zwischen::PRP,ഇടയ്ക്ക്,nabeyne
695,zwischen::PRP,ഇടയ്ക്ക്,di nav...da
696,wegen::PRP,നിമിത്തം,ji bo
697,wegen::PRP,നിമിത്തം,ji ber
698,dies::PRN,ഇത്,ev
699,das::PRN,അത്,ev
700,alles::PRN,എല്ലാം,hemû
701,ich::PRN,ഞാൻ,ez
702,du::PRN,നിങ്ങൾ,tu
703,er::PRN,അദ്ദേഹം,wî
704,er::PRN,അയാൾ,wî
705,er::PRN,അവൻ,wî
706,er::PRN,അവർ,wî
707,er::PRN,അവൾ,wî
708,wir::PRN,നമ്മൾ,êm
709,ihr::PRN,നിങ്ങൾ,hûn
710,sie::PRN,അവർ,we
711,was::FPRN,എന്ത്,çi
712,wer::FPRN,ആര്,ki
713,wo::FADV,എവിടെ,li ku dere
714,wohin::FADV,എവിടേക്ക്,li ku dere
715,wie::FADV,എങ്ങനെ,çawa
716,warum::FADV,എന്തുകൊണ്ട്,çima
717,wieviel::FNUM,എത്ര,çend
718,eins::NUM,ഒന്ന്,yek
719,zwei::NUM,രണ്ട്,didu
720,drei::NUM,മൂന്ന്,sisê
721,vier::NUM,നാല്,çar
722,fünf::NUM,അഞ്ച്,penç
723,sechs::NUM,ആറ്,şeş
724,sieben::NUM,ഏഴ്,heft
725,acht::NUM,എട്ട്,heşt
726,neun::NUM,ഒമ്പത്,neh
727,zehn::NUM,പത്ത്,deh
728,elf::NUM,പതിനൊന്ന്,yazdeh
729,zwölf::NUM,പന്ത്രണ്ട്,diwazdeh
730,zwanzig::NUM,ഇരുപത്,bîst
731,dreißig::NUM,മുപ്പത്,sih
732,vierzig::NUM,നാൽപ്പത്,çil
733,fünfzig::NUM,അൻപത്,pençi
734,sechzig::NUM,അറുപത്,şêst
735,siebzig::NUM,എഴുപത്,heftê
736,achtzig::NUM,എൺപത്,heştê
737,neunzig::NUM,തൊണ്ണൂറ്,nod
738,hundert::NUM,നൂറ്,sêd
739,tausend::NUM,ആയിരം,hezar
740,und::CNJ,ഉം,û
741,oder::CNJ,അഥവാ,an
742,oder::CNJ,അഥവാ,yan
743,stehen::V,നിൽക്കുക,sekinîn
744,sitzen::V,ഇരിക്കുക,rûniştin
745,liegen::V,കിടക്കുക,paldan
746,hängen::V,തൂങ്ങുക,darve kirin
747,werden::V,ആയിത്തീരുക,bûn
748,passieren::V,സംഭവിക്കുക,hatin holê
749,passieren::V,സംഭവിക്കുക,hatin serê kesî
750,beginnen::V,ആരംഭിക്കുക,li dest pêkirin
751,enden::V,അവസാനിപ്പിക്കുക,xalas bû
752,wechseln::V,മാറ്റുക,guherandin
753,wechseln::V,മാറ്റുക,dêgiş kirin
754,aufgehen[Sonne]::V,ഉയരുക,hilatin
755,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,çun ava
756,scheinen[Sonne]::V,പ്രകാശിക്കുക,şewk de
757,donnern::V,ഇടിവെട്ടുക,gire-gir
758,wehen::V,വീശുക,ba le de
759,strömen::V,ഒഴുകുക,xwe girtin
760,fließen::V,ഒഴുകുക,herikîn
761,sich drehen::V,ചുറ്റുക,xwe zivirandin
762,sich drehen::V,കറക്കുക,xwe zivirandin
763,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,hejandin
764,schwingen::V,ആടുക,libakirin
765,fallen::V,വീഴുക,ketin
766,brennen::V,കത്തുക,şewitîn
767,rauchen::V,പുകയുക,kişandin
768,regnen::V,മഴ_പെയ്യുക,bahran tê
769,gefrieren::V,തണത്ത്_മരവിക്കുക,qefilandin
770,tauen::V,അലിയുക,helandin
771,schmelzen::V,ഉരുകുക,helandin
772,trocknen::V,വരളുക,zuwabûn
773,sieden::V,തിളപ്പിക്കുക,kelîn
774,faulen::V,ചീയുക,xerabûn
775,verfaulen::V,അഴുകുക,xerabûn
776,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,jêkirin
777,versinken::V,മുക്കുക,xerq bûn
778,vergehen::V,കടന്നുപോകുക,derbas bûn
779,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,peyda bûn
780,verschwinden::V,അദൃശ്യമാകുക,wendabûn
781,sinken::V,താഴുക,noq bûn
782,abnehmen::V,കുറിയുക,kêm bûn
783,zunehmen::V,വർദ്ധിക്കുക,qelew bûn
784,steigen::V,ഉയരുക,hildan
785,wachsen::V,വളരുക,mezin bûn
786,glänzen::V,മിന്നുക,biriqîn
787,funkeln::V,തിളങ്ങുക,çikisîn
788,lärmen::V,ശബ്ദമുണ്ടാക്കുക,guşîn
789,läuten::V,മണിമുഴങ്ങുക,lê de
790,klingeln::V,ചിലമ്പുക,sîl dan
791,klingeln::V,ചിലമ്പുക,ringerin
792,klirren::V,കിലുക്കുക,zingzing hat
793,brausen::V,മുഴങ്ങുക,guşîn
794,rauschen::V,അനങ്ങുക,guşîn
795,klingen::V,മുഴക്കുക,deng pe ketin
796,bellen::V,കുരയ്ക്കുക,kewtîn
797,heulen::V,ഓരിയിടുക,ûrîn
798,blasen::V,ഊതുക,puf kirin
799,pfeifen::V,വിസിലടിക്കുക,fîkandin
800,schreien::V,ആക്രോശിക്കുക,qîrîn
801,stöhnen::V,അരക്കം,nalîn
802,stöhnen::V,ആർത്തനാദം,nalîn
803,zittern::V,വിറയ്ക്കുക,hejîn
804,leben::V,താമസിക്കുക,jihîn
805,geboren werden::V,ജനിക്കുക,hatin dinyê
806,geboren werden::V,ജനിക്കുക,bûn
807,atmen::V,ശ്വസിക്കുക,hilmijîn
808,trinken::V,കുടിക്കുക,vexwarin
809,essen::V,കഴിക്കുക,xwarin
810,schlucken::V,വിഴുങ്ങുക,daqulbandin
811,müde werden::V,ക്ഷീണിക്കുക,betilîln
812,müde werden::V,ക്ഷീണിക്കുക,qerimîn
813,einschlafen::V,നിദ്രിക്കുക,razan
814,schlafen::V,ഉറങ്ങുക,razan
815,schlafen::V,ഉറങ്ങുക,razandin
816,aufwachen::V,ഉണരുക,şiyarbûn
817,aufstehen::V,എഴുന്നേൽക്കുക,rabûn
818,sich erholen::V,വിശ്രമിക്കുക,baş bûn
819,krank werden::V,ദീനംപിടിക്കുക,nexweş kêt
820,krank sein::V,രോഗികളാകുക,nexweş bû
821,schmerzen::V,വേദനിക്കുക,êşandin
822,husten::V,ചുമയ്ക്കുക,kuxin
823,genesen::V,സുഖപ്പെടുക,baş bûn
824,sterben::V,മരിക്കുക,mirin
825,umkommen::V,മരിക്കുക,mirin
826,sich bewegen::V,സ്ഥലം_മാറുക,leqîn
827,sich rühren::V,ചലിക്കുക,leqîn
828,sich erheben::V,നിൽക്കുക,rabûn
829,sich setzen::V,ഇരിക്കുക,runiştin
830,hinfallen::V,വീഴുക,kêtin
831,laufen::V,നടക്കുക,meşîn
832,schreiten::V,നടക്കുക,meşkirin
833,spazierengehen::V,ഉലാത്തുക,gerandin
834,eilen::V,പാഞ്ഞെത്തുക,lezandin
835,sich beeilen::V,തിരിക്കുകൂട്ടുക,zûkirin
836,sich beeilen::V,തിടുക്കം_കാട്ടുക,zûkirin
837,sausen::V,കുതിക്കുക,fîzîn
838,rennen::V,ഓടുക,baz dan
839,springen::V,ചാടുക,hilpekîn
840,klettern::V,കയറുക,hilperikîn
841,schaukeln::V,ഇളകുക,lorandin
842,kriechen::V,പതുങ്ങികയറുക,xuşandin
843,schwimmen::V,നീന്തുക,avjenîn
844,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,qutxuyardin
845,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,noqîn
846,rudern::V,തുഴയുക,qaîq ajotin
847,fahren::V,വാഹനം ഓടിക്കുക,ajotin
848,fliegen::V,പറക്കുക,firîn
849,gehen::V,പോകുക,çûn
850,weggehen::V,വിടുക,çûn
851,abfahren::V,പുറപ്പെടുക,çûyin
852,anhalten::V,നിർത്തുക,rawestîn
853,hineingehen::V,പ്രവേശിക്കുക,ketin hundir
854,eintreten::V,പ്രവേശിക്കുക,têketin
855,kommen::V,വരുക,hatin
856,ankommen::V,എത്തിച്ചേരുക,gihan
857,ankommen::V,എത്തിച്ചേരുക,gihîştin
858,zurückkommen::V,തിരിച്ചു വരുക,vegerandin
859,bleiben::V,തുടരുക,sekinîn
860,warten::V,കാത്തിരിക്കുക,payîn
861,erwarten::V,പ്രതീക്ഷിക്കുക,payîn
862,suchen::V,തിരയുക,lêgerîn
863,finden::V,കണ്ടെത്തുക,peyda kirin
864,versuchen::V,ശ്രമിക്കുക,çeribandin
865,vorbereiten::V,തയ്യാറെടുക്കുക,amade kirin
866,lieben::V,സ്നേഹിക്കുക,hez kirin
867,mögen::V,ഇഷ്ടപ്പെടുക,dil kirin
868,lachen::V,ചിരിക്കുക,kenîn
869,rühren::V,ഹൃദയം സ്പർശിക്കുക,hêjan
870,weinen::V,തേങ്ങുക,girîn
871,schimpfen::V,പിറുപിറുക്കുക,pevçûn
872,sich ärgern::V,കോപിക്കുക,enirîn
873,sich fürchten::V,പേടിക്കുക,tirsîn
874,fürchten::V,പേടിക്കുക,tirsin
875,fliehen::V,രക്ഷപ്പെടുക,bazdan
876,flüchten::V,രക്ഷപ്പെടുക,revîn
877,sehen::V,കാണുക,dîtin
878,anschauen::V,നോക്കുക,sêr kirin
879,ansehen::V,നോക്കുക,hesibandin
880,hören::V,കേൾക്കുക,guhdar jirin
881,zuhören::V,ശ്രദ്ധിക്കുക,guhdarî kirin
882,probieren::V,രുചിയുള്ളതായി_തോന്നുക,tehm kirin
883,riechen::V,മണത്തു_നോക്കുക,bihn kirin
884,fühlen::V,സ്പർശിച്ചറിയുക,hîs kirin
885,scheinen::V,കാണപ്പെടുക,xoyer kir
886,zu sehen sein::V,വെളിച്ചപ്പെടുക,diyar bûn
887,vernehmen::V,കേൾക്കുക,bihîstin
888,frieren::V,വിറയ്ക്കുക,qerişîn
889,tun::V,ചെയ്യുക,kirin
890,können::V,കഴിയുക,karin
891,wollen::V,വേണുക,xwestîn
892,anfangen::V,തുടങ്ങുക,dest pêkirin
893,beenden::V,പൂർത്തിയാക്കുക,xelas kirin
894,aufhören::V,നിർത്തുക,xelas kirin
895,gelingen::V,വിജയിക്കുക,çe bûn
896,geraten::V,പരിണമിക്കുക,qewîmîn
897,öffnen::V,തുറക്കുക,vekirin
898,schließen::V,അടയ്ക്കുക,girtin
899,stellen::V,വയ്ക്കുക,danîn
900,setzen::V,വയ്ക്കുക,rûniştin
901,legen::V,ഇടുക,danîn
902,legen::V,ഇടുക,razandin
903,berühren::V,തൊടുക,lêketin
904,verbinden::V,ഘടിപ്പിക്കുക,anîn pê
905,bedecken::V,മുടുക,sergirtin
906,aufhängen::V,കെട്ടിതൂക്കുക,aliqandin
907,anzünden::V,കത്തിക്കുക,pêxistin
908,aufheben::V,പെറുക്കിയെടുക്കുക,hildan
909,zurücklassen::V,വച്ചുപോരുക,hiştin
910,zurücklassen::V,വച്ചുപോരുക,vehiştin
911,verlieren::V,നഷ്ടപ്പെടുക,wendakirin
912,fallen lassen::V,വീഴ്ത്തുക,xistin bixe
913,fallen lassen::V,വീഴ്ത്തുക,xistin
914,machen::V,ഉണ്ടാക്കുക,kirin
915,machen::V,ഉണ്ടാക്കുക,çêkirin
916,herstellen::V,ഉൽപാദിപ്പിക്കുക,çê kirin
917,herstellen::V,ഉൽപാദിപ്പിക്കുക,peyda kirin
918,bauen::V,നിർമ്മിക്കുക,lêkirin
919,reparieren::V,നന്നാക്കുക,veherînerîn
920,verbessern::V,മെച്ചപ്പെടുക,sererastkirin
921,ändern::V,മാറ്റംവരുത്തുക,degiş kirin
922,graben::V,കുഴിക്കുക,kolandin
923,beugen::V,വണങ്ങുക,tewîn
924,beugen::V,വണങ്ങുക,xwar kirin
925,biegen::V,കുനിയുക,tewandin
926,biegen::V,കുനിയുക,xwarkirin
927,drehen::V,തിരിക്കുക,fitilandin
928,wenden::V,തിരിയുക,zivîrin
929,umdrehen::V,തിരിയുക,vegerandin
930,heben::V,ഉയർത്തുക,hildan
931,hochheben::V,ഉയർത്തുക,hildan
932,ergreifen::V,ബലമായി_പിടിക്കുക,dest avêtin
933,halten::V,പിടിക്കുക,hîştin
934,halten::V,പിടിക്കുക,sekinîn
935,drücken::V,അമർത്തുക,pêl kirin
936,schieben::V,തള്ളുക,damdan
937,kratzen::V,ചുരണ്ടുക,xurandin
938,lecken::V,നക്കുക,alastin
939,beißen::V,കടിക്കുക,gez kirin
940,abreißen::V,കീറിക്കളയുക,hilşandin
941,abschneiden::V,മുറിച്ചുമാറ്റുക,jêkirin
942,binden::V,കെട്ടുക,girêdan
943,stecken::V,തുളയ്ക്കുക,têxistin
944,brechen::V,ഉടയുക,şikandin
945,klopfen::V,തട്ടുക,kutandin
946,hauen::V,അടിക്കുക,li dan
947,kleben::V,ഒട്ടിക്കുക,zeliqîn
948,kleben::V,ഒട്ടിക്കുക,şirêz kirin
949,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,firikandin
950,streichen::V,പടർത്തുക,bax dan
951,schleifen::V,പൊടിക്കുക,çarkirin
952,schneiden::V,മുറിക്കുക,jêkirin
953,rütteln::V,മുട്ടുക,hejandin
954,schütteln::V,കുലുക്കുക,daweşîn
955,schwenken::V,ആടുക,têwdan
956,schütten::V,ഒഴിക്കുക,rijandin
957,füllen::V,നിറയ്ക്കുക,dagirtin
958,einwickeln::V,പൊതിയുക,pêçandin
959,tragen::V,വഹിക്കുക,kişandin
960,tragen::V,വഹിക്കുക,rajtin
961,schleppen::V,വലിച്ചിഴയ്ക്കുക,kişandin
962,ziehen::V,വലിക്കുക,kişandin
963,aufbewahren::V,വയ്ക്കുക,hilandin
964,werfen::V,എറിയുക,avêtin
965,fangen::V,പിടിക്കുക,sem kirin
966,fangen::V,പിടിക്കുക,girtin
967,packen::V,തട്ടിപ്പറിക്കുക,pê girtin
968,verstecken::V,മറയ്ക്കുക,hîlanin
969,teilen::V,വിഭജിക്കുക,parvekirin
970,schicken::V,അയയ്ക്കുക,şandin
971,bringen::V,കൊണ്ടുവരുക,anîn
972,bringen::V,കൊണ്ടുവരുക,birin
973,hinzufügen::V,കൂട്ടുക,dan ser
974,hinzufügen::V,കൂട്ടുക,li tiştekî zêde kirin
975,bekommen::V,കിട്ടുക,standin
976,erhalten::V,സ്വീകരിക്കുക,standin
977,nehmen::V,എടുക്കുക,girtin
978,wählen::V,തിരഞ്ഞെടുക്കുക,ray dan
979,auswählen::V,തിരഞ്ഞെടുക്കുക,bijartin
980,bewahren::V,പുലർത്തുക,rê li ber girtin
981,bewahren::V,പുലർത്തുക,lê xwedî derketin
982,behindern::V,തടയിടുക,bara wi
983,verderben::V,നശിപ്പിക്കുക,heram bûn
984,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,xerab kirin
985,zerbrechen::V,ഉടയുക,şikênandin
986,zerbrechen::V,ഉടയുക,perçe kirin
987,zerreißen::V,കീറുക,qelişandin
988,zerstören::V,നശിപ്പിക്കുക,hilşandin
989,verbrennen::V,കത്തിനശിക്കുക,şewitandin
990,verbrennen::V,കത്തിച്ചുകളയുക,şewitandin
991,geben::V,കൊടുക്കുക,dan
992,geben::V,കൊടുക്കുക,dayin
993,geben::V,തരുക,dan
994,geben::V,തരുക,dayin
995,reichen::V,കൈമാറുക,besbûn
996,reichen::V,കൈമാറുക,têrkirin
997,schenken::V,സമ്മാനം കൊടുക്കുക,diyarî kirin
998,versprechen::V,വാഗ്ദാനം_നൽകുക,soz dan
999,wünschen::V,ആഗ്രഹിക്കുക,dil kirin
1000,loben::V,പുകഴ്ത്തുക,pesinandin
1001,küssen::V,ഉമ്മവയ്ക്കുക,maçkirin
1002,wiegen::V,ഇളകുക,lorandin
1003,wiegen::V,ഇളകുക,wezinandin
1004,zudecken::V,മുടുക,nixumandin
1005,wecken::V,ഉണർത്തുക,bixwe hesandin
1006,zeigen::V,കാണിക്കുക,şanîdan
1007,führen::V,നടത്തുക,raber kirin
1008,lehren::V,പഠിപ്പിക്കുക,hîn kirin
1009,unterrichten::V,പരിശീലിപ്പിക്കുക,ders dan
1010,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,mesinkirin
1011,leiten::V,നയിക്കുക,rêberî kirin
1012,antreiben::V,പ്രേരിപ്പിക്കുക,bezandin
1013,lassen::V,അനുവദിക്കുക,berdan
1014,lassen::V,അനുവദിക്കുക,hiştin
1015,einladen::V,ക്ഷണിക്കുക,dawet kirin
1016,vereinigen::V,കൂടിച്ചേരുക,bi yek kirin
1017,besuchen::V,സന്ദർശിക്കുക,mêvan bûn
1018,treffen::V,തമ്മിൽ കാണുക,rast hatin
1019,sich versammeln::V,സംയോജിപ്പിക്കുക,li hev çivîn
1020,spielen::V,കളിക്കുക,listin
1021,singen::V,പാടുക,stran
1022,tanzen::V,നൃത്തം ചെയ്യുക,reqisîn
1023,sich trennen::V,നേർപെടുത്തുക,hew berdan
1024,verlassen::V,പിൻവാങ്ങുക,tanê hişt
1025,verlassen::V,പിൻവാങ്ങുക,bêkes
1026,retten::V,രക്ഷിക്കുക,rihakirin
1027,bewachen::V,കാവൽനിൽക്കുക,raçavkirin
1028,schützen::V,പരിരക്ഷിക്കുക,hemet kirin
1029,verteidigen::V,പ്രതിരോധിക്കുക,paraztin
1030,sich schlagen::V,കലഹിക്കുക,li hev bezîn
1031,schießen::V,വെടിവെക്കുക,agir kirin
1032,siegen::V,വിജയിക്കുക,biser ketin
1033,ärgern::V,വിഷമിപ്പിക്കുക,xeyirandin
1034,schlagen::V,അടിക്കുക,lêdan
1035,schlagen::V,അടിക്കുക,lêxistin
1036,treten::V,തൊഴിക്കുക,têlekirin
1037,stechen::V,കുത്തുക,têrekirin
1038,stoßen::V,തള്ളുക,lêketin
1039,stehlen::V,മോഷ്ടിക്കുക,dizîn
1040,stehlen::V,മോഷ്ടിക്കുക,dizî birin
1041,stören::V,ശല്യപ്പെടുത്തുക,aciz kirin
1042,belästigen::V,മെനക്കെടുക,li tela yeki ketin
1043,verbergen::V,മറയ്ക്കുക,veşartin
1044,verbergen::V,മറയ്ക്കുക,kemîndanîn
1045,verbergen::V,ഒളിക്കുക,veşartin
1046,verbergen::V,ഒളിക്കുക,kemîndanîn
1047,täuschen::V,കബളിപ്പിക്കുക,xapandin
1048,täuschen::V,കബളിപ്പിക്കുക,lê zexeli kirin
1049,betrügen::V,ചതിക്കുക,xapandin
1050,töten::V,കൊല്ലുക,kûştin
1051,wohnen::V,താമസിക്കുക,rûniştin
1052,arbeiten::V,ജോലിചെയ്യുക,kar kirin
1053,arbeiten::V,ജോലിചെയ്യുക,şêxulin
1054,sammeln::V,സഞ്ചയിക്കുക,komkirin
1055,pflücken::V,പറിച്ചെടുക്കുക,çinîn
1056,jagen::V,വേട്ടയാടുക,nêçîr kirin
1057,fischen::V,മീൻ പിടിക്കുക,masî girtin
1058,fassen::V,പിടിക്കുക,pê girtin
1059,fassen::V,പിടിക്കുക,sêm kirin
1060,hüten::V,ചേർക്കുക,hei jê man
1061,treiben::V,വാഹനം_ഓടിക്കുക,bêherandin
1062,anbinden::V,കെട്ടിയിടുക,tewilandin
1063,füttern::V,തീറ്റുക,xwarine dan lê
1064,melken::V,പാലുകറക്കുക,dotin
1065,hacken::V,വെട്ടിമുറിക്കുക,kolandin
1066,gießen::V,നനയ്ക്കുക,av dan
1067,reifen::V,പാകമാകുക,kemilîn
1068,zubereiten::V,പാചകം_ചെയ്യുക,çe kirin
1069,kochen::V,വേവിക്കുക,xwarin çe kirin
1070,kochen::V,വേവിക്കുക,kelandin
1071,backen::V,ബേക്ക് ചെയ്യുക,pijandin
1072,braten::V,പോരിക്കുക,qelandin
1073,braten::V,പോരിക്കുക,sor kirin
1074,umrühren::V,ഇളക്കുക,têvdan
1075,stricken::V,മെടയുക,hûnan
1076,nähen::V,തുന്നുക,kêl kirin
1077,färben::V,ചായം പൂശുക,boyax kirin
1078,reinigen::V,വൃത്തിയാക്കുക,paqijkirin
1079,waschen::V,കഴുകുക,şuştin
1080,abwischen::V,തുടയ്ക്കുക,pakîj kirin
1081,spülen::V,കഴുകുക,şuştin
1082,fegen::V,അടിച്ചുവാരുക,maliştin
1083,kehren::V,അടിച്ചുവാരുക,maliştin
1084,baden::V,നീന്തിത്തുടിക്കുക,serîşûştin
1085,sich waschen::V,കഴുകുക,serîşûştin
1086,ausziehen::V,ഇഴുക്കുക,jê kirin
1087,anziehen::V,ഉടുക്കുക,pê kirin
1088,sich anziehen::V,ധരിച്ച നേടുകയുക,xwe kirin
1089,kämmen::V,മുടിചീകുക,şeh kirin
1090,schmücken::V,അലങ്കരിക്കുക,xemilandin
1091,sagen::V,പറയുക,gotin
1092,sagen::V,പറയുക,peyivîn
1093,sprechen::V,സംസാരിക്കുക,peyivîn
1094,reden::V,സംസാരിക്കുക,axaftin
1095,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,hev biştaxilin
1096,fragen::V,ചോദിക്കുക,pirsîn
1097,fragen::V,ചോദിക്കുക,pirs kirin
1098,bitten::V,അപേക്ഷിക്കുക,tika kirin
1099,erzählen::V,പറയുക,behs kirin
1100,mitteilen::V,അറിയിക്കുക,vegotin
1101,nennen::V,പേരിടുക,bi nav kirin
1102,rufen::V,വിളിക്കുക,bakirin
1103,prahlen::V,പൊങ്ങച്ചം പറയുക,pesnê xwe dan
1104,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,qulibandin
1105,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,derbas kirin
1106,denken::V,ചിന്തിക്കുക,fikirîn
1107,glauben::V,വിശ്വസിക്കുക,bawer bûn
1108,bemerken::V,ശ്രദ്ധിക്കുക,bala xwe dan
1109,bemerken::V,ശ്രദ്ധിക്കുക,çac lê ketin
1110,erkennen::V,തിരിചറിയുക,pêhesîn
1111,begreifen::V,കൈപ്പിടിയിലാക്കുക,fêmkirin
1112,verstehen::V,മനസ്സിലാക്കുക,fêmkirin
1113,lernen::V,പഠിക്കുക,halmandin
1114,lernen::V,പഠിക്കുക,fêrbun
1115,wissen::V,അറിയുക,zanîn
1116,sich erinnern an::V,ഓർമിക്കുക,bir bûn
1117,vergessen::V,മറക്കുക,ji bir kirin
1118,messen::V,അളക്കുക,pê kanîn
1119,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,hejmardin
1120,rechnen::V,ഗണിക്കുക,hesibandin
1121,lesen::V,വായിക്കുക,xwendin
1122,malen::V,ചിത്രം വരയ്ക്കുക,rengandin
1123,malen::V,ചിത്രം വരയ്ക്കുക,boyax kirin
1124,zeichnen::V,വരയ്ക്കുക,işaret kirin
1125,schreiben::V,എഴുതുക,nivîsandin
1126,besitzen::V,സ്വന്തമാക്കുക,hebûn
1127,kaufen::V,വാങ്ങുക,kirîn
1128,verkaufen::V,വിൽക്കുക,firotin
1129,bezahlen::V,പരിഹാരം ചെയ്യുക,pere dan
1130,zahlen::V,പണം അടയ്ക്കുക,pere dan
1131,zahlen::V,പണം അടയ്ക്കുക,dayin
1132,beherrschen::V,ഭരിക്കുക,zebt kirin
1133,beherrschen::V,ഭരിക്കുക,hukim kirin
1134,ertragen::V,താങ്ങുക,bihêzkirin
