,Concept_ID,mn,ce
0,Auge::N,нүд,бӏаьрг
1,Ohr::N,чих,лерг
2,Nase::N,хамар,мара
3,Mund::N,ам,бага
4,Zahn::N,шүд,церг
5,Zunge::N,хэл,мотт
6,Lippe::N,уруул,балда
7,Wange::N,хацар,бесни
8,Gesicht::N,царай,юьхь
9,Gesicht::N,нүүр,юьхь
10,Stirn::N,дух,хьаж
11,Haar::N,үс,мас
12,Schnurrbart::N,дээд сахал,мекх
13,Schnurrbart::N,живэр сахал,мекх
14,Bart::N,сахал,маж
15,Kinn::N,эрүү,чӏениг
16,Kiefer[Anatomie]::N,эрүү,мочхал
17,Kehle::N,хоолой,къамкъарг
18,Hals::N,хүзүү,ворта
19,Genick::N,шил,кӏесаркӏаг
20,Genick::N,хүзүү,кӏесаркӏаг
21,Kopf::N,толгой,корта
22,Rücken::N,ар,букъ
23,Rücken::N,нуруу,букъ
24,Bauch::N,хэвлий,кийра
25,Bauch::N,гэдэс,кийра
26,Nabel::N,хүйс,цӏонга
27,Busen::N,хөх,зударийн накха
28,Brust::N,цээж,накха
29,Schulter::N,мөр,белш
30,Schulter::N,бугалга,белш
31,Arm::N,гар,пхьарс
32,Ellenbogen::N,тохой,пхьаьрсан гола
33,Hand::N,гар,куьг
34,Hand::N,алга,куьг
35,Handfläche::N,алга,кераюкъ
36,Finger::N,хуруу,пӏелг
37,Fingernagel::N,хурууны хумс,мӏара
38,Nagel[Anatomie]::N,хумс,мӏара
39,Zeh::N,хуруу,кога пӏелг
40,Fuß::N,хөл,ког
41,Ferse::N,өсгий,кӏажа
42,Knie::N,өвдөг,гола
43,Oberschenkel::N,гуя,варе
44,Bein::N,хөл,ког
45,Körper::N,бие,хӏума
46,Haut::N,арьс,чкъор
47,Blut::N,цус,цӏий
48,Ader::N,судас,пха
49,Sehne::N,бүлх,хьорзам
50,Sehne::N,шандас,хьорзам
51,Knochen::N,яс,даьӏахк
52,Gehirn::N,тархи,хье
53,Herz::N,зүрх,дог
54,Magen::N,ходоод,зорх
55,Leber::N,элэг,доӏах
56,Atem::N,амьсгаа,садеӏар
57,Hunger::N,өлсгөлөн,мацалла
58,Träne::N,нулимс,бӏаьрхи
59,Geschmack::N,амт,чам
60,Geruch::N,үнэр,хьожа
61,Schlaf::N,нойр,наб
62,Traum::N,зүүд,гӏан
63,Himmel::N,тэнгэр,стигал
64,Himmel::N,огторгуй,стигал
65,Sonne::N,нар,малх
66,Mond::N,сар,бутт
67,Stern::N,од,седа
68,Luft::N,агаар,xӏаваъ
69,Wind::N,салхи,мох
70,Welle::N,долгио,тулгӏе
71,Welle::N,давалгаа,тулгӏе
72,Wasser::N,ус,хи
73,Stein::N,чулуу,тӏулг
74,Boden::N,хөрс,цӏенкъа
75,Erde::N,газар,латта
76,Erde::N,шороо,латта
77,Staub::N,тоос,чан
78,Rauch::N,утаа,кӏур
79,Funke::N,оч,суй
80,Feuer::N,гал,цӏе
81,Licht::N,гэрэл,серло
82,Licht::N,гэгээ,серло
83,Schatten::N,сүүдэр,ӏиндагӏ
84,Wetter::N,тэнгэр,хенан хӏоттам
85,Wetter::N,цаг уур,хенан хӏоттам
86,Nebel::N,будан,дохк
87,Wolke::N,үүл,марха
88,Regen::N,бороо,догӏа
89,Schnee::N,цас,ло
90,Eis::N,мөс,ша
91,Frost::N,хүйт,шело
92,Kälte::N,хүйт,шело
93,Hitze::N,халуун,йовхо
94,Raureif::N,цан,йис
95,Raureif::N,хяруу,йис
96,Regenbogen::N,солонго,стелаӏад
97,Donner::N,тэнгэрийн дуу,ткъес
98,Strömung::N,урсгал,дӏаэхар
99,Strömung::N,урсгал,дӏасалелар
100,Tropfen::N,дусал,тӏадам
101,Schaum::N,хөөс,чопа
102,Schmutz::N,хир,хатт
103,Schmutz::N,шавхай,хатт
104,See::N,нуур,ӏам
105,Sumpf::N,намаг,уьшал
106,Sumpf::N,балчиг,уьшал
107,Moor::N,хүлрийн намаг,уьшал
108,Wiese::N,нуга,бай
109,Wald::N,ой,хьун
110,Hügel::N,болдог,гу
111,Hügel::N,болдог,шу
112,Hügel::N,болдог,барз
113,Anhöhe::N,гүвээ,акъари
114,Berg::N,уул,лам
115,Gipfel::N,орой,бохь
116,Gipfel::N,оргил,бохь
117,Höhle::N,агуй,хьех
118,Abhang::N,хүр,басе
119,Quelle::N,булаг,шовда
120,Bach::N,горхи,татол
121,Fluss::N,гол,хи
122,Fluss::N,мөрөн,хи
123,Ufer::N,эрэг,хийист
124,Küste::N,эрэг,йист
125,Festland::N,хуурай газар,латта
126,Meer::N,далай,xӏорд
127,Meer::N,тэнгис,xӏорд
128,Bucht::N,булан,чож
129,Bucht::N,далайн тохой,чож
130,Insel::N,арал,гӏайре
131,Blume::N,цэцэг,зезаг
132,Gras::N,өвс,буц
133,Gras::N,ногоо,буц
134,Wurzel::N,үндэс,орам
135,Baum::N,мод,дитт
136,Stamm::N,иш,гӏад
137,Stamm::N,иш,тайпа
138,Stamm::N,гуалин,гӏад
139,Stamm::N,гуалин,тайпа
140,Rinde::N,холтос,кевстиг
141,Ast::N,гишүү,га
142,Zweig::N,салаа,га
143,Blatt::N,навч,гӏа
144,Birke::N,хус,дакх
145,Kiefer[Baum]::N,нарс,бага
146,Weide[Baum]::N,уд,дак
147,Weide[Baum]::N,бургас,дак
148,Tanne::N,гачуур,база
149,Horn::N,эвэр,маӏа
150,Feder::N,өд,пелаг
151,Fell::N,арьс,цӏока
152,Flügel::N,жигүүр,тӏам
153,Flügel::N,далавч,тӏам
154,Klaue::N,савар,мӏара
155,Klaue::N,хумс,мӏара
156,Kralle::N,савар,тlод
157,Schwanz::N,сүүл,цӏога
158,Ei::N,өндөг,xӏoa
159,Nest::N,үүр,бен
160,Bau::N,нүх,lуьрг
161,Bau::N,элүү,lуьрг
162,Tier::N,амьтан,дийнат
163,Tier::N,адгуус,дийнат
164,Herde::N,сүрэг,жа
165,Kuh::N,үнээ,етт
166,Bulle::N,бух,сту
167,Pferd::N,морь,говр
168,Pferd::N,адуу,говр
169,Schaf::N,хонь,жий
170,Schaf::N,хонь,уьстагӏ
171,Schwein::N,гахай,хьакха
172,Hund::N,нохой,жӏаьла
173,Katze::N,муур,цициг
174,Katze::N,мигуй,цициг
175,Bär::N,баавгай,ча
176,Eichhörnchen::N,хэрэм,тарсал
177,Elch::N,хандгай,сай
178,Fuchs::N,үнэг,цхьогал
179,Hase::N,туулай,пхьагал
180,Maus::N,хулгана,дахка
181,Wolf::N,чоно,борз
182,Vogel::N,шувуу,олхазар
183,Schwarm::N,сүрэг,
184,Huhn::N,тахиа,котам
185,Hahn::N,эр тахиа,нӏаьна
186,Hahn::N,эр тахиа,боргӏал
187,Gans::N,галуу,гӏаз
188,Adler::N,бүргэд,aьрзу
189,Ente::N,нугас,бад
190,Eule::N,ууль,бухӏа
191,Kranich::N,тогоруу,гӏаргӏули
192,Krähe::N,хэрээ,къиг
193,Kuckuck::N,хөхөө,aттйокх
194,Schwan::N,хун,гӏургӏаз
195,Fisch::N,загас,чӏара
196,Barsch::N,алгана,окунь
197,Hecht::N,цурхай,гӏазкхийн чӏара
198,Schlange[Tier]::N,могой,лаьхьа
199,Wurm::N,өт,нӏаьна
200,Wurm::N,хорхой,нӏаьна
201,Spinne::N,аалз,гезг
202,Ameise::N,шоргоолж,зингат
203,Laus::N,бөөс,меза
204,Laus::N,бөөс,гӏениг
205,Mücke::N,шумуул,чуьрк
206,Fliege::N,ялаа,моза
207,Schmetterling::N,эрвээхэй,полла
208,Beere::N,жимсгэнэ,цӏазам
209,Apfel::N,алим,ӏаж
210,Pilz::N,мөөг,жӏаьлин нускал
211,Zwiebel::N,сонгино,xох
212,Saat::N,тариа,чlу
213,Korn::N,үр,буьртиг
214,Korn::N,мөхлөг,буьртиг
215,Heu::N,өвс,йол
216,Schale::N,хальс,пардо
217,Grube::N,алам,ор
218,Grube::N,нүх,ор
219,Falle::N,хавх,кӏело
220,Falle::N,занга,кӏело
221,Schlinge::N,урхи,
222,Spur::N,мөр,лар
223,Asche::N,үнс,чим
224,Dreck::N,хир,мода
225,Eisen::N,төмөр,эчиг
226,Gold::N,алт,деши
227,Silber::N,мөнгө,дети
228,Kohle::N,нүүрс,кӏора
229,Glas::N,шил,aнгали
230,Lehm::N,шавар,поппар
231,Sand::N,элс,гӏум
232,Mensch::N,хүн,адам
233,Mann::N,эр,майра
234,Mann::N,эрэгтэй,майра
235,Frau::N,эмэгтэй,зуда
236,Frau::N,хатагтай,зуда
237,Kind::N,хүүхэд,бер
238,Junge::N,хүү,жимха
239,Mädchen::N,охин,жима йоӏ
240,Mädchen::N,бүсгүй,жима йоӏ
241,Familie::N,айл,доьзал
242,Großvater::N,өвгөн аав,ненада
243,Großmutter::N,эмэг эх,денана
244,Großmutter::N,эмгээ,денана
245,Eltern::N,эцэг эх,да-нана
246,Vater::N,аав,да
247,Vater::N,эцэг,да
248,Mutter::N,эх,нана
249,Mutter::N,ээж,нана
250,Sohn::N,хүү,кӏант
251,Tochter::N,охин,йоӏ
252,Bruder::N,ах,ваша
253,Bruder::N,дүү,ваша
254,Schwester::N,эгч,йиша
255,Schwester::N,охин дүү,йиша
256,Onkel::N,авга ах,деваша
257,Onkel::N,нагац ах,деваша
258,Tante::N,авга эгч,дейиша
259,Tante::N,нагац эгч,дейиша
260,Ehemann::N,нөхөр,майра
261,Ehefrau::N,эхнэр,зуда
262,Ehefrau::N,гэргий,зуда
263,Freude::N,баяр,самукъа
264,Freude::N,баяр,хазахетар
265,Freude::N,баясгалан,самукъа
266,Freude::N,баясгалан,хазахетар
267,Gelächter::N,инээдэм,белам
268,Glück::N,жаргалан,ирс
269,Kummer::N,гаслан,бала
270,Wunsch::N,ерөөл,лаам
271,Lust::N,дур,лаам
272,Lust::N,хүсэл,лаам
273,Geist::N,оюун,са
274,Gedanke::N,сэтгэл,ойла
275,Gedächtnis::N,ой,диццадалар
276,Gedächtnis::N,цээж,диццадалар
277,Verstand::N,ухаан,хьекъал
278,Sinn::N,утга,маьӏна
279,Grund::N,учир,бахьана
280,Wahrheit::N,үнэн,бакъдерг
281,Gespräch::N,яриа,къамел
282,Märchen::N,явган үлгэр,туьйра
283,Erzählung::N,тууж,дийцар
284,Nachricht::N,мэдээ,хаам
285,Neuigkeit::N,сонин,керланиг
286,Name::N,нэр,цӏе
287,Rätsel::N,оньсого,хӏетал-метал
288,Rede::N,хэлсэн үг,къамел
289,Sprache::N,хэл,мотт
290,Stimme::N,дуу,aз
291,Wort::N,үг,дош
292,Zeichen::N,тамга,билгало
293,Zeichen::N,тэмдэг,билгало
294,Ruf::N,дуудлага,кхайкхар
295,Lärm::N,шуугиан,гӏовгӏа
296,Lärm::N,чимээ,гӏовгӏа
297,Laut::N,анир,аз
298,Laut::N,дуу,аз
299,Ton::N,авиа,aз
300,Ton::N,аялгуу,aз
301,Lied::N,дуу,илли
302,Ruhe::N,энх,тийналла
303,Ruhe::N,тайван,тийналла
304,Leute::N,хүмүүс,нах
305,Volk::N,улс,халкъ
306,Arbeit::N,ажил,болх
307,Arbeit::N,хөдөлмөр,болх
308,Gast::N,зочин,хьаша
309,Gast::N,айлчин,хьаша
310,Geschenk::N,бэлэг,совгӏат
311,Spiel::N,наадам,ловзар
312,Spiel::N,тоглоом,ловзар
313,Gesellschaft::N,хамт байх,юкъаралла
314,Hilfe::N,тусламж,гӏо
315,Freund::N,найз,доттагl
316,Freund::N,нөхөр,доттагl
317,Kamerad::N,хань,накъост
318,Kamerad::N,нөхөр,накъост
319,Angelegenheit::N,хэрэг,гӏуллакх
320,Anzahl::N,тоо,терахь
321,Art::N,төрөл,
322,Art::N,янз,
323,Stück::N,хэсэг,юьхк
324,Teil::N,хувь,дакъа
325,Teil::N,хэсэг,дакъа
326,Hälfte::N,хагас,ах
327,Kreis::N,тойрог,го
328,Kreis::N,хүрээ,го
329,Kreuz::N,загалмай,жӏара
330,Linie::N,шугам,сиз
331,Strich::N,зураас,сиз
332,Abstand::N,зай,юкъ
333,Entfernung::N,зай,
334,Entfernung::N,хол ойр,
335,Gegend::N,хавь,мeттиг
336,Gegend::N,газар,мeттиг
337,Platz::N,зай,майда
338,Platz::N,завсар,майда
339,Ort::N,газар,меттиг
340,Ort::N,байр,меттиг
341,Seite::N,тал,aгӏo
342,Seite::N,этгээд,aгӏo
343,Mitte::N,төв,юкъ
344,Mitte::N,дунд,юкъ
345,Gegenstand::N,юм,хӏума
346,Sache::N,үйл,хӏума
347,Sache::N,хэрэг,хӏума
348,Rand::N,зах,йист
349,Rand::N,хөвөө,йист
350,Kante::N,ирмэг,йист
351,Ecke::N,өнцөг,са
352,Spitze::N,үзүүр,ралла
353,Ende::N,зах,юьхьиг
354,Ende::N,үзүүр,юьхьиг
355,Loch::N,цоорхой,ӏуьрг
356,Loch::N,онгорхой,ӏуьрг
357,Winkel::N,өнцөг,са
358,Muster::N,хээ,дагар
359,Muster::N,хээ,тӏамар
360,Muster::N,угалз,дагар
361,Muster::N,угалз,тӏамар
362,Größe::N,хэмжээ,барам
363,Länge::N,урт,йохалла
364,Höhe::N,өндөр,локхалла
365,Gewicht::N,жин,йозалла
366,Menge::N,тоо,дукхалла
367,Haufen::N,бөөн,сал
368,Haufen::N,бөөн,оьла
369,Reihe::N,эгнээ,рагӏ
370,Reihe::N,эгнээ,могӏа
371,Boot::N,завь,кема
372,Ruder::N,сэлүүр,пийсиг
373,Schlitten::N,чарга,салаз
374,Ski::N,цана,когсалаз
375,Lagerfeuer::N,түүдэг,цӏе
376,Last::N,ачаа,дукъ
377,Gang::N,явдал,лелар
378,Schritt::N,алхам,гӏулч
379,Norden::N,умар,къилбаседе
380,Süden::N,урд,къилбе
381,Süden::N,өмнө,къилбе
382,Westen::N,өрнө,малхбузе
383,Westen::N,баруун,малхбузе
384,Osten::N,зүүн,малхбале
385,Osten::N,дорно,малхбале
386,Holz::N,мод,дечиг
387,Brett::N,банз,у
388,Platte::N,хавтан,у
389,Stütze::N,тулгуур,гӏopтоp
390,Stütze::N,тулга,гӏopтоp
391,Stange::N,сургааг,гӏуркх
392,Stock::N,саваа,ӏаса
393,Stab::N,таяг,гӏаж
394,Rohr::N,хоолой,биргӏа
395,Haus::N,гэр,цӏа
396,Haus::N,байшин,цӏа
397,Heim::N,гэр,кхерч
398,Ofen::N,зуух,кхерч
399,Ofen::N,пийшин,кхерч
400,Fußboden::N,шал,цӏенкъа
401,Tisch::N,ширээ,шун
402,Stuhl::N,сандал,гӏант
403,Wiege::N,өлгий,ага
404,Bett::N,ор,маьнга
405,Regal::N,тавиур,терхи
406,Kiste::N,авдар,яьшка
407,Kiste::N,хайрцаг,яьшка
408,Fenster::N,гэгээвч,кор
409,Tür::N,үүд,неӏ
410,Tür::N,хаалга,неӏ
411,Tor::N,хаалга,ков
412,Zaun::N,хашаа,керт
413,Dach::N,дээвэр,тхов
414,Leiter::N,шат,лами
415,Besen::N,хамуур,нуй
416,Besen::N,туужуу,нуй
417,Spaten::N,хүрз,бел
418,Schaufel::N,хүрз,аьшкал
419,Gabel::N,сэрээ,мӏара
420,Löffel::N,халбага,ӏайг
421,Messer::N,хутга,урс
422,Nagel::N,хадаас,хьостам
423,Netz::N,өөш,бой
424,Netz::N,тор,бой
425,Haken::N,гох,мӏара
426,Griff::N,иш,
427,Griff::N,сэнж,
428,Schloss::N,цуурга,чӏега
429,Schloss::N,цоож,чӏега
430,Bild::N,зураг,сурт
431,Figur::N,баримал,
432,Puppe::N,хүүхэлдэй,тайниг
433,Beutel::N,агсаа,гали
434,Beutel::N,уут,гали
435,Bündel::N,боодол,кочар
436,Tasche::N,цүнх,тӏоьрмиг
437,Eimer::N,хөнөг,чийлик
438,Eimer::N,хувин,чийлик
439,Deckel::N,таг,негӏар
440,Deckel::N,хавхаг,негӏар
441,Geschirr::N,сав суулга,пхьегӏа
442,Sack::N,шуудай,гали
443,Tasse::N,аяга,кад
444,Topf::N,тогоо,яй
445,Kessel::N,тогоо,яй
446,Essen::N,идээ,юург
447,Nahrung::N,хүнс,кхача
448,Speise::N,идээ,юург
449,Fleisch::N,мах,жижиг
450,Getreide::N,будаа,буьртиг
451,Brei::N,богшмол,xудар
452,Brei::N,будаа,xудар
453,Brot::N,талх,бепиг
454,Brot::N,талх,кхаллар
455,Scheibe::N,зүсэм,цастар
456,Scheibe::N,хэрчим,цастар
457,Fett::N,өөх,мохь
458,Butter::N,тос,налха
459,Öl::N,тос,даьтта
460,Salz::N,давс,туьха
461,Suppe::N,шөл,чорпа
462,Honig::N,бал,моз
463,Milch::N,сүү,шура
464,Tee::N,цай,чай
465,Leder::N,арьс,цӏока
466,Leder::N,савхи,цӏока
467,Wolle::N,ноос,тӏapгӏa
468,Wolle::N,унгас,тӏapгӏa
469,Stoff::N,бөс,кӏади
470,Nadel::N,зүү,маха
471,Faden::N,боолт,тай
472,Faden::N,утас,тай
473,Knopf::N,товч,нуьйда
474,Knoten::N,зангилаа,шад
475,Farbe::N,будаг,сир
476,Farbe::N,будаг,басар
477,Kleidung::N,хувцас,бедар
478,Hemd::N,цамц,коч
479,Kragen::N,зах заам,кач
480,Ärmel::N,ханцуй,пхьош
481,Hose::N,өмд,хеча
482,Gürtel::N,бүс,доьхка
483,Mütze::N,малгай,куй
484,Mütze::N,бүрх,куй
485,Schuh::N,туфли,мача
486,Stiefel::N,гутал,этка
487,Ring::N,бөгж,чӏуг
488,Band::N,тууз,лента
489,Kamm::N,сам,ехк
490,Spiegel::N,толь,куьзга
491,Riemen::N,тасам,доьхка
492,Riemen::N,сур,доьхка
493,Schnur::N,татлага,муш
494,Leine::N,оосор,кочатосу доьхка
495,Decke::N,хөнжил,юргӏа
496,Decke::N,хучлага,юргӏа
497,Kissen::N,дэр,гIайба
498,Tuch::N,алчуур,исхар
499,Tuch::N,даавуу,исхар
500,Handtuch::N,алчуур,гата
501,Kraft::N,чадал,гӏора
502,Kraft::N,хүч,гӏора
503,Stärke::N,эрч,гӏап
504,Stärke::N,тэнхээ,гӏап
505,Gesundheit::N,бие,могашалла
506,Gesundheit::N,эрүүл мэнд,могашалла
507,Krankheit::N,эмгэг,цамгар
508,Schmerz::N,өвчин,лазар
509,Wunde::N,шарх,чов
510,Fieber::N,халуун,xорша
511,Arznei::N,эм,молха
512,Brücke::N,гүүр,тӏай
513,Brunnen::N,худаг,гӏу
514,Weide::N,бэлчээр,дак
515,Pfad::N,жим,тача
516,Pfad::N,зөрөг,тача
517,Weg::N,зам,некъ
518,Weg::N,харгуй,некъ
519,Straße::N,зам,урам
520,Straße::N,харгуй,урам
521,Dorf::N,тосгон,юрт
522,Dorf::N,гацаа,юрт
523,Stadt::N,хот,гӏала
524,Brief::N,захидал,кехат
525,Brief::N,захиа,кехат
526,Buch::N,ном,жайна
527,Buch::N,бичиг,жайна
528,Buchstabe::N,үсэг,элп
529,Zeitung::N,сонин,газет
530,Leben::N,амь,дахар
531,Leben::N,амьдрал,дахар
532,Tod::N,үхэл,далар
533,Tod::N,үхэл,ӏожалла
534,Grab::N,булш,каш
535,Kirche::N,сүм,килс
536,Sünde::N,нүгэл,къа
537,Sünde::N,хилэнц,къа
538,Gott::N,бурхан,дела
539,Arbeiter::N,ажилчин,белхало
540,Arbeiter::N,хөдөлмөрчин,белхало
541,Chef::N,дарга,хьаькам
542,Meister::N,дархан,говзанча
543,Arzt::N,эмч,лор
544,Lehrer::N,багш,хьехархо
545,Geld::N,цаас,aхча
546,Geld::N,мөнгө,aхча
547,Geschäft::N,наймаа,туька
548,Laden::N,дэлгүүр,туька
549,Preis::N,үнэ,мах
550,Ware::N,таваар,хlума
551,Ware::N,бараа,хlума
552,Nutzen::N,ашиг,пайда
553,Reichtum::N,баялаг,хьал
554,Welt::N,дэлхий,дуьне
555,Welt::N,орчлон,дуьне
556,Land::N,улс,мохк
557,Land::N,орон,мохк
558,Staat::N,төр,пачхьалкх
559,Staat::N,гүрэн,пачхьалкх
560,König::N,ван,паччахь
561,Macht::N,засаг,ӏедал
562,Grenze::N,хил,доза
563,Krieg::N,дайн,тӏом
564,Feind::N,дайсан,мостагӏ
565,Gewalt::N,хүчирхэх,гӏело
566,Kampf::N,тэмцэл,къийсам
567,Kampf::N,байлдаан,къийсам
568,Bogen[Waffe]::N,нум,
569,Pfeil::N,годил,пха
570,Pfeil::N,сум,пха
571,Gewehr::N,буу,топ
572,Fehler::N,эндэл,гӏалат
573,Fehler::N,алдаа,гӏалат
574,Lüge::N,худал,аьшпаш
575,Schaden::N,хор,зен
576,Schaden::N,хөнөөл,зен
577,Unglück::N,гай,бала
578,Unglück::N,гамшиг,бала
579,Schuld::N,гэм,бехк
580,Schuld::N,буруу,бехк
581,Alter::N,нас,хан
582,Schluss::N,эцэс,чакхе
583,Schluss::N,төгсгөл,чакхе
584,Zeit::N,цаг,хан
585,Tag::N,өдөр,де
586,Morgen::N,өглөө,ӏуьйре
587,Mittag::N,үд,делкъе
588,Abend::N,үдэш,суьйре
589,Nacht::N,шөнө,буьйса
590,Woche::N,долоо хоног,кӏира
591,Monat::N,сар,бутт
592,Jahr::N,жил,шо
593,Frühling::N,хавар,бӏаьсте
594,Sommer::N,зун,аьхке
595,Herbst::N,намар,гуьйре
596,Winter::N,өвөл,ӏа
597,Januar::N,нэгдүгээр сар,январь
598,Februar::N,хоёрдугаар сар,февраль
599,März::N,гуравдугаар сар,март
600,April::N,дөрөвдүгээр сар,апрель
601,Mai::N,тавдугаар сар,май
602,Juni::N,зургаадугаар сар,июнь
603,Juli::N,долдугаар сар,июль
604,August::N,наймдугаар сар,август
605,September::N,есдүгээр сар,сентябрь
606,Oktober::N,аравдугаар сар,октябрь
607,November::N,арван нэгдүгээр сар,ноябрь
608,Dezember::N,арван хоёрдугаар сар,декабрь
609,Montag::N,даваа,оршот
610,Dienstag::N,мягмар,шинара
611,Mittwoch::N,лхагва,кхаара
612,Donnerstag::N,пүрэв,еара
613,Freitag::N,баасан,пӏераска
614,Samstag::N,бямба,шот
615,Sonntag::N,ням,кӏиранде
616,groß::A,их,доккха
617,groß::A,том,доккха
618,klein::A,бага,кегий
619,klein::A,жаахан,кегий
620,lang::A,урт,еха
621,kurz::A,охор,доца
622,kurz::A,богино,доца
623,breit::A,өргөн,шуьйра
624,schmal::A,уйтан,готта
625,schmal::A,нарийн,готта
626,dicht::A,нягт,луьста
627,dicht::A,чигжүү,луьста
628,dick[Gegenstand]::A,зузаан,стомма
629,dünn::A,нимгэн,дуткъа
630,fein::A,нарийн,ховха
631,fest::A,бөх,чӏогӏа
632,fest::A,хатуу,чӏогӏа
633,flach::A,хавтгай,чӏапа
634,glatt::A,цагаан,шера
635,hart::A,хатуу,чӏогӏa
636,weich::A,зөөлөн,кӏеда
637,rund::A,дугуй,горга
638,rund::A,дугариг,горга
639,spitz::A,шовх,ира
640,spitz::A,шовгор,ира
641,scharf::A,хурц,ира
642,scharf::A,иртэй,ира
643,stumpf::A,мохоо,аьртa
644,schwer::A,хүнд,деза
645,schön::A,гуа,хаза
646,schön::A,сайхан,хаза
647,heiß::A,халуун,довха
648,warm::A,дулаан,довха
649,kalt::A,хүйтэн,шийла
650,kühl::A,сэрүүн,шийла
651,frisch::A,эрүүл,керла
652,frisch::A,жихүүн,керла
653,feucht::A,чийгтэй,тӏуьна
654,nass::A,нойтон,тӏеда
655,trocken::A,хатсан,eкъа
656,voll::A,дүүрэн,дуьзна
657,leer::A,хоосон,яьсса
658,offen::A,онгорхой,диллина
659,geschlossen::A,битүү,дӏакъевлина
660,geschlossen::A,битүү,дӏачӏагӏдина
661,geschlossen::A,хаалтай,дӏакъевлина
662,geschlossen::A,хаалтай,дӏачӏагӏдина
663,sauber::A,цэвэр,цӏена
664,sauber::A,хиргүй,цӏена
665,schmutzig::A,бохир,боьха
666,schmutzig::A,хиртэй,боьха
667,roh::A,түүхий,буьйда
668,reif::A,болсон,хилла
669,lecker::A,амттай,чоме
670,süß::A,амттай,мерза
671,süß::A,чихэрлэг,мерза
672,bitter::A,гашуун,къаьхьа
673,sauer::A,эсгэлэн,муьста
674,hell::A,гэгээн,сирла
675,hell::A,гэрэлтэй,сирла
676,dunkel::A,бараан,бодане
677,dunkel::A,харанхуй,бодане
678,schwarz::A,хар,ӏаьржа
679,weiß::A,цагаан,кӏайн
680,rot::A,улаан,цӏен
681,gelb::A,шар,можа
682,blau::A,хөх,сийна
683,blau::A,цэнхэр,сийна
684,grün::A,ногоон,баьццара
685,grau::A,орог,cира
686,grau::A,орог,мокха
687,grau::A,саарал,cира
688,grau::A,саарал,мокха
689,bunt::A,эрээн,къорза
690,billig::A,хямд,дораха
691,teuer::A,үнэтэй,деза
692,wertvoll::A,үнэт,мехала
693,blind::A,сохор,бӏаьрзе
694,taub::A,чих хатуу,къора
695,kräftig::A,чийрэг,нуьцкъала
696,stark::A,хүчтэй,зоьртала
697,stark::A,хүчтэй,нуьцкъала
698,stark::A,чадалтай,зоьртала
699,stark::A,чадалтай,нуьцкъала
700,schwach::A,сул,гӏорасиза
701,fett::A,тарган,дерстана
702,fett::A,голигор,дерстана
703,schlank::A,голшиг,куц долу
704,hübsch::A,сайхан,хаза
705,hübsch::A,хөөрхөн,хаза
706,böse::A,муу,вон
707,böse::A,хортой,вон
708,dumm::A,тэнэг,сонта
709,faul::A,залхуу,мало ен
710,fleißig::A,чармайлтгай,тӏера
711,geizig::A,харамч,пис
712,geizig::A,харамч,сутара
713,klug::A,цэцэн,хьекъале
714,geschickt::A,дүйтэй,тӏахъаьлла
715,lieb::A,хайрт,хьоме
716,lustig::A,цэнгэлтэй,самукъане
717,sanft::A,наалинхай,кlеда
718,hungrig::A,өлөн,меца
719,hungrig::A,өлссөн,меца
720,krank::A,өвчтэй,цомгуш долу
721,nackt::A,нүцгэн,дерзана
722,traurig::A,гунигт,самукъане воцу
723,lebendig::A,амьд,дийна
724,lebendig::A,амьтай,дийна
725,gut::A,сайн,дика
726,schlecht::A,муу,вон
727,schlecht::A,өөдгүй,вон
728,richtig::A,зөв,нийса
729,richtig::A,зүйтэй,нийса
730,schlimm::A,муухай,вон
731,wahr::A,үнэн,бакъдолу
732,wahr::A,жинхэнэ,бакъдолу
733,alt::A,хуучин,къена
734,neu::A,шинэ,керла
735,ehemalig::A,агсан,хилла
736,ehemalig::A,байсан,хилла
737,alt[Lebewesen]::A,өвгөн,къена
738,alt[Lebewesen]::A,хижээл,къена
739,jung::A,залуу,къона
740,arm::A,ядуу,къен
741,reich::A,баян,хьоле
742,reich::A,баялаг,хьоле
743,bekannt::A,танил,девзаш долу
744,berühmt::A,цуутай,цӏеяхана
