,Concept_ID,hy,ku
754,kaum::ADV,հազիվ,tema
755,kaum::ADV,հազիվ,himangi
756,sehr::ADV,շատ,gelek
757,so::ADV,այդպես,weha
758,noch::ADV,դեռ,hêj
759,noch::ADV,դեռ,dîsa
760,nur::ADV,միայն,tenê
761,nur::ADV,միայն,bes
762,schon::ADV,արդեն,hew
763,wieder::ADV,նորից,jar din
764,wieder::ADV,նորից,dîsa
765,wieder::ADV,դարձյալ,jar din
766,wieder::ADV,դարձյալ,dîsa
767,vergebens::ADV,իզուր,deya çun
768,vergebens::ADV,իզուր,îfleh bûn
769,vor::PRP,դիմացը,li ber
770,hinter::PRP,ետեւը,li pişt
771,unter::PRP,տակ,li bin
772,durch::PRP,միջով,kura
773,neben::PRP,քովը,li ba
774,zwischen::PRP,միջեւ,nabeyne
775,zwischen::PRP,միջեւ,di nav...da
776,wegen::PRP,պատճառով,ji bo
777,wegen::PRP,պատճառով,ji ber
778,wegen::PRP,շնորհից,ji bo
779,wegen::PRP,շնորհից,ji ber
780,dies::PRN,սա,ev
781,dies::PRN,այս,ev
782,das::PRN,դա,ev
783,das::PRN,այդ,ev
784,alles::PRN,ամեն ինչ,hemû
785,ich::PRN,ես,ez
786,du::PRN,դու,tu
787,er::PRN,նա,wî
788,wir::PRN,մենք,êm
789,ihr::PRN,դուք,hûn
790,sie::PRN,նրանք,we
791,was::FPRN,ինչ,çi
792,wer::FPRN,ով,ki
793,wo::FADV,ուր,li ku dere
794,wo::FADV,որտեղ,li ku dere
795,wohin::FADV,դեպի ուր,li ku dere
796,wie::FADV,ինչպես,çawa
797,warum::FADV,ինչու,çima
798,wieviel::FNUM,որչափ,çend
799,eins::NUM,մեկ,yek
800,zwei::NUM,երկու,didu
801,drei::NUM,երեք,sisê
802,vier::NUM,չորս,çar
803,fünf::NUM,հինգ,penç
804,sechs::NUM,վեց,şeş
805,sieben::NUM,յոթ,heft
806,acht::NUM,ութ,heşt
807,neun::NUM,ինը,neh
808,zehn::NUM,տասը,deh
809,elf::NUM,տասնմեկ,yazdeh
810,zwölf::NUM,տասներկու,diwazdeh
811,zwanzig::NUM,քսան,bîst
812,dreißig::NUM,երեսուն,sih
813,vierzig::NUM,քառասուն,çil
814,fünfzig::NUM,հիսուն,pençi
815,sechzig::NUM,վաթսուն,şêst
816,siebzig::NUM,յոթանասուն,heftê
817,achtzig::NUM,ութսուն,heştê
818,neunzig::NUM,իննսուն,nod
819,hundert::NUM,հարյուր,sêd
820,tausend::NUM,հազար,hezar
821,und::CNJ,ու,û
822,oder::CNJ,կամ,an
823,oder::CNJ,կամ,yan
824,stehen::V,կանգնել,sekinîn
825,sitzen::V,նստել,rûniştin
826,liegen::V,ստել,paldan
827,hängen::V,կախվել,darve kirin
828,werden::V,դառնալ,bûn
829,passieren::V,պատահել,hatin holê
830,passieren::V,պատահել,hatin serê kesî
831,beginnen::V,սկսվել,li dest pêkirin
832,enden::V,վերջանալ,xalas bû
833,wechseln::V,փոխվել,guherandin
834,wechseln::V,փոխվել,dêgiş kirin
835,aufgehen[Sonne]::V,բարձրանալ,hilatin
836,aufgehen[Sonne]::V,ելնել ,hilatin
837,untergehen[Sonne]::V,մտնել,çun ava
838,scheinen[Sonne]::V,շողալ,şewk de
839,scheinen[Sonne]::V,փայլել,şewk de
840,donnern::V,որոտալ,gire-gir
841,wehen::V,փչել,ba le de
842,strömen::V,հոսել,xwe girtin
843,fließen::V,հոսել,herikîn
844,sich drehen::V,պտտվել,xwe zivirandin
845,schwanken::V,տատանվել,hejandin
846,schwingen::V,ճոճվել,libakirin
847,fallen::V,ընկնել,ketin
848,brennen::V,այրվել,şewitîn
849,rauchen::V,ծխել,kişandin
850,regnen::V,անձրեւ գալ,bahran tê
851,gefrieren::V,սառչել,qefilandin
852,tauen::V,լկիլ,helandin
853,schmelzen::V,հալիլ,helandin
854,trocknen::V,չորանալ,zuwabûn
855,sieden::V,եռալ,kelîn
856,faulen::V,փտել,xerabûn
857,verfaulen::V,նեխել,xerabûn
858,reißen::V,պատռվել,jêkirin
859,reißen::V,ճղվել,jêkirin
860,versinken::V,սուզվել,xerq bûn
861,vergehen::V,անցնել ,derbas bûn
862,erscheinen::V,հայտնվել,peyda bûn
863,erscheinen::V,երեւալ,peyda bûn
864,verschwinden::V,անհետանալ,wendabûn
865,sinken::V,ընկնել,noq bûn
866,abnehmen::V,փոքրանալ,kêm bûn
867,zunehmen::V,մեծանալ,qelew bûn
868,steigen::V,բարձրանալ,hildan
869,wachsen::V,աճել,mezin bûn
870,glänzen::V,նշուլել,biriqîn
871,glänzen::V,փայլիլ,biriqîn
872,funkeln::V,փայլատակել,çikisîn
873,lärmen::V,աղմուկ հանել,guşîn
874,läuten::V,զնգալ,lê de
875,klingeln::V,զնգալ,sîl dan
876,klingeln::V,զնգալ,ringerin
877,klirren::V,զնգզնգալ,zingzing hat
878,brausen::V,մոլեգնել,guşîn
879,rauschen::V,սոսափել,guşîn
880,klingen::V,հնչել,deng pe ketin
881,bellen::V,հաչել,kewtîn
882,heulen::V,ոռնալ ,ûrîn
883,blasen::V,փչել ,puf kirin
884,pfeifen::V,սուլել,fîkandin
885,schreien::V,գոռալ ,qîrîn
886,stöhnen::V,տնքալ,nalîn
887,zittern::V,դողալ,hejîn
888,leben::V,ապրել,jihîn
889,geboren werden::V,ծնվել,hatin dinyê
890,geboren werden::V,ծնվել,bûn
891,atmen::V,շնչել,hilmijîn
892,trinken::V,խմել,vexwarin
893,essen::V,ուտել,xwarin
894,schlucken::V,կլանել,daqulbandin
895,schlucken::V,կուլ տալ,daqulbandin
896,müde werden::V,հոգնել,betilîln
897,müde werden::V,հոգնել,qerimîn
898,einschlafen::V,քուն մտնել,razan
899,schlafen::V,քնել,razan
900,schlafen::V,քնել,razandin
901,aufwachen::V,արթննալ,şiyarbûn
902,aufstehen::V,ելլել,rabûn
903,sich erholen::V,հանգստանալ,baş bûn
904,krank werden::V,հիւանդանալ,nexweş kêt
905,krank sein::V,հիվանդ լինել,nexweş bû
906,schmerzen::V,ցավել,êşandin
907,husten::V,հազալ,kuxin
908,genesen::V,ապաքինվել,baş bûn
909,sterben::V,մեռնել,mirin
910,sterben::V,վախճանվել,mirin
911,umkommen::V,կործանվել,mirin
912,sich bewegen::V,ընթանալ,leqîn
913,sich rühren::V,շարժվել,leqîn
914,sich erheben::V,կանգնել,rabûn
915,sich erheben::V,վեր կենալ,rabûn
916,sich setzen::V,նստել,runiştin
917,hinfallen::V,ընկնել,kêtin
918,laufen::V,քայլել,meşîn
919,schreiten::V,ճեմել,meşkirin
920,spazierengehen::V,շրջագայել,gerandin
921,eilen::V,շտապել,lezandin
922,sich beeilen::V,շտապել ,zûkirin
923,sausen::V,սլանալ,fîzîn
924,rennen::V,վազել,baz dan
925,springen::V,ցատկել,hilpekîn
926,klettern::V,մագլցել,hilperikîn
927,schaukeln::V,ճոճվել,lorandin
928,schaukeln::V,օրորվել,lorandin
929,kriechen::V,սողալ,xuşandin
930,schwimmen::V,լողալ,avjenîn
931,tauchen::V,սուզվել,qutxuyardin
932,tauchen::V,սուզվել,noqîn
933,rudern::V,թիավարել,qaîq ajotin
934,fahren::V,ընթանալ,ajotin
935,fliegen::V,թռչել,firîn
936,gehen::V,գնալ,çûn
937,weggehen::V,հեռանալ,çûn
938,abfahren::V,ճանապարհվել,çûyin
939,anhalten::V,կանգնել,rawestîn
940,hineingehen::V,մտնել,ketin hundir
941,eintreten::V,մտնել,têketin
942,kommen::V,գալ,hatin
943,ankommen::V,ժամանել,gihan
944,ankommen::V,ժամանել,gihîştin
945,zurückkommen::V,վերադառնալ,vegerandin
946,bleiben::V,մնալ,sekinîn
947,warten::V,սպասել,payîn
948,erwarten::V,սպասել,payîn
949,suchen::V,որոնել,lêgerîn
950,finden::V,գտնել,peyda kirin
951,versuchen::V,փորձել,çeribandin
952,vorbereiten::V,պատրաստել,amade kirin
953,lieben::V,սիրել,hez kirin
954,mögen::V,հավանել,dil kirin
955,mögen::V,սիրել,dil kirin
956,lachen::V,ծիծաղել,kenîn
957,rühren::V,հուզել,hêjan
958,weinen::V,լալ,girîn
959,schimpfen::V,տրտնջալ,pevçûn
960,schimpfen::V,քրթմնջել,pevçûn
961,sich ärgern::V,զայրանալ,enirîn
962,sich fürchten::V,վախնալ,tirsîn
963,fürchten::V,վախենալ,tirsin
964,fliehen::V,փախչել,bazdan
965,flüchten::V,փախչել,revîn
966,sehen::V,տեսնել,dîtin
967,anschauen::V,դիտել,sêr kirin
968,ansehen::V,նայել,hesibandin
969,hören::V,լսել,guhdar jirin
970,zuhören::V,ունկնդրել,guhdarî kirin
971,probieren::V,համը տեսել,tehm kirin
972,riechen::V,հոտ առնել,bihn kirin
973,fühlen::V,զգալ,hîs kirin
974,scheinen::V,երեւալ,xoyer kir
975,zu sehen sein::V,երեւալ,diyar bûn
976,vernehmen::V,իմանալ ,bihîstin
977,frieren::V,մրսել,qerişîn
978,tun::V,անել,kirin
979,können::V,կարողանալ,karin
980,wollen::V,ուզել,xwestîn
981,wollen::V,ցանկանալ,xwestîn
982,anfangen::V,սկսել,dest pêkirin
983,beenden::V,վերջացնել,xelas kirin
984,aufhören::V,դադարել,xelas kirin
985,gelingen::V,հաջողվել,çe bûn
986,gelingen::V,գլուխ գալ,çe bûn
987,geraten::V,ստացվել,qewîmîn
988,öffnen::V,բաց անել,vekirin
989,schließen::V,փակել ,girtin
990,stellen::V,դնել,danîn
991,setzen::V,նստեցնել,rûniştin
992,legen::V,դնել,danîn
993,legen::V,դնել,razandin
994,berühren::V,դիպչել,lêketin
995,berühren::V,շոշափել,lêketin
996,verbinden::V,շաղկապել,anîn pê
997,bedecken::V,ծածկել,sergirtin
998,aufhängen::V,կախել,aliqandin
999,anzünden::V,վառել,pêxistin
1000,aufheben::V,վերցնել,hildan
1001,zurücklassen::V,թողնել,hiştin
1002,zurücklassen::V,թողնել,vehiştin
1003,verlieren::V,կորցնել,wendakirin
1004,fallen lassen::V,գցել,xistin bixe
1005,fallen lassen::V,գցել,xistin
1006,machen::V,անել,kirin
1007,machen::V,անել,çêkirin
1008,herstellen::V,արտադրել,çê kirin
1009,herstellen::V,արտադրել,peyda kirin
1010,bauen::V,կառուցել,lêkirin
1011,reparieren::V,նորոգել,veherînerîn
1012,verbessern::V,բարելավել,sererastkirin
1013,ändern::V,փոխել,degiş kirin
1014,graben::V,փորել,kolandin
1015,beugen::V,ծռել,tewîn
1016,beugen::V,ծռել,xwar kirin
1017,biegen::V,թեքել,tewandin
1018,biegen::V,թեքել,xwarkirin
1019,drehen::V,ոլորել,fitilandin
1020,wenden::V,պտտել,zivîrin
1021,umdrehen::V,շրջել,vegerandin
1022,heben::V,բարձրացնել,hildan
1023,hochheben::V,բարձրացնել,hildan
1024,ergreifen::V,վարակվել,dest avêtin
1025,halten::V,բռնել,hîştin
1026,halten::V,բռնել,sekinîn
1027,drücken::V,ճնշել,pêl kirin
1028,schieben::V,հրել,damdan
1029,kratzen::V,քերել,xurandin
1030,lecken::V,լիզել,alastin
1031,beißen::V,կծել,gez kirin
1032,abreißen::V,պոկել,hilşandin
1033,abschneiden::V,կտրել ,jêkirin
1034,binden::V,կապել,girêdan
1035,stecken::V,խրել,têxistin
1036,brechen::V,կոտրել ,şikandin
1037,klopfen::V,թակել,kutandin
1038,hauen::V,ծեծել,li dan
1039,kleben::V,կպցնել,zeliqîn
1040,kleben::V,կպցնել,şirêz kirin
1041,reiben::V,շփել,firikandin
1042,streichen::V,վրան քսել,bax dan
1043,schleifen::V,սրել ,çarkirin
1044,schneiden::V,կտրել,jêkirin
1045,rütteln::V,ցնցել,hejandin
1046,schütteln::V,թափահարել,daweşîn
1047,schwenken::V,ճոճել,têwdan
1048,schütten::V,լցնել,rijandin
1049,füllen::V,լիքը լցնել,dagirtin
1050,einwickeln::V,փաթաթել,pêçandin
1051,tragen::V,կրել,kişandin
1052,tragen::V,կրել,rajtin
1053,tragen::V,տանել,kişandin
1054,tragen::V,տանել,rajtin
1055,schleppen::V,քաշել,kişandin
1056,ziehen::V,ձգել,kişandin
1057,ziehen::V,քաշել,kişandin
1058,aufbewahren::V,պահել ,hilandin
1059,werfen::V,նետել,avêtin
1060,packen::V,հափշտակել,pê girtin
1061,verstecken::V,ծածկել,hîlanin
1062,teilen::V,բաժանել,parvekirin
1063,schicken::V,ուղարկել,şandin
1064,bringen::V,բերել,anîn
1065,bringen::V,բերել,birin
1066,hinzufügen::V,ավելացնել,dan ser
1067,hinzufügen::V,ավելացնել,li tiştekî zêde kirin
1068,bekommen::V,հայթայթել,standin
1069,erhalten::V,ստանալ,standin
1070,nehmen::V,վերցնել,girtin
1071,wählen::V,ընտրել,ray dan
1072,auswählen::V,գերադասել,bijartin
1073,bewahren::V,պահպանել,rê li ber girtin
1074,bewahren::V,պահպանել,lê xwedî derketin
1075,behindern::V,խոչընդոտել,bara wi
1076,verderben::V,փչացնել,heram bûn
1077,beschädigen::V,վնասել,xerab kirin
1078,zerbrechen::V,ջարդել,şikênandin
1079,zerbrechen::V,ջարդել,perçe kirin
1080,zerbrechen::V,կոտրել,şikênandin
1081,zerbrechen::V,կոտրել,perçe kirin
1082,zerreißen::V,պատռել,qelişandin
1083,zerstören::V,քանդել,hilşandin
1084,verbrennen::V,այրել,şewitandin
1085,geben::V,տալ,dan
1086,geben::V,տալ,dayin
1087,reichen::V,հանձնել,besbûn
1088,reichen::V,հանձնել,têrkirin
1089,schenken::V,նվիրել,diyarî kirin
1090,versprechen::V,խոստանալ,soz dan
1091,wünschen::V,մաղթել,dil kirin
1092,loben::V,գովել,pesinandin
1093,küssen::V,համբուրել,maçkirin
1094,wiegen::V,օրորել,lorandin
1095,wiegen::V,օրորել,wezinandin
1096,zudecken::V,վրան գցել,nixumandin
1097,wecken::V,զարթնեցնել,bixwe hesandin
1098,zeigen::V,ցույց տալ,şanîdan
1099,führen::V,ուղեկցել,raber kirin
1100,lehren::V,սովորեցնել,hîn kirin
1101,unterrichten::V,ավանդել,ders dan
1102,aufziehen::V,դաստիարակել,mesinkirin
1103,leiten::V,ղեկավարել,rêberî kirin
1104,leiten::V,կառավարել,rêberî kirin
1105,antreiben::V,շտապեցնել,bezandin
1106,lassen::V,ստիպել,berdan
1107,lassen::V,ստիպել,hiştin
1108,einladen::V,հրավիրել,dawet kirin
1109,vereinigen::V,միացնել,bi yek kirin
1110,besuchen::V,այցելել,mêvan bûn
1111,treffen::V,հանդիպել,rast hatin
1112,sich versammeln::V,հավաքվել,li hev çivîn
1113,spielen::V,խաղալ,listin
1114,singen::V,երգել,stran
1115,tanzen::V,պարել,reqisîn
1116,sich trennen::V,ցրվել,hew berdan
1117,verlassen::V,լքել,tanê hişt
1118,verlassen::V,լքել,bêkes
1119,retten::V,փրկել,rihakirin
1120,bewachen::V,պահել,raçavkirin
1121,schützen::V,պաշտպանել,hemet kirin
1122,verteidigen::V,պաշտպանել,paraztin
1123,sich schlagen::V,կռվել,li hev bezîn
1124,schießen::V,կրակել,agir kirin
1125,siegen::V,հաղթել,biser ketin
1126,ärgern::V,ձանձրացնել,xeyirandin
1127,schlagen::V,խփել,lêdan
1128,schlagen::V,խփել,lêxistin
1129,treten::V,քացի տալ,têlekirin
1130,stechen::V,խայթել,têrekirin
1131,stoßen::V,մղել,lêketin
1132,stehlen::V,գողանալ,dizîn
1133,stehlen::V,գողանալ,dizî birin
1134,stören::V,խանգարել,aciz kirin
1135,belästigen::V,անհանգստացնել,li tela yeki ketin
1136,verbergen::V,թաքցնել,veşartin
1137,verbergen::V,թաքցնել,kemîndanîn
1138,täuschen::V,խաբել,xapandin
1139,täuschen::V,խաբել,lê zexeli kirin
1140,betrügen::V,խաբել,xapandin
1141,töten::V,սպանել ,kûştin
1142,wohnen::V,բնակվել,rûniştin
1143,arbeiten::V,աշխատել,kar kirin
1144,arbeiten::V,աշխատել,şêxulin
1145,sammeln::V,հավաքել,komkirin
1146,pflücken::V,քաղել,çinîn
1147,jagen::V,որս անել,nêçîr kirin
1148,fischen::V,ձուկ բռնել,masî girtin
1149,fassen::V,բռնել,pê girtin
1150,fassen::V,բռնել,sêm kirin
1151,hüten::V,արածեցնել,hei jê man
1152,treiben::V,հովուել,bêherandin
1153,anbinden::V,չուանել,tewilandin
1154,füttern::V,կերակրել,xwarine dan lê
1155,melken::V,կթել,dotin
1156,hacken::V,կոտորել,kolandin
1157,gießen::V,ջրել,av dan
1158,reifen::V,հասունանալ ,kemilîn
1159,zubereiten::V,պատրաստել,çe kirin
1160,kochen::V,եփել,xwarin çe kirin
1161,kochen::V,եփել,kelandin
1162,backen::V,թխել,pijandin
1163,braten::V,տապակել,qelandin
1164,braten::V,տապակել,sor kirin
1165,umrühren::V,խառնել,têvdan
1166,stricken::V,գործել,hûnan
1167,nähen::V,կարել,kêl kirin
1168,färben::V,ներկել,boyax kirin
1169,reinigen::V,մաքրել,paqijkirin
1170,waschen::V,լվանալ,şuştin
1171,abwischen::V,սրբել,pakîj kirin
1172,spülen::V,ողողել,şuştin
1173,spülen::V,պարզաջրել,şuştin
1174,fegen::V,ավլել,maliştin
1175,kehren::V,ավլել,maliştin
1176,baden::V,լողանալ,serîşûştin
1177,sich waschen::V,լվացվել,serîşûştin
1178,ausziehen::V,հանել,jê kirin
1179,anziehen::V,հագնել,pê kirin
1180,sich anziehen::V,հագնվել,xwe kirin
1181,kämmen::V,սանրել,şeh kirin
1182,schmücken::V,զարդարել,xemilandin
1183,sagen::V,ասել,gotin
1184,sagen::V,ասել,peyivîn
1185,sprechen::V,խոսել,peyivîn
1186,reden::V,զրուցել,axaftin
1187,sich unterhalten::V,խոսակցել,hev biştaxilin
1188,fragen::V,հարցնել,pirsîn
1189,fragen::V,հարցնել,pirs kirin
1190,bitten::V,խնդրել,tika kirin
1191,erzählen::V,պատմել,behs kirin
1192,mitteilen::V,հաղորդել,vegotin
1193,nennen::V,անվանել,bi nav kirin
1194,rufen::V,կանչել,bakirin
1195,prahlen::V,պարծենալ,pesnê xwe dan
1196,übersetzen::V,թարգմանել,qulibandin
1197,übersetzen::V,թարգմանել,derbas kirin
1198,denken::V,մտածել,fikirîn
1199,glauben::V,հավատալ,bawer bûn
1200,bemerken::V,նկատել,bala xwe dan
1201,bemerken::V,նկատել,çac lê ketin
1202,erkennen::V,ճանաչել,pêhesîn
1203,begreifen::V,հասկանալ,fêmkirin
1204,verstehen::V,ըմբռնել,fêmkirin
1205,lernen::V,սովորել,halmandin
1206,lernen::V,սովորել,fêrbun
1207,wissen::V,իմանալ,zanîn
1208,sich erinnern an::V,հիշել,bir bûn
1209,sich erinnern an::V,մտաբերել,bir bûn
1210,vergessen::V,մոռանալ,ji bir kirin
1211,messen::V,չափել,pê kanîn
1212,zählen::V,թվել,hejmardin
1213,zählen::V,հաշվել,hejmardin
1214,rechnen::V,հաշվել,hesibandin
1215,rechnen::V,հաշվարկել,hesibandin
1216,lesen::V,կարդալ,xwendin
1217,malen::V,նկարել,rengandin
1218,malen::V,նկարել,boyax kirin
1219,zeichnen::V,գծել,işaret kirin
1220,schreiben::V,գրել,nivîsandin
1221,besitzen::V,ունենալ,hebûn
1222,besitzen::V,տեր լինել,hebûn
1223,kaufen::V,գնել,kirîn
1224,verkaufen::V,վաճառել,firotin
1225,bezahlen::V,վճարել,pere dan
1226,zahlen::V,վճարել,pere dan
1227,zahlen::V,վճարել,dayin
1228,beherrschen::V,ղեկավարել,zebt kirin
1229,beherrschen::V,ղեկավարել,hukim kirin
1230,ertragen::V,դիմանալ,bihêzkirin
1231,Horn::N,,strô
1232,fangen::V,,sem kirin
1233,fangen::V,,girtin
