,Concept_ID,es,el
414,Zaun::N,cercado,φράχτης
415,Dach::N,techo,στέγη
416,Dach::N,tejado,στέγη
417,Leiter::N,escalera,σκάλα
418,Leiter::N,escalera,κλίμακα
419,Besen::N,escoba,σκούπα
420,Spaten::N,pala,φτυάρι
421,Schaufel::N,pala,φτυάρι
422,Schaufel::N,paleta,φτυάρι
423,Gabel::N,tenedor,πιρούνι
424,Löffel::N,cuchara,κουτάλι
425,Messer::N,cuchillo,μαχαίρι
426,Nagel::N,clavo,καρφί
427,Netz::N,red,δίχτυ
428,Haken::N,gancho,γάντζος
429,Haken::N,gancho,αγκίστρι
430,Haken::N,corchete,γάντζος
431,Haken::N,corchete,αγκίστρι
432,Griff::N,asa,λαβή
433,Griff::N,mango,λαβή
434,Schloss::N,cerradura,κλειδαριά
435,Bild::N,imagen,εικόνα
436,Figur::N,figura,ανάστημα
437,Puppe::N,muñeca,κούκλα
438,Beutel::N,bolsa,πουγγί
439,Bündel::N,haz,δεμάτι
440,Tasche::N,bolso,τσάντα
441,Eimer::N,cubo,κουβάς
442,Deckel::N,tapa,καπάκι
443,Deckel::N,tapadera,καπάκι
444,Geschirr::N,vajilla,σκεύη
445,Sack::N,saco,σάκος
446,Tasse::N,taza,φλιτζάνι
447,Topf::N,olla,χύτρα
448,Topf::N,marmita,χύτρα
449,Kessel::N,caldera,καζάνι
450,Essen::N,comida,φαγητό
451,Nahrung::N,alimento,τροφή
452,Speise::N,plato,φαγητό
453,Fleisch::N,carne,κρέας
454,Getreide::N,cereales,σιτάρι
455,Brei::N,puré,χυλός
456,Brei::N,papilla,χυλός
457,Brot::N,pan,ψωμί
458,Brot::N,pan,άρτος
459,Scheibe::N,lonja,φέτα
460,Scheibe::N,rebanada,φέτα
461,Fett::N,grasa,πάχος
462,Butter::N,mantequilla,βούτυρο
463,Öl::N,aceite,λάδι
464,Salz::N,sal,αλάτι
465,Suppe::N,sopa,σούπα
466,Honig::N,miel,μέλι
467,Milch::N,leche,γάλα
468,Tee::N,té,τσάι
469,Leder::N,cuero,πετσί
470,Wolle::N,lana,μαλλί
471,Stoff::N,tela,ύφασμα
472,Stoff::N,tejido,ύφασμα
473,Nadel::N,aguja,βελόνα
474,Faden::N,hilo,κλωστή
475,Knopf::N,botón,κουμπί
476,Knoten::N,nudo,κόμπος
477,Farbe::N,pintura,μπογιά
478,Kleidung::N,ropa,ρούχα
479,Kleidung::N,ropa,ενδυμασία
480,Kleidung::N,vestidos,ρούχα
481,Kleidung::N,vestidos,ενδυμασία
482,Hemd::N,camisa,πουκάμισο
483,Kragen::N,cuello,κολάρο
484,Ärmel::N,manga,μανίκι
485,Hose::N,pantalón,πανταλόνι
486,Gürtel::N,cinturón,ζώνη
487,Mütze::N,gorro,σκούφος
488,Schuh::N,zapato,παπούτσι
489,Stiefel::N,bota,μπότα
490,Ring::N,anillo,δαχτυλίδι
491,Band::N,cinta,κορδέλα
492,Kamm::N,peine,χτένα
493,Spiegel::N,espejo,καθρέφτης
494,Riemen::N,correa,λουρί
495,Schnur::N,cuerda,κορδόνι
496,Leine::N,correa,σχοινί
497,Decke::N,manta,κουβέρτα
498,Kissen::N,almohada,μαξιλάρι
499,Tuch::N,pañuelo,πανί
500,Tuch::N,pañuelo,μαντήλι
501,Handtuch::N,toalla,πετσέτα
502,Kraft::N,fuerza,δύναμη
503,Stärke::N,fuerza,ισχύς
504,Stärke::N,fuerza,δύναμη
505,Gesundheit::N,salud,υγεία
506,Krankheit::N,enfermedad,αρρώστια
507,Schmerz::N,dolor,πόνος
508,Wunde::N,llaga,πληγή
509,Wunde::N,herida,πληγή
510,Fieber::N,fiebre,πυρετός
511,Arznei::N,medicina,φάρμακο
512,Arznei::N,medicamento,φάρμακο
513,Brücke::N,puente,γέφυρα
514,Brunnen::N,pozo,πηγάδι
515,Weide::N,pasto,βοσκή
516,Pfad::N,sendero,μονοπάτι
517,Weg::N,camino,δρόμος
518,Straße::N,vía,οδός
519,Straße::N,vía,δρόμος
520,Straße::N,carretera,οδός
521,Straße::N,carretera,δρόμος
522,Dorf::N,aldea,χωριό
523,Dorf::N,pueblo,χωριό
524,Stadt::N,ciudad,πόλη
525,Brief::N,carta,γράμμα
526,Brief::N,carta,επιστολή
527,Buch::N,libro,βιβλίο
528,Buchstabe::N,letra,γράμμα
529,Buchstabe::N,carácter,γράμμα
530,Zeitung::N,diario,εφημερίδα
531,Zeitung::N,periódico,εφημερίδα
532,Leben::N,vida,ζωή
533,Leben::N,vida,βίος
534,Tod::N,muerte,θάνατος
535,Grab::N,tumba,τάφος
536,Grab::N,sepulcro,τάφος
537,Kirche::N,iglesia,εκκλησία
538,Sünde::N,pecado,αμαρτία
539,Gott::N,dios,θεός
540,Arbeiter::N,obrero,εργάτης
541,Arbeiter::N,trabajador,εργάτης
542,Chef::N,jefe,προϊστάμενος
543,Meister::N,maestro,μάστορας
544,Meister::N,maestro,αρχιτεχνίτης
545,Arzt::N,médico,γιατρός
546,Lehrer::N,profesor,δάσκαλος
547,Geld::N,dinero,λεφτά
548,Geld::N,dinero,χρήματα
549,Geschäft::N,negocio,συναλλαγή
550,Laden::N,tienda,μαγαζί
551,Laden::N,tienda,κατάστημα
552,Preis::N,precio,τιμή
553,Ware::N,mercancía,εμπόρευμα
554,Nutzen::N,provecho,όφελος
555,Reichtum::N,riqueza,πλούτος
556,Welt::N,mundo,κόσμος
557,Land::N,país,χώρα
558,Staat::N,Estado,κράτος
559,Staat::N,Estado,πολιτεία
560,König::N,rey,βασιλιάς
561,Macht::N,poder,εξουσία
562,Macht::N,potencia,εξουσία
563,Grenze::N,frontera,σύνορα
564,Krieg::N,guerra,πόλεμος
565,Feind::N,enemigo,εχθρός
566,Gewalt::N,violencia,βία
567,Kampf::N,lucha,αγώνας
568,Kampf::N,combate,αγώνας
569,Bogen[Waffe]::N,arco,τόξο
570,Pfeil::N,flecha,σαΐτα
571,Gewehr::N,fusil,τουφέκι
572,Gewehr::N,escopeta,τουφέκι
573,Fehler::N,error,λάθος
574,Fehler::N,error,σφάλμα
575,Lüge::N,mentira,ψέμα
576,Lüge::N,mentira,ψεύδος
577,Schaden::N,daño,ζημία
578,Unglück::N,desgracia,δυστυχία
579,Schuld::N,culpa,ενοχή
580,Schuld::N,culpa,φταίξιμο
581,Alter::N,edad,ηλικία
582,Schluss::N,fin,τέλος
583,Schluss::N,final,τέλος
584,Zeit::N,tiempo,χρόνος
585,Tag::N,día,μέρα
586,Tag::N,día,ημέρα
587,Morgen::N,mañana,πρωί
588,Mittag::N,mediodía,μεσημέρι
589,Abend::N,noche,βράδυ
590,Nacht::N,noche,νύχτα
591,Woche::N,semana,εβδομάδα
592,Monat::N,mes,μήνας
593,Jahr::N,año,έτος
594,Jahr::N,año,χρόνος
595,Frühling::N,primavera,άνοιξη
596,Sommer::N,verano,καλοκαίρι
597,Herbst::N,otoño,φθινόπωρο
598,Winter::N,invierno,χειμώνας
599,Januar::N,enero,Ιανουάριος
600,Februar::N,febrero,Φεβρουάριος
601,März::N,marzo,Μάρτιος
602,April::N,abril,Απρίλιος
603,Mai::N,mayo,Μάιος
604,Juni::N,junio,Ιούνιος
605,Juli::N,julio,Ιούλιος
606,August::N,agosto,Αύγουστος
607,September::N,septiembre,Σεπτέμβριος
608,Oktober::N,octubre,Οκτώβριος
609,November::N,noviembre,Νοέμβριος
610,Dezember::N,diciembre,Δεκέμβριος
611,Montag::N,lunes,Δευτέρα
612,Dienstag::N,martes,Τρίτη
613,Mittwoch::N,miércoles,Τετάρτη
614,Donnerstag::N,jueves,Πέμπτη
615,Freitag::N,viernes,Παρασκευή
616,Samstag::N,sábado,Σάββατο
617,Sonntag::N,domingo,Κυριακή
618,groß::A,grande,μεγάλος
619,klein::A,pequeño,μικρός
620,lang::A,largo,μακρύς
621,kurz::A,corto,κοντός
622,breit::A,ancho,φαρδύς
623,schmal::A,estrecho,στενός
624,dicht::A,denso,πυκνός
625,dick[Gegenstand]::A,grueso,παχύς
626,dick[Gegenstand]::A,grueso,χοντρός
627,dünn::A,fino,ψιλός
628,dünn::A,fino,λεπτός
629,dünn::A,delgado,ψιλός
630,dünn::A,delgado,λεπτός
631,fein::A,fino,ψιλός
632,fein::A,delicado,ψιλός
633,fest::A,firme,στερεός
634,fest::A,sólido,στερεός
635,flach::A,plano,επίπεδος
636,glatt::A,liso,λείος
637,glatt::A,liso,ομαλός
638,hart::A,duro,σκληρός
639,weich::A,muelle,μαλακός
640,rund::A,redondo,στρογγυλός
641,spitz::A,agudo,μυτερός
642,spitz::A,apuntado,μυτερός
643,scharf::A,agudo,κοφτερός
644,scharf::A,afilado,κοφτερός
645,stumpf::A,sin filo,αμβλύς
646,schwer::A,pesado,βαρύς
647,schön::A,bello,ωραίος
648,schön::A,bello,όμορφος
649,schön::A,hermoso,ωραίος
650,schön::A,hermoso,όμορφος
651,heiß::A,caluroso,ζεστός
652,warm::A,cálido,θερμός
653,warm::A,caliente,θερμός
654,kalt::A,frío,κρύος
655,kalt::A,frío,ψυχρός
656,kühl::A,fresco,δροσερός
657,frisch::A,fresco,νωπός
658,frisch::A,fresco,φρέσκος
659,feucht::A,húmedo,υγρός
660,nass::A,mojado,βρεγμένος
661,trocken::A,seco,ξηρός
662,trocken::A,seco,στεγνός
663,voll::A,lleno,γεμάτος
664,leer::A,vacío,άδειος
665,offen::A,abierto,ανοιχτός
666,geschlossen::A,cerrado,κλειστός
667,sauber::A,limpio,καθαρός
668,schmutzig::A,sucio,βρώμικος
669,schmutzig::A,sucio,λερωμένος
670,roh::A,crudo,ωμός
671,reif::A,maduro,ώριμος
672,lecker::A,rico,νόστιμος
673,lecker::A,sabroso,νόστιμος
674,süß::A,dulce,γλυκός
675,bitter::A,amargo,πικρός
676,sauer::A,agrio,ξινός
677,hell::A,claro,φωτεινός
678,dunkel::A,oscuro,σκοτεινός
679,schwarz::A,negro,μαύρος
680,schwarz::A,negro,μελανός
681,weiß::A,blanco,άσπρος
682,rot::A,rojo,κόκκινος
683,gelb::A,amarillo,κίτρινος
684,blau::A,azul,μπλε
685,blau::A,azul,γαλανός
686,grün::A,verde,πράσινος
687,grau::A,gris,γκρίζος
688,bunt::A,multicolor,ποικιλόχρωπος
689,billig::A,barato,φτηνός
690,teuer::A,caro,ακριβός
691,wertvoll::A,valioso,πολύτιμος
692,wertvoll::A,precioso,πολύτιμος
693,blind::A,ciego,τυφλός
694,taub::A,sordo,κουφός
695,kräftig::A,fuerte,δυνατός
696,stark::A,fuerte,γερός
697,stark::A,vigoroso,γερός
698,schwach::A,débil,αδύνατος
699,fett::A,obeso,παχύς
700,schlank::A,esbelto,λεπτός
701,schlank::A,esbelto,λυγερός
702,hübsch::A,mono,όμορφος
703,hübsch::A,mono,χαριτωμένος
704,hübsch::A,guapo,όμορφος
705,hübsch::A,guapo,χαριτωμένος
706,böse::A,malo,κακός
707,dumm::A,tonto,κουτός
708,dumm::A,tonto,ανόητος
709,dumm::A,estúpido,κουτός
710,dumm::A,estúpido,ανόητος
711,faul::A,vago,τεμπέλης
712,faul::A,perezoso,τεμπέλης
713,fleißig::A,aplicado,εργατικός
714,fleißig::A,diligente,εργατικός
715,geizig::A,avaro,τσιγγούνης
716,klug::A,sensato,έξυπνος
717,klug::A,inteligente,έξυπνος
718,geschickt::A,hábil,επιδέξιος
719,lieb::A,querido,φίλος
720,lieb::A,querido,αγαπητός
721,lustig::A,alegre,εύθυμος
722,lustig::A,alegre,χαρούμενος
723,sanft::A,suave,ήπιος
724,hungrig::A,hambriento,πεινασμένος
725,krank::A,enfermo,άρρωστος
726,nackt::A,desnudo,γυμνός
727,traurig::A,triste,λυπημένος
728,lebendig::A,vivo,ζωντανός
729,lebendig::A,viviente,ζωντανός
730,gut::A,bueno,καλός
731,schlecht::A,malo,κακός
732,richtig::A,justo,σωστός
733,richtig::A,correcto,σωστός
734,schlimm::A,malo,άσχημος
735,schlimm::A,grave,άσχημος
736,wahr::A,verídico,αληθής
737,wahr::A,verídico,αληθινός
738,wahr::A,verdadero,αληθής
739,wahr::A,verdadero,αληθινός
740,alt::A,viejo,παλιός
741,neu::A,nuevo,νέος
742,neu::A,nuevo,καινούργιος
743,ehemalig::A,antiguo,παλιός
744,alt[Lebewesen]::A,viejo,γέρος
745,jung::A,joven,νέος
746,arm::A,pobre,φτωχός
747,reich::A,rico,πλούσιος
748,bekannt::A,conocido,γνωστός
749,berühmt::A,famoso,περίφημος
