,Concept_ID,hy,sk
365,Menge::N,քանակ,množstvo
366,Haufen::N,դեզ,hŕba
367,Haufen::N,կույտ,hŕba
368,Reihe::N,շարք,rad
369,Reihe::N,կարգ,rad
370,Boot::N,նավակ,čln
371,Ruder::N,թի,veslo
372,Ruder::N,թիակ,veslo
373,Schlitten::N,բալխիր,sane
374,Ski::N,դահուկ,lyža
375,Lagerfeuer::N,բացօդեայ կրակ,táborák
376,Last::N,բեռ,ťarcha
377,Last::N,բեռ,bremeno
378,Gang::N,զբոսանք,chôdza
379,Schritt::N,քայլ,krok
380,Norden::N,հյուսիս,sever
381,Süden::N,հարավ,juh
382,Westen::N,արեւմուտք,západ
383,Osten::N,արեւելք,východ
384,Holz::N,փայտ,drevo
385,Brett::N,տախտակ,doska
386,Platte::N,թիթեղ,doska
387,Platte::N,թիթեղ,platňa
388,Stütze::N,նեցուկ,opora
389,Stange::N,ձող,tyč
390,Stock::N,փայտ,palica
391,Stab::N,ցուպ,palica
392,Stab::N,գավազան,palica
393,Rohr::N,խողովակ,rúra
394,Haus::N,տուն,dom
395,Heim::N,տուն,domov
396,Ofen::N,վառարան,pec
397,Ofen::N,վառարան,kachle
398,Fußboden::N,հատակ,dlážka
399,Fußboden::N,հատակ,podlaha
400,Tisch::N,սեղան,stôl
401,Stuhl::N,աթոռ,stolička
402,Wiege::N,օրորոց,kolíska
403,Bett::N,անկողին,lôžko
404,Bett::N,անկողին,posteľ
405,Regal::N,դարակ,regál
406,Regal::N,դարակ,polica
407,Kiste::N,տուփ,debna
408,Fenster::N,պատուհան,okno
409,Fenster::N,պատուհան,oblok
410,Tür::N,դուռ,dvere
411,Tor::N,դարպաս,vráta
412,Zaun::N,ցանկապատ,plot
413,Zaun::N,ցանկապատ,ohrada
414,Dach::N,տանիք,krov
415,Dach::N,տանիք,strecha
416,Dach::N,կտուր,krov
417,Dach::N,կտուր,strecha
418,Leiter::N,սանդուղք,rebrík
419,Leiter::N,սանդուղք,rebrina
420,Besen::N,ավել,metla
421,Spaten::N,բահ,rýľ
422,Schaufel::N,թի,lopata
423,Gabel::N,պատառաքաղ,vidlička
424,Löffel::N,գդալ,lyžica
425,Messer::N,դանակ,nôž
426,Nagel::N,մեխ,klinec
427,Netz::N,ցանց,sieť
428,Haken::N,կարթ,hák
429,Haken::N,կարթ,háčik
430,Griff::N,կոթ,rukoväť
431,Griff::N,բռնակ,rukoväť
432,Schloss::N,կողպեք,zámka
433,Bild::N,նկար,obraz
434,Bild::N,պատկեր,obraz
435,Figur::N,քանդակ,figúra
436,Figur::N,պատկեր,figúra
437,Puppe::N,տիկնիկ,bábka
438,Puppe::N,տիկնիկ,bábika
439,Beutel::N,տոպրակ,vrece
440,Beutel::N,տոպրակ,vrecko
441,Bündel::N,կապոց,uzlík
442,Bündel::N,կապոց,zväzok
443,Tasche::N,պայուսակ,taška
444,Tasche::N,պայուսակ,kabelka
445,Eimer::N,դույլ,vedro
446,Deckel::N,կափարիչ,vrchnák
447,Deckel::N,կափարիչ,pokrývka
448,Geschirr::N,ամանեղեն,nádoba
449,Sack::N,պարկ,mech
450,Sack::N,պարկ,vrece
451,Sack::N,տոպրակ,mech
452,Sack::N,տոպրակ,vrece
453,Tasse::N,թաս,šálka
454,Tasse::N,գավաթ,šálka
455,Topf::N,անոթ,hrniec
456,Kessel::N,կաթսա,kotol
457,Essen::N,կերակուր,jedlo
458,Nahrung::N,ուտելիք,strava
459,Nahrung::N,ուտելիք,potrava
460,Speise::N,խորտիկ,jedlo
461,Speise::N,կերակուր,jedlo
462,Fleisch::N,միս,mäso
463,Getreide::N,հացահատիկ,obilie
464,Brei::N,լանդակ,kaša
465,Brot::N,հաց,chlieb
466,Scheibe::N,կտոր,kotúč
467,Scheibe::N,կտոր,krajec
468,Scheibe::N,պատառ,kotúč
469,Scheibe::N,պատառ,krajec
470,Fett::N,ճարպ,tuk
471,Fett::N,ճարպ,masť
472,Butter::N,կարագ,maslo
473,Öl::N,ձեթ,olej
474,Salz::N,աղ,soľ
475,Suppe::N,սուպ,polievka
476,Suppe::N,ապուր,polievka
477,Honig::N,մեղր,med
478,Milch::N,կաթ,mlieko
479,Tee::N,թեյ,čaj
480,Leder::N,կաշի,koža
481,Wolle::N,բուրդ,vlna
482,Stoff::N,գործվածք,súkno
483,Nadel::N,ասեղ,ihla
484,Faden::N,թել,niť
485,Faden::N,թել,vlákno
486,Knopf::N,կոճակ,gombík
487,Knoten::N,հանգույց,uzol
488,Farbe::N,ներկ,farba
489,Kleidung::N,հագուստ,šaty
490,Kleidung::N,հագուստ,šatstvo
491,Hemd::N,վերնաշապիկ,košeľa
492,Kragen::N,օձիք,golier
493,Ärmel::N,թեւք,rukáv
494,Hose::N,շալվար,nohavice
495,Gürtel::N,գոտի,pás
496,Gürtel::N,գոտի,opasok
497,Mütze::N,կեպի,čiapka
498,Schuh::N,կոշիկ,obuv
499,Schuh::N,կոշիկ,topánka
500,Stiefel::N,երկարաճիթ կոշիկ,čižma
501,Ring::N,զնգալ,prsteň
502,Band::N,ժապավեն,stuha
503,Kamm::N,սանր,hrebeň
504,Spiegel::N,հայելի,zrkadlo
505,Riemen::N,փոկ,remeň
506,Schnur::N,լար,šnúra
507,Leine::N,փոկ,vodidlo
508,Decke::N,վերմակ,deka
509,Decke::N,վերմակ,prikrývka
510,Kissen::N,բարձ,poduška
511,Tuch::N,թաշկինակ,šatka
512,Handtuch::N,սրբիչ,uterák
513,Kraft::N,ուժ,moc
514,Stärke::N,պնդություն,sila
515,Stärke::N,ամրություն,sila
516,Gesundheit::N,առողջություն,zdravie
517,Krankheit::N,ախտ,nemoc
518,Krankheit::N,ախտ,choroba
519,Krankheit::N,հիվանդություն,nemoc
520,Krankheit::N,հիվանդություն,choroba
521,Schmerz::N,ցավ,bolesť
522,Schmerz::N,տանջանք,bolesť
523,Wunde::N,վերք,rana
524,Fieber::N,տենդ,horúčka
525,Arznei::N,դեղ,liek
526,Brücke::N,կամուրջ,most
527,Brunnen::N,հոր,studňa
528,Brunnen::N,ջրհոր,studňa
529,Weide::N,արոտավայր,pastva
530,Pfad::N,արահետ,chodník
531,Weg::N,ուղի,cesta
532,Straße::N,ճանապարհ,hradská
533,Dorf::N,գյուղ,dedina
534,Stadt::N,քաղաք,mesto
535,Brief::N,նամակ,list
536,Buch::N,գիրք,kniha
537,Buchstabe::N,տառ,litera
538,Buchstabe::N,տառ,písmeno
539,Buchstabe::N,գիր,litera
540,Buchstabe::N,գիր,písmeno
541,Zeitung::N,լրագիր,noviny
542,Leben::N,կյանք,život
543,Tod::N,մահ,smrť
544,Grab::N,գերեզման,hrob
545,Kirche::N,եկեղեցի,kostol
546,Sünde::N,մեղք,hriech
547,Gott::N,աստված,boh
548,Arbeiter::N,բանվոր,robotník
549,Arbeiter::N,բանվոր,pracnovík
550,Arbeiter::N,աշխատող,robotník
551,Arbeiter::N,աշխատող,pracnovík
552,Chef::N,տեր,šéf
553,Chef::N,տեր,riaditeľ
554,Meister::N,վարպետ,majster
555,Arzt::N,բժիշկ,lekár
556,Lehrer::N,ուսուցիչ,učiteľ
557,Geld::N,փող,peniaze
558,Geschäft::N,գործ,obchod
559,Geschäft::N,աշխատանք,obchod
560,Laden::N,կրպակ,obchod
561,Laden::N,խանութ,obchod
562,Preis::N,գին,cena
563,Ware::N,ապրանք,tovar
564,Nutzen::N,օգուտ,osoh
565,Nutzen::N,օգուտ,úžitok
566,Reichtum::N,հարստություն,bohatstvo
567,Welt::N,աշխարհ,svet
568,Land::N,երկիր,územie
569,Land::N,երկիր,krajina
570,Staat::N,պետություն,štát
571,König::N,արքա,kráľ
572,König::N,թագավոր,kráľ
573,Macht::N,իշխանություն,moc
574,Macht::N,իշխանություն,mocnosť
575,Grenze::N,սահման,hranica
576,Krieg::N,պատերազմ,vojna
577,Feind::N,թշնամի,nepriateľ
578,Gewalt::N,բռնություն,násilie
579,Gewalt::N,սաստկություն,násilie
580,Kampf::N,մարտ,boj
581,Bogen[Waffe]::N,աղեղ,luk
582,Pfeil::N,նետ,šíp
583,Pfeil::N,նետ,strela
584,Gewehr::N,հրացան,puška
585,Fehler::N,սխալ,omyl
586,Fehler::N,սխալ,chyba
587,Lüge::N,սուտ,lož
588,Schaden::N,վնաս,ujma
589,Schaden::N,վնաս,škoda
590,Unglück::N,դժբախտություն,nešťastie
591,Schuld::N,պակասություն,vina
592,Schuld::N,պակասություն,previnenie
593,Alter::N,հասակ,vek
594,Schluss::N,վերջ,záver
595,Schluss::N,վերջ,koniec
596,Schluss::N,վախճան,záver
597,Schluss::N,վախճան,koniec
598,Zeit::N,ժամանակ,čas
599,Tag::N,օր,deň
600,Morgen::N,առավոտ,ráno
601,Mittag::N,կեսօր,poludnie
602,Abend::N,երեկո,večer
603,Nacht::N,գիշեր,noc
604,Woche::N,շաբաթ,týždeň
605,Monat::N,ամիս,mesiac
606,Jahr::N,տարի,rok
607,Frühling::N,գարուն,jar
608,Sommer::N,ամառ,leto
609,Herbst::N,աշուն,jeseň
610,Winter::N,ձմեռ,zima
611,Januar::N,հունվար,január
612,Februar::N,փետրվար,február
613,März::N,մարտ,marec
614,April::N,ապրիլ,apríl
615,Mai::N,մայիս,máj
616,Juni::N,հունիս,jún
617,Juli::N,հուլիս,júl
618,August::N,օգոստոս,august
619,September::N,սեպտեմբեր,september
620,Oktober::N,հոկտեմբեր,október
621,November::N,նոյեմբեր,november
622,Dezember::N,դեկտեմբեր,december
623,Montag::N,երկուշաբթի,pondelok
624,Dienstag::N,երեքշաբթի,utorok
625,Mittwoch::N,չորեքշաբթի,streda
626,Donnerstag::N,հինգշաբթի,štvrtok
627,Freitag::N,ուրբաթ,piatok
628,Samstag::N,շաբաթ,sobota
629,Sonntag::N,կիրակի,nedeľa
630,groß::A,մեծ,veľký
631,groß::A,խոշոր,veľký
632,klein::A,պստիկ,malý
633,klein::A,փոքրիկ,malý
634,lang::A,երկար,dlhý
635,kurz::A,կարճ,krátky
636,breit::A,լայն,široký
637,schmal::A,նեղ,úzky
638,dicht::A,խիտ,hustý
639,dick[Gegenstand]::A,հաստ,tlstý
640,dünn::A,բարակ,tenký
641,fein::A,նուրբ,jemný
642,fest::A,ամուր,pevný
643,fest::A,պինդ,pevný
644,flach::A,տափակ,rovný
645,flach::A,տափակ,plochý
646,glatt::A,հարթ,hladký
647,hart::A,կարծր,tvrdý
648,weich::A,մեղմ,mäkký
649,weich::A,փափուկ,mäkký
650,rund::A,կլոր,guľatý
651,rund::A,կլոր,okrúhly
652,spitz::A,սրածայր,končitý
653,scharf::A,սուր,ostrý
654,stumpf::A,գուլ,tupý
655,schwer::A,ծանր,ťažký
656,schön::A,սիրուն,pekný
657,schön::A,սիրուն,krásny
658,schön::A,գեղեցիկ,pekný
659,schön::A,գեղեցիկ,krásny
660,heiß::A,թեժ,horúci
661,warm::A,տաք,teplý
662,warm::A,ջերմ,teplý
663,kalt::A,ցուրտ,studený
664,kühl::A,զով,chladný
665,frisch::A,թարմ,svieži
666,feucht::A,ղոնավ,vlhký
667,feucht::A,ղոնավ,zvlhnutý
668,nass::A,թաց,mokrý
669,trocken::A,ցամաք,suchý
670,voll::A,լի,plný
671,voll::A,լիքը,plný
672,leer::A,դատարկ,prázdny
673,offen::A,բաց,otvorený
674,geschlossen::A,գոց,zavretý
675,sauber::A,մաքուր,čistý
676,schmutzig::A,կեղտոտ,špinavý
677,roh::A,հում,surový
678,reif::A,հասած,zrelý
679,reif::A,հասուն,zrelý
680,lecker::A,համեղ,chutný
681,süß::A,անուշ,sladký
682,bitter::A,կծու,horký
683,sauer::A,թթու,kyslý
684,sauer::A,թթված,kyslý
685,hell::A,պայծառ,jasný
686,hell::A,պայծառ,svetlý
687,hell::A,խելամիտ,jasný
688,hell::A,խելամիտ,svetlý
689,dunkel::A,մութ,temný
690,schwarz::A,սեւ,čierny
691,weiß::A,սպիտակ,biely
692,rot::A,կարմիր,červený
693,gelb::A,դեղին,žltý
694,blau::A,կապույտ,modrý
695,blau::A,կապույտ,belasý
696,grün::A,կանաչ,zelený
697,grau::A,գորշ,šedý
698,bunt::A,գոյնզգոյն,pestrý
699,billig::A,էժան,lacný
700,teuer::A,թանկ,drahý
701,wertvoll::A,թանկարժեք,cenný
702,blind::A,կույր,slepý
703,taub::A,խուլ,hluchý
704,kräftig::A,հզոր,silný
705,stark::A,ուժեղ,silný
706,schwach::A,տկար,slabý
707,schwach::A,տկար,bezvládny
708,schwach::A,թույլ,slabý
709,schwach::A,թույլ,bezvládny
710,fett::A,գեր,tučný
711,schlank::A,նիհար,štíhly
712,hübsch::A,գրավիչ,šumný
713,hübsch::A,գրավիչ,švárny
714,hübsch::A,սիրունիկ,šumný
715,hübsch::A,սիրունիկ,švárny
716,böse::A,չար,zlý
717,dumm::A,հիմար,hlúpy
718,faul::A,ծույլ,lenivý
719,fleißig::A,ջանասեր,snaživý
720,fleißig::A,ջանասեր,usilovný
721,fleißig::A,փութաջան,snaživý
722,fleißig::A,փութաջան,usilovný
723,geizig::A,ագահ,skupý
724,geizig::A,ագահ,lakomý
725,geizig::A,կծծի,skupý
726,geizig::A,կծծի,lakomý
727,klug::A,խելոք,múdry
728,klug::A,խելոք,bystrý
729,klug::A,ընդունակ,múdry
730,klug::A,ընդունակ,bystrý
731,geschickt::A,ճարտար,zručný
732,geschickt::A,ճարտար,šikovný
733,lieb::A,սիրելի,milý
734,lustig::A,զվարթ,veselý
735,sanft::A,հեզ,nežný
736,hungrig::A,քաղցած,lačný
737,hungrig::A,քաղցած,hladný
738,krank::A,հիվանդ,chorý
739,krank::A,հիվանդ,nemocný
740,nackt::A,մերկ,nahý
741,traurig::A,տխուր,smutný
742,lebendig::A,կենդանի,živý
743,gut::A,լավ,dobrý
744,schlecht::A,վատ,zlý
745,richtig::A,ձիշտ,správny
746,schlimm::A,լղրճուկ,zlý
747,schlimm::A,լղրճուկ,nepríjemný
748,wahr::A,ճիշտ,pravý
749,wahr::A,ճիշտ,pravdivý
750,wahr::A,իրական,pravý
751,wahr::A,իրական,pravdivý
752,alt::A,հին,starý
753,neu::A,նոր,nový
754,ehemalig::A,նախկին,bývalý
755,alt[Lebewesen]::A,ծեր,starý
756,alt[Lebewesen]::A,պառավ,starý
757,jung::A,մատաղ,mladý
758,arm::A,աղքատ,chudobný
