,Concept_ID,es,ce
804,neunzig::NUM,noventa,дезткъе итт
805,hundert::NUM,cien,бӏе
806,hundert::NUM,ciento,бӏе
807,tausend::NUM,mil,эзар
808,und::CNJ,y,a
809,oder::CNJ,o,я
810,stehen::V,estar de pie,латта
811,sitzen::V,estar sentado,хиъна ӏан
812,liegen::V,yacer,ӏилла
813,liegen::V,estar acostado,ӏилла
814,hängen::V,pender,кхаза
815,werden::V,hacerse,хила
816,passieren::V,suceder,хила
817,beginnen::V,iniciarse,доло
818,beginnen::V,principiar,доло
819,enden::V,acabar,дӏадерза
820,enden::V,terminar,дӏадерза
821,wechseln::V,variar,хийца
822,wechseln::V,alternar,хийца
823,aufgehen[Sonne]::V,salir,кхета
824,untergehen[Sonne]::V,ponerse,чубуза
825,untergehen[Sonne]::V,descender,чубуза
826,scheinen[Sonne]::V,brillar,серло яла
827,donnern::V,tronar,къекъа
828,wehen::V,soplar,хьекха
829,strömen::V,afluir,эха
830,fließen::V,fluir,охьаэха
831,fließen::V,correr,охьаэха
832,sich drehen::V,girar,хьийза
833,schwanken::V,vacilar,леста
834,schwingen::V,oscilar,лесто
835,fallen::V,caer,охьакхета
836,brennen::V,arder,дага
837,brennen::V,quemar,дага
838,rauchen::V,humear,оза
839,rauchen::V,echar humo,оза
840,regnen::V,llover,догlа догlу
841,gefrieren::V,helarse,гӏоро
842,tauen::V,deshelarse,даша
843,schmelzen::V,fundirse,лала
844,schmelzen::V,derretirse,лала
845,trocknen::V,secarse,дакъо
846,sieden::V,hervir,кхехка
847,faulen::V,pudrirse,дахкадала
848,verfaulen::V,pudrirse,дахкадала
849,reißen::V,romperse,хеда
850,versinken::V,hundirse,хичудаха
851,vergehen::V,pasar,дlаэха
852,erscheinen::V,aparecer,схьадала
853,erscheinen::V,aparecer,ӏоттадала
854,verschwinden::V,desaparecer,къайладала
855,sinken::V,bajar,лахдала
856,abnehmen::V,decrecer,
857,abnehmen::V,disminuir,
858,zunehmen::V,crecer,лакхадала
859,zunehmen::V,aumentar,лакхадала
860,steigen::V,subir,хьаладала
861,steigen::V,ascender,хьаладала
862,wachsen::V,crecer,кхиа
863,glänzen::V,brillar,лепа
864,glänzen::V,resplandecer,лепа
865,funkeln::V,chispear,къега
866,lärmen::V,hacer ruido,гӏовгӏаян
867,läuten::V,sonar,детта
868,läuten::V,repicar,детта
869,klingeln::V,tocar el timbre,дека
870,klirren::V,tintinear,дека
871,brausen::V,zumbar,хьаьдда даха
872,rauschen::V,murmurar,леста
873,klingen::V,sonar,дека
874,bellen::V,ladrar,лета
875,heulen::V,ulular,угӏа
876,blasen::V,soplar,хӏуп баха
877,pfeifen::V,silbar,шок етта
878,schreien::V,gritar,мохь бетта
879,stöhnen::V,gemir,узарш дан
880,zittern::V,temblar,дега
881,leben::V,vivir,даха
882,geboren werden::V,nacer,хила
883,atmen::V,respirar,садеӏа
884,trinken::V,beber,мала
885,essen::V,comer,кхалла
886,schlucken::V,tragar,къурдбан
887,müde werden::V,cansarse,кӏаддала
888,müde werden::V,fatigarse,кӏаддала
889,einschlafen::V,dormirse,наб кхета
890,schlafen::V,dormir,вижа
891,schlafen::V,dormir,наб ян
892,schlafen::V,dormir,дижина хила
893,aufwachen::V,despertarse,самадала
894,aufstehen::V,levantarse,гӏатта
895,sich erholen::V,reposar,садаӏа
896,sich erholen::V,descansar,садаӏа
897,krank werden::V,caer enfermo,цомгуш хила
898,krank sein::V,estar enfermo,цомгуш хила
899,schmerzen::V,doler,лаза
900,schmerzen::V,doler,ӏийжа
901,husten::V,toser,йовхарш етта
902,genesen::V,convalecer,тадала
903,genesen::V,restablecerse,тадала
904,sterben::V,morir,дала
905,umkommen::V,perecer,хӏаллакхила
906,sich bewegen::V,moverse,лела
907,sich rühren::V,rebullir,меттахъхьен
908,sich erheben::V,levantarse,хьалагlатта
909,sich setzen::V,sentarse,хаа
910,hinfallen::V,caerse,дожа
911,hinfallen::V,caerse,охьакхета
912,laufen::V,andar,вада
913,laufen::V,andar,хьада
914,schreiten::V,proceder,болар дан
915,schreiten::V,proceder,ког баккха
916,spazierengehen::V,pasear,доладала
917,spazierengehen::V,pasearse,доладала
918,eilen::V,correr prisa,сихдала
919,sich beeilen::V,darse prisa,сихдала
920,sausen::V,correr,
921,rennen::V,correr,дада
922,springen::V,saltar,ирхкхийсадала
923,klettern::V,trepar,тӏедийла
924,klettern::V,escalar,тӏедийла
925,schaukeln::V,bambolearse,техко
926,kriechen::V,reptar,такха
927,kriechen::V,arrastrarse,такха
928,schwimmen::V,nadar,некадан
929,tauchen::V,bucear,чулелха
930,tauchen::V,sumergirse,чулелха
931,rudern::V,remar,дига лело
932,rudern::V,remar,кема лело
933,fahren::V,ir,хахка
934,fliegen::V,volar,тӏемадала
935,gehen::V,ir,лeла
936,gehen::V,andar,лeла
937,weggehen::V,irse,дӏадаха
938,weggehen::V,marcharse,дӏадаха
939,abfahren::V,salir,дӏадаха
940,abfahren::V,partir,дӏадаха
941,anhalten::V,parar,саца
942,anhalten::V,pararse,саца
943,hineingehen::V,entrar,чудала
944,eintreten::V,entrar,чудала
945,kommen::V,venir,кхача
946,kommen::V,venir,дӏакхача
947,kommen::V,venir,схьакхача
948,ankommen::V,llegar,кхача
949,ankommen::V,llegar,схьакхача
950,zurückkommen::V,volver,юхада
951,zurückkommen::V,regresar,юхада
952,bleiben::V,quedarse,диса
953,warten::V,esperar,хьежа
954,warten::V,esperar,cобар дан
955,erwarten::V,esperar,хьоьжуш ӏан
956,suchen::V,buscar,леха
957,finden::V,hallar,каро
958,finden::V,encontrar,каро
959,versuchen::V,intentar,дан хьажа
960,vorbereiten::V,preparar,кечъян
961,lieben::V,amar,деза
962,lieben::V,querer,деза
963,mögen::V,querer,безамхила
964,lachen::V,reír,дела
965,rühren::V,conmover,хьедан
966,weinen::V,llorar,делха
967,schimpfen::V,regañar,чехо
968,sich ärgern::V,enfadarse,оьгӏазъэха
969,sich fürchten::V,tener miedo,кхера
970,fürchten::V,temer,кхера
971,fürchten::V,tener miedo a,кхера
972,fliehen::V,huir,дӏадада
973,flüchten::V,escaparse,дӏадада
974,sehen::V,ver,ган
975,anschauen::V,mirar,хьажа
976,anschauen::V,mirar,хьежа
977,ansehen::V,mirar,хьовса
978,hören::V,oír,хаза
979,zuhören::V,escuchar,ладогӏа
980,probieren::V,probar,хьажа
981,probieren::V,degustar,хьажа
982,riechen::V,oler,хьожа яха
983,fühlen::V,sentir,хаадала
984,scheinen::V,parecer,мотта
985,zu sehen sein::V,poder verse,гуш хила
986,vernehmen::V,oír,бартхатта
987,vernehmen::V,percibir,бартхатта
988,frieren::V,tener frío,гӏоро
989,tun::V,hacer,дан
990,können::V,poder,дадала
991,wollen::V,querer,тӏергӏа
992,anfangen::V,iniciar,доло
993,beenden::V,acabar,довла
994,beenden::V,terminar,довла
995,aufhören::V,cesar,саца
996,gelingen::V,salir bien,кадала
997,geraten::V,salir,хила
998,geraten::V,dar resultado,хила
999,öffnen::V,abrir,дӏаделла
1000,öffnen::V,abrir,схьаделла
1001,schließen::V,cerrar,къовла
1002,schließen::V,cerrar,дӏачӏагӏа
1003,stellen::V,poner,хlотто
1004,stellen::V,colocar,хlотто
1005,setzen::V,poner,дийгӏа
1006,setzen::V,colocar,дийгӏа
1007,legen::V,poner,охьадилла
1008,berühren::V,tocar,хьедан
1009,verbinden::V,unir,вовшахтаса
1010,verbinden::V,juntar,вовшахтаса
1011,bedecken::V,tapar,тилла
1012,bedecken::V,tapar,тӏетаса
1013,bedecken::V,cubrir,тилла
1014,bedecken::V,cubrir,тӏетаса
1015,aufhängen::V,colgar,хьалаолла
1016,anzünden::V,encender,лато
1017,aufheben::V,recoger,айа
1018,zurücklassen::V,dejar,дита
1019,verlieren::V,perder,дайа
1020,fallen lassen::V,dejar caer,охьадожо
1021,machen::V,hacer,дан
1022,herstellen::V,fabricar,дан
1023,bauen::V,construir,гӏишлоян
1024,reparieren::V,reparar,тадан
1025,verbessern::V,mejorar,нисдан
1026,ändern::V,mudar,хийца
1027,ändern::V,modificar,хийца
1028,graben::V,cavar,ахка
1029,beugen::V,doblar,сатто
1030,beugen::V,inclinar,сатто
1031,biegen::V,doblar,сатто
1032,drehen::V,volver,хьовзо
1033,drehen::V,hacer girar,хьовзо
1034,wenden::V,volver,
1035,umdrehen::V,revolver,хьовзo
1036,heben::V,levantar,айа
1037,heben::V,levantar,хьалаайа
1038,hochheben::V,alzar,хьалаайа
1039,ergreifen::V,coger,дӏалаца
1040,halten::V,tener,латто
1041,drücken::V,apretar,тӏетаӏо
1042,schieben::V,empujar,татта
1043,kratzen::V,rascar,мӏараш тийса
1044,lecken::V,lamer,мотт хьекха
1045,beißen::V,morder,катoха
1046,abreißen::V,arrancar,схьадаккха
1047,abschneiden::V,cortar,кхада
1048,binden::V,atar,дӏадехка
1049,binden::V,atar,вовшахтаса
1050,stecken::V,meter,чудахийта
1051,brechen::V,romper,кагдан
1052,brechen::V,quebrar,кагдан
1053,klopfen::V,golpear,детта
1054,hauen::V,pegar,етта
1055,kleben::V,pegar,тӏелато
1056,kleben::V,encolar,тӏелато
1057,reiben::V,frotar,хьекхо
1058,streichen::V,untar,тlехьакха
1059,streichen::V,recubrir,тlехьакха
1060,schleifen::V,afilar,ирдан
1061,schneiden::V,cortar,ларга
1062,rütteln::V,agitar,лесто
1063,schütteln::V,agitar,лесто
1064,schütteln::V,sacudir,лесто
1065,schwenken::V,menear,лесто
1066,schütten::V,verter,дотта
1067,füllen::V,llenar,дуза
1068,einwickeln::V,envolver,хьарчо
1069,tragen::V,llevar,дахьа
1070,schleppen::V,arrastrar,ийзо
1071,ziehen::V,tirar,озо
1072,aufbewahren::V,conservar,ӏалашдан
1073,werfen::V,echar,кхосса
1074,werfen::V,lanzar,кхосса
1075,fangen::V,coger,леца
1076,packen::V,agarrar,леца
1077,verstecken::V,esconder,къайладаккха
1078,teilen::V,partir,декъа
1079,teilen::V,dividir,декъа
1080,schicken::V,enviar,дӏадахьийта
1081,bringen::V,traer,дан
1082,hinzufügen::V,añadir,тӏетоха
1083,bekommen::V,obtener,даккха
1084,bekommen::V,conseguir,даккха
1085,erhalten::V,recibir,даккха
1086,nehmen::V,tomar,схьаэца
1087,wählen::V,elegir,харжа
1088,auswählen::V,escoger,харжа
1089,auswählen::V,seleccionar,харжа
1090,bewahren::V,guardar,lалашдан
1091,bewahren::V,preservar,lалашдан
1092,behindern::V,estorbar,новкъарло ян
1093,behindern::V,obstaculizar,новкъарло ян
1094,verderben::V,estropear,талхо
1095,beschädigen::V,deteriorar,дохо
1096,zerbrechen::V,romper,дохо
1097,zerbrechen::V,romper,кагдан
1098,zerbrechen::V,quebrar,дохо
1099,zerbrechen::V,quebrar,кагдан
1100,zerreißen::V,desgarrar,хадо
1101,zerreißen::V,despedazar,хадо
1102,zerstören::V,destruir,дохо
1103,zerstören::V,destruir,кагдан
1104,zerstören::V,destrozar,дохо
1105,zerstören::V,destrozar,кагдан
1106,verbrennen::V,quemar,даго
1107,geben::V,dar,яла
1108,reichen::V,pasar,дӏадала
1109,reichen::V,pasar,дӏакховдо
1110,schenken::V,regalar,совгӏат дан
1111,versprechen::V,prometer,ваӏда дан
1112,wünschen::V,desear,лаа
1113,loben::V,alabar,хасто
1114,küssen::V,besar,оба яккха
1115,wiegen::V,mecer,тахка
1116,zudecken::V,tapar,тӏетаса
1117,zudecken::V,cubrir,тӏетаса
1118,wecken::V,despertar,самадаккха
1119,zeigen::V,mostrar,гайта
1120,führen::V,guiar,дига
1121,führen::V,conducir,дига
1122,lehren::V,enseñar,ӏамо
1123,lehren::V,instruir,ӏамо
1124,unterrichten::V,enseñar,хьеха
1125,aufziehen::V,criar,кхио
1126,leiten::V,guiar,урхалла дан
1127,leiten::V,dirigir,урхалла дан
1128,antreiben::V,impeler,сихдан
1129,antreiben::V,impulsar,сихдан
1130,lassen::V,hacer,-йта
1131,einladen::V,invitar,кхайкха
1132,vereinigen::V,unir,цхьаьнатоха
1133,besuchen::V,visitar,хьажахIотта
1134,besuchen::V,ir a ver,хьажахIотта
1135,treffen::V,encontrar,дуьхьалкхета
1136,sich versammeln::V,reunirse,гулдан
1137,sich versammeln::V,congregarse,гулдан
1138,spielen::V,jugar,ловза
1139,singen::V,cantar,лакха
1140,tanzen::V,bailar,хелхадала
1141,sich trennen::V,separarse,къаста
1142,verlassen::V,dejar,дита
1143,verlassen::V,abandonar,дита
1144,retten::V,salvar,кӏелхьардаккха
1145,bewachen::V,vigilar,ха дан
1146,schützen::V,proteger,лардан
1147,verteidigen::V,defender,лардан
1148,sich schlagen::V,batirse,етта
1149,schießen::V,tirar,детта
1150,schießen::V,disparar,детта
1151,siegen::V,vencer,тола
1152,ärgern::V,enojar,оьгӏаздахийта
1153,ärgern::V,enfadar,оьгӏаздахийта
1154,schlagen::V,pegar,тоха
1155,schlagen::V,golpear,тоха
1156,treten::V,dar una patada a,мийра тоха
1157,stechen::V,pinchar,ӏотта
1158,stechen::V,pinchar,къовзо
1159,stoßen::V,empujar,татта
1160,stehlen::V,robar,лачкъо
1161,stehlen::V,hurtar,лачкъо
1162,stören::V,molestar,новкъарло ян
1163,belästigen::V,molestar,сагатдан
1164,belästigen::V,importunar,сагатдан
1165,verbergen::V,ocultar,къайладаккха
1166,verbergen::V,esconder,къайладаккха
1167,täuschen::V,engañar,ӏexo
1168,betrügen::V,engañar,ледан
1169,töten::V,matar,ден
1170,wohnen::V,vivir,даха
1171,wohnen::V,habitar,даха
1172,arbeiten::V,trabajar,къахьега
1173,sammeln::V,recoger,гулдан
1174,sammeln::V,coleccionar,гулдан
1175,pflücken::V,coger,даха
1176,jagen::V,cazar,талла
1177,fischen::V,pescar,чӏерий леца
1178,fassen::V,atrapar,лаца
1179,fassen::V,atrapar,схьалаца
1180,fassen::V,capturar,лаца
1181,fassen::V,capturar,схьалаца
1182,hüten::V,guardar,лардан
1183,treiben::V,aballar,лахка
1184,anbinden::V,atar,дӏадехка
1185,füttern::V,echar de comer,хӏума яла
1186,melken::V,ordeñar,оза
1187,hacken::V,picar,
1188,hacken::V,cortar,
1189,gießen::V,regar,хи тоха
1190,reifen::V,madurar,хьекъа
1191,zubereiten::V,preparar,кечъян
1192,zubereiten::V,preparar,кхача бан
1193,kochen::V,cocer,кхача бан
1194,kochen::V,guisar,кхача бан
1195,backen::V,hornear,датта
1196,backen::V,cocer al horno,датта
1197,braten::V,asar,кхарза
1198,braten::V,freír,кхарза
1199,umrühren::V,remover,кего
1200,stricken::V,hacer punto,
1201,stricken::V,hacer calceta,
1202,nähen::V,coser,тега
1203,färben::V,teñir,басардан
1204,färben::V,colorear,басардан
1205,reinigen::V,limpiar,цӏандан
1206,waschen::V,lavar,йила
1207,waschen::V,lavar,йитта
1208,waschen::V,lavar,дӏадайа
1209,abwischen::V,fregar,дӏадайа
1210,abwischen::V,limpiar,дӏадайа
1211,spülen::V,aclarar,хи кхарза
1212,spülen::V,enjuagar,хи кхарза
1213,fegen::V,barrer,нуй хьакха
1214,fegen::V,pasar la escoba,нуй хьакха
1215,kehren::V,barrer,нуй хьакха
1216,baden::V,bañarse,лийча
1217,sich waschen::V,lavarse,юьхь йила
1218,ausziehen::V,quitar,духар дӏадаккха
1219,ausziehen::V,quitarse,духар дӏадаккха
1220,anziehen::V,ponerse,
1221,sich anziehen::V,vestirse,духа
1222,kämmen::V,peinar,ехк хьакха
1223,schmücken::V,adornar,хаздан
1224,sagen::V,decir,ала
1225,sprechen::V,hablar,баха
1226,sprechen::V,hablar,мотт бийца
1227,reden::V,hablar,къамел дан
1228,reden::V,conversar,къамел дан
1229,sich unterhalten::V,charlar,къамел дан
1230,sich unterhalten::V,conversar,къамел дан
1231,fragen::V,preguntar,хатта
1232,bitten::V,rogar,деха
1233,erzählen::V,contar,дийца
1234,mitteilen::V,comunicar,хаам бан
1235,mitteilen::V,participar,хаам бан
1236,nennen::V,llamar,цӏе яккха
1237,nennen::V,nombrar,цӏе яккха
1238,rufen::V,llamar,кхайкха
1239,prahlen::V,jactarse,куралла ян
1240,prahlen::V,jactarse,дозалла дан
1241,übersetzen::V,traducir,гоч дан
1242,denken::V,pensar,ойла ян
1243,glauben::V,creer,теша
1244,bemerken::V,notar,ган
1245,erkennen::V,reconocer,довза
1246,begreifen::V,concebir,кхета
1247,verstehen::V,entender,кхета
1248,verstehen::V,comprender,кхета
1249,lernen::V,aprender,деша
1250,wissen::V,saber,хаа
1251,sich erinnern an::V,recordar,дагадан
1252,sich erinnern an::V,acordarse de,дагадан
1253,vergessen::V,olvidar,дицдала
1254,messen::V,medir,дуста
1255,zählen::V,contar,дагардан
1256,rechnen::V,contar,лара
1257,rechnen::V,calcular,лара
1258,lesen::V,leer,еша
1259,malen::V,pintar,сурт дилла
1260,zeichnen::V,dibujar,сурт дилла
1261,schreiben::V,escribir,яздан
1262,besitzen::V,poseer,доладан
1263,kaufen::V,comprar,эца
1264,verkaufen::V,vender,дохка
1265,bezahlen::V,pagar,мах бала
1266,zahlen::V,pagar,мах бала
1267,beherrschen::V,dominar,собаре хила
1268,ertragen::V,soportar,лан
1269,ertragen::V,soportar,сатоха
1270,ertragen::V,soportar,садетта
