,Concept_ID,ru,ru
0,Auge::N,глаз,глаз
1,Ohr::N,ухо,ухо
2,Nase::N,нос,нос
3,Mund::N,рот,рот
4,Zahn::N,зуб,зуб
5,Zunge::N,язык,язык
6,Lippe::N,губа,губа
7,Wange::N,щека,щека
8,Gesicht::N,лицо,лицо
9,Stirn::N,лоб,лоб
10,Haar::N,волос,волос
11,Haar::N,волос,волосы
12,Haar::N,волосы,волос
13,Haar::N,волосы,волосы
14,Schnurrbart::N,ус,ус
15,Schnurrbart::N,ус,усы
16,Schnurrbart::N,усы,ус
17,Schnurrbart::N,усы,усы
18,Bart::N,борода,борода
19,Kinn::N,подбородок,подбородок
20,Kiefer[Anatomie]::N,челюсть,челюсть
21,Kehle::N,горло,горло
22,Hals::N,шея,шея
23,Genick::N,затылок,затылок
24,Kopf::N,голова,голова
25,Rücken::N,спина,спина
26,Bauch::N,живот,живот
27,Nabel::N,пупок,пупок
28,Busen::N,женская грудь,женская грудь
29,Brust::N,грудь,грудь
30,Schulter::N,плечо,плечо
31,Arm::N,рука,рука
32,Ellenbogen::N,локоть,локоть
33,Hand::N,кисть,кисть
34,Handfläche::N,ладонь,ладонь
35,Finger::N,палец,палец
36,Fingernagel::N,ноготь,ноготь
37,Nagel[Anatomie]::N,ноготь,ноготь
38,Zeh::N,палец,палец
39,Fuß::N,ступня,ступня
40,Ferse::N,пята,пята
41,Ferse::N,пята,пятка
42,Ferse::N,пятка,пята
43,Ferse::N,пятка,пятка
44,Knie::N,колено,колено
45,Oberschenkel::N,бедро,бедро
46,Bein::N,нога,нога
47,Körper::N,тело,тело
48,Haut::N,кожа,кожа
49,Blut::N,кровь,кровь
50,Ader::N,вена,вена
51,Ader::N,вена,сосуд
52,Ader::N,сосуд,вена
53,Ader::N,сосуд,сосуд
54,Sehne::N,жила,жила
55,Sehne::N,жила,тетива
56,Sehne::N,жила,сухожилие
57,Sehne::N,тетива,жила
58,Sehne::N,тетива,тетива
59,Sehne::N,тетива,сухожилие
60,Sehne::N,сухожилие,жила
61,Sehne::N,сухожилие,тетива
62,Sehne::N,сухожилие,сухожилие
63,Knochen::N,кость,кость
64,Gehirn::N,мозг,мозг
65,Herz::N,сердце,сердце
66,Magen::N,желудок,желудок
67,Leber::N,печень,печень
68,Atem::N,дух,дух
69,Atem::N,дух,дыхание
70,Atem::N,дыхание,дух
71,Atem::N,дыхание,дыхание
72,Hunger::N,голод,голод
73,Träne::N,слеза,слеза
74,Geschmack::N,вкус,вкус
75,Geruch::N,запах,запах
76,Schlaf::N,сон,сон
77,Traum::N,сновидение,сновидение
78,Himmel::N,небо,небо
79,Sonne::N,солнце,солнце
80,Mond::N,луна,луна
81,Stern::N,звезда,звезда
82,Luft::N,воздух,воздух
83,Wind::N,ветер,ветер
84,Welle::N,волна,волна
85,Wasser::N,вода,вода
86,Stein::N,камень,камень
87,Boden::N,почва,почва
88,Erde::N,земля,земля
89,Staub::N,пыль,пыль
90,Rauch::N,дым,дым
91,Funke::N,искра,искра
92,Feuer::N,огонь,огонь
93,Licht::N,свет,свет
94,Schatten::N,тень,тень
95,Wetter::N,погода,погода
96,Nebel::N,туман,туман
97,Wolke::N,облако,облако
98,Regen::N,дождь,дождь
99,Schnee::N,снег,снег
100,Eis::N,лед,лед
101,Frost::N,мороз,мороз
102,Kälte::N,холод,холод
103,Hitze::N,жара,жара
104,Raureif::N,иней,иней
105,Regenbogen::N,радуга,радуга
106,Donner::N,гром,гром
107,Strömung::N,течение,течение
108,Tropfen::N,капля,капля
109,Schaum::N,пена,пена
110,Schmutz::N,грязь,грязь
111,See::N,озеро,озеро
112,Sumpf::N,топь,топь
113,Moor::N,болото,болото
114,Wiese::N,луг,луг
115,Wald::N,лес,лес
116,Hügel::N,холм,холм
117,Anhöhe::N,возвышенность,возвышенность
118,Berg::N,гора,гора
119,Gipfel::N,вершина,вершина
120,Höhle::N,пещера,пещера
121,Abhang::N,склон,склон
122,Quelle::N,источник,источник
123,Bach::N,ручей,ручей
124,Fluss::N,река,река
125,Ufer::N,берег,берег
126,Küste::N,побережье,побережье
127,Festland::N,суша,суша
128,Meer::N,море,море
129,Bucht::N,бухта,бухта
130,Insel::N,остров,остров
131,Blume::N,цветок,цветок
132,Gras::N,трава,трава
133,Wurzel::N,корень,корень
134,Baum::N,дерево,дерево
135,Stamm::N,ствол,ствол
136,Rinde::N,кора,кора
137,Ast::N,сук,сук
138,Zweig::N,ветвь,ветвь
139,Blatt::N,лист,лист
140,Birke::N,береза,береза
141,Kiefer[Baum]::N,сосна,сосна
142,Weide[Baum]::N,ива,ива
143,Tanne::N,ель,ель
144,Horn::N,рог,рог
145,Feder::N,перо,перо
146,Fell::N,шкура,шкура
147,Flügel::N,крыло,крыло
148,Klaue::N,коготь,коготь
149,Kralle::N,лапа,лапа
150,Schwanz::N,хвост,хвост
151,Ei::N,яйцо,яйцо
152,Nest::N,гнездо,гнездо
153,Bau::N,нора,нора
154,Tier::N,животное,животное
155,Herde::N,стадо,стадо
156,Kuh::N,корова,корова
157,Bulle::N,бык,бык
158,Pferd::N,лошадь,лошадь
159,Schaf::N,овца,овца
160,Schwein::N,свинья,свинья
161,Hund::N,собака,собака
162,Katze::N,кошка,кошка
163,Bär::N,медведь,медведь
164,Eichhörnchen::N,белка,белка
165,Elch::N,лось,лось
166,Fuchs::N,лиса,лиса
167,Hase::N,заяц,заяц
168,Maus::N,мышь,мышь
169,Wolf::N,волк,волк
170,Vogel::N,птица,птица
171,Schwarm::N,стая,стая
172,Huhn::N,курица,курица
173,Hahn::N,петух,петух
174,Gans::N,гусь,гусь
175,Adler::N,орел,орел
176,Ente::N,утка,утка
177,Eule::N,сова,сова
178,Kranich::N,журавль,журавль
179,Krähe::N,ворона,ворона
180,Kuckuck::N,кукушка,кукушка
181,Schwan::N,лебедь,лебедь
182,Fisch::N,рыба,рыба
183,Barsch::N,окунь,окунь
184,Hecht::N,щука,щука
185,Schlange[Tier]::N,змея,змея
186,Wurm::N,червяк,червяк
187,Spinne::N,паук,паук
188,Ameise::N,муравей,муравей
189,Laus::N,вошь,вошь
190,Mücke::N,комар,комар
191,Fliege::N,муха,муха
192,Schmetterling::N,бабочка,бабочка
193,Beere::N,ягода,ягода
194,Apfel::N,яблоко,яблоко
195,Pilz::N,гриб,гриб
196,Zwiebel::N,луковица,луковица
197,Saat::N,семя,семя
198,Korn::N,зерно,зерно
199,Heu::N,сено,сено
200,Schale::N,шелуха,шелуха
201,Grube::N,яма,яма
202,Falle::N,ловушка,ловушка
203,Schlinge::N,силок,силок
204,Spur::N,след,след
205,Asche::N,зола,зола
206,Asche::N,зола,пепел
207,Asche::N,пепел,зола
208,Asche::N,пепел,пепел
209,Dreck::N,грязь,грязь
210,Eisen::N,железо,железо
211,Gold::N,золото,золото
212,Silber::N,серебро,серебро
213,Kohle::N,уголь,уголь
214,Glas::N,стекло,стекло
215,Lehm::N,глина,глина
216,Sand::N,песок,песок
217,Mensch::N,человек,человек
218,Mann::N,мужчина,мужчина
219,Frau::N,женщина,женщина
220,Kind::N,ребенок,ребенок
221,Junge::N,мальчик,мальчик
222,Mädchen::N,девочка,девочка
223,Familie::N,семья,семья
224,Großvater::N,дедушка,дедушка
225,Großmutter::N,бабушка,бабушка
226,Eltern::N,родители,родители
227,Vater::N,отец,отец
228,Mutter::N,мать,мать
229,Sohn::N,сын,сын
230,Tochter::N,дочь,дочь
231,Bruder::N,брат,брат
232,Schwester::N,сестра,сестра
233,Onkel::N,дядя,дядя
234,Tante::N,тетя,тетя
235,Ehemann::N,муж,муж
236,Ehefrau::N,жена,жена
237,Freude::N,радость,радость
238,Gelächter::N,смех,смех
239,Glück::N,счастье,счастье
240,Kummer::N,горе,горе
241,Wunsch::N,желание,желание
242,Lust::N,влечение,влечение
243,Geist::N,дух,дух
244,Gedanke::N,мысль,мысль
245,Gedächtnis::N,память,память
246,Verstand::N,ум,ум
247,Sinn::N,смысл,смысл
248,Grund::N,повод,повод
249,Wahrheit::N,правда,правда
250,Gespräch::N,беседа,беседа
251,Märchen::N,сказка,сказка
252,Erzählung::N,рассказ,рассказ
253,Nachricht::N,сообщение,сообщение
254,Neuigkeit::N,новость,новость
255,Name::N,имя,имя
256,Rätsel::N,загадка,загадка
257,Rede::N,речь,речь
258,Sprache::N,язык,язык
259,Stimme::N,голос,голос
260,Wort::N,слово,слово
261,Zeichen::N,знак,знак
262,Ruf::N,зов,зов
263,Lärm::N,шум,шум
264,Laut::N,звук,звук
265,Ton::N,звучание,звучание
266,Lied::N,песня,песня
267,Ruhe::N,покой,покой
268,Leute::N,люди,люди
269,Volk::N,народ,народ
270,Arbeit::N,работа,работа
271,Gast::N,гость,гость
272,Geschenk::N,подарок,подарок
273,Spiel::N,игра,игра
274,Gesellschaft::N,общество,общество
275,Hilfe::N,помощь,помощь
276,Freund::N,друг,друг
277,Kamerad::N,приятель,приятель
278,Angelegenheit::N,дело,дело
279,Anzahl::N,количество,количество
280,Art::N,вид,вид
281,Stück::N,кусок,кусок
282,Teil::N,часть,часть
283,Hälfte::N,половина,половина
284,Kreis::N,круг,круг
285,Kreuz::N,крест,крест
286,Linie::N,линия,линия
287,Strich::N,черта,черта
288,Abstand::N,промежуток,промежуток
289,Entfernung::N,расстояние,расстояние
290,Gegend::N,местность,местность
291,Platz::N,пространство,пространство
292,Ort::N,место,место
293,Seite::N,сторона,сторона
294,Mitte::N,середина,середина
295,Gegenstand::N,предмет,предмет
296,Sache::N,вещь,вещь
297,Rand::N,край,край
298,Kante::N,ребро,ребро
299,Ecke::N,угол,угол
300,Spitze::N,кончик,кончик
301,Ende::N,конец,конец
302,Loch::N,дыра,дыра
303,Winkel::N,угол,угол
304,Muster::N,узор,узор
305,Größe::N,размер,размер
306,Länge::N,длина,длина
307,Höhe::N,высота,высота
308,Gewicht::N,вес,вес
309,Menge::N,количество,количество
310,Haufen::N,куча,куча
311,Reihe::N,ряд,ряд
312,Boot::N,лодка,лодка
313,Ruder::N,весло,весло
314,Schlitten::N,сани,сани
315,Ski::N,лыжа,лыжа
316,Lagerfeuer::N,костер,костер
317,Last::N,тяжесть,тяжесть
318,Gang::N,ход,ход
319,Schritt::N,шаг,шаг
320,Norden::N,север,север
321,Süden::N,юг,юг
322,Westen::N,запад,запад
323,Osten::N,восток,восток
324,Holz::N,древесина,древесина
325,Brett::N,доска,доска
326,Platte::N,плита,плита
327,Stütze::N,подпорка,подпорка
328,Stange::N,жердь,жердь
329,Stock::N,палка,палка
330,Stab::N,шест,шест
331,Rohr::N,труба,труба
332,Haus::N,дом,дом
333,Heim::N,дом,дом
334,Ofen::N,печь,печь
335,Fußboden::N,пол,пол
336,Tisch::N,стол,стол
337,Stuhl::N,стул,стул
338,Wiege::N,колыбель,колыбель
339,Bett::N,постель,постель
340,Regal::N,полка,полка
341,Kiste::N,ящик,ящик
342,Fenster::N,окно,окно
343,Tür::N,дверь,дверь
344,Tor::N,ворота,ворота
345,Zaun::N,забор,забор
346,Dach::N,крыша,крыша
347,Leiter::N,лестница,лестница
348,Besen::N,метла,метла
349,Spaten::N,лопата,лопата
350,Schaufel::N,совок,совок
351,Gabel::N,вилка,вилка
352,Löffel::N,ложка,ложка
353,Messer::N,нож,нож
354,Nagel::N,гвоздь,гвоздь
355,Netz::N,сеть,сеть
356,Haken::N,крюк,крюк
357,Griff::N,ручка,ручка
358,Schloss::N,замок,замок
359,Bild::N,картина,картина
360,Figur::N,фигура,фигура
361,Puppe::N,кукла,кукла
362,Beutel::N,мешок,мешок
363,Bündel::N,связка,связка
364,Tasche::N,сумка,сумка
365,Eimer::N,ведро,ведро
366,Deckel::N,крышка,крышка
367,Geschirr::N,посуда,посуда
368,Sack::N,мешок,мешок
369,Tasse::N,чашка,чашка
370,Topf::N,кастрюля,кастрюля
371,Kessel::N,котел,котел
372,Essen::N,еда,еда
373,Nahrung::N,пища,пища
374,Speise::N,блюдо,блюдо
375,Speise::N,блюдо,кушанье
376,Speise::N,кушанье,блюдо
377,Speise::N,кушанье,кушанье
378,Fleisch::N,мясо,мясо
379,Getreide::N,хлеб,хлеб
380,Brei::N,каша,каша
381,Brot::N,хлеб,хлеб
382,Scheibe::N,ломоть,ломоть
383,Fett::N,жир,жир
384,Butter::N,масло,масло
385,Öl::N,масло,масло
386,Salz::N,соль,соль
387,Suppe::N,суп,суп
388,Honig::N,мед,мед
389,Milch::N,молоко,молоко
390,Tee::N,чай,чай
391,Leder::N,кожа,кожа
392,Wolle::N,шерсть,шерсть
393,Stoff::N,ткань,ткань
394,Nadel::N,игла,игла
395,Faden::N,нитка,нитка
396,Knopf::N,пуговица,пуговица
397,Knoten::N,узел,узел
398,Farbe::N,краска,краска
399,Kleidung::N,одежда,одежда
400,Hemd::N,рубашка,рубашка
401,Kragen::N,воротник,воротник
402,Ärmel::N,рукав,рукав
403,Hose::N,брюки,брюки
404,Gürtel::N,пояс,пояс
405,Mütze::N,шапка,шапка
406,Schuh::N,ботинок,ботинок
407,Stiefel::N,сапог,сапог
408,Ring::N,кольцо,кольцо
409,Band::N,лента,лента
410,Kamm::N,расческа,расческа
411,Spiegel::N,зеркало,зеркало
412,Riemen::N,ремень,ремень
413,Schnur::N,веревка,веревка
414,Leine::N,поводок,поводок
415,Decke::N,одеяло,одеяло
416,Kissen::N,подушка,подушка
417,Tuch::N,платок,платок
418,Handtuch::N,полотенце,полотенце
419,Kraft::N,сила,сила
420,Stärke::N,крепость,крепость
421,Gesundheit::N,здоровье,здоровье
422,Krankheit::N,болезнь,болезнь
423,Schmerz::N,боль,боль
424,Wunde::N,рана,рана
425,Fieber::N,лихорадка,лихорадка
426,Fieber::N,лихорадка,температура
427,Fieber::N,температура,лихорадка
428,Fieber::N,температура,температура
429,Arznei::N,лекарство,лекарство
430,Brücke::N,мост,мост
431,Brunnen::N,колодец,колодец
432,Weide::N,пастбище,пастбище
433,Pfad::N,тропа,тропа
434,Weg::N,путь,путь
435,Weg::N,путь,дорога
436,Weg::N,дорога,путь
437,Weg::N,дорога,дорога
438,Straße::N,улица,улица
439,Straße::N,улица,дорога
440,Straße::N,дорога,улица
441,Straße::N,дорога,дорога
442,Dorf::N,деревня,деревня
443,Stadt::N,город,город
444,Brief::N,письмо,письмо
445,Buch::N,книга,книга
446,Buchstabe::N,буква,буква
447,Zeitung::N,газета,газета
448,Leben::N,жизнь,жизнь
449,Tod::N,смерть,смерть
450,Grab::N,могила,могила
451,Kirche::N,церковь,церковь
452,Sünde::N,грех,грех
453,Gott::N,бог,бог
454,Arbeiter::N,рабочий,рабочий
455,Chef::N,начальник,начальник
456,Meister::N,мастер,мастер
457,Arzt::N,врач,врач
458,Lehrer::N,учитель,учитель
459,Geld::N,деньги,деньги
460,Geschäft::N,занятие,занятие
461,Laden::N,магазин,магазин
462,Preis::N,цена,цена
463,Ware::N,товар,товар
464,Nutzen::N,выгода,выгода
465,Reichtum::N,богатство,богатство
466,Welt::N,мир,мир
467,Land::N,страна,страна
468,Staat::N,государство,государство
469,König::N,король,король
470,Macht::N,власть,власть
471,Grenze::N,граница,граница
472,Krieg::N,война,война
473,Feind::N,враг,враг
474,Gewalt::N,насилие,насилие
475,Kampf::N,борьба,борьба
476,Bogen[Waffe]::N,лук,лук
477,Pfeil::N,стрела,стрела
478,Gewehr::N,ружье,ружье
479,Fehler::N,ошибка,ошибка
480,Lüge::N,ложь,ложь
481,Schaden::N,вред,вред
482,Unglück::N,беда,беда
483,Schuld::N,вина,вина
484,Alter::N,возраст,возраст
485,Schluss::N,окончание,окончание
486,Zeit::N,время,время
487,Tag::N,день,день
488,Morgen::N,утро,утро
489,Mittag::N,полдень,полдень
490,Abend::N,вечер,вечер
