,Concept_ID,mdf,br
791,neun::NUM,ве́йхкса,nav
792,zehn::NUM,кемонь,dek
793,elf::NUM,кефкие,unnek
794,zwölf::NUM,кемгафтува,daouzek
795,zwanzig::NUM,комсь,ugent
796,dreißig::NUM,колмогемонь,tregont
797,vierzig::NUM,нильге́монь,daou-ugent
798,fünfzig::NUM,ве́дьгемонь,hanter-kant
799,sechzig::NUM,ко́дгемонь,tri-ugent
800,siebzig::NUM,сизьге́монь,dek ha tri-ugent
801,achtzig::NUM,ка́фксогемонь,pevar-ugent
802,neunzig::NUM,ве́йхксогемонь,dek ha pevar-ugent
803,hundert::NUM,сяда,kant
804,tausend::NUM,тёжянь,mil
805,und::CNJ,и,ha
806,und::CNJ,дъ,ha
807,oder::CNJ,или,pe
808,oder::CNJ,али,pe
809,stehen::V,а́щемс стя́да,bezañ a-sav
810,sitzen::V,ащемс озада,azezañ
811,sitzen::V,ащемс озада,bezañ en e goazez
812,liegen::V,ма́дозь а́щемс,bezañ en e c'hourvez
813,hängen::V,нюрьгомс,krougañ
814,werden::V,арамс,dazonet
815,werden::V,тиевомс,dazonet
816,passieren::V,лисэмс,c'hoarvezout
817,passieren::V,эвондамс,c'hoarvezout
818,beginnen::V,ушедомс,stagañ
819,enden::V,лоткамс,achuiñ
820,wechseln::V,по́лафнемс,cheñch
821,aufgehen[Sonne]::V,стямс,dirouzañ
822,aufgehen[Sonne]::V,лисемс,dirouzañ
823,untergehen[Sonne]::V,валгомс,
824,scheinen[Sonne]::V,ва́лдоптомс,lugernañ
825,donnern::V,торамс,taranal
826,wehen::V,уфа́мс,c'hwezhañ
827,strömen::V,шудемс,deredek
828,fließen::V,шудемс,redek
829,sich drehen::V,шаромс,troiñ
830,schwanken::V,якамс,trantellat
831,schwingen::V,люксемс,froumal
832,schwingen::V,нюрьсемс,froumal
833,fallen::V,прамс,kouezhañ
834,fallen::V,прашендомс,kouezhañ
835,brennen::V,паломс,deviñ
836,rauchen::V,качадомс,divogedañ
837,regnen::V,пиземс,glavañ
838,gefrieren::V,эйндамс,reviñ
839,gefrieren::V,кельмомс,reviñ
840,tauen::V,соламс,diskornañ
841,schmelzen::V,соламс,teuziñ
842,trocknen::V,коськомс,sec'hañ
843,sieden::V,лакамс,berviñ
844,faulen::V,наксадомс,breinañ
845,verfaulen::V,наксадомс,breinañ
846,reißen::V,сязевомс,darnaouiñ
847,versinken::V,ваямс,sodellañ
848,vergehen::V,ётамс,tremen
849,erscheinen::V,эвондамс,donet war-wel
850,verschwinden::V,юма́мс,monet diwar wel
851,sinken::V,валгомс,en em izelat
852,abnehmen::V,киремс,nebeutaat
853,zunehmen::V,ламокстомс,kreskiñ
854,zunehmen::V,рашнемс,kreskiñ
855,steigen::V,кеподемс,sevel
856,wachsen::V,касомс,kreskiñ
857,glänzen::V,цинзелдомс,lugernañ
858,glänzen::V,цифордомс,lugernañ
859,funkeln::V,ци́фтордомс,elieniñ
860,lärmen::V,жалнамс,rabotat
861,läuten::V,гайфтемс,
862,klingeln::V,гайфтемс,
863,klirren::V,ка́нзеркшнемс,diridignat
864,klirren::V,ка́нзеркшнемс,sterlinkañ
865,brausen::V,жоледемс,gwegal
866,rauschen::V,вжнамс,trouzal
867,rauschen::V,гамнамс,trouzal
868,klingen::V,кайгомс,seniñ
869,bellen::V,ува́мс,harzhal
870,heulen::V,сувомс,yudal
871,heulen::V,урнамс,yudal
872,blasen::V,уфа́мс,c'hwezhañ
873,pfeifen::V,вяшкомс,c'hwitellat
874,schreien::V,пешкодомс,huchal
875,stöhnen::V,куфцемс,hirvoudiñ
876,zittern::V,таромс,krenañ
877,leben::V,эрямс,bevañ
878,geboren werden::V,шачемс,genel
879,atmen::V,ажнамс,tennañ e anal
880,trinken::V,симомс,evañ
881,essen::V,ярхцамс,debriñ
882,schlucken::V,нилемс,lonkañ
883,müde werden::V,сиземс,skuizhañ
884,einschlafen::V,матодовомс,menel kousket
885,schlafen::V,удомс,kousket
886,aufwachen::V,съргоземс,dihuniñ
887,aufstehen::V,стямс,sevel
888,sich erholen::V,ваймосемс,diskuizhañ
889,krank werden::V,сярядькстомс,klañviñ
890,krank sein::V,сярядемс,bezañ klañv
891,schmerzen::V,сярядемс,skourjezañ
892,husten::V,козомс,pasaat
893,husten::V,козомс,peudal
894,genesen::V,пъ́чкамс,pareañ
895,sterben::V,куломс,mervel
896,umkommen::V,юма́мс,perisañ
897,sich bewegen::V,шаштомс,bouljal
898,sich rühren::V,сърхка́мс,fiñval
899,sich erheben::V,стямс,sevel
900,sich setzen::V,озамс,azezañ
901,sich setzen::V,озамс,mont en e goazez
902,hinfallen::V,прамс,kouezhañ
903,hinfallen::V,сяворемс,kouezhañ
904,laufen::V,якамс,redek
905,schreiten::V,молемс,kerzhet
906,schreiten::V,аськолямс,kerzhet
907,spazierengehen::V,якамс,pourmen
908,eilen::V,эряскодомс,hastañ
909,sich beeilen::V,эряскодомс,hastañ
910,sausen::V,лиемс,karzhañ
911,rennen::V,арнемс,redek
912,springen::V,комотнемс,lammat
913,klettern::V,ку́цемс,krimpat
914,schaukeln::V,нюрямс,brañsellat
915,kriechen::V,шаштомс комада,skrampañ
916,schwimmen::V,уемс,neuial
917,tauchen::V,юпиемс,splujañ
918,tauchen::V,чёпафнемс,splujañ
919,rudern::V,па́немс ве́неж,roeñvat
920,fahren::V,ардомс,kas
921,fahren::V,ардомс,bleniañ
922,fliegen::V,лиемс,nijal
923,gehen::V,молемс,mont
924,weggehen::V,тумс,mont kuit
925,abfahren::V,тумс,mont kuit
926,anhalten::V,лоткамс,chom a-sav
927,hineingehen::V,сува́мс,monet e-barzh
928,eintreten::V,сува́мс,monet e-barzh
929,kommen::V,самс,dont
930,ankommen::V,самс,erruout
931,ankommen::V,пачкодемс,erruout
932,zurückkommen::V,мърдамс,addonet
933,bleiben::V,иля́домс,chom
934,warten::V,учемс,gortoz
935,erwarten::V,учемс,gortoz
936,suchen::V,вешемс,klask
937,finden::V,мумс,kavout
938,versuchen::V,варчсемс,klask
939,vorbereiten::V,анокламс,aozañ
940,lieben::V,кельгомс,karout
941,mögen::V,кельгомс,karout
942,lachen::V,рахамс,c'hoarzin
943,lachen::V,рахсемс,c'hoarzin
944,rühren::V,токамс седи,tenerañ
945,weinen::V,авардемс,gouelañ
946,schimpfen::V,сюцемс,krozal
947,sich ärgern::V,кяжиямс,fachañ
948,sich ärgern::V,кяжиямс,en em fachañ
949,sich fürchten::V,пелемс,
950,fürchten::V,пелемс,
951,fliehen::V,ворьгодемс,tec'het
952,flüchten::V,ша́домс,tuzañ
953,flüchten::V,во́рьгодемс,tuzañ
954,sehen::V,няемс,gwelet
955,anschauen::V,ваномс,sellout ouzh
956,ansehen::V,ваномс,sellout ouzh
957,hören::V,марямс,klevet
958,zuhören::V,ку́лхдоньомс,selaou
959,probieren::V,варжамс,blasa
960,riechen::V,никса́мс,klevet
961,fühlen::V,марямс,santout
962,scheinen::V,ня́евомс,diskouez bezañ
963,zu sehen sein::V,ня́евомс,bezañ gwelus
964,vernehmen::V,марямс,merzhañ
965,frieren::V,паломс,anoued
966,frieren::V,кельмомс,anoued
967,tun::V,тиемс,ober
968,können::V,маштомс,gouzout
969,wollen::V,-не-,fellout da
970,wollen::V,-не-,kaout c'hoant da
971,anfangen::V,ушедомс,kregiñ
972,beenden::V,аде́ламс,achuiñ
973,aufhören::V,лоткамс,paouez
974,gelingen::V,удалакшнемс,
975,geraten::V,лисемс,
976,öffnen::V,панжемс,digeriñ
977,schließen::V,сёлгомс,serriñ
978,stellen::V,путомс,lakaat
979,setzen::V,озафнемс,lakaat
980,setzen::V,озавтнемс,lakaat
981,legen::V,путомс,lakaat
982,berühren::V,токамс,touch
983,verbinden::V,сотомс,eren
984,bedecken::V,комачамс,goloiñ
985,bedecken::V,вельхтямс,goloiñ
986,aufhängen::V,повфтамс,istribilhañ
987,anzünden::V,крьвя́стемс,alumiñ
988,anzünden::V,крьвя́стемс,c'hwezzañ
989,aufheben::V,кеподемс,dastum
990,aufheben::V,касфтомс,dastum
991,zurücklassen::V,ка́домс,lezel
992,verlieren::V,юма́фтомс,koll
993,fallen lassen::V,прафтомс,laoskel
994,fallen lassen::V,прафтомс,lezel da gouezhel
995,machen::V,тиемс,ober
996,herstellen::V,анокламс,fardañ
997,bauen::V,путомс,sevel
998,reparieren::V,петемс,adaozañ
999,verbessern::V,цебярьгофтомс,gwellaat
1000,ändern::V,полафтомс,cheñch
1001,graben::V,шу́вомс,kleuzañ
1002,graben::V,та́ргамс,kleuzañ
1003,beugen::V,мяндемс,plegañ
1004,biegen::V,комафтомс,krommañ
1005,drehen::V,шо́вамс,treiñ
1006,drehen::V,ша́рфнемс,treiñ
1007,wenden::V,ша́рфтомс,treiñ
1008,umdrehen::V,шарфтомс,treiñ
1009,heben::V,ке́подемс,sevel
1010,hochheben::V,ке́подемс,sevel
1011,hochheben::V,ка́сфтомс,sevel
1012,ergreifen::V,фатямс,kemer
1013,halten::V,кирдемс,dalc'hen
1014,drücken::V,люпшта́мс,bountañ
1015,schieben::V,шашфтомс,poulzañ
1016,kratzen::V,а́нгорямс,skrabat
1017,kratzen::V,киськоря́мс,skrabat
1018,lecken::V,нолсемс,lipat
1019,beißen::V,сускомс,kregiñ
1020,abreißen::V,сяземс,diframmañ
1021,abschneiden::V,керомс,troc'hañ
1022,binden::V,сотомс,stagañ
1023,stecken::V,сялгомс,sankañ
1024,brechen::V,си́ннемс,darnaouiñ
1025,brechen::V,ка́лафтомс,darnaouiñ
1026,klopfen::V,чакамс,skoiñ
1027,klopfen::V,чакиемс,skoiñ
1028,hauen::V,шавомс,dornañ
1029,hauen::V,пиксомс,dornañ
1030,kleben::V,пе́тфнемс,pegañ
1031,reiben::V,шо́вамс,taravat
1032,reiben::V,шо́вамс,trekiñ
1033,streichen::V,вадемс,toazañ
1034,schleifen::V,шо́вамс,lemmañ
1035,schneiden::V,керомс,troc'hañ
1036,rütteln::V,та́рфтомс,tordorosañ
1037,schütteln::V,шука́демс,hejañ
1038,schwenken::V,яфодемс,
1039,schütten::V,каямс,diskargañ
1040,schütten::V,нюрьхтя́мс,diskargañ
1041,füllen::V,пяшкодемс,kargañ
1042,einwickeln::V,тапардамс,gronnañ
1043,tragen::V,кандомс,dougen
1044,schleppen::V,ускомс,stlejal
1045,ziehen::V,ускомс,sachañ
1046,aufbewahren::V,ванфтомс,miret
1047,werfen::V,ёрямс,teuler
1048,fangen::V,кунда́мс,tapañ
1049,packen::V,фатямс,krapat
1050,verstecken::V,кяшемс,kuzhat
1051,teilen::V,явомс,rannañ
1052,schicken::V,кучемс,kas
1053,bringen::V,кандомс,degas
1054,bringen::V,пачфтемс,degas
1055,hinzufügen::V,пу́томс та́га,lakat ouzhpenn
1056,hinzufügen::V,ма́ксомс та́га,lakat ouzhpenn
1057,bekommen::V,сявомс,kaout
1058,erhalten::V,сявомс,kaout
1059,nehmen::V,сявомс,kemer
1060,wählen::V,ко́чкамс,choaz
1061,auswählen::V,кочкамс,dibab
1062,bewahren::V,ванфтомс,mirout
1063,behindern::V,шорямс,diaezañ
1064,verderben::V,коламс,lovrañ
1065,verderben::V,гастямс,lovrañ
1066,beschädigen::V,тиендемс зиян,gwallegañ
1067,zerbrechen::V,тапамс,torriñ
1068,zerreißen::V,сяземс,diroegiñ
1069,zerstören::V,ка́лафтомс,distrujañ
1070,verbrennen::V,пълхта́мс,deviñ
1071,geben::V,ма́ксомс,reiñ
1072,reichen::V,максомс,
1073,schenken::V,каземс,donezonañ
1074,versprechen::V,ма́ксомс вал,prometiñ
1075,wünschen::V,арьсемс,hetiñ
1076,loben::V,шна́мс,feurmiñ
1077,küssen::V,палсемс,pokat
1078,wiegen::V,нюря́фтомс,pouezañ
1079,zudecken::V,вельхтямс,goloiñ
1080,wecken::V,стя́фтомс,dihuniñ
1081,wecken::V,съ́ргозьфтемс,dihuniñ
1082,zeigen::V,няфтемс,diskouez
1083,führen::V,вятемс,kas
1084,lehren::V,тонафтомс,deskiñ
1085,unterrichten::V,тонафтомс,kelenn
1086,aufziehen::V,касфтомс,
1087,leiten::V,вятемс,bleinañ
1088,antreiben::V,вятемс,poulzañ
1089,lassen::V,кошардомс,leuskel
1090,einladen::V,тердемс,pediñ
1091,einladen::V,серьгядемс,pediñ
1092,vereinigen::V,пуроптомс,unisañ
1093,vereinigen::V,кочкамс марса,unisañ
1094,besuchen::V,варжамс,gweladenniñ
1095,treffen::V,васьфтомс,kejal
1096,treffen::V,васьфтомс,ankontrañ
1097,sich versammeln::V,кочкавомс,bodennañ
1098,spielen::V,налхксемс,c'hoari
1099,singen::V,морамс,kanañ
1100,tanzen::V,кштимс,dañsal
1101,sich trennen::V,явомс,dispartiañ
1102,verlassen::V,кадондомс,lezel
1103,retten::V,идемс,saveteiñ
1104,retten::V,араламс,saveteiñ
1105,bewachen::V,ваномс,mesa
1106,schützen::V,а́раламс,diwall
1107,verteidigen::V,а́раламс,difenn
1108,sich schlagen::V,тюремс,lopañ
1109,schießen::V,ляцемс,
1110,siegen::V,сяськомс,trec'hiñ
1111,ärgern::V,кяжияфтомс,hegasiñ
1112,schlagen::V,токамс,skeiñ
1113,treten::V,тапамс,botaouiñ
1114,stechen::V,пупамс,pikat
1115,stechen::V,сялгомс,pikat
1116,stoßen::V,тостядемс,stokañ
1117,stehlen::V,саламс,laerezh
1118,stören::V,шорсемс,direnkañ
1119,belästigen::V,токсамс,dregasiñ
1120,belästigen::V,аф кадомс ваймама,dregasiñ
1121,verbergen::V,кяшемс,skoachañ
1122,täuschen::V,васькафтомс,tromplañ
1123,täuschen::V,кяльготнемс,tromplañ
1124,betrügen::V,васькафнемс,lorbañ
1125,töten::V,шавомс,lazhañ
1126,töten::V,аде́ламс,lazhañ
1127,wohnen::V,эрямс,bezañ o chom
1128,arbeiten::V,покодемс,labourat
1129,sammeln::V,кочкамс,dastum
1130,sammeln::V,пу́роптомс,dastum
1131,pflücken::V,фатнемс,kuntuilhañ
1132,pflücken::V,нотфнемс,kuntuilhañ
1133,jagen::V,кунда́мс,chaseal
1134,fischen::V,калонь кунда́мс,pesketa
1135,fassen::V,кунда́мс,pakañ
1136,hüten::V,ваномс,geota
1137,treiben::V,панемс,
1138,anbinden::V,сотомс,stagañ
1139,füttern::V,трямс,boueta
1140,füttern::V,а́ндомс,boueta
1141,melken::V,потямс,goro
1142,hacken::V,лазондомс,difrakal
1143,gießen::V,валомс,dourañ
1144,reifen::V,кенеремс,azviñ
1145,zubereiten::V,анокламс,keginañ
1146,kochen::V,пидемс,poazhañ
1147,backen::V,пидемс,fritañ
1148,braten::V,пуштомс,rostañ
1149,umrühren::V,шорямс,
1150,stricken::V,кодамс,stammañ
1151,nähen::V,стамс,gwriat
1152,färben::V,а́рхтомс,livañ
1153,reinigen::V,ва́ткамс,naetañ
1154,reinigen::V,а́роптомс,naetañ
1155,waschen::V,муськомс,gwalc'hiñ
1156,abwischen::V,нардамс,torchañ
1157,spülen::V,оргалдомс,disgwalc'hiñ
1158,fegen::V,тяемс,skubañ
1159,kehren::V,тяемс,skubañ
1160,baden::V,э́шелямс,kouronkañ
1161,sich waschen::V,штамс,en em walc'hiñ
1162,ausziehen::V,кайсефтемс,
1163,anziehen::V,ща́фтомс,
1164,sich anziehen::V,щамс,gwiskañ
1165,kämmen::V,се́ендемс,kribat
1166,schmücken::V,на́ряжамс,kinklañ
1167,schmücken::V,ма́зоптомс,kinklañ
1168,sagen::V,азомс,larêt
1169,sagen::V,азомс,lavaret
1170,sagen::V,мярьгомс,larêt
1171,sagen::V,мярьгомс,lavaret
1172,sprechen::V,корхтамс,komz
1173,reden::V,корхнемс,kaozeal
1174,sich unterhalten::V,корхнемс,balbotal
1175,fragen::V,ки́зефтемс,goulenn
1176,bitten::V,а́намс,goulenn
1177,bitten::V,ве́шемс,goulenn
1178,erzählen::V,а́зондомс,kontañ
1179,mitteilen::V,азомс,kemenn
1180,nennen::V,лемдемс,anviñ
1181,nennen::V,путомс лем,anviñ
1182,rufen::V,серьгядемс,gelver
1183,prahlen::V,шна́фтомс пря́,fougeal
1184,übersetzen::V,ётафтомс,treiñ
1185,denken::V,арьсемс,soñjal
1186,glauben::V,кемамс,krediñ
1187,bemerken::V,ня́емс,apresevañ
1188,erkennen::V,содамс,anavout
1189,begreifen::V,сатомс,meizañ
1190,verstehen::V,шарьхкодемс,kompren
1191,lernen::V,тонафнемс,deskiñ
1192,wissen::V,со́дамс,gouzout
1193,sich erinnern an::V,лятфтамс,kaout soñj e
1194,vergessen::V,юкстамс,ankouaat
1195,messen::V,ункснемс,muzuliañ
1196,zählen::V,лу́вомс,kontañ
1197,zählen::V,а́рьсемс,kontañ
1198,rechnen::V,лувомс,jedañ
1199,lesen::V,лувомс,lenn
1200,lesen::V,морафтомс,lenn
1201,malen::V,рисова́ндамс,livañ
1202,zeichnen::V,рисова́ндамс,tresañ
1203,schreiben::V,сёрмадомс,skrivañ
1204,besitzen::V,улемс азоркс,kaout
1205,kaufen::V,рамамс,prenañ
1206,verkaufen::V,мимс,gwerzhañ
1207,bezahlen::V,пандомс,paeañ
1208,zahlen::V,па́ндомс,paeañ
1209,beherrschen::V,азорондамс,mestroniañ
1210,ertragen::V,кирдемс,anduriñ
1211,Netz::N,,roued
