,Concept_ID,hi,az
116,Welle::N,तरंग,dalğa
117,Wasser::N,जल,su
118,Wasser::N,पानी,su
119,Stein::N,पत्थर,daş
120,Boden::N,मिट्टी,yer
121,Boden::N,मिट्टी,zəmin
122,Erde::N,भूमि,yer torpaq
123,Erde::N,ज़मीन,yer torpaq
124,Staub::N,धूल,toz
125,Rauch::N,धूआँ,tüstü
126,Rauch::N,धुम्र,tüstü
127,Funke::N,चिनगारी,qığılcım
128,Funke::N,स्फुलिंग,qığılcım
129,Feuer::N,आग,od
130,Feuer::N,आतिश,od
131,Feuer::N,अग्नि,od
132,Licht::N,रोशनी,işıq
133,Licht::N,प्रकाश,işıq
134,Schatten::N,छाया,kölgə
135,Schatten::N,परछाई,kölgə
136,Wetter::N,ऋतु,hava
137,Wetter::N,मौसम,hava
138,Nebel::N,धुँध,duman
139,Nebel::N,कुहरा,duman
140,Wolke::N,मेघ,bulud
141,Wolke::N,अभ्र,bulud
142,Regen::N,मेंह,yağış
143,Regen::N,मेंह,yağmur
144,Regen::N,बारिश,yağış
145,Regen::N,बारिश,yağmur
146,Schnee::N,हिम,qar
147,Schnee::N,बर्फ़,qar
148,Eis::N,हिम,buz
149,Eis::N,बर्फ़,buz
150,Frost::N,ठंड,ayaz
151,Kälte::N,सर्दी,soyuq
152,Kälte::N,शीतलता,soyuq
153,Hitze::N,ताप,coşğunluq
154,Hitze::N,गरमी,coşğunluq
155,Raureif::N,पाला,qırov
156,Regenbogen::N,इंद्र-धनुष,göy qurşağı
157,Donner::N,गरज,göy gurultusu
158,Donner::N,मेघ-गर्जन,göy gurultusu
159,Strömung::N,बहाव,axın
160,Strömung::N,प्रवाह,axın
161,Tropfen::N,बूँद,damcı
162,Schaum::N,झाग,köpük
163,Schmutz::N,गंद,çamır
164,Schmutz::N,कीचड़,çamır
165,See::N,झील,göl
166,See::N,सरोवर,göl
167,Sumpf::N,दलदल,bataqlıq
168,Sumpf::N,धँसान,bataqlıq
169,Moor::N,झाबर,bataqlıq
170,Moor::N,धँसान,bataqlıq
171,Wiese::N,घास-स्थल,çəmən
172,Wald::N,जंगल,meşə
173,Hügel::N,टीला,təpə
174,Hügel::N,पहाड़,təpə
175,Anhöhe::N,टीला,təpə
176,Anhöhe::N,पहाड़ी,təpə
177,Berg::N,पहाड़,dağ
178,Gipfel::N,शिखर,zirvə
179,Höhle::N,गुहा,mağara
180,Höhle::N,गुफ़ा,mağara
181,Abhang::N,ढाल,yamac
182,Abhang::N,ढलान,yamac
183,Quelle::N,चश्मा,bulaq
184,Bach::N,सोता,kiçik çay
185,Bach::N,नदिका,kiçik çay
186,Fluss::N,नदी,çay
187,Fluss::N,सरिता,çay
188,Ufer::N,तट,kənar
189,Ufer::N,किनारा,kənar
190,Küste::N,समुद्र-तट,sahil
191,Festland::N,महाद्वीप,materik
192,Meer::N,सागर,dəniz
193,Meer::N,समुद्र,dəniz
194,Bucht::N,खाड़ी,körfəz
195,Insel::N,टापू,ada
196,Insel::N,द्वीप,ada
197,Blume::N,फूल,çiçək
198,Blume::N,पुष्प,çiçək
199,Gras::N,घास,ot
200,Wurzel::N,मूल,kök
201,Baum::N,पेड़,ağac
202,Baum::N,वृक्ष,ağac
203,Stamm::N,धड़,gövdə
204,Rinde::N,छाल,qabıq
205,Rinde::N,वल्कल,qabıq
206,Ast::N,डाल,şax
207,Ast::N,शाखा,şax
208,Zweig::N,टहनी,budaq
209,Blatt::N,पत्र,yarpaq
210,Blatt::N,पत्ता,yarpaq
211,Birke::N,भूर्ज,tozağacı
212,Kiefer[Baum]::N,पाइन-वृक्ष,şam
213,Weide[Baum]::N,बेंत,söyüd
214,Tanne::N,फ़र,küknar
215,Horn::N,सींग,buynuz
216,Horn::N,विषाण,buynuz
217,Feder::N,पर,tük
218,Feder::N,पर,lələk
219,Feder::N,पंख,tük
220,Feder::N,पंख,lələk
221,Fell::N,खाल,xəz
222,Fell::N,पशु-चर्म,xəz
223,Flügel::N,पंख,qanad
224,Flügel::N,डैना,qanad
225,Klaue::N,पंजा,pəncə
226,Kralle::N,पंजा,dırnaq
227,Kralle::N,नाख़ून,dırnaq
228,Schwanz::N,पूँछ,quyruq
229,Ei::N,अंडा,yumurta
230,Nest::N,नीड़,yuva
231,Nest::N,घोंसला,yuva
232,Bau::N,बिल,yuva
233,Bau::N,माँद,yuva
234,Tier::N,पशु,heyvan
235,Tier::N,जानवर,heyvan
236,Herde::N,गल्ला,sürü
237,Kuh::N,गौ,inək
238,Kuh::N,गाय,inək
239,Bulle::N,साँड़,öküz
240,Pferd::N,अश्व,at
241,Pferd::N,घोड़ा,at
242,Schaf::N,भेड़,qoyun
243,Schwein::N,शूकर,donuz
244,Hund::N,श्वान,it
245,Hund::N,श्वान,köpək
246,Hund::N,कुत्ता,it
247,Hund::N,कुत्ता,köpək
248,Katze::N,बिल्ली,pişik
249,Bär::N,रीछ,ayı
250,Bär::N,भालू,ayı
251,Eichhörnchen::N,गिलहरी,dələ
252,Elch::N,एल्क,sığın
253,Fuchs::N,लोमड़ी,tülkü
254,Hase::N,खरहा,dovşan
255,Hase::N,ख़रगोश,dovşan
256,Maus::N,मूष,siçan
257,Maus::N,चूहा,siçan
258,Wolf::N,वृक,qurd
259,Wolf::N,भेड़िया,qurd
260,Vogel::N,पक्षी,quş
261,Vogel::N,चिड़िया,quş
262,Schwarm::N,झुंड,sürü
263,Huhn::N,मुर्ग़ी,toyuq
264,Hahn::N,मुर्ग़ा,xoruz
265,Gans::N,हंस,qaz
266,Gans::N,हंसिनी,qaz
267,Adler::N,उक़ाब,qartal
268,Adler::N,उक़ाब,qaraquş
269,Ente::N,बतख़,ördək
270,Ente::N,बत्तक,ördək
271,Eule::N,उल्लू,bayquş
272,Kranich::N,सारस,durna
273,Kranich::N,क्रौंंच,durna
274,Krähe::N,काक,qarğa
275,Kuckuck::N,कोयल,ququ
276,Kuckuck::N,कोकिल,ququ
277,Schwan::N,हंस,qu quşu
278,Schwan::N,मराल,qu quşu
279,Fisch::N,मछली,balıq
280,Fisch::N,मत्स्य,balıq
281,Barsch::N,पर्च,tar
282,Hecht::N,पाइक,durnabalığı
283,Schlange[Tier]::N,सर्प,ilan
284,Wurm::N,कृमि,qurd
285,Wurm::N,कीड़ा,qurd
286,Spinne::N,लूता,hörümçək
287,Spinne::N,मकड़ी,hörümçək
288,Ameise::N,चींटी,qarışqa
289,Laus::N,जूँ,bit
290,Mücke::N,डाँस,ağcaqanad
291,Fliege::N,मक्खी,milçək
292,Fliege::N,मक्षिका,milçək
293,Schmetterling::N,तितली,kəpənək
294,Beere::N,बेरी,gilə
295,Apfel::N,सेब,alma
296,Pilz::N,खुंबी,göbələk
297,Zwiebel::N,प्याज़,soğan
298,Saat::N,बीज,əkin
299,Korn::N,दाना,taxıl
300,Heu::N,मूखी घास,quru ot
301,Schale::N,बकला,qabıq
302,Schale::N,छिलका,qabıq
303,Grube::N,गड्ढा,çuxur
304,Falle::N,जाल,tələ
305,Falle::N,जाल,duzaq
306,Falle::N,फँदा,tələ
307,Falle::N,फँदा,duzaq
308,Schlinge::N,फँदा,ilmək
309,Spur::N,सुराग़,iz
310,Spur::N,पद-चिह्न,iz
311,Asche::N,राख,kül
312,Dreck::N,मैल,kir
313,Dreck::N,गंदगी,kir
314,Eisen::N,लोहा,dəmir
315,Gold::N,सोना,altun
316,Gold::N,स्वर्ण,altun
317,Silber::N,रजत,gümüş
318,Silber::N,चाँदी,gümüş
319,Kohle::N,कोयला,kömür
320,Glas::N,काँच,şüşə
321,Lehm::N,चिकनी मिट्टी,gil
322,Lehm::N,चिकनी मिट्टी,palçıq
323,Sand::N,रेत,qum
324,Sand::N,बालू,qum
325,Mensch::N,मानव,adam
326,Mensch::N,मानव,insan
327,Mensch::N,इनसान,adam
328,Mensch::N,इनसान,insan
329,Mensch::N,मनुष्य,adam
330,Mensch::N,मनुष्य,insan
331,Mann::N,आदमी,kişi
332,Mann::N,पुरुष,kişi
333,Frau::N,औरत,qadın
334,Frau::N,महिला,qadın
335,Frau::N,स्त्री,qadın
336,Kind::N,बाल,uşaq
337,Kind::N,बच्चा,uşaq
338,Junge::N,लड़का,oğlan
339,Mädchen::N,लड़की,qız
340,Mädchen::N,कुमारी,qız
341,Familie::N,परिवार,ailə
342,Großvater::N,दादा,baba
343,Großmutter::N,नानी,nənə
344,Eltern::N,माँ-बाप,valideyn
345,Eltern::N,माता-पिता,valideyn
346,Vater::N,बाप,ata
347,Vater::N,पिता,ata
348,Mutter::N,माँ,ana
349,Mutter::N,माता,ana
350,Sohn::N,बेटा,oğul
351,Sohn::N,पुत्र,oğul
352,Tochter::N,बेटी,qız
353,Tochter::N,पुत्री,qız
354,Bruder::N,भाई,qardaş
355,Bruder::N,भ्राता,qardaş
356,Schwester::N,बहन,bacı
357,Schwester::N,भगिनी,bacı
358,Onkel::N,ताऊ,əmi
359,Onkel::N,ताऊ,dayı
360,Onkel::N,काका,əmi
361,Onkel::N,काका,dayı
362,Tante::N,बूआ,bibi
363,Tante::N,फूफी,bibi
364,Tante::N,ख़ाला,bibi
365,Ehemann::N,पति,ər
366,Ehemann::N,शौहर,ər
367,Ehefrau::N,बीवी,arvad
368,Freude::N,आनंद,nəşə
369,Freude::N,आनंद,sevinc
370,Freude::N,प्रसन्नता,nəşə
371,Freude::N,प्रसन्नता,sevinc
372,Gelächter::N,हँसी,gülüş
373,Gelächter::N,हँसी,qəhqəhə
374,Gelächter::N,क़हक़हा,gülüş
375,Gelächter::N,क़हक़हा,qəhqəhə
376,Glück::N,आनंद,səadət
377,Glück::N,आनंद,xoşbəxtlik
378,Glück::N,ख़ुशी,səadət
379,Glück::N,ख़ुशी,xoşbəxtlik
380,Kummer::N,शोक,qəm
381,Kummer::N,शोक,kədər
382,Kummer::N,दुःख,qəm
383,Kummer::N,दुःख,kədər
384,Wunsch::N,इच्छा,arzu
385,Wunsch::N,अभिलाषा,arzu
386,Lust::N,चाह,həvəs
387,Lust::N,कामना,həvəs
388,Geist::N,जान,ruh
389,Geist::N,प्राण,ruh
390,Gedanke::N,विचार,fikir
391,Gedanke::N,विचार,düşüncə
392,Gedächtnis::N,याददाश्त,xatir
393,Gedächtnis::N,याददाश्त,hafizə
394,Gedächtnis::N,स्मरण-शक्ति,xatir
395,Gedächtnis::N,स्मरण-शक्ति,hafizə
396,Verstand::N,समझ,ağıl
397,Verstand::N,अक़्ल,ağıl
398,Verstand::N,बुद्धि,ağıl
399,Sinn::N,अर्थ,məna
400,Grund::N,वजह,səbəb
401,Grund::N,कारण,səbəb
402,Wahrheit::N,सत्य,haqq
403,Wahrheit::N,सत्य,doğruluq
404,Wahrheit::N,सच्चाई,haqq
405,Wahrheit::N,सच्चाई,doğruluq
406,Gespräch::N,चर्चा,söhbət
407,Gespräch::N,चर्चा,qonuşma
408,Gespräch::N,वार्ता,söhbət
409,Gespräch::N,वार्ता,qonuşma
410,Gespräch::N,बात-चीत,söhbət
411,Gespräch::N,बात-चीत,qonuşma
412,Märchen::N,क़िस्सा,nağıl
413,Erzählung::N,कथा,hekayə
414,Erzählung::N,कहानी,hekayə
415,Nachricht::N,सूचना,xəbər
416,Nachricht::N,समाचार,xəbər
417,Neuigkeit::N,ख़बर,xəbər
418,Neuigkeit::N,ख़बर,yenilik
419,Neuigkeit::N,समाचार,xəbər
420,Neuigkeit::N,समाचार,yenilik
421,Name::N,नाम,ad
422,Rätsel::N,पहेली,tapmaca
423,Rede::N,वचन,nitq
424,Rede::N,भाषण,nitq
425,Sprache::N,भाषा,dil
426,Sprache::N,ज़बान,dil
427,Stimme::N,स्वर,səs
428,Stimme::N,आवाज़,səs
429,Wort::N,शब्द,söz
430,Wort::N,शब्द,kəlmə
431,Wort::N,लफ़्ज़,söz
432,Wort::N,लफ़्ज़,kəlmə
433,Zeichen::N,निशान,nişan
434,Ruf::N,पुकार,çığırtı
435,Ruf::N,आह्वान,çığırtı
436,Lärm::N,शोर,gurultu
437,Lärm::N,हुल्लड़,gurultu
438,Laut::N,स्वर,səs
439,Laut::N,ध्वनि,səs
440,Ton::N,सुर,ton
441,Ton::N,स्वर,ton
442,Lied::N,गीत,mahnı
443,Ruhe::N,आराम,sakitlik
444,Ruhe::N,ख़ामोशी,sakitlik
445,Leute::N,लोग,xalq
446,Volk::N,क़ौम,millət
447,Volk::N,प्रजा,millət
448,Arbeit::N,काम,iş
449,Arbeit::N,काम,əmək
450,Gast::N,अतिथि,qonaq
451,Gast::N,अतिथि,müsafir
452,Gast::N,मेहमान,qonaq
453,Gast::N,मेहमान,müsafir
454,Geschenk::N,उपहार,hədiyyə
455,Geschenk::N,तोहफ़ा,hədiyyə
456,Spiel::N,खेल,oyun
457,Spiel::N,खेल,tamaşa
458,Spiel::N,क्रीड़ा,oyun
459,Spiel::N,क्रीड़ा,tamaşa
460,Gesellschaft::N,साथ,cəmiyyet
461,Hilfe::N,मदद,kömək
462,Hilfe::N,मदद,yardım
463,Hilfe::N,सहायता,kömək
464,Hilfe::N,सहायता,yardım
465,Freund::N,मित्र,dost
466,Kamerad::N,साथी,yoldaş
467,Kamerad::N,कामरेड,yoldaş
468,Angelegenheit::N,बात,iş
469,Angelegenheit::N,मामला,iş
470,Anzahl::N,तादाद,say
471,Anzahl::N,संख्या,say
472,Art::N,तरह,çeşid
473,Art::N,क़िस्म,çeşid
474,Stück::N,फाँक,dənə
475,Stück::N,फाँक,parça
476,Stück::N,टुकड़ा,dənə
477,Stück::N,टुकड़ा,parça
478,Teil::N,भाग,qisim
479,Teil::N,हिस्सा,qisim
480,Hälfte::N,अर्धभाग,yarım
481,Kreis::N,चक्कर,dairə
482,Kreuz::N,सलीब,xaç
483,Kreuz::N,क्रूस,xaç
484,Linie::N,लाइन,xətt
485,Strich::N,लकीर,cızıq
486,Abstand::N,अंतर,məsafə
487,Abstand::N,फ़ासला,məsafə
488,Entfernung::N,दूरी,məsafə
489,Entfernung::N,दूरी,uzaqlıq
490,Entfernung::N,फ़ासला,məsafə
491,Entfernung::N,फ़ासला,uzaqlıq
492,Gegend::N,इलाक़ा,bölgə
493,Platz::N,जगह,yer
494,Platz::N,स्थान,yer
495,Ort::N,स्थल,yer
496,Ort::N,स्थान,yer
497,Seite::N,ओर,yan
498,Seite::N,ओर,tərəf
499,Seite::N,तरफ़,yan
500,Seite::N,तरफ़,tərəf
501,Mitte::N,बीच,orta
502,Mitte::N,मध्य,orta
503,Gegenstand::N,चीज़,şey
504,Gegenstand::N,पदार्थ,şey
505,Sache::N,चीज़,şey
506,Sache::N,वस्तु,şey
507,Rand::N,छोर,kənar
508,Rand::N,उपांत,kənar
509,Kante::N,कोर,tiyə
510,Kante::N,कोर,kənar
511,Kante::N,किनारा,tiyə
512,Kante::N,किनारा,kənar
513,Ecke::N,कोना,bucaq
514,Ecke::N,नुक्कड़,bucaq
515,Spitze::N,नोक,uc
516,Ende::N,छोर,son
517,Ende::N,छोर,axır
518,Ende::N,सिरा,son
519,Ende::N,सिरा,axır
520,Loch::N,छेद,deşik
521,Loch::N,सूराख़,deşik
522,Winkel::N,कोण,guşə
523,Winkel::N,कोना,guşə
524,Muster::N,नमूना,ülgü
525,Muster::N,डिज़ाइन,ülgü
526,Größe::N,परिमाण,böyüklük
527,Größe::N,विस्तार,böyüklük
528,Länge::N,लंबाई,uzunluq
529,Höhe::N,ऊँचाई,yüksəklik
530,Höhe::N,उच्चता,yüksəklik
531,Gewicht::N,भार,çəki
532,Gewicht::N,भार,ağırlıq
533,Gewicht::N,वज़न,çəki
534,Gewicht::N,वज़न,ağırlıq
535,Menge::N,मात्रा,miqdar
536,Haufen::N,ढेर,yığın
537,Haufen::N,अंबार,yığın
538,Reihe::N,क़तार,səf
539,Reihe::N,क़तार,sıra
540,Reihe::N,पंक्ति,səf
541,Reihe::N,पंक्ति,sıra
542,Boot::N,नाव,qayıq
543,Boot::N,नौका,qayıq
544,Ruder::N,चप्पू,kürək
545,Schlitten::N,बर्फ़-गाड़ी,kirşə
546,Ski::N,स्की,xizək
547,Lagerfeuer::N,अलाव,düşərgə tonqalı
548,Lagerfeuer::N,कैंप-फ़ायर,düşərgə tonqalı
549,Last::N,भार,yük
550,Gang::N,चाल,yeriş
551,Schritt::N,डग,addım
552,Schritt::N,क़दम,addım
553,Norden::N,उत्तर,şimal
554,Süden::N,दक्खिन,cənub
555,Westen::N,पश्चिम,qərb
556,Osten::N,पूरब,şərq
557,Holz::N,काठ,ağac
558,Holz::N,काठ,taxta
559,Holz::N,काष्ठ,ağac
560,Holz::N,काष्ठ,taxta
561,Brett::N,पटरा,taxta
562,Brett::N,तख़्ता,taxta
563,Platte::N,फलक,lövhə
564,Platte::N,तख़्ता,lövhə
565,Stütze::N,टेक,dayaq
566,Stütze::N,टेक,dəstək
567,Stütze::N,थूनी,dayaq
568,Stütze::N,थूनी,dəstək
569,Stange::N,छड़,şüvül
570,Stange::N,बाँस,şüvül
571,Stock::N,लाठी,dəyənək
572,Stab::N,लग्गा,əsa
573,Stab::N,लग्गा,şüvül
574,Rohr::N,नल,boru
575,Rohr::N,नल,truba
576,Haus::N,घर,ev
577,Haus::N,मकान,ev
578,Heim::N,घर,ev
579,Heim::N,गृह,ev
580,Ofen::N,चूल्हा,peç
581,Ofen::N,चूल्हा,soba
582,Fußboden::N,फ़र्श,döşəmə
583,Tisch::N,मेज़,masa
584,Stuhl::N,कुरसी,stul
585,Wiege::N,पालना,beşik
586,Wiege::N,हिंडोला,beşik
587,Bett::N,खाट,yataq
588,Bett::N,पलंग,yataq
589,Regal::N,शेल्फ़,rəf
590,Kiste::N,पेटी,yeşik
591,Kiste::N,पेटी,sandıq
592,Kiste::N,डिब्बा,yeşik
593,Kiste::N,डिब्बा,sandıq
594,Fenster::N,खिड़की,pəncərə
595,Tür::N,द्वार,qapı
596,Tür::N,दरवाज़ा,qapı
597,Tor::N,फाटक,darvaza
598,Zaun::N,बाड़ा,çəpər
599,Dach::N,छत,dam
600,Dach::N,छप्पर,dam
601,Leiter::N,सीढ़ी,nərdivan
602,Besen::N,झाड़ू,süpürgə
603,Besen::N,बुहारी,süpürgə
604,Spaten::N,कुदाल,kürək
605,Schaufel::N,बेलचा,kürək
606,Schaufel::N,फावड़ा,kürək
607,Gabel::N,काँटा,çəngəl
608,Löffel::N,चम्मच,qaşıq
609,Messer::N,छुरा,bıçaq
610,Messer::N,चाक़ू,bıçaq
611,Nagel::N,कील,mıx
612,Nagel::N,मेख़,mıx
613,Netz::N,जाल,tor
614,Haken::N,अंकुश,çəngəl
615,Griff::N,मूठ,qulp
616,Griff::N,मूठ,tutacaq
617,Griff::N,हत्था,qulp
618,Griff::N,हत्था,tutacaq
619,Schloss::N,ताला,qıfıl
620,Bild::N,चित्र,rəsm
621,Figur::N,मूर्ति,şəkil
622,Figur::N,मूर्ति,heykəl
623,Puppe::N,पुतली,kukla
624,Puppe::N,पुतली,gəlincik
625,Puppe::N,गुड़िया,kukla
626,Puppe::N,गुड़िया,gəlincik
627,Beutel::N,झोला,kisə
628,Beutel::N,झोला,torba
629,Bündel::N,पुलिंदा,bağlama
630,Tasche::N,बेग,çanta
631,Tasche::N,बस्ता,çanta
632,Eimer::N,बाल्टी,vedrə
633,Eimer::N,बाल्टी,çəllək
634,Deckel::N,ढक्कन,qapaq
635,Geschirr::N,बरतन-भाँड़े,qab-qazan
636,Sack::N,बोरा,çuval
637,Tasse::N,प्याला,fincan
638,Topf::N,देग़चा,qazan
639,Kessel::N,देग़,qazan
640,Kessel::N,बटलोई,qazan
641,Essen::N,खाना,yemək
642,Nahrung::N,भोजन,qida
643,Speise::N,खाना,xörək
644,Speise::N,व्यंजन,xörək
645,Fleisch::N,मांस,ət
646,Fleisch::N,गोश्त,ət
647,Getreide::N,अनाज,taxıl
648,Brei::N,भरता,aş
649,Brei::N,भरता,sıyıq
650,Brei::N,दलिया,aş
651,Brei::N,दलिया,sıyıq
652,Brot::N,रोटी,çörək
653,Scheibe::N,कतला,dilim
654,Fett::N,वसा,yağ
655,Fett::N,चरबी,yağ
656,Butter::N,मक्खन,kərə yağı
657,Öl::N,तेल,yağ
658,Salz::N,नमक,duz
659,Suppe::N,सूप,şorba
660,Suppe::N,शोरबा,şorba
661,Honig::N,शहद,bal
662,Milch::N,दूध,süd
663,Tee::N,चाय,çay
664,Leder::N,चमड़ा,dəri
665,Wolle::N,ऊन,yun
666,Stoff::N,कपड़ा,qumaş
667,Nadel::N,सूई,iynə
668,Faden::N,डोरा,sap
669,Knopf::N,बटन,düymə
670,Knopf::N,घुंडी,düymə
671,Knoten::N,गाँठ,düyün
672,Knoten::N,गुत्थी,düyün
673,Farbe::N,रंग,boya
674,Farbe::N,वर्ण,boya
675,Kleidung::N,पहनावा,geyim
676,Hemd::N,कुरता,köynək
677,Hemd::N,क़मीज़,köynək
678,Kragen::N,गरदनी,yaxa
679,Kragen::N,गरेबान,yaxa
680,Ärmel::N,आस्तीन,qol
681,Hose::N,पैंट,şalvar
682,Hose::N,पतलून,şalvar
683,Gürtel::N,पेटी,kəmər
684,Gürtel::N,मेखला,kəmər
685,Mütze::N,टोपी,şapka
686,Schuh::N,जूता,tufli
687,Schuh::N,जूता,ayaqqabı
688,Stiefel::N,बूट,çəkmə
689,Ring::N,अँगूठी,üzük
690,Band::N,पट्टी,lent
691,Kamm::N,कंघी,daraq
692,Spiegel::N,आईना,güzgü
693,Spiegel::N,दर्पण,güzgü
694,Riemen::N,तसमा,qayış
695,Riemen::N,पट्टा,qayış
696,Schnur::N,डोरी,ip
697,Schnur::N,सुतली,ip
698,Leine::N,रस्सी,kəmsik
699,Decke::N,रज़ाई,ədyal
700,Decke::N,रज़ाई,yorğan
701,Kissen::N,तकिया,yastıq
702,Kissen::N,गाद्दा,yastıq
703,Tuch::N,रूमाल,şarf
704,Tuch::N,रूमाल,kaşne
705,Tuch::N,वस्त्र,şarf
706,Tuch::N,वस्त्र,kaşne
707,Handtuch::N,अँगोछा,dəsmal
708,Kraft::N,ज़ोर,güc
709,Kraft::N,शक्ति,güc
710,Stärke::N,बल,qüvvət
711,Stärke::N,ताक़त,qüvvət
712,Gesundheit::N,स्वास्थ्य,sağlamlıq
713,Gesundheit::N,तंदुरुस्ती,sağlamlıq
714,Krankheit::N,रोग,xəstəlik
715,Krankheit::N,बीमारी,xəstəlik
716,Schmerz::N,दर्द,ağrı
717,Schmerz::N,दर्द,sancı
718,Schmerz::N,पीड़ा,ağrı
719,Schmerz::N,पीड़ा,sancı
720,Wunde::N,घाव,yara
721,Wunde::N,ज़ख़्म,yara
722,Fieber::N,ज्वर,isitmə
723,Fieber::N,ज्वर,qızdırma
724,Fieber::N,बुख़ार,isitmə
725,Fieber::N,बुख़ार,qızdırma
726,Arznei::N,दवा,ilaç
727,Arznei::N,दवा,dərman
728,Arznei::N,औषाधि,ilaç
729,Arznei::N,औषाधि,dərman
730,Brücke::N,पुल,körpü
731,Brücke::N,सेतु,körpü
732,Brunnen::N,कुआँ,quyu
733,Weide::N,चरागाह,otlaq
734,Pfad::N,पथ,cığır
735,Pfad::N,पगडंडी,cığır
736,Weg::N,मार्ग,yol
737,Straße::N,राह,küçə
738,Straße::N,रास्ता,küçə
739,Dorf::N,गाँव,kənd
740,Dorf::N,ग्राम,kənd
741,Stadt::N,शहर,şəhər
742,Brief::N,ख़त,məktub
743,Brief::N,पत्र,məktub
744,Brief::N,चिट्ठी,məktub
745,Buch::N,किताब,kitab
746,Buch::N,पुस्तक,kitab
747,Buchstabe::N,अक्षर,hərf
