,Concept_ID,udm,te
683,danach::ADV,собере,అప్పుడు
684,vorher::ADV,азьло,ఎదుట
685,vorher::ADV,азьвыл,ఎదుట
686,zuerst::ADV,азьло,మొదటిలో
687,einmal::ADV,огпол,ఒకసారి
688,manchmal::ADV,куддыръя,అప్పటప్పటికి
689,oft::ADV,ӵем,తఱచుగా
690,immer::ADV,пыр,ఎల్లప్పుడు
691,immer::ADV,котьку,ఎల్లప్పుడు
692,niemals::ADV,уз ноку,ఎప్పుడునులేదు
693,hier::ADV,татын,ఇక్కడ
694,hierhin::ADV,татчы,ఇక్కడకు
695,von hier::ADV,татысь,ఇక్కడనుండి
696,dort::ADV,отӥ,అక్కడ
697,dort::ADV,отын,అక్కడ
698,dorthin::ADV,отчы,అక్కడికి
699,geradeaus::ADV,меӵак,సూటిగా
700,vorwärts::ADV,азьлань,ముందుకు
701,rückwärts::ADV,берлань,వెనుకకు
702,zurück::ADV,берен,వెనుకభాగము
703,zurück::ADV,берлань,వెనుకభాగము
704,unten::ADV,улын,క్రింద
705,hinab::ADV,улэ,కిందికి
706,oben::ADV,вылын,మీద
707,oben::ADV,вылӥын,మీద
708,hinauf::ADV,вылэ,పైకి
709,hinauf::ADV,вылӥе,పైకి
710,hinauf::ADV,выллань,పైకి
711,überall::ADV,котькытын,అంతటా
712,überall::ADV,пасьтана,అంతటా
713,nicht::ADV,уз,కాదు
714,ein wenig::ADV,ичи,కొంచెము
715,ein wenig::ADV,ӧжыт,కొంచెము
716,ein wenig::ADV,огшап,కొంచెము
717,kaum::ADV,муртса,చాలిచాలక
718,sehr::ADV,туж,చాల
719,sehr::ADV,лекос,చాల
720,so::ADV,озьы,ఆలాగున
721,so::ADV,тазьы,ఆలాగున
722,noch::ADV,на,ఇప్పటికిని
723,nur::ADV,гинэ,మాత్రము
724,schon::ADV,ни,ఇదివఱకే
725,schon::ADV,ини,ఇదివఱకే
726,wieder::ADV,нош,తిరిగి
727,wieder::ADV,кайта,తిరిగి
728,vergebens::ADV,юнме,నిష్ఫలముగా
729,vor::PRP,азьын,ముందు
730,hinter::PRP,берын,వెనుక
731,hinter::PRP,бӧрсьы,వెనుక
732,unter::PRP,улын,క్రింద
733,durch::PRP,пыр,ద్వారా
734,durch::PRP,пыртӥ,ద్వారా
735,neben::PRP,бордын,దగ్గెర
736,zwischen::PRP,вискын,మధ్య
737,wegen::PRP,сэрен,కారణంగా
738,dies::PRN,та,ఇది
739,das::PRN,со,అది
740,alles::PRN,ваньмыз,సకలము
741,ich::PRN,мон,నేను
742,du::PRN,тон,నీవు
743,er::PRN,со,అతడు
744,wir::PRN,ми,మనము
745,ihr::PRN,тӥ,మీరు
746,sie::PRN,соос,వారు
747,was::FPRN,ма,ఏమి
748,wer::FPRN,кин,ఎవడు
749,wo::FADV,кытын,ఎక్కడ
750,wohin::FADV,кытчы,ఎందుకు
751,wie::FADV,кызьы,ఎట్టు
752,warum::FADV,малы,ఏల
753,wieviel::FNUM,кӧня,ఎంత
754,eins::NUM,одӥг,ఒకటి
755,zwei::NUM,кык,రెండు
756,drei::NUM,куинь,మూడు
757,vier::NUM,ньыль,నాలుగు
758,fünf::NUM,вить,అయిదు
759,sechs::NUM,куать,ఆఱు
760,sieben::NUM,сизьым,ఏరు
761,acht::NUM,тямыс,ఎనిమదు
762,neun::NUM,укмыс,తొమ్మిది
763,zehn::NUM,дас,పది
764,elf::NUM,дас одӥг,పదునొకొండు
765,zwölf::NUM,дас кык,పండ్రండు
766,zwanzig::NUM,кызь,ఇరుపది
767,dreißig::NUM,куамын,ముప్పది
768,vierzig::NUM,ньыльдон,నలువది
769,fünfzig::NUM,витьтон,ఏబది
770,sechzig::NUM,куатьтон,అరుపది
771,siebzig::NUM,сизьымдон,డెబ్బది
772,achtzig::NUM,тямыстон,ఎనుబది
773,neunzig::NUM,укмыстон,తొంబది
774,hundert::NUM,сю,నూఱు
775,tausend::NUM,сюрс,వేయి
776,und::CNJ,и,మఱియు
777,und::CNJ,но,మఱియు
778,oder::CNJ,яке,లేక
779,stehen::V,сылыны,నిలుచు
780,sitzen::V,пукыны,కూర్చుండు
781,liegen::V,кылльыны,పండుకొనుట
782,hängen::V,ошкыса улыны,వ్రేలాడదీయు
783,werden::V,луыны,అగు
784,passieren::V,луыны,సంభవించు
785,beginnen::V,кутскыны,ఆరంభించు
786,enden::V,бырыны,తీరుట
787,wechseln::V,воштӥськыны,మార్చు
788,aufgehen[Sonne]::V,ӝужаны,ఉదయించు
789,untergehen[Sonne]::V,пуксьыны,అస్తమించు
790,scheinen[Sonne]::V,пиштыны,ప్రకాశించు
791,scheinen[Sonne]::V,чиляны,ప్రకాశించు
792,donnern::V,гудыръяны,ఉరుముట
793,wehen::V,пелляськыны,దురద్పప్టము
794,strömen::V,киськыны,పారుట
795,strömen::V,исьтӥськыны,పారుట
796,fließen::V,бызьыны,ప్రవహించు
797,sich drehen::V,берганы,తిరుగు
798,schwanken::V,вошъяськыны,ఆడించుట
799,schwingen::V,шонаськыны,ఊగుట
800,fallen::V,усьыны,పడు
801,brennen::V,ӝуаны,కాలుట
802,rauchen::V,ӵындыны,పొగసుట
803,regnen::V,зорыны,కురిపించుట
804,gefrieren::V,кынмыны,గడ్డకట్టు
805,tauen::V,шунаны,కరగు
806,schmelzen::V,шунаны,కరగు
807,trocknen::V,куасьмыны,యెండుట
808,sieden::V,пӧзьыны,ఉడుకు
809,faulen::V,сисьмыны,క్రుళ్లు
810,verfaulen::V,сисьмыны,క్షిణించు
811,reißen::V,кеськыны,చించు
812,versinken::V,выйыны,మునుగు
813,vergehen::V,ортчыны,సంభవించు
814,erscheinen::V,адскыны,కనబడు
815,verschwinden::V,бырыны,అదృశ్యమగు
816,sinken::V,усьыны,ముణుగుట
817,abnehmen::V,синыны,తగ్గు
818,zunehmen::V,йылыны,పెరుగుట
819,steigen::V,лӧпкыны,లేచు
820,wachsen::V,будыны,పెరుగు
821,glänzen::V,чиляны,ప్రకాశించు
822,glänzen::V,пиштыны,ప్రకాశించు
823,funkeln::V,чилекъяны,ప్రకాశించు
824,lärmen::V,уретыны,అరుచుట
825,lärmen::V,ӵашетыны,అరుచుట
826,läuten::V,жингыртыны,మేళవించుట
827,klingeln::V,жингыртыны,వాయించుట
828,klirren::V,жильккетыны,ఘంటానాదము
829,brausen::V,лекъяськыны,గర్జించు
830,rauschen::V,ӵашетыны,చటచటమనుట
831,klingen::V,кылӥськыны,ధ్వనించుట
832,bellen::V,утыны,అఱచు
833,heulen::V,вузыны,కూయు
834,blasen::V,пельтыны,దురద్పప్టము
835,pfeifen::V,шуланы,ఈలవేయు
836,schreien::V,черекъяны,అఱచు
837,schreien::V,кесяськыны,అఱచు
838,stöhnen::V,ӝуштыны,మూలుగు
839,zittern::V,дырекъяны,వణకు
840,zittern::V,куалекъяны,వణకు
841,leben::V,улыны,జీవించుట
842,geboren werden::V,вордӥськыны,పుట్టుట
843,atmen::V,шоканы,ఉపిరి తీయు
844,trinken::V,юыны,త్రాగు
845,essen::V,сиыны,తిను
846,schlucken::V,ньылыны,మ్రింగు
847,müde werden::V,жадьыны,అలయు
848,einschlafen::V,умме усьыны,నిద్రించు
849,schlafen::V,кӧлыны,నిద్రురించు
850,aufwachen::V,сайканы,మేలుకొను
851,aufstehen::V,султыны,లేచు
852,sich erholen::V,шутэтскыны,నడ్డి వాల్చు
853,krank werden::V,висьыны,జబ్బుపడు
854,krank sein::V,висьыны,జబ్బు చేయు
855,schmerzen::V,висьыны,నొచ్చుట
856,husten::V,кызыны,దగ్గుట
857,genesen::V,юнматскыны,కుదురుట
858,genesen::V,бурмытскылыны,కుదురుట
859,sterben::V,кулыны,మరణించు
860,umkommen::V,бырыны,నశించు
861,sich bewegen::V,вырыны,కదలు
862,sich rühren::V,вырӟыны,కదలు
863,sich rühren::V,вырӟылыны,కదలు
864,sich erheben::V,султыны,లేచు
865,sich setzen::V,пуксьыны,కూర్చుణ్డు
866,hinfallen::V,усьыны,దొర్లు
867,laufen::V,мыныны,నడచు
868,schreiten::V,вамышъяны,అడుగుపెట్టుట
869,spazierengehen::V,мыныны,పచారు చేయు
870,spazierengehen::V,ветлыны,పచారు చేయు
871,eilen::V,дыртыны,తొందరపడు
872,sich beeilen::V,дыртыны,త్వరపెట్టు
873,sausen::V,туж ӝог мыныны,విసరికొట్టు
874,rennen::V,бызьылыны,పరుగెత్తు
875,springen::V,тэтчаны,దుముకు
876,klettern::V,тубаны,ఎక్కు
877,schaukeln::V,лэйканы,ఉయ్యాల ఊగు 
878,schaukeln::V,шонаськыны,ఉయ్యాల ఊగు 
879,kriechen::V,нюж ветлыны,ప్రాకు
880,schwimmen::V,уяны,ఈదు
881,tauchen::V,зумылыны,మునుగు
882,rudern::V,полсаны,తెడ్లతోఁగడపు
883,fahren::V,ветлыны,నడపు
884,fliegen::V,лобаны,ఎగురు
885,gehen::V,мыныны,పోవు
886,weggehen::V,кошкыны,బయలుదేరు
887,abfahren::V,кошкыны,విడిచిపోవు
888,anhalten::V,дугдыны,నిలుపు
889,hineingehen::V,пырыны,ప్రవేశించు
890,eintreten::V,пырыны,ప్రవేశించు
891,kommen::V,вуыны,వచ్చు
892,kommen::V,лыктыны,వచ్చు
893,ankommen::V,вуыны,వచ్చి చేరు
894,zurückkommen::V,берытскыны,తిరిగీవచ్చుట
895,bleiben::V,кыльыны,ఉండు
896,warten::V,витьыны,కనిపెట్టు
897,erwarten::V,витьыны,నిరిక్షించు
898,erwarten::V,возьманы,నిరిక్షించు
899,suchen::V,утчаны,వెదకు
900,finden::V,шедьтыны,కనుగొను
901,versuchen::V,турттыны,ప్రయత్నించు
902,vorbereiten::V,дасяны,తయారుచేయు
903,lieben::V,гажаны,ప్రేమించు
904,mögen::V,яратыны,ఇష్టపడు
905,lachen::V,серекъяны,నవ్వు
906,rühren::V,сюлме йӧтыны,గుండె తాకు
907,weinen::V,бӧрдыны,వీడ్చు
908,schimpfen::V,даллашыны,గొణుగు
909,sich ärgern::V,лекъяськыны,అలుగు
910,sich fürchten::V,кышканы,భయపడు
911,sich fürchten::V,курданы,భయపడు
912,fürchten::V,курданы,భయపడు
913,fürchten::V,кышканы,భయపడు
914,fliehen::V,пегӟыны,పాఱిపోపు
915,flüchten::V,пегӟыны,తప్పించుకొను
916,sehen::V,адӟыны,చూచు
917,anschauen::V,учкыны,చూచు
918,ansehen::V,учкыны,కాచియుండు
919,hören::V,кылыны,విను
920,zuhören::V,кылзыны,విను
921,probieren::V,веръяны,చవిచూచుట
922,riechen::V,зынъяны,వాసనచూచు
923,fühlen::V,шӧдыны,స్పర్శించుట
924,scheinen::V,адскыны,కనబడు
925,zu sehen sein::V,адӟиськыны,చూవు
926,vernehmen::V,кылыны,విను
927,frieren::V,кынмыны,చలికి వడకు
928,tun::V,карыны,చేయు
929,können::V,быгатыны,గల
930,wollen::V,потыны,కోరు
931,anfangen::V,кутскыны,ఆరంభించు
932,beenden::V,быдтыны,ముగించు
933,beenden::V,быдэстыны,ముగించు
934,aufhören::V,дугдыны,నిలుపు
935,gelingen::V,быгатыны,గెలుపాందు
936,gelingen::V,луыны,గెలుపాందు
937,geraten::V,лэсяны,వెలువడు
938,öffnen::V,усьтыны,తెఱచు
939,schließen::V,пытсаны,మూయు
940,stellen::V,пуктыны,ఉంచు
941,setzen::V,пуктыны,ఉంచు
942,legen::V,поныны,పెట్టు
943,berühren::V,исаны,తాకు
944,verbinden::V,герӟаны,చేర్చుట
945,bedecken::V,пытсаны,మూయు
946,aufhängen::V,ошыны,వ్రేలాడదీయు
947,anzünden::V,ӝуатыны,వెలిగించు
948,aufheben::V,ӝутыны,సేకరించు
949,zurücklassen::V,кельтыны,విడుచు
950,verlieren::V,ыштыны,పోగొట్టుకొను
951,fallen lassen::V,уськытыны,జాఱవిడుచు
952,machen::V,лэсьтыны,చేయు
953,herstellen::V,лэсьтыны,ఉత్పత్తిచేయు
954,bauen::V,пуктыны,నిర్మించు
955,reparieren::V,тупатыны,సరిచేయు
956,verbessern::V,умоятыны,వృద్ధి చేయు
957,ändern::V,воштыны,మార్చు
958,graben::V,копаны,త్రవ్వు
959,beugen::V,губыртыны,వంచు
960,biegen::V,куасаны,వంచు
961,drehen::V,бергатыны,నూలువడుకు
962,wenden::V,берыктыны,త్రిప్పు
963,umdrehen::V,берыктыны,త్రిప్పు
964,heben::V,ӝутыны,ఎత్తు
965,hochheben::V,ӝутъяны,ఎత్తు
966,ergreifen::V,кутыны,వశపఱచుకొను
967,ergreifen::V,кырмыны,వశపఱచుకొను
968,halten::V,возьыны,ఉంచు
969,drücken::V,зӥбыны,అణచు
970,drücken::V,пачкатыны,అణచు
971,schieben::V,донганы,నొక్కు
972,kratzen::V,вуштыны,గోకు
973,lecken::V,нюлыны,నాకు
974,beißen::V,куртчыны,కఱచు
975,abreißen::V,ишкалтыны,తెగతెంచు
976,abschneiden::V,шорыны,తెగకొట్టు
977,abschneiden::V,вандыны,తెగకొట్టు
978,binden::V,керттыны,కట్టు
979,stecken::V,мертчытыны,తగులుకొనివుండుట
980,brechen::V,тӥяны,పగులగొట్టు
981,klopfen::V,йыганы,కొట్టు
982,klopfen::V,шарккетыны,కొట్టు
983,hauen::V,жугыны,కొట్టు
984,hauen::V,тышканы,కొట్టు
985,kleben::V,лякыны,అంటుకొను
986,reiben::V,зыраны,రాచు
987,reiben::V,вуштыны,రాచు
988,streichen::V,зыраны,వ్యాపింపజేయు
989,schleifen::V,шерыны,రాచు
990,schneiden::V,вандыны,కోయు
991,rütteln::V,зуркатыны,కుదిలించుట
992,schütteln::V,куалекъятыны,కదల్చు
993,schwenken::V,шонаны,ఊచుట
994,schütten::V,лэзьыны,పోయు
995,füllen::V,тырмытыны,నింపు
996,einwickeln::V,биньыны,చుట్టు
997,tragen::V,нуыны,మోయు
998,schleppen::V,кыскыны,ఈడ్చు
999,ziehen::V,кыскыны,ఈడ్చు
1000,aufbewahren::V,возьыны,కాపాడు
1001,werfen::V,куяны,విసరు
1002,werfen::V,лэзяны,విసరు
1003,fangen::V,кутыны,పట్టుకొను
1004,packen::V,кутыны,పట్టుకొను
1005,packen::V,кырмыны,పట్టుకొను
1006,verstecken::V,ватыны,దాచు
1007,teilen::V,люкыны,భాగించు
1008,schicken::V,ыстыны,పంపు
1009,bringen::V,вайыны,తెచ్చు
1010,hinzufügen::V,ватсаны,చేర్చు
1011,bekommen::V,басьтыны,సంపాదించు
1012,erhalten::V,басьтыны,పుచ్చుకొను
1013,nehmen::V,кутыны,తీసికొను
1014,nehmen::V,басьтыны,తీసికొను
1015,wählen::V,бырйыны,ఇష్టపడు
1016,auswählen::V,бырйыны,ఏరుకొను
1017,bewahren::V,возьыны,భద్రపఱుచు
1018,behindern::V,могӟытыны,అడ్డగించుట
1019,verderben::V,сӧрыны,చెఱచు
1020,beschädigen::V,урод лэсьтыны,చెరుపుట
1021,zerbrechen::V,сӧрыны,పగులగొట్టు
1022,zerreißen::V,кесяны,చించు
1023,zerstören::V,куашкатыны,వాశనము చేయు
1024,verbrennen::V,сутыны,కాల్చు
1025,geben::V,сётыны,ఇచ్చు
1026,reichen::V,сётыны,అందుకొనుట
1027,schenken::V,кузьманы,అర్పించు
1028,versprechen::V,кыл сётыны,వాగ్దత్తము చేయు
1029,wünschen::V,сӥзьыны,కోరు
1030,loben::V,ушъяны,స్తుతించు
1031,küssen::V,чупаны,ముద్దుపెట్టుకొను
1032,wiegen::V,веттаны,ఊచుట
1033,wiegen::V,лэйкатыны,ఊచుట
1034,zudecken::V,шобыртыны,మూయు
1035,wecken::V,сайкатыны,నిద్రపలేపుట
1036,zeigen::V,возьматыны,చూవు
1037,führen::V,нуыны,దారిచూపు
1038,lehren::V,дышетыны,బోధించు
1039,unterrichten::V,дышетыны,నేర్పు
1040,aufziehen::V,будэтыны,పెంచు
1041,leiten::V,кивалтыны,తీసుకపోవుట
1042,antreiben::V,дыртытыны,ప్రేరేపించు
1043,lassen::V,-ытыны,అనుమతించు
1044,einladen::V,ӧтьыны,ఆహ్వానించు
1045,vereinigen::V,огазеяны,కూడుట
1046,besuchen::V,адӟыськыны,పోయి చూచు
1047,treffen::V,пумитаны,కలియు
1048,sich versammeln::V,люкаськыны,కూర్చు
1049,spielen::V,шудыны,ఆట లాడు
1050,singen::V,кырӟаны,పాడు
1051,tanzen::V,эктыны,నృత్యముచేయు
1052,sich trennen::V,люкиськыны,ఎడబాయుట
1053,verlassen::V,куштыны,విడుచు
1054,retten::V,утьыны,తప్పించుట
1055,bewachen::V,возьманы,కాపాడు
1056,schützen::V,утялтыны,రక్షించు
1057,verteidigen::V,возьманы,రక్షించు
1058,sich schlagen::V,жугиськыны,జగడమాడు
1059,schießen::V,ыбылӥськны,కాల్చు
1060,siegen::V,вормыны,గెలుచు
1061,ärgern::V,вожпоттыны,పీడించుట
1062,schlagen::V,жуккыны,కొట్టు
1063,treten::V,лёганы,తన్ను
1064,stechen::V,бышкалтыны,కుట్టు
1065,stoßen::V,донгыны,గెంటు
1066,stehlen::V,вораны,దొంగిలించు
1067,stehlen::V,лушканы,దొంగిలించు
1068,stören::V,люкетыны,కలతపఱచు
1069,belästigen::V,акыльтыны,పీడించు
1070,belästigen::V,вукылмыны,పీడించు
1071,verbergen::V,ватыны,దాచు
1072,täuschen::V,алданы,మోసము చేయు
1073,betrügen::V,пӧяны,మోసపుచ్చు
1074,töten::V,виыны,చంపు
1075,wohnen::V,улыны,నివసించు
1076,arbeiten::V,ужаны,పనిచేయు
1077,sammeln::V,бичаны,ప్రోగుచేయు
1078,pflücken::V,ишкыны,యేరుట
1079,jagen::V,пӧйшураны,వేటాడు
1080,fischen::V,чорыганы,వెదకు
1081,fassen::V,кутыны,పట్టుకొమ
1082,hüten::V,возьманы,మందచేరుట
1083,treiben::V,улляны,నడపు
1084,anbinden::V,думыны,కట్టు
1085,füttern::V,сюдыны,భోజనము పెట్టు
1086,melken::V,кыскыны,పాలు పితుకు
1087,hacken::V,кораны,నఱకు
1088,gießen::V,киськаны,నీళ్ళుకట్టుట
1089,reifen::V,вуыны,పండుట
1090,reifen::V,кисьманы,పండుట
1091,zubereiten::V,лесьтыны,వండు
1092,kochen::V,пӧзьтыны,వండు
1093,backen::V,пыжыны,రొట్టెకాల్చు
1094,braten::V,пыжыны,వేపు
1095,umrühren::V,сураны,కదులుట
1096,stricken::V,керттыны,అల్లు
1097,nähen::V,вурыны,కుట్టు
1098,färben::V,буяны,రంగు వేయు
1099,reinigen::V,сузяны,శుభ్రము చేయు
1100,waschen::V,мисьтаськыны,కడుగు
1101,abwischen::V,ӵушылыны,తుడుచు
1102,spülen::V,гылъяны,నీటిలో జడించు
1103,fegen::V,ӵужыны,ఊడ్చు
1104,kehren::V,ӵужыны,ఊడ్చు
1105,baden::V,пыласькыны,స్నానము చేయు
1106,sich waschen::V,пыласькыны,కడుగు
1107,ausziehen::V,кыльыны,విప్పు
1108,anziehen::V,дӥсяны,ధరించు
1109,sich anziehen::V,дӥсьяськыны,బట్టలు వేసుకొను
1110,sich anziehen::V,дӥсьяськыны,తొడుగుకొను
1111,kämmen::V,сынаны,దువ్వుట
1112,schmücken::V,чеберъяны,అలంకరించు
1113,sagen::V,шуыны,చెప్పు
1114,sagen::V,вераны,చెప్పు
1115,sprechen::V,вераськыны,చెప్పు
1116,reden::V,вераськыны,మాటలాడు
1117,sich unterhalten::V,вераськыны,ముచ్చటలాడు
1118,fragen::V,юаны,ప్రశ్నించు
1119,bitten::V,курыны,కోరు
1120,erzählen::V,вераны,చెప్పు
1121,erzählen::V,мадьыны,చెప్పు
1122,mitteilen::V,ивортыны,తెలియజేయు
1123,nennen::V,шуыны,పేరు వెట్టు
1124,rufen::V,ӧтьыны,పిలుచు
1125,prahlen::V,ушъяськыны,జల్లి
1126,übersetzen::V,берыктыны,తర్జుమాచేయు
1127,denken::V,малпаны,ఆలోచించు
1128,glauben::V,оскыны,నమ్ము
1129,bemerken::V,адӟыны,గుర్తించు
1130,erkennen::V,тодыны,గుర్తించు
1131,begreifen::V,валаны,గ్రహించు
1132,verstehen::V,валаны,గ్రహించు
1133,lernen::V,дышетскыны,నేర్చు కొను
1134,wissen::V,тодыны,తెలిసికొను
1135,sich erinnern an::V,тодэ вайыны,జ్ఞాపకముంచుకొను
1136,vergessen::V,вунэтыны,మఱచిపోవు
1137,messen::V,мертаны,కొలుచుట
1138,zählen::V,лыдъяны,లెక్కపెట్టు
1139,rechnen::V,лыдъяны,లెక్కపెట్టు
1140,lesen::V,лыдӟыны,చదువు
1141,malen::V,суреданы,పూనుట
1142,zeichnen::V,суреданы,వ్రాసుట
1143,schreiben::V,гожъяны,వ్రాయు
1144,besitzen::V,луыны,కలిగియుండు
1145,kaufen::V,басьтыны,కొను
1146,verkaufen::V,вузаны,అమ్ము
1147,bezahlen::V,тырыны,చెల్లించు
1148,zahlen::V,тырыны,చెల్లించు
1149,beherrschen::V,кузёяськыны,ఏలు
1150,ertragen::V,чиданы,భరించు
