,Concept_ID,no,az
829,passieren::V,skje,baş vermək
830,passieren::V,hende,olmaq
831,passieren::V,hende,baş vermək
832,beginnen::V,begynne,başlamaq
833,enden::V,ende,bitmək
834,enden::V,slutte,bitmək
835,wechseln::V,veksle,dəyişmək
836,aufgehen[Sonne]::V,stå opp,doğmaq
837,untergehen[Sonne]::V,gå ned,batmaq
838,scheinen[Sonne]::V,skinne,parlamaq
839,donnern::V,tordne,guruldamaq
840,wehen::V,blåse,əsmək
841,strömen::V,strømme,axmaq
842,fließen::V,flyte,axmaq
843,sich drehen::V,dreie seg,dönmək
844,schwanken::V,svaie,yellənmək
845,schwingen::V,svinge,yellənmək
846,fallen::V,falle,düşmek
847,brennen::V,brenne,yanmaq
848,rauchen::V,ryke,tüstüləmək
849,regnen::V,regne,yağmaq
850,gefrieren::V,fryse,donmaq
851,tauen::V,tine,ərimək
852,schmelzen::V,smelte,ərimək
853,trocknen::V,tørre,qurumaq
854,sieden::V,koke,qaynamaq
855,faulen::V,råtne,çürümək
856,verfaulen::V,råtne,çürümək
857,reißen::V,briste,yırtılmaq
858,versinken::V,synke,batmaq
859,versinken::V,synke ned,batmaq
860,vergehen::V,forløpe,ötmək
861,erscheinen::V,synes,görünmək
862,verschwinden::V,forsvinne,yox olmaq
863,sinken::V,synke,enmək
864,abnehmen::V,avta,azalmaq
865,abnehmen::V,minske,azalmaq
866,zunehmen::V,tilta,artmaq
867,steigen::V,stige,yüksəlmək
868,wachsen::V,gro,böyümək
869,wachsen::V,vokse,böyümək
870,glänzen::V,skinne,parlamaq
871,funkeln::V,tindre,parıldamaq
872,lärmen::V,bråke,səs-küy etmək
873,läuten::V,ringe,çalmaq
874,klingeln::V,ringe,zəng etmək
875,klirren::V,klirre,cingildəmək
876,brausen::V,bruse,gurlamaq
877,rauschen::V,suse,xışıldamaq
878,klingen::V,lyde,səslənmək
879,klingen::V,klinge,səslənmək
880,bellen::V,gjø,hürmək
881,bellen::V,bjeffe,hürmək
882,heulen::V,ule,ulamaq
883,blasen::V,blåse,üfləmək
884,pfeifen::V,plystre,fit vermek
885,schreien::V,skrike,bağırmaq
886,schreien::V,skrike,qışqırmaq
887,stöhnen::V,stønne,inləmək
888,zittern::V,dirre,titrəmək
889,zittern::V,skjelve,titrəmək
890,leben::V,leve,yaşamaq
891,geboren werden::V,fødes,doğmaq
892,atmen::V,ånde,nəfəs almaq
893,atmen::V,puste,nəfəs almaq
894,trinken::V,drikke,içmek
895,essen::V,spise,yemək
896,schlucken::V,svelge,udmaq
897,müde werden::V,bli trett,yorulmaq
898,einschlafen::V,sovne,yuxuya getmək
899,schlafen::V,sove,uyumaq
900,aufwachen::V,våkne,oyanmaq
901,aufstehen::V,stå opp,yuxudan durmaq
902,sich erholen::V,bli bra,dincəlmək
903,sich erholen::V,komme seg,dincəlmək
904,krank werden::V,bli syk,xəstə olmaq
905,krank sein::V,være syk,azarlanmaq
906,krank sein::V,være syk,xəstələnmək
907,schmerzen::V,gjøre vondt,ağrimaq
908,husten::V,hoste,öksürmək
909,genesen::V,komme seg,sağalmaq
910,sterben::V,dø,ölmək
911,sterben::V,dø,vəfat etmək
912,umkommen::V,omkomme,həlak olmaq
913,sich bewegen::V,bevege seg,hərəkət etmək
914,sich rühren::V,røre på seg,tərpənmək
915,sich erheben::V,reise seg,qalxmaq
916,sich setzen::V,sette sig,oturmaq
917,hinfallen::V,falle over ende,yıxılmaq
918,laufen::V,løpe,yerimək
919,schreiten::V,skride,addım atmaq
920,spazierengehen::V,spasere,gəzmək
921,spazierengehen::V,gå en tur,gəzmək
922,eilen::V,ile,atılmaq
923,sich beeilen::V,skynde seg,tələsmək
924,sausen::V,suse,çırpmaq
925,rennen::V,løpe,qaçmaq
926,springen::V,hoppe,sıçramaq
927,springen::V,springe,sıçramaq
928,klettern::V,klatre,dırmanmaq
929,schaukeln::V,huske,sallanmaq
930,kriechen::V,krype,sürünmək
931,schwimmen::V,svømme,üzmek
932,tauchen::V,dykke,dalmaq
933,rudern::V,ro,avarlamaq
934,fahren::V,kjøre,sürmək
935,fliegen::V,fly,uçmaq
936,gehen::V,gå,getmək
937,weggehen::V,gå bort,getmək
938,abfahren::V,reise,yola düşmək
939,anhalten::V,stanse,saxlamaq
940,hineingehen::V,gå inn,girmək
941,eintreten::V,tre inn,girmək
942,eintreten::V,tre inn,daxil olmaq
943,kommen::V,komme,gəlmək
944,ankommen::V,ankomme,gəlib çatmaq
945,ankommen::V,komme til,gəlib çatmaq
946,zurückkommen::V,komme tilbake,qayıtmaq
947,bleiben::V,bli,qalmaq
948,bleiben::V,forbli,qalmaq
949,warten::V,vente,gözləmək
950,erwarten::V,vente,bəkləmək
951,suchen::V,søke,aramaq
952,suchen::V,søke,axtarmaq
953,finden::V,finne,tapmaq
954,versuchen::V,prøve,çalışmaq
955,versuchen::V,forsøke,çalışmaq
956,vorbereiten::V,forberede,hazırlamaq
957,lieben::V,elske,sevmək
958,mögen::V,like,xoşlamaq
959,lachen::V,le,gülmək
960,rühren::V,røre,həyəcanlandırmaq
961,weinen::V,gråte,ağlamaq
962,schimpfen::V,skjelle,küfr etmək
963,sich ärgern::V,ergre seg,acıqlanmaq
964,sich fürchten::V,være redd,qorxmaq
965,fürchten::V,være redd for,qorxmaq
966,fliehen::V,rømme,qaçmaq
967,fliehen::V,flykte,qaçmaq
968,flüchten::V,flykte,qaçmaq
969,sehen::V,se,görmək
970,anschauen::V,se på,baxmaq
971,anschauen::V,betrakte,baxmaq
972,ansehen::V,anse,baxmaq
973,hören::V,høre,duymaq
974,hören::V,høre,eşitmək
975,zuhören::V,tilhøre,dinləmək
976,probieren::V,smake,dadına baxmaq
977,probieren::V,smake på,dadına baxmaq
978,riechen::V,lukte,qoxlamaq
979,fühlen::V,føle,duymaq
980,scheinen::V,se ut,görünmək
981,zu sehen sein::V,synes,görünmək
982,vernehmen::V,få vite,eşitmək
983,frieren::V,fryse,üşümək
984,tun::V,gjøre,etmək
985,können::V,kunne,bilmək
986,können::V,kunne,bacarmaq
987,wollen::V,ville,istəmək
988,anfangen::V,begynne,başlamaq
989,beenden::V,avslutte,bitirmək
990,aufhören::V,slutte,bitmək
991,aufhören::V,slutte,qurtarmaq
992,aufhören::V,holde opp,bitmək
993,aufhören::V,holde opp,qurtarmaq
994,gelingen::V,lykkes,müvəffəq olmaq
995,geraten::V,bli,düşmək
996,öffnen::V,åpne,açmaq
997,schließen::V,lukke,qapamaq
998,schließen::V,stenge,qapamaq
999,stellen::V,stille,qoymaq
1000,setzen::V,sette,oturtmaq
1001,legen::V,legge,qoymaq
1002,berühren::V,berøre,toxunmaq
1003,verbinden::V,forbinde,bağlamaq
1004,bedecken::V,dekke,örtmək
1005,aufhängen::V,henge,asmaq
1006,aufhängen::V,henge opp,asmaq
1007,anzünden::V,tenne,yandırmaq
1008,anzünden::V,antenne,yandırmaq
1009,anzünden::V,tenne på,yandırmaq
1010,aufheben::V,løfte,qaldırmaq
1011,aufheben::V,ta opp,qaldırmaq
1012,zurücklassen::V,slippe tilbake,buraxmaq
1013,verlieren::V,miste,itirmək
1014,fallen lassen::V,droppe,düşürmək
1015,fallen lassen::V,la falle,düşürmək
1016,machen::V,lage,etmək
1017,machen::V,gjøre,etmək
1018,herstellen::V,fremstille,istehsal etmək
1019,bauen::V,bygge,tikmək
1020,reparieren::V,reparere,təmir etmək
1021,verbessern::V,rette,düzəltmək
1022,verbessern::V,forbedre,düzəltmək
1023,ändern::V,forandre,dəyişdirmək
1024,graben::V,grave,qazımaq
1025,beugen::V,bøye,əymək
1026,biegen::V,bøye,bükmək
1027,drehen::V,dreie,döndərmək
1028,wenden::V,vende,çevirmək
1029,umdrehen::V,snu,çevirmək
1030,heben::V,heve,qaldırmaq
1031,hochheben::V,løfte,qaldırmaq
1032,ergreifen::V,gripe,tutmaq
1033,ergreifen::V,få tak i,tutmaq
1034,halten::V,holde,saxlamaq
1035,drücken::V,trykke,sıxmaq
1036,schieben::V,skyve,sürmək
1037,kratzen::V,klø,qaşımaq
1038,kratzen::V,klore,qaşımaq
1039,lecken::V,slikke,yalamaq
1040,beißen::V,bite,dişləmək
1041,abreißen::V,rive av,qoparmaq
1042,abschneiden::V,skjære av,ayırmaq
1043,binden::V,binde,bağlamaq
1044,stecken::V,stikke,soxmaq
1045,brechen::V,bryte,qırmaq
1046,brechen::V,briste,qırmaq
1047,klopfen::V,banke,sındırmaq
1048,hauen::V,hogge,vurmaq
1049,kleben::V,klistre,apışdırmaq
1050,reiben::V,gni,ovmaq
1051,streichen::V,stryke,sürtmək
1052,schleifen::V,slipe,bülövləmək
1053,schneiden::V,klippe,kəsmək
1054,rütteln::V,ruske,sirkələmək
1055,schütteln::V,riste,çalxalamaq
1056,schwenken::V,svinge,yelləmək
1057,schütten::V,helle,tökmək
1058,füllen::V,fylle,doldurmaq
1059,einwickeln::V,vikle inn,sarımaq
1060,tragen::V,bære,daşımaq
1061,schleppen::V,slepe,sürükləmək
1062,ziehen::V,dra,çəkmək
1063,ziehen::V,trekke,çəkmək
1064,aufbewahren::V,oppbevare,gizlətmək
1065,aufbewahren::V,ta vare på,gizlətmək
1066,werfen::V,kaste,atmaq
1067,fangen::V,fange,tutmaq
1068,packen::V,gripe,yaxalamaq
1069,packen::V,gripe tak i,yaxalamaq
1070,verstecken::V,gjemme,gizlətmək
1071,teilen::V,dele,bölmək
1072,schicken::V,sende,yollamaq
1073,schicken::V,sende,göndərmək
1074,bringen::V,bringe,gətirmək
1075,hinzufügen::V,tilføye,əlavə etmək
1076,bekommen::V,få,almaq
1077,bekommen::V,få,əldə etmək
1078,erhalten::V,få,almaq
1079,nehmen::V,ta,almaq
1080,wählen::V,velge,seçmək
1081,auswählen::V,velge ut,arımaq
1082,bewahren::V,bevare,qorumaq
1083,behindern::V,hindre,mane olmaq
1084,behindern::V,forhindre,mane olmaq
1085,verderben::V,ødelegge,pozmaq
1086,beschädigen::V,skade,zədələmək
1087,zerbrechen::V,brekke i stykker,qırmaq
1088,zerbrechen::V,brekke i stykker,sındırmaq
1089,zerreißen::V,rive i stykker,yırtmaq
1090,zerstören::V,ødelegge,dağıtmaq
1091,verbrennen::V,brenne,yandırmaq
1092,verbrennen::V,brenne opp,yandırmaq
1093,geben::V,gi,vermək
1094,reichen::V,rekke,uzatmaq
1095,schenken::V,forære,vermək
1096,schenken::V,skjenke,vermək
1097,versprechen::V,love,vəd vermək
1098,wünschen::V,ønske,arzulamaq
1099,loben::V,rose,tərifləmək
1100,küssen::V,kysse,öpmək
1101,wiegen::V,vogge,tərpətmək
1102,zudecken::V,dekke til,örtmək
1103,wecken::V,vekke,oyatmaq
1104,zeigen::V,vise,göstərmək
1105,führen::V,føre,rəhbərlik etmək
1106,lehren::V,lære,öyrətmək
1107,unterrichten::V,undervise,öyrətmək
1108,unterrichten::V,undervise,dərs vermək
1109,aufziehen::V,oppdra,tərbiyə etmək
1110,leiten::V,lede,idarə etmək
1111,antreiben::V,drive på,bizləmək
1112,lassen::V,få til å,-tırmaq
1113,einladen::V,be,dəvət etmək
1114,einladen::V,invitere,dəvət etmək
1115,vereinigen::V,forene,birləşdirmək
1116,besuchen::V,besøke,baş çəkmək
1117,besuchen::V,besøke,ziyarət etmək
1118,treffen::V,møte,rastlaşmaq
1119,treffen::V,møte,rast gəlmək
1120,treffen::V,treffe,rastlaşmaq
1121,treffen::V,treffe,rast gəlmək
1122,sich versammeln::V,forsamles,toplanmaq
1123,spielen::V,leke,oynamaq
1124,spielen::V,spille,oynamaq
1125,singen::V,synge,oxumaq
1126,tanzen::V,danse,oynamaq
1127,tanzen::V,danse,rəqs etmək
1128,sich trennen::V,skilles,ayrılmaq
1129,verlassen::V,forlate,tərk etmək
1130,retten::V,redde,xilas etmək
1131,bewachen::V,bevokte,gözətmək
1132,schützen::V,verne,qorumaq
1133,schützen::V,beskytte,qorumaq
1134,verteidigen::V,forsvare,qorumaq
1135,sich schlagen::V,slåss,döyüşmək
1136,schießen::V,skyte,atmaq
1137,schießen::V,skyte,atəş açmaq
1138,siegen::V,seire,yenmək
1139,ärgern::V,ergre,acışdırmaq
1140,treten::V,sparke,təpmək
1141,stechen::V,stikke,soxmaq
1142,stoßen::V,støte,itələmək
1143,stehlen::V,stjele,çalmaq
1144,stehlen::V,stjele,oğurlamaq
1145,stören::V,forstyrre,pozmaq
1146,belästigen::V,plage,narahat etmək
1147,belästigen::V,sjenere,narahat etmək
1148,verbergen::V,gjemme,gizləmək
1149,täuschen::V,villede,aldatmaq
1150,betrügen::V,bedra,aldatmaq
1151,töten::V,drepe,öldürmək
1152,wohnen::V,bo,yaşamaq
1153,arbeiten::V,arbeide,işləmək
1154,arbeiten::V,arbeide,çalışmaq
1155,sammeln::V,samle,yığmaq
1156,sammeln::V,samle,toplamaq
1157,pflücken::V,plukke,qoparmaq
1158,jagen::V,jage,ovlamaq
1159,fischen::V,fiske,balıq tutmaq
1160,fassen::V,fange,tutmaq
1161,hüten::V,vokte,güdmək
1162,treiben::V,drive,haylamaq
1163,anbinden::V,feste,bağlamaq
1164,füttern::V,fore,bəsləmək
1165,melken::V,melke,sağmaq
1166,hacken::V,hakke,yarmaq
1167,gießen::V,helle,sulamaq
1168,reifen::V,modne,dəymək
1169,zubereiten::V,lage,bişirmək
1170,zubereiten::V,tilberede,bişirmək
1171,kochen::V,koke,qaynatmaq
1172,backen::V,bake,bişirmək
1173,braten::V,steke,qızartmaq
1174,umrühren::V,røre om,qarışdırmaq
1175,stricken::V,strikke,hörmək
1176,nähen::V,sy,tikmək
1177,färben::V,farge,boyamaq
1178,reinigen::V,rense,təmizləmək
1179,reinigen::V,gjøre ren,təmizləmək
1180,waschen::V,vaske,yumaq
1181,abwischen::V,tørke av,silmək
1182,spülen::V,spyle,çalxamaq
1183,spülen::V,skylle,çalxamaq
1184,fegen::V,feie,süpürmək
1185,kehren::V,koste,süpürmək
1186,baden::V,bade,çimmək
1187,sich waschen::V,vaske seg,yuyunmaq
1188,ausziehen::V,ta av,soyunmaq
1189,anziehen::V,ta på,geymək
1190,sich anziehen::V,kle på seg,geyinmək
1191,kämmen::V,gre,daramaq
1192,kämmen::V,kjemme,daramaq
1193,schmücken::V,pynte,bəzəmək
1194,schmücken::V,smykke,bəzəmək
1195,sagen::V,si,demək
1196,sagen::V,si,söymek
1197,sprechen::V,snakke,danışmaq
1198,reden::V,tale,danışmaq
1199,reden::V,snakke,danışmaq
1200,sich unterhalten::V,samtale,söhbət etmək
1201,fragen::V,spørre,soruşmaq
1202,bitten::V,be,diləmək
1203,bitten::V,be,xahiş etmək
1204,erzählen::V,fortelle,bəhs etmək
1205,mitteilen::V,meddele,bildirmək
1206,nennen::V,kalle,adlandırmaq
1207,rufen::V,rope,çağırmaq
1208,prahlen::V,skryte,öyünmək
1209,übersetzen::V,oversette,tərcümə etmək
1210,denken::V,tenke,düşünmək
1211,denken::V,tenke,fikirləşmək
1212,glauben::V,tro,inanmaq
1213,bemerken::V,bemerke,qeyd etmək
1214,bemerken::V,legge merke til,qeyd etmək
1215,erkennen::V,gjenkjenne,tanımaq
1216,begreifen::V,begripe,anlamaq
1217,verstehen::V,forstå,duymaq
1218,verstehen::V,skjønne,duymaq
1219,lernen::V,lære,öyrənmək
1220,wissen::V,vite,bilmək
1221,sich erinnern an::V,huske på,xatırlamaq
1222,vergessen::V,glemme,unutmaq
1223,messen::V,måle,ölçmək
1224,zählen::V,telle,saymaq
1225,rechnen::V,regne,hesablamaq
1226,lesen::V,lese,oxumaq
1227,malen::V,male,şəkil çəkmək
1228,zeichnen::V,tegne,cızmaq
1229,schreiben::V,skrive,yazmaq
1230,besitzen::V,eie,yiyələnmək
1231,besitzen::V,eie,malik olmaq
1232,besitzen::V,inneha,yiyələnmək
1233,besitzen::V,inneha,malik olmaq
1234,kaufen::V,kjøpe,satın almaq
1235,verkaufen::V,selge,satmaq
1236,bezahlen::V,betale,ödəmək
1237,zahlen::V,betale,ödəmək
1238,beherrschen::V,beherske,idarə etmək
1239,ertragen::V,orke,dözmək
1240,schlagen::V,,döymək
