,Concept_ID,kl,it
122,Abhang::N,ippik,pendìo
123,Abhang::N,sivinganeq,pendìo
124,Abhang::N,sivingajaaq,pendìo
125,Abhang::N,kussangajaaq,pendìo
126,Bach::N,kuunnguaq,ruscello
127,Fluss::N,kuuk,fiume
128,Ufer::N,sissap sinaa,riva
129,Küste::N,sineriak,costa
130,Meer::N,imaq,mare
131,Bucht::N,ikeq,cala
132,Bucht::N,kangerluk,cala
133,Bucht::N,kangerliumaneq,cala
134,Insel::N,qeqertaq,ìsola
135,Blume::N,naasoq,fiore
136,Gras::N,ivigaq,erba
137,Wurzel::N,niulutaq,radice
138,Baum::N,orpik,àlbero
139,Stamm::N,kanaartaq,tronco
140,Rinde::N,ameraq,corteccia
141,Ast::N,avalequt,ramo
142,Zweig::N,avalequt,ramo
143,Blatt::N,pilutaq,foglia
144,Birke::N,patitsit,betulla
145,Weide[Baum]::N,palleq,sàlice
146,Tanne::N,orsuerneq,abete
147,Horn::N,nassuk,corno
148,Feder::N,suluk,penna
149,Fell::N,ameq,manto
150,Fell::N,ameq,pelame
151,Flügel::N,suluk,ala
152,Flügel::N,isaroq,ala
153,Klaue::N,kukik,grinfia
154,Kralle::N,kukik,unghia
155,Kralle::N,kukik,artiglio
156,Schwanz::N,pamioq,coda
157,Schwanz::N,paperuusaq,coda
158,Ei::N,mannik,uovo
159,Nest::N,ullut,nido
160,Bau::N,ini,covo
161,Tier::N,uumasoq,bestia
162,Tier::N,uumasoq,animale
163,Herde::N,unguukkat,gregge
164,Kuh::N,ussik,vacca
165,Bulle::N,angukulak,toro
166,Bulle::N,anguteralak,toro
167,Bulle::N,angutikulooq,toro
168,Schaf::N,sava,pècora
169,Schwein::N,puuluki,porco
170,Schwein::N,puuluki,maiale
171,Hund::N,qimmeq,cane
172,Katze::N,puisaaq,gatta
173,Bär::N,allaq,orso
174,Eichhörnchen::N,sissinnguaq,scoiàttolo
175,Fuchs::N,terianniaq,volpe
176,Hase::N,ukaleq,lepre
177,Maus::N,teriannguaq,topo
178,Maus::N,teriannguaq,sorcio
179,Wolf::N,amaroq,lupo
180,Vogel::N,timmiaq,uccello
181,Huhn::N,kukkukooq,gallina
182,Huhn::N,marloraaqaaq,gallina
183,Hahn::N,kiasiusaq,gallo
184,Gans::N,nerleq,oca
185,Adler::N,nattoralik,àquila
186,Eule::N,uppik,gufo
187,Eule::N,uppik,civetta
188,Kranich::N,qorlorfik,gru
189,Krähe::N,tuluatsiaq,cornacchia
190,Kuckuck::N,kukkooq,cuccù
191,Kuckuck::N,kukkooq,cùculo
192,Schwan::N,qussuk,cigno
193,Fisch::N,aalisagaq,pesce
194,Schlange[Tier]::N,pulateriarsuk,serpente
195,Schlange[Tier]::N,pulateriaarsuk,serpente
196,Spinne::N,aasiaq,ragno
197,Spinne::N,nissavaarsuk,ragno
198,Ameise::N,uniaaluk,formica
199,Laus::N,kumak,pidocchio
200,Mücke::N,ippernaq,zanzara
201,Fliege::N,ippernaq,mosca
202,Schmetterling::N,paluaq,farfalla
203,Schmetterling::N,pakkaluaq,farfalla
204,Schmetterling::N,utsuppaluaq,farfalla
205,Schmetterling::N,taqaleqisaaq,farfalla
206,Beere::N,paarmaq,bacca
207,Beere::N,paarngaq,bacca
208,Apfel::N,iipili,mela
209,Pilz::N,anngiusaq,fungo
210,Zwiebel::N,uanitsoq,cipolla
211,Saat::N,naatsiiassaq,semente
212,Korn::N,maannineq,grano
213,Schale::N,niutsivik,buccia
214,Schale::N,ilulissaq qaartussaq,buccia
215,Grube::N,itersaq,cava
216,Grube::N,itersaq,fossa
217,Falle::N,pualavoq,tràppola
218,Schlinge::N,orseq,laccio
219,Schlinge::N,norloq,laccio
220,Spur::N,tumaa,traccia
221,Asche::N,arsat,cenere
222,Dreck::N,minguk,fango
223,Eisen::N,savimineq,ferro
224,Eisen::N,saffiugassaq,ferro
225,Gold::N,kuulti,oro
226,Silber::N,siilviuvoq,argento
227,Kohle::N,aamarsuit aamaruutissat,carbone
228,Glas::N,igalaaq,vetro
229,Glas::N,imertarfik,vetro
230,Glas::N,igalaamineq,vetro
231,Lehm::N,marraq,argilla
232,Sand::N,sioqqat,arena
233,Sand::N,sioqqat,sabbia
234,Mensch::N,inuk,uomo
235,Mensch::N,inuk,èssere umano
236,Mensch::N,silamiu,uomo
237,Mensch::N,silamiu,èssere umano
238,Mann::N,angut,uomo
239,Frau::N,arnaq,donna
240,Kind::N,meeraq,bambino
241,Junge::N,nukappiaraq,ragazzo
242,Mädchen::N,arnannguaq,ragazza
243,Familie::N,ilaqutakka,famiglia
244,Familie::N,ilaqutariit,famiglia
245,Großvater::N,aatak,nonno
246,Großmutter::N,aanaq,nonna
247,Eltern::N,angajoqqaat,genitori
248,Vater::N,ataata,padre
249,Vater::N,ataataq,padre
250,Mutter::N,anaana,madre
251,Sohn::N,erneq,figlio
252,Tochter::N,panik,figlia
253,Bruder::N,ani,fratello
254,Bruder::N,aqqaluk,fratello
255,Bruder::N,qatanngut,fratello
256,Schwester::N,naja,sorella
257,Schwester::N,aleqa,sorella
258,Schwester::N,qatanngut,sorella
259,Onkel::N,akkak,zio
260,Tante::N,aja,zia
261,Tante::N,ajak,zia
262,Tante::N,atsak,zia
263,Ehemann::N,ui,marito
264,Ehefrau::N,nuliaq,moglie
265,Freude::N,tipaatsussuseq,gioia
266,Freude::N,tipaatsussuseq,piacere
267,Gelächter::N,illaq,risata
268,Glück::N,usornaat,felicità
269,Glück::N,usornarsuseq,felicità
270,Wunsch::N,kissaat,desiderio
271,Lust::N,illigussuseq,voglia
272,Lust::N,piummaseq,voglia
273,Geist::N,anerneq,mente
274,Geist::N,anerneq,spìrito
275,Geist::N,toornaq,mente
276,Geist::N,toornaq,spìrito
277,Gedanke::N,isumassaq,idea
278,Gedanke::N,isumassaq,pensiero
279,Gedächtnis::N,eqqaamannissuseq,memoria
280,Verstand::N,isuma,intelletto
281,Verstand::N,sianissut,intelletto
282,Verstand::N,misigissut,intelletto
283,Verstand::N,sianissuseq,intelletto
284,Verstand::N,silaqassuseq,intelletto
285,Sinn::N,isuma,senso
286,Sinn::N,isuma,significato
287,Grund::N,patsit,causa
288,Grund::N,patsit,motivo
289,Grund::N,patsit,ragione
290,Wahrheit::N,sallusuissut,verità
291,Märchen::N,oqalualaarut,fiaba
292,Märchen::N,oqalualaarut,fàvola
293,Märchen::N,oqaluasaaq,fiaba
294,Märchen::N,oqaluasaaq,fàvola
295,Erzählung::N,oqaluttuaq,racconto
296,Erzählung::N,oqaluttuaq,narrazione
297,Nachricht::N,oqaassut,messaggio
298,Nachricht::N,oqqersuut,messaggio
299,Neuigkeit::N,tusarnartaq,notizia
300,Name::N,ateq,nome
301,Rätsel::N,nalorsitsaarut,indovinello
302,Rede::N,oqaluuseq,discorso
303,Sprache::N,oqaatsit,lingua
304,Sprache::N,oqaatsit,linguaggio
305,Stimme::N,erinaq,voce
306,Stimme::N,qarluuseq,voce
307,Wort::N,oqaasii,parola
308,Zeichen::N,nalunaaqqut,segno
309,Zeichen::N,nalunaaqqut,segnale
310,Ruf::N,qaaqqussut,chiamata
311,Lärm::N,perpaluk,chiasso
312,Lärm::N,perpaluk,strèpito
313,Laut::N,torsukattak,suono
314,Ton::N,erinaq,tono
315,Lied::N,taalliaq,canto
316,Lied::N,taalliaq,canzone
317,Lied::N,erinarsuut,canto
318,Lied::N,erinarsuut,canzone
319,Ruhe::N,qatsunganeq,calma
320,Ruhe::N,qatsunganeq,tranquillità
321,Leute::N,inuiak,gente
322,Leute::N,inuiaqatigiit,gente
323,Volk::N,inuiaat,pòpolo
324,Arbeit::N,suliaq,lavoro
325,Gast::N,qaaqqusaq,òspite
326,Gast::N,qaaqqusaq,invitato
327,Geschenk::N,pajugut,regalo
328,Hilfe::N,annertoqqut,aiuto
329,Hilfe::N,annertoqqut,soccorso
330,Freund::N,tiliaq,amico
331,Freund::N,ikinngut,amico
332,Kamerad::N,tiliaq,camerata
333,Kamerad::N,ikinngut,camerata
334,Art::N,ileqquuseq,tipo
335,Art::N,ileqquuseq,specie
336,Stück::N,nakkaalaniku,pezzo
337,Teil::N,tassiaasat,parte
338,Hälfte::N,affaq,metà
339,Kreis::N,kaajaluinneq or kaajaluitsoq,cìrcolo
340,Kreuz::N,sanningasulik,croce
341,Linie::N,tittaq,lìnea
342,Linie::N,titarneq,lìnea
343,Abstand::N,aku,distanza
344,Abstand::N,ikiaq,distanza
345,Entfernung::N,asi,distanza
346,Entfernung::N,asi,lontananza
347,Gegend::N,nuna,regione
348,Platz::N,ini,posto
349,Platz::N,ini,spazio
350,Platz::N,inissaq,posto
351,Platz::N,inissaq,spazio
352,Ort::N,sumiiffik,luogo
353,Ort::N,sumiiffik,località
354,Seite::N,saneraq,lato
355,Seite::N,saneraq,parte
356,Mitte::N,qiteq,mezzo
357,Mitte::N,qiteq,centro
358,Sache::N,pigisaq,cosa
359,Rand::N,sini,orlo
360,Rand::N,sini,bordo
361,Rand::N,akerfineq,orlo
362,Rand::N,akerfineq,bordo
363,Kante::N,akerfineq,spìgolo
364,Ecke::N,teqeqqoq,canto
365,Ecke::N,tikeqqoq,canto
366,Spitze::N,inngik,punta
367,Ende::N,isu,capo
368,Ende::N,isu,estremità
369,Loch::N,putu,buco
370,Winkel::N,teqeqqorissaat,àngolo
371,Muster::N,ilisserut,disegno
372,Größe::N,angissuseq,taglia
373,Größe::N,angissuseq,grandezza
374,Länge::N,takissuseq,lunghezza
375,Gewicht::N,oqimaalutaq,peso
376,Menge::N,amerlassuseq,quantità
377,Haufen::N,eqimattat,cùmulo
378,Haufen::N,eqimattat,mucchio
379,Reihe::N,allunaasaq,fila
380,Boot::N,qajaq,barca
381,Boot::N,qajaq,battello
382,Boot::N,angallat,barca
383,Boot::N,angallat,battello
384,Boot::N,umiatsiaq,barca
385,Boot::N,umiatsiaq,battello
386,Ruder::N,iput,remo
387,Schlitten::N,qamutit,slitta
388,Schlitten::N,qimusseq,slitta
389,Ski::N,ataarut,sci
390,Last::N,nammagaq,càrico
391,Schritt::N,allorneq,passo
392,Norden::N,avannaq,nord
393,Norden::N,avannaq,settentrione
394,Süden::N,qava,sud
395,Süden::N,qava,meridione
396,Süden::N,kujat,sud
397,Süden::N,kujat,meridione
398,Süden::N,kujataa,sud
399,Süden::N,kujataa,meridione
400,Westen::N,kitaa,òvest
401,Westen::N,kitaa,occidente
402,Osten::N,kangi,est
403,Osten::N,kangi,oriente
404,Holz::N,qisuk,legno
405,Brett::N,salliligaq,asse
406,Brett::N,salliligaq,tàvola
407,Platte::N,qaateq,lastra
408,Platte::N,qaateq,piastra
409,Stütze::N,ajagutaq,supporto
410,Stütze::N,ajaagutaq,supporto
411,Stange::N,kaaviffik,sbarra
412,Stange::N,kaaviffik,pèrtica
413,Stock::N,ajaappissat,verga
414,Stock::N,ajaappissat,bastone
415,Stock::N,ajaappissat,bacchetta
416,Stab::N,ajaappissat,asta
417,Rohr::N,sullulik,tubo
418,Haus::N,illu,casa
419,Ofen::N,kissarsuut,stufa
420,Fußboden::N,nateq,pavimento
421,Tisch::N,allattarfik,tàvolo
422,Stuhl::N,issiavik,sedia
423,Stuhl::N,issiaffik,sedia
424,Wiege::N,uaasoq,culla
425,Bett::N,nallavik,letto
426,Regal::N,ilisivik,scaffale
427,Kiste::N,sakissat,cassa
428,Kiste::N,illerfiusaq,cassa
429,Fenster::N,aki,finestra
430,Fenster::N,igalaaq,finestra
431,Tür::N,matu,porta
432,Tor::N,isaaffik,portone
433,Zaun::N,saputit,recinto
434,Dach::N,qaliaq,tetto
435,Leiter::N,tummeqqat,scala
436,Leiter::N,tummeqqat,scala a pioli
437,Leiter::N,majuartarfiit,scala
438,Leiter::N,majuartarfiit,scala a pioli
439,Besen::N,saligutit,scopa
440,Spaten::N,nivaataq,vanga
441,Schaufel::N,nivaataq,pala
442,Gabel::N,qilluaq,forchetta
443,Gabel::N,ajassaatit,forchetta
444,Löffel::N,alussaat,cucchiaio
445,Messer::N,savik,coltello
446,Nagel::N,kukik,chiodo
447,Netz::N,anguffaseq,rete
448,Haken::N,nissik,uncino
449,Haken::N,qarsorsaq,uncino
450,Haken::N,qarsorsartoq,uncino
451,Griff::N,ipi,mànico
452,Griff::N,ipi,maniglia
453,Schloss::N,illussaarsuaq,serratura
454,Bild::N,assiliaq,quadro
455,Bild::N,assiliaq,immàgine
456,Figur::N,kisitsit,figura
457,Puppe::N,inuusaq,bàmbola
458,Bündel::N,qilertaq,fascio
459,Bündel::N,qilertaq,fagotto
460,Tasche::N,pooqattaq,borsa
461,Deckel::N,matu,coperchio
462,Geschirr::N,anut,stoviglie
463,Tasse::N,tiitorfik,tazza
464,Tasse::N,tiitorfiup ilorlia,tazza
465,Topf::N,qoqqoq,pèntola
466,Kessel::N,uunnaavik,paiolo
467,Kessel::N,uunnaavik,calderone
468,Essen::N,igaaq,pasto
469,Essen::N,igaaq,mangiare
470,Nahrung::N,neqissaq,cibo
471,Nahrung::N,neqissaq,alimento
472,Speise::N,nerisassat,piatto
473,Fleisch::N,neqi,carne
474,Getreide::N,maannineq,cereali
475,Brot::N,iffit,pane
476,Brot::N,iffiaq,pane
477,Scheibe::N,igalaassiaq,fetta
478,Scheibe::N,igalaassiaq,trancia
479,Fett::N,tarnutissaq,grasso
480,Fett::N,tarnutissiaq,grasso
481,Butter::N,punneq,burro
482,Öl::N,uulia,olio
483,Salz::N,taratsut,sale
484,Suppe::N,qajoq,zuppa
485,Suppe::N,qajoq,minestra
486,Honig::N,tungusunnitsuut,miele
487,Milch::N,immuk,latte
488,Tee::N,tii,tè
489,Tee::N,teeq,tè
490,Wolle::N,nuersagassiaq,lana
491,Stoff::N,milliaq,panno
492,Stoff::N,milliaq,tessuto
493,Stoff::N,qarlissiaq,panno
494,Stoff::N,qarlissiaq,tessuto
495,Nadel::N,meqqut,ago
496,Faden::N,ujalussiaq,filo
497,Knopf::N,attat,bottone
498,Knoten::N,akeroq,nodo
499,Knoten::N,qilerneq,nodo
500,Farbe::N,qalipaat,pittura
501,Kleidung::N,atisat,vestiti
502,Kleidung::N,atisat,vestiario
503,Kleidung::N,annoraaq,vestiti
504,Kleidung::N,annoraaq,vestiario
505,Hemd::N,ilupaaq,camicia
506,Kragen::N,qungasiinnaq,bàvero
507,Kragen::N,qungasiinnaq,colletto
508,Ärmel::N,aaq,mànica
509,Hose::N,qarliit,calzoni
510,Gürtel::N,qiterut,cintura
511,Gürtel::N,unngersaq,cintura
512,Mütze::N,nasaq,berretto
513,Schuh::N,skuu,scarpa
514,Schuh::N,ikernuk,scarpa
515,Schuh::N,ateraasaq,scarpa
516,Stiefel::N,kamik,stivale
517,Ring::N,assammiu,anello
518,Band::N,qilerutissiaq,nastro
519,Band::N,qilerutissiaq,fettuccia
520,Kamm::N,illaagutit,pèttine
521,Kamm::N,illaajaatit pl.,pèttine
522,Spiegel::N,tarrarsuut,specchio
523,Riemen::N,allunaaq,cinghia
524,Schnur::N,kujaaq,corda
525,Schnur::N,allunaasaq,corda
526,Leine::N,aleq,guinzaglio
527,Decke::N,qipik,coperta
528,Kissen::N,akit,cuscino
529,Kissen::N,akit,guanciale
530,Tuch::N,qarlissiaq,fazzoletto
531,Handtuch::N,allarut,asciugamano
532,Handtuch::N,allarterut,asciugamano
533,Kraft::N,pissak,forza
534,Stärke::N,qerattarsaat,forza
535,Stärke::N,qerattarsaat,vigore
536,Stärke::N,qerattarsaat,fortezza
537,Gesundheit::N,peqqisusseq,salute
538,Krankheit::N,nappaat,malattìa
539,Schmerz::N,anniaat,dolore
540,Wunde::N,iki,piaga
541,Wunde::N,iki,ferita
542,Fieber::N,nappaat qanimanartoq,febbre
543,Arznei::N,imigassaq,fàrmaco
544,Arznei::N,imigassaq,medicina
545,Brücke::N,ikaartarfik,ponte
546,Brunnen::N,tissaluttuliaq,pozzo
547,Weide::N,masarsuk,pàscolo
548,Pfad::N,aqqut,sentiero
549,Weg::N,aggerfik,via
550,Weg::N,aggerfik,cammino
551,Straße::N,aqqusineq,strada
552,Dorf::N,nunaqarfik,paese
553,Dorf::N,nunaqarfik,villaggio
554,Stadt::N,illorpaat,città
555,Stadt::N,illorpalik,città
556,Brief::N,allagarsiaq,lèttera
557,Buch::N,atuakkat,libro
558,Buch::N,mappersagaq,libro
559,Buchstabe::N,naqinneq,lèttera
560,Zeitung::N,aviisi,giornale
561,Leben::N,inuussuseq,vita
562,Tod::N,toqu,morte
563,Tod::N,toquneq,morte
564,Grab::N,iliveq,tomba
565,Grab::N,iliveq,sepolcro
566,Grab::N,illissat,tomba
567,Grab::N,illissat,sepolcro
568,Kirche::N,oqaluffik,chiesa
569,Sünde::N,ajorti,peccato
570,Arbeiter::N,sulisoq,operaio
571,Arbeiter::N,sulisoq,lavoratore
572,Chef::N,ittoqut,capo
573,Chef::N,ittoqut,padrone
574,Meister::N,naalagaq,mastro
575,Meister::N,naalagaq,maestro
576,Arzt::N,katsorsaasoq,mèdico
577,Arzt::N,katsorsaasoq,dottore
578,Lehrer::N,ilinniartitsisoq,professore
579,Geld::N,aningaasat,soldi
580,Geld::N,aningaasat,denaro
581,Geschäft::N,niuertarfik,affare
582,Geschäft::N,niuertarfik,negozio
583,Laden::N,niuertarfik,negozio
584,Preis::N,aki,prezzo
585,Ware::N,qaliata pii,merce
586,Ware::N,nioqqutissaq,merce
587,Nutzen::N,iluaqut,ùtile
588,Nutzen::N,iluaqut,profitto
589,Welt::N,nunarsuaq,mondo
590,Land::N,nuna,paese
591,König::N,kunngi,re
592,Macht::N,pissaassuseq,potere
593,Grenze::N,killik,confine
594,Grenze::N,killik,frontiera
595,Krieg::N,sorsunneq,guerra
596,Feind::N,akeraq,nemico
597,Feind::N,akerartorti,nemico
598,Feind::N,qinngarsuisoq,nemico
599,Kampf::N,sorsunneq,lotta
600,Pfeil::N,qalugiusaq,freccia
601,Gewehr::N,aallaat,fucile
602,Fehler::N,kukkuneq,errore
603,Fehler::N,kukkuneq,sbaglio
604,Fehler::N,paarlaappaa,errore
605,Fehler::N,paarlaappaa,sbaglio
606,Unglück::N,perluut,sfortuna
607,Schuld::N,akiitsugaq,colpa
608,Schuld::N,akiligassaq,colpa
609,Alter::N,utoqqaq,età
610,Schluss::N,isu,fine
611,Zeit::N,ulloq,tempo
612,Zeit::N,akuttoqatigiinneq,tempo
613,Tag::N,ulloq,giorno
614,Tag::N,ulloq,giornata
615,Morgen::N,ullaaq,mattina
616,Mittag::N,ulloqeqqa,mezzogiorno
617,Abend::N,unnuk,sera
618,Abend::N,unnuk,serata
619,Nacht::N,unnuaq,notte
620,Woche::N,sapaatip akunnera,settimana
621,Monat::N,qaammat,mese
622,Jahr::N,ukioq,anno
623,Frühling::N,upernaaq,primavera
624,Sommer::N,aasaq,estate
625,Herbst::N,ukiaq,autunno
626,Winter::N,ukioq,inverno
627,Januar::N,siulleeq,gennaio
628,Januar::N,qaammaliaq,gennaio
629,Februar::N,aarlaat,febbraio
630,März::N,marsi,marzo
631,März::N,martsi,marzo
632,Mai::N,maaji,maggio
633,Juni::N,juuni,giugno
634,Juli::N,juuli,luglio
635,August::N,aggusti,agosto
636,September::N,septembari,settembre
637,Oktober::N,oktobari,ottobre
638,November::N,novembari,novembre
639,Dezember::N,detsembari,dicembre
640,Montag::N,ataasinngortoq,lunedì
641,Dienstag::N,marlunngorneq,martedì
642,Mittwoch::N,pingasunngorneq,mercoledì
643,Donnerstag::N,sisamanngorneq,giovedì
644,Freitag::N,tallimanngorneq,venerdì
645,Samstag::N,arfininngorneq,sàbato
646,Sonntag::N,sapaat,domenica
647,Sonntag::N,sapaati,domenica
648,groß::A,angivoq,grande
649,klein::A,mikivoq,pìccolo
650,lang::A,takisooq,lungo
651,kurz::A,naatsoq,corto
652,breit::A,silippoq,largo
653,schmal::A,amitsoq,stretto
654,dicht::A,torsusooq,denso
655,dick[Gegenstand]::A,issuvoq,spesso
656,dick[Gegenstand]::A,issusooq,spesso
657,dünn::A,amitsoq,sottile
658,fein::A,mamarpoq,fine
659,fein::A,mamarpoq,delicato
660,fest::A,tangeqarpoq,sodo
661,fest::A,tangeqarpoq,fisso
662,flach::A,nalimmappoq,piano
663,flach::A,nalimmappoq,piatto
664,glatt::A,quasak,liscio
665,hart::A,mattusooq,duro
666,hart::A,manngerpoq,duro
667,hart::A,titeqquluppoq,duro
668,weich::A,nerumaarpoq,molle
669,rund::A,ammallorippoq,rotondo
670,spitz::A,qummukujooq,aguzzo
671,spitz::A,qummukujooq,appuntito
672,scharf::A,ipippoq,affilato
673,scharf::A,ipippoq,tagliente
674,stumpf::A,anngerpoq,smussato
675,schwer::A,oqimaappoq,pesante
676,schön::A,kusanarpoq,bello
677,heiß::A,kiappoq,caldo
678,heiß::A,kiappoq,bollente
679,warm::A,oqorpoq,caldo
680,kalt::A,issippoq,freddo
681,kühl::A,pueqqortippoq,fresco
682,feucht::A,isugutavoq,ùmido
683,feucht::A,qaasernarpoq,ùmido
684,nass::A,imerorpoq,bagnato
685,trocken::A,panerpoq,secco
686,voll::A,ulikkaarpoq,pieno
687,leer::A,imaattuarpoq,vuoto
688,offen::A,ammavoq,aperto
689,geschlossen::A,matuvoq,chiuso
690,sauber::A,eqqippoq,netto
691,sauber::A,eqqippoq,pulito
692,sauber::A,sukuluippoq,netto
693,sauber::A,sukuluippoq,pulito
694,sauber::A,ipeqanngilaq,netto
695,sauber::A,ipeqanngilaq,pulito
696,schmutzig::A,tapappoq,sporco
697,schmutzig::A,tapappoq,sùdicio
698,schmutzig::A,minguppoq,sporco
699,schmutzig::A,minguppoq,sùdicio
700,roh::A,aapavoq,crudo
701,reif::A,qaarulerpoq,maturo
702,süß::A,tungusunnippoq,dolce
703,bitter::A,qasilippoq,amaro
704,hell::A,qaamavoq,chiaro
705,dunkel::A,qernerpoq,buio
706,dunkel::A,qernerpoq,oscuro
707,schwarz::A,qernerpoq,nero
708,weiß::A,qaqorpoq,bianco
709,rot::A,aappaluppoq,rosso
710,gelb::A,sungaarpoq,giallo
711,blau::A,tungujorpoq,blu
712,blau::A,tungujorpoq,azzurro
713,grün::A,qorsooqqippoq,verde
714,grau::A,qaserpoq,grigio
715,billig::A,akikippoq,a buon prezzo
716,billig::A,akikippoq,a buon mercato
717,wertvoll::A,erlinnarpoq,prezioso
718,blind::A,tappiippoq,cieco
719,blind::A,isigisaqanngilaq,cieco
720,taub::A,tusilarpoq,sordo
721,kräftig::A,pissaq,forte
722,kräftig::A,pissaq,robusto
723,kräftig::A,pissarsuaq,forte
724,kräftig::A,pissarsuaq,robusto
725,stark::A,sanngivoq,forte
726,stark::A,sanngivoq,vigoroso
727,schwach::A,nakuippoq,dèbole
728,fett::A,pualavoq,grasso
729,schlank::A,tuappoq,snello
730,schlank::A,tuappoq,slanciato
731,hübsch::A,aatsialaq,bello
732,hübsch::A,aatsialaq,carino
733,böse::A,ajorpoq,cattivo
734,dumm::A,taqajak,stùpido
735,dumm::A,sikkilluppoq,stùpido
736,dumm::A,qaatusimasaqanngilaq,stùpido
737,faul::A,eqiasuppoq,pigro
738,faul::A,eqiattortuvoq,pigro
739,fleißig::A,eqiasuippoq,diligente
740,geizig::A,iasilaarpoq,avaro
741,geizig::A,tukkuippoq,avaro
742,klug::A,mallak,intelligente
743,klug::A,ittanneq,intelligente
744,klug::A,kutaappoq,intelligente
745,klug::A,kuttaappoq,intelligente
