,Concept_ID,sah,tt
349,Gang::N,хаамыы,йөреш
350,Schritt::N,хардыы,адым
351,Norden::N,хоту,төньяк
352,Süden::N,соҕуруу,көньяк
353,Westen::N,арҕаа,көнбатыш
354,Osten::N,илин,шәрык
355,Osten::N,илин,көнчыгыш
356,Holz::N,мас,агач
357,Brett::N,дуоска,такта
358,Brett::N,хаптаһын,такта
359,Platte::N,билиитэ,плитә
360,Stütze::N,тулааһын,таяу
361,Stange::N,ураҕас,колга
362,Stock::N,мас,таяк
363,Stock::N,баалкы,таяк
364,Stab::N,ураҕас,таяк
365,Rohr::N,турба,торба
366,Haus::N,дьиэ,өй
367,Haus::N,дьиэ,йорт
368,Heim::N,дьиэ,гаилә
369,Heim::N,дьиэ,нәсел
370,Ofen::N,оһох,мич
371,Fußboden::N,муоста,идән
372,Tisch::N,остуол,өстәл
373,Stuhl::N,устуул,утыргыч
374,Wiege::N,биһик,бишек
375,Bett::N,кырабаат,ятак
376,Bett::N,кырабаат,урын-җир
377,Regal::N,долбуур,киштә
378,Regal::N,долбуур,шүрлек
379,Kiste::N,дьааһык,әрҗә
380,Fenster::N,түннүк,тәрәзә
381,Tür::N,аан,ишек
382,Tor::N,аан,капка
383,Zaun::N,соппулуот,койма
384,Dach::N,кырыыса,түбә
385,Leiter::N,кирилиэс,баскыч
386,Besen::N,миинньик,себерке
387,Spaten::N,күрдьэх,көрәк
388,Schaufel::N,күрдьэх,көрәк
389,Gabel::N,биилкэ,чәннечке
390,Löffel::N,луоска,кашык
391,Messer::N,быһах,пычак
392,Nagel::N,тоһоҕо,кадак
393,Netz::N,илим,челтәр
394,Haken::N,көхө,ыргак
395,Griff::N,ук,тотка
396,Griff::N,тутаах,тотка
397,Schloss::N,күлүүс,йозак
398,Bild::N,хартыына,рәсем
399,Bild::N,хартыына,картина
400,Figur::N,фигура,сын
401,Figur::N,фигура,фигура
402,Puppe::N,куукула,курчак
403,Beutel::N,мөһөөччук,луза
404,Bündel::N,баайыы,бәйләм
405,Tasche::N,суумка,букча
406,Eimer::N,биэдэрэ,чиләк
407,Deckel::N,хаппах,капкач
408,Geschirr::N,иһит,савыт-саба
409,Geschirr::N,иһит,кашык-аяк
410,Sack::N,куул,капчык
411,Tasse::N,сэлиэнэй,чынаяк
412,Topf::N,көстүрүүҥкэ,чүлмәк
413,Kessel::N,хочуол,казан
414,Essen::N,аһылык,ашау
415,Nahrung::N,ас,азык
416,Nahrung::N,ас,тәгам
417,Nahrung::N,ас,ашамлык
418,Speise::N,аһылык,ризык
419,Fleisch::N,эт,ит
420,Getreide::N,злактар,ашлык
421,Brei::N,хааһы,ботка
422,Brot::N,килиэп,ипи
423,Brot::N,килиэп,икмәк
424,Scheibe::N,куһуок,телем
425,Fett::N,сыа,май
426,Butter::N,арыы,май
427,Öl::N,арыы,май
428,Salz::N,туус,тоз
429,Suppe::N,мин,шулпа
430,Honig::N,мүөт,бал
431,Milch::N,үүт,сөт
432,Tee::N,чэй,чәй
433,Leder::N,тирии,күн
434,Wolle::N,түү,йон
435,Stoff::N,таҥас,тукыма
436,Nadel::N,иннэ,энә
437,Faden::N,сап,җеп
438,Knopf::N,тимэх,төймә
439,Knoten::N,түмүк,төен
440,Farbe::N,кырааска,буяу
441,Kleidung::N,таҥас,кием
442,Hemd::N,ырбаахы,күлмәк
443,Kragen::N,саҕа,яка
444,Ärmel::N,сиэх,җиң
445,Hose::N,ыстаан,чалбар
446,Hose::N,бүрүүкэ,чалбар
447,Gürtel::N,кур,билбау
448,Mütze::N,бэргэһэ,бүрек
449,Schuh::N,бачыыҥка,башмак
450,Stiefel::N,саппыкы,итек
451,Ring::N,биһилэх,балдак
452,Band::N,лиэнтэ,тасма
453,Kamm::N,тараах,тарак
454,Spiegel::N,сиэркилэ,көзге
455,Riemen::N,кур,каеш
456,Schnur::N,быа,бау
457,Leine::N,тэһиин,тезген
458,Decke::N,суорҕан,юрган
459,Kissen::N,сыттык,мендәр
460,Tuch::N,былаат,яулык
461,Handtuch::N,соттор,сөлгә
462,Kraft::N,сыра,егәр
463,Kraft::N,сыра,дәрман
464,Stärke::N,күүс,көч
465,Stärke::N,күүс,дәрман
466,Gesundheit::N,доруобуйа,саулык
467,Krankheit::N,ыарыы,чир
468,Krankheit::N,ыарыы,хаста
469,Krankheit::N,ыарыы,сырхау
470,Schmerz::N,ыарыы,авырту
471,Wunde::N,баас,яра
472,Wunde::N,баас,җәрәхәт
473,Fieber::N,түрүлгэн,бизгәк
474,Fieber::N,лихорадка,бизгәк
475,Fieber::N,температура,бизгәк
476,Arznei::N,эмп,дару
477,Brücke::N,күргэ,күпер
478,Brunnen::N,холуодьас,кое
479,Weide::N,мэччирэҥ,утлавык
480,Pfad::N,ыллык,сукмак
481,Weg::N,суол,юл
482,Straße::N,суол,урам
483,Dorf::N,дэриэбинэ,авыл
484,Stadt::N,куорат,шәһәр
485,Brief::N,сурук,хат
486,Buch::N,кинигэ,китап
487,Buchstabe::N,буква,хәреф
488,Zeitung::N,хаһыат,газет
489,Zeitung::N,хаһыат,газета
490,Leben::N,тыын,гомер
491,Leben::N,тыын,тормыш
492,Leben::N,тыын,тереклек
493,Tod::N,өлүү,үлем
494,Grab::N,иин,гүр
495,Grab::N,иин,кабер
496,Kirche::N,таҥара дьиэтэ,чиркәү
497,Sünde::N,айыы,язык
498,Sünde::N,айыы,гөнаһ
499,Gott::N,тангара,алла
500,Gott::N,тангара,ходай
501,Arbeiter::N,үлэһит,эшче
502,Chef::N,баһылык,башлык
503,Chef::N,начальник,башлык
504,Meister::N,уус,оста
505,Meister::N,маастар,оста
506,Arzt::N,врач,врач
507,Arzt::N,врач,табиб
508,Lehrer::N,учуутал,укытучы
509,Lehrer::N,учуутал,мөгаллим
510,Geld::N,харчы,акча
511,Geschäft::N,идэ,эш
512,Laden::N,маҕаһыын,кибет
513,Laden::N,маҕаһыын,магазин
514,Preis::N,сыана,бәя
515,Preis::N,сыана,бәһа
516,Ware::N,табаар,товар
517,Nutzen::N,туһа,файда
518,Reichtum::N,баай,байлык
519,Welt::N,аан дойду,дөнья
520,Land::N,дойду,ил
521,Staat::N,государство,дәүләт
522,König::N,король,патша
523,Macht::N,былаас,хакимият
524,Grenze::N,кыраныысса,чик
525,Krieg::N,сэрии,сугыш
526,Feind::N,өстөөх,дошман
527,Gewalt::N,күүһүлээһин,көчләү
528,Kampf::N,охсуһуу,көрәш
529,Bogen[Waffe]::N,ох,җәя
530,Pfeil::N,ох,ук
531,Gewehr::N,саа,мылтык
532,Fehler::N,сыыһа,хата
533,Lüge::N,сымыйа,ялган
534,Schaden::N,хоромньу,зыян
535,Schaden::N,хоромньу,зарар
536,Unglück::N,алдьархай,бәла
537,Schuld::N,буруй,гаеп
538,Alter::N,саас,яшь
539,Schluss::N,тиһэх,ахыр
540,Zeit::N,бириэмэ,заман
541,Tag::N,күн,көн
542,Morgen::N,сарсыарда,иртә
543,Mittag::N,күн ортото,өйлә
544,Abend::N,киэһэ,кич
545,Nacht::N,түүн,төн
546,Woche::N,нэдиэлэ,атна
547,Monat::N,ый,ай
548,Jahr::N,сыл,ел
549,Jahr::N,дьыл,ел
550,Frühling::N,саас,яз
551,Sommer::N,сайын,җәй
552,Herbst::N,күһүн,көз
553,Winter::N,кыһын,кыш
554,Januar::N,тохсунньу,гыйнвар
555,Februar::N,олунньу,февраль
556,März::N,кулун тутар,март
557,April::N,муус устар ый,апрель
558,Mai::N,ыам ыйа,май
559,Juni::N,бэс ыйа,июнь
560,Juli::N,от ыйа,июль
561,August::N,атырдьах ыйа,август
562,September::N,балаҕан ыйа,сентябрь
563,Oktober::N,алтынньы,октябрь
564,November::N,сэтинньи,ноябрь
565,Dezember::N,ахсынньы,декабрь
566,Montag::N,бэнидиэнньик,дүшәмбе
567,Dienstag::N,оптуорунньук,сишәмбе
568,Mittwoch::N,сэрэдэ,чәршәмбе
569,Donnerstag::N,чэппиэр,атнакич
570,Donnerstag::N,чэппиэр,пәнҗешәмбе
571,Freitag::N,бээтинсэ,җомга
572,Samstag::N,субуота,шимбә
573,Sonntag::N,баскыһыанньа,якшәмбе
574,groß::A,бөдөҥ,зур
575,groß::A,улахан,зур
576,klein::A,кыр,кечкенә
577,lang::A,уһун,озын
578,kurz::A,кылгас,кыска
579,breit::A,кэтит,киң
580,schmal::A,кыараҕас,кысык
581,dicht::A,хойуу,куе
582,dick[Gegenstand]::A,суон,калын
583,dick[Gegenstand]::A,хойуу,калын
584,dünn::A,чараас,нечкә
585,fein::A,бытархай,нәзакәтле
586,fein::A,синньигес,нәзакәтле
587,fest::A,бөҕө,нык
588,fest::A,кытаанах,нык
589,flach::A,хаптаҕай,яссы
590,flach::A,хаптаҕай,ялпак
591,glatt::A,кылааккай,шома
592,hart::A,хатан,каты
593,hart::A,кытаанах,каты
594,weich::A,сымнаҕас,йомшак
595,rund::A,төгүрүк,түгәрәк
596,spitz::A,сытыы,очлы
597,spitz::A,уһуктаах,очлы
598,scharf::A,сытыы,үткен
599,stumpf::A,сыппах,үтмәс
600,schwer::A,ыарахан,салмак
601,schön::A,кыраһыабай,гүзәл
602,heiß::A,итии,эссе
603,warm::A,ичигэс,җылы
604,kalt::A,тымныы,суык
605,kalt::A,тымныы,салкын
606,kühl::A,сөрүүн,салкынча
607,frisch::A,ыраас,салкынча
608,frisch::A,сөрүүн,салкынча
609,frisch::A,тымныы,салкынча
610,feucht::A,сииктээх,юеш
611,nass::A,инчэҕэй,дымлы
612,trocken::A,кураан,коры
613,voll::A,толору,тулы
614,leer::A,иччитэх,буш
615,offen::A,аһаҕас,ачык
616,geschlossen::A,бүтэй,йомык
617,sauber::A,сэбэр,пакь
618,sauber::A,сэбэр,чиста
619,schmutzig::A,кирдээх,керле
620,schmutzig::A,кирдээх,пычрак
621,roh::A,сиикэй,чи
622,reif::A,буспут,өлгергән
623,reif::A,сиппит-хоппут,өлгергән
624,lecker::A,минньигэс,тәмле
625,süß::A,минньигэс,татлы
626,bitter::A,аһыы,ачы
627,sauer::A,аһыы,әче
628,hell::A,сырдык,якты
629,dunkel::A,хараҥа,кара
630,schwarz::A,хара,кара
631,weiß::A,үрүҥ,ак
632,weiß::A,маҥан,ак
633,rot::A,кыһыл,кызыл
634,gelb::A,саһархай,сары
635,blau::A,күөх,күк
636,grün::A,күөх,яшел
637,grün::A,от күөҕэ,яшел
638,grau::A,сиэрэй,соры
639,bunt::A,эриэн,чуар
640,billig::A,чэпчэки,арзан
641,teuer::A,сыаналаах,хаклы
642,wertvoll::A,сыаналаах,кыйммәтле
643,blind::A,хараҕа суох,сукыр
644,blind::A,хараҕа суох,күзсез
645,taub::A,дьүлэй,чукрак
646,taub::A,дьүлэй,саңгырау
647,kräftig::A,модун,егәрле
648,stark::A,күүстээх,нык
649,stark::A,күүстээх,базык
650,schwach::A,мөлтөх,зәгыйфь
651,fett::A,эмис,симез
652,schlank::A,дьылҕан,нәзек
653,schlank::A,дьыпсаҕай,нәзек
654,hübsch::A,олус кэрэ,чибәр
655,hübsch::A,көрүөхтэн үчүгэй,чибәр
656,böse::A,өһүөннээх,усал
657,dumm::A,акаары,акылсыз
658,faul::A,нэс,ялкау
659,faul::A,нэс,иренчәк
660,fleißig::A,кыһамньылаах,тырыш
661,fleißig::A,кыһамньылаах,тырышучан
662,geizig::A,иҥсэлээх,саран
663,klug::A,өйдөөх,акыллы
664,geschickt::A,наһаа дьоҕурдаах,маһир
665,lieb::A,тапталлаах,сөекле
666,lustig::A,көрдөөх,күңелле
667,sanft::A,намчы,басынкы
668,sanft::A,сымнаҕас,басынкы
669,hungrig::A,аччык,ач
670,krank::A,ыалдьар,чирле
671,krank::A,ыалдьар,сырхау
672,nackt::A,сыгынньах,шәрә
673,traurig::A,санаарҕабыллаах,ямансу
674,lebendig::A,тыыннаах,тере
675,gut::A,үтүө,яхшы
676,gut::A,үчүгэй,яхшы
677,schlecht::A,куһаҕан,начар
678,richtig::A,сөп,дөрес
679,schlimm::A,сидьиҥ,әшәкә
680,schlimm::A,быдьар,әшәкә
681,wahr::A,кырдьык,чып-чын
682,alt::A,былыргы,иске
683,neu::A,саҥа,яңа
684,ehemalig::A,урукку,элекке
685,alt[Lebewesen]::A,кырдьаҕас,карт
686,jung::A,эдэр,яшь
687,arm::A,дьадаҥы,фәкыйрь
688,reich::A,баай,бай
689,bekannt::A,билэр,таныш
690,berühmt::A,аатырбыт,атаклы
691,fremd::A,атын,ят
692,verschieden::A,араас,төрле
693,nah::A,чугас,якын
694,fern::A,ыраах,ерак
695,linker::A,хаҥас,сул
696,rechter::A,уҥа,уң
697,anderer::A,атын,бүтән
698,erster::A,маҥнайгы,беренче
699,zweiter::A,иккис,икенче
700,dritter::A,үһүс,өченче
701,letzter::A,тиһэх,ахыргы
702,allein::ADV,соҕотох,ялгыз
703,auf einmal::ADV,биирдэ,бердән
704,zusammen::ADV,холбуу,бергә
705,lange::ADV,уһуннук,озак
706,plötzlich::ADV,эмискэ,искәрмәстән
707,sofort::ADV,тута,хәзер
708,später::ADV,хойут,соңрак
709,jetzt::ADV,билигин,хәзер
710,heute::ADV,бүгүн,бүген
711,morgen::ADV,сарсын,иртәгә
712,bald::ADV,өтөр,тиздән
713,dann::ADV,кэнна,аннары
714,gestern::ADV,бэҕэһээ,кичә
715,einst::ADV,биир төгүл,берчак
716,einst::ADV,арай биирдэ,берчак
717,damals::ADV,оччоҕо,ул вакытта
718,damals::ADV,оччоҕо,ул чакта
719,danach::ADV,аары,да
720,danach::ADV,ол кэнниттэн,да
721,vorher::ADV,урут,элек
722,zuerst::ADV,маҥнай,башта
723,einmal::ADV,биирдэ,бер
724,einmal::ADV,биирдэ,бер мәртәбә
725,manchmal::ADV,арыт,кайчакта
726,oft::ADV,чаастатык,еш
727,immer::ADV,мэлдьи,һәркайчан
728,niemals::ADV,хаһан да,hичбер вакыт
729,hier::ADV,маныаха,монда
730,hier::ADV,маныаха,биредә
731,hierhin::ADV,бэттэх,монда
732,von hier::ADV,мантан,моннан
733,dort::ADV,онно,анда
734,dorthin::ADV,онно,тегеләй
735,geradeaus::ADV,быһа,турыдан-туры
736,geradeaus::ADV,быһаччы,турыдан-туры
737,vorwärts::ADV,инники,алга
738,rückwärts::ADV,төттөру,кире
739,zurück::ADV,төттөрү,кире
740,unten::ADV,аллара,түбәндә
741,hinab::ADV,аллара,аска
742,oben::ADV,үөһэ,өстә
743,oben::ADV,үөһэ,югарыда
744,hinauf::ADV,өрө,өскә
745,hinauf::ADV,үөһэ,өскә
746,überall::ADV,бэйдиэ,hәркайда
747,nicht::ADV,буолбатах,түгел
748,ein wenig::ADV,кыратык,бераз
749,kaum::ADV,нэһиилэ,көчкә
750,sehr::ADV,бэрт,бик
751,sehr::ADV,наһаа,бик
752,so::ADV,оччо,алай
753,so::ADV,оннук,алай
754,noch::ADV,өссө,янә
755,noch::ADV,өссө,тагын
756,nur::ADV,эрэ,фәкать
757,nur::ADV,сыччах,фәкать
758,schon::ADV,бэлиэр,инде
759,wieder::ADV,эмиэ,янә
760,wieder::ADV,эмиэ,тагын
761,vergebens::ADV,таак,юкка
762,vor::PRP,иннигэр,алдыннан
