,Concept_ID,ar,fa
790,plötzlich::ADV,فجأة,ناگهان
791,sofort::ADV,حالا,فوراً
792,sofort::ADV,فورا,فوراً
793,später::ADV,فيما بعد,بعدها
794,jetzt::ADV,الآن,حالا
795,jetzt::ADV,الآن,اکنون
796,jetzt::ADV,حاليا,حالا
797,jetzt::ADV,حاليا,اکنون
798,heute::ADV,اليوم,امروز
799,morgen::ADV,غدا,فردا
800,bald::ADV,قريبا,زود
801,bald::ADV,قريبا,بزودی
802,dann::ADV,ثم,سپس
803,dann::ADV,ثم,آنوقت
804,gestern::ADV,أمس,دیروز
805,gestern::ADV,البارحة,دیروز
806,einst::ADV,قديما,وقتی
807,einst::ADV,قديما,زمانی
808,damals::ADV,حينئذ,آنوقت
809,damals::ADV,حينئذ,آنزمان
810,danach::ADV,ثم,بعد
811,danach::ADV,بعد ذلك,بعد
812,vorher::ADV,من قبل,قبلاً
813,vorher::ADV,قبل ذلك,قبلاً
814,zuerst::ADV,أولا,اول
815,zuerst::ADV,أولا,ابتداء
816,einmal::ADV,مرة,یکدفعه
817,manchmal::ADV,أحيانا,گاهی
818,manchmal::ADV,أحيانا,بعضی اوقات
819,oft::ADV,كثيرا,اغلب
820,immer::ADV,دائما,همیشه
821,niemals::ADV,لا أبدا,هرگز
822,hier::ADV,هنا,اینجا
823,hierhin::ADV,إلى هنا,به اینجا
824,von hier::ADV,من هنا,از اینجا
825,dort::ADV,هناك,آنجا
826,dorthin::ADV,إلى هناك,به آنجا
827,geradeaus::ADV,إلى الأمام,راست
828,vorwärts::ADV,إلى الأمام,جلو
829,vorwärts::ADV,إلى الأمام,به پیش
830,rückwärts::ADV,إلى الوراء,عقب
831,zurück::ADV,عودا,پس
832,zurück::ADV,عودا,عقب
833,zurück::ADV,عودا,بالعکس
834,zurück::ADV,إلى الخلف,پس
835,zurück::ADV,إلى الخلف,عقب
836,zurück::ADV,إلى الخلف,بالعکس
837,unten::ADV,تحت,زیر
838,unten::ADV,تحت,پایین
839,unten::ADV,في الأسفل,زیر
840,unten::ADV,في الأسفل,پایین
841,hinab::ADV,إلى تحت,به پایین
842,oben::ADV,فوق,بالا
843,oben::ADV,في الأعلى,بالا
844,hinauf::ADV,إلى فوق,به بالا
845,hinauf::ADV,إلى الأعلى,به بالا
846,überall::ADV,في كل مكان,همه‌جا
847,nicht::ADV,لا,نه
848,nicht::ADV,لم,نه
849,ein wenig::ADV,قليلا,کمی
850,kaum::ADV,كاد لا,به سختی
851,sehr::ADV,جدا,خیلی
852,sehr::ADV,جدا,بسیار
853,sehr::ADV,كثيرا,خیلی
854,sehr::ADV,كثيرا,بسیار
855,so::ADV,كذا,چنین
856,so::ADV,كذا,اینطور
857,so::ADV,كذلك,چنین
858,so::ADV,كذلك,اینطور
859,noch::ADV,ما زال,هنوز
860,nur::ADV,فقط,فقط
861,nur::ADV,فقط,تنها
862,schon::ADV,قد,قبلاً
863,schon::ADV,قد,به این زودی
864,wieder::ADV,من جديد,باز
865,wieder::ADV,من جديد,دوباره
866,wieder::ADV,مرة أخرى,باز
867,wieder::ADV,مرة أخرى,دوباره
868,vergebens::ADV,عبثا,بیهوده
869,vor::PRP,أمام,در جلوی
870,hinter::PRP,خلف,پشت
871,hinter::PRP,وراء,پشت
872,unter::PRP,تحت,تحت
873,durch::PRP,عبر,از وسط
874,durch::PRP,عبر,از ميان
875,durch::PRP,خلال,از وسط
876,durch::PRP,خلال,از ميان
877,neben::PRP,جنب,کنار
878,neben::PRP,جنب,پهلوی
879,neben::PRP,بجانب,کنار
880,neben::PRP,بجانب,پهلوی
881,zwischen::PRP,بين,بین
882,zwischen::PRP,بين,میان
883,wegen::PRP,بسبب,برای
884,wegen::PRP,بسبب,بخاطر
885,dies::PRN,هذا,این
886,das::PRN,ذلك,آن
887,alles::PRN,الكل,تمام
888,alles::PRN,الكل,همه‌چیر
889,ich::PRN,أنا,من
890,du::PRN,أنت,تو
891,er::PRN,هو,او
892,wir::PRN,نحن,ما
893,ihr::PRN,أنتم,شما
894,ihr::PRN,أنتن,شما
895,sie::PRN,هم,آنها
896,sie::PRN,هن,آنها
897,was::FPRN,ما,چه
898,wer::FPRN,من,کی
899,wo::FADV,أين,کجا
900,wohin::FADV,إلى أين,بکجا
901,wie::FADV,كيف,چطور
902,wie::FADV,كيف,چگونه
903,warum::FADV,لماذا,چرا
904,warum::FADV,لماذا,برای چه
905,wieviel::FNUM,كم,چند
906,wieviel::FNUM,كم,چقدر
907,eins::NUM,واحد,یک
908,zwei::NUM,اثنين,دو
909,drei::NUM,ثلاثة,سه
910,vier::NUM,أربعة,چهار
911,fünf::NUM,خمسة,پنج
912,sechs::NUM,ستة,شش
913,sieben::NUM,سبعة,هفت
914,acht::NUM,ثمانية,هشت
915,neun::NUM,تسعة,نه
916,zehn::NUM,عشرة,ده
917,elf::NUM,أحد عشر,یازده
918,zwölf::NUM,اثنا عشر,دوازده
919,zwanzig::NUM,عشرون,بیست
920,dreißig::NUM,ثلاثون,سی
921,vierzig::NUM,أربعون,چهل
922,fünfzig::NUM,خمسون,پنجاه
923,sechzig::NUM,ستون,شصت
924,siebzig::NUM,سبعون,هفتاد
925,achtzig::NUM,ثمانون,هشتاد
926,neunzig::NUM,تسعون,نود
927,hundert::NUM,مئة,صد
928,tausend::NUM,ألف,هزار
929,und::CNJ,و,و
930,oder::CNJ,أو,یا
931,stehen::V,وقف,ایستادن
932,sitzen::V,جلس,نشستن
933,liegen::V,رقد,خوابیدن
934,liegen::V,رقد,دراز کشیدن
935,hängen::V,تعلق,آویزان بودن
936,werden::V,صار,شدن
937,werden::V,أصبح,شدن
938,passieren::V,حدث,گذشتن
939,passieren::V,حدث,اتفاق افتادن
940,beginnen::V,ابتدأ,شروع شدن
941,enden::V,انتهى,تمام شدن
942,wechseln::V,تغير,عوض شدن
943,aufgehen[Sonne]::V,شرق,برآمدن
944,aufgehen[Sonne]::V,شرق,طلوع کردن
945,untergehen[Sonne]::V,غرب,غروب کردن
946,scheinen[Sonne]::V,أضاء,تابیدن
947,donnern::V,رعد,رعد زدن
948,wehen::V,هب,دمیدن
949,strömen::V,جرى,روان شدن
950,fließen::V,سال,روان شدن
951,sich drehen::V,دار,چرخیدن
952,schwanken::V,ترنح,خم و راست شدن
953,schwingen::V,ترجح,تاب خوردن
954,schwingen::V,ترجح,نوسان کردن
955,fallen::V,سقط,افتادن
956,fallen::V,سقط,سقوط کردن
957,brennen::V,احترق,سوزاندن
958,rauchen::V,دخن,دود کردن
959,regnen::V,أمطر,باران آمدن
960,gefrieren::V,تجمد,یخ بستن
961,tauen::V,ذاب,آب شدن
962,schmelzen::V,ذاب,آب شدن
963,trocknen::V,نشف,خشک شدن
964,sieden::V,غلى,جوشیدن
965,faulen::V,فسد,فاسد شدن
966,verfaulen::V,تعفن,پوسیدن
967,reißen::V,انقطع,پاره شدن
968,versinken::V,غرق,غرق شدن
969,vergehen::V,مضى,گذشتن
970,erscheinen::V,لاح,ظاهر شدن
971,erscheinen::V,ظهر,ظاهر شدن
972,verschwinden::V,غاب,گم شدن
973,verschwinden::V,غاب,از بین رفتن
974,sinken::V,هبط,پایین آمدن
975,abnehmen::V,نقص,کم شدن
976,zunehmen::V,ازداد,زیاد شدن
977,steigen::V,صعد,بالا رفتن
978,steigen::V,ارتفع,بالا رفتن
979,wachsen::V,نما,قد کشیدن
980,wachsen::V,نبت,قد کشیدن
981,glänzen::V,لمع,برق زدن
982,funkeln::V,تلألأ,جرقه زدن
983,lärmen::V,ضج,شلوغ کردن
984,lärmen::V,صخب,شلوغ کردن
985,läuten::V,قرع,زنگ زدن
986,klingeln::V,دق,زنگ زدن
987,klirren::V,قعقع,جرنگ جرنگ صدا کردن
988,brausen::V,عج,طوفانی بودن
989,rauschen::V,حف,خش‌خش کردن
990,klingen::V,رن,صدا دادن
991,bellen::V,نبح,عوعو کردن
992,heulen::V,عوى,زوزه کشیدن
993,blasen::V,نفخ,فوت کردن
994,pfeifen::V,صفر,سوت زدن
995,schreien::V,صرخ,فریاد زدن
996,stöhnen::V,أن,نالیدن
997,zittern::V,ارتعش,لرزیدن
998,leben::V,عاش,زیستن
999,leben::V,عاش,زندگی کردن
1000,geboren werden::V,ولد,متولد شدن
1001,atmen::V,تنفس,تنفس کردن
1002,trinken::V,شرب,نوشیدن
1003,essen::V,أكل,خوردن
1004,schlucken::V,جرع,بلعیدن
1005,schlucken::V,جرع,قورت دادن
1006,müde werden::V,تعب,خسته شدن
1007,einschlafen::V,نام,خواب رفتن
1008,schlafen::V,نام,خوابیدن
1009,aufwachen::V,استيقظ,از خواب بیدار شدن
1010,aufstehen::V,قام,بیدار شدن
1011,sich erholen::V,استجم,استراحت کردن
1012,krank werden::V,مرض,مریض شدن
1013,krank sein::V,مرض,بیمار بودن
1014,schmerzen::V,آلم,درد کردن
1015,husten::V,كح,سرفه کردن
1016,husten::V,سعل,سرفه کردن
1017,genesen::V,نقه,بهبود یافتن
1018,sterben::V,مات,مردن
1019,umkommen::V,هلك,کشته شدن
1020,sich bewegen::V,تحرك,حرکت کردن
1021,sich rühren::V,تحرك,تکان خوردن
1022,sich erheben::V,قام,برخواستن
1023,sich setzen::V,جلس,نشستن
1024,hinfallen::V,وقع,زمین خوردن
1025,laufen::V,مشى,پیاده رفتن
1026,schreiten::V,خطا,قدم زدن
1027,spazierengehen::V,تنزه,گردش رفتن
1028,eilen::V,عجل,شتاب کردن
1029,sich beeilen::V,استعجل,عجله کردن
1030,sausen::V,أسرع,صفیر کشیدن
1031,rennen::V,عدا,دویدن
1032,rennen::V,ركض,دویدن
1033,springen::V,قفز,پریدن
1034,klettern::V,تسلق,بالا رفتن
1035,schaukeln::V,تأرجح,تاب خوردن
1036,kriechen::V,دب,خزیدن
1037,kriechen::V,زحف,خزیدن
1038,schwimmen::V,سبح,شنا کردن
1039,tauchen::V,غطس,غواصی کردن
1040,rudern::V,جذف,پارو زدن
1041,fahren::V,ركب,سواره رفتن
1042,fahren::V,سافر,سواره رفتن
1043,fliegen::V,طار,پریدن
1044,gehen::V,سار,رفتن
1045,gehen::V,ذهب,رفتن
1046,weggehen::V,ذهب,رفتن
1047,weggehen::V,انصرف,رفتن
1048,abfahren::V,رحل,حرکت کردن
1049,anhalten::V,توقف,ایست کردن
1050,hineingehen::V,دخل,داخل شدن
1051,eintreten::V,دخل,وارد شدن
1052,kommen::V,أتى,آمدن
1053,kommen::V,جاء,آمدن
1054,ankommen::V,وصل,رسیدن
1055,zurückkommen::V,عاد,برگشتن
1056,zurückkommen::V,رجع,برگشتن
1057,bleiben::V,مكث,ماندن
1058,warten::V,انتظر,منتظر بودن
1059,erwarten::V,ترقب,انتظار داشتن
1060,erwarten::V,انتظر,انتظار داشتن
1061,suchen::V,بحث,جستجو کردن
1062,finden::V,وجد,یافتن
1063,finden::V,وجد,پیدا کردن
1064,versuchen::V,حاول,سعی کردن
1065,versuchen::V,حاول,کوشش کردن
1066,vorbereiten::V,أعد,آماده کردن
1067,vorbereiten::V,حضر,آماده کردن
1068,lieben::V,أحب,عاشق بودن
1069,mögen::V,أحب,میل داشتن
1070,mögen::V,أحب,دوست داشتن
1071,lachen::V,ضحك,خندیدن
1072,rühren::V,أثر,به رقت آوردن
1073,weinen::V,بكى,گریه کردن
1074,schimpfen::V,سب,فحاشی کردن
1075,schimpfen::V,شتم,فحاشی کردن
1076,sich ärgern::V,زعل,ناراحت شدن
1077,sich fürchten::V,هاب,واهمه کردن
1078,fürchten::V,خاف,ترسیدن
1079,fürchten::V,خشي,ترسیدن
1080,fliehen::V,هرب,گریختن
1081,flüchten::V,فر,فرار کردن
1082,sehen::V,رأى,دیدن
1083,anschauen::V,نظر,نگاه کردن
1084,ansehen::V,نظر,تماشا کردن
1085,hören::V,سمع,شنیدن
1086,zuhören::V,أصغى,گوش دادن
1087,probieren::V,ذاق,چشیدن
1088,riechen::V,شم,بوییدن
1089,riechen::V,شم,بو کردن
1090,riechen::V,استنشق,بوییدن
1091,riechen::V,استنشق,بو کردن
1092,fühlen::V,شعر,احساس کردن
1093,scheinen::V,ظهر,بنظر آمدن
1094,zu sehen sein::V,ظهر,دیده شدن
1095,vernehmen::V,سمع,شنیدن
1096,frieren::V,بردان,سرد بودن
1097,tun::V,فعل,کردن
1098,können::V,قدر,توانستن
1099,können::V,استطاع,توانستن
1100,wollen::V,شاء,خواستن
1101,wollen::V,أراد,خواستن
1102,anfangen::V,بدأ,شروع کردن
1103,beenden::V,أنهى,تمام کردن
1104,beenden::V,أنهى,پایان دادن
1105,aufhören::V,توقف,دست کشیدن
1106,aufhören::V,انقطع,دست کشیدن
1107,gelingen::V,نجح,موفق شدن
1108,geraten::V,طلع,نتیجه دادن
1109,öffnen::V,فتح,گشودن
1110,öffnen::V,فتح,باز کردن
1111,schließen::V,أغلق,بستن
1112,schließen::V,أغلق,قفل کردن
1113,stellen::V,وضع,گذاردن
1114,stellen::V,أقام,گذاردن
1115,setzen::V,أجلس,نشاندن
1116,legen::V,وضع,گذاشتن
1117,berühren::V,مس,دست زدن
1118,berühren::V,مس,لمس کردن
1119,berühren::V,لمس,دست زدن
1120,berühren::V,لمس,لمس کردن
1121,verbinden::V,ربط,وصل کردن
1122,verbinden::V,وصل,وصل کردن
1123,bedecken::V,غطى,پوشاندن
1124,aufhängen::V,علق,آویختن
1125,anzünden::V,أوقد,سوزاندن
1126,aufheben::V,لقط,برداشتن
1127,aufheben::V,لقط,بلند کردن
1128,zurücklassen::V,ترك,گذاشتن
1129,verlieren::V,فقد,گم کردن
1130,fallen lassen::V,أسقط,انداختن
1131,machen::V,فعل,کردن
1132,machen::V,فعل,ساختن
1133,herstellen::V,صنع,ساختن
1134,herstellen::V,صنع,تولید کردن
1135,herstellen::V,أنتج,ساختن
1136,herstellen::V,أنتج,تولید کردن
1137,bauen::V,بنى,ساختن
1138,bauen::V,بنى,بنا کردن
1139,bauen::V,شيد,ساختن
1140,bauen::V,شيد,بنا کردن
1141,reparieren::V,صلح,درست کردن
1142,reparieren::V,صلح,تعمیر کردن
1143,verbessern::V,صحح,بهتر کردن
1144,ändern::V,غير,تغییر دادن
1145,graben::V,حفر,کندن
1146,graben::V,حفر,گود کردن
1147,beugen::V,ثنى,کج کردن
1148,beugen::V,أحنى,کج کردن
1149,biegen::V,لوى,خم کردن
1150,drehen::V,أدار,چرخاندن
1151,drehen::V,دور,چرخاندن
1152,wenden::V,قلب,برگرداندن
1153,umdrehen::V,قلب,برگرداندن
1154,heben::V,رفع,برداشتن
1155,hochheben::V,رفع,برآوردن
1156,hochheben::V,رفع,بلند کردن
1157,ergreifen::V,مسك,گرفتن
1158,halten::V,مسك,نگاه داشتن
1159,drücken::V,ضغط,فشار دادن
1160,drücken::V,ضغط,فشار آوردن
1161,schieben::V,حرك,هل دادن
1162,kratzen::V,خدش,خاریدن
1163,lecken::V,لعق,لیسیدن
1164,beißen::V,عض,گاز زدن
1165,abreißen::V,قلع,پاره کردن
1166,abschneiden::V,قطع,بریدن
1167,abschneiden::V,قطع,قطع کردن
1168,binden::V,ربط,بستن
1169,stecken::V,دس,فرو کردن
1170,brechen::V,كسر,شکستن
1171,klopfen::V,طرق,کوبیدن
1172,hauen::V,ضرب,زدن
1173,kleben::V,ألصق,چسباندن
1174,reiben::V,حك,مالش دادن
1175,streichen::V,نشر,مالیدن
1176,schleifen::V,سن,تیز کردن
1177,schneiden::V,قطع,چیدن
1178,schneiden::V,قطع,بریدن
1179,rütteln::V,رج,لرزاندن
1180,rütteln::V,رج,تکان دادن
1181,schütteln::V,هز,تکان دادن
1182,schwenken::V,لوح,تاب دادن
1183,schütten::V,صب,ریختن
1184,füllen::V,ملأ,پر کردن
1185,einwickeln::V,لف,پیچیدن
1186,tragen::V,حمل,بردن
1187,tragen::V,حمل,حمل کردن
1188,schleppen::V,سحب,کشیدن
1189,ziehen::V,سحب,کشیدن
1190,aufbewahren::V,حفظ,نگهداری کردن
1191,werfen::V,رمى,انداختن
1192,werfen::V,رمى,پرتاب کردن
1193,werfen::V,ألقى,انداختن
1194,werfen::V,ألقى,پرتاب کردن
1195,fangen::V,التقط,گرفتن
1196,packen::V,مسك,گرفتن
1197,verstecken::V,خبأ,قایم کردن
1198,verstecken::V,خبأ,پنهان کردن
1199,teilen::V,قسم,قسمت کردن
1200,teilen::V,قسم,تقسیم کردن
1201,schicken::V,بعث,فرستادن
1202,schicken::V,بعث,ارسال کردن
1203,schicken::V,أرسل,فرستادن
1204,schicken::V,أرسل,ارسال کردن
1205,bringen::V,جلب,آوردن
1206,hinzufügen::V,أضاف,افزودن
1207,hinzufügen::V,أضاف,اضافه کردن
1208,bekommen::V,حصل,گرفتن
1209,erhalten::V,استلم,دریافت کردن
1210,nehmen::V,أخذ,گرفتن
1211,nehmen::V,أخذ,برداشتن
1212,wählen::V,اختار,انتخاب کردن
1213,auswählen::V,انتقى,برگزیدن
1214,bewahren::V,حافظ,حفظ کردن
1215,bewahren::V,حافظ,حفاظت کردن
1216,behindern::V,عاق,مانع بودن
1217,verderben::V,أفسد,از بین بردن
1218,beschädigen::V,أضر,صدمه زدن
1219,zerbrechen::V,كسر,شکستن
1220,zerreißen::V,مزق,دریدن
1221,zerreißen::V,مزق,پاره کردن
1222,zerstören::V,دمر,خراب کردن
1223,zerstören::V,دمر,ویران کردن
1224,verbrennen::V,حرق,سوزاندن
1225,geben::V,أعطى,دادن
1226,reichen::V,ناول,دادن
1227,schenken::V,وهب,هدیه دادن
1228,versprechen::V,وعد,قول دادن
1229,versprechen::V,وعد,وعده دادن
1230,wünschen::V,تمنى,آرزو کردن
1231,loben::V,مدح,ستایش کردن
1232,küssen::V,قبل,بوسیدن
1233,wiegen::V,هدهد,نوسان کردن
1234,zudecken::V,غطى,پوشاندن
1235,wecken::V,أيقظ,بیدار کردن
1236,zeigen::V,أرى,نشان دادن
1237,führen::V,دل,رهنمائی کردن
1238,lehren::V,علم,آموختن
1239,lehren::V,علم,یاد دادن
1240,unterrichten::V,علم,درس دادن
1241,unterrichten::V,علم,تدریس کردن
1242,aufziehen::V,ربى,تربیت کردن
1243,leiten::V,دل,اداره کردن
1244,leiten::V,أدار,اداره کردن
1245,antreiben::V,حث,عجله دادن
1246,lassen::V,حدا,وادار کردن
1247,einladen::V,دعا,دعوت کردن
1248,einladen::V,دعا,مهمان کردن
1249,vereinigen::V,وحد,یکی کردن
1250,vereinigen::V,وحد,متحد کردن
1251,besuchen::V,زار,دیدار کردن
1252,treffen::V,قابل,ملاقات کردن
1253,sich versammeln::V,اجتمع,جمع شدن
1254,spielen::V,لعب,بازی کردن
1255,singen::V,غنى,آواز خواندن
1256,tanzen::V,رقص,رقصیدن
1257,sich trennen::V,افترق,جدا شدن
1258,verlassen::V,ترك,ترک کردن
1259,retten::V,نجى,نجات دادن
1260,retten::V,أنقذ,نجات دادن
1261,bewachen::V,حرس,حراست کردن
1262,schützen::V,حمى,حفظ کردن
1263,verteidigen::V,دافع,دفاع کردن
1264,sich schlagen::V,تضارب,کتک‌کاری کردن
1265,schießen::V,أطلق,تیر زدن
1266,siegen::V,انتصر,پیروز شدن
1267,ärgern::V,أزعل,ناراحت کردن
1268,schlagen::V,ضرب,زدن
1269,schlagen::V,ضرب,کوبیدن
1270,treten::V,رفس,لگد زدن
1271,stechen::V,شك,چاقو زدن
1272,stoßen::V,دفع,هل دادن
1273,stehlen::V,سرق,دزدیدن
1274,stören::V,ضايق,مزاحم شدن
1275,belästigen::V,أزعج,زحمت دادن
1276,verbergen::V,كتم,پنهان کردن
1277,täuschen::V,خدع,گول زدن
1278,täuschen::V,خدع,فریب دادن
1279,betrügen::V,غش,گول زدن
1280,betrügen::V,غش,فریب دادن
1281,töten::V,قتل,کشتن
1282,wohnen::V,سكن,منزل داشتن
1283,wohnen::V,سكن,سکونت داشتن
1284,arbeiten::V,عمل,کار کردن
1285,arbeiten::V,اشتغل,کار کردن
1286,sammeln::V,جمع,جمع کردن
1287,pflücken::V,جنى,چیدن
1288,pflücken::V,قطف,چیدن
1289,jagen::V,صاد,شکار کردن
1290,fischen::V,اصطاد,صید کردن
1291,fischen::V,اصطاد,ماهی‌گیری کردن
1292,fassen::V,قبض,گرفتن
1293,hüten::V,رعى,چراندن
1294,hüten::V,رعى,مراقبت کردن
1295,treiben::V,ساق,راندن
1296,anbinden::V,ربط,متصل کردن
1297,füttern::V,علف,غذا دادن
1298,melken::V,حلب,دوشیدن
1299,hacken::V,فرم,خرد کردن
1300,gießen::V,سقى,ریختن
1301,reifen::V,نضج,رسیدن
1302,zubereiten::V,حضر,طبخ کردن
1303,zubereiten::V,حضر,آماده کردن
1304,kochen::V,طبخ,پختن
1305,kochen::V,طبخ,آشپزی کردن
1306,backen::V,خبز,پختن
1307,braten::V,قلى,سرخ کردن
1308,braten::V,حمر,سرخ کردن
1309,umrühren::V,قلب,هم زدن
1310,stricken::V,حاك,بافتن
1311,nähen::V,خاط,دوختن
1312,färben::V,صبغ,رنگ زدن
1313,färben::V,لون,رنگ زدن
1314,reinigen::V,نظف,پاک کردن
1315,reinigen::V,نظف,تمیز کردن
1316,waschen::V,غسل,شستن
1317,abwischen::V,مسح,زدودن
1318,spülen::V,شطف,شستن
1319,fegen::V,كنس,جارو کردن
1320,kehren::V,كنس,جارو کردن
1321,baden::V,استحم,شنا کردن
1322,baden::V,استحم,حمام کردن
1323,sich waschen::V,اغتسل,شستشو کردن
1324,ausziehen::V,خلع,درآوردن
1325,anziehen::V,لبس,پوشیدن
1326,sich anziehen::V,اكتسى,لباس پوشیدن
1327,kämmen::V,مشط,شانه زدن
1328,schmücken::V,زين,زینت دادن
1329,sagen::V,قال,گفتن
1330,sprechen::V,تكلم,حرف زدن
1331,sprechen::V,تكلم,صحبت کردن
1332,reden::V,تكلم,حرف زدن
1333,reden::V,تكلم,صحبت کردن
1334,sich unterhalten::V,تحادث,گپ زدن
1335,fragen::V,سأل,پرسیدن
1336,fragen::V,سأل,سؤال کردن
1337,bitten::V,رجا,خواهش کردن
1338,bitten::V,رجا,درخواست کردن
1339,erzählen::V,حكي,نقل کردن
1340,erzählen::V,حكي,حکایت کردن
1341,mitteilen::V,بلغ,خبر دادن
1342,nennen::V,سمى,نامیدن
1343,rufen::V,نادى,صدا کردن
1344,prahlen::V,فشر,پز آمدن
1345,prahlen::V,تفاخر,پز آمدن
1346,übersetzen::V,ترجم,ترجمه کردن
1347,denken::V,فكر,فکر کردن
1348,glauben::V,اعتقد,باور کردن
1349,glauben::V,اعتقد,عقیده داشتن
1350,bemerken::V,لاحظ,متوجه شدن
1351,erkennen::V,عرف,شناختن
1352,erkennen::V,عرف,تشخیص دادن
1353,begreifen::V,فهم,فهمیدن
1354,begreifen::V,فهم,درک کردن
1355,begreifen::V,أدرك,فهمیدن
1356,begreifen::V,أدرك,درک کردن
1357,verstehen::V,فهم,فهمیدن
1358,lernen::V,درس,آموختن
1359,lernen::V,درس,یاد گرفتن
1360,wissen::V,علم,دانستن
1361,sich erinnern an::V,تذكر,به یاد آوردن
1362,vergessen::V,نسي,فراموش کردن
1363,messen::V,قاس,اندازه گرفتن
1364,zählen::V,عد,شمردن
1365,zählen::V,أحصى,شمردن
1366,rechnen::V,حسب,حساب کردن
1367,lesen::V,قرأ,خواندن
1368,malen::V,صور,نقاشی کردن
1369,zeichnen::V,رسم,کشیدن
1370,zeichnen::V,رسم,رسم کردن
1371,schreiben::V,كتب,نوشتن
1372,besitzen::V,حاز,داشتن
1373,besitzen::V,ملك,داشتن
1374,kaufen::V,اشترى,خریدن
1375,kaufen::V,اشترى,خرید کردن
1376,verkaufen::V,باع,فروختن
1377,bezahlen::V,دفع,پرداختن
1378,zahlen::V,سدد,پرداخت کردن
1379,beherrschen::V,حكم,مسلط بودن
1380,ertragen::V,أطاق,تحمل کردن
1381,ertragen::V,تحمل,تحمل کردن
