,Concept_ID,no,sah
790,sechzig::NUM,seksti,алта уон
791,siebzig::NUM,sytti,сэттэ уон
792,achtzig::NUM,åtti,аҕыс уон
793,neunzig::NUM,nitti,тоҕус уонус
794,hundert::NUM,hundre,сүүс
795,tausend::NUM,tusen,тыһыынча
796,und::CNJ,og,да
797,und::CNJ,og,уонна
798,und::CNJ,og,итиэннэ
799,oder::CNJ,eller,эбэтэр
800,stehen::V,stå,тур
801,sitzen::V,sitte,олор
802,liegen::V,ligge,сыт
803,hängen::V,henge,санньылый
804,werden::V,bli,буол
805,passieren::V,skje,буол
806,passieren::V,hende,буол
807,beginnen::V,begynne,саҕалан
808,enden::V,ende,бүт
809,enden::V,slutte,бүт
810,wechseln::V,veksle,уларый
811,aufgehen[Sonne]::V,stå opp,ой
812,untergehen[Sonne]::V,gå ned,киир
813,scheinen[Sonne]::V,skinne,сырдат
814,donnern::V,tordne,эт
815,wehen::V,blåse,үр
816,strömen::V,strømme,кутулун
817,fließen::V,flyte,сүүр
818,sich drehen::V,dreie seg,эргий
819,schwanken::V,svaie,биэтэҥнээ
820,schwingen::V,svinge,эйэҥнээ
821,fallen::V,falle,оҕут
822,brennen::V,brenne,умай
823,rauchen::V,ryke,буруолаа
824,regnen::V,regne,самыырдаа
825,gefrieren::V,fryse,тоҥ
826,tauen::V,tine,ир
827,schmelzen::V,smelte,уулун
828,trocknen::V,tørre,куур
829,sieden::V,koke,оргуй
830,faulen::V,råtne,сытый
831,verfaulen::V,råtne,сытыйан_хаал
832,reißen::V,briste,хайыт
833,reißen::V,briste,быһытталан
834,versinken::V,synke,тимир
835,versinken::V,synke,батылын
836,versinken::V,synke ned,тимир
837,versinken::V,synke ned,батылын
838,vergehen::V,forløpe,дьай
839,erscheinen::V,synes,көһүн
840,verschwinden::V,forsvinne,сүт
841,sinken::V,synke,намтаа
842,abnehmen::V,avta,аччаа
843,abnehmen::V,minske,аччаа
844,zunehmen::V,tilta,элбээ
845,steigen::V,stige,үрдээ
846,wachsen::V,gro,үүн
847,wachsen::V,vokse,үүн
848,glänzen::V,skinne,кылбай
849,funkeln::V,tindre,күлүмнээ
850,funkeln::V,tindre,күлүмүрдээ
851,lärmen::V,bråke,тыаһаа
852,läuten::V,ringe,собуоннаа
853,klingeln::V,ringe,линкинээ
854,klirren::V,klirre,айгырат
855,brausen::V,bruse,сирилээ
856,rauschen::V,suse,суугунаа
857,klingen::V,lyde,доргуй
858,klingen::V,klinge,доргуй
859,bellen::V,gjø,үр
860,bellen::V,bjeffe,үр
861,heulen::V,ule,улуй
862,blasen::V,blåse,үр
863,pfeifen::V,plystre,иһиир
864,schreien::V,skrike,кылан
865,schreien::V,skrike,хаһыытаа
866,stöhnen::V,stønne,ынчыктаа
867,zittern::V,dirre,титирээ
868,zittern::V,dirre,дьигиһий
869,zittern::V,skjelve,титирээ
870,zittern::V,skjelve,дьигиһий
871,leben::V,leve,олор
872,geboren werden::V,fødes,төрөө
873,atmen::V,ånde,тыын
874,atmen::V,puste,тыын
875,trinken::V,drikke,ис
876,essen::V,spise,аһаа
877,schlucken::V,svelge,ыйыһын
878,müde werden::V,bli trett,сылай
879,einschlafen::V,sovne,утуйан хаал
880,schlafen::V,sove,утуй
881,schlafen::V,sove,утуйа сыт
882,aufwachen::V,våkne,уһугун
883,aufstehen::V,stå opp,тур
884,sich erholen::V,bli bra,сынньан
885,sich erholen::V,komme seg,сынньан
886,krank werden::V,bli syk,ыарый
887,krank sein::V,være syk,ыарый
888,krank sein::V,være syk,ыарыт
889,schmerzen::V,gjøre vondt,ыарыт
890,husten::V,hoste,сөтөлүн
891,genesen::V,komme seg,көн
892,sterben::V,dø,өл
893,umkommen::V,omkomme,өл
894,umkommen::V,omkomme,оҕут
895,sich bewegen::V,bevege seg,хамсаа
896,sich rühren::V,røre på seg,хамсаа
897,sich erheben::V,reise seg,тур
898,sich setzen::V,sette sig,олор
899,hinfallen::V,falle over ende,оҕут
900,laufen::V,løpe,хаам
901,schreiten::V,skride,атыллаа
902,spazierengehen::V,spasere,дьаарбай
903,spazierengehen::V,gå en tur,дьаарбай
904,eilen::V,ile,тиэтэй
905,sich beeilen::V,skynde seg,ыксаа
906,sausen::V,suse,элээр
907,rennen::V,løpe,сүүрэкэлээ
908,springen::V,hoppe,ой
909,springen::V,hoppe,ыстан
910,springen::V,springe,ой
911,springen::V,springe,ыстан
912,klettern::V,klatre,ытын
913,schaukeln::V,huske,эйэҥнээ
914,schaukeln::V,huske,биэрэҥнээ
915,kriechen::V,krype,сыыл
916,schwimmen::V,svømme,уһун
917,schwimmen::V,svømme,харбаа
918,tauchen::V,dykke,умус
919,rudern::V,ro,эрт
920,fahren::V,kjøre,айаннаа
921,fliegen::V,fly,көт
922,gehen::V,gå,бар
923,weggehen::V,gå bort,бар
924,abfahren::V,reise,бар
925,anhalten::V,stanse,тохтоо
926,hineingehen::V,gå inn,киир
927,eintreten::V,tre inn,киир
928,kommen::V,komme,кэл
929,ankommen::V,ankomme,кэл
930,ankommen::V,ankomme,тиий
931,ankommen::V,komme til,кэл
932,ankommen::V,komme til,тиий
933,zurückkommen::V,komme tilbake,төнүн
934,bleiben::V,bli,хаал
935,bleiben::V,forbli,хаал
936,warten::V,vente,көһүт
937,erwarten::V,vente,күүт
938,erwarten::V,vente,көһүт
939,suchen::V,søke,ирдээ
940,suchen::V,søke,көрдөө
941,finden::V,finne,бул
942,versuchen::V,prøve,сорун
943,versuchen::V,forsøke,сорун
944,vorbereiten::V,forberede,бэлэмнээ
945,lieben::V,elske,таптаа
946,mögen::V,like,сөбүл
947,lachen::V,le,күл
948,rühren::V,røre,долгут
949,weinen::V,gråte,ытаа
950,schimpfen::V,skjelle,үөҕүс
951,sich ärgern::V,ergre seg,кыыһыр
952,sich ärgern::V,ergre seg,кыйахан
953,sich fürchten::V,være redd,куттан
954,sich fürchten::V,være redd,дьиксин
955,fürchten::V,være redd for,дьиксин
956,fürchten::V,være redd for,куттан
957,fliehen::V,rømme,күрээ
958,fliehen::V,flykte,күрээ
959,flüchten::V,flykte,күрээ
960,sehen::V,se,көр
961,anschauen::V,se på,көр
962,anschauen::V,betrakte,көр
963,ansehen::V,anse,көр
964,hören::V,høre,бил
965,hören::V,høre,иһит
966,zuhören::V,tilhøre,иһит
967,probieren::V,smake,боруобалаан көр
968,probieren::V,smake,амсайан көр
969,probieren::V,smake på,боруобалаан көр
970,probieren::V,smake på,амсайан көр
971,riechen::V,lukte,сытырҕаа
972,fühlen::V,føle,бил
973,scheinen::V,se ut,көһүн
974,zu sehen sein::V,synes,көһүн
975,vernehmen::V,få vite,иһит
976,frieren::V,fryse,тоҥ
977,frieren::V,fryse,үлүй
978,tun::V,gjøre,гын
979,können::V,kunne,кыай
980,wollen::V,ville,баҕар
981,anfangen::V,begynne,саҕалаа
982,beenden::V,avslutte,бүтэр
983,aufhören::V,slutte,уурай
984,aufhören::V,holde opp,уурай
985,gelingen::V,lykkes,сатан
986,geraten::V,bli,баар буолан биэр
987,geraten::V,bli,баар буола тус
988,geraten::V,bli,буолан таҕыс
989,öffnen::V,åpne,ас
990,schließen::V,lukke,сап
991,schließen::V,lukke,хатаа
992,schließen::V,stenge,сап
993,schließen::V,stenge,хатаа
994,stellen::V,stille,уур
995,stellen::V,stille,туруор
996,setzen::V,sette,туруор
997,setzen::V,sette,уур
998,legen::V,legge,уур
999,berühren::V,berøre,тыыт
1000,berühren::V,berøre,таарый
1001,verbinden::V,forbinde,кэлгий
1002,bedecken::V,dekke,бүрүй
1003,aufhängen::V,henge,ыйаа
1004,aufhängen::V,henge opp,ыйаа
1005,anzünden::V,tenne,умат
1006,anzünden::V,antenne,умат
1007,anzünden::V,tenne på,умат
1008,aufheben::V,løfte,өрө тарт
1009,aufheben::V,ta opp,өрө тарт
1010,zurücklassen::V,slippe tilbake,бырах
1011,verlieren::V,miste,сүтэр
1012,fallen lassen::V,droppe,түһэр
1013,fallen lassen::V,droppe,мүлчү тут
1014,fallen lassen::V,la falle,түһэр
1015,fallen lassen::V,la falle,мүлчү тут
1016,machen::V,lage,оҥор
1017,machen::V,lage,оҥоһун
1018,machen::V,gjøre,оҥор
1019,machen::V,gjøre,оҥоһун
1020,herstellen::V,fremstille,оҥор
1021,bauen::V,bygge,тут
1022,reparieren::V,reparere,абырахтаа
1023,verbessern::V,rette,тупсар
1024,verbessern::V,forbedre,тупсар
1025,ändern::V,forandre,уларыт
1026,graben::V,grave,хас
1027,beugen::V,bøye,бокут
1028,beugen::V,bøye,токурут
1029,beugen::V,bøye,бүк баттаа
1030,biegen::V,bøye,иэх
1031,biegen::V,bøye,өҕүлүннэр
1032,drehen::V,dreie,эргит
1033,drehen::V,dreie,эргичит
1034,wenden::V,vende,эргилин
1035,umdrehen::V,snu,түҥнэр
1036,heben::V,heve,көтөх
1037,hochheben::V,løfte,таһаар
1038,ergreifen::V,gripe,тут
1039,ergreifen::V,få tak i,тут
1040,halten::V,holde,тут
1041,drücken::V,trykke,ык
1042,schieben::V,skyve,ас
1043,kratzen::V,klø,кыһыы
1044,kratzen::V,klore,кыһыы
1045,lecken::V,slikke,салаа
1046,beißen::V,bite,ытыр
1047,abreißen::V,rive av,быһа тарт
1048,abreißen::V,rive av,туура тарт
1049,abschneiden::V,skjære av,быс
1050,abschneiden::V,skjære av,быһан ыл
1051,abschneiden::V,skjære av,быһа баттаа
1052,binden::V,binde,кэлгий
1053,stecken::V,stikke,батары ас
1054,brechen::V,bryte,тоһут
1055,brechen::V,briste,тоһут
1056,klopfen::V,banke,тоҥсуй
1057,hauen::V,hogge,оҕус
1058,kleben::V,klistre,силимнээ
1059,reiben::V,gni,аал
1060,streichen::V,stryke,сыбаа
1061,schleifen::V,slipe,чочуй
1062,schneiden::V,klippe,быс
1063,rütteln::V,ruske,иэҕэҥнэт
1064,schütteln::V,riste,сахсый
1065,schwenken::V,svinge,дайбаа
1066,schütten::V,helle,кут
1067,füllen::V,fylle,толор
1068,einwickeln::V,vikle inn,суулаа
1069,tragen::V,bære,ит
1070,schleppen::V,slepe,сос
1071,ziehen::V,dra,тарт
1072,ziehen::V,trekke,тарт
1073,aufbewahren::V,oppbevare,уур
1074,aufbewahren::V,oppbevare,харай
1075,aufbewahren::V,ta vare på,уур
1076,aufbewahren::V,ta vare på,харай
1077,werfen::V,kaste,бырах
1078,fangen::V,fange,хап
1079,packen::V,gripe,тут
1080,packen::V,gripe tak i,тут
1081,verstecken::V,gjemme,саһыар
1082,teilen::V,dele,үллэр
1083,schicken::V,sende,ыыт
1084,bringen::V,bringe,аҕал
1085,hinzufügen::V,tilføye,эп
1086,bekommen::V,få,ыл
1087,bekommen::V,få,булун
1088,erhalten::V,få,ыл
1089,nehmen::V,ta,ыл
1090,wählen::V,velge,быыбардаа
1091,auswählen::V,velge ut,тал
1092,bewahren::V,bevare,харай
1093,behindern::V,hindre,мэһэйдээ
1094,behindern::V,forhindre,мэһэйдээ
1095,verderben::V,ødelegge,буорту гын
1096,beschädigen::V,skade,алдьат
1097,zerbrechen::V,brekke i stykker,үлтүрүт
1098,zerreißen::V,rive i stykker,хайыта тарт
1099,zerstören::V,ødelegge,алдьат
1100,verbrennen::V,brenne,уоттаа
1101,verbrennen::V,brenne opp,уоттаа
1102,geben::V,gi,биэр
1103,reichen::V,rekke,аҕал
1104,schenken::V,forære,бэлэхтээ
1105,schenken::V,skjenke,бэлэхтээ
1106,versprechen::V,love,эрэннэр
1107,wünschen::V,ønske,баҕар
1108,loben::V,rose,хайҕаа
1109,küssen::V,kysse,уураа
1110,wiegen::V,vogge,бигээ
1111,zudecken::V,dekke til,сап
1112,zudecken::V,dekke til,бүрүй
1113,wecken::V,vekke,уһугуннар
1114,zeigen::V,vise,көрдөр
1115,führen::V,føre,салай
1116,lehren::V,lære,үөрэт
1117,unterrichten::V,undervise,үөрэт
1118,aufziehen::V,oppdra,иит
1119,leiten::V,lede,салай
1120,antreiben::V,drive på,кыһай
1121,lassen::V,få til å,күһэй
1122,einladen::V,be,ыҥыр
1123,einladen::V,invitere,ыҥыр
1124,vereinigen::V,forene,холбоо
1125,vereinigen::V,forene,түм
1126,besuchen::V,besøke,сырыт
1127,besuchen::V,besøke,билсэ сырыт
1128,treffen::V,møte,көрүс
1129,treffen::V,treffe,көрүс
1130,sich versammeln::V,forsamles,мүһүн
1131,sich versammeln::V,forsamles,түмүс
1132,spielen::V,leke,оонньоо
1133,spielen::V,spille,оонньоо
1134,singen::V,synge,ыллаа
1135,tanzen::V,danse,үҥкүүлээ
1136,sich trennen::V,skilles,араҕыс
1137,verlassen::V,forlate,хааллар
1138,retten::V,redde,өрүһүй
1139,bewachen::V,bevokte,араҥаччылаа
1140,schützen::V,verne,көмүскээ
1141,schützen::V,beskytte,көмүскээ
1142,verteidigen::V,forsvare,көмүскээ
1143,sich schlagen::V,slåss,охсус
1144,schießen::V,skyte,ытыалаа
1145,siegen::V,seire,хот
1146,siegen::V,seire,кыай
1147,ärgern::V,ergre,кыыһырт
1148,treten::V,sparke,тэп
1149,stechen::V,stikke,кэй
1150,stoßen::V,støte,кэп
1151,stoßen::V,støte,үтүрүй
1152,stehlen::V,stjele,уор
1153,stören::V,forstyrre,мэһэйдээ
1154,belästigen::V,plage,батар
1155,belästigen::V,sjenere,батар
1156,verbergen::V,gjemme,кистээ
1157,täuschen::V,villede,албыннаа
1158,betrügen::V,bedra,албыннаа
1159,töten::V,drepe,өлөр
1160,wohnen::V,bo,олор
1161,arbeiten::V,arbeide,үлэлээ
1162,sammeln::V,samle,мус
1163,sammeln::V,samle,хомуй
1164,pflücken::V,plukke,үргээ
1165,jagen::V,jage,бултаа
1166,fischen::V,fiske,балыктаа
1167,fassen::V,fange,тут
1168,hüten::V,vokte,манаа
1169,treiben::V,drive,үүр
1170,anbinden::V,feste,баай
1171,füttern::V,fore,аһат
1172,melken::V,melke,ыа
1173,hacken::V,hakke,кэрт
1174,gießen::V,helle,сиигирт
1175,reifen::V,modne,бус
1176,zubereiten::V,lage,бэлэмнээ
1177,zubereiten::V,tilberede,бэлэмнээ
1178,kochen::V,koke,буһар
1179,backen::V,bake,буһар
1180,braten::V,steke,хооруй
1181,braten::V,steke,ыһаарылаа
1182,braten::V,steke,соркуойдаа
1183,umrühren::V,røre om,былаа
1184,stricken::V,strikke,өр
1185,nähen::V,sy,иистэн
1186,färben::V,farge,кырааскалаа
1187,reinigen::V,rense,ыраастаа
1188,reinigen::V,gjøre ren,ыраастаа
1189,waschen::V,vaske,сууй
1190,abwischen::V,tørke av,сот
1191,spülen::V,spyle,сайҕаа
1192,spülen::V,skylle,сайҕаа
1193,fegen::V,feie,сиппий
1194,kehren::V,koste,харбаа
1195,baden::V,bade,сөтүөлээ
1196,sich waschen::V,vaske seg,суун
1197,ausziehen::V,ta av,уһул
1198,anziehen::V,ta på,кэтэрт
1199,sich anziehen::V,kle på seg,таҥын
1200,kämmen::V,gre,тараа
1201,kämmen::V,kjemme,тараа
1202,schmücken::V,pynte,симээ
1203,schmücken::V,smykke,симээ
1204,sagen::V,si,диэ
1205,sprechen::V,snakke,эт
1206,sprechen::V,snakke,саҥар
1207,reden::V,tale,кэпсэт
1208,reden::V,snakke,кэпсэт
1209,sich unterhalten::V,samtale,кэпсэт
1210,fragen::V,spørre,ыйыт
1211,bitten::V,be,көрдөс
1212,erzählen::V,fortelle,кэпсээ
1213,erzählen::V,fortelle,сэһэргээ
1214,mitteilen::V,meddele,биллэр
1215,nennen::V,kalle,ааттаа
1216,rufen::V,rope,ыҥыр
1217,prahlen::V,skryte,чабылан
1218,prahlen::V,skryte,киһиргээ
1219,übersetzen::V,oversette,тылбаастаа
1220,denken::V,tenke,санаа
1221,denken::V,tenke,толкуйдаа
1222,glauben::V,tro,итэҕэй
1223,bemerken::V,bemerke,бэлиэтээ
1224,bemerken::V,legge merke til,бэлиэтээ
1225,erkennen::V,gjenkjenne,бил
1226,begreifen::V,begripe,өйдөө
1227,verstehen::V,forstå,өйдөө
1228,verstehen::V,skjønne,өйдөө
1229,lernen::V,lære,үөрэн
1230,wissen::V,vite,бил
1231,sich erinnern an::V,huske på,аҕын
1232,vergessen::V,glemme,умун
1233,messen::V,måle,кэмнээ
1234,messen::V,måle,кээмэйдээ
1235,zählen::V,telle,аах
1236,rechnen::V,regne,аах
1237,lesen::V,lese,аах
1238,malen::V,male,уруһуйдаа
1239,zeichnen::V,tegne,уруһуйдаа
1240,schreiben::V,skrive,суруй
1241,besitzen::V,eie,баһылаа
1242,besitzen::V,inneha,баһылаа
1243,kaufen::V,kjøpe,атыылас
1244,verkaufen::V,selge,атыылаа
1245,bezahlen::V,betale,төлөө
1246,zahlen::V,betale,төлөө
1247,beherrschen::V,beherske,баһылаа
1248,ertragen::V,orke,тулуй
1249,schlagen::V,,оҕус
