,Concept_ID,uk,sq
822,vier::NUM,чотири,katër
823,fünf::NUM,п’ять,pesë
824,sechs::NUM,шість,gjashtë
825,sieben::NUM,сім,shtatë
826,acht::NUM,вісім,tetë
827,neun::NUM,дев’ять,nëntë
828,zehn::NUM,десять,dhjetë
829,elf::NUM,одинадцять,njëmbëdhjetë
830,zwölf::NUM,дванадцять,dymbëdhjetë
831,zwanzig::NUM,двадцять,njëzet
832,dreißig::NUM,тридцять,tridhjetë
833,vierzig::NUM,сорок,dyzet
834,fünfzig::NUM,п’ятдесят,pesëdhjetë
835,sechzig::NUM,шістдесят,gjashtëdhjetë
836,siebzig::NUM,сімдесят,shtatëdhjetë
837,achtzig::NUM,вісімдесят,tetëdhjetë
838,neunzig::NUM,дев’яносто,nëntëdhjetë
839,hundert::NUM,сто,qind
840,tausend::NUM,тисяча,mijë
841,und::CNJ,і,e
842,und::CNJ,і,dhe
843,oder::CNJ,або,a
844,oder::CNJ,або,apo
845,stehen::V,стояти,rri
846,sitzen::V,сидіти,rri
847,liegen::V,лежати,rri shtrirë
848,hängen::V,висіти,varem
849,werden::V,стати,bëhem
850,werden::V,робитися,bëhem
851,passieren::V,трапитися,ndodh
852,beginnen::V,початися,filloj
853,enden::V,кінчитися,përfundoj
854,wechseln::V,мінятися,ndërroj
855,aufgehen[Sonne]::V,зійти,hapem
856,untergehen[Sonne]::V,зайти,hyj
857,untergehen[Sonne]::V,зайти,perëndoj
858,scheinen[Sonne]::V,світити,ndriçoj
859,donnern::V,гриміти,gjëmoj
860,donnern::V,гриміти,bubulloj
861,wehen::V,віяти,fryj
862,strömen::V,литися,derdh
863,fließen::V,текти,rrjedh
864,sich drehen::V,обертатися,rrotullohem
865,schwanken::V,коливатися,dyzoj
866,schwingen::V,хитатися,dridhem
867,schwingen::V,гойдатися,dridhem
868,fallen::V,падати,bie
869,brennen::V,горіти,digjem
870,rauchen::V,диміти,nxjerr tym
871,regnen::V,дощити,bie shi
872,gefrieren::V,змерзнути,ngrij
873,tauen::V,танути,shkrij
874,schmelzen::V,плавитися,shkrij
875,trocknen::V,сохнути,thaj
876,sieden::V,кипіти,ziej
877,faulen::V,гнити,kalbem
878,faulen::V,гнити,prishem
879,verfaulen::V,згнити,kalbem
880,reißen::V,рватися,grisem
881,reißen::V,рватися,shqyhem
882,versinken::V,тонути,humboj
883,vergehen::V,проходити,kaloj
884,erscheinen::V,з’явитися,dukem
885,verschwinden::V,щезнути,zhdukem
886,verschwinden::V,зникнути,zhdukem
887,sinken::V,спадати,ulem
888,abnehmen::V,поменшитися,pakësohem
889,abnehmen::V,поменшитися,zvogëlohem
890,zunehmen::V,збільшуватися,shtohem
891,steigen::V,підніматися,rritem
892,wachsen::V,рости,rritem
893,glänzen::V,блищати,vezulloj
894,funkeln::V,блискати,xixoj
895,funkeln::V,блискати,xixëlloj
896,lärmen::V,шуміти,oshtij
897,lärmen::V,шуміти,zhurmoj
898,läuten::V,дзвонити,bie
899,klingeln::V,дзвонити,i bie ziles
900,klirren::V,дзвякати,kërcëlloj
901,brausen::V,бушувати,gjëmoj
902,rauschen::V,шелестіти,fëshfërij
903,klingen::V,лунати,tingëlloj
904,klingen::V,звучати,tingëlloj
905,bellen::V,гавкати,leh
906,heulen::V,вити,ulërij
907,blasen::V,дунути,fryj
908,pfeifen::V,свистіти,fishkëllej
909,schreien::V,кричати,bërtas
910,stöhnen::V,стогнати,rënkoj
911,zittern::V,тремтіти,trembem
912,leben::V,жити,rroj
913,leben::V,жити,jetoj
914,geboren werden::V,народитися,lind
915,atmen::V,дихати,marr frymë
916,trinken::V,пити,pi
917,essen::V,їсти,ha
918,schlucken::V,ковтати,gëlltis
919,schlucken::V,ковтати,kapërdij
920,müde werden::V,втомитися,lodhem
921,einschlafen::V,заснути,bie të fle
922,schlafen::V,спати,fle
923,aufwachen::V,прокинутися,zgjohem
924,aufstehen::V,встати,çohem
925,aufstehen::V,встати,ngrihem
926,sich erholen::V,відпочивати,qetësohem
927,sich erholen::V,відпочивати,shtendosem
928,krank werden::V,захворіти,bie i sëmurë
929,krank sein::V,хворіти,jam i sëmurë
930,schmerzen::V,боліти,dhemb
931,husten::V,кашляти,kollitem
932,genesen::V,одужати,shërohem
933,genesen::V,видужати,shërohem
934,sterben::V,померти,vdes
935,umkommen::V,згинути,vdes
936,umkommen::V,згинути,mbaroj
937,sich bewegen::V,рухатися,shkundem
938,sich rühren::V,ворушитися,lëviz
939,sich erheben::V,встати,ngrihem
940,sich setzen::V,сісти,ulem
941,hinfallen::V,упасти,gremisem
942,laufen::V,ходити,eci
943,schreiten::V,крокувати,çapem
944,spazierengehen::V,гуляти,shëtis
945,eilen::V,спішити,ngas
946,sich beeilen::V,поспішати,nxitoj
947,sausen::V,мчатися,eci shpejt
948,rennen::V,бігати,vrapoj
949,springen::V,скакати,kërcej
950,springen::V,стрибати,kërcej
951,klettern::V,лазити,hipi
952,schaukeln::V,гойдатися,kolovitem
953,kriechen::V,повзати,zvarritem
954,schwimmen::V,пливти,notoj
955,schwimmen::V,плавати,notoj
956,tauchen::V,пірнати,zhytem
957,rudern::V,гребти,vozis
958,rudern::V,веслувати,vozis
959,fahren::V,їхати,shkoj
960,fliegen::V,літати,fluturoj
961,gehen::V,іти,eci
962,gehen::V,іти,shkoj
963,weggehen::V,піти,vete
964,abfahren::V,від’їхати,nisem
965,abfahren::V,відправитися,nisem
966,anhalten::V,зупинитися,ndalem
967,hineingehen::V,входити,futem
968,eintreten::V,увійти,hyj
969,kommen::V,прийти,vij
970,ankommen::V,прибути,arrij
971,ankommen::V,прибути,mbërrij
972,zurückkommen::V,повернутися,kthehem
973,bleiben::V,залишитися,mbetem
974,bleiben::V,залишитися,qëndroj
975,warten::V,чекати,pres
976,erwarten::V,чекати,pres
977,suchen::V,шукати,kërkoj
978,finden::V,знайти,gjej
979,versuchen::V,випробовувати,mundohem
980,vorbereiten::V,підготувати,përgatis
981,lieben::V,любити,dashuroj
982,mögen::V,любити,dua
983,mögen::V,подобатися,dua
984,lachen::V,сміятися,qesh
985,rühren::V,розчулити,mallëngjej
986,weinen::V,плакати,qaj
987,schimpfen::V,лаятися,shaj
988,sich ärgern::V,сердитися,bëhem verem
989,sich fürchten::V,боятися,kam frikë
990,sich fürchten::V,боятися,frikësohem
991,fürchten::V,боятися,kam frikë nga
992,fliehen::V,тікати,arratisem
993,flüchten::V,утекти,iki
994,sehen::V,бачити,shoh
995,anschauen::V,поглянути,shikoj
996,ansehen::V,дивитися на,shikoj
997,hören::V,чути,dëgjoj
998,zuhören::V,слухати,veshtoj
999,probieren::V,покуштувати,provoj
1000,riechen::V,нюхати,nuhas
1001,fühlen::V,відчувати,ndiej
1002,scheinen::V,здаватися,ndriçoj
1003,zu sehen sein::V,виднітися,dukem
1004,vernehmen::V,почути,dëgjoj
1005,frieren::V,мерзнути,mërdhij
1006,tun::V,робити,bëj
1007,können::V,могти,mund
1008,wollen::V,хотіти,dua
1009,wollen::V,хотіти,dëshiroj
1010,anfangen::V,почати,filloj
1011,beenden::V,закінчити,kryej
1012,beenden::V,закінчити,mbaroj
1013,aufhören::V,перестати,pushoj
1014,gelingen::V,вдатися,më shkon mbarë
1015,geraten::V,опинитися,del
1016,öffnen::V,відкрити,hap
1017,schließen::V,закрити,mbyll
1018,stellen::V,поставити,vë
1019,setzen::V,посадити,vë
1020,legen::V,класти,vë
1021,berühren::V,чіпати,rrok
1022,verbinden::V,зв’язати,bashkoj
1023,bedecken::V,покрити,mbuloj
1024,aufhängen::V,повісити,var
1025,anzünden::V,запалити,ndez
1026,aufheben::V,підняти,ngre
1027,zurücklassen::V,залишити,lë pas
1028,verlieren::V,загубити,humb
1029,fallen lassen::V,упустити,lëshoj
1030,machen::V,зробити,bëj
1031,herstellen::V,виготовити,prodhoj
1032,bauen::V,будувати,ndërtoj
1033,reparieren::V,лагодити,ndreq
1034,reparieren::V,лагодити,meremetoj
1035,verbessern::V,поліпшити,përmirësoj
1036,ändern::V,змінити,ndërroj
1037,graben::V,копати,gërmoj
1038,beugen::V,зігнути,kërrus
1039,biegen::V,погнути,përkul
1040,drehen::V,вертіти,dredh
1041,drehen::V,вертіти,rrotulloj
1042,wenden::V,повернути,kthej
1043,umdrehen::V,перевернути,kthej
1044,heben::V,піднімати,ngre
1045,hochheben::V,підняти,ngre
1046,ergreifen::V,схопити,rrëmbej
1047,halten::V,тримати,mbaj
1048,drücken::V,натискати,shtyp
1049,schieben::V,пхати,shtyj
1050,schieben::V,штовхати,shtyj
1051,kratzen::V,шкребти,kruaj
1052,kratzen::V,шкребти,gërvisht
1053,lecken::V,лизати,lëpij
1054,beißen::V,кусати,kafshoj
1055,abreißen::V,відірвати,shkëpus
1056,abschneiden::V,відрізати,cungoj
1057,binden::V,в’язати,lidh
1058,stecken::V,увіткнути,fus
1059,stecken::V,увіткнути,ngul
1060,brechen::V,зламати,thyej
1061,klopfen::V,стукати,trokas
1062,hauen::V,бити,godas
1063,kleben::V,клеїти,ngjis
1064,reiben::V,терти,fërkoj
1065,streichen::V,намазати,lyej
1066,schleifen::V,точити,mpreh
1067,schneiden::V,різати,pres
1068,rütteln::V,хитати,shkund
1069,schütteln::V,трясти,lëkund
1070,schwenken::V,махати,valëvit
1071,schütten::V,налити,mbush
1072,füllen::V,наповнити,mbush
1073,einwickeln::V,загорнути,mbështjell
1074,tragen::V,нести,mbaj
1075,tragen::V,нести,mbart
1076,schleppen::V,тягти,heq
1077,schleppen::V,тягти,zhgërryej
1078,ziehen::V,тягнути,tërheq
1079,aufbewahren::V,зберігати,ruaj
1080,werfen::V,кидати,hedh
1081,fangen::V,ловити,kap
1082,packen::V,схопити,rrëmbej
1083,verstecken::V,сховати,fsheh
1084,teilen::V,розділити,ndaj
1085,schicken::V,посилати,dërgoj
1086,bringen::V,принести,sjell
1087,hinzufügen::V,додати,shtoj
1088,bekommen::V,дістати,kap
1089,erhalten::V,одержати,marr
1090,nehmen::V,взяти,marr
1091,wählen::V,вибрати,zgjedh
1092,auswählen::V,відібрати,përzgjedh
1093,bewahren::V,зберегти,ruaj
1094,behindern::V,перешкоджати,pengoj
1095,verderben::V,зіпсувати,prish
1096,beschädigen::V,зашкодити,dëmtoj
1097,zerbrechen::V,розбити,thyej
1098,zerreißen::V,розірвати,çjerr
1099,zerreißen::V,розірвати,zheloj
1100,zerstören::V,зруйнувати,prish
1101,zerstören::V,зруйнувати,shkatërroj
1102,verbrennen::V,спалити,djeg
1103,geben::V,дати,jap
1104,reichen::V,передати,jap
1105,schenken::V,дарувати,fal
1106,schenken::V,дарувати,dhuroj
1107,versprechen::V,обіцяти,premtoj
1108,wünschen::V,бажати,uroj
1109,loben::V,хвалити,lëvdoj
1110,loben::V,хвалити,lavdëroj
1111,küssen::V,цілувати,puth
1112,wiegen::V,качати,tund
1113,zudecken::V,накрити,mbuloj
1114,wecken::V,розбудити,zgjoj
1115,zeigen::V,показати,dëftej
1116,führen::V,вести,çoj
1117,lehren::V,вчити,arsej
1118,unterrichten::V,викладати,arsimoj
1119,aufziehen::V,виховати,rris
1120,leiten::V,керувати,udhëheq
1121,antreiben::V,підганяти,nxis
1122,lassen::V,змусити,detyroj
1123,einladen::V,запросити,ftoj
1124,vereinigen::V,об’єднати,bashkoj
1125,besuchen::V,завітати,vizitoj
1126,besuchen::V,відвідати,vizitoj
1127,treffen::V,зустріти,ndesh
1128,sich versammeln::V,зібратися,tubohem
1129,spielen::V,грати,loz
1130,spielen::V,грати,luaj
1131,singen::V,співати,këndoj
1132,tanzen::V,танцювати,kërcej
1133,tanzen::V,танцювати,vallëzoj
1134,sich trennen::V,розлучитися,ndahem
1135,verlassen::V,покинути,braktis
1136,retten::V,врятувати,shpëtoj
1137,bewachen::V,охороняти,ruaj
1138,schützen::V,уберігати,ruaj
1139,schützen::V,уберігати,mbroj
1140,verteidigen::V,захистити,mbroj
1141,sich schlagen::V,битися,zihem
1142,sich schlagen::V,дратися,zihem
1143,schießen::V,стріляти,shtie
1144,siegen::V,перемогти,fitoj
1145,siegen::V,перемогти,ngadhënjej
1146,ärgern::V,сердити,zemëroj
1147,schlagen::V,ударити,rrah
1148,schlagen::V,ударити,godas
1149,treten::V,штовхати,shtyj
1150,treten::V,штовхати,shtyj më këmbë
1151,stechen::V,вколоти,ther
1152,stechen::V,вколоти,shpoj
1153,stoßen::V,штовхнути,shtyj
1154,stehlen::V,украсти,vjedh
1155,stören::V,перешкодити,pengoj
1156,belästigen::V,докучати,bezdis
1157,verbergen::V,сховати,fsheh
1158,täuschen::V,обдурити,mashtroj
1159,betrügen::V,зшахраювати,kobis
1160,töten::V,убити,vras
1161,wohnen::V,жити,banoj
1162,wohnen::V,мешкати,banoj
1163,arbeiten::V,працювати,punoj
1164,arbeiten::V,працювати,vardoj
1165,sammeln::V,зібрати,mbledh
1166,sammeln::V,зібрати,grumbulloj
1167,pflücken::V,зривати,vjel
1168,pflücken::V,зривати,mbledh
1169,jagen::V,полювати,gjuaj
1170,fischen::V,рибалити,peshkoj
1171,fischen::V,рибалити,gjuaj peshk
1172,fassen::V,піймати,zë
1173,hüten::V,пасти,kullos
1174,treiben::V,гнати,vë përpara
1175,anbinden::V,прив’язати,lidh
1176,füttern::V,годувати,grazhdoj
1177,füttern::V,харчувати,grazhdoj
1178,melken::V,доїти,mjel
1179,hacken::V,рубати,grij
1180,gießen::V,полити,ujis
1181,reifen::V,дозріти,piqem
1182,zubereiten::V,зготовити,gatuaj
1183,zubereiten::V,приготувати,gatuaj
1184,kochen::V,варити,ziej
1185,kochen::V,готувати,ziej
1186,backen::V,пекти,pjek
1187,backen::V,пекти,furroj
1188,braten::V,смажити,fërgoj
1189,braten::V,смажити,tiganis
1190,umrühren::V,переміщати,trazoj
1191,stricken::V,в’язати,thur
1192,nähen::V,шити,qep
1193,färben::V,пофарбувати,ngjyej
1194,färben::V,пофарбувати,bojatis
1195,reinigen::V,очистити,qëroj
1196,reinigen::V,очистити,pastroj
1197,waschen::V,мити,laj
1198,waschen::V,мити,finjos
1199,abwischen::V,витерти,fshij
1200,spülen::V,полоскати,kulloj
1201,fegen::V,підмітати,fshij
1202,kehren::V,мести,fshij
1203,baden::V,купатися,lahem
1204,sich waschen::V,митися,lahem
1205,ausziehen::V,зняти,heq
1206,ausziehen::V,зняти,zbath
1207,anziehen::V,надіти,vesh
1208,anziehen::V,надіти,mbath
1209,sich anziehen::V,одягтися,vishem
1210,sich anziehen::V,одягнутися,vishem
1211,kämmen::V,зачесати,kreh
1212,schmücken::V,оздобити,hijeshoj
1213,sagen::V,сказати,them
1214,sprechen::V,говорити,flas
1215,reden::V,розмовляти,fjalos
1216,reden::V,розмовляти,fjalëtoj
1217,sich unterhalten::V,бесідувати,bisedoj
1218,fragen::V,запитати,pyes
1219,bitten::V,просити,lus
1220,bitten::V,просити,lutem
1221,erzählen::V,розповісти,rrëfej
1222,mitteilen::V,повідомити,kumtoj
1223,nennen::V,назвати,quaj
1224,rufen::V,кликати,thërras
1225,prahlen::V,хвалитися,mburrem
1226,prahlen::V,хвалитися,kapardisem
1227,übersetzen::V,перекласти,përkthej
1228,denken::V,думати,mendoj
1229,denken::V,мислити,mendoj
1230,glauben::V,вірити,besoj
1231,bemerken::V,помітити,vërej
1232,erkennen::V,пізнати,njoh
1233,erkennen::V,пізнати,shquaj
1234,begreifen::V,осягнути,marr vesh
1235,verstehen::V,почути,marr vesh
1236,lernen::V,навчатися,mësoj
1237,wissen::V,знати,di
1238,sich erinnern an::V,пам’ятати,kujtoj
1239,vergessen::V,забути,harroj
1240,messen::V,міряти,mas
1241,zählen::V,лічити,njeh
1242,rechnen::V,рахувати,llogaris
1243,lesen::V,читати,lexoj
1244,lesen::V,читати,këndoj
1245,malen::V,малювати,lyej
1246,zeichnen::V,рисувати,vizatoj
1247,schreiben::V,писати,shkruaj
1248,besitzen::V,мати,kam
1249,kaufen::V,купити,blej
1250,verkaufen::V,продати,shes
1251,bezahlen::V,заплатити,paguaj
1252,zahlen::V,платити,paguaj
1253,beherrschen::V,володіти,zotëroj
1254,ertragen::V,витерпіти,duroj
