,Concept_ID,ca,ady
711,manchmal::ADV,de vegades,
712,oft::ADV,sovint,бэрэ
713,immer::ADV,sempre,ренэ́у
714,niemals::ADV,no ... mai,
715,hier::ADV,aquí,
716,hierhin::ADV,per aquí,
717,von hier::ADV,des d'aquí,
718,dort::ADV,allí,модэ
719,dorthin::ADV,hi,модэ́
720,geradeaus::ADV,tot dret,занкӏэу
721,vorwärts::ADV,endavānt,ыпэкӏэ
722,rückwärts::ADV,endarrera,ыужыкӏэ́
723,zurück::ADV,darrere,ыужыкӏэ́
724,unten::ADV,a baix,ычӏэкӏэ́
725,hinab::ADV,cap avall,ычӏэгъы́
726,hinab::ADV,cap avall,ычӏэкӏэ́
727,oben::ADV,dalt,ышъхьагъы
728,hinauf::ADV,cap amunt,ышъхьагъыкӏэ
729,überall::ADV,pertot,тыди́
730,überall::ADV,pertot,тыдэкӏи́
731,überall::ADV,per tot arreu,тыди́
732,überall::ADV,per tot arreu,тыдэкӏи́
733,nicht::ADV,no,-п
734,nicht::ADV,no,мы-
735,ein wenig::ADV,una mica,тӏэкӏу
736,kaum::ADV,a penes,къоды́й
737,sehr::ADV,molt,дэд
738,so::ADV,així,ащ фэд
739,so::ADV,així,мыщ фэд
740,so::ADV,així,джащ фэд
741,noch::ADV,encara,джыри
742,nur::ADV,només,ныӏэ́п
743,schon::ADV,ja,
744,wieder::ADV,de nou,джыри
745,vergebens::ADV,en va,пкӏэнчъэ́у
746,vor::PRP,davānt,пашъхьэ́
747,vor::PRP,enfront de,пашъхьэ́
748,hinter::PRP,darrera,кӏы́б
749,unter::PRP,sota,чӏэ-
750,durch::PRP,per,пхыры-
751,neben::PRP,al costāt de,дэжь
752,zwischen::PRP,entre,азыфа́гу
753,wegen::PRP,a causa de,къы-
754,dies::PRN,aquest,ар
755,das::PRN,això,а
756,das::PRN,això,мо
757,alles::PRN,tot,зэкӏэ́
758,ich::PRN,jo,сэ
759,du::PRN,tu,о
760,er::PRN,ell,ар
761,wir::PRN,nosaltres,тэ
762,ihr::PRN,vosaltres,шъо
763,sie::PRN,ells,ахэр
764,sie::PRN,elles,ахэр
765,was::FPRN,què,сыд
766,wer::FPRN,qui,хэт
767,wo::FADV,on,тыдэ́
768,wohin::FADV,cap a on,тыдэ́
769,wie::FADV,com,сыдэущтэ́у
770,warum::FADV,per què,сыд пае́
771,wieviel::FNUM,quant,тхьапш
772,wieviel::FNUM,quant,сыд фэди́з
773,eins::NUM,u,зы
774,zwei::NUM,dos,тӏу
775,drei::NUM,tres,щы
776,vier::NUM,quatre,плӏы
777,fünf::NUM,cinc,тфы
778,sechs::NUM,sis,хы
779,sieben::NUM,set,блы
780,acht::NUM,vuit,и
781,neun::NUM,nou,бгъу
782,zehn::NUM,deu,пшӏы
783,elf::NUM,onze,пшӏыкӏузы́
784,zwölf::NUM,dotze,пшӏыкӏутӏу
785,zwanzig::NUM,vint,тӏокӏы́
786,dreißig::NUM,trenta,щэкӏы
787,vierzig::NUM,quaranta,тӏокӏи́тӏу
788,fünfzig::NUM,cinquanta,шъэны́ыкъу
789,sechzig::NUM,seixanta,тӏокӏи́щ
790,siebzig::NUM,setanta,тӏокӏищырэ́ пшӏырэ́
791,achtzig::NUM,vuitanta,тӏокӏи́пӏ
792,neunzig::NUM,noranta,тӏокӏиилӏырэ́ пшӏырэ́
793,hundert::NUM,cent,шъэ
794,tausend::NUM,mil,мин
795,und::CNJ,i,ыкӏи
796,oder::CNJ,o,е
797,stehen::V,estar de peu,ущытын
798,stehen::V,estar de peu,умыхъыен
799,sitzen::V,seure,уисын
800,sitzen::V,seure,утесын
801,liegen::V,jeure,телъы́н
802,hängen::V,penjar,къыщылэлын
803,hängen::V,penjar,къыщылэлын щыгъын быхъур
804,werden::V,fer-se,хъун
805,werden::V,posar-se,хъун
806,passieren::V,succeir,къэхъун
807,beginnen::V,iniciar-se,къежьэн
808,beginnen::V,iniciar-se,къыублэн
809,enden::V,acabar-se,ухы́н
810,enden::V,terminar-se,ухы́н
811,wechseln::V,canviar,зэхъожьы́н
812,aufgehen[Sonne]::V,sortir,къыкъокӏы́н
813,untergehen[Sonne]::V,posar-se,къохьан
814,scheinen[Sonne]::V,brillar,къепсыи
815,donnern::V,tronar,гъогъон
816,wehen::V,bufar,епщэ́н
817,strömen::V,afluir,чъэн
818,fließen::V,fluir,чъэн
819,sich drehen::V,girar,зыгъэчэрэгъу́н
820,schwanken::V,vacil·lar,хъые́н
821,schwingen::V,oscil·lar,зыгъэхъые́н
822,fallen::V,caure,къефэхы́н
823,fallen::V,tombar,къефэхы́н
824,brennen::V,cremar,стын
825,rauchen::V,fumejar,ӏугъо къикӏын
826,regnen::V,ploure,къещхы́н
827,gefrieren::V,gelar-se,дыкъын
828,tauen::V,fondre's,жъун
829,schmelzen::V,fondre's,ткӏун
830,trocknen::V,assecar-se,гъушъы́н
831,trocknen::V,assecar-se,чъэпхъу́н
832,sieden::V,bullir,жъон
833,faulen::V,podrir-se,шъун
834,verfaulen::V,podrir-se,шъун
835,reißen::V,trencar-se,зэӏэтхъы́н
836,versinken::V,enfonsar-se,чӏихьан
837,vergehen::V,passar,блэкӏы́н
838,erscheinen::V,aparèixer,къэлъэгъон
839,verschwinden::V,desaparèixer,кӏодыжьы́н
840,sinken::V,baixar,
841,sinken::V,descendir,
842,abnehmen::V,decréixer,къыкӏичын
843,zunehmen::V,augmentar,хэхъо́н
844,steigen::V,pujar,къежьэн
845,wachsen::V,créixer,хэхъо́н
846,wachsen::V,créixer,къэкӏы́н
847,glänzen::V,brillar,цӏыу́н
848,glänzen::V,resplendir,цӏыу́н
849,funkeln::V,espurnejar,жъыу́н
850,lärmen::V,fer soroll,бырсыры́н
851,läuten::V,sonar,теон
852,klingeln::V,trucar,теон
853,klirren::V,dringar,
854,brausen::V,rugir,шъуин
855,rauschen::V,murmurar,макъэ гъэӏун
856,klingen::V,sonar,къыхэӏукӏын
857,bellen::V,lladrar,хьакъу́н
858,heulen::V,udolar,быун
859,blasen::V,bufar,епщэ́н
860,pfeifen::V,xiular,шъуин
861,schreien::V,cridar,куо́н
862,schreien::V,cridar,кӏыи́н
863,stöhnen::V,gemegar,щэӏун
864,zittern::V,tremolar,кӏэзэзын
865,leben::V,vīure,псэу́н
866,geboren werden::V,néixer,къэхъун
867,atmen::V,respirar,жьы къэщэ́н
868,trinken::V,beure,ешъо́н
869,essen::V,menjar,шхын
870,schlucken::V,empassar-se,бдырыин
871,müde werden::V,cansar-se,пшъын
872,einschlafen::V,adormir-se,хэчъыен
873,schlafen::V,dormir,чъые́н
874,aufwachen::V,despertar-se,къэущы́н
875,aufstehen::V,llevar-se,уцу́н
876,sich erholen::V,descansar,зыгъэпсэфын
877,krank werden::V,posar-se malalt,сымаджэ́ хъун
878,krank sein::V,estar malalt,сымэджэ́н
879,schmerzen::V,doldre,сымэджэ́н
880,husten::V,tossir,пскэ́н
881,genesen::V,recuperar-se,хъужьын
882,sterben::V,morir,лӏэн
883,umkommen::V,perir,хэкӏодэн
884,sich bewegen::V,moure's,хъые́н
885,sich rühren::V,moure's,хъые́н
886,sich erheben::V,aixecar-se,къэтэджын
887,sich setzen::V,asseure's,тӏысы́н
888,hinfallen::V,caure's,ебэджы́н
889,laufen::V,caminar,кӏон
890,schreiten::V,procedir,кӏон
891,spazierengehen::V,passejar,къэкӏухьэн
892,eilen::V,anar corrent,гузэжъон
893,sich beeilen::V,afanyar-se,гуӏэ́н
894,sausen::V,córrer,псынкӏэ́у чъэн
895,rennen::V,córrer,чъэн
896,springen::V,saltar,пкӏэн
897,klettern::V,escalar,дэцохъоен
898,schaukeln::V,gronxar-se,уешӏэн
899,schaukeln::V,balancejar-se,уешӏэн
900,kriechen::V,reptar,цохъо́н
901,kriechen::V,arrossegar-se,цохъо́н
902,schwimmen::V,nadar,есы́н
903,tauchen::V,bussejar,зычӏэгъэо́н
904,tauchen::V,submergir-se,зычӏэгъэо́н
905,rudern::V,remar,къошъо бэщкӏэ фын
906,fahren::V,anar,кӏон
907,fliegen::V,volar,быбы́н
908,gehen::V,caminar,кӏон
909,weggehen::V,anar-se'n,ӏукӏын
910,abfahren::V,partir,ежьэн
911,anhalten::V,aturar-se,къэуцу́н
912,hineingehen::V,entrar,ихьан
913,eintreten::V,entrar,чӏэхьан
914,kommen::V,venir,къэкӏо́н
915,ankommen::V,arribar,къэсы́н
916,zurückkommen::V,tornar,гъэзэжьын
917,bleiben::V,quedar-se,къэнэ́н
918,warten::V,esperar,пэплъэ́н
919,erwarten::V,esperar,ежэн
920,suchen::V,buscar,лъыхъу́н
921,finden::V,trobar,къэгъоты́н
922,finden::V,trobar,къыхэгъэщы́н
923,versuchen::V,intentar,пылъы́н
924,vorbereiten::V,preparar,гъэхьазыры́н
925,lieben::V,estimar,шӏу плъэгъу́н
926,mögen::V,agradar a,шӏу плъэгъу́н
927,lachen::V,riure,щхын
928,rühren::V,commoure,гур гъэузын
929,rühren::V,emocionar,гур гъэузын
930,weinen::V,plorar,гъын
931,schimpfen::V,renyar,хъонэн
932,sich ärgern::V,enfadar-se,губжы́н
933,sich fürchten::V,tenir por,щынэ́н
934,fürchten::V,témer,щынэ́н
935,fliehen::V,fugir,
936,flüchten::V,refugiar-se,
937,sehen::V,veure,льэгъу́н
938,anschauen::V,mirar,плъэн
939,anschauen::V,mirar,еплъы́н
940,ansehen::V,mirar,плъэн
941,hören::V,oir,зэхэхын
942,zuhören::V,escoltar,дэӏо́н
943,probieren::V,provar,хэӏэн
944,riechen::V,olorar,пэмэ́н
945,fühlen::V,sentīr,зэхэпшӏэн
946,scheinen::V,semblar,уащыхъу́н
947,scheinen::V,semblar,уашӏошӏы́н
948,zu sehen sein::V,poder-se veure,зэрэлъэгъу́н
949,vernehmen::V,percebre,зэхэхын
950,frieren::V,tenir fred,дыкъын
951,frieren::V,tenir fred,пӏыкӏэн
952,frieren::V,tenir fred,чъыӏэ́ лӏэн
953,tun::V,fer,шӏын
954,können::V,poder,лъэкӏы́н
955,wollen::V,voler,фэе́н
956,anfangen::V,iniciar,ублэн
957,beenden::V,acabar,ухы́н
958,aufhören::V,deixar,щыгъэтын
959,gelingen::V,sortir bé,хъун
960,geraten::V,sortir,
961,öffnen::V,obrir,ӏухы́н
962,schließen::V,tancar,игъэсэн
963,stellen::V,posar,бгъэуцун
964,stellen::V,col·locar,бгъэуцун
965,setzen::V,assentar,гъэтӏысы́н
966,legen::V,posar,хэлъхьа́н
967,berühren::V,tocar,эӏэн
968,berühren::V,tocar,нэсын
969,verbinden::V,unir,зэхэпхэ́н
970,verbinden::V,unir,пхын
971,verbinden::V,connectar,зэхэпхэ́н
972,verbinden::V,connectar,пхын
973,bedecken::V,tapar,техъо́н
974,bedecken::V,cobrir,техъо́н
975,aufhängen::V,penjar,пылъэ́н
976,anzünden::V,encendre,хэгъэнэ́н
977,aufheben::V,aixecar,
978,zurücklassen::V,deixar,къэгъэнэ́н
979,verlieren::V,pērdre,чӏэ́нэн
980,verlieren::V,pērdre,шӏокӏоды́н
981,fallen lassen::V,deixar caure,чӏэунэн
982,fallen lassen::V,deixar caure,пӏэпызын
983,machen::V,fer,шӏын
984,herstellen::V,producir,шӏы́н
985,bauen::V,construir,шӏы́н
986,reparieren::V,reparar,дыжьы́н
987,verbessern::V,millorar,нахьышӏу пшӏын
988,verbessern::V,millorar,нахь дэгъу пшӏын
989,ändern::V,canviar,зэблэхъу́н
990,graben::V,cavar,тӏын
991,beugen::V,doblegar,
992,biegen::V,corbar,уфэн
993,biegen::V,arquejar,уфэн
994,drehen::V,girar,гъэчэрегъу́
995,wenden::V,girar,пӏонтӏэн
996,wenden::V,girar,бгъэзэн
997,wenden::V,girar,уӏубын
998,umdrehen::V,voltar,
999,heben::V,pujar,ӏэты́н
1000,heben::V,aixecar,ӏэты́н
1001,hochheben::V,aixecar,ӏэты́н
1002,ergreifen::V,agafar,къэубыты́н
1003,halten::V,mantenir,ӏыгъы́н
1004,drücken::V,prémer,тэӏункӏэн
1005,drücken::V,estrènyer,тэӏункӏэн
1006,schieben::V,empènyer,уеӏункӏын
1007,schieben::V,empènyer,уетӏыргун
1008,kratzen::V,raspar,цӏэнтхъун
1009,lecken::V,llepar,бзэи́н
1010,beißen::V,mossegar,ецэкъэ́н
1011,abreißen::V,arrencar,къичын
1012,abreißen::V,arrencar,пытхъын
1013,abschneiden::V,tallar,пыупкӏын
1014,abschneiden::V,tallar,гобзыкӏын
1015,binden::V,lligar,епхын
1016,stecken::V,ficar,хэсэн
1017,brechen::V,trencar,зэпыпкӏын
1018,klopfen::V,trucar,теон
1019,hauen::V,picar,теон
1020,hauen::V,colpejar,теон
1021,kleben::V,enganxar,щхэн
1022,reiben::V,fregar,пӏотын
1023,streichen::V,untar,щыфэн
1024,schleifen::V,afilar,гъэчаны́н
1025,schleifen::V,afilar,кӏэлыкӏы́н
1026,schleifen::V,esmolar,гъэчаны́н
1027,schleifen::V,esmolar,кӏэлыкӏы́н
1028,schneiden::V,tallar,бзын
1029,rütteln::V,sacsejar,гъэсысын
1030,schütteln::V,agitar,гъэсысын
1031,schütteln::V,sacsejar,гъэсысын
1032,schwenken::V,agitar,ӏэ шӏын
1033,schütten::V,abocar,икӏэ́н
1034,füllen::V,omplir,из шӏын
1035,einwickeln::V,embolicar,кӏоцӏыщыхьа́н
1036,tragen::V,dur,хьын
1037,tragen::V,portar,хьын
1038,schleppen::V,arrossegar,пхьын
1039,schleppen::V,arrossegar,плъэшъун
1040,ziehen::V,tirar,пкъудыин
1041,ziehen::V,tirar,пщэн
1042,ziehen::V,tirar,плъэшъун
1043,ziehen::V,estirar,пкъудыин
1044,ziehen::V,estirar,пщэн
1045,ziehen::V,estirar,плъэшъун
1046,aufbewahren::V,conservar,пӏыгъын
1047,aufbewahren::V,conservar,уухъумэн
1048,werfen::V,llançar,дзын
1049,fangen::V,agafar,къэубыты́н
1050,fangen::V,atrapar,къэубыты́н
1051,packen::V,engrapar,къэубыты́н
1052,verstecken::V,amagar,бгъэбылъын
1053,teilen::V,dividir,гощы́н
1054,schicken::V,enviar,гъахьы́н
1055,bringen::V,portar,къэхьы́н
1056,hinzufügen::V,afegir,хэгъэхъо́н
1057,bekommen::V,obtenir,
1058,erhalten::V,rebre,
1059,nehmen::V,prendre,къытехы́н
1060,wählen::V,triar,къыхэхы́н
1061,wählen::V,elegir,къыхэхы́н
1062,auswählen::V,escollir,къыхэхы́н
1063,auswählen::V,seleccionar,къыхэхы́н
1064,bewahren::V,conservar,къэухъумэн
1065,behindern::V,impedir,пэрыохъу хъун
1066,behindern::V,obstaculitzar,пэрыохъу хъун
1067,verderben::V,espatllar,къутэн
1068,beschädigen::V,danyar,къутэн
1069,beschädigen::V,destrossar,къутэн
1070,zerbrechen::V,trencar,къутэн
1071,zerreißen::V,estripar,зэӏэтхъы́н
1072,zerstören::V,destruir,къутэ́н
1073,verbrennen::V,cremar,гъэсты́н
1074,geben::V,donar,еты́н
1075,reichen::V,passar,еты́н
1076,schenken::V,regalar,еты́н
1077,versprechen::V,prometre,гъэгугъэ́н
1078,wünschen::V,desitjar,шӏоигъо́н
1079,loben::V,elogiar,щытхъун
1080,küssen::V,fer un petó a,ебэу́н
1081,wiegen::V,bressolar,гъэхъыен
1082,zudecken::V,tapar,техъо́н
1083,zudecken::V,cobrir,техъо́н
1084,wecken::V,despertar,къэгъэущы́н
1085,zeigen::V,mostrar,гъэлъэгъо́н
1086,zeigen::V,ensenyar,гъэлъэгъо́н
1087,führen::V,guiar,щэн
1088,führen::V,conduir,щэн
1089,lehren::V,ensenyar,егъэджэ́н
1090,lehren::V,ensenyar,егъэшӏэн
1091,unterrichten::V,ensenyar,егъэджэ́н
1092,aufziehen::V,criar,пӏун
1093,leiten::V,dirigir,гъэзекӏон
1094,antreiben::V,impel·lir,къепфылӏэн
1095,lassen::V,fer,еты́н
1096,einladen::V,invitar,къегъэблэгъэн
1097,einladen::V,convidar,къегъэблэгъэн
1098,vereinigen::V,unir,зэгогъэхьан
1099,besuchen::V,visitar,щыӏэ́н
1100,besuchen::V,anar a veure,щыӏэ́н
1101,treffen::V,trobar,ӏукӏэ́н
1102,treffen::V,trobar,пэгъокӏы́н
1103,sich versammeln::V,reunir-se,зэхэхьан
1104,spielen::V,jugar,джэгу́н
1105,singen::V,cantār,орэ́д къэӏо́н
1106,tanzen::V,ballar,къэшъо́н
1107,sich trennen::V,separar-se,зэгокӏыжьы́ных
1108,verlassen::V,deixar,бгынэн
1109,verlassen::V,deixar,хэкӏыжьын
1110,verlassen::V,abandonar,бгынэн
1111,verlassen::V,abandonar,хэкӏыжьын
1112,retten::V,salvar,къыхэпхыжьын
1113,retten::V,salvar,къэбгъэнэжьын
1114,bewachen::V,vigilar,къэгъэгъунэн
1115,schützen::V,protegir,ухъумэ́н
1116,verteidigen::V,defensar,къэухъумэн
1117,sich schlagen::V,barallar-se,эзэон
1118,schießen::V,tirar,он
1119,schießen::V,disparar,он
1120,siegen::V,vèncer,текӏо́н
1121,ärgern::V,enfadar,бгъэгубжын
1122,schlagen::V,pegar,ео́н
1123,schlagen::V,colpejar,ео́н
1124,treten::V,donar un cop de peu a,
1125,stechen::V,punxar,хэӏун
1126,stechen::V,apunyalar,хэӏун
1127,stoßen::V,empènyer,тӏыро́н
1128,stoßen::V,empènyer,уеӏункӏын
1129,stehlen::V,robar,тыгъу́н
1130,stören::V,molestar,бгъэгумэкӏын
1131,belästigen::V,importunar,бгъэгумэкӏын
1132,verbergen::V,amagar,ушъэфын
1133,verbergen::V,ocultar,ушъэфын
1134,täuschen::V,enganyar,гъэпцӏэ́н
1135,betrügen::V,estafar,гъэпцӏэ́н
1136,töten::V,matar,уикӏын
1137,wohnen::V,vīure,дэсын
1138,wohnen::V,habitar,дэсын
1139,arbeiten::V,treballar,лэжьэ́н
1140,sammeln::V,col·leccionar,угъои́н
1141,pflücken::V,collir,къыпычы́н
1142,jagen::V,caçar,шэкӏон
1143,jagen::V,caçar,ешэкӏон
1144,fischen::V,pescar,пцэжъые уешэн
1145,fassen::V,atrapar,къэубыты́н
1146,hüten::V,pasturar,хэхъо́н
1147,treiben::V,arriar,пфын
1148,anbinden::V,lligar,епхын
1149,füttern::V,donar menjar a,гъэшхэ́н
1150,melken::V,munyir,щын
1151,hacken::V,picar,упкӏэтэн
1152,hacken::V,tallar,упкӏэтэн
1153,gießen::V,regar,тепкӏэн
1154,reifen::V,madurar,игъо хъун
1155,zubereiten::V,preparar,бгъэхьазырын
1156,kochen::V,coure,шӏы́н
1157,backen::V,coure al forn,гъэжъэ́н
1158,braten::V,rostir,гъэжъэ́н
1159,umrühren::V,remenar,зэхэгъэкӏухьан
1160,stricken::V,tricotar,хъын
1161,stricken::V,fer punt de mitja,хъын
1162,nähen::V,cosir,дэн
1163,färben::V,tenyir,бгъэлэн
1164,reinigen::V,netejar,укъэбзы́н
1165,waschen::V,rentār,бгыкӏын
1166,abwischen::V,eixugar,лъэкӏы́н
1167,spülen::V,esbandir,дэгъэчъыхьан
1168,fegen::V,escombrar,пхъэнкӏы́н
1169,kehren::V,escombrar,пхъэнкӏы́н
1170,baden::V,banyar-se,зыгъэпскӏын
1171,sich waschen::V,rentār-se,зытхьакӏы́н
1172,ausziehen::V,treure's,къытехы́н
1173,anziehen::V,posar-se,щылъэ́н
1174,sich anziehen::V,vestir-se,зыфэпэн
1175,kämmen::V,pentinar,жьын
1176,schmücken::V,adornar,гъэдэхэ́н
1177,sagen::V,dir,къэӏон
1178,sprechen::V,parlar,псэлъэ́н
1179,reden::V,parlar,гущыӏэ́н
1180,sich unterhalten::V,conversar,зэдэгущыӏэн
1181,fragen::V,preguntar,упчӏэ́н
1182,bitten::V,demanar,лъэӏо́н
1183,erzählen::V,contar,къэпӏотэ́н
1184,erzählen::V,explicar,къэпӏотэ́н
1185,mitteilen::V,comunicar,макъэ егъэӏун
1186,nennen::V,nomenar,цӏэ фэусы́н
1187,rufen::V,cridar,джэн
1188,prahlen::V,lloar-se,узыщытхъужьы́н
1189,prahlen::V,jactar-se,узыщытхъужьы́н
1190,übersetzen::V,traduir,бгъэкӏотэн
1191,denken::V,pensar,егупшысэ́н
1192,glauben::V,creure,уивыхъэ́ телъы́н
1193,bemerken::V,notar,гу лъыптэ́н
1194,erkennen::V,reconèixer,зэхэпхын
1195,erkennen::V,reconèixer,зэбгъэшӏэн
1196,begreifen::V,comprendre,гурыӏо́н
1197,verstehen::V,entendre,зэхэхын
1198,lernen::V,aprendre,еджэ́н
1199,wissen::V,saber,шӏэн
1200,sich erinnern an::V,recordar,къэшӏэжьын
1201,vergessen::V,oblidar,пщыгъупшэжьы́н
1202,messen::V,mesurar,шын
1203,zählen::V,comptar,плъытэ́н
1204,rechnen::V,calcular,плъытэ́н
1205,rechnen::V,calcular,угугъэ́н
1206,lesen::V,llegir,еджэ́н
1207,malen::V,pintar,шӏын
1208,zeichnen::V,dibuixar,шӏын
1209,schreiben::V,escrīure,тхын
1210,besitzen::V,posseir,иӏэн
1211,kaufen::V,comprar,щэфы́н
1212,verkaufen::V,vendre,щэн
1213,bezahlen::V,pagar,птын
1214,bezahlen::V,pagar,лъыптын
1215,bezahlen::V,pagar,птыжьы́н
1216,zahlen::V,pagar per,птын
1217,zahlen::V,pagar per,лъыптын
1218,beherrschen::V,dominar,иунаеу иӏэн
1219,ertragen::V,aguantar,щэчы́н
