,Concept_ID,fa,kn
83,Licht::N,روشنی,ಬೆಳಕು
84,Schatten::N,سایه,ನೆರಳು
85,Wetter::N,هوا,ಹವ
86,Nebel::N,مه,ಮಂಜು
87,Wolke::N,ابر,ಮೋಡ
88,Regen::N,باران,ಮಳೆ
89,Schnee::N,برف,ಹಿಮ
90,Eis::N,یخ,ಮಂಜುಗಡ್ಡೆ
91,Frost::N,یخبندان,ಮಂಜು
92,Kälte::N,سرما,ಹಿಮ
93,Hitze::N,گرما,ಉಷ್ಣ
94,Hitze::N,حرارت,ಉಷ್ಣ
95,Raureif::N,برف ریزه,ಇಬ್ಬನಿ
96,Regenbogen::N,رنگین‌کمان,ಇಂದ್ರಚಾಪ
97,Donner::N,رعد,ಗುಡುಗು
98,Strömung::N,جریان,ಪ್ರವಾಹ
99,Tropfen::N,قطره,ತೊಟ್ಟು
100,Schaum::N,کف,ನೊರೆ
101,Schmutz::N,گل,ಕಸ
102,Schmutz::N,کثافت,ಕಸ
103,See::N,دریاچه,ಸರೋವರ
104,Sumpf::N,مرداب,ಜೌಗುಸ್ಥಳ
105,Sumpf::N,باتلاق,ಜೌಗುಸ್ಥಳ
106,Moor::N,باتلاق,ಬಂಜರು ಭೂಮಿ
107,Wiese::N,چمن,ಹುಲ್ಲುಗಾವಲು
108,Wald::N,جنگل,ಕಾಡು
109,Hügel::N,تل,ಗುಡ್ಡೆ
110,Hügel::N,تپه,ಗುಡ್ಡೆ
111,Anhöhe::N,بلندی,ದಿಬ್ಬ
112,Berg::N,کوه,ಮಲೆ
113,Berg::N,کوه,ಪರ್ವತ
114,Gipfel::N,قله,ಶೃಂಗ
115,Höhle::N,غار,ಗುಹೆ
116,Abhang::N,سرازیری,ಇಳಿಜಾರು
117,Quelle::N,چشمه,ಮೂಲ
118,Bach::N,نهر,ತೊರೆ
119,Fluss::N,رود,ನದಿ
120,Ufer::N,ساحل,ತೀರ
121,Ufer::N,کرانه,ತೀರ
122,Küste::N,ساحل,ದಂಡೆ
123,Festland::N,خشکی,ಭೂಮಿ
124,Meer::N,دریا,ಕಡಲು
125,Bucht::N,خلیج,ಖಾರಿ
126,Insel::N,جزیره,ದ್ವೀಪ
127,Blume::N,گل,ಸುಮ
128,Gras::N,علف,ಹುಲ್ಲು
129,Wurzel::N,ریشه,ಬೇರು
130,Baum::N,درخت,ಮರ
131,Stamm::N,تنه,ಕಾಂಡ
132,Rinde::N,توژ,ತೂಗಟಿ
133,Rinde::N,پوست,ತೂಗಟಿ
134,Ast::N,شاخه,ಶಾಖೆ
135,Zweig::N,شاخه,ರೆಂಬೆ
136,Blatt::N,برگ,ಎಲೆ
137,Birke::N,غان,ಬರ್ಚ್ ಮರ
138,Kiefer[Baum]::N,کاج,ದೇವದಾರು ಮರ
139,Weide[Baum]::N,بید,ವಿಲೋಮರ
140,Tanne::N,صنوبر,ಭದ್ರದಾರು
141,Horn::N,شاخ,ಕೊಂಬು
142,Feder::N,پر,ಪುಕ್ಕ
143,Fell::N,خز,ರೋಮ
144,Flügel::N,پر,ರೆಕ್ಕೆ
145,Flügel::N,بال,ರೆಕ್ಕೆ
146,Klaue::N,چنگ,ಪಂಜ
147,Klaue::N,پنجه,ಪಂಜ
148,Kralle::N,پنجه,ಉಗುರು
149,Schwanz::N,دم,ಬಾಲ
150,Ei::N,تخم,ಮೊಟ್ಟೆ
151,Nest::N,لانه,ಗೂಡು
152,Bau::N,بنا,ಅಡಗುದಾಣ
153,Bau::N,ساختمان,ಅಡಗುದಾಣ
154,Tier::N,هیوان,ಪ್ರಾಣಿ
155,Herde::N,رمه,ಗುಂಪು
156,Kuh::N,گاو,ಹಸು
157,Bulle::N,گاو نر,ಗೂಳಿ
158,Pferd::N,اسب,ಕುದುರೆ
159,Schaf::N,گوسفند,ಕುರಿ
160,Schwein::N,خوک,ಹಂದಿ
161,Hund::N,سگ,ನಾಯಿ
162,Katze::N,گربه,ಬೆಕ್ಕು
163,Bär::N,خرس,ಕರಡಿ
164,Eichhörnchen::N,سنجاب,ಉಡುತೆ
165,Elch::N,گوزن شمالی,ಕಡವೆ
166,Fuchs::N,روباه,ನರಿ
167,Hase::N,خرگوش,ಮೊಲ
168,Maus::N,موش,ಇಲಿ
169,Wolf::N,گرگ,ತೋಳ
170,Vogel::N,پرنده,ಪಕ್ಷಿ
171,Schwarm::N,دسته,ಗುಂಪು
172,Huhn::N,مرغ,ಚಿಕ್
173,Hahn::N,خروس,ಹುಂಜ
174,Gans::N,غاز,ವರಟೆ
175,Adler::N,عقاب,ಗರುಡ
176,Ente::N,اردک,ಬಾತು
177,Ente::N,مرغابی,ಬಾತು
178,Eule::N,جغد,ಗೂಬೆ
179,Kranich::N,درنا,ಕೊಕ್ಕರ
180,Krähe::N,زاغ,ಕಾಗೆ
181,Krähe::N,کلاغ,ಕಾಗೆ
182,Kuckuck::N,فاخته,ಕೋಗಿಲೆ
183,Schwan::N,قو,ಹಂಸಪಕ್ಷಿ
184,Fisch::N,ماهی,ಮೀನು
185,Barsch::N,ماهی خاردار,ಪರ್ಚ್ ಮೀನು
186,Hecht::N,اردک ماهی,ಪೈಕ್ ಮೀನು
187,Schlange[Tier]::N,مار,ಹಾವು
188,Wurm::N,کرم,ಹುಳು
189,Spinne::N,عنکبوت,ಊರ್ಣನಾಭ
190,Ameise::N,مورچه,ಇರುವೆ
191,Laus::N,شپش,ಹೇನು
192,Mücke::N,پشه,ಸೊಳ್ಳೆ
193,Fliege::N,مگس,ನೊಣ
194,Schmetterling::N,پروانه,ಪತಂಗ
195,Beere::N,گیله,ನಯವಣ್ಣು
196,Apfel::N,سیب,ಸೇಬು
197,Pilz::N,قارچ,ಅಣಬೆ
198,Zwiebel::N,پیاز,ನೀರುಳ್ಳಿ
199,Saat::N,بذر,ಬಿತ್ತ
200,Korn::N,تخم,ಬೀಜ
201,Korn::N,دانه,ಬೀಜ
202,Heu::N,علف خشک,ಕರಡ
203,Schale::N,پوست,ಹೊಟ್ಟು
204,Grube::N,گودال,ಗುಂಡಿ
205,Falle::N,دام,ಬೋನು
206,Schlinge::N,حلقه,ಉರುಲು
207,Spur::N,رد,ಜಾಡು
208,Asche::N,خاکستر,ಬೂದಿ
209,Dreck::N,کثافت,ಹೊಲಸು
210,Eisen::N,آهن,ಕಬ್ಬಿಣ
211,Gold::N,زر,ಚಿನ್ನ
212,Gold::N,طلا,ಚಿನ್ನ
213,Silber::N,نقره,ಬೆಳ್ಳಿ
214,Kohle::N,زغال,ಕಲ್ಲಿದ್ದಲು
215,Glas::N,شیشه,ಗಾಜು
216,Lehm::N,گل,ಜೇಡಿಮಣ್ಣು
217,Sand::N,شن,ಮರಳು
218,Sand::N,ماسه,ಮರಳು
219,Mensch::N,آدم,ಪುರುಷ
220,Mensch::N,انسان,ಪುರುಷ
221,Mann::N,مرد,ಆಳು
222,Frau::N,زن,ಹೆಣ್ಣು
223,Kind::N,بچه,ಮಗು
224,Kind::N,کودک,ಮಗು
225,Junge::N,پسر,ಹುಡುಗ
226,Mädchen::N,دختر,ಹುಡುಗಿ
227,Familie::N,فامیل,ಕುಟುಂಬ
228,Familie::N,خانواده,ಕುಟುಂಬ
229,Großvater::N,پدربزرگ,ಅಜ್ಜ
230,Großmutter::N,مادر‌بزرگ,ಅಮ್ಮ
231,Eltern::N,والدین,ಹೆತ್ತವರು
232,Eltern::N,پدر‌و‌مادر,ಹೆತ್ತವರು
233,Vater::N,پدر,ತಂದೆ
234,Mutter::N,مادر,ಅಮ್ಮ
235,Sohn::N,پسر,ಮಗ 
236,Tochter::N,دختر,ಮಗಳು
237,Bruder::N,برادر,ತಮ್ಮ
238,Schwester::N,خواهر,ತಂಗಿ
239,Onkel::N,عمو,ಸೋದರಮಾವ
240,Onkel::N,عمو,ದೊಡ್ಡಪ್ಪ
241,Onkel::N,دایی,ಸೋದರಮಾವ
242,Onkel::N,دایی,ದೊಡ್ಡಪ್ಪ
243,Tante::N,عمه,ಚಿಕ್ಕಮ್ಮ
244,Tante::N,خاله,ಚಿಕ್ಕಮ್ಮ
245,Ehemann::N,همسر,ಗಂಡ
246,Ehefrau::N,همسر,ಹೆಂಡತಿ
247,Freude::N,شادی,ನಲಿವು
248,Gelächter::N,خنده,ನಗೆ
249,Gelächter::N,قاه‌قاه,ನಗೆ
250,Glück::N,اقبال,ಆನಂದ
251,Kummer::N,غم,ದುಃಖ
252,Kummer::N,غصه,ದುಃಖ
253,Wunsch::N,آرزو,ಬಯಕೆ
254,Lust::N,هوس,ಇಷ್ಟ
255,Geist::N,روح,ಆತ್ಮ
256,Gedanke::N,فکر,ಯೋಚನೆ
257,Gedächtnis::N,حافظه,ಸ್ಮರಣೆ
258,Verstand::N,هوش,ಮನಸ್ಸು
259,Sinn::N,معنا,ಅರ್ಥ
260,Sinn::N,مفهوم,ಅರ್ಥ
261,Grund::N,سبب,ಕಾರಣ
262,Grund::N,دلیل,ಕಾರಣ
263,Wahrheit::N,حقیقت,ಸತ್ಯ
264,Gespräch::N,صحبت,ಸಂಭಾಷಣೆ
265,Gespräch::N,گفتگو,ಸಂಭಾಷಣೆ
266,Märchen::N,قصه,ಸುಳ್ಳು ಕಥೆ
267,Märchen::N,افسانه,ಸುಳ್ಳು ಕಥೆ
268,Erzählung::N,داستان,ಕಥೆ
269,Nachricht::N,خبر,ಸಂದೇಶ
270,Neuigkeit::N,خبر تازه,ಸುದ್ದಿ
271,Name::N,اسم,ಹೆಸರು
272,Rätsel::N,معما,ಒಗಟು
273,Rede::N,سخن,ಮಾತು
274,Sprache::N,زبان,ಭಾಷೆ
275,Stimme::N,صدا,ಧ್ವನಿ
276,Wort::N,کلمه,ಮಾತು
277,Zeichen::N,نشان,ಗುರುತು
278,Zeichen::N,علامت,ಗುರುತು
279,Ruf::N,صدا,ಕೂಗು
280,Lärm::N,هیاهو,ಸದ್ದು
281,Laut::N,صدا,ಶಬ್ದ
282,Ton::N,آهنگ,ನಾದ
283,Lied::N,آواز,ಗಾನ
284,Lied::N,ترانه,ಗಾನ
285,Ruhe::N,آرامش,ಶಾಂತಿ
286,Leute::N,مردم,ಮಂದಿ
287,Volk::N,خلق,ಜನಾಂಗ
288,Arbeit::N,کار,ಕೆಲಸ
289,Gast::N,مهمان,ಅತಿಥಿ
290,Geschenk::N,هدیه,ಕಾಣಿಕೆ
291,Spiel::N,بازی,ಆಟ
292,Gesellschaft::N,جمعیت,ಸಂಗ
293,Hilfe::N,کمک,ಸಹಾಯ
294,Freund::N,دوست,ಸ್ನೇಹಿತ
295,Kamerad::N,رفیق,ಜೊತೆಗಾರ
296,Angelegenheit::N,امر,ವಿಚಾರ
297,Angelegenheit::N,قضیه,ವಿಚಾರ
298,Anzahl::N,عده,ಎಣಿಕೆ
299,Anzahl::N,شمار,ಎಣಿಕೆ
300,Art::N,نوع,ತರ
301,Stück::N,تکه,ತುಂಡು
302,Stück::N,قطعه,ತುಂಡು
303,Teil::N,بخش,ಭಾಗ
304,Teil::N,قسمت,ಭಾಗ
305,Hälfte::N,نیم,ಅರ್ಧ
306,Kreis::N,حلقه,ವೃತ್ತ
307,Kreis::N,دایره,ವೃತ್ತ
308,Kreuz::N,صلیب,ಶಿಲುಬೆ
309,Linie::N,خط,ರೀಖೆ
310,Linie::N,سطر,ರೀಖೆ
311,Strich::N,خط,ಗೀಟು
312,Abstand::N,فاصله,ಅಂತರ
313,Entfernung::N,مسافت,ದೂರ
314,Gegend::N,منطقه,ವಿಸ್ತೀರ್ಣ
315,Platz::N,گنجایش,ಅಂತರ
316,Ort::N,جا,ಸ್ಥಳ
317,Ort::N,محل,ಸ್ಥಳ
318,Ort::N,مکان,ಸ್ಥಳ
319,Seite::N,طرف,ಪಕ್ಷ
320,Mitte::N,وسط,ನಡು
321,Mitte::N,میان,ನಡು
322,Gegenstand::N,چیز,ವಸ್ತು
323,Sache::N,چیز,ವಸ್ತು
324,Rand::N,کنار,ಅಂಚು
325,Rand::N,حاشیه,ಅಂಚು
326,Kante::N,لبه,ಅಂಚು
327,Ecke::N,گوشه,ಮೂಲೆ
328,Spitze::N,سر,ತುದಿ
329,Spitze::N,نوک,ತುದಿ
330,Ende::N,ته,ಕೊನೆ
331,Ende::N,آخر,ಕೊನೆ
332,Loch::N,سوراخ,ತೂತು
333,Winkel::N,کنج,ಕೋನ
334,Muster::N,نقش,ನಮೂನೆ
335,Größe::N,قد,ಪ್ರಮಾಣ
336,Größe::N,بزرگی,ಪ್ರಮಾಣ
337,Länge::N,طول,ಉದ್ದ
338,Höhe::N,بلندی,ಎತ್ತರ
339,Gewicht::N,وزن,ತೂಕ
340,Menge::N,مقدار,ಮೊತ್ತ
341,Menge::N,اندازه,ಮೊತ್ತ
342,Haufen::N,توده,ರಾಶಿ
343,Reihe::N,ردیف,ಸಾಲು
344,Boot::N,قایق,ದೋಣಿ
345,Ruder::N,پارو,ಹುಟ್ಟು
346,Schlitten::N,سورتمه,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
347,Ski::N,اسکی,ಜಾರುಪಟ್ಟಿ
348,Lagerfeuer::N,آتش,ಶಿಬಿರಾಗ್ನಿ
349,Last::N,بار,ಹೊರೆ
350,Last::N,سنگینی,ಹೊರೆ
351,Gang::N,راه رفتن,ತಿರುಗಾಟ
352,Schritt::N,قدم,ಹೆಜ್ಜೆ
353,Norden::N,شمال,ಉತ್ತರ
354,Süden::N,جنوب,ದಕ್ಷಿಣ
355,Westen::N,غرب,ಪಶ್ಚಿಮ
356,Osten::N,شرق,ಮೂಡಲು
357,Holz::N,چوب,ಚೌಬೀನೆ
358,Brett::N,تخته,ಹಲಗೆ
359,Platte::N,صفحه,ಹಲಗೆ
360,Stütze::N,تکیه,ಆಸರೆ
361,Stange::N,میله,ಕಂಬ
362,Stock::N,چوب,ಕೋಲು
363,Stab::N,عصا,ದೊಣ್ಣೆ
364,Rohr::N,لوله,ನಳಿಕೆ
365,Haus::N,منزل,ಮನೆ
366,Heim::N,خانه,ಗೃಹ
367,Heim::N,کاشانه,ಗೃಹ
368,Ofen::N,بخاری,ಒಲೆ
369,Fußboden::N,کف اتاق,ನೆಲ
370,Tisch::N,میز,ಮೇಜು
371,Stuhl::N,صندلی,ಕುರ್ಚಿ
372,Wiege::N,گهواره,ತೊಟ್ಟಿಲು
373,Bett::N,تختخواب,ಹಾಸಿಗೆ
374,Regal::N,قفسه,ಬೀರು
375,Kiste::N,صندوق,ಪಟ್ಟಿಗೆ
376,Fenster::N,پنجره,ಕಿಟಕಿ
377,Tür::N,در,ಬಾಗಿಲು
378,Tür::N,درب,ಬಾಗಿಲು
379,Tor::N,دروازه,ಹೆಬ್ಬಾಗಿಲು
380,Zaun::N,حصار,ಬೇಲಿ
381,Dach::N,بام,ಮಾಳಿಗೆ
382,Leiter::N,نردبان,ಏಣಿ
383,Besen::N,جارو,ಪೊರಕೆ
384,Spaten::N,بیل,ಗುದ್ದಲಿ
385,Schaufel::N,بیل,ಸನಿಕೆ
386,Schaufel::N,پارو,ಸನಿಕೆ
387,Gabel::N,چنگال,ಕವಲು
388,Löffel::N,قاشق,ಚಮಚ
389,Messer::N,کارد,ಚಾಕು
390,Nagel::N,میخ,ಆಣಿ
391,Netz::N,تور,ಬಲೆ
392,Netz::N,شبکه,ಬಲೆ
393,Haken::N,قلاب,ಕೊಂಡಿ
394,Griff::N,دسته,ಹಿಡಿ
395,Schloss::N,قفل,ವೀಗ
396,Bild::N,عکس,ಚಿತ್ರ
397,Bild::N,تصویر,ಚಿತ್ರ
398,Figur::N,تندیس,ಆಕಾರ
399,Puppe::N,عروسک,ಗೊಂಬೆ
400,Beutel::N,کیسه,ಸಂಚಿ
401,Bündel::N,بسته,ಕಟ್ಟು
402,Tasche::N,کیف,ಚೀಲ
403,Eimer::N,سطل,ಬಾನೆ
404,Deckel::N,در,ಮುಚ್ಚಳ
405,Geschirr::N,ظرف,ಭಕ್ಷ್ಯಗಳು
406,Sack::N,گونی,ಮೂಟೆ
407,Tasse::N,فنجان,ಬಟ್ಟಲು
408,Topf::N,دیگ,ಮಡಕೆ
409,Topf::N,قابلمه,ಮಡಕೆ
410,Kessel::N,دیگ,ಕೆಟಲ್
411,Essen::N,خوراک,ಊಟ
412,Nahrung::N,غذا,ಆಹಾರ
413,Speise::N,خوراک,ಊಟ
414,Fleisch::N,گوشت,ಮಾಂಸ
415,Getreide::N,غله,ಧಾನ್ಯ
416,Brei::N,فرنی,ಗಂಜಿ
417,Brei::N,حریره,ಗಂಜಿ
418,Brot::N,نان,ರೊಟ್ಟಿ
419,Scheibe::N,قاچ,ಹೋಳು
420,Scheibe::N,لزگه,ಹೋಳು
421,Fett::N,چربی,ಕೊಬ್ಬು
422,Butter::N,کره,ಬೆಣ್ಣೆ
423,Öl::N,روغن,ಎಣ್ಣೆ
424,Salz::N,نمک,ಉಪ್ಪು
425,Suppe::N,آش,ಎಸರು
426,Suppe::N,سوپ,ಎಸರು
427,Honig::N,عسل,ಮಧು
428,Milch::N,شیر,ಹಾಲು
429,Tee::N,چای,ಚಹ
430,Leder::N,چرم,ಚಕ್ಕಳ
431,Wolle::N,پشم,ಉಣ್ಣೆ
432,Stoff::N,پارچه,ಬಟ್ಟೆ
433,Nadel::N,سوزن,ಸೂಜಿ
434,Faden::N,نخ,ದಾರ
435,Knopf::N,دکمه,ಗುಂಡು
436,Knoten::N,گره,ಗಂಟು
437,Farbe::N,رنگ,ಬಣ್ಣ
438,Kleidung::N,لباس,ಅರಿವೆ
439,Kleidung::N,پوشاک,ಅರಿವೆ
440,Hemd::N,پیراهن,ಅಂಗಿ
441,Kragen::N,یقه,ಕುತ್ತಿಗೆಪಟ್ಟಿ
442,Ärmel::N,آستین,ತೋಳು
443,Hose::N,شلوار,ಇಜಾರ
444,Gürtel::N,کمر‌بند,ಬೆಲ್ಟು
445,Mütze::N,کلاه,ಟೋಪಿ
446,Schuh::N,کفش,ಪಾದರಕ್ಷೆ
447,Stiefel::N,چکمه,ಬೂಟು
448,Ring::N,حلقه,ಉಂಗುರ
449,Ring::N,انگشتر,ಉಂಗುರ
450,Band::N,نوار,ರಿಬ್ಬನ್
451,Band::N,روبان,ರಿಬ್ಬನ್
452,Kamm::N,شانه,ಹಣಿಗೆ
453,Spiegel::N,آینه,ಕನ್ನಡಿ
454,Riemen::N,تسمه,ಬಾರು
455,Schnur::N,ریسمان,ಹುರಿ
456,Leine::N,قلاده,ಹಗ್ಗ
457,Decke::N,پتو,ಕಂಬಳಿ
458,Kissen::N,بالش,ದಿಂಬು
459,Tuch::N,شال,ಕೊರಳ ಬಟ್ಟೆ
460,Handtuch::N,حوله,ಚೌಕ
461,Kraft::N,نیرو,ಬಲ
462,Stärke::N,زور,ಶಕ್ತಿ
463,Gesundheit::N,سلامتی,ಆರೋಗ್ಯ
464,Gesundheit::N,تندرستی,ಆರೋಗ್ಯ
465,Krankheit::N,بیماری,ರೋಗ
466,Schmerz::N,درد,ನೋವು
467,Wunde::N,زخم,ಗಾಯ
468,Fieber::N,تب,ಜ್ವರ
469,Arznei::N,دارو,ಔಷಧ
470,Brücke::N,پل,ಸೇತುವೆ
471,Brunnen::N,چاه,ಬಾವಿ
472,Weide::N,چراگاه,ಗೋಮಾಳ
473,Pfad::N,راه,ದಾರಿ
474,Weg::N,راه,ಹಾದಿ
475,Weg::N,طریق,ಹಾದಿ
476,Straße::N,راه,ರಸ್ತೆ
477,Straße::N,جاده,ರಸ್ತೆ
478,Dorf::N,ده,ಹಳ್ಳಿ
479,Dorf::N,روستا,ಹಳ್ಳಿ
480,Stadt::N,شهر,ಪಟ್ಟಣ
481,Brief::N,نامه,ಕಾಗದ
482,Buch::N,کتاب,ಪುಸ್ತಕ
483,Buchstabe::N,حرف,ಅಕ್ಷರ
484,Zeitung::N,روزنامه,ವಾರ್ತಾಪತ್ರಿಕೆ
485,Leben::N,عمر,ಜೀವನ
486,Leben::N,زندگی,ಜೀವನ
487,Tod::N,مرگ,ಮರಣ
488,Grab::N,گور,ಗೋರಿ
489,Grab::N,مزار,ಗೋರಿ
490,Kirche::N,کلیسا,ಚರ್ಚು
491,Sünde::N,بزه,ಪಾಪ
492,Sünde::N,گناه,ಪಾಪ
493,Gott::N,خدا,ದೇವರು
494,Arbeiter::N,کارگر,ಕೆಲಸಗಾರ
495,Chef::N,رئیس,ದಣಿ
496,Meister::N,استاد,ಶಿಕ್ಷಕ
497,Arzt::N,پزشک,ವೈದ್ಯ
498,Lehrer::N,معلم,ಉಪಾಧ್ಯಾಯ
499,Lehrer::N,آموزگار,ಉಪಾಧ್ಯಾಯ
500,Geld::N,پول,ಹಣ
501,Geschäft::N,کار,ವಾಣಿಜ್ಯ
502,Geschäft::N,بیزنس,ವಾಣಿಜ್ಯ
503,Laden::N,دکان,ಅಂಗಡಿ
504,Laden::N,مغازه,ಅಂಗಡಿ
505,Preis::N,بها,ಬೆಲೆ
506,Preis::N,قیمت,ಬೆಲೆ
507,Ware::N,جنس,ಸರಕು
508,Ware::N,کالا,ಸರಕು
509,Nutzen::N,مزیت,ಲಾಭ
510,Nutzen::N,امتیاز,ಲಾಭ
511,Reichtum::N,مال,ಸಂಪತ್ತು
512,Reichtum::N,ثروت,ಸಂಪತ್ತು
513,Welt::N,دنیا,ಭೂಲೋಕ
514,Land::N,کشور,ದೇಶ
515,Land::N,مملکت,ದೇಶ
516,Staat::N,دولت,ರಾಜ್ಯ
517,König::N,شاه,ರಾಜ
518,König::N,پادشاه,ರಾಜ
519,Macht::N,قدرت,ಅಧಿಕಾರ
520,Macht::N,اختیار,ಅಧಿಕಾರ
521,Grenze::N,مرز,ಗಡಿ
522,Krieg::N,جنگ,ಯುದ್ಧ
523,Feind::N,دشمن,ಶತ್ರು
524,Gewalt::N,زور,ಹಿಂಸೆ
525,Gewalt::N,خشونت,ಹಿಂಸೆ
526,Kampf::N,نبرد,ಹೋರಾಟ
527,Kampf::N,مبارزه,ಹೋರಾಟ
528,Bogen[Waffe]::N,کمان,ಬಿಲ್ಲು
529,Pfeil::N,تیر,ಅಂಬು
530,Gewehr::N,تفنگ,ಬಂದೂಕು
531,Fehler::N,غلط,ತಪ್ಪು
532,Fehler::N,اشتباه,ತಪ್ಪು
533,Lüge::N,دروغ,ಸುಳ್ಳು
534,Schaden::N,آسیب,ಹಾನಿ
535,Schaden::N,خسارت,ಹಾನಿ
536,Unglück::N,بلا,ಅಪಾಯ
537,Schuld::N,گناه,ದೋಷ
538,Schuld::N,تقصیر,ದೋಷ
539,Alter::N,سن,ಮುಪ್ಪು
540,Alter::N,عمر,ಮುಪ್ಪು
541,Schluss::N,انتها,ಮುಕ್ತಾಯ
542,Zeit::N,وقت,ಕಾಲ
543,Zeit::N,زمان,ಕಾಲ
544,Tag::N,روز,ದಿನ
545,Morgen::N,صبح,ಮುಂಜಾನೆ
546,Mittag::N,ظهر,ನಡುಹಗಲು
547,Abend::N,شب,ಸಂಜೆ
548,Abend::N,عصر,ಸಂಜೆ
549,Nacht::N,شب,ರಾತ್ರಿ
550,Woche::N,هفته,ವಾರ
551,Monat::N,ماه,ತಿಂಗಳು
552,Jahr::N,سال,ಸಂವತ್ಸರ
553,Frühling::N,بهار,ವಸಂತ
554,Sommer::N,تابستان,ಬಿಸಿಲುಕಾಲ
555,Herbst::N,پاییز,ಶರತ್ಕಾಲ
556,Winter::N,زمستان,ಚಳಿಗಾಲ
557,Januar::N,ژانویه,ನಾಲ್ಚಳಿ
558,Februar::N,فوریه,ಅಯ್ಚಳಿ
559,März::N,مارس,ಮೊಬ್ಬೇಸಿಗೆ
560,April::N,آوریل,ಇಬ್ಬೇಸಿಗೆ
561,Mai::N,مه,ಮುಬ್ಬೇಸಿಗೆ
562,Juni::N,ژوئن,ಮೊಮ್ಮಳೆ
563,Juli::N,ژویه,ಇಮ್ಮಳೆ
