,Concept_ID,se,ady
196,Finger::N,suõrmm,ӏэхъуа́мб
197,Finger::N,це̄ххп,ӏэхъуа́мб
198,Fingernagel::N,gadtse,ӏэбжъа́н
199,Fingernagel::N,guehpere,ӏэбжъа́н
200,Fingernagel::N,gadtsa,ӏэбжъа́н
201,Fingernagel::N,gazza,ӏэбжъа́н
202,Fingernagel::N,kozzâ,ӏэбжъа́н
203,Fingernagel::N,kõʒʒ,ӏэбжъа́н
204,Fingernagel::N,кэ̄ннц,ӏэбжъа́н
205,Nagel[Anatomie]::N,gadtse,ӏэбжъа́н
206,Nagel[Anatomie]::N,guehpere,ӏэбжъа́н
207,Nagel[Anatomie]::N,gadtsa,ӏэбжъа́н
208,Nagel[Anatomie]::N,gazza,ӏэбжъа́н
209,Nagel[Anatomie]::N,kozzâ,ӏэбжъа́н
210,Nagel[Anatomie]::N,kõʒʒ,ӏэбжъа́н
211,Nagel[Anatomie]::N,кэ̄ннц,ӏэбжъа́н
212,Zeh::N,tjiehtjere,ӏэхъуа́мб
213,Zeh::N,juolggetjuvdde,ӏэхъуа́мб
214,Zeh::N,juolgesuorbma,ӏэхъуа́мб
215,Zeh::N,jyel'gisuor'mâ,ӏэхъуа́мб
216,Zeh::N,jue´lǧǧsuõrmm,ӏэхъуа́мб
217,Zeh::N,ю̄лльк-це̄һп,ӏэхъуа́мб
218,Fuß::N,juelkie,лъэгу
219,Fuß::N,juolgge,лъэгу
220,Fuß::N,juolgi,лъэгу
221,Fuß::N,jyel'gi,лъэгу
222,Fuß::N,jue´lǧǧ,лъэгу
223,Fuß::N,ла̄бпь,лъэгу
224,Ferse::N,båetskie,лъэдакъэ
225,Ferse::N,boasske,лъэдакъэ
226,Ferse::N,šušmi,лъэдакъэ
227,Ferse::N,šušme,лъэдакъэ
228,Ferse::N,jue´lǧǧkädd,лъэдакъэ
229,Ferse::N,ка̄ннт,лъэдакъэ
230,Knie::N,boelve,лъагуа́ндж
231,Knie::N,buolvva,лъагуа́ндж
232,Knie::N,čibbi,лъагуа́ндж
233,Knie::N,veaŋki,лъагуа́ндж
234,Knie::N,iidâ,лъагуа́ндж
235,Knie::N,puõlvv,лъагуа́ндж
236,Knie::N,пуллв,лъагуа́ндж
237,Oberschenkel::N,ruaksja,ко
238,Oberschenkel::N,tjibbe,ко
239,Oberschenkel::N,gassaváhkká,ко
240,Oberschenkel::N,badjeváhkáa,ко
241,Oberschenkel::N,čuár'bpeeḷi,ко
242,Oberschenkel::N,če´bb,ко
243,Oberschenkel::N,чуаррбе̄лль,ко
244,Bein::N,juelkie,лъакъо́
245,Bein::N,juolgge,лъакъо́
246,Bein::N,juolgi,лъакъо́
247,Bein::N,jyel'gi,лъакъо́
248,Bein::N,jue´lǧǧ,лъакъо́
249,Bein::N,ю̄лльк,лъакъо́
250,Körper::N,kråahpe,пкъышъол
251,Körper::N,rumáj,пкъышъол
252,Körper::N,rumaš,пкъышъол
253,Körper::N,ruumâš,пкъышъол
254,Körper::N,rå´pp,пкъышъол
255,Körper::N,лышшьк,пкъышъол
256,Körper::N,роаӈӈьк,пкъышъол
257,Haut::N,njaltja,кӏы́шъу
258,Haut::N,lijkke,кӏы́шъу
259,Haut::N,tjuobma,кӏы́шъу
260,Haut::N,liiki,кӏы́шъу
261,Haut::N,liške,кӏы́шъу
262,Haut::N,le´šǩǩ,кӏы́шъу
263,Haut::N,лышшьк,кӏы́шъу
264,Blut::N,vïrre,лъы
265,Blut::N,maelie,лъы
266,Blut::N,varra,лъы
267,Blut::N,varra,лъы
268,Blut::N,vorrâ,лъы
269,Blut::N,võrr,лъы
270,Blut::N,вэ̄рр,лъы
271,Ader::N,åerie,льытф
272,Ader::N,aajroe,льытф
273,Ader::N,suodna,льытф
274,Ader::N,varrasuotna,льытф
275,Ader::N,suoṇâ,льытф
276,Ader::N,suõnn,льытф
277,Ader::N,сӯнн,льытф
278,Sehne::N,soene,фэ
279,Sehne::N,gåårtenje,фэ
280,Sehne::N,suodna,фэ
281,Sehne::N,suotna,фэ
282,Sehne::N,suoṇâ,фэ
283,Sehne::N,suõnn,фэ
284,Sehne::N,сӯнн,фэ
285,Knochen::N,måara,къупшъхьэ́
286,Knochen::N,måaroe,къупшъхьэ́
287,Knochen::N,dákte,къупшъхьэ́
288,Knochen::N,dákti,къупшъхьэ́
289,Knochen::N,tähti,къупшъхьэ́
290,Knochen::N,tä´htt,къупшъхьэ́
291,Knochen::N,та̄ххт,къупшъхьэ́
292,Knochen::N,та̄ффьт,къупшъхьэ́
293,Gehirn::N,aajla,куцӏы
294,Gehirn::N,vuojŋam,куцӏы
295,Gehirn::N,vuoigŋašat,куцӏы
296,Gehirn::N,vuoi'ŋâšeh,куцӏы
297,Gehirn::N,vuo'ivâšneh,куцӏы
298,Gehirn::N,vuõivâšn,куцӏы
299,Gehirn::N,вуэййвэшна,куцӏы
300,Herz::N,vaajmoe,гу
301,Herz::N,tsåhke,гу
302,Herz::N,váibmu,гу
303,Herz::N,váimu,гу
304,Herz::N,čââ´đ,гу
305,Herz::N,кӯттҌк,гу
306,Magen::N,tjåejjie,мышкӏу
307,Magen::N,tjoajvve,мышкӏу
308,Magen::N,čoavji,мышкӏу
309,Magen::N,čuáv'ji,мышкӏу
310,Magen::N,čåu´jj,мышкӏу
311,Magen::N,чо̄ввьй,мышкӏу
312,Leber::N,mueksie,шӏу
313,Leber::N,librre,шӏу
314,Leber::N,vuoivvas,шӏу
315,Leber::N,vuoivâs,шӏу
316,Leber::N,vuõivâs,шӏу
317,Leber::N,вуйвас,шӏу
318,Atem::N,voejngehtasse,къэщэныр
319,Atem::N,båssånis,къэщэныр
320,Atem::N,vuojŋadahka,къэщэныр
321,Atem::N,vuoiŋŋahat,къэщэныр
322,Atem::N,vuo'iŋâstim,къэщэныр
323,Atem::N,jiõg'g,къэщэныр
324,Atem::N,вӯйнас,къэщэныр
325,Atem::N,вӯййнмушш,къэщэныр
326,Hunger::N,nielkie,гъаблэ́
327,Hunger::N,nielgge,гъаблэ́
328,Hunger::N,nealgi,гъаблэ́
329,Hunger::N,nelgi,гъаблэ́
330,Hunger::N,neä´lǧǧ,гъаблэ́
331,Hunger::N,не̄лльк,гъаблэ́
332,Träne::N,gïknjele,нэпсы
333,Träne::N,ganjál,нэпсы
334,Träne::N,ganjal,нэпсы
335,Träne::N,koonjâl,нэпсы
336,Träne::N,kõõnjâl,нэпсы
337,Träne::N,кэ̄нял,нэпсы
338,Geschmack::N,aelmie,ӏэшӏугъа́кӏ
339,Geschmack::N,muosse,ӏэшӏугъа́кӏ
340,Geschmack::N,smáhkka,ӏэшӏугъа́кӏ
341,Geschmack::N,máhku,ӏэшӏугъа́кӏ
342,Geschmack::N,smáhkka,ӏэшӏугъа́кӏ
343,Geschmack::N,mááhu,ӏэшӏугъа́кӏ
344,Geschmack::N,smakkâ,ӏэшӏугъа́кӏ
345,Geschmack::N,njõõd,ӏэшӏугъа́кӏ
346,Geschmack::N,smääkk,ӏэшӏугъа́кӏ
347,Geschmack::N,ня̄лльк,ӏэшӏугъа́кӏ
348,Geruch::N,haaje,мэ
349,Geruch::N,habjja,мэ
350,Geruch::N,hádja,мэ
351,Geruch::N,opsâ,мэ
352,Geruch::N,haajâ,мэ
353,Geruch::N,õpss,мэ
354,Geruch::N,haajj,мэ
355,Geruch::N,апс,мэ
356,Geruch::N,лэ̄гк,мэ
357,Schlaf::N,nahkerh,пчыхьы́пӏ
358,Schlaf::N,nager,пчыхьы́пӏ
359,Schlaf::N,oados,пчыхьы́пӏ
360,Schlaf::N,nagir,пчыхьы́пӏ
361,Schlaf::N,naṿer,пчыхьы́пӏ
362,Schlaf::N,nââ´er,пчыхьы́пӏ
363,Schlaf::N,нагерь,пчыхьы́пӏ
364,Traum::N,nahkere,пчыхьы́пӏ
365,Traum::N,niehko,пчыхьы́пӏ
366,Traum::N,niehku,пчыхьы́пӏ
367,Traum::N,naṿer,пчыхьы́пӏ
368,Traum::N,nââ´er,пчыхьы́пӏ
369,Traum::N,нагерь,пчыхьы́пӏ
370,Himmel::N,elmie,уашъо́
371,Himmel::N,almme,уашъо́
372,Himmel::N,albmi,уашъо́
373,Himmel::N,alme,уашъо́
374,Himmel::N,â´lmm,уашъо́
375,Himmel::N,алльм,уашъо́
376,Sonne::N,biejjie,тыгъэ
377,Sonne::N,bæjvásj,тыгъэ
378,Sonne::N,beaivváš,тыгъэ
379,Sonne::N,peivi,тыгъэ
380,Sonne::N,piäiváš,тыгъэ
381,Sonne::N,pei´vv,тыгъэ
382,Sonne::N,пе̄ййв,тыгъэ
383,Mond::N,aske,мазэ
384,Mond::N,mánno,мазэ
385,Mond::N,mánnu,мазэ
386,Mond::N,máánu,мазэ
387,Mond::N,mään,мазэ
388,Mond::N,ма̄нн,мазэ
389,Stern::N,daasta,жъуагъо́
390,Stern::N,naestie,жъуагъо́
391,Stern::N,násste,жъуагъо́
392,Stern::N,násti,жъуагъо́
393,Stern::N,täsni,жъуагъо́
394,Stern::N,tä´snn,жъуагъо́
395,Stern::N,та̄ссьт,жъуагъо́
396,Luft::N,elmie,жьы
397,Luft::N,ájmmo,жьы
398,Luft::N,áibmu,жьы
399,Luft::N,áimu,жьы
400,Luft::N,šõŋŋ,жьы
401,Luft::N,вӯйнас,жьы
402,Wind::N,bïegke,жьыбгъэ́
403,Wind::N,biegga,жьыбгъэ́
404,Wind::N,biegga,жьыбгъэ́
405,Wind::N,pieg'gâ,жьыбгъэ́
406,Wind::N,piõg'g,жьыбгъэ́
407,Wind::N,пӣӈӈк,жьыбгъэ́
408,Welle::N,baaroe,ор
409,Welle::N,baaroe,оры
410,Welle::N,bárro,ор
411,Welle::N,bárro,оры
412,Welle::N,bárru,ор
413,Welle::N,bárru,оры
414,Welle::N,pááṛu,ор
415,Welle::N,pááṛu,оры
416,Welle::N,päärr,ор
417,Welle::N,päärr,оры
418,Welle::N,нэ̄ммп,ор
419,Welle::N,нэ̄ммп,оры
420,Wasser::N,tjaetsie,псы
421,Wasser::N,tjáhtje,псы
422,Wasser::N,čáhci,псы
423,Wasser::N,čääci,псы
424,Wasser::N,čää´cc,псы
425,Wasser::N,ча̄дзь,псы
426,Stein::N,gierkie,мыжъо́
427,Stein::N,giergge,мыжъо́
428,Stein::N,geađgi,мыжъо́
429,Stein::N,keđgi,мыжъо́
430,Stein::N,ǩeä´dǧǧ,мыжъо́
431,Stein::N,ке̄ддҌк,мыжъо́
432,Boden::N,betnie,чӏ́ыгу
433,Boden::N,ednam,чӏ́ыгу
434,Boden::N,bodni,чӏ́ыгу
435,Boden::N,vuođđu,чӏ́ыгу
436,Boden::N,ponne,чӏ́ыгу
437,Boden::N,vuáđ̣u,чӏ́ыгу
438,Boden::N,vuâđđ,чӏ́ыгу
439,Boden::N,лаввьн,чӏ́ыгу
440,Boden::N,е̄ммьне,чӏ́ыгу
441,Erde::N,jåarta,чӏ́ыгу
442,Erde::N,mueltie,чӏ́ыгу
443,Erde::N,ednam,чӏ́ыгу
444,Erde::N,mållde,чӏ́ыгу
445,Erde::N,eana,чӏ́ыгу
446,Erde::N,eennâm,чӏ́ыгу
447,Erde::N,mädd,чӏ́ыгу
448,Erde::N,jânnam,чӏ́ыгу
449,Erde::N,е̄ммьне,чӏ́ыгу
450,Staub::N,heblie,сап
451,Staub::N,tsumhtsie,сап
452,Staub::N,dubme,сап
453,Staub::N,dopmu,сап
454,Staub::N,kovjâ,сап
455,Staub::N,põõ´l,сап
456,Staub::N,кэ̄ббьй,сап
457,Rauch::N,soeve,ӏугъо́
458,Rauch::N,suovva,ӏугъо́
459,Rauch::N,suovva,ӏугъо́
460,Rauch::N,suoṿâ,ӏугъо́
461,Rauch::N,suõvv,ӏугъо́
462,Rauch::N,сӯвв,ӏугъо́
463,Funke::N,naestie,мэшӏуа́ч
464,Funke::N,tjuonam,мэшӏуа́ч
465,Funke::N,čuotnan,мэшӏуа́ч
466,Funke::N,čuođâlm,мэшӏуа́ч
467,Funke::N,iiskâr,мэшӏуа́ч
468,Funke::N,čuõzzâm,мэшӏуа́ч
469,Funke::N,чӯссэм,мэшӏуа́ч
470,Feuer::N,dålle,машӏо́
471,Feuer::N,dållå,машӏо́
472,Feuer::N,dolla,машӏо́
473,Feuer::N,tullâ,машӏо́
474,Feuer::N,toll,машӏо́
475,Feuer::N,то̄лл,машӏо́
476,Licht::N,tjoevke,нэфы
477,Licht::N,tjoevke,нэфын
478,Licht::N,tjuovgga,нэфы
479,Licht::N,tjuovgga,нэфын
480,Licht::N,čuovga,нэфы
481,Licht::N,čuovga,нэфын
482,Licht::N,čuovggas,нэфы
483,Licht::N,čuovggas,нэфын
484,Licht::N,čuoṿâ,нэфы
485,Licht::N,čuoṿâ,нэфын
486,Licht::N,toll,нэфы
487,Licht::N,toll,нэфын
488,Licht::N,čuõvv,нэфы
489,Licht::N,čuõvv,нэфын
490,Licht::N,то̄лл,нэфы
491,Licht::N,то̄лл,нэфын
492,Schatten::N,skugkie,жьау́
493,Schatten::N,skugkie,ныбжьыкъу
494,Schatten::N,soejvene,жьау́
495,Schatten::N,soejvene,ныбжьыкъу
496,Schatten::N,irkes,жьау́
497,Schatten::N,irkes,ныбжьыкъу
498,Schatten::N,sieges,жьау́
499,Schatten::N,sieges,ныбжьыкъу
500,Schatten::N,itku,жьау́
501,Schatten::N,itku,ныбжьыкъу
502,Schatten::N,suoivâ,жьау́
503,Schatten::N,suoivâ,ныбжьыкъу
504,Schatten::N,õõtt,жьау́
505,Schatten::N,õõtt,ныбжьыкъу
506,Schatten::N,ǩeeu´niǩ,жьау́
507,Schatten::N,ǩeeu´niǩ,ныбжьыкъу
508,Schatten::N,кывьнэхь,жьау́
509,Schatten::N,кывьнэхь,ныбжьыкъу
510,Wetter::N,vïerhtse,
511,Wetter::N,dálkke,
512,Wetter::N,dálki,
513,Wetter::N,šoŋŋâ,
514,Wetter::N,šõŋŋ,
515,Wetter::N,шэ̄ӈӈ,
516,Nebel::N,såavla,пща́гъу
517,Nebel::N,mearhka,пща́гъу
518,Nebel::N,murkko,пща́гъу
519,Nebel::N,mierkká,пща́гъу
520,Nebel::N,mierká,пща́гъу
521,Nebel::N,miär'kká,пща́гъу
522,Nebel::N,oṃo,пща́гъу
523,Nebel::N,sue´lnn,пща́гъу
524,Nebel::N,цӣгк,пща́гъу
525,Nebel::N,сулльн,пща́гъу
526,Wolke::N,balve,ошъуапщэ
527,Wolke::N,balvva,ошъуапщэ
528,Wolke::N,balva,ошъуапщэ
529,Wolke::N,polvâ,ошъуапщэ
530,Wolke::N,põlvv,ошъуапщэ
531,Wolke::N,пэллв,ошъуапщэ
532,Regen::N,ebrie,ощхы
533,Regen::N,harvve,ощхы
534,Regen::N,arvi,ощхы
535,Regen::N,arve,ощхы
536,Regen::N,â´brr,ощхы
537,Regen::N,аббьр,ощхы
538,Schnee::N,lopme,осы́
539,Schnee::N,moehtege,осы́
540,Schnee::N,muohta,осы́
541,Schnee::N,muohta,осы́
542,Schnee::N,muotâ,осы́
543,Schnee::N,muõtt,осы́
544,Schnee::N,вэ̄дз,осы́
545,Schnee::N,куэллт,осы́
546,Eis::N,jïenge,мылы
547,Eis::N,jiegŋa,мылы
548,Eis::N,jiekŋa,мылы
549,Eis::N,jieŋ̣â,мылы
550,Eis::N,jiõŋŋ,мылы
551,Eis::N,ӣӈӈ,мылы
552,Frost::N,baajkoe,
553,Frost::N,tjoasskem,
554,Frost::N,buolaš,
555,Frost::N,puolâš,
556,Frost::N,puõlâš,
557,Frost::N,мӯнь,
558,Kälte::N,jueskie,чъыӏэ́
559,Kälte::N,tjåetskeme,чъыӏэ́
560,Kälte::N,tjoasskem,чъыӏэ́
561,Kälte::N,čoaskin,чъыӏэ́
562,Kälte::N,ko'lmâsvuotâ,чъыӏэ́
563,Kälte::N,ijss,чъыӏэ́
564,Kälte::N,čuä´cǩǩem,чъыӏэ́
565,Kälte::N,tuârggnjõs,чъыӏэ́
566,Kälte::N,кэ̄лмас,чъыӏэ́
567,Hitze::N,baahke,фэба́е
568,Hitze::N,báhkka,фэба́е
569,Hitze::N,báhkka,фэба́е
570,Hitze::N,pakkâ,фэба́е
571,Hitze::N,kuṃe,фэба́е
572,Hitze::N,paašt,фэба́е
573,Hitze::N,жоарр,фэба́е
574,Raureif::N,jyjse,
575,Raureif::N,ridne,
576,Raureif::N,goarre,
577,Raureif::N,ritni,
578,Raureif::N,suhči,
579,Raureif::N,riṇe,
580,Raureif::N,ай,
581,Regenbogen::N,aatjan goengere, лэгъупэкъо́пс
582,Regenbogen::N,aatjan joekse, лэгъупэкъо́пс
583,Regenbogen::N,ádjájuoksa, лэгъупэкъо́пс
584,Regenbogen::N,arvedávgi, лэгъупэкъо́пс
585,Regenbogen::N,bajándávgi, лэгъупэкъо́пс
586,Regenbogen::N,äijihtävgi, лэгъупэкъо́пс
587,Regenbogen::N,teârmmazjohss, лэгъупэкъо́пс
588,Regenbogen::N,тӣрмесью̄ккс, лэгъупэкъо́пс
589,Donner::N,raejrie,шыблэ́
590,Donner::N,átjek,шыблэ́
591,Donner::N,átjárájdde,шыблэ́
592,Donner::N,áddjá,шыблэ́
593,Donner::N,baján,шыблэ́
594,Donner::N,juuṛâ,шыблэ́
595,Donner::N,tie´rmes,шыблэ́
596,Donner::N,тӣрмесь,шыблэ́
597,Donner::N,ча̄ркнэгк,шыблэ́
598,Strömung::N,njuvvie,ток
599,Strömung::N,ájggedáhpe,ток
600,Strömung::N,rávdnji,ток
601,Strömung::N,virde,ток
602,Strömung::N,ve´rdd,ток
603,Strömung::N,выррьт,ток
604,Tropfen::N,gåajhkohts,ткӏопс
605,Tropfen::N,gåajhkohts,гъуаткӏу
606,Tropfen::N,gåjkudis,ткӏопс
607,Tropfen::N,gåjkudis,гъуаткӏу
608,Tropfen::N,goaikkanas,ткӏопс
609,Tropfen::N,goaikkanas,гъуаткӏу
610,Tropfen::N,čalme,ткӏопс
611,Tropfen::N,čalme,гъуаткӏу
612,Tropfen::N,čâ´lmm,ткӏопс
613,Tropfen::N,čâ´lmm,гъуаткӏу
614,Tropfen::N,ча̄лльм,ткӏопс
615,Tropfen::N,ча̄лльм,гъуаткӏу
616,Schaum::N,sapte,тхъурбэ
617,Schaum::N,såpptå,тхъурбэ
618,Schaum::N,sokta,тхъурбэ
619,Schaum::N,suptâ,тхъурбэ
620,Schaum::N,soptt,тхъурбэ
621,Schaum::N,со̄ппт,тхъурбэ
622,Schmutz::N,haaskoe,псынжъы
623,Schmutz::N,duolvva,псынжъы
624,Schmutz::N,duolva,псынжъы
625,Schmutz::N,durdi,псынжъы
626,Schmutz::N,stänži,псынжъы
627,Schmutz::N,sähss,псынжъы
628,Schmutz::N,са̄ккьс,псынжъы
629,Schmutz::N,не̄шшь,псынжъы
630,See::N,jaevrie,хыку́м
631,See::N,jaevrie,псыхъура́й
632,See::N,jávrre,хыку́м
633,See::N,jávrre,псыхъура́й
