,Concept_ID,uk,kl
765,zusammen::ADV,спільно,attarmik
766,lange::ADV,довго,akuni
767,plötzlich::ADV,раптом,tassanngaannaq
768,sofort::ADV,зараз,erniinnaq
769,später::ADV,пізніше,kingorna
770,jetzt::ADV,тепер,maanna
771,jetzt::ADV,тепер,massakkut
772,heute::ADV,сьогодні,ullumi
773,morgen::ADV,завтра,aqagu
774,bald::ADV,незабаром,erniinnaq
775,dann::ADV,потім,taava
776,gestern::ADV,вчора,ippassaq
777,einst::ADV,колись,ataatsimik
778,einst::ADV,колись,ilaanni
779,damals::ADV,тоді,taamani
780,damals::ADV,тоді,taamanikkut
781,damals::ADV,тоді,taassumuunakkut
782,danach::ADV,згодом,taava
783,vorher::ADV,раніше,siornagut
784,zuerst::ADV,спершу,
785,zuerst::ADV,спочатку,
786,einmal::ADV,один раз,ilaanni
787,einmal::ADV,один раз,ataatsimik
788,manchmal::ADV,іноді,qaqutigu
789,manchmal::ADV,іноді,qaqutigut
790,manchmal::ADV,інколи,qaqutigu
791,manchmal::ADV,інколи,qaqutigut
792,oft::ADV,часто,akulikitsumik
793,immer::ADV,завжди,tamatigut
794,niemals::ADV,ніколи,
795,hier::ADV,тут,maani
796,hierhin::ADV,сюди,maani
797,von hier::ADV,звідси,
798,dort::ADV,там,
799,dorthin::ADV,туди,ikuuna
800,geradeaus::ADV,прямо,narlumut
801,vorwärts::ADV,вперед,pilangavoc
802,rückwärts::ADV,назад,kingumut
803,rückwärts::ADV,назад,tunumut or tunummut
804,zurück::ADV,назад,kingumut
805,zurück::ADV,назад,tunumut or tunummut
806,unten::ADV,внизу,kana
807,hinab::ADV,вниз,qiviu
808,oben::ADV,вгорі,
809,hinauf::ADV,вгору,
810,überall::ADV,скрізь,tamaginni
811,überall::ADV,скрізь,tamani tamaani
812,nicht::ADV,не,
813,ein wenig::ADV,трохи,
814,ein wenig::ADV,небагато,
815,kaum::ADV,ледве,qaqutigorsuaq
816,sehr::ADV,дуже,assut
817,so::ADV,так,
818,noch::ADV,ще,qeratavoq
819,nur::ADV,лише,
820,nur::ADV,тільки,
821,schon::ADV,вже,taava-una
822,wieder::ADV,знову,kingumut
823,vergebens::ADV,дарма,angiluk
824,vor::PRP,перед,
825,hinter::PRP,ззаду,
826,hinter::PRP,позаду,
827,unter::PRP,під,
828,durch::PRP,крізь,
829,neben::PRP,біля,
830,zwischen::PRP,між,
831,wegen::PRP,з-за,
832,wegen::PRP,через,
833,dies::PRN,це,manna
834,dies::PRN,це,matuma
835,das::PRN,то,ua
836,alles::PRN,все,
837,ich::PRN,я,uanga
838,du::PRN,ти,illit
839,er::PRN,він,una
840,wir::PRN,ми,uagut
841,ihr::PRN,ви,ilissi
842,sie::PRN,вони,uku
843,was::FPRN,що,aat?
844,wer::FPRN,хто,kikkut
845,wo::FADV,де,sumi
846,wohin::FADV,куди,sumut
847,wie::FADV,як,qanoq
848,warum::FADV,чому,sooq
849,wieviel::FNUM,скільки,qassit
850,wieviel::FNUM,скільки,qanoq atsigisumik?
851,eins::NUM,один,ataaseq
852,zwei::NUM,два,marluk
853,drei::NUM,три,pingasut
854,vier::NUM,чотири,sisamat
855,vier::NUM,чотири,qajuusat
856,fünf::NUM,п’ять,tallimat
857,sechs::NUM,шість,arfineq
858,sechs::NUM,шість,arfinillit
859,sieben::NUM,сім,arfineq-marluk
860,acht::NUM,вісім,arfineq pingasut
861,neun::NUM,дев’ять,qulingiluat
862,neun::NUM,дев’ять,arfineq sisamat
863,zehn::NUM,десять,qulit
864,elf::NUM,одинадцять,aqqaneq
865,zwölf::NUM,дванадцять,aqqaneq-marluk
866,zwanzig::NUM,двадцять,tyve
867,dreißig::NUM,тридцять,tredive
868,dreißig::NUM,тридцять,pingasunik qulillit
869,vierzig::NUM,сорок,fyrre
870,fünfzig::NUM,п’ятдесят,halvtreds
871,fünfzig::NUM,п’ятдесят,tallimanik qulillit
872,sechzig::NUM,шістдесят,tres
873,siebzig::NUM,сімдесят,halvfjerds
874,achtzig::NUM,вісімдесят,firs
875,neunzig::NUM,дев’яносто,halvfems
876,hundert::NUM,сто,et hundrede
877,tausend::NUM,тисяча,et tusinde
878,und::CNJ,і,aamma
879,oder::CNJ,або,imalluunnit
880,stehen::V,стояти,sikingavoq
881,sitzen::V,сидіти,ingippoq
882,liegen::V,лежати,nalavoq
883,liegen::V,лежати,aqupivoq
884,hängen::V,висіти,nivinngarpaa
885,werden::V,стати,pinngorpoq
886,werden::V,робитися,pinngorpoq
887,passieren::V,трапитися,pivoq
888,beginnen::V,початися,aallarnerpaa
889,enden::V,кінчитися,naggaserpaa
890,wechseln::V,мінятися,immikkut ilivoq
891,aufgehen[Sonne]::V,зійти,
892,untergehen[Sonne]::V,зайти,ilioqqaasoq
893,scheinen[Sonne]::V,світити,qinnorpoq
894,scheinen[Sonne]::V,світити,qinngorpoq
895,donnern::V,гриміти,kalleq
896,wehen::V,віяти,timmivoq
897,strömen::V,литися,
898,fließen::V,текти,
899,sich drehen::V,обертатися,ipippaa
900,schwanken::V,коливатися,aalavoq
901,schwingen::V,хитатися,issakajaat or issakatsiaarut
902,schwingen::V,гойдатися,issakajaat or issakatsiaarut
903,fallen::V,падати,quasivaa
904,brennen::V,горіти,seerpoq
905,brennen::V,горіти,uuppaa
906,rauchen::V,диміти,pujoorpoq
907,regnen::V,дощити,siallerpoq
908,gefrieren::V,змерзнути,qiulerpoq
909,tauen::V,танути,aappoq
910,schmelzen::V,плавитися,aappoq
911,schmelzen::V,плавитися,aatsippaa
912,trocknen::V,сохнути,panerserpaa
913,sieden::V,кипіти,qalappoq
914,faulen::V,гнити,
915,verfaulen::V,згнити,
916,reißen::V,рватися,qulli
917,reißen::V,рватися,alittorpaa
918,reißen::V,рватися,kimillanneq
919,versinken::V,тонути,kivivaa
920,versinken::V,тонути,apparpoq
921,vergehen::V,проходити,qaangerpaa
922,vergehen::V,проходити,sarsuppoq
923,erscheinen::V,з’явитися,takutippoq
924,verschwinden::V,щезнути,
925,verschwinden::V,зникнути,
926,sinken::V,спадати,kivivaa
927,sinken::V,спадати,apparpoq
928,abnehmen::V,поменшитися,ikillipput
929,zunehmen::V,збільшуватися,allisippaa
930,steigen::V,підніматися,allisippaa
931,wachsen::V,рости,allivoq
932,glänzen::V,блищати,qinngorpoq
933,glänzen::V,блищати,qinnorpoq
934,funkeln::V,блискати,uisorilavoq
935,lärmen::V,шуміти,
936,läuten::V,дзвонити,avilualaarpoq
937,klingeln::V,дзвонити,aviluarpoq
938,klingeln::V,дзвонити,aviluarpaluppoq
939,klirren::V,дзвякати,
940,brausen::V,бушувати,ittuk
941,brausen::V,бушувати,ittuppoq
942,brausen::V,бушувати,ittuppaluppoq
943,rauschen::V,шелестіти,
944,klingen::V,лунати,
945,klingen::V,звучати,
946,bellen::V,гавкати,qiluppoq
947,heulen::V,вити,maarpoq
948,heulen::V,вити,maalavoq
949,heulen::V,вити,miaggoorpoq
950,blasen::V,дунути,aporneq
951,pfeifen::V,свистіти,siggartartitsivoq
952,pfeifen::V,свистіти,siorsulavoq
953,schreien::V,кричати,suaarpoq
954,stöhnen::V,стогнати,nipiliorpoq
955,stöhnen::V,стогнати,nipilliorpoq
956,zittern::V,тремтіти,qarsulivik
957,leben::V,жити,inuuvoq
958,geboren werden::V,народитися,inuuvoq
959,geboren werden::V,народитися,inunngorpoq
960,atmen::V,дихати,anersaarpoq
961,trinken::V,пити,imerpoq
962,essen::V,їсти,tamorpoq
963,schlucken::V,ковтати,tuluarnaq
964,müde werden::V,втомитися,
965,einschlafen::V,заснути,sinippoq
966,schlafen::V,спати,sinik
967,aufwachen::V,прокинутися,iterpoq
968,aufwachen::V,прокинутися,eqqumavoq
969,aufstehen::V,встати,makippoq
970,sich erholen::V,відпочивати,qasuerserpoq
971,krank werden::V,захворіти,
972,krank sein::V,хворіти,
973,schmerzen::V,боліти,anneraa
974,schmerzen::V,боліти,annernarpoq
975,husten::V,кашляти,quersorpoq
976,genesen::V,одужати,ajunngissivoq
977,genesen::V,одужати,ilisimmarpoq
978,genesen::V,одужати,ilorrippoq
979,genesen::V,видужати,ajunngissivoq
980,genesen::V,видужати,ilisimmarpoq
981,genesen::V,видужати,ilorrippoq
982,sterben::V,померти,toquvoq
983,umkommen::V,згинути,
984,sich bewegen::V,рухатися,ingerlavoq
985,sich rühren::V,ворушитися,
986,sich erheben::V,встати,
987,sich setzen::V,сісти,ingippoq
988,hinfallen::V,упасти,
989,laufen::V,ходити,arpappoq
990,schreiten::V,крокувати,ingerlavoq
991,spazierengehen::V,гуляти,utertakajaarpoq
992,spazierengehen::V,гуляти,utertakattajaarpoq
993,eilen::V,спішити,qaa qaa
994,eilen::V,спішити,qiilasaarpoq
995,eilen::V,спішити,ingerlasaarpaa
996,sich beeilen::V,поспішати,tuaviorpoq
997,sausen::V,мчатися,uiguut
998,rennen::V,бігати,igivoq
999,springen::V,скакати,upernassaq
1000,springen::V,стрибати,upernassaq
1001,klettern::V,лазити,pilaakkeerpoq
1002,schaukeln::V,гойдатися,aalavoq
1003,kriechen::V,повзати,
1004,schwimmen::V,пливти,naluppoq
1005,schwimmen::V,плавати,naluppoq
1006,tauchen::V,пірнати,allorpoq
1007,rudern::V,гребти,ipuppaa
1008,rudern::V,веслувати,ipuppaa
1009,fahren::V,їхати,qimusserpoq
1010,fliegen::V,літати,timmivoq
1011,gehen::V,іти,
1012,weggehen::V,піти,piiarpoq
1013,abfahren::V,від’їхати,
1014,abfahren::V,відправитися,
1015,anhalten::V,зупинитися,unitsippaa
1016,hineingehen::V,входити,timaappaa
1017,eintreten::V,увійти,allattorpaa
1018,kommen::V,прийти,qaa-
1019,kommen::V,прийти,pivaa
1020,ankommen::V,прибути,tikippoq
1021,zurückkommen::V,повернутися,angerlarpoq
1022,bleiben::V,залишитися,uninngavoq
1023,warten::V,чекати,paavoq
1024,warten::V,чекати,utaqqivoq
1025,erwarten::V,чекати,
1026,suchen::V,шукати,nivivaa
1027,finden::V,знайти,nanivaa
1028,versuchen::V,випробовувати,uuppaa
1029,versuchen::V,випробовувати,ussersarpaa
1030,vorbereiten::V,підготувати,piareersarpaa
1031,lieben::V,любити,asavaa
1032,mögen::V,любити,akaaraa
1033,mögen::V,подобатися,akaaraa
1034,lachen::V,сміятися,
1035,rühren::V,розчулити,qeerlerpaa
1036,weinen::V,плакати,qiavoq
1037,schimpfen::V,лаятися,qatimaarpoq
1038,sich ärgern::V,сердитися,ugguutigaa
1039,sich fürchten::V,боятися,eqqanaarpoq
1040,fürchten::V,боятися,ersigaa
1041,fliehen::V,тікати,qimaavoq
1042,flüchten::V,утекти,allikarfigaa
1043,sehen::V,бачити,isigaa
1044,anschauen::V,поглянути,
1045,ansehen::V,дивитися на,alaatsinaappaa
1046,hören::V,чути,tusarpaa
1047,zuhören::V,слухати,naalappoq
1048,probieren::V,покуштувати,
1049,riechen::V,нюхати,tipippoq
1050,fühlen::V,відчувати,misigaa
1051,scheinen::V,здаватися,takutippoq
1052,zu sehen sein::V,виднітися,
1053,vernehmen::V,почути,
1054,frieren::V,мерзнути,qiiavoq
1055,tun::V,робити,iliorpoq
1056,können::V,могти,
1057,wollen::V,хотіти,piumavaa
1058,anfangen::V,почати,pilerpoq
1059,beenden::V,закінчити,naggaserpaa
1060,aufhören::V,перестати,naammatsippaa
1061,gelingen::V,вдатися,
1062,geraten::V,опинитися,
1063,öffnen::V,відкрити,ammarpaa
1064,schließen::V,закрити,matuaa
1065,stellen::V,поставити,ilivaa
1066,stellen::V,поставити,iliorarpai
1067,stellen::V,поставити,ilioqqarpai
1068,setzen::V,посадити,iliorarpai
1069,setzen::V,посадити,ilioqqarpai
1070,legen::V,класти,ilivaa
1071,berühren::V,чіпати,attorpaa
1072,verbinden::V,зв’язати,taperserpaa
1073,bedecken::V,покрити,iikkerpaa
1074,bedecken::V,покрити,iikkersorpaa
1075,aufhängen::V,повісити,inivaa
1076,aufhängen::V,повісити,iniorarpai
1077,anzünden::V,запалити,saggaavoq
1078,aufheben::V,підняти,allisippaa
1079,zurücklassen::V,залишити,aallarpoq
1080,verlieren::V,загубити,annaavaa
1081,fallen lassen::V,упустити,nakkaavaa
1082,machen::V,зробити,iliorpoq
1083,herstellen::V,виготовити,anillatsippaa
1084,bauen::V,будувати,marrarterpaa
1085,reparieren::V,лагодити,iluarsaappaa
1086,verbessern::V,поліпшити,naqqippaa
1087,ändern::V,змінити,
1088,graben::V,копати,assappaa
1089,beugen::V,зігнути,qappappoq
1090,biegen::V,погнути,qappappoq
1091,drehen::V,вертіти,
1092,wenden::V,повернути,assappaa
1093,wenden::V,повернути,assakarpoq
1094,umdrehen::V,перевернути,assakartippaa
1095,heben::V,піднімати,kivippaa
1096,hochheben::V,підняти,kissumiarpaa
1097,ergreifen::V,схопити,isaappaa
1098,ergreifen::V,схопити,isaguppaa
1099,halten::V,тримати,minarpaa
1100,drücken::V,натискати,naqittaat
1101,schieben::V,пхати,
1102,schieben::V,штовхати,
1103,kratzen::V,шкребти,qitsuppaa
1104,lecken::V,лизати,aluppaa
1105,beißen::V,кусати,kiivaa
1106,abreißen::V,відірвати,aqqarpaa
1107,abreißen::V,відірвати,isaterpaa
1108,abschneiden::V,відрізати,kipivaa
1109,binden::V,в’язати,kakkersarpaa
1110,stecken::V,увіткнути,kussunneq
1111,brechen::V,зламати,nallorpaa
1112,klopfen::V,стукати,pattappaa
1113,hauen::V,бити,aqivaa
1114,kleben::V,клеїти,qaappoq
1115,reiben::V,терти,tagiarpaa
1116,reiben::V,терти,tangiarpaa
1117,streichen::V,намазати,erlerpoq
1118,schleifen::V,точити,sequppaa
1119,schneiden::V,різати,uullivoq
1120,rütteln::V,хитати,
1121,schütteln::V,трясти,aalavoq
1122,schwenken::V,махати,issarpoq
1123,schütten::V,налити,
1124,füllen::V,наповнити,immerpaa
1125,einwickeln::V,загорнути,immoqquserpaa
1126,tragen::V,нести,maqippaa
1127,tragen::V,нести,assartorpoq
1128,schleppen::V,тягти,assartorpoq
1129,ziehen::V,тягнути,kalippaa
1130,ziehen::V,тягнути,kalissarpoq
1131,aufbewahren::V,зберігати,toqqorpaa
1132,werfen::V,кидати,kuivaa
1133,fangen::V,ловити,anguaa
1134,packen::V,схопити,
1135,verstecken::V,сховати,anngigaa
1136,teilen::V,розділити,agguut
1137,teilen::V,розділити,agguusersorpaa
1138,schicken::V,посилати,nassiuppaa
1139,bringen::V,принести,aggiuppaa
1140,bringen::V,принести,nassataraa
1141,hinzufügen::V,додати,
1142,bekommen::V,дістати,tiguaa
1143,erhalten::V,одержати,tiguaa
1144,nehmen::V,взяти,pivoq
1145,nehmen::V,взяти,tiguaa
1146,wählen::V,вибрати,
1147,auswählen::V,відібрати,
1148,bewahren::V,зберегти,sukkunik simerserpaa
1149,behindern::V,перешкоджати,
1150,verderben::V,зіпсувати,asiutippaa
1151,verderben::V,зіпсувати,piuneerunnerit
1152,beschädigen::V,зашкодити,
1153,zerbrechen::V,розбити,ukuvoq
1154,zerreißen::V,розірвати,tisavaa
1155,zerreißen::V,розірвати,alittorpaa
1156,zerstören::V,зруйнувати,aserorpaa
1157,verbrennen::V,спалити,seerpoq
1158,geben::V,дати,pivoq
1159,reichen::V,передати,
1160,schenken::V,дарувати,
1161,versprechen::V,обіцяти,neriorsorpaa
1162,wünschen::V,бажати,kissaat
1163,loben::V,хвалити,nersorpaa
1164,loben::V,хвалити,nersornaat
1165,küssen::V,цілувати,kunippaa
1166,küssen::V,цілувати,kunissorpaa
1167,wiegen::V,качати,
1168,zudecken::V,накрити,majorpaa
1169,wecken::V,розбудити,itersarpaa
1170,zeigen::V,показати,tikkuuppaa
1171,führen::V,вести,tasissiuppaa
1172,führen::V,вести,ilitsersorpaa
1173,führen::V,вести,tasissersuuppaa
1174,lehren::V,вчити,ilinniartippaa
1175,unterrichten::V,викладати,ajoqerpaa
1176,unterrichten::V,викладати,ajoqersorpaa
1177,unterrichten::V,викладати,ilinniartitsivoq
1178,aufziehen::V,виховати,inororsarpaa
1179,leiten::V,керувати,iluatsippaa
1180,antreiben::V,підганяти,ikusimmippaa
1181,lassen::V,змусити,
1182,einladen::V,запросити,qaaqquaa
1183,einladen::V,запросити,qaasarpaa
1184,vereinigen::V,об’єднати,taperserpaa
1185,besuchen::V,завітати,tikeraarpaa
1186,besuchen::V,відвідати,tikeraarpaa
1187,treffen::V,зустріти,aporappaa
1188,sich versammeln::V,зібратися,majorpoq
1189,spielen::V,грати,pinnguarpoq
1190,singen::V,співати,erinarsorpoq
1191,tanzen::V,танцювати,qitippoq
1192,sich trennen::V,розлучитися,immikkoortippaa
1193,verlassen::V,покинути,
1194,retten::V,врятувати,annaappaa
1195,bewachen::V,охороняти,
1196,schützen::V,уберігати,eriagaa
1197,schützen::V,уберігати,pineqartaalivaa
1198,verteidigen::V,захистити,
1199,sich schlagen::V,битися,
1200,sich schlagen::V,дратися,
1201,schießen::V,стріляти,aallaavaa
1202,schießen::V,стріляти,piseriuppaa
1203,siegen::V,перемогти,
1204,ärgern::V,сердити,ninngassarpaa
1205,ärgern::V,сердити,ninngassaarpaa
1206,schlagen::V,ударити,unatarpaa
1207,treten::V,штовхати,tukerpoq
1208,stechen::V,вколоти,iguppaa
1209,stechen::V,вколоти,qasilippoq
1210,stoßen::V,штовхнути,ikuserpaa
1211,stoßen::V,штовхнути,ikusimmippaa
1212,stehlen::V,украсти,tillippaa
1213,stören::V,перешкодити,akornuserpaa
1214,belästigen::V,докучати,
1215,verbergen::V,сховати,anngigaa
1216,täuschen::V,обдурити,
1217,betrügen::V,зшахраювати,peqquserluttuliorfigaa
1218,töten::V,убити,maappaa
1219,töten::V,убити,toquppaa
1220,wohnen::V,жити,najugaqarpoq
1221,wohnen::V,мешкати,najugaqarpoq
1222,arbeiten::V,працювати,sulivoq
1223,sammeln::V,зібрати,katersorpai
1224,pflücken::V,зривати,
1225,jagen::V,полювати,piniarpoq
1226,fischen::V,рибалити,aalisarpoq
1227,fassen::V,піймати,
1228,hüten::V,пасти,
1229,treiben::V,гнати,
1230,anbinden::V,прив’язати,qilerut
1231,anbinden::V,прив’язати,qilersorpaa
1232,anbinden::V,прив’язати,ungerlatserpaa
1233,füttern::V,годувати,nerlerpaa
1234,füttern::V,харчувати,nerlerpaa
1235,melken::V,доїти,
1236,hacken::V,рубати,
1237,gießen::V,полити,imerterpaa
1238,reifen::V,дозріти,
1239,zubereiten::V,зготовити,
1240,zubereiten::V,приготувати,
1241,kochen::V,варити,igavoq
1242,kochen::V,готувати,igavoq
1243,backen::V,пекти,
1244,braten::V,смажити,siappaa
1245,umrühren::V,переміщати,qeerlerpaa
1246,stricken::V,в’язати,
1247,nähen::V,шити,
1248,färben::V,пофарбувати,misuppaa
1249,reinigen::V,очистити,sanniarpaa
1250,waschen::V,мити,asappaa
1251,abwischen::V,витерти,saligarpaa
1252,abwischen::V,витерти,saligartorpaa
1253,spülen::V,полоскати,
1254,fegen::V,підмітати,sanngiarpaa
1255,kehren::V,мести,
1256,baden::V,купатися,uffarpoq
1257,sich waschen::V,митися,uffarpoq
1258,ausziehen::V,зняти,annoraajarpaa
1259,anziehen::V,надіти,ativaa
1260,anziehen::V,надіти,atitippaa
1261,sich anziehen::V,одягтися,atisalersorpoq
1262,sich anziehen::V,одягнутися,atisalersorpoq
1263,kämmen::V,зачесати,
1264,schmücken::V,оздобити,
1265,sagen::V,сказати,oqarpoq
1266,sprechen::V,говорити,oqaluttarpoq
1267,reden::V,розмовляти,oqaluppoq
1268,sich unterhalten::V,бесідувати,
1269,fragen::V,запитати,aperaa
1270,bitten::V,просити,aperaa
1271,bitten::V,просити,qinnuigaa
1272,erzählen::V,розповісти,oqaluttuaraa
1273,mitteilen::V,повідомити,oqalualaarpoq
1274,nennen::V,назвати,
1275,rufen::V,кликати,qaaqquaa
1276,prahlen::V,хвалитися,oqqartuvoq
1277,prahlen::V,хвалитися,oqallortuvoq
1278,übersetzen::V,перекласти,ikaarpoq
1279,übersetzen::V,перекласти,nutserpaa
1280,denken::V,думати,isumaqarpoq
1281,denken::V,мислити,isumaqarpoq
1282,glauben::V,вірити,upperaa
1283,glauben::V,вірити,isumaqarpoq
1284,bemerken::V,помітити,
1285,erkennen::V,пізнати,ilisaraa
1286,begreifen::V,осягнути,
1287,verstehen::V,почути,paasivaa
1288,lernen::V,навчатися,ilinniarpoq
1289,wissen::V,знати,nalunngilaa
1290,sich erinnern an::V,пам’ятати,eqqaavaa
1291,vergessen::V,забути,puiorpaa
1292,messen::V,міряти,ussersarpaa
1293,zählen::V,лічити,kisitsivoq
1294,rechnen::V,рахувати,kisitsivoq
1295,lesen::V,читати,atuarpoq
1296,malen::V,малювати,qalipappaa
1297,zeichnen::V,рисувати,
1298,schreiben::V,писати,allappoq
1299,besitzen::V,мати,
1300,kaufen::V,купити,pisiaraa
1301,verkaufen::V,продати,akigaa
1302,bezahlen::V,заплатити,akilerpaa
1303,zahlen::V,платити,
1304,beherrschen::V,володіти,inappaa
1305,ertragen::V,витерпіти,ernertaaraa
