,Concept_ID,udm,ja
251,Schwester::N,апа,妹
252,Schwester::N,сузэр,妹
253,Onkel::N,агай,伯父
254,Onkel::N,агай,伯父さん
255,Tante::N,апа,叔母
256,Tante::N,апа,叔母さん
257,Tante::N,кенак,叔母
258,Tante::N,кенак,叔母さん
259,Ehemann::N,карт,夫
260,Ehemann::N,карт,主人
261,Ehefrau::N,кышно,妻
262,Ehefrau::N,кышно,奥さん
263,Freude::N,шумпотон,喜び
264,Gelächter::N,горем,笑い
265,Glück::N,шуд,幸せ
266,Kummer::N,кайгу,悩み
267,Kummer::N,куректон,悩み
268,Wunsch::N,мылпотон,希望
269,Lust::N,потон,気
270,Geist::N,лул,精神
271,Gedanke::N,малпан,考え
272,Gedächtnis::N,йырсазь,記憶
273,Gedächtnis::N,тодэваён,記憶
274,Verstand::N,йырвизь,理解力
275,Sinn::N,смысл,意味
276,Grund::N,муг,理由
277,Grund::N,ньӧм,理由
278,Wahrheit::N,зэм,真実
279,Wahrheit::N,шонер,真実
280,Gespräch::N,вераськон,会話
281,Märchen::N,выжыкыл,童話
282,Erzählung::N,верос,物語
283,Nachricht::N,ивор,報告
284,Neuigkeit::N,выльивор,ニュース
285,Name::N,ним,名前
286,Rätsel::N,мадькыл,謎
287,Rede::N,верам,演説
288,Sprache::N,кыл,言語
289,Stimme::N,куара,声
290,Wort::N,кыл,言葉
291,Zeichen::N,пус,記号
292,Zeichen::N,тодмет,記号
293,Ruf::N,ӧтён,呼び声
294,Ruf::N,чортон,呼び声
295,Lärm::N,ӵашетон,騒音
296,Laut::N,куара,音
297,Ton::N,куара,音
298,Lied::N,кырӟан,歌
299,Ruhe::N,чалмыт улон,静けさ
300,Leute::N,адямиос,人々
301,Volk::N,калык,民族
302,Arbeit::N,уж,仕事
303,Gast::N,куно,客
304,Geschenk::N,салам,贈り物
305,Geschenk::N,кузьым,贈り物
306,Spiel::N,шудон,遊び
307,Gesellschaft::N,калык,社会
308,Hilfe::N,юрттон,援助
309,Freund::N,эш,友達
310,Freund::N,юлтош,友達
311,Kamerad::N,тодмо,同志
312,Angelegenheit::N,уж,件
313,Anzahl::N,лыд,数
314,Art::N,тус,種類
315,Stück::N,юдэс,部分
316,Teil::N,люкет,部分
317,Hälfte::N,ӝыны,半分
318,Kreis::N,котырес,円
319,Kreuz::N,крест,十字
320,Linie::N,гож,線
321,Strich::N,гож,線
322,Abstand::N,вис,距離
323,Abstand::N,кусып,距離
324,Entfernung::N,кусып,距離
325,Gegend::N,инты,辺
326,Gegend::N,инты,地域
327,Platz::N,инты,ゆとり
328,Ort::N,инты,所
329,Ort::N,инты,場所
330,Ort::N,места,所
331,Ort::N,места,場所
332,Seite::N,пал,横
333,Mitte::N,шор,真ん中
334,Gegenstand::N,арбери,物件
335,Sache::N,котыр,物
336,Rand::N,дур,端
337,Rand::N,шаер,端
338,Kante::N,дур,縁
339,Ecke::N,сэрег,角
340,Spitze::N,йыл,先頭
341,Ende::N,пум,端
342,Loch::N,пась,穴
343,Winkel::N,сэрег,片隅
344,Muster::N,пужы,模様
345,Größe::N,быдӟала,大きさ
346,Länge::N,кузьдала,長さ
347,Höhe::N,ӝуждала,高さ
348,Gewicht::N,сектала,重さ
349,Gewicht::N,секытлык,重さ
350,Menge::N,лыд,量
351,Menge::N,лыдпус,量
352,Haufen::N,люк,堆積
353,Reihe::N,чур,並び
354,Boot::N,пыж,ボート
355,Boot::N,лодка,ボート
356,Ruder::N,полыс,オール
357,Schlitten::N,додьы,そり
358,Ski::N,куас,スキー
359,Lagerfeuer::N,тылскем,篝火
360,Last::N,секыт,荷物
361,Gang::N,ветлон,歩み
362,Schritt::N,вамыш,歩
363,Norden::N,уйпал,北
364,Süden::N,лымшор,南
365,Westen::N,шунды пуксён,西
366,Osten::N,шунды ӝужан,東
367,Holz::N,пу,木
368,Holz::N,пу,木材
369,Brett::N,пул,板
370,Platte::N,плита,盤
371,Stütze::N,пыкет,支柱
372,Stange::N,пуӵ,棒
373,Stock::N,боды,杖
374,Stab::N,пуӵ,棒
375,Stab::N,боды,棒
376,Rohr::N,труба,管
377,Haus::N,юрт,家
378,Heim::N,корка,家
379,Ofen::N,гур,ストーブ
380,Fußboden::N,выж,床
381,Tisch::N,ӝӧк,机
382,Stuhl::N,пукон,椅子
383,Wiege::N,кӧкы,揺籃
384,Wiege::N,зыбка,揺籃
385,Bett::N,валес,ベッド
386,Regal::N,ӝажы,棚
387,Kiste::N,ящик,箱
388,Fenster::N,укно,窓
389,Fenster::N,косяк,窓
390,Tür::N,ӧс,戸
391,Tür::N,ӧс,ドア
392,Tor::N,ӟезьы,門
393,Zaun::N,забор,垣根
394,Dach::N,липет,屋根
395,Leiter::N,падӟа,梯子
396,Besen::N,ӵужон,ほうき
397,Besen::N,исьнер,ほうき
398,Spaten::N,лопатка,スコップ
399,Schaufel::N,ютырон,シャベル
400,Gabel::N,тэчы,フォーク
401,Gabel::N,вилка,フォーク
402,Löffel::N,пуньы,スプーン
403,Messer::N,пурт,ナイフ
404,Nagel::N,кортӵог,釘
405,Netz::N,сеть,網
406,Haken::N,курик,鉤
407,Haken::N,курик,フック
408,Griff::N,ныд,取っ手
409,Schloss::N,тунгон,錠
410,Bild::N,суред,絵
411,Figur::N,фигура,像
412,Puppe::N,мунё,人形
413,Beutel::N,пуйы,袋
414,Bündel::N,керттэт,束
415,Bündel::N,керттэт,包み
416,Tasche::N,пуйы,かばん
417,Tasche::N,сумка,かばん
418,Eimer::N,ведра,バケツ
419,Deckel::N,ӵоксэт,蓋
420,Geschirr::N,тусьты-пуньы,食器
421,Sack::N,пуйы,袋
422,Tasse::N,ӵаша,カップ
423,Topf::N,миска,鍋
424,Kessel::N,пурты,釜
425,Essen::N,сиськон,食事
426,Nahrung::N,сион,食物
427,Speise::N,сиён,料理
428,Fleisch::N,сӥль,肉
429,Getreide::N,ю тысь,麦
430,Getreide::N,ю тысь,穀物
431,Brei::N,ӝук,粥
432,Brot::N,нянь,パン
433,Scheibe::N,шорем,枚
434,Scheibe::N,шорем,切れ
435,Fett::N,кӧй,脂肪
436,Butter::N,вӧй,バター
437,Öl::N,вӧй,油
438,Salz::N,сылал,塩
439,Suppe::N,шыд,スープ
440,Honig::N,чечы,蜂蜜
441,Milch::N,йӧл,牛乳
442,Tee::N,чай,茶
443,Tee::N,чай,お茶
444,Leder::N,сурон,革
445,Wolle::N,гон,毛糸
446,Wolle::N,ыжгон,毛糸
447,Stoff::N,куэм,布
448,Nadel::N,вень,針
449,Faden::N,сӥньыс,糸
450,Knopf::N,бирды,ボタン
451,Knoten::N,герд,結び目
452,Farbe::N,буёл,ペンキ
453,Kleidung::N,дӥсь,衣服
454,Hemd::N,дэрем,シャツ
455,Kragen::N,сирес,襟
456,Ärmel::N,саес,袖
457,Hose::N,брюки,ズボン
458,Hose::N,штань,ズボン
459,Gürtel::N,кускерттон,帯
460,Gürtel::N,кускерттон,ベルト
461,Mütze::N,ызьы,帽子
462,Schuh::N,ботинка,靴
463,Stiefel::N,сапег,ブーツ
464,Ring::N,зундэс,輪
465,Band::N,лента,リボン
466,Kamm::N,сын,櫛
467,Spiegel::N,синучкон,鏡
468,Riemen::N,е,緒
469,Schnur::N,гозы,紐
470,Leine::N,думет,綱
471,Decke::N,шобрет,掛け布団
472,Kissen::N,миндэр,枕
473,Tuch::N,кышет,スカーフ
474,Handtuch::N,ӵушкон,タオル
475,Kraft::N,кать,力
476,Kraft::N,ӟигар,力
477,Stärke::N,юнлык,強さ
478,Gesundheit::N,тазалык,健康
479,Krankheit::N,висён,病気
480,Schmerz::N,висён,痛み
481,Wunde::N,яра,傷
482,Fieber::N,кезег,熱
483,Arznei::N,эмъюм,薬
484,Brücke::N,выж,橋
485,Brunnen::N,колдэч,井戸
486,Weide::N,возь,牧場
487,Pfad::N,сюрес,小路
488,Weg::N,сюрес,道
489,Straße::N,сюрес,街道
490,Dorf::N,гурт,村
491,Stadt::N,кар,町
492,Stadt::N,кар,都市
493,Stadt::N,город,町
494,Stadt::N,город,都市
495,Brief::N,гожтэт,手紙
496,Buch::N,книга,本
497,Buchstabe::N,буква,文字
498,Zeitung::N,газет,新聞
499,Leben::N,улон,生活
500,Tod::N,кулон,死
501,Grab::N,шайгу,墓
502,Kirche::N,черк,教会
503,Sünde::N,сьӧлык,罪
504,Gott::N,ӥнмар,神
505,Arbeiter::N,рабочий,労働者
506,Chef::N,начальник,上司
507,Meister::N,кибашлы,達人
508,Meister::N,кибашлы,マイスター
509,Arzt::N,врач,医者
510,Lehrer::N,дышетӥсь,先生
511,Geld::N,уксё,金
512,Geld::N,коньдон,金
513,Geschäft::N,уж,取り引き
514,Laden::N,магазин,店
515,Preis::N,дун,値段
516,Ware::N,вуз,商品
517,Nutzen::N,пайда,利益
518,Reichtum::N,узырлык,豊かさ
519,Welt::N,дунне,世界
520,Land::N,шаер,国
521,Staat::N,кун,国家
522,König::N,эксэй,国王
523,Macht::N,власть,権力
524,Grenze::N,кунгож,国境
525,Krieg::N,ож,戦争
526,Feind::N,тушмон,敵
527,Gewalt::N,эриктэман,暴力
528,Kampf::N,нюръяськон,戦い
529,Bogen[Waffe]::N,пукыӵ,弓
530,Pfeil::N,пукыӵ вень,矢
531,Gewehr::N,пыӵал,銃
532,Fehler::N,янгыш,間違い
533,Lüge::N,пӧян,嘘
534,Lüge::N,алдан,嘘
535,Lüge::N,ӧрекчан,嘘
536,Schaden::N,изъян,損害
537,Unglück::N,куректон,不幸
538,Unglück::N,шудтэме усён,不幸
539,Schuld::N,янгыш,罪
540,Alter::N,арлыд,年
541,Alter::N,арлыд,年齢
542,Schluss::N,пум,終わり
543,Zeit::N,дыр,時
544,Zeit::N,дыр,時間
545,Tag::N,нунал,日
546,Morgen::N,ӵукна,朝
547,Mittag::N,лымшор,昼
548,Abend::N,ӝыт,晩
549,Abend::N,ӝыт,夕方
550,Abend::N,акшан,晩
551,Abend::N,акшан,夕方
552,Nacht::N,уй,夜
553,Woche::N,арня,週
554,Monat::N,толэзь,月
555,Jahr::N,ар,年
556,Frühling::N,тулыс,春
557,Sommer::N,гужем,夏
558,Herbst::N,сӥзьыл,秋
559,Winter::N,тол,冬
560,Januar::N,выльартолэзь,一月
561,Februar::N,тулыспал,二月
562,März::N,южтолэзь,三月
563,April::N,оштолэзь,四月
564,Mai::N,куартолэзь,五月
565,Juni::N,вожотолэзь,六月
566,Juli::N,пӧсьтолэзь,七月
567,August::N,гудырикошкон,八月
568,September::N,куарусён,九月
569,Oktober::N,выльӝуктолэзь,十月
570,November::N,шуркынмон,十一月
571,Dezember::N,толсур,十二月
572,Montag::N,вордӥськон,月曜日
573,Dienstag::N,вторник,火曜日
574,Mittwoch::N,вирнунал,水曜日
575,Donnerstag::N,покчиарня,木曜日
576,Freitag::N,удмуртарня,金曜日
577,Samstag::N,кӧснунал,土曜日
578,Sonntag::N,арня,日曜日
579,groß::A,бадӟым,大きい
580,klein::A,пичи,小さい
581,lang::A,кузь,長い
582,kurz::A,вакчи,短い
583,breit::A,паськыт,広い
584,schmal::A,сюлэг,狭い
585,dicht::A,ӵем,密な
586,dick[Gegenstand]::A,зӧк,厚い
587,dünn::A,векчи,薄い
588,fein::A,векчи,細い
589,fest::A,юн,硬い
590,fest::A,чурыт,硬い
591,flach::A,ӵошкыт,平らな
592,glatt::A,гылыт,滑らかな
593,glatt::A,вольыт,滑らかな
594,hart::A,чурыт,堅い
595,weich::A,небыт,柔らかい
596,rund::A,котырес,丸い
597,spitz::A,йылсо,尖った
598,scharf::A,лэчыт,鋭い
599,stumpf::A,ныж,鈍い
600,schwer::A,секыт,重い
601,schön::A,чебер,綺麗な
602,heiß::A,пӧсь,熱い
603,warm::A,шуныт,温かい
604,kalt::A,кезьыт,寒い
605,kalt::A,кезьыт,冷たい
606,kühl::A,юзмыт,涼しい
607,kühl::A,салкым,涼しい
608,frisch::A,выль,ひんやりした
609,feucht::A,мускыт,湿った
610,nass::A,котмем,濡れた
611,trocken::A,кӧс,乾いた
612,voll::A,тыр,いっぱいの
613,leer::A,буш,空の
614,leer::A,тырттэм,空の
615,offen::A,усьтэм,開いた
616,geschlossen::A,ӵогам,閉まった
617,geschlossen::A,пунням,閉まった
618,sauber::A,ӝикыт,清潔な
619,sauber::A,чылкыт,清潔な
620,schmutzig::A,нӧд,汚い
621,roh::A,ыль,生の
622,reif::A,вуэм,熟した
623,lecker::A,ческыт,美味しい
624,süß::A,ческыт,甘い
625,bitter::A,курыт,苦い
626,sauer::A,чырс,酸っぱい
627,hell::A,югыт,明るい
628,dunkel::A,пеймыт,暗い
629,schwarz::A,сьӧд,黒い
630,weiß::A,тӧдьы,白い
631,rot::A,горд,赤い
632,gelb::A,ӵуж,黄色い
633,blau::A,лыз,青い
634,grün::A,вож,緑の
635,grau::A,пурысь,灰色の
636,bunt::A,куӵо,色取り取りの
637,billig::A,дунтэм,安い
638,teuer::A,дуно,高い
639,wertvoll::A,дуно,貴重な
640,blind::A,сукыр,盲目の
641,blind::A,синтэм,盲目の
642,taub::A,пельтэм,耳が聞こえない
643,kräftig::A,кужмо,強力な
644,stark::A,юн,強い
645,stark::A,кужмо,強い
646,schwach::A,ляб,弱い
647,schwach::A,начар,弱い
648,fett::A,кӧй,太った
649,schlank::A,веськыт,ほっそりした
650,schlank::A,веськрес,ほっそりした
651,hübsch::A,чебер,素敵な
652,hübsch::A,синмаськымон,素敵な
653,böse::A,лек,悪い
654,dumm::A,шузи,馬鹿な
655,dumm::A,визьтэм,馬鹿な
656,faul::A,азьтэм,怠惰な
657,fleißig::A,сюлмо,勤勉な
658,geizig::A,сук,けちな
659,klug::A,визьмо,賢い
660,klug::A,визьмо,頭のいい
661,geschickt::A,усто,器用な
662,geschickt::A,быгатӥсь,器用な
663,lieb::A,мусо,愛らしい
664,lustig::A,шулдыр,楽しい
665,sanft::A,мусо,温和な
666,sanft::A,эрке,温和な
667,hungrig::A,сютэм,空腹の
668,krank::A,висись,病気の
669,nackt::A,гольык,裸の
670,traurig::A,мӧзмыт,悲しい
671,lebendig::A,улэп,生きた
672,gut::A,ӟеч,良い
673,gut::A,умой,良い
674,schlecht::A,урод,悪い
675,schlecht::A,урод,駄目な
676,schlecht::A,алама,悪い
677,schlecht::A,алама,駄目な
678,richtig::A,шонер,正しい
679,schlimm::A,алама,ひどい
680,wahr::A,зэмос,本当の
681,alt::A,вуж,古い
682,neu::A,выль,新しい
683,ehemalig::A,азьвылэз,以前の
684,alt[Lebewesen]::A,пересь,年を取った
685,jung::A,егит,若い
686,jung::A,пинал,若い
687,arm::A,начар,貧乏な
688,arm::A,куанер,貧乏な
689,reich::A,узыр,裕福な
690,bekannt::A,тодмо,有名な
691,berühmt::A,дано,有名な
692,fremd::A,ят,見知らぬ
693,verschieden::A,пӧртэм,色々な
694,nah::A,матысь,近い
695,fern::A,кыдёкысь,遠い
696,linker::A,паллян,左の
697,rechter::A,бур,右の
698,rechter::A,бурпал,右の
699,anderer::A,мукет,別の
700,erster::A,нырысетӥез,一番目
701,zweiter::A,кыктэтӥез,二番目
702,dritter::A,кунньметӥез,三番目
703,letzter::A,берло,最後の
704,letzter::A,берпум,最後の
705,allein::ADV,огназ,一人で
706,auf einmal::ADV,огдыре,同時に
707,zusammen::ADV,ӵош,一緒に
708,zusammen::ADV,валче,一緒に
709,lange::ADV,кема,長い間
710,plötzlich::ADV,мапламтэ шорысь,急に
711,sofort::ADV,али ик,すぐに
712,später::ADV,бергес,後で
713,später::ADV,берлогес,後で
714,jetzt::ADV,али,今
715,jetzt::ADV,табере,今
716,heute::ADV,туннэ,今日
717,morgen::ADV,ӵуказе,明日
718,bald::ADV,ӝоген,間もなく
719,dann::ADV,берло,それから
720,gestern::ADV,толон,昨日
721,einst::ADV,огпол,過去に
722,einst::ADV,одӥг пол,過去に
723,damals::ADV,соку,あの時
724,danach::ADV,собере,その後で
725,vorher::ADV,азьло,以前に
726,vorher::ADV,азьвыл,以前に
727,zuerst::ADV,азьло,まず
728,zuerst::ADV,азьло,最初に
729,einmal::ADV,огпол,一回
730,manchmal::ADV,куддыръя,時々
731,oft::ADV,ӵем,よく
732,immer::ADV,пыр,いつも
733,immer::ADV,котьку,いつも
734,niemals::ADV,уз ноку,一度も...ない
735,hier::ADV,татын,こちら
736,hierhin::ADV,татчы,ここへ
737,hierhin::ADV,татчы,こちらへ
738,von hier::ADV,татысь,ここから
739,dort::ADV,отӥ,そちら
740,dort::ADV,отын,そちら
741,dorthin::ADV,отчы,そこへ
742,dorthin::ADV,отчы,そちらへ
743,geradeaus::ADV,меӵак,真っ直ぐに
744,vorwärts::ADV,азьлань,前へ
745,rückwärts::ADV,берлань,後ろへ
746,zurück::ADV,берен,後ろへ
747,zurück::ADV,берлань,後ろへ
748,unten::ADV,улын,下に
749,hinab::ADV,улэ,下へ
750,oben::ADV,вылын,上に
751,oben::ADV,вылӥын,上に
752,hinauf::ADV,вылэ,上へ
753,hinauf::ADV,вылӥе,上へ
754,hinauf::ADV,выллань,上へ
755,überall::ADV,котькытын,どこでも
756,überall::ADV,пасьтана,どこでも
757,nicht::ADV,уз,ない
758,ein wenig::ADV,ичи,少し
759,ein wenig::ADV,ичи,ちょっと
760,ein wenig::ADV,ӧжыт,少し
761,ein wenig::ADV,ӧжыт,ちょっと
762,ein wenig::ADV,огшап,少し
763,ein wenig::ADV,огшап,ちょっと
764,kaum::ADV,муртса,ほとんど～ない
765,sehr::ADV,туж,とても
766,sehr::ADV,лекос,とても
767,so::ADV,озьы,こう
768,so::ADV,тазьы,こう
769,noch::ADV,на,まだ
770,nur::ADV,гинэ,～だけ
771,schon::ADV,ни,もう
772,schon::ADV,ини,もう
773,wieder::ADV,нош,再び
774,wieder::ADV,кайта,再び
775,vergebens::ADV,юнме,無駄に
776,vor::PRP,азьын,前に
777,hinter::PRP,берын,後ろに
778,hinter::PRP,бӧрсьы,後ろに
779,unter::PRP,улын,下に
780,durch::PRP,пыр,通して
781,durch::PRP,пыртӥ,通して
782,neben::PRP,бордын,横に
783,zwischen::PRP,вискын,間に
784,wegen::PRP,сэрен,為に
785,wegen::PRP,сэрен,せいで
786,dies::PRN,та,これ
787,das::PRN,со,それ
788,alles::PRN,ваньмыз,全部
789,ich::PRN,мон,私
790,du::PRN,тон,あなた
791,er::PRN,со,彼
792,wir::PRN,ми,私達
793,ihr::PRN,тӥ,あなた達
794,sie::PRN,соос,彼ら
795,was::FPRN,ма,何
796,wer::FPRN,кин,誰
797,wer::FPRN,кин,どなた
798,wo::FADV,кытын,どこ
799,wo::FADV,кытын,どこに
800,wohin::FADV,кытчы,どこへ
801,wie::FADV,кызьы,どう
802,warum::FADV,малы,何故
803,warum::FADV,малы,どうして
804,wieviel::FNUM,кӧня,どのくらい
805,eins::NUM,одӥг,一
806,zwei::NUM,кык,二
807,zwei::NUM,кык,二つ
808,drei::NUM,куинь,三
809,drei::NUM,куинь,三つ
810,vier::NUM,ньыль,四
811,vier::NUM,ньыль,四つ
812,fünf::NUM,вить,五
813,fünf::NUM,вить,五つ
814,sechs::NUM,куать,六
815,sechs::NUM,куать,六つ
816,sieben::NUM,сизьым,七
817,sieben::NUM,сизьым,七つ
818,acht::NUM,тямыс,八
819,acht::NUM,тямыс,八つ
820,neun::NUM,укмыс,九
821,neun::NUM,укмыс,九つ
822,zehn::NUM,дас,十
823,elf::NUM,дас одӥг,十一
824,zwölf::NUM,дас кык,十二
825,zwanzig::NUM,кызь,二十
826,dreißig::NUM,куамын,三十
