,Concept_ID,vep,sl
98,Regenbogen::N,jumalanbembel',mávrica
99,Donner::N,juru,gròm
100,Donner::N,jumalanjuru,gròm
101,Strömung::N,joksmuz,strúja
102,Tropfen::N,tilkuine,káplja
103,Schaum::N,vaht,péna
104,Schmutz::N,redu,nesnága
105,Schmutz::N,pačak,nesnága
106,See::N,järv,jézero
107,Sumpf::N,so,močvírje
108,Moor::N,so,bárje
109,Wiese::N,nit,trávnik
110,Wald::N,mec,lés
111,Wald::N,mec,gòzd
112,Hügel::N,kukaz,brég
113,Hügel::N,kukaz,goríca
114,Anhöhe::N,kukaz,gríč
115,Anhöhe::N,kukaz,višína
116,Berg::N,mägi,gôra
117,Berg::N,mägi,planína
118,Gipfel::N,ladv,vŕh
119,Höhle::N,mägionduz,jáma
120,Höhle::N,mägionduz,votlína
121,Abhang::N,paute,pobóčje
122,Quelle::N,lähte,izvír
123,Bach::N,oja,pôtok
124,Fluss::N,jogi,réka
125,Ufer::N,rand,brég
126,Küste::N,randišt,obála
127,Küste::N,randišt,obréžje
128,Festland::N,kuivma,celína
129,Festland::N,kuivma,kopnína
130,Meer::N,meri,mórje
131,Bucht::N,laht,zalív
132,Insel::N,sar',ôtok
133,Blume::N,änik,cvetlíca
134,Gras::N,hein,tráva
135,Wurzel::N,jur',korenína
136,Baum::N,pu,drevó
137,Stamm::N,tüvi,dêblo
138,Rinde::N,kor',lúbje
139,Rinde::N,kor',skórja
140,Ast::N,oks,véja
141,Zweig::N,oks,véja
142,Zweig::N,barb,véja
143,Blatt::N,lehtez,líst
144,Birke::N,koiv,bréza
145,Kiefer[Baum]::N,pedai,bòr
146,Weide[Baum]::N,raid,vŕba
147,Tanne::N,kuz',hója
148,Horn::N,sar'v,róg
149,Feder::N,höuneh,peró
150,Fell::N,nahk,kŕzno
151,Flügel::N,suug,krílo
152,Klaue::N,künz',párkelj
153,Kralle::N,künz',krémpelj
154,Schwanz::N,händ,rèp
155,Ei::N,muna,jájce
156,Nest::N,peza,gnézdo
157,Bau::N,uru,brlòg
158,Tier::N,živat,živál
159,Herde::N,kogo,čréda
160,Kuh::N,lehm,kráva
161,Bulle::N,härg,bìk
162,Pferd::N,hebo,kònj
163,Schaf::N,lambaz,ôvca
164,Schwein::N,siga,svínja
165,Hund::N,koir,pès
166,Katze::N,kaži,máčka
167,Bär::N,kondi,mêdved
168,Eichhörnchen::N,orav,véverica
169,Elch::N,hirb',lós
170,Fuchs::N,reboi,lisíca
171,Hase::N,jäniš,zájec
172,Maus::N,hir',mìš
173,Wolf::N,händikaz,vólk
174,Vogel::N,lind,ptìč
175,Vogel::N,lind,ptíca
176,Schwarm::N,parveh,játa
177,Huhn::N,kana,kokóš
178,Hahn::N,kukoi,petêlin
179,Gans::N,hanh',gós
180,Adler::N,orl,ôrel
181,Ente::N,sorz,ráca
182,Eule::N,hir'pulo,sôva
183,Kranich::N,kurg,žerjàv
184,Krähe::N,variš,vrána
185,Kuckuck::N,kägi,kúkavica
186,Schwan::N,joucen,labód
187,Fisch::N,kala,ríba
188,Barsch::N,ahven,ostríž
189,Hecht::N,haug',ščúka
190,Schlange[Tier]::N,kü,káča
191,Schlange[Tier]::N,mado,káča
192,Wurm::N,mado,čr̀v
193,Wurm::N,mado,glísta
194,Spinne::N,hämähouk,pájek
195,Ameise::N,murahaine,mrávlja
196,Laus::N,täi,úš
197,Mücke::N,säs'k,komár
198,Fliege::N,kärbhaine,múha
199,Schmetterling::N,lipkaine,metúlj
200,Beere::N,marj,jágoda
201,Apfel::N,jablok,jábolko
202,Pilz::N,sen',góba
203,Pilz::N,babuk,góba
204,Zwiebel::N,lauk,čebúla
205,Saat::N,semned,séme
206,Korn::N,jüvä,zŕno
207,Korn::N,vill',zŕno
208,Heu::N,hein,senó
209,Schale::N,kor',lupína
210,Grube::N,kop,jáma
211,Falle::N,rida,pást
212,Schlinge::N,rihm,zánka
213,Schlinge::N,rihm,pêtlja
214,Spur::N,jäl'g,sléd
215,Asche::N,tuhk,pepél
216,Dreck::N,redu,bláto
217,Dreck::N,pačak,bláto
218,Eisen::N,raud,želézo
219,Gold::N,kuld,zlató
220,Silber::N,hobed,srebró
221,Kohle::N,hil',ógel
222,Glas::N,stökol,stêklo
223,Lehm::N,savi,ílo
224,Sand::N,lete,pések
225,Mensch::N,mez',člôvek
226,Mensch::N,ristit,člôvek
227,Mann::N,mez',móž
228,Mann::N,mez',môški
229,Frau::N,naine,gospá
230,Frau::N,naine,žénska
231,Kind::N,laps',déte
232,Kind::N,laps',otròk
233,Junge::N,poig,fànt
234,Junge::N,poig,déček
235,Junge::N,prihaine,fànt
236,Junge::N,prihaine,déček
237,Mädchen::N,neičukaine,deklè
238,Mädchen::N,neičukaine,déklica
239,Familie::N,kanz,družína
240,Familie::N,pereh,družína
241,Großvater::N,ded,dèd
242,Großvater::N,ded,dédek
243,Großmutter::N,bab,bábica
244,Eltern::N,vanhembad,stárši
245,Eltern::N,kazvatajad,stárši
246,Vater::N,tat,ôče
247,Mutter::N,mam,máma
248,Sohn::N,poig,sín
249,Tochter::N,tütär,hčí
250,Tochter::N,tütär,hčérka
251,Bruder::N,veik,bràt
252,Bruder::N,vell',bràt
253,Schwester::N,čiža,sêstra
254,Schwester::N,sizar,sêstra
255,Onkel::N,däd',újec
256,Onkel::N,däd',stríc
257,Tante::N,tädi,têta
258,Tante::N,tädi,strína
259,Ehemann::N,mužik,móž
260,Ehemann::N,mužik,sopróg
261,Ehefrau::N,ak,žêna
262,Ehefrau::N,ak,sopróga
263,Freude::N,ilo,rádost
264,Freude::N,ilo,vesêlje
265,Freude::N,ihastuz,rádost
266,Freude::N,ihastuz,vesêlje
267,Gelächter::N,nagr,sméh
268,Gelächter::N,nagr,grohòt
269,Glück::N,oza,sréča
270,Kummer::N,gor'a,gorjé
271,Wunsch::N,taht,žêlja
272,Lust::N,himo,poželênje
273,Geist::N,heng,dúša
274,Gedanke::N,meletuz,mísel
275,Gedächtnis::N,mušt,pámet
276,Verstand::N,mel',
277,Sinn::N,jüvä,pomèn
278,Sinn::N,jüvä,smísel
279,Grund::N,sü,vzròk
280,Wahrheit::N,tozi,resníca
281,Gespräch::N,lodu,pogóvor
282,Gespräch::N,pagin,pogóvor
283,Märchen::N,sarn,právljica
284,Erzählung::N,sanutez,povést
285,Nachricht::N,tedotuz,sporočílo
286,Neuigkeit::N,uzištuz,novóst
287,Name::N,nimi,imé
288,Rätsel::N,ozoitez,ugánka
289,Rede::N,pagin,góvor
290,Rede::N,sanad,góvor
291,Sprache::N,kel',jêzik
292,Stimme::N,än',glás
293,Wort::N,sana,beséda
294,Zeichen::N,znam,znák
295,Ruf::N,kida,klíc
296,Ruf::N,kucund,klíc
297,Lärm::N,judu,hrúp
298,Lärm::N,judu,trúšč
299,Laut::N,kulund,glás
300,Ton::N,kulund,tón
301,Lied::N,pajo,pésem
302,Ruhe::N,lebu,pokòj
303,Leute::N,rahvaz,ljudjé
304,Volk::N,rahvaz,národ
305,Arbeit::N,tö,délo
306,Arbeit::N,rad,délo
307,Gast::N,adiv,gòst
308,Geschenk::N,lahj,darílo
309,Spiel::N,vänd,ígra
310,Gesellschaft::N,sebr,drúžba
311,Hilfe::N,abu,pomóč
312,Freund::N,sebranik,prijátelj
313,Kamerad::N,sebranik,továriš
314,Angelegenheit::N,azj,zadéva
315,Anzahl::N,lugu,števílo
316,Art::N,rod,vŕsta
317,Art::N,rodsugu,vŕsta
318,Stück::N,pala,kós
319,Stück::N,supal,kós
320,Teil::N,pala,dél
321,Hälfte::N,pol',polovíca
322,Kreis::N,ümbruz,króg
323,Kreis::N,ümbruz,kolobár
324,Kreis::N,kehkruz,króg
325,Kreis::N,kehkruz,kolobár
326,Kreuz::N,rist,kríž
327,Linie::N,pird,próga
328,Strich::N,pird,čŕta
329,Abstand::N,keskust,preslédek
330,Entfernung::N,matk,oddáljenost
331,Gegend::N,taho,kràj
332,Gegend::N,taho,dežêla
333,Platz::N,avaruz',prôstor
334,Ort::N,koht,mésto
335,Seite::N,pol',bòk
336,Seite::N,pol',strán
337,Seite::N,kül'g,bòk
338,Seite::N,kül'g,strán
339,Mitte::N,kesk,sredína
340,Gegenstand::N,kalu,prédmet
341,Sache::N,azj,réč
342,Sache::N,azj,stvár
343,Rand::N,röun,kràj
344,Kante::N,röun,rób
345,Ecke::N,saum,vogál
346,Spitze::N,agjaine,óst
347,Ende::N,agj,kônec
348,Loch::N,reig,lúknja
349,Winkel::N,čoga,kót
350,Winkel::N,saum,kót
351,Muster::N,kirjam,vzórec
352,Größe::N,suruz',veličína
353,Länge::N,piduz,dolžína
354,Höhe::N,korktuz',vršína
355,Gewicht::N,jügu,téža
356,Gewicht::N,vedäduz,téža
357,Menge::N,äjüz',količína
358,Haufen::N,kogo,kùp
359,Haufen::N,kogo,kopíca
360,Reihe::N,rivi,níz
361,Reihe::N,rivi,vŕsta
362,Boot::N,veneh,čóln
363,Ruder::N,air,vêslo
364,Schlitten::N,regi,saní
365,Schlitten::N,regut,saní
366,Ski::N,suks',smučí
367,Lagerfeuer::N,nodj,táborni ôgenj
368,Lagerfeuer::N,pažag,táborni ôgenj
369,Last::N,jüguz,tôvor
370,Gang::N,astund,hòd
371,Schritt::N,hašk,korák
372,Norden::N,pohjoine,séver
373,Süden::N,suvi,júg
374,Westen::N,päivlaskm,zapàd
375,Osten::N,päivnouzm,vzhòd
376,Holz::N,pu,lés
377,Brett::N,laud,deskà
378,Platte::N,keitim,plôča
379,Stütze::N,tugi,opóra
380,Stütze::N,tugi,zaslómba
381,Stange::N,arz',gréd
382,Stock::N,kalu,pálica
383,Stab::N,seibaz,pálica
384,Rohr::N,torv,cév
385,Haus::N,pert',híša
386,Heim::N,kodi,dóm
387,Ofen::N,päč,péč
388,Fußboden::N,lava,pòd
389,Tisch::N,laud,míza
390,Tisch::N,stal'c,míza
391,Stuhl::N,ištim,stòl
392,Wiege::N,kätte,zíbel
393,Bett::N,sija,póstelja
394,Bett::N,magaduzsija,póstelja
395,Regal::N,palič,políca
396,Kiste::N,mülütim,zabòj
397,Fenster::N,ikun,ôkno
398,Tür::N,uks',vráta
399,Tor::N,verai,velíka vráta
400,Zaun::N,aid,ográja
401,Dach::N,katuz,stréha
402,Leiter::N,pordhad,léstev
403,Besen::N,lud,mêtla
404,Besen::N,vast,mêtla
405,Spaten::N,labid,lopáta
406,Schaufel::N,labid,lopáta
407,Gabel::N,hangoine,vílice
408,Löffel::N,luzik,žlíca
409,Messer::N,veič,nòž
410,Nagel::N,nagl,žebèlj
411,Netz::N,verk,mréža
412,Haken::N,kouk,kljúka
413,Griff::N,kägä,ročáj
414,Griff::N,kägä,oprijèm
415,Griff::N,varz',ročáj
416,Griff::N,varz',oprijèm
417,Schloss::N,lukkol,ključávnica
418,Bild::N,kuva,slíka
419,Figur::N,figur,figúra
420,Figur::N,figur,postáva
421,Puppe::N,tätüine,lútka
422,Beutel::N,havad,môšnja
423,Bündel::N,toppaz,cúla
424,Bündel::N,toppaz,svéženj
425,Bündel::N,käč,cúla
426,Bündel::N,käč,svéženj
427,Tasche::N,sumk,tórba
428,Tasche::N,sumk,tobôlec
429,Eimer::N,vädr,vêdro
430,Deckel::N,katuz,pokròv
431,Deckel::N,katuz,poklópec
432,Geschirr::N,astii,posóda
433,Sack::N,havad,vréča
434,Tasse::N,čašk,skodélica
435,Topf::N,pada,lônec
436,Kessel::N,katil,kôtel
437,Essen::N,sönd,hrána
438,Nahrung::N,söm,živílo
439,Speise::N,sömine,jéd
440,Fleisch::N,liha,mesó
441,Getreide::N,vill',žíto
442,Brei::N,pudr,káša
443,Brot::N,leib,krùh
444,Scheibe::N,bibaleh,réženj
445,Scheibe::N,šlik,réženj
446,Fett::N,razv,mást
447,Fett::N,razv,maščôba
448,Butter::N,voi,máslo
449,Öl::N,voi,ólje
450,Salz::N,sol,sól
451,Suppe::N,lem',júha
452,Suppe::N,keitoz,júha
453,Honig::N,mezi,méd
454,Milch::N,maid,mléko
455,Tee::N,čai,čáj
456,Leder::N,nahk,úsnje
457,Wolle::N,vill,vólna
458,Stoff::N,kangaz,blagó
459,Nadel::N,negl,ígla
460,Faden::N,nit',nít
461,Knopf::N,nübl',gúmb
462,Knoten::N,sol'm,vôzel
463,Farbe::N,muju,bárva
464,Kleidung::N,sobad,obléka
465,Hemd::N,paid,srájca
466,Kragen::N,kagluz,ovrátnik
467,Ärmel::N,hijam,rokáv
468,Hose::N,štanad,hláče
469,Gürtel::N,vö,pás
470,Mütze::N,šapuk,kápa
471,Mütze::N,šapuk,čépica
472,Schuh::N,keng',čévelj
473,Stiefel::N,sapug,škórenj
474,Ring::N,rengaz,pŕstan
475,Band::N,lentaine,trák
476,Kamm::N,suga,glavník
477,Spiegel::N,zerkol,zrcálo
478,Spiegel::N,zerkol,ogledálo
479,Riemen::N,vö,jêrmen
480,Schnur::N,nor,vŕvca
481,Leine::N,talutimnor,konôpec
482,Decke::N,sijakatuz,odéja
483,Kissen::N,pöluz,blazína
484,Tuch::N,paik,pŕt
485,Tuch::N,paik,rúta
486,Handtuch::N,käzipaik,brisáča
487,Kraft::N,vägi,síla
488,Stärke::N,vahvuz',jákost
489,Gesundheit::N,tervhuz,zdrávje
490,Krankheit::N,läžund,bolézen
491,Schmerz::N,kibu,ból
492,Schmerz::N,kibu,bolečína
493,Wunde::N,čapatez,rána
494,Fieber::N,säru,vročína
495,Arznei::N,zel'l',lék
496,Arznei::N,zel'l',zdravílo
497,Brücke::N,sild,móst
498,Brunnen::N,kaiv,vodnják
499,Weide::N,omaluine,páša
500,Pfad::N,tehut,stezà
501,Weg::N,te,pót
502,Straße::N,te,césta
503,Dorf::N,külä,vás
504,Stadt::N,lidn,mésto
505,Brief::N,kirjeine,písmo
506,Buch::N,kirj,knjíga
507,Buchstabe::N,kirjam,čŕka
508,Zeitung::N,lehtez,čásnik
509,Leben::N,elo,življênje
510,Tod::N,surm,smŕt
511,Grab::N,kaum,gròb
512,Kirche::N,jumalanpert',cérkev
513,Sünde::N,grähk,gréh
514,Gott::N,jumal,bóg
515,Arbeiter::N,radnik,délavec
516,Chef::N,pämez',šéf
517,Meister::N,mastar,mójster
518,Arzt::N,lekar',zdravník
519,Lehrer::N,opendai,učítelj
520,Geld::N,rahad,denár
521,Geschäft::N,biznes,kupčíja
522,Laden::N,lauk,trgovína
523,Preis::N,arv,céna
524,Ware::N,tavar,róba
525,Nutzen::N,liža,príd
526,Reichtum::N,kodielo,bogástvo
527,Reichtum::N,kal'huz',bogástvo
528,Welt::N,mail'm,svét
529,Land::N,ma,dežêla
530,Staat::N,valdkund,držáva
531,König::N,kunigaz,králj
532,Macht::N,vald,oblást
533,Grenze::N,röun,mêja
534,Krieg::N,soda,vôjna
535,Feind::N,vihanik,sovrážnik
536,Feind::N,vastustai,sovrážnik
537,Gewalt::N,vägivald,nasílje
538,Kampf::N,tora,bòj
539,Kampf::N,tora,bórba
540,Bogen[Waffe]::N,taug,lók
541,Pfeil::N,nol,puščíca
542,Gewehr::N,oružj,púška
543,Fehler::N,viga,zmóta
544,Lüge::N,kelastuz,láž
545,Schaden::N,pahuz',okvára
546,Unglück::N,bed,nesréča
547,Unglück::N,gor'a,nesréča
548,Schuld::N,värhuz',krívda
549,Alter::N,igä,dôba
550,Schluss::N,lop,kônec
551,Zeit::N,aig,čàs
552,Tag::N,päiv,dán
553,Morgen::N,homendez,jútro
554,Mittag::N,keskpäiv,póldan
555,Abend::N,eht,večér
556,Nacht::N,ö,nóč
557,Woche::N,nedal',téden
558,Monat::N,ku,mésec
559,Jahr::N,voz',léto
560,Frühling::N,keväz',pomlád
561,Sommer::N,keza,polétje
562,Herbst::N,sügüz',jesén
563,Winter::N,tal'v,zíma
564,Januar::N,viluku,jánuar
565,Februar::N,uhoku,fébruar
566,März::N,keväz'ku,márec
567,April::N,sulaku,apríl
568,Mai::N,semendku,máj
569,Juni::N,kezaku,júnij
570,Juli::N,heinku,júlij
571,August::N,eloku,avgúst
572,September::N,sügüz'ku,septêmber
573,Oktober::N,reduku,október
574,November::N,kül'mku,novêmber
575,Dezember::N,tal'vku,decémber
576,Montag::N,ezmärg,ponedéljek
577,Dienstag::N,tožnarg,tôrek
578,Mittwoch::N,koumanz'päiv,sréda
579,Donnerstag::N,nellänz'päiv,četŕtek
580,Freitag::N,pätnič,pétek
581,Freitag::N,videnz'päiv,pétek
582,Samstag::N,sobat,sobóta
583,Sonntag::N,pühäpäiv,nedélja
584,groß::A,sur',vêlik
585,groß::A,järed,vêlik
586,klein::A,pen',májhen
587,klein::A,pičuine,májhen
588,lang::A,pit'k,dólg
589,kurz::A,lühüd,krátek
590,breit::A,leved,širòk
591,schmal::A,kaid,ózek
592,dicht::A,tihed,góst
593,dick[Gegenstand]::A,paks,dêbel
594,dünn::A,hoik,tánek
595,fein::A,hen,drôben
596,fest::A,luja,tŕden
597,fest::A,ninev,tŕden
598,flach::A,lapak,plán
599,flach::A,lapak,plòsk
600,glatt::A,siled,gládek
601,hart::A,kova,tŕd
602,weich::A,pehmed,mehák
603,rund::A,kehker,okrógel
604,spitz::A,nügu,šílast
605,spitz::A,terav,šílast
606,scharf::A,terav,óster
607,stumpf::A,tül'c,tóp
608,stumpf::A,tül'c,skŕhan
609,schwer::A,jüged,têžek
610,schön::A,čoma,lép
611,schön::A,čoma,krásen
612,heiß::A,räk,vròč
613,warm::A,läm',tôpel
614,kalt::A,vilu,mŕzel
615,kalt::A,vilu,hláden
616,kühl::A,raibak,hláden
617,kühl::A,viluhk,hláden
618,frisch::A,lahed,svéž
619,feucht::A,neps,vlážen
620,feucht::A,toreh,vlážen
621,nass::A,märg,móker
622,trocken::A,kuiv,súh
623,voll::A,täuz',póln
624,leer::A,joudai,prázen
625,offen::A,avoin,odpŕt
626,offen::A,avol'jaine,odpŕt
627,geschlossen::A,saubaline,zapŕt
628,sauber::A,puhtaz,číst
629,sauber::A,puhtaz,líčen
630,schmutzig::A,redukaz,umázan
631,roh::A,rohk,suròv
632,roh::A,toreh,suròv
633,reif::A,küps,zrèl
634,lecker::A,magukaz,okúsen
635,süß::A,maged,sládek
636,bitter::A,karged,grenák
637,sauer::A,muiged,kísel
638,hell::A,kirkas,svetèl
639,hell::A,valgei,svetèl
640,dunkel::A,pimed,temèn
641,schwarz::A,must,čŕn
642,weiß::A,vauged,bél
643,rot::A,rusked,rdèč
644,gelb::A,pakuine,žólt
645,gelb::A,pakuine,rumèn
646,blau::A,sinine,móder
647,grün::A,vihand,zelèn
648,grau::A,hahk,sív
649,bunt::A,kirjav,písan
650,billig::A,odav,pocéni
651,teuer::A,kalliž,drág
652,wertvoll::A,arvokas,dragocén
653,blind::A,soged,slép
654,taub::A,kurdiž,glúh
655,kräftig::A,vägev,močán
656,stark::A,vahv,ják
657,stark::A,vägekaz,ják
658,schwach::A,väll',šíbek
659,fett::A,razvakaz,dêbel
660,schlank::A,kapos,vítek
661,hübsch::A,čoma,lép
662,böse::A,äred,zèl
663,böse::A,äred,hudôben
664,böse::A,käred,zèl
665,böse::A,käred,hudôben
666,dumm::A,el'getoi,glúp
667,dumm::A,el'getoi,bédast
668,faul::A,lašk,lén
669,fleißig::A,radonnavedii,marljív
670,geizig::A,ažlak,škŕt
671,klug::A,melev,pámeten
672,klug::A,melekaz,pámeten
673,geschickt::A,mahtokaz,spréten
674,lieb::A,izo,míl
675,lieb::A,izo,ljúb
676,lieb::A,sula,míl
677,lieb::A,sula,ljúb
678,lustig::A,ilokaz,vesél
679,sanft::A,laskav,láhek
680,hungrig::A,näl'ghine,láčen
681,krank::A,läžui,bolán
682,nackt::A,alastoi,nág
683,traurig::A,opalahine,túžen
684,lebendig::A,eläb,žív
685,gut::A,hüvä,dóber
686,schlecht::A,huba,malopríden
687,richtig::A,oiged,pravílen
688,schlimm::A,paha,húd
689,wahr::A,todesine,resníčen
690,alt::A,vanh,stàr
691,neu::A,uz',nòv
692,ehemalig::A,edeline,nekdánji
693,alt[Lebewesen]::A,ravaz,stàr
694,jung::A,nor',mlád
695,arm::A,gol'l',ubóg
696,arm::A,gol'l',réven
697,reich::A,elokaz,bogàt
698,bekannt::A,tutab,znán
699,berühmt::A,tetab,sláven
700,berühmt::A,tetab,znamenít
701,fremd::A,veraz,túj
702,verschieden::A,erazvuitte,razlíčen
703,nah::A,läheline,blížnji
704,fern::A,edahaine,dáleč
705,linker::A,hura,lévi
706,rechter::A,oiged,désni
707,anderer::A,toine,drúgi
708,erster::A,ezmäine,pŕvi
709,zweiter::A,toine,drúgi
710,dritter::A,koumanz',trétji
711,letzter::A,jäl'gmäine,poslédnji
712,allein::ADV,üksnäze,sám
713,auf einmal::ADV,ühten aigan,obênem
714,zusammen::ADV,ühtes,skúpaj
715,lange::ADV,hätken,dólgo
716,plötzlich::ADV,äkkid,náglo
717,plötzlich::ADV,äkkid,nenádoma
718,sofort::ADV,kerdalaz,prècej
719,später::ADV,möhemba,poznêje
720,jetzt::ADV,nügüd',zdàj
721,heute::ADV,tämbei,dánes
722,morgen::ADV,homen,jútri
723,bald::ADV,pigai,kmálu
724,dann::ADV,sid',nató
725,gestern::ADV,eglai,včéraj
726,einst::ADV,ende,nékdaj
727,einst::ADV,kerdan,nékdaj
728,damals::ADV,siloi,tedàj
729,damals::ADV,siloi,takràt
730,danach::ADV,sid',potèm
731,vorher::ADV,ende,poprèj
732,zuerst::ADV,ezmäi,spŕva
733,einmal::ADV,kerdan,ênkrat
734,manchmal::ADV,erašti,včásih
735,oft::ADV,paksus,pogósto
736,immer::ADV,kaiken,védno
737,immer::ADV,kaiken,zméraj
738,niemals::ADV,ei nikonz,nikdàr
739,hier::ADV,täs,tù
740,hier::ADV,täs,túkaj
741,hier::ADV,tägä,tù
742,hier::ADV,tägä,túkaj
743,hierhin::ADV,tänna,sèmkaj
744,von hier::ADV,täspäi,od tú
745,von hier::ADV,sid'päi,od tú
746,dort::ADV,sigä,tàm
747,dorthin::ADV,sinna,tjà
748,dorthin::ADV,nakkale,tjà
749,geradeaus::ADV,kohtha,rávno napréj
750,vorwärts::ADV,edehe,napréj
751,rückwärts::ADV,sel'gin,zádaj
752,zurück::ADV,tagaze,nazáj
753,unten::ADV,alahan,dôli
754,unten::ADV,alahan,spôdaj
755,hinab::ADV,alaz,dôl
756,hinab::ADV,alahaks,dôl
757,oben::ADV,ülähän,gôri
758,oben::ADV,ülähän,zgôraj
759,hinauf::ADV,ülez,gôr
760,hinauf::ADV,ülähäks,gôr
761,überall::ADV,kaikjal,povsód
762,nicht::ADV,ei,ne
763,ein wenig::ADV,vähän,málo
764,kaum::ADV,habi,kómaj
765,sehr::ADV,lujas,zeló
766,so::ADV,muga,takó
767,so::ADV,ninga,takó
768,noch::ADV,völ,še
769,nur::ADV,järg,samó
770,nur::ADV,vaiše,samó
771,schon::ADV,jo,žè
772,wieder::ADV,möst,spét
773,vergebens::ADV,uhtei,zamàn
774,vergebens::ADV,uhtei,zastónj
775,vor::PRP,edes,pred
776,hinter::PRP,taga,za
777,unter::PRP,al,pod
778,durch::PRP,läbi,skózi
779,durch::PRP,kal't,skózi
780,neben::PRP,rindal,kràj
781,neben::PRP,rindal,póleg
782,zwischen::PRP,keskes,med
783,zwischen::PRP,keskes,izmed
784,wegen::PRP,tagut,zarádi
785,dies::PRN,nece,tó
786,das::PRN,se,tó
787,alles::PRN,kaik,vsè
788,ich::PRN,minä,jàz
789,du::PRN,sinä,tí
790,er::PRN,hän,òn
791,wir::PRN,mö,mí
792,ihr::PRN,tö,ví
793,sie::PRN,hö,ôni
794,was::FPRN,mi,káj
795,wer::FPRN,ken,kdó
796,wo::FADV,kus,kjé
797,wohin::FADV,kuna,kám
798,wie::FADV,kut,kakó
799,wie::FADV,mit',kakó
800,warum::FADV,mikš,zakáj
801,wieviel::FNUM,äjak,kóliko
802,wieviel::FNUM,kuverz',kóliko
803,eins::NUM,üks',êden
804,zwei::NUM,kaks',dvá
805,drei::NUM,koume,trí
806,vier::NUM,nel'l',štíri
807,fünf::NUM,viž,pét
808,sechs::NUM,kuz',šést
809,sieben::NUM,seičeme,sédem
810,acht::NUM,kahesa,ósem
811,neun::NUM,ühesa,devét
812,zehn::NUM,kümne,desét
813,elf::NUM,üks'toštkümne,enájst
814,zwölf::NUM,kaks'toštkümne,dvánajst
815,zwanzig::NUM,kaks'kümne,dvájset
816,dreißig::NUM,koumekümne,trídeset
