,Concept_ID,hi,zh
0,Auge::N,आँख,眼睛
1,Auge::N,चक्षु,眼睛
2,Ohr::N,कान,耳朵
3,Ohr::N,कर्ण,耳朵
4,Nase::N,नाक,鼻子
5,Nase::N,नासा,鼻子
6,Mund::N,मुख,嘴
7,Mund::N,मुँह,嘴
8,Zahn::N,दंत,牙齿
9,Zahn::N,दाँत,牙齿
10,Zunge::N,जीभ,舌头
11,Zunge::N,ज़बान,舌头
12,Zunge::N,जिह्वा,舌头
13,Lippe::N,ओंठ,嘴唇
14,Lippe::N,होंठ,嘴唇
15,Wange::N,गाल,面颊
16,Wange::N,कपोल,面颊
17,Gesicht::N,मुँह,脸
18,Gesicht::N,चेहरा,脸
19,Stirn::N,माथा,额
20,Stirn::N,मस्तक,额
21,Haar::N,बाल,头发
22,Schnurrbart::N,मूँछें,髭须
23,Bart::N,दाढ़ी,胡子
24,Kinn::N,चिबुक,下巴
25,Kiefer[Anatomie]::N,जबड़ा,颌
26,Kehle::N,गला,嗓子
27,Hals::N,गला,颈
28,Hals::N,गरदन,颈
29,Genick::N,गरदन,后颈
30,Genick::N,ग्रीवा,后颈
31,Kopf::N,सिर,头
32,Kopf::N,शीर्ष,头
33,Rücken::N,पीठ,背
34,Bauch::N,उदर,肚子
35,Nabel::N,नाभि,肚脐
36,Nabel::N,ढोंढी,肚脐
37,Busen::N,कुच,胸脯
38,Busen::N,स्तन,胸脯
39,Brust::N,वक्ष,胸
40,Schulter::N,कंधा,肩膀
41,Schulter::N,स्कंध,肩膀
42,Arm::N,बाँह,臂膀
43,Arm::N,बाज़ू,臂膀
44,Ellenbogen::N,कुहनी,肘
45,Hand::N,हाथ,手
46,Hand::N,हस्त,手
47,Handfläche::N,हथेली,手掌
48,Finger::N,उँगली,手指
49,Finger::N,अँगुली,手指
50,Fingernagel::N,नख,指甲
51,Fingernagel::N,नाख़ून,指甲
52,Nagel[Anatomie]::N,नख,指甲
53,Nagel[Anatomie]::N,नाख़ून,指甲
54,Zeh::N,उँगली,脚趾
55,Zeh::N,पाँव की उँगली,脚趾
56,Fuß::N,चरण,脚
57,Fuß::N,पाँव,脚
58,Ferse::N,एड़ी,后跟
59,Knie::N,जानु,膝
60,Knie::N,घुटना,膝
61,Oberschenkel::N,उरु,大腿
62,Bein::N,टाँग,腿
63,Körper::N,तन,身体
64,Körper::N,देह,身体
65,Körper::N,शरीर,身体
66,Haut::N,चर्म,皮肤
67,Haut::N,त्वचा,皮肤
68,Blut::N,लहू,血
69,Blut::N,ख़ून,血
70,Ader::N,रग,血管
71,Ader::N,शिरा,血管
72,Sehne::N,कंडरा,腱
73,Sehne::N,स्नायु,腱
74,Knochen::N,अस्थि,骨
75,Gehirn::N,दिमाग़,脑
76,Gehirn::N,मस्तिष्क,脑
77,Herz::N,दिल,心
78,Herz::N,हृदय,心
79,Magen::N,मेदा,胃
80,Magen::N,अमाशय,胃
81,Leber::N,जिगर,肝
82,Leber::N,यकृत्,肝
83,Atem::N,दम,呼吸
84,Atem::N,साँस,呼吸
85,Atem::N,श्वास,呼吸
86,Hunger::N,भूख,饿
87,Hunger::N,क्षुधा,饿
88,Träne::N,आँसू,眼泪
89,Träne::N,अश्रु,眼泪
90,Geschmack::N,स्वाद,味道
91,Geschmack::N,ज़ायक़ा,味道
92,Geruch::N,बू,气味
93,Geruch::N,गंध,气味
94,Schlaf::N,नींद,睡眠
95,Schlaf::N,निद्रा,睡眠
96,Traum::N,सपना,梦
97,Traum::N,स्वप्न,梦
98,Himmel::N,आकाश,天空
99,Himmel::N,आसमान,天空
100,Sonne::N,रवि,太阳
101,Sonne::N,सूरज,太阳
102,Sonne::N,सूर्य,太阳
103,Mond::N,चाँद,月亮
104,Mond::N,चंद्र,月亮
105,Stern::N,तारा,星
106,Stern::N,सितारा,星
107,Luft::N,हवा,空气
108,Luft::N,वायु,空气
109,Wind::N,पाद,风
110,Welle::N,लहर,波
111,Welle::N,तरंग,波
112,Wasser::N,जल,水
113,Wasser::N,पानी,水
114,Stein::N,पत्थर,石头
115,Boden::N,मिट्टी,地面
116,Erde::N,भूमि,地
117,Erde::N,ज़मीन,地
118,Staub::N,धूल,灰尘
119,Rauch::N,धूआँ,烟
120,Rauch::N,धुम्र,烟
121,Funke::N,चिनगारी,火花
122,Funke::N,स्फुलिंग,火花
123,Feuer::N,आग,火
124,Feuer::N,आतिश,火
125,Feuer::N,अग्नि,火
126,Licht::N,रोशनी,光
127,Licht::N,प्रकाश,光
128,Schatten::N,छाया,影子
129,Schatten::N,परछाई,影子
130,Wetter::N,ऋतु,天气
131,Wetter::N,मौसम,天气
132,Nebel::N,धुँध,雾
133,Nebel::N,कुहरा,雾
134,Wolke::N,मेघ,云
135,Wolke::N,अभ्र,云
136,Regen::N,मेंह,雨
137,Regen::N,बारिश,雨
138,Schnee::N,हिम,雪
139,Schnee::N,बर्फ़,雪
140,Eis::N,हिम,冰
141,Eis::N,बर्फ़,冰
142,Frost::N,ठंड,霜冻
143,Kälte::N,सर्दी,寒冷
144,Kälte::N,शीतलता,寒冷
145,Hitze::N,ताप,炎热
146,Hitze::N,गरमी,炎热
147,Raureif::N,पाला,霜
148,Regenbogen::N,इंद्र-धनुष,虹
149,Donner::N,गरज,雷
150,Donner::N,मेघ-गर्जन,雷
151,Strömung::N,बहाव,水流
152,Strömung::N,प्रवाह,水流
153,Tropfen::N,बूँद,滴
154,Schaum::N,झाग,泡沫
155,Schmutz::N,गंद,赃物
156,Schmutz::N,कीचड़,赃物
157,See::N,झील,湖
158,See::N,सरोवर,湖
159,Sumpf::N,दलदल,沼泽
160,Sumpf::N,धँसान,沼泽
161,Moor::N,झाबर,沼泽
162,Moor::N,धँसान,沼泽
163,Wiese::N,घास-स्थल,草地
164,Wald::N,जंगल,森林
165,Hügel::N,टीला,丘陵
166,Hügel::N,पहाड़,丘陵
167,Anhöhe::N,टीला,山丘
168,Anhöhe::N,पहाड़ी,山丘
169,Berg::N,पहाड़,山
170,Gipfel::N,शिखर,峰
171,Höhle::N,गुहा,洞穴
172,Höhle::N,गुफ़ा,洞穴
173,Abhang::N,ढाल,斜坡
174,Abhang::N,ढलान,斜坡
175,Quelle::N,चश्मा,泉
176,Bach::N,सोता,溪
177,Bach::N,नदिका,溪
178,Fluss::N,नदी,河流
179,Fluss::N,सरिता,河流
180,Ufer::N,तट,岸
181,Ufer::N,किनारा,岸
182,Küste::N,समुद्र-तट,海岸
183,Festland::N,महाद्वीप,大陆
184,Meer::N,सागर,海
185,Meer::N,समुद्र,海
186,Bucht::N,खाड़ी,海湾
187,Insel::N,टापू,岛
188,Insel::N,द्वीप,岛
189,Blume::N,फूल,花
190,Blume::N,पुष्प,花
191,Gras::N,घास,草
192,Wurzel::N,मूल,根
193,Baum::N,पेड़,树
194,Baum::N,वृक्ष,树
195,Stamm::N,धड़,树干
196,Rinde::N,छाल,树皮
197,Rinde::N,वल्कल,树皮
198,Ast::N,डाल,树枝
199,Ast::N,शाखा,树枝
200,Zweig::N,टहनी,树枝
201,Blatt::N,पत्र,叶子
202,Blatt::N,पत्ता,叶子
203,Birke::N,भूर्ज,桦木
204,Kiefer[Baum]::N,पाइन-वृक्ष,松树
205,Weide[Baum]::N,बेंत,柳树
206,Tanne::N,फ़र,冷杉
207,Horn::N,सींग,角
208,Horn::N,विषाण,角
209,Feder::N,पर,羽毛
210,Feder::N,पंख,羽毛
211,Fell::N,खाल,皮毛
212,Fell::N,पशु-चर्म,皮毛
213,Flügel::N,पंख,翅膀
214,Flügel::N,डैना,翅膀
215,Klaue::N,पंजा,爪子
216,Kralle::N,पंजा,爪子
217,Kralle::N,नाख़ून,爪子
218,Schwanz::N,पूँछ,尾巴
219,Ei::N,अंडा,蛋
220,Nest::N,नीड़,巢
221,Nest::N,घोंसला,巢
222,Bau::N,बिल,穴
223,Bau::N,माँद,穴
224,Tier::N,पशु,动物
225,Tier::N,जानवर,动物
226,Herde::N,गल्ला,群
227,Kuh::N,गौ,母牛
228,Kuh::N,गाय,母牛
229,Bulle::N,साँड़,公牛
230,Pferd::N,अश्व,马
231,Pferd::N,घोड़ा,马
232,Schaf::N,भेड़,羊
233,Schwein::N,शूकर,猪
234,Hund::N,श्वान,狗
235,Hund::N,कुत्ता,狗
236,Katze::N,बिल्ली,猫
237,Bär::N,रीछ,熊
238,Bär::N,भालू,熊
239,Eichhörnchen::N,गिलहरी,松鼠
240,Elch::N,एल्क,麋鹿
241,Fuchs::N,लोमड़ी,狐狸
242,Hase::N,खरहा,兔子
243,Hase::N,ख़रगोश,兔子
244,Maus::N,मूष,老鼠
245,Maus::N,चूहा,老鼠
246,Wolf::N,वृक,狼
247,Wolf::N,भेड़िया,狼
248,Vogel::N,पक्षी,鸟
249,Vogel::N,चिड़िया,鸟
250,Schwarm::N,झुंड,群
251,Huhn::N,मुर्ग़ी,鸡
252,Hahn::N,मुर्ग़ा,公鸡
253,Gans::N,हंस,鹅
254,Gans::N,हंसिनी,鹅
255,Adler::N,उक़ाब,鹰
256,Ente::N,बतख़,鸭
257,Ente::N,बत्तक,鸭
258,Eule::N,उल्लू,猫头鹰
259,Kranich::N,सारस,鹤
260,Kranich::N,क्रौंंच,鹤
261,Krähe::N,काक,乌鸦
262,Kuckuck::N,कोयल,布谷鸟
263,Kuckuck::N,कोकिल,布谷鸟
264,Schwan::N,हंस,天鹅
265,Schwan::N,मराल,天鹅
266,Fisch::N,मछली,鱼
267,Fisch::N,मत्स्य,鱼
268,Barsch::N,पर्च,鲈鱼
269,Hecht::N,पाइक,狗鱼
270,Schlange[Tier]::N,सर्प,蛇
271,Wurm::N,कृमि,蠕虫
272,Wurm::N,कीड़ा,蠕虫
273,Spinne::N,लूता,蜘蛛
274,Spinne::N,मकड़ी,蜘蛛
275,Ameise::N,चींटी,蚂蚁
276,Laus::N,जूँ,虱子
277,Mücke::N,डाँस,蚊子
278,Fliege::N,मक्खी,苍蝇
279,Fliege::N,मक्षिका,苍蝇
280,Schmetterling::N,तितली,蝴蝶
281,Beere::N,बेरी,将果
282,Apfel::N,सेब,苹果
283,Pilz::N,खुंबी,蘑菇
284,Zwiebel::N,प्याज़,洋葱
285,Saat::N,बीज,种子
286,Korn::N,दाना,谷粒
287,Heu::N,मूखी घास,干草
288,Schale::N,बकला,壳
289,Schale::N,छिलका,壳
290,Grube::N,गड्ढा,坑
291,Falle::N,जाल,圈套
292,Falle::N,फँदा,圈套
293,Schlinge::N,फँदा,活扣
294,Spur::N,सुराग़,踪迹
295,Spur::N,पद-चिह्न,踪迹
296,Asche::N,राख,灰烬
297,Dreck::N,मैल,污垢
298,Dreck::N,गंदगी,污垢
299,Eisen::N,लोहा,铁
300,Gold::N,सोना,金子
301,Gold::N,स्वर्ण,金子
302,Silber::N,रजत,银
303,Silber::N,चाँदी,银
304,Kohle::N,कोयला,煤
305,Glas::N,काँच,玻璃
306,Lehm::N,चिकनी मिट्टी,粘土
307,Sand::N,रेत,沙
308,Sand::N,बालू,沙
309,Mensch::N,मानव,人
310,Mensch::N,इनसान,人
311,Mensch::N,मनुष्य,人
312,Mann::N,आदमी,男子
313,Mann::N,पुरुष,男子
314,Frau::N,औरत,妇女
315,Frau::N,महिला,妇女
316,Frau::N,स्त्री,妇女
317,Kind::N,बाल,小孩
318,Kind::N,बच्चा,小孩
319,Junge::N,लड़का,男孩
320,Mädchen::N,लड़की,女孩
321,Mädchen::N,कुमारी,女孩
322,Familie::N,परिवार,家庭
323,Großvater::N,दादा,祖父
324,Großmutter::N,नानी,祖母
325,Eltern::N,माँ-बाप,父母
326,Eltern::N,माता-पिता,父母
327,Vater::N,बाप,父亲
328,Vater::N,पिता,父亲
329,Mutter::N,माँ,母亲
330,Mutter::N,माता,母亲
331,Sohn::N,बेटा,儿子
332,Sohn::N,पुत्र,儿子
333,Tochter::N,बेटी,女儿
334,Tochter::N,पुत्री,女儿
335,Bruder::N,भाई,兄弟
336,Bruder::N,भ्राता,兄弟
337,Schwester::N,बहन,姐妹
338,Schwester::N,भगिनी,姐妹
339,Onkel::N,ताऊ,伯父
340,Onkel::N,काका,伯父
341,Tante::N,बूआ,阿姨
342,Tante::N,फूफी,阿姨
343,Tante::N,ख़ाला,阿姨
344,Ehemann::N,पति,丈夫
345,Ehemann::N,शौहर,丈夫
346,Ehefrau::N,बीवी,妻子
347,Freude::N,आनंद,愉快
348,Freude::N,प्रसन्नता,愉快
349,Gelächter::N,हँसी,大笑
350,Gelächter::N,क़हक़हा,大笑
351,Glück::N,आनंद,运气
352,Glück::N,ख़ुशी,运气
353,Kummer::N,शोक,苦恼
354,Kummer::N,दुःख,苦恼
355,Wunsch::N,इच्छा,愿望
356,Wunsch::N,अभिलाषा,愿望
357,Lust::N,चाह,乐趣
358,Lust::N,कामना,乐趣
359,Geist::N,जान,精神
360,Geist::N,प्राण,精神
361,Gedanke::N,विचार,思想
362,Gedächtnis::N,याददाश्त,记性
363,Gedächtnis::N,स्मरण-शक्ति,记性
364,Verstand::N,समझ,理智
365,Verstand::N,अक़्ल,理智
366,Verstand::N,बुद्धि,理智
367,Sinn::N,अर्थ,感觉
368,Grund::N,वजह,理由
369,Grund::N,कारण,理由
370,Wahrheit::N,सत्य,真理
371,Wahrheit::N,सच्चाई,真理
372,Gespräch::N,चर्चा,谈话
373,Gespräch::N,वार्ता,谈话
374,Gespräch::N,बात-चीत,谈话
375,Märchen::N,क़िस्सा,童话
376,Erzählung::N,कथा,故事
377,Erzählung::N,कहानी,故事
378,Nachricht::N,सूचना,消息
379,Nachricht::N,समाचार,消息
380,Neuigkeit::N,ख़बर,新闻
381,Neuigkeit::N,समाचार,新闻
382,Name::N,नाम,名字
383,Rätsel::N,पहेली,谜语
384,Rede::N,वचन,讲话
385,Rede::N,भाषण,讲话
386,Sprache::N,भाषा,语言
387,Sprache::N,ज़बान,语言
388,Stimme::N,स्वर,声音
389,Stimme::N,आवाज़,声音
390,Wort::N,शब्द,词
391,Wort::N,लफ़्ज़,词
392,Zeichen::N,निशान,标记
393,Ruf::N,पुकार,呼喊
394,Ruf::N,आह्वान,呼喊
395,Lärm::N,शोर,噪音
396,Lärm::N,हुल्लड़,噪音
397,Laut::N,स्वर,响声
398,Laut::N,ध्वनि,响声
399,Ton::N,सुर,声音
400,Ton::N,स्वर,声音
401,Lied::N,गीत,歌曲
402,Ruhe::N,आराम,安静
403,Ruhe::N,ख़ामोशी,安静
404,Leute::N,लोग,人们
405,Volk::N,क़ौम,人民
406,Volk::N,प्रजा,人民
407,Arbeit::N,काम,劳动
408,Gast::N,अतिथि,客人
409,Gast::N,मेहमान,客人
410,Geschenk::N,उपहार,礼物
411,Geschenk::N,तोहफ़ा,礼物
412,Spiel::N,खेल,游戏
413,Spiel::N,क्रीड़ा,游戏
414,Gesellschaft::N,साथ,陪同
415,Hilfe::N,मदद,帮助
416,Hilfe::N,सहायता,帮助
417,Freund::N,मित्र,朋友
418,Kamerad::N,साथी,同志
419,Kamerad::N,कामरेड,同志
420,Angelegenheit::N,बात,事情
421,Angelegenheit::N,मामला,事情
422,Anzahl::N,तादाद,数目
423,Anzahl::N,संख्या,数目
424,Art::N,तरह,种类
425,Art::N,क़िस्म,种类
426,Stück::N,फाँक,块
427,Stück::N,टुकड़ा,块
428,Teil::N,भाग,部分
429,Teil::N,हिस्सा,部分
430,Hälfte::N,अर्धभाग,一半
431,Kreis::N,चक्कर,圆
432,Kreuz::N,सलीब,十字架
433,Kreuz::N,क्रूस,十字架
434,Linie::N,लाइन,线条
435,Strich::N,लकीर,划
436,Abstand::N,अंतर,距离
437,Abstand::N,फ़ासला,距离
438,Entfernung::N,दूरी,距离
439,Entfernung::N,फ़ासला,距离
440,Gegend::N,इलाक़ा,地区
441,Platz::N,जगह,场所
442,Platz::N,स्थान,场所
443,Ort::N,स्थल,地点
444,Ort::N,स्थान,地点
445,Seite::N,ओर,面
446,Seite::N,तरफ़,面
447,Mitte::N,बीच,中间
448,Mitte::N,मध्य,中间
449,Gegenstand::N,चीज़,物品
450,Gegenstand::N,पदार्थ,物品
451,Sache::N,चीज़,物
452,Sache::N,वस्तु,物
453,Rand::N,छोर,边
454,Rand::N,उपांत,边
455,Kante::N,कोर,棱
456,Kante::N,किनारा,棱
457,Ecke::N,कोना,角
458,Ecke::N,नुक्कड़,角
459,Spitze::N,नोक,尖
460,Ende::N,छोर,结尾
461,Ende::N,सिरा,结尾
462,Loch::N,छेद,洞
463,Loch::N,सूराख़,洞
464,Winkel::N,कोण,角度
465,Winkel::N,कोना,角度
466,Muster::N,नमूना,模型
467,Muster::N,डिज़ाइन,模型
468,Größe::N,परिमाण,大小
469,Größe::N,विस्तार,大小
470,Länge::N,लंबाई,长度
471,Höhe::N,ऊँचाई,高度
472,Höhe::N,उच्चता,高度
473,Gewicht::N,भार,重量
474,Gewicht::N,वज़न,重量
475,Menge::N,मात्रा,数量
476,Haufen::N,ढेर,堆
477,Haufen::N,अंबार,堆
478,Reihe::N,क़तार,行
479,Reihe::N,पंक्ति,行
480,Boot::N,नाव,小船
481,Boot::N,नौका,小船
482,Ruder::N,चप्पू,奖
483,Schlitten::N,बर्फ़-गाड़ी,雪橇
484,Ski::N,स्की,雪板
485,Lagerfeuer::N,अलाव,营火
486,Lagerfeuer::N,कैंप-फ़ायर,营火
487,Last::N,भार,负担
488,Gang::N,चाल,行走
489,Schritt::N,डग,步伐
490,Schritt::N,क़दम,步伐
491,Norden::N,उत्तर,北
492,Süden::N,दक्खिन,南
493,Westen::N,पश्चिम,西
494,Osten::N,पूरब,东
495,Holz::N,काठ,木材
496,Holz::N,काष्ठ,木材
497,Brett::N,पटरा,木板
498,Brett::N,तख़्ता,木板
499,Platte::N,फलक,平板
500,Platte::N,तख़्ता,平板
501,Stütze::N,टेक,支架
502,Stütze::N,थूनी,支架
503,Stange::N,छड़,杆
504,Stange::N,बाँस,杆
505,Stock::N,लाठी,棒
506,Stab::N,लग्गा,棍
507,Rohr::N,नल,管子
508,Haus::N,घर,房屋
509,Haus::N,मकान,房屋
510,Heim::N,घर,家
511,Heim::N,गृह,家
512,Ofen::N,चूल्हा,炉子
513,Fußboden::N,फ़र्श,地板
514,Tisch::N,मेज़,桌子
515,Stuhl::N,कुरसी,椅子
516,Wiege::N,पालना,摇蓝
517,Wiege::N,हिंडोला,摇蓝
518,Bett::N,खाट,床
519,Bett::N,पलंग,床
520,Regal::N,शेल्फ़,架子
521,Kiste::N,पेटी,箱子
522,Kiste::N,डिब्बा,箱子
523,Fenster::N,खिड़की,窗户
524,Tür::N,द्वार,门
525,Tür::N,दरवाज़ा,门
526,Tor::N,फाटक,大门
527,Zaun::N,बाड़ा,篱笆
528,Dach::N,छत,屋顶
529,Dach::N,छप्पर,屋顶
530,Leiter::N,सीढ़ी,梯子
531,Besen::N,झाड़ू,扫帚
532,Besen::N,बुहारी,扫帚
533,Spaten::N,कुदाल,铁锹
534,Schaufel::N,बेलचा,铁锹
535,Schaufel::N,फावड़ा,铁锹
536,Gabel::N,काँटा,叉
537,Löffel::N,चम्मच,食匙
538,Messer::N,छुरा,刀
539,Messer::N,चाक़ू,刀
540,Nagel::N,कील,钉子
541,Nagel::N,मेख़,钉子
542,Netz::N,जाल,网
543,Haken::N,अंकुश,钩子
544,Griff::N,मूठ,把柄
545,Griff::N,हत्था,把柄
546,Schloss::N,ताला,锁
547,Bild::N,चित्र,图画
548,Figur::N,मूर्ति,人像
549,Puppe::N,पुतली,娃娃
550,Puppe::N,गुड़िया,娃娃
551,Beutel::N,झोला,袋子
552,Bündel::N,पुलिंदा,捆
553,Tasche::N,बेग,手提包
554,Tasche::N,बस्ता,手提包
555,Eimer::N,बाल्टी,桶
556,Deckel::N,ढक्कन,盖子
557,Geschirr::N,बरतन-भाँड़े,餐具
558,Sack::N,बोरा,袋子
559,Tasse::N,प्याला,杯子
560,Topf::N,देग़चा,锅
561,Kessel::N,देग़,水壶
562,Kessel::N,बटलोई,水壶
563,Essen::N,खाना,进餐
564,Nahrung::N,भोजन,食物
565,Speise::N,खाना,菜肴
566,Speise::N,व्यंजन,菜肴
567,Fleisch::N,मांस,肉
568,Fleisch::N,गोश्त,肉
569,Getreide::N,अनाज,谷物
570,Brei::N,भरता,粥
571,Brei::N,दलिया,粥
572,Brot::N,रोटी,面包
573,Scheibe::N,कतला,片
574,Fett::N,वसा,脂肪
575,Fett::N,चरबी,脂肪
576,Butter::N,मक्खन,黄油
577,Öl::N,तेल,油
578,Salz::N,नमक,盐
579,Suppe::N,सूप,汤
580,Suppe::N,शोरबा,汤
581,Honig::N,शहद,蜂蜜
582,Milch::N,दूध,奶
583,Tee::N,चाय,茶
584,Leder::N,चमड़ा,皮革
585,Wolle::N,ऊन,毛线
586,Stoff::N,कपड़ा,织物
587,Nadel::N,सूई,针
588,Faden::N,डोरा,线
589,Knopf::N,बटन,纽扣
590,Knopf::N,घुंडी,纽扣
591,Knoten::N,गाँठ,结
592,Knoten::N,गुत्थी,结
593,Farbe::N,रंग,颜色
594,Farbe::N,वर्ण,颜色
595,Kleidung::N,पहनावा,衣服
596,Hemd::N,कुरता,衬衫
597,Hemd::N,क़मीज़,衬衫
598,Kragen::N,गरदनी,领子
599,Kragen::N,गरेबान,领子
600,Ärmel::N,आस्तीन,袖子
601,Hose::N,पैंट,裤子
602,Hose::N,पतलून,裤子
603,Gürtel::N,पेटी,腰带
604,Gürtel::N,मेखला,腰带
605,Mütze::N,टोपी,帽子
606,Schuh::N,जूता,鞋
607,Stiefel::N,बूट,靴子
608,Ring::N,अँगूठी,戒指
609,Band::N,पट्टी,带子
610,Kamm::N,कंघी,梳子
611,Spiegel::N,आईना,镜子
612,Spiegel::N,दर्पण,镜子
613,Riemen::N,तसमा,皮带
614,Riemen::N,पट्टा,皮带
615,Schnur::N,डोरी,绳子
616,Schnur::N,सुतली,绳子
617,Leine::N,रस्सी,皮带
618,Decke::N,रज़ाई,被子
619,Kissen::N,तकिया,软垫
620,Kissen::N,गाद्दा,软垫
621,Tuch::N,रूमाल,巾
622,Tuch::N,वस्त्र,巾
623,Handtuch::N,अँगोछा,手巾
624,Kraft::N,ज़ोर,力
625,Kraft::N,शक्ति,力
626,Stärke::N,बल,力量
627,Stärke::N,ताक़त,力量
628,Gesundheit::N,स्वास्थ्य,健康
629,Gesundheit::N,तंदुरुस्ती,健康
630,Krankheit::N,रोग,病
631,Krankheit::N,बीमारी,病
632,Schmerz::N,दर्द,痛
633,Schmerz::N,पीड़ा,痛
634,Wunde::N,घाव,伤口
635,Wunde::N,ज़ख़्म,伤口
636,Fieber::N,ज्वर,发烧
637,Fieber::N,बुख़ार,发烧
638,Arznei::N,दवा,药
639,Arznei::N,औषाधि,药
640,Brücke::N,पुल,桥
641,Brücke::N,सेतु,桥
642,Brunnen::N,कुआँ,井
643,Weide::N,चरागाह,牧场
644,Pfad::N,पथ,小路
645,Pfad::N,पगडंडी,小路
646,Weg::N,मार्ग,路
647,Straße::N,राह,街
648,Straße::N,रास्ता,街
649,Dorf::N,गाँव,村庄
650,Dorf::N,ग्राम,村庄
651,Stadt::N,शहर,城市
652,Brief::N,ख़त,信
653,Brief::N,पत्र,信
654,Brief::N,चिट्ठी,信
655,Buch::N,किताब,书
656,Buch::N,पुस्तक,书
657,Buchstabe::N,अक्षर,字母
658,Zeitung::N,अख़बार,报纸
659,Zeitung::N,समाचार-पत्र,报纸
660,Leben::N,जीवन,生命
661,Leben::N,ज़िंदगी,生命
662,Tod::N,मौत,死亡
663,Tod::N,मृत्यु,死亡
664,Grab::N,क़ब्र,坟墓
665,Kirche::N,चर्च,教堂
666,Kirche::N,गिरजा,教堂
667,Sünde::N,पाप,罪
668,Sünde::N,गुनाह,罪
669,Gott::N,देव,上帝
670,Gott::N,ईश्वर,上帝
671,Arbeiter::N,मज़दूर,工人
672,Chef::N,अध्यक्ष,上司
673,Meister::N,शिल्पज्ञ,师傅
674,Arzt::N,वैद्य,医生
675,Arzt::N,डॉक्टर,医生
