,Concept_ID,hi,zh
676,Arzt::N,चिकित्सक,医生
677,Lehrer::N,शिक्षक,教师
678,Lehrer::N,अध्यापक,教师
679,Geld::N,धन,钱
680,Geld::N,पैसा,钱
681,Geschäft::N,सौदा,交易
682,Geschäft::N,व्यापार,交易
683,Laden::N,दुकान,商店
684,Preis::N,दाम,价格
685,Preis::N,मूल्य,价格
686,Ware::N,माल,商品
687,Ware::N,पण्य,商品
688,Nutzen::N,लाभ,好处
689,Nutzen::N,फ़ायदा,好处
690,Reichtum::N,धन,财富
691,Reichtum::N,दौलत,财富
692,Welt::N,विश्व,世界
693,Welt::N,दुनिया,世界
694,Land::N,देश,国家
695,Land::N,मुल्क,国家
696,Staat::N,राज्य,国家
697,Staat::N,राष्ट्र,国家
698,König::N,राजा,国王
699,König::N,बादशाह,国王
700,Macht::N,शासन,权力
701,Macht::N,सत्ता,权力
702,Grenze::N,सरहद,边界
703,Krieg::N,जंग,战争
704,Krieg::N,युद्ध,战争
705,Feind::N,शत्रु,敌人
706,Feind::N,दुश्मन,敌人
707,Gewalt::N,हिंसा,暴力
708,Kampf::N,लड़ाई,战斗
709,Kampf::N,संघर्ष,战斗
710,Bogen[Waffe]::N,कमान,弓
711,Pfeil::N,बान,箭
712,Gewehr::N,बंदूक़,枪
713,Fehler::N,भूल,错误
714,Fehler::N,ग़लती,错误
715,Lüge::N,झूठ,谎话
716,Lüge::N,असत्य,谎话
717,Schaden::N,हानि,损失
718,Schaden::N,नुक़सान,损失
719,Unglück::N,मुसीबत,不幸
720,Unglück::N,विपात्ति,不幸
721,Schuld::N,दोष,过错
722,Schuld::N,क़सूर,过错
723,Alter::N,आयु,年龄
724,Alter::N,उम्र,年龄
725,Schluss::N,अंत,结束
726,Schluss::N,समाप्ति,结束
727,Zeit::N,काल,时间
728,Zeit::N,वक़्त,时间
729,Tag::N,दिन,天
730,Tag::N,रोज़,天
731,Morgen::N,सुबह,早晨
732,Mittag::N,दोपहर,中午
733,Mittag::N,मध्याह्न,中午
734,Abend::N,शाम,晚上
735,Abend::N,संध्या,晚上
736,Nacht::N,रात,夜
737,Nacht::N,रात्रि,夜
738,Woche::N,हफ़्ता,星期
739,Monat::N,मास,月
740,Monat::N,महीना,月
741,Jahr::N,बरस,年
742,Jahr::N,वर्ष,年
743,Frühling::N,वसंत,春天
744,Sommer::N,गरमी,夏天
745,Sommer::N,ग्रीष्म,夏天
746,Herbst::N,शरत्,秋天
747,Herbst::N,पतझड़,秋天
748,Winter::N,जाड़ा,冬天
749,Winter::N,सर्दियाँ,冬天
750,Januar::N,जनवरी,一月
751,Februar::N,फ़रवरी,二月
752,März::N,मार्च,三月
753,April::N,अप्रैल,四月
754,Mai::N,मई,五月
755,Juni::N,जून,六月
756,Juli::N,जुलाई,七月
757,August::N,अगस्त,八月
758,September::N,सितंबर,九月
759,Oktober::N,अक्तूबर,十月
760,November::N,नवंबर,十一月
761,Dezember::N,दिसंबर,十二月
762,Montag::N,पीर,星期一
763,Montag::N,सोमवार,星期一
764,Dienstag::N,मंगलवार,星期二
765,Mittwoch::N,बुधवार,星期三
766,Donnerstag::N,गुरुवार,星期四
767,Donnerstag::N,बृहस्पतिवार,星期四
768,Freitag::N,शुक्रवार,星期五
769,Samstag::N,सनीचर,星期六
770,Samstag::N,शनिवार,星期六
771,Sonntag::N,इतवार,星期日
772,Sonntag::N,रविवार,星期日
773,groß::A,बड़ा,大
774,klein::A,कम,小
775,klein::A,छोटा,小
776,lang::A,लंबा,长
777,lang::A,दीर्घ,长
778,kurz::A,लधु,短
779,kurz::A,छोटा,短
780,breit::A,चौड़ा,宽
781,schmal::A,तंग,细长的
782,schmal::A,सँकरा,细长的
783,dicht::A,सघन,密
784,dick[Gegenstand]::A,मोटा,厚
785,dünn::A,महीन,薄
