,Concept_ID,is,xal
793,nur::ADV,aðeins,һанцхн
794,schon::ADV,nú þegar,одх
795,wieder::ADV,aftur,бас
796,wieder::ADV,að nýju,бас
797,vergebens::ADV,árangurslaust,киидән
798,vor::PRP,fyrir,урд
799,hinter::PRP,bak við,ца
800,hinter::PRP,aftur fyrir,ца
801,unter::PRP,undir,дор
802,durch::PRP,gegnum,ивт
803,durch::PRP,gegnum,дундаһур
804,neben::PRP,hjá,хаҗуд
805,neben::PRP,við hliðina á,хаҗуд
806,zwischen::PRP,milli,хоорнд
807,zwischen::PRP,á milli,хоорнд
808,wegen::PRP,vegna,көлтә
809,wegen::PRP,vegna,деерәс
810,dies::PRN,þetta,эн
811,das::PRN,það,тер
812,alles::PRN,allt,цуһар
813,ich::PRN,ég,би
814,du::PRN,þú,чи
815,er::PRN,hann,тер
816,wir::PRN,við,мадн
817,ihr::PRN,þið,та
818,sie::PRN,þær,тедн
819,sie::PRN,þeir,тедн
820,was::FPRN,hvað,юн
821,wer::FPRN,hver,кен
822,wo::FADV,hvar,хама
823,wohin::FADV,hvert,хамаран
824,wie::FADV,hvernig,яһҗ
825,wie::FADV,hvernig,яһад
826,warum::FADV,hvers vegna,юңгад
827,wieviel::FNUM,hve mikill,кедү
828,eins::NUM,einn,негн
829,zwei::NUM,tveir,хойр
830,drei::NUM,þrír,һурвн
831,vier::NUM,fjórir,дөрвн
832,fünf::NUM,fimm,тавн
833,sechs::NUM,sex,зурһан
834,sieben::NUM,sjö,долан
835,acht::NUM,átta,нәәмн
836,neun::NUM,níu,йисн
837,zehn::NUM,tíu,арвн
838,elf::NUM,ellefu,арвн негн
839,zwölf::NUM,tólf,арвн хойр
840,zwanzig::NUM,tuttugu,хөрн
841,dreißig::NUM,þrjátíu,һучн
842,vierzig::NUM,fjörutíu,дөчн
843,fünfzig::NUM,fimmtíu,тәвн
844,sechzig::NUM,sextíu,җирн
845,siebzig::NUM,sjötíu,далн
846,achtzig::NUM,áttatíu,найн
847,neunzig::NUM,níutíu,йирн
848,hundert::NUM,hundrað,зун
849,tausend::NUM,þúsund,миңһн
850,und::CNJ,og,болн
851,oder::CNJ,eða,эс гиҗ
852,oder::CNJ,eða,эс гихлә
853,stehen::V,standa,зогсх
854,sitzen::V,sitja,суух
855,liegen::V,liggja,кевтх
856,hängen::V,hanga,өлгәтә бәәх
857,werden::V,verða,болх
858,passieren::V,gerast,болх
859,beginnen::V,byrja,эклх
860,enden::V,enda,төгсх
861,enden::V,lykta,төгсх
862,wechseln::V,skipta,хүврх
863,aufgehen[Sonne]::V,koma upp,һарх
864,untergehen[Sonne]::V,ganga til viðar,орх
865,untergehen[Sonne]::V,ganga til viðar,сүүрлх
866,scheinen[Sonne]::V,skína,герлтх
867,donnern::V,þruma,күрҗңнх
868,wehen::V,blása,сальклх
869,strömen::V,streyma,һооҗх
870,fließen::V,fljóta,урсх
871,sich drehen::V,snúast,эргх
872,schwanken::V,riða,дәәвлх
873,schwanken::V,rugga,дәәвлх
874,schwingen::V,sveiflast,нәәхлх
875,fallen::V,falla,унх
876,fallen::V,falla,киисх
877,brennen::V,brenna,шатх
878,rauchen::V,reykja,ута һарһх
879,regnen::V,rigna,орх
880,gefrieren::V,frjósa,мөстх
881,tauen::V,þiðna,хәәлх
882,schmelzen::V,bráðna,хәәлх
883,schmelzen::V,bráðna,хәәлгдх
884,trocknen::V,þorna,эврх
885,sieden::V,sjóða,буслх
886,faulen::V,rotna,үмкәрх
887,verfaulen::V,rotna,илҗрх
888,reißen::V,rifna,тасрх
889,versinken::V,sökkva,чивх
890,vergehen::V,líða,болх
891,erscheinen::V,birtast,һарх
892,verschwinden::V,hverfa,уга болх
893,sinken::V,síga,татгдх
894,abnehmen::V,lækka,хасгдх
895,abnehmen::V,minnka,хасгдх
896,zunehmen::V,aukast,өсх
897,steigen::V,stíga,немх
898,wachsen::V,vaxa,өсх
899,wachsen::V,vaxa,урһх
900,glänzen::V,glóa,гилвкх
901,glänzen::V,glampa,гилвкх
902,funkeln::V,leiftra,цәклх
903,lärmen::V,hafa hátt,шууглдх
904,läuten::V,hringja,хоңх
905,klingeln::V,hringja,җиңнулх
906,klirren::V,glamra,җиңнх
907,klirren::V,skrölta,җиңнх
908,brausen::V,ólga,догшрхх
909,rauschen::V,suða,сарҗңнх
910,klingen::V,hljóma,ә һарх
911,bellen::V,gelta,хуцх
912,heulen::V,væla,уульх
913,heulen::V,ýlfra,уульх
914,blasen::V,blása,үләх
915,pfeifen::V,blístra,ишкрх
916,schreien::V,æpa,хәәкрх
917,stöhnen::V,stynja,түңшх
918,zittern::V,titra,дагҗннх
919,zittern::V,skjálfa,дагҗннх
920,leben::V,lifa,бәәх
921,geboren werden::V,fæðast,төрх
922,atmen::V,anda,әмсхлх
923,atmen::V,draga andann,әмсхлх
924,trinken::V,drekka,уух
925,essen::V,borða,идх
926,schlucken::V,kingja,зальгх
927,müde werden::V,þreytast,көшх
928,einschlafen::V,sofna,унтх
929,schlafen::V,sofa,нөөрсх
930,aufwachen::V,vakna,серх
931,aufstehen::V,fara á fætur,босх
932,sich erholen::V,hvíla sig,амрх
933,krank werden::V,veikjast,гемтх
934,krank werden::V,verða veikur,гемтх
935,krank sein::V,vera veikur,шалтглх
936,schmerzen::V,kenna til,өвдх
937,husten::V,hósta,ханях
938,genesen::V,batna,эдгх
939,genesen::V,frískast,эдгх
940,sterben::V,deyja,үкх
941,sterben::V,deyja,өңгрх
942,umkommen::V,farast,үкх
943,sich bewegen::V,bifast,көдлх
944,sich bewegen::V,bifast,көндрх
945,sich rühren::V,hreyfast,көндрх
946,sich erheben::V,standa upp,босх
947,sich setzen::V,setjast,суух
948,hinfallen::V,detta,унх
949,hinfallen::V,detta,киисх
950,laufen::V,labba,йовх
951,schreiten::V,ganga,алхх
952,spazierengehen::V,ganga sér til skemmtunar,сергҗ йовх
953,eilen::V,fara hratt,шулудх
954,sich beeilen::V,flýta sér,адһх
955,sich beeilen::V,flýta sér,шамдх
956,sausen::V,þjóta,хурдлх
957,sausen::V,þjóta,йир_хурдар_гүүх
958,sausen::V,þjóta,йир_хурдар_йовх
959,rennen::V,hlaupa,гүүх
960,springen::V,stökkva,һәрәдх
961,klettern::V,klifra,давшх
962,schaukeln::V,róla,дүүдңндх
963,schaukeln::V,rugga,дүүдңндх
964,kriechen::V,skríða,мөлкх
965,schwimmen::V,synda,усчх
966,tauchen::V,kafa,булхх
967,rudern::V,róa,хәәвдх
968,fahren::V,aka,йовх
969,fahren::V,fara,йовх
970,fliegen::V,fljúga,нисх
971,gehen::V,fara,йовх
972,gehen::V,ganga,йовх
973,weggehen::V,fara burt,йовх
974,weggehen::V,fara burt,одх
975,weggehen::V,fara burt,һарх
976,weggehen::V,fara burt,мөрлх
977,weggehen::V,ganga burt,йовх
978,weggehen::V,ganga burt,одх
979,weggehen::V,ganga burt,һарх
980,weggehen::V,ganga burt,мөрлх
981,abfahren::V,aka burt,мордх
982,anhalten::V,stöðva,зогсх
983,hineingehen::V,ganga inn,орх
984,eintreten::V,koma inn,орх
985,eintreten::V,ganga inn,орх
986,kommen::V,koma,ирх
987,ankommen::V,koma til,ирх
988,zurückkommen::V,koma til baka,орх
989,bleiben::V,haldast,бәәх
990,bleiben::V,vera kyrr,бәәх
991,warten::V,bíða,күләх
992,erwarten::V,búast við,күләх
993,erwarten::V,eiga von á,күләх
994,suchen::V,leita,хәәх
995,finden::V,finna,олх
996,versuchen::V,reyna,седх
997,vorbereiten::V,undirbúa,белдх
998,lieben::V,elska,дурлх
999,mögen::V,þykja gott,таассгдх
1000,mögen::V,falla í geð,таассгдх
1001,lachen::V,hlæja,инәх
1002,rühren::V,snerta,уйрах
1003,weinen::V,gráta,уульх
1004,schimpfen::V,skammast,харах
1005,sich ärgern::V,sárna,уурлх
1006,sich ärgern::V,gremjast,уурлх
1007,sich fürchten::V,óttast,әәх
1008,fürchten::V,óttast,әәх
1009,fürchten::V,óttast,сүрдх
1010,fliehen::V,flýja,зулх
1011,flüchten::V,strjúka,орһх
1012,flüchten::V,strjúka,зулх
1013,sehen::V,sjá,үзх
1014,anschauen::V,horfa á,харх
1015,ansehen::V,líta á,хәләх
1016,ansehen::V,líta á,үзх
1017,hören::V,heyra,соңсх
1018,zuhören::V,hlusta,соңсх
1019,probieren::V,smakka,амсх
1020,riechen::V,þefa,үнрчлх
1021,fühlen::V,finna til,медх
1022,scheinen::V,virðast,болҗ медгдх
1023,scheinen::V,virðast,миниһәр болхла
1024,scheinen::V,virðast,болад бәәх
1025,zu sehen sein::V,vera að sjá,үзгдх
1026,vernehmen::V,heyra,соңсх
1027,vernehmen::V,greina,соңсх
1028,frieren::V,frjósa,даарх
1029,tun::V,gera,кех
1030,können::V,geta,чадх
1031,wollen::V,ætla,дурлх
1032,wollen::V,vilja,дурлх
1033,anfangen::V,hefja,эклх
1034,beenden::V,enda,дуусх
1035,beenden::V,ljúka,дуусх
1036,aufhören::V,lykta,уурх
1037,gelingen::V,heppnast,бүтх
1038,gelingen::V,heppnast,күцәх
1039,geraten::V,lukkast,болх
1040,öffnen::V,opna,секх
1041,schließen::V,loka,хаах
1042,stellen::V,láta,тәвх
1043,stellen::V,setja,тәвх
1044,setzen::V,láta,суулһх
1045,setzen::V,setja,суулһх
1046,legen::V,láta,тәвх
1047,legen::V,leggja,тәвх
1048,berühren::V,koma við,көндәх
1049,verbinden::V,sameina,боох
1050,bedecken::V,hylja,хучх
1051,bedecken::V,hylja,бүркх
1052,aufhängen::V,hengja,өлгх
1053,aufhängen::V,hengja upp,өлгх
1054,anzünden::V,kveikja í,асах
1055,anzünden::V,kveikja í,шатах
1056,aufheben::V,taka upp,өөдән өргх
1057,aufheben::V,lyfta upp,өөдән өргх
1058,zurücklassen::V,skilja eftir,үлдәх
1059,verlieren::V,týna,геех
1060,verlieren::V,glata,геех
1061,fallen lassen::V,missa,алдх
1062,machen::V,búa til,кех
1063,herstellen::V,framleiða,кех
1064,bauen::V,smíða,тосхх
1065,bauen::V,byggja,тосхх
1066,reparieren::V,gera við,ясх
1067,verbessern::V,bæta,сәәрүлх
1068,ändern::V,breyta,хүврәх
1069,graben::V,grafa,малтх
1070,beugen::V,beygja,нуһлх
1071,biegen::V,sveigja,матилһх
1072,drehen::V,snúa,эргүлх
1073,wenden::V,snúa,көмрх
1074,wenden::V,snúa,эргүлх
1075,wenden::V,venda,көмрх
1076,wenden::V,venda,эргүлх
1077,umdrehen::V,venda,эргүлх
1078,umdrehen::V,snúa við,эргүлх
1079,heben::V,hefja,өргх
1080,heben::V,hefja,деер өргх
1081,hochheben::V,lyfta upp,өргх
1082,ergreifen::V,grípa,бәрх
1083,halten::V,rúma,бәрх
1084,halten::V,halda,бәрх
1085,drücken::V,þjá,шахх
1086,drücken::V,þrýsta,шахх
1087,schieben::V,ýta,түлкх
1088,kratzen::V,klóra,мааҗх
1089,lecken::V,sleikja,долах
1090,beißen::V,bíta,хазх
1091,abreißen::V,rífa af,таслх
1092,abreißen::V,rífa frá,таслх
1093,abschneiden::V,skera af,тәәрх
1094,abschneiden::V,klippa af,тәәрх
1095,binden::V,binda,боох
1096,stecken::V,stinga,шаах
1097,stecken::V,stinga,хатхх
1098,brechen::V,brjóta,хамхлх
1099,klopfen::V,berja,цокх
1100,klopfen::V,klappa,цокх
1101,hauen::V,berja,цокх
1102,hauen::V,höggva,цокх
1103,kleben::V,líma,наах
1104,reiben::V,núa,зүлгх
1105,streichen::V,smyrja,наах
1106,streichen::V,smyrja,лашх
1107,streichen::V,smyrja,түркх
1108,schleifen::V,slípa,хурцлх
1109,schneiden::V,skera,хәәчлх
1110,schneiden::V,klippa,хәәчлх
1111,rütteln::V,skaka,дәәвлүлх
1112,schütteln::V,hrista,сегсрх
1113,schwenken::V,sveifla,дайлх
1114,schütten::V,hella,кех
1115,füllen::V,fylla,дүүргх
1116,einwickeln::V,vefja inn í,орах
1117,tragen::V,bera,зөөх
1118,schleppen::V,draga,чирх
1119,ziehen::V,toga,татх
1120,ziehen::V,draga,татх
1121,aufbewahren::V,geyma,хадһлх
1122,werfen::V,kasta,хайх
1123,fangen::V,grípa,бәрх
1124,fangen::V,grípa,хавлх
1125,packen::V,þrífa í,бәрх
1126,verstecken::V,fela,дүрх
1127,verstecken::V,fela,бултулх
1128,teilen::V,deila,хувах
1129,schicken::V,senda,илгәх
1130,bringen::V,færa,авч ирх
1131,bringen::V,flytja,авч ирх
1132,hinzufügen::V,bæta við,немх
1133,bekommen::V,hljóta,авх
1134,bekommen::V,ná,авх
1135,erhalten::V,fá,авх 
1136,nehmen::V,taka,авх
1137,wählen::V,velja,шүүх
1138,auswählen::V,velja úr,шүүх
1139,bewahren::V,gæta,хадһлх
1140,bewahren::V,gæta,кевтнь үлдәх
1141,bewahren::V,gæta,кевтнь бәәлһх
1142,bewahren::V,vernda,хадһлх
1143,bewahren::V,vernda,кевтнь үлдәх
1144,bewahren::V,vernda,кевтнь бәәлһх
1145,behindern::V,varna,харшлх
1146,verderben::V,spilla,үрәх
1147,beschädigen::V,skemma,эвдх
1148,zerbrechen::V,brjóta,күүлх
1149,zerbrechen::V,brjóta,хамхлх
1150,zerreißen::V,rífa,шуучх
1151,zerreißen::V,rífa sundur,шуучх
1152,zerstören::V,rífa niður,эвдх
1153,verbrennen::V,brenna,шатах
1154,geben::V,gefa,өгх
1155,reichen::V,rétta,өгх
1156,schenken::V,gefa,белглх
1157,versprechen::V,lofa,амлх
1158,versprechen::V,heita,амлх
1159,wünschen::V,óska,сә хәәх
1160,loben::V,lofa,магтх
1161,loben::V,hrósa,магтх
1162,küssen::V,kyssa,үмсх
1163,wiegen::V,rugga,саатулх
1164,zudecken::V,þekja,бүркх
1165,zudecken::V,breiða yfir,бүркх
1166,wecken::V,vekja,серүлх
1167,zeigen::V,sýna,үзүлх
1168,führen::V,leiða,көтлх
1169,lehren::V,kenna,заах
1170,lehren::V,kenna,сурһх
1171,unterrichten::V,fræða,сурһх
1172,unterrichten::V,fræða,багшлх
1173,aufziehen::V,ala upp,өскәх
1174,leiten::V,stjórna,һардх
1175,leiten::V,stjórna,толһалх
1176,antreiben::V,hvetja,шамдах
1177,lassen::V,láta,күч үзүлх
1178,einladen::V,bjóða heim,үрх
1179,vereinigen::V,sameina,хамцулх
1180,besuchen::V,heimsækja,одх
1181,treffen::V,hitta,харһх
1182,sich versammeln::V,safnast saman,цуглрх
1183,sich versammeln::V,safnast saman,хурх
1184,spielen::V,leika sér,наадх
1185,singen::V,syngja,дуулх
1186,tanzen::V,dansa,биилх
1187,sich trennen::V,skiljast,хаһцх
1188,verlassen::V,yfirgefa,хайх
1189,retten::V,bjarga,әм аврх
1190,retten::V,bjarga,әәмшгәс харсх
1191,bewachen::V,gæta,харх
1192,bewachen::V,gæta,манх
1193,bewachen::V,hafa vörð á,харх
1194,bewachen::V,hafa vörð á,манх
1195,schützen::V,vernda,харсх
1196,verteidigen::V,verja,харсх
1197,sich schlagen::V,slást,гүвдлдх
1198,sich schlagen::V,berjast,гүвдлдх
1199,schießen::V,skjóta,хах
1200,siegen::V,sigra,диилх
1201,ärgern::V,ergja,уурлулх
1202,ärgern::V,skaprauna,уурлулх
1203,schlagen::V,slá,цокх
1204,schlagen::V,slá,гүвдх
1205,schlagen::V,lemja,цокх
1206,schlagen::V,lemja,гүвдх
1207,treten::V,sparka,
1208,stechen::V,stinga,хатхх
1209,stoßen::V,hrinda,түлкчкх
1210,stehlen::V,stela,хулхалх
1211,stören::V,trufla,һә болх
1212,belästigen::V,ónáða,амр эс өгх
1213,verbergen::V,leyna,нуух
1214,verbergen::V,leyna,бултулх
1215,täuschen::V,gabba,меклх
1216,täuschen::V,blekkja,меклх
1217,betrügen::V,svíkja,меклх
1218,betrügen::V,svíkja,мек һарһх
1219,betrügen::V,blekkja,меклх
1220,betrügen::V,blekkja,мек һарһх
1221,töten::V,drepa,алх
1222,wohnen::V,búa,бәәх
1223,arbeiten::V,vinna,көдлх
1224,sammeln::V,safna,түүх
1225,pflücken::V,tína,түүх
1226,pflücken::V,tína,хурах
1227,pflücken::V,reyta,түүх
1228,pflücken::V,reyta,хурах
1229,jagen::V,veiða,аңнх
1230,jagen::V,veiða,аңһучлх
1231,fischen::V,fiska,заһс аңнх
1232,fassen::V,veiða,бәрх
1233,hüten::V,gæta,хәрүлх
1234,hüten::V,vakta,хәрүлх
1235,treiben::V,reka,туух
1236,anbinden::V,binda við,уйх
1237,anbinden::V,binda fast,уйх
1238,füttern::V,fóðra,теҗәх
1239,melken::V,mjólka,саах
1240,hacken::V,höggva,чавчх
1241,gießen::V,hella,услх
1242,reifen::V,þroskast,болх
1243,reifen::V,þroskast,болвсрх
1244,zubereiten::V,elda,белдх
1245,zubereiten::V,tilbúa,белдх
1246,kochen::V,sjóða,чанх
1247,kochen::V,sjóða,болһх
1248,backen::V,baka,болһх
1249,braten::V,steikja,хуурх
1250,umrühren::V,hræra í,самрх
1251,stricken::V,prjóna,өлгх
1252,nähen::V,sauma,уйх
1253,färben::V,lita,будх
1254,reinigen::V,hreinsa,цеврлх
1255,waschen::V,þvo,уһах
1256,abwischen::V,þerra,арчх
1257,spülen::V,skola,зәәлх
1258,spülen::V,þvo upp,зәәлх
1259,fegen::V,sópa,сәвүрдх
1260,fegen::V,hreinsa,сәвүрдх
1261,kehren::V,sópa,сәвүрдх
1262,baden::V,baða sig,өөмх
1263,sich waschen::V,þvo sér,уһах
1264,sich waschen::V,þvo sér,бийән уһаҗ
1265,ausziehen::V,fara úr,тәәлх
1266,anziehen::V,fara í,өмсх
1267,sich anziehen::V,klæðast,хувцлх
1268,kämmen::V,greiða,самлх
1269,schmücken::V,prýða,чимх
1270,schmücken::V,prýða,кеерүлх
1271,schmücken::V,skreyta,чимх
1272,schmücken::V,skreyta,кеерүлх
1273,sagen::V,segja,келх
1274,sprechen::V,tala,келх
1275,reden::V,ræða,күүндх
1276,reden::V,ræða,күр_кех
1277,sich unterhalten::V,spjalla,күүндх
1278,sich unterhalten::V,ræðast við,күүндх
1279,fragen::V,spyrja,сурх
1280,bitten::V,biðja,эрх
1281,erzählen::V,segja frá,келх
1282,erzählen::V,segja frá,келҗ өгх
1283,mitteilen::V,tilkynna,медүлх
1284,nennen::V,nefna,нерәдх
1285,nennen::V,nefna,нер өгх
1286,rufen::V,kalla,дуудх
1287,prahlen::V,gorta,көөрх
1288,übersetzen::V,þýða,орчулх
1289,denken::V,hugsa,санх
1290,glauben::V,trúa,шүтх
1291,glauben::V,trúa,нәәлх
1292,bemerken::V,taka eftir,темдглх
1293,erkennen::V,þekkja,таньх
1294,erkennen::V,þekkja,медх
1295,begreifen::V,skilja,медх
1296,verstehen::V,skilja,соңсх
1297,lernen::V,læra,сурх
1298,wissen::V,vita,медх
1299,sich erinnern an::V,minnast,санх
1300,vergessen::V,gleyma,мартх
1301,messen::V,mæla,кемҗәлх
1302,zählen::V,telja,тоолх
1303,rechnen::V,reikna,тоолх
1304,lesen::V,lesa,умшх
1305,malen::V,mála,зурх
1306,zeichnen::V,teikna,зурх
1307,schreiben::V,skrifa,бичх
1308,besitzen::V,hafa,эзлх
1309,kaufen::V,kaupa,хулдҗ авх
1310,verkaufen::V,selja,хулдх
1311,verkaufen::V,selja,гүүлгх
1312,bezahlen::V,borga,өгх
1313,zahlen::V,borga,өгх
1314,beherrschen::V,hafa á valdi sínu,эзлх
1315,ertragen::V,þola,даах
