,Concept_ID,sl,et
824,siebzig::NUM,sédemdeset,seitsekümmend
825,achtzig::NUM,ósemdeset,kaheksakümmend
826,neunzig::NUM,devétdeset,üheksakümmend
827,hundert::NUM,stó,sada
828,tausend::NUM,tísoč,tuhat
829,und::CNJ,in,ja
830,oder::CNJ,áli,või
831,stehen::V,státi,seisma
832,sitzen::V,sedéti,istuma
833,liegen::V,ležáti,lamama
834,hängen::V,viséti,rippuma
835,werden::V,postáti,saama
836,werden::V,postáti,hakkama
837,passieren::V,zgodíti se,juhtuma
838,beginnen::V,začéti se,algama
839,beginnen::V,začéti se,hakkama
840,enden::V,končáti se,lõppema
841,wechseln::V,ménjati se,vahelduma
842,aufgehen[Sonne]::V,vzíti,tõusma
843,untergehen[Sonne]::V,zaíti,loojuma
844,scheinen[Sonne]::V,sijáti,paistma
845,donnern::V,grméti,kõmisema
846,wehen::V,píhati,puhuma
847,strömen::V,líti,voolama
848,fließen::V,têči,voolama
849,sich drehen::V,vrtéti se,pöörduma
850,schwanken::V,kolébati,kõikuma
851,schwingen::V,níhati,võnkuma
852,fallen::V,pádati,langema
853,brennen::V,goréti,põlema
854,rauchen::V,kadíti se,suitsema
855,regnen::V,deževáti,sadama
856,gefrieren::V,zmŕzniti,kinni külmuma
857,tauen::V,tájati,sulama
858,schmelzen::V,kopnéti,sulama
859,trocknen::V,sušíti se,kuivama
860,sieden::V,kipéti,keema
861,faulen::V,gníti,mädanema
862,verfaulen::V,zgníti,mädanema
863,reißen::V,tŕgati se,rebenema
864,versinken::V,pogrézniti se,uppuma
865,vergehen::V,miníti,mööduma
866,erscheinen::V,pojáviti se,ilmuma
867,verschwinden::V,izgíniti,kaduma
868,sinken::V,péšati,vajuma
869,sinken::V,péšati,langema
870,abnehmen::V,pojémati,vähenema
871,abnehmen::V,pojémati,kahenema
872,zunehmen::V,véčati se,kasvama
873,zunehmen::V,množíti se,kasvama
874,steigen::V,dvígati se,tõusma
875,steigen::V,dvígati se,üles minema
876,wachsen::V,rásti,kasvama
877,glänzen::V,sijáti,läikimä
878,funkeln::V,ískriti se,sädelema
879,lärmen::V,ropotáti,lärmama
880,lärmen::V,razgrájati,lärmama
881,läuten::V,zvoníti,helisema
882,klingeln::V,zvončkljáti,helisema
883,klirren::V,žvenketáti,kõlisema
884,brausen::V,šuméti,kohisema
885,rauschen::V,šuštéti,kohisema
886,rauschen::V,šelestéti,kohisema
887,klingen::V,zvenéti,kõlama
888,bellen::V,lájati,haukuma
889,heulen::V,zavíjati,uluma
890,blasen::V,píhniti,puhuma
891,pfeifen::V,pískati,vilistama
892,pfeifen::V,žvížgati,vilistama
893,schreien::V,kričáti,karjuma
894,stöhnen::V,stókati,oigama
895,zittern::V,drgetáti,värisema
896,leben::V,živéti,elama
897,leben::V,živéti,elus olema
898,geboren werden::V,rodíti se,sündima
899,atmen::V,díhati,hingama
900,trinken::V,píti,jooma
901,essen::V,jésti,sööma
902,schlucken::V,požírati,neelama
903,müde werden::V,péšati,väsima
904,müde werden::V,utrúditi se,väsima
905,einschlafen::V,zaspáti,uinuma
906,schlafen::V,spáti,magama
907,aufwachen::V,zbudíti se,ärkama
908,aufstehen::V,vstáti,ärkama
909,aufstehen::V,vstáti,üles tõusma
910,sich erholen::V,oddahníti se,puhkama
911,krank werden::V,oboléti,haigestuma
912,krank werden::V,oboléti,haigeks jääma
913,krank sein::V,bíti bolán,haige olema
914,schmerzen::V,boléti,valutama
915,husten::V,kášljati,köhima
916,genesen::V,okrévati,toibuma
917,sterben::V,umréti,surema
918,umkommen::V,pogíniti,surma saama
919,sich bewegen::V,zganíti se,liikuma
920,sich rühren::V,premakníti se,liikuma
921,sich erheben::V,vstájati,kerkima
922,sich erheben::V,vzdígniti se,kerkima
923,sich setzen::V,sésti,istet võtma
924,hinfallen::V,pásti dôl,kukkuma
925,hinfallen::V,pásti dôl,maha kukkuma
926,laufen::V,hodíti,kõndima
927,schreiten::V,stópati,astuma
928,spazierengehen::V,na sprehòd íti,jalutama
929,eilen::V,drvéti,ruttama
930,eilen::V,drvéti,kiirustama
931,sich beeilen::V,hitéti,ruttama
932,sich beeilen::V,hitéti,kiirustama
933,sausen::V,dírkati,kihutama
934,sausen::V,dírkati,tormama
935,rennen::V,dírjati,jooksma
936,rennen::V,dírjati,kihutama
937,springen::V,skákati,hüppama
938,klettern::V,plézati,ronima
939,schaukeln::V,kolébati,kiikuma
940,kriechen::V,pláziti se,roomama
941,schwimmen::V,plávati,ujuma
942,tauchen::V,potápljati se,sukelduma
943,rudern::V,vesláti,sõudma
944,fahren::V,vozíti se,sõitma
945,fahren::V,peljáti se,sõitma
946,fliegen::V,létati,lendama
947,gehen::V,íti,käima
948,gehen::V,íti,minema
949,weggehen::V,odíti,ära minema
950,weggehen::V,odíti,välja minema
951,abfahren::V,odpeljáti se,väljuma
952,abfahren::V,odpeljáti se,ära sõitma
953,anhalten::V,ustáviti se,peatuma
954,hineingehen::V,íti nóter,sisenema
955,hineingehen::V,íti nóter,sisse minema
956,eintreten::V,vstopíti,sisenema
957,eintreten::V,vstopíti,sisse astuma
958,kommen::V,príti,tulema
959,ankommen::V,prispéti,saabuma
960,ankommen::V,prihájati,saabuma
961,zurückkommen::V,vrníti se,tagasi tulema
962,bleiben::V,ostáti,jääma
963,warten::V,čákati,ootama
964,erwarten::V,pričakováti,ootama
965,erwarten::V,pričakováti,lootma
966,suchen::V,iskáti,otsima
967,finden::V,nájti,leidma
968,versuchen::V,poskúšati,püüdma
969,versuchen::V,poskúšati,üritama
970,versuchen::V,poskúšati,katsetama
971,vorbereiten::V,pripráviti,valmistama
972,lieben::V,ljubíti,armastama
973,mögen::V,márati,sallima
974,mögen::V,márati,meeldima
975,lachen::V,smejáti se,naerma
976,rühren::V,ganíti,liigutama
977,rühren::V,ganíti,heldima panema
978,weinen::V,jókati,nutma
979,weinen::V,plákati,nutma
980,schimpfen::V,psováti,sõimama
981,schimpfen::V,zmérjati,sõimama
982,sich ärgern::V,jezíti se,ärrituma
983,sich ärgern::V,jezíti se,vihastuma
984,sich fürchten::V,báti se,kartma
985,sich fürchten::V,báti se,hirmu tundma
986,fürchten::V,báti se,kartma
987,fliehen::V,bežáti,põgenema
988,flüchten::V,pobégniti,põgenema
989,sehen::V,vídeti,nägema
990,anschauen::V,oglédati,vaatama
991,ansehen::V,glédati,vaatama
992,hören::V,slíšati,kuulma
993,zuhören::V,poslúšati,kuulama
994,probieren::V,poskúšati,proovima
995,riechen::V,dúhati,nuusutama
996,fühlen::V,čutíti,tundma
997,scheinen::V,zdéti se,näida
998,scheinen::V,zdéti se,ilmuda
999,zu sehen sein::V,vídeti se,ilmuma
1000,vernehmen::V,čúti,üle kuulama
1001,frieren::V,zébsti,külmetada
1002,tun::V,délati,tegema
1003,können::V,môči,võima
1004,können::V,môči,oskama
1005,wollen::V,hotéti,tahtma
1006,anfangen::V,začéti,hakkama
1007,anfangen::V,začéti,alustama
1008,beenden::V,dokončáti,lõpetama
1009,aufhören::V,prenéhati,lakkama
1010,gelingen::V,uspéti,õnnestuma
1011,gelingen::V,posréčiti se,õnnestuma
1012,geraten::V,obnêsti se,jõudma
1013,öffnen::V,odpréti,avama
1014,schließen::V,zapréti,sulgema
1015,stellen::V,postáviti,panema
1016,stellen::V,postáviti,asetama
1017,setzen::V,posadíti,panema
1018,legen::V,položíti,panema
1019,legen::V,položíti,asetama
1020,berühren::V,dotíkati se,riivama
1021,berühren::V,dotíkati se,puudutama
1022,verbinden::V,obvézati,ühendama
1023,bedecken::V,pokríti,katma
1024,aufhängen::V,obésiti,riputama
1025,anzünden::V,zažgáti,süütama
1026,aufheben::V,vzdígniti,üles tõstma
1027,zurücklassen::V,zapustíti,jätma
1028,verlieren::V,izgubíti,kaotama
1029,fallen lassen::V,navréči,maha pillama
1030,fallen lassen::V,navréči,kukkuda laskma
1031,machen::V,naredíti,tegema
1032,machen::V,napráviti,tegema
1033,herstellen::V,izdélati,valmistama
1034,bauen::V,gradíti,ehitama
1035,reparieren::V,popráviti,parandama
1036,verbessern::V,izbóljšati,parandama
1037,ändern::V,spremeníti,muutma
1038,ändern::V,spremeníti,ümber tegema
1039,graben::V,kopáti,kaevama
1040,graben::V,grêbsti,kaevama
1041,beugen::V,upogníti,painutama
1042,biegen::V,zavíjati,painutama
1043,drehen::V,vrtéti,keerama
1044,wenden::V,obrníti,ümber pöörama
1045,umdrehen::V,zasúkati,ümber keerama
1046,heben::V,dvígati,tõstma
1047,hochheben::V,privzdígniti,üles tõstma
1048,hochheben::V,privzdígniti,kõrgele tõstma
1049,ergreifen::V,zgrábiti,haarama
1050,halten::V,držáti,hoidma
1051,drücken::V,tiščáti,pigistama
1052,schieben::V,ríniti,lükkama
1053,kratzen::V,práskati,kraapima
1054,lecken::V,lízati,lakkuma
1055,beißen::V,grísti,purema
1056,beißen::V,grísti,hammustama
1057,abreißen::V,odtŕgati,rebima
1058,abreißen::V,odtŕgati,ära rebima
1059,abschneiden::V,odrézati,ära lõikama
1060,binden::V,vézati,siduma
1061,stecken::V,vtakníti,pistma
1062,brechen::V,lomíti,murdma
1063,klopfen::V,tólči,koputama
1064,hauen::V,séči,lööma
1065,kleben::V,lépiti,kleepima
1066,reiben::V,tréti,hõõruma
1067,reiben::V,dŕgniti,hõõruma
1068,streichen::V,namázati,silitama
1069,schleifen::V,brúsiti,lihvima
1070,schleifen::V,brúsiti,teritama
1071,schneiden::V,rézati,lõikama
1072,rütteln::V,strésti,raputama
1073,schütteln::V,majáti,raputama
1074,schütteln::V,majáti,loksutama
1075,schwenken::V,obrníti,vehkima
1076,schwenken::V,obrníti,lehvitama
1077,schütten::V,sípati,kallama
1078,füllen::V,napolníti,täitma
1079,einwickeln::V,zavíti,sisse mähkima
1080,tragen::V,nêsti,kandma
1081,schleppen::V,vláčiti,tassima
1082,schleppen::V,vláčiti,lohistama
1083,ziehen::V,vléči,vedama
1084,ziehen::V,vléči,tõmbama
1085,aufbewahren::V,shranjeváti,säilitama
1086,aufbewahren::V,shranjeváti,alal hoidma
1087,werfen::V,lúčati,viskama
1088,fangen::V,ujéti,püüdma
1089,packen::V,prijéti,kinni haarama
1090,packen::V,prijéti,kinni võtma
1091,verstecken::V,skríti,peitma
1092,teilen::V,razdelíti,jagama
1093,teilen::V,razdelíti,jaotama
1094,schicken::V,pošíljati,saatma
1095,bringen::V,prinêsti,viima
1096,hinzufügen::V,pristáviti,lisama
1097,bekommen::V,dobíti,saama
1098,erhalten::V,prejéti,saama
1099,nehmen::V,vzéti,võtma
1100,wählen::V,izbírati,valima
1101,auswählen::V,izbráti,valima
1102,bewahren::V,ohraníti,hoidma
1103,behindern::V,ovírati,takistama
1104,verderben::V,pokváriti,rikkuma
1105,beschädigen::V,poškodováti,rikkuma
1106,zerbrechen::V,razlomíti,katki tegema
1107,zerreißen::V,raztŕgati,katki rebima
1108,zerstören::V,razrúšiti,purustama
1109,verbrennen::V,sežgáti,põletama
1110,geben::V,dáti,andma
1111,reichen::V,séči,andma
1112,reichen::V,séči,ulatama
1113,reichen::V,molíti,andma
1114,reichen::V,molíti,ulatama
1115,schenken::V,podáriti,kinkima
1116,versprechen::V,obljubíti,lubama
1117,versprechen::V,obljubíti,tõotama
1118,wünschen::V,vóščiti,soovima
1119,loben::V,hváliti,kiitma
1120,küssen::V,poljubováti,suudlema
1121,wiegen::V,zíbati,hällitama
1122,zudecken::V,pokríti,kaanetama
1123,zudecken::V,pokríti,kinni katma
1124,wecken::V,zbudíti,äratama
1125,zeigen::V,pokázati,näitama
1126,führen::V,vêsti,juhatama
1127,lehren::V,učíti,õpetama
1128,unterrichten::V,poučeváti,õpetama
1129,aufziehen::V,vzgojíti,üles kasvatama
1130,leiten::V,uprávljati,juhtima
1131,antreiben::V,goníti,ergutama
1132,lassen::V,povzročíti,laskma
1133,einladen::V,povábiti,kutsuma
1134,vereinigen::V,zdrúžiti,ühendama
1135,besuchen::V,obiskáti,külastama
1136,treffen::V,pogodíti,kohtama
1137,sich versammeln::V,zbráti se,kogunema
1138,spielen::V,igráti se,mängima
1139,singen::V,péti,laulma
1140,tanzen::V,plésati,tantsima
1141,sich trennen::V,ločíti se,lahku minema
1142,verlassen::V,zapustíti,maha jätma
1143,retten::V,réšiti,päästma
1144,bewachen::V,strážiti,valvama
1145,schützen::V,sčítiti,kaitsma
1146,verteidigen::V,braníti,kaitsma
1147,sich schlagen::V,têpsti se,kaklema
1148,schießen::V,stréljati,tulistama
1149,siegen::V,zmágati,võitma
1150,ärgern::V,jezíti,ärritama
1151,ärgern::V,jezíti,vihastama
1152,ärgern::V,razbúriti,ärritama
1153,ärgern::V,razbúriti,vihastama
1154,schlagen::V,têpsti,lööma
1155,schlagen::V,udáriti,lööma
1156,treten::V,teptáti,sõtkuma
1157,stechen::V,ubôsti,pistma
1158,stechen::V,ubôsti,torkama
1159,stoßen::V,peháti,tõukama
1160,stoßen::V,drégniti,tõukama
1161,stehlen::V,ukrásti,varastama
1162,stehlen::V,pokrásti,varastama
1163,stören::V,motíti,segama
1164,stören::V,motíti,häirima
1165,belästigen::V,nadlegováti,ahistama
1166,verbergen::V,skríti,peitma
1167,verbergen::V,skríti,varjama
1168,täuschen::V,slepíti,petma
1169,täuschen::V,slepíti,tüssama
1170,betrügen::V,várati,petma
1171,betrügen::V,várati,tüssama
1172,betrügen::V,várati,truudust murtma
1173,betrügen::V,ogoljufáti,petma
1174,betrügen::V,ogoljufáti,tüssama
1175,betrügen::V,ogoljufáti,truudust murtma
1176,töten::V,ubíti,tapma
1177,töten::V,ubíti,surmama
1178,wohnen::V,prebívati,elama
1179,arbeiten::V,délati,töötama
1180,sammeln::V,zbráti,koguma
1181,sammeln::V,zbráti,korjama
1182,pflücken::V,obráti,noppima
1183,jagen::V,lovíti,jahtima
1184,fischen::V,ribáriti,kalastama
1185,fischen::V,ribáriti,kala püüdma
1186,fassen::V,zajéti,püüdma
1187,hüten::V,pásti,karjatama
1188,treiben::V,pogánjati,ajama
1189,anbinden::V,privézati,kinni siduma
1190,füttern::V,kŕmiti,söötma
1191,melken::V,mólsti,lüpsma
1192,hacken::V,sékati,raiuma
1193,hacken::V,sékati,lõhkuma
1194,gießen::V,ulíti,kastma
1195,reifen::V,zoréti,valmima
1196,zubereiten::V,pripráviti,valmistama
1197,kochen::V,kúhati,keetma
1198,backen::V,cvréti,küpsetama
1199,braten::V,pêči,praadima
1200,umrühren::V,preméšati,segama
1201,stricken::V,plêsti,kuduma
1202,nähen::V,šívati,õmblema
1203,färben::V,bárvati,värvima
1204,reinigen::V,očístiti,puhastama
1205,waschen::V,opráti,pesema
1206,abwischen::V,obrísati,puhtaks pühkima
1207,spülen::V,splakováti,uhtma
1208,fegen::V,pométati,pühkima
1209,kehren::V,mésti,pühkima
1210,baden::V,kópati se,suplema
1211,baden::V,kópati se,kümblema
1212,sich waschen::V,umíti se,end pesema
1213,ausziehen::V,izvléči,käest võtma
1214,ausziehen::V,izvléči,jalast võtma
1215,ausziehen::V,izvléči,seljast võtma
1216,anziehen::V,obléči,jalga panema
1217,sich anziehen::V,obléči se,riietuma
1218,kämmen::V,česáti,kammima
1219,schmücken::V,okrasíti,kaunistama
1220,sagen::V,dejáti,ütlema
1221,sprechen::V,govoríti,rääkima
1222,sprechen::V,govoríti,kõnelema
1223,reden::V,rêči,kõnelema
1224,sich unterhalten::V,razgovárjati se,vestlema
1225,fragen::V,vprášati,küsima
1226,bitten::V,prosíti,paluma
1227,erzählen::V,práviti,jutustama
1228,mitteilen::V,naznániti,teatama
1229,mitteilen::V,naznániti,teada andma
1230,nennen::V,imenováti,nimetama
1231,rufen::V,klícati,kutsuma
1232,prahlen::V,baháti se,hooplema
1233,übersetzen::V,prevêsti,tõlkima
1234,denken::V,mísliti,mõtlema
1235,glauben::V,verjéti,uskuma
1236,bemerken::V,opáziti,märkama
1237,erkennen::V,spoznáti,ära tundma
1238,begreifen::V,pôjmiti,aru saama
1239,verstehen::V,razuméti,mõistma
1240,lernen::V,učíti se,õppima
1241,wissen::V,znáti,teadma
1242,wissen::V,védeti,teadma
1243,sich erinnern an::V,spómniti se,mäletama
1244,vergessen::V,pozábiti,unustama
1245,messen::V,mériti,mõõtma
1246,zählen::V,štéti,loendama
1247,rechnen::V,račúnati,arvutama
1248,lesen::V,bráti,lugema
1249,lesen::V,čítati,lugema
1250,malen::V,slíkati,maalima
1251,zeichnen::V,rísati,joonistama
1252,schreiben::V,písati,kirjutama
1253,besitzen::V,iméti,omama
1254,kaufen::V,kupíti,ostma
1255,verkaufen::V,prodáti,müüma
1256,bezahlen::V,pláčati,tasuma
1257,zahlen::V,plačeváti,maksma
1258,beherrschen::V,obvládati,valitsema
1259,ertragen::V,prenêsti,taluma
1260,Verstand::N,,aru
1261,Verstand::N,,mõistus
