,Concept_ID,ru,ady
715,neun::NUM,девять,бгъу
716,zehn::NUM,десять,пшӏы
717,elf::NUM,одиннадцать,пшӏыкӏузы́
718,zwölf::NUM,двенадцать,пшӏыкӏутӏу
719,zwanzig::NUM,двадцать,тӏокӏы́
720,dreißig::NUM,тридцать,щэкӏы
721,vierzig::NUM,сорок,тӏокӏи́тӏу
722,fünfzig::NUM,пятьдесят,шъэны́ыкъу
723,sechzig::NUM,шестьдесят,тӏокӏи́щ
724,siebzig::NUM,семьдесят,тӏокӏищырэ́ пшӏырэ́
725,achtzig::NUM,восемьдесят,тӏокӏи́пӏ
726,neunzig::NUM,девяносто,тӏокӏиилӏырэ́ пшӏырэ́
727,hundert::NUM,сто,шъэ
728,tausend::NUM,тысяча,мин
729,und::CNJ,и,ыкӏи
730,oder::CNJ,или,е
731,oder::CNJ,либо,е
732,stehen::V,стоять,ущытын
733,stehen::V,стоять,умыхъыен
734,sitzen::V,сидеть,уисын
735,sitzen::V,сидеть,утесын
736,liegen::V,лежать,телъы́н
737,hängen::V,висеть,къыщылэлын
738,hängen::V,висеть,къыщылэлын щыгъын быхъур
739,werden::V,стать,хъун
740,passieren::V,случиться,къэхъун
741,beginnen::V,начаться,къежьэн
742,beginnen::V,начаться,къыублэн
743,enden::V,кончиться,ухы́н
744,wechseln::V,меняться,зэхъожьы́н
745,aufgehen[Sonne]::V,взойти,къыкъокӏы́н
746,untergehen[Sonne]::V,зайти,къохьан
747,scheinen[Sonne]::V,светить,къепсыи
748,donnern::V,греметь,гъогъон
749,wehen::V,дуть,епщэ́н
750,strömen::V,литься,чъэн
751,fließen::V,течь,чъэн
752,sich drehen::V,вращаться,зыгъэчэрэгъу́н
753,schwanken::V,колебаться,хъые́н
754,schwingen::V,качаться,зыгъэхъые́н
755,fallen::V,падать,къефэхы́н
756,brennen::V,гореть,стын
757,rauchen::V,дымить,ӏугъо къикӏын
758,regnen::V,дождить,къещхы́н
759,gefrieren::V,замерзнуть,дыкъын
760,tauen::V,таять,жъун
761,schmelzen::V,плавиться,ткӏун
762,trocknen::V,сохнуть,гъушъы́н
763,trocknen::V,сохнуть,чъэпхъу́н
764,sieden::V,кипеть,жъон
765,faulen::V,гнить,шъун
766,verfaulen::V,сгнить,шъун
767,reißen::V,рваться,зэӏэтхъы́н
768,versinken::V,тонуть,чӏихьан
769,vergehen::V,проходить,блэкӏы́н
770,erscheinen::V,появиться,къэлъэгъон
771,verschwinden::V,исчезнуть,кӏодыжьы́н
772,sinken::V,спадать,
773,abnehmen::V,уменьшиться,къыкӏичын
774,zunehmen::V,увеличиваться,хэхъо́н
775,steigen::V,подниматься,къежьэн
776,wachsen::V,расти,хэхъо́н
777,wachsen::V,расти,къэкӏы́н
778,glänzen::V,блестеть,цӏыу́н
779,funkeln::V,сверкать,жъыу́н
780,lärmen::V,шуметь,бырсыры́н
781,läuten::V,звонить,теон
782,klingeln::V,звонить,теон
783,klirren::V,звякать,
784,brausen::V,бушевать,шъуин
785,rauschen::V,шелестеть,макъэ гъэӏун
786,klingen::V,звучать,къыхэӏукӏын
787,bellen::V,лаять,хьакъу́н
788,heulen::V,выть,быун
789,blasen::V,дунуть,епщэ́н
790,pfeifen::V,свистеть,шъуин
791,schreien::V,кричать,куо́н
792,schreien::V,кричать,кӏыи́н
793,stöhnen::V,стонать,щэӏун
794,zittern::V,дрожать,кӏэзэзын
795,leben::V,жить,псэу́н
796,geboren werden::V,родиться,къэхъун
797,atmen::V,дышать,жьы къэщэ́н
798,trinken::V,пить,ешъо́н
799,essen::V,есть,шхын
800,essen::V,кушать,шхын
801,schlucken::V,глотать,бдырыин
802,müde werden::V,устать,пшъын
803,einschlafen::V,заснуть,хэчъыен
804,schlafen::V,спать,чъые́н
805,aufwachen::V,проснуться,къэущы́н
806,aufstehen::V,встать,уцу́н
807,sich erholen::V,отдыхать,зыгъэпсэфын
808,krank werden::V,заболеть,сымаджэ́ хъун
809,krank sein::V,болеть,сымэджэ́н
810,schmerzen::V,болеть,сымэджэ́н
811,husten::V,кашлять,пскэ́н
812,genesen::V,поправиться,хъужьын
813,sterben::V,умереть,лӏэн
814,umkommen::V,погибнуть,хэкӏодэн
815,sich bewegen::V,двигаться,хъые́н
816,sich rühren::V,шевельнуться,хъые́н
817,sich erheben::V,встать,къэтэджын
818,sich setzen::V,сесть,тӏысы́н
819,hinfallen::V,упасть,ебэджы́н
820,laufen::V,ходить,кӏон
821,schreiten::V,шагать,кӏон
822,spazierengehen::V,гулять,къэкӏухьэн
823,eilen::V,спешить,гузэжъон
824,sich beeilen::V,торопиться,гуӏэ́н
825,sausen::V,мчаться,псынкӏэ́у чъэн
826,rennen::V,бегать,чъэн
827,springen::V,прыгать,пкӏэн
828,klettern::V,лазать,дэцохъоен
829,schaukeln::V,раскачиваться,уешӏэн
830,kriechen::V,ползать,цохъо́н
831,schwimmen::V,плавать,есы́н
832,tauchen::V,нырять,зычӏэгъэо́н
833,rudern::V,грести,къошъо бэщкӏэ фын
834,fahren::V,ехать,кӏон
835,fliegen::V,летать,быбы́н
836,gehen::V,идти,кӏон
837,weggehen::V,уйти,ӏукӏын
838,abfahren::V,отправиться,ежьэн
839,anhalten::V,остановиться,къэуцу́н
840,hineingehen::V,входить,ихьан
841,eintreten::V,войти,чӏэхьан
842,kommen::V,прийти,къэкӏо́н
843,ankommen::V,прибыть,къэсы́н
844,zurückkommen::V,возвратиться,гъэзэжьын
845,bleiben::V,остаться,къэнэ́н
846,warten::V,ждать,пэплъэ́н
847,erwarten::V,ожидать,ежэн
848,suchen::V,искать,лъыхъу́н
849,finden::V,найти,къэгъоты́н
850,finden::V,найти,къыхэгъэщы́н
851,versuchen::V,пытаться,пылъы́н
852,vorbereiten::V,подготовить,гъэхьазыры́н
853,lieben::V,любить,шӏу плъэгъу́н
854,mögen::V,любить,шӏу плъэгъу́н
855,lachen::V,смеяться,щхын
856,rühren::V,растрогать,гур гъэузын
857,weinen::V,плакать,гъын
858,schimpfen::V,ругаться,хъонэн
859,sich ärgern::V,сердиться,губжы́н
860,sich fürchten::V,бояться,щынэ́н
861,fürchten::V,бояться,щынэ́н
862,fliehen::V,убегать,
863,flüchten::V,убежать,
864,sehen::V,видеть,льэгъу́н
865,anschauen::V,посмотреть,плъэн
866,anschauen::V,посмотреть,еплъы́н
867,ansehen::V,смотреть,плъэн
868,hören::V,слышать,зэхэхын
869,zuhören::V,слушать,дэӏо́н
870,probieren::V,пробовать,хэӏэн
871,riechen::V,нюхать,пэмэ́н
872,fühlen::V,чувствовать,зэхэпшӏэн
873,scheinen::V,казаться,уащыхъу́н
874,scheinen::V,казаться,уашӏошӏы́н
875,zu sehen sein::V,виднеться,зэрэлъэгъу́н
876,vernehmen::V,услышать,зэхэхын
877,frieren::V,мерзнуть,дыкъын
878,frieren::V,мерзнуть,пӏыкӏэн
879,frieren::V,мерзнуть,чъыӏэ́ лӏэн
880,tun::V,делать,шӏын
881,können::V,мочь,лъэкӏы́н
882,können::V,уметь,лъэкӏы́н
883,wollen::V,хотеть,фэе́н
884,anfangen::V,начать,ублэн
885,beenden::V,закончить,ухы́н
886,aufhören::V,перестать,щыгъэтын
887,gelingen::V,удаться,хъун
888,geraten::V,оказаться,
889,öffnen::V,открыть,ӏухы́н
890,schließen::V,закрыть,игъэсэн
891,stellen::V,поставить,бгъэуцун
892,setzen::V,посадить,гъэтӏысы́н
893,legen::V,класть,хэлъхьа́н
894,berühren::V,трогать,эӏэн
895,berühren::V,трогать,нэсын
896,verbinden::V,связать,зэхэпхэ́н
897,verbinden::V,связать,пхын
898,bedecken::V,покрыть,техъо́н
899,aufhängen::V,повесить,пылъэ́н
900,anzünden::V,зажечь,хэгъэнэ́н
901,aufheben::V,поднять,
902,zurücklassen::V,оставить,къэгъэнэ́н
903,verlieren::V,потерять,чӏэ́нэн
904,verlieren::V,потерять,шӏокӏоды́н
905,fallen lassen::V,уронить,чӏэунэн
906,fallen lassen::V,уронить,пӏэпызын
907,machen::V,сделать,шӏын
908,herstellen::V,изготовить,шӏы́н
909,bauen::V,строить,шӏы́н
910,reparieren::V,чинить,дыжьы́н
911,verbessern::V,улучшить,нахьышӏу пшӏын
912,verbessern::V,улучшить,нахь дэгъу пшӏын
913,ändern::V,изменить,зэблэхъу́н
914,graben::V,копать,тӏын
915,beugen::V,согнуть,
916,biegen::V,погнуть,уфэн
917,drehen::V,вертеть,гъэчэрегъу́
918,wenden::V,повернуть,пӏонтӏэн
919,wenden::V,повернуть,бгъэзэн
920,wenden::V,повернуть,уӏубын
921,umdrehen::V,перевернуть,
922,heben::V,поднимать,ӏэты́н
923,hochheben::V,поднять,ӏэты́н
924,ergreifen::V,схватить,къэубыты́н
925,halten::V,держать,ӏыгъы́н
926,drücken::V,нажимать,тэӏункӏэн
927,schieben::V,толкать,уеӏункӏын
928,schieben::V,толкать,уетӏыргун
929,kratzen::V,скрести,цӏэнтхъун
930,lecken::V,лизать,бзэи́н
931,beißen::V,кусать,ецэкъэ́н
932,abreißen::V,оторвать,къичын
933,abreißen::V,оторвать,пытхъын
934,abschneiden::V,отрезать,пыупкӏын
935,abschneiden::V,отрезать,гобзыкӏын
936,binden::V,вязать,епхын
937,stecken::V,воткнуть,хэсэн
938,brechen::V,сломать,зэпыпкӏын
939,klopfen::V,стучать,теон
940,hauen::V,бить,теон
941,kleben::V,клеить,щхэн
942,reiben::V,тереть,пӏотын
943,streichen::V,намазать,щыфэн
944,schleifen::V,точить,гъэчаны́н
945,schleifen::V,точить,кӏэлыкӏы́н
946,schneiden::V,резать,бзын
947,rütteln::V,шатать,гъэсысын
948,schütteln::V,трясти,гъэсысын
949,schwenken::V,махать,ӏэ шӏын
950,schütten::V,налить,икӏэ́н
951,füllen::V,наполнить,из шӏын
952,einwickeln::V,завернуть,кӏоцӏыщыхьа́н
953,tragen::V,нести,хьын
954,schleppen::V,тащить,пхьын
955,schleppen::V,тащить,плъэшъун
956,ziehen::V,тянуть,пкъудыин
957,ziehen::V,тянуть,пщэн
958,ziehen::V,тянуть,плъэшъун
959,aufbewahren::V,хранить,пӏыгъын
960,aufbewahren::V,хранить,уухъумэн
961,werfen::V,бросать,дзын
962,fangen::V,ловить,къэубыты́н
963,packen::V,схватить,къэубыты́н
964,verstecken::V,спрятать,бгъэбылъын
965,teilen::V,разделить,гощы́н
966,schicken::V,посылать,гъахьы́н
967,bringen::V,принести,къэхьы́н
968,hinzufügen::V,добавить,хэгъэхъо́н
969,bekommen::V,достать,
970,erhalten::V,получить,
971,nehmen::V,взять,къытехы́н
972,wählen::V,выбрать,къыхэхы́н
973,auswählen::V,отобрать,къыхэхы́н
974,bewahren::V,сохранить,къэухъумэн
975,behindern::V,препятствовать,пэрыохъу хъун
976,verderben::V,испортить,къутэн
977,beschädigen::V,повредить,къутэн
978,zerbrechen::V,разбить,къутэн
979,zerreißen::V,разорвать,зэӏэтхъы́н
980,zerstören::V,разрушить,къутэ́н
981,verbrennen::V,сжечь,гъэсты́н
982,geben::V,дать,еты́н
983,reichen::V,передать,еты́н
984,schenken::V,дарить,еты́н
985,versprechen::V,обещать,гъэгугъэ́н
986,wünschen::V,желать,шӏоигъо́н
987,loben::V,хвалить,щытхъун
988,küssen::V,целовать,ебэу́н
989,wiegen::V,качать,гъэхъыен
990,zudecken::V,накрыть,техъо́н
991,wecken::V,разбудить,къэгъэущы́н
992,zeigen::V,показать,гъэлъэгъо́н
993,führen::V,вести,щэн
994,lehren::V,учить,егъэджэ́н
995,lehren::V,учить,егъэшӏэн
996,unterrichten::V,преподавать,егъэджэ́н
997,aufziehen::V,воспитать,пӏун
998,leiten::V,руководить,гъэзекӏон
999,antreiben::V,подгонять,къепфылӏэн
1000,lassen::V,заставить,еты́н
1001,einladen::V,пригласить,къегъэблэгъэн
1002,vereinigen::V,объединить,зэгогъэхьан
1003,besuchen::V,посетить,щыӏэ́н
1004,treffen::V,встретить,ӏукӏэ́н
1005,treffen::V,встретить,пэгъокӏы́н
1006,sich versammeln::V,собраться,зэхэхьан
1007,spielen::V,играть,джэгу́н
1008,singen::V,петь,орэ́д къэӏо́н
1009,tanzen::V,плясать,къэшъо́н
1010,tanzen::V,танцевать,къэшъо́н
1011,sich trennen::V,расстаться,зэгокӏыжьы́ных
1012,verlassen::V,покинуть,бгынэн
1013,verlassen::V,покинуть,хэкӏыжьын
1014,retten::V,спасти,къыхэпхыжьын
1015,retten::V,спасти,къэбгъэнэжьын
1016,bewachen::V,охранять,къэгъэгъунэн
1017,schützen::V,уберегать,ухъумэ́н
1018,verteidigen::V,защитить,къэухъумэн
1019,sich schlagen::V,драться,эзэон
1020,schießen::V,стрелять,он
1021,siegen::V,победить,текӏо́н
1022,ärgern::V,сердить,бгъэгубжын
1023,schlagen::V,ударить,ео́н
1024,treten::V,пинать,
1025,stechen::V,уколоть,хэӏун
1026,stoßen::V,толкнуть,тӏыро́н
1027,stoßen::V,толкнуть,уеӏункӏын
1028,stehlen::V,украсть,тыгъу́н
1029,stören::V,помешать,бгъэгумэкӏын
1030,belästigen::V,надоедать,бгъэгумэкӏын
1031,verbergen::V,скрыть,ушъэфын
1032,täuschen::V,обмануть,гъэпцӏэ́н
1033,betrügen::V,смошенничать,гъэпцӏэ́н
1034,töten::V,убить,уикӏын
1035,wohnen::V,проживать,дэсын
1036,arbeiten::V,работать,лэжьэ́н
1037,sammeln::V,собрать,угъои́н
1038,pflücken::V,рвать,къыпычы́н
1039,pflücken::V,срывать,къыпычы́н
1040,jagen::V,охотиться,шэкӏон
1041,jagen::V,охотиться,ешэкӏон
1042,fischen::V,рыбачить,пцэжъые уешэн
1043,fassen::V,поймать,къэубыты́н
1044,hüten::V,пасти,хэхъо́н
1045,treiben::V,гнать,пфын
1046,anbinden::V,привязать,епхын
1047,füttern::V,кормить,гъэшхэ́н
1048,melken::V,доить,щын
1049,hacken::V,рубить,упкӏэтэн
1050,gießen::V,полить,тепкӏэн
1051,reifen::V,созреть,игъо хъун
1052,zubereiten::V,приготовить,бгъэхьазырын
1053,kochen::V,варить,шӏы́н
1054,backen::V,печь,гъэжъэ́н
1055,braten::V,жарить,гъэжъэ́н
1056,umrühren::V,перемешать,зэхэгъэкӏухьан
1057,stricken::V,вязать,хъын
1058,nähen::V,шить,дэн
1059,färben::V,покрасить,бгъэлэн
1060,reinigen::V,очистить,укъэбзы́н
1061,waschen::V,стирать,бгыкӏын
1062,abwischen::V,вытереть,лъэкӏы́н
1063,spülen::V,полоскать,дэгъэчъыхьан
1064,fegen::V,подметать,пхъэнкӏы́н
1065,kehren::V,мести,пхъэнкӏы́н
1066,baden::V,купаться,зыгъэпскӏын
1067,sich waschen::V,мыться,зытхьакӏы́н
1068,ausziehen::V,снять,къытехы́н
1069,anziehen::V,надеть,щылъэ́н
1070,sich anziehen::V,одеться,зыфэпэн
1071,kämmen::V,причесать,жьын
1072,schmücken::V,украсить,гъэдэхэ́н
1073,sagen::V,сказать,къэӏон
1074,sprechen::V,говорить,псэлъэ́н
1075,reden::V,разговаривать,гущыӏэ́н
1076,sich unterhalten::V,беседовать,зэдэгущыӏэн
1077,fragen::V,спросить,упчӏэ́н
1078,bitten::V,просить,лъэӏо́н
1079,erzählen::V,рассказать,къэпӏотэ́н
1080,mitteilen::V,сообщить,макъэ егъэӏун
1081,nennen::V,назвать,цӏэ фэусы́н
1082,rufen::V,звать,джэн
1083,prahlen::V,хвастаться,узыщытхъужьы́н
1084,übersetzen::V,перевести,бгъэкӏотэн
1085,denken::V,думать,егупшысэ́н
1086,glauben::V,верить,уивыхъэ́ телъы́н
1087,bemerken::V,заметить,гу лъыптэ́н
1088,erkennen::V,узнать,зэхэпхын
1089,erkennen::V,узнать,зэбгъэшӏэн
1090,begreifen::V,понять,гурыӏо́н
1091,begreifen::V,постичь,гурыӏо́н
1092,verstehen::V,услышать,зэхэхын
1093,lernen::V,учиться,еджэ́н
1094,wissen::V,знать,шӏэн
1095,sich erinnern an::V,вспомнить,къэшӏэжьын
1096,vergessen::V,забыть,пщыгъупшэжьы́н
1097,messen::V,мерить,шын
1098,zählen::V,считать,плъытэ́н
1099,rechnen::V,считать,плъытэ́н
1100,rechnen::V,считать,угугъэ́н
1101,lesen::V,читать,еджэ́н
1102,malen::V,рисовать,шӏын
1103,zeichnen::V,рисовать,шӏын
1104,schreiben::V,писать,тхын
1105,besitzen::V,иметь,иӏэн
1106,kaufen::V,купить,щэфы́н
1107,verkaufen::V,продать,щэн
1108,bezahlen::V,заплатить,птын
1109,bezahlen::V,заплатить,лъыптын
1110,bezahlen::V,заплатить,птыжьы́н
1111,zahlen::V,платить,птын
1112,zahlen::V,платить,лъыптын
1113,beherrschen::V,владеть,иунаеу иӏэн
1114,ertragen::V,вытерпеть,щэчы́н
