,Concept_ID,da,is
840,wehen::V,blæse,blása
841,strömen::V,strømme,streyma
842,fließen::V,flyde,fljóta
843,sich drehen::V,dreje sig,snúast
844,schwanken::V,vakle,riða
845,schwanken::V,vakle,rugga
846,schwingen::V,svinge,sveiflast
847,fallen::V,falde,falla
848,brennen::V,brænde,brenna
849,rauchen::V,ryge,reykja
850,regnen::V,regne,rigna
851,gefrieren::V,fryse,frjósa
852,tauen::V,tø,þiðna
853,schmelzen::V,smelte,bráðna
854,trocknen::V,tørre,þorna
855,sieden::V,koge,sjóða
856,faulen::V,rådne,rotna
857,verfaulen::V,rådne,rotna
858,reißen::V,briste,rifna
859,versinken::V,synke,sökkva
860,versinken::V,synke ned,sökkva
861,vergehen::V,forløbe,líða
862,erscheinen::V,vise sig,birtast
863,verschwinden::V,forsvinde,hverfa
864,sinken::V,synke,síga
865,abnehmen::V,aftage,lækka
866,abnehmen::V,aftage,minnka
867,zunehmen::V,tiltage,aukast
868,steigen::V,stige,stíga
869,wachsen::V,gro,vaxa
870,wachsen::V,vokse,vaxa
871,glänzen::V,glinse,glóa
872,glänzen::V,glinse,glampa
873,funkeln::V,tindre,leiftra
874,lärmen::V,larme,hafa hátt
875,läuten::V,ringe,hringja
876,klingeln::V,ringe,hringja
877,klirren::V,klirre,glamra
878,klirren::V,klirre,skrölta
879,brausen::V,bruse,ólga
880,rauschen::V,suse,suða
881,klingen::V,lyde,hljóma
882,klingen::V,klinge,hljóma
883,bellen::V,gø,gelta
884,heulen::V,hyle,væla
885,heulen::V,hyle,ýlfra
886,blasen::V,blæse,blása
887,pfeifen::V,fløjte,blístra
888,schreien::V,skrige,æpa
889,stöhnen::V,stønne,stynja
890,zittern::V,dirre,titra
891,zittern::V,dirre,skjálfa
892,zittern::V,skælve,titra
893,zittern::V,skælve,skjálfa
894,leben::V,leve,lifa
895,geboren werden::V,fødes,fæðast
896,atmen::V,ånde,anda
897,atmen::V,ånde,draga andann
898,trinken::V,drikke,drekka
899,essen::V,spise,borða
900,schlucken::V,synke,kingja
901,müde werden::V,blive træt,þreytast
902,einschlafen::V,falde i søvn,sofna
903,schlafen::V,sove,sofa
904,aufwachen::V,vågne,vakna
905,aufstehen::V,stå op,fara á fætur
906,sich erholen::V,komme sig,hvíla sig
907,krank werden::V,blive syg,veikjast
908,krank werden::V,blive syg,verða veikur
909,krank sein::V,være syg,vera veikur
910,schmerzen::V,smerte,kenna til
911,husten::V,hoste,hósta
912,genesen::V,komme sig,batna
913,genesen::V,komme sig,frískast
914,sterben::V,dø,deyja
915,umkommen::V,omkomme,farast
916,sich bewegen::V,bevæge sig,bifast
917,sich rühren::V,røre på sig,hreyfast
918,sich erheben::V,rejse sig,standa upp
919,sich setzen::V,sætte sig,setjast
920,laufen::V,løbe,labba
921,schreiten::V,skride,ganga
922,spazierengehen::V,gå en tur,ganga sér til skemmtunar
923,eilen::V,ile,fara hratt
924,sich beeilen::V,skynde sig,flýta sér
925,sausen::V,suse,þjóta
926,rennen::V,løbe,hlaupa
927,rennen::V,rende,hlaupa
928,springen::V,hoppe,stökkva
929,springen::V,springe,stökkva
930,klettern::V,klatre,klifra
931,schaukeln::V,gynge,róla
932,schaukeln::V,gynge,rugga
933,kriechen::V,krybe,skríða
934,schwimmen::V,svømme,synda
935,tauchen::V,dykke,kafa
936,rudern::V,ro,róa
937,fahren::V,køre,aka
938,fahren::V,køre,fara
939,fliegen::V,flyve,fljúga
940,gehen::V,gå,fara
941,gehen::V,gå,ganga
942,weggehen::V,gå bort,fara burt
943,weggehen::V,gå bort,ganga burt
944,abfahren::V,køre bort,aka burt
945,anhalten::V,standse,stöðva
946,hineingehen::V,gå ind,ganga inn
947,eintreten::V,træde ind,koma inn
948,eintreten::V,træde ind,ganga inn
949,kommen::V,komme,koma
950,ankommen::V,ankomme,koma til
951,zurückkommen::V,komme tilbage,koma til baka
952,bleiben::V,blive,haldast
953,bleiben::V,blive,vera kyrr
954,bleiben::V,forblive,haldast
955,bleiben::V,forblive,vera kyrr
956,warten::V,vente,bíða
957,erwarten::V,vente,búast við
958,erwarten::V,vente,eiga von á
959,erwarten::V,afvente,búast við
960,erwarten::V,afvente,eiga von á
961,suchen::V,søge,leita
962,finden::V,finde,finna
963,versuchen::V,forsøge,reyna
964,vorbereiten::V,forberede,undirbúa
965,lieben::V,elske,elska
966,mögen::V,holde af,þykja gott
967,mögen::V,holde af,falla í geð
968,mögen::V,kunne lide,þykja gott
969,mögen::V,kunne lide,falla í geð
970,lachen::V,le,hlæja
971,rühren::V,røre,snerta
972,weinen::V,græde,gráta
973,schimpfen::V,skænde,skammast
974,sich ärgern::V,ærgre sig,sárna
975,sich ärgern::V,ærgre sig,gremjast
976,sich fürchten::V,være bange,óttast
977,fürchten::V,være bange for,óttast
978,fliehen::V,flygte,flýja
979,flüchten::V,flygte,strjúka
980,sehen::V,se,sjá
981,anschauen::V,se på,horfa á
982,anschauen::V,betragte,horfa á
983,ansehen::V,anse,líta á
984,hören::V,høre,heyra
985,zuhören::V,høre til,hlusta
986,probieren::V,smage,smakka
987,probieren::V,smage på,smakka
988,riechen::V,lugte,þefa
989,fühlen::V,føle,finna til
990,scheinen::V,synes,virðast
991,zu sehen sein::V,synes,vera að sjá
992,vernehmen::V,erfare,heyra
993,vernehmen::V,erfare,greina
994,frieren::V,fryse,frjósa
995,tun::V,gøre,gera
996,können::V,kunne,geta
997,wollen::V,ville,ætla
998,wollen::V,ville,vilja
999,anfangen::V,begynde,hefja
1000,beenden::V,afslutte,enda
1001,beenden::V,afslutte,ljúka
1002,aufhören::V,ophøre,lykta
1003,aufhören::V,holde op,lykta
1004,gelingen::V,lykkes,heppnast
1005,geraten::V,blive,lukkast
1006,öffnen::V,åbne,opna
1007,schließen::V,lukke,loka
1008,stellen::V,stille,láta
1009,stellen::V,stille,setja
1010,setzen::V,sætte,láta
1011,setzen::V,sætte,setja
1012,legen::V,lægge,láta
1013,legen::V,lægge,leggja
1014,berühren::V,berøre,koma við
1015,verbinden::V,forbinde,sameina
1016,bedecken::V,dække,hylja
1017,bedecken::V,bedække,hylja
1018,aufhängen::V,hænge,hengja
1019,aufhängen::V,hænge,hengja upp
1020,aufhängen::V,hænge op,hengja
1021,aufhängen::V,hænge op,hengja upp
1022,anzünden::V,tænde,kveikja í
1023,anzünden::V,antænde,kveikja í
1024,aufheben::V,løfte,taka upp
1025,aufheben::V,løfte,lyfta upp
1026,aufheben::V,tage op,taka upp
1027,aufheben::V,tage op,lyfta upp
1028,zurücklassen::V,lade tilbage,skilja eftir
1029,verlieren::V,miste,týna
1030,verlieren::V,miste,glata
1031,fallen lassen::V,tabe,missa
1032,fallen lassen::V,droppe,missa
1033,machen::V,gøre,búa til
1034,herstellen::V,fremstille,framleiða
1035,bauen::V,bygge,smíða
1036,bauen::V,bygge,byggja
1037,reparieren::V,reparere,gera við
1038,verbessern::V,rette,bæta
1039,verbessern::V,forbedre,bæta
1040,ändern::V,ændre,breyta
1041,graben::V,grave,grafa
1042,beugen::V,bøje,beygja
1043,biegen::V,bøje,sveigja
1044,drehen::V,dreje,snúa
1045,wenden::V,vende,snúa
1046,wenden::V,vende,venda
1047,umdrehen::V,dreje om,venda
1048,umdrehen::V,dreje om,snúa við
1049,heben::V,hæve,hefja
1050,hochheben::V,løfte,lyfta upp
1051,ergreifen::V,gribe fat i,grípa
1052,halten::V,holde,rúma
1053,halten::V,holde,halda
1054,drücken::V,trykke,þjá
1055,drücken::V,trykke,þrýsta
1056,schieben::V,skyde,ýta
1057,schieben::V,skubbe,ýta
1058,kratzen::V,klø,klóra
1059,kratzen::V,kradse,klóra
1060,lecken::V,slikke,sleikja
1061,beißen::V,bide,bíta
1062,abreißen::V,rive af,rífa af
1063,abreißen::V,rive af,rífa frá
1064,abschneiden::V,skære af,skera af
1065,abschneiden::V,skære af,klippa af
1066,binden::V,binde,binda
1067,stecken::V,stikke,stinga
1068,brechen::V,brække,brjóta
1069,klopfen::V,banke,berja
1070,klopfen::V,banke,klappa
1071,hauen::V,hugge,berja
1072,hauen::V,hugge,höggva
1073,kleben::V,klistre,líma
1074,reiben::V,gnide,núa
1075,streichen::V,smøre,smyrja
1076,schleifen::V,slibe,slípa
1077,schneiden::V,skære,skera
1078,schneiden::V,skære,klippa
1079,schneiden::V,klippe,skera
1080,schneiden::V,klippe,klippa
1081,rütteln::V,ruske,skaka
1082,schütteln::V,ryste,hrista
1083,schwenken::V,svinge,sveifla
1084,schütten::V,hælde,hella
1085,füllen::V,fylde,fylla
1086,einwickeln::V,pakke ind,vefja inn í
1087,tragen::V,bære,bera
1088,schleppen::V,slæbe,draga
1089,ziehen::V,trække,toga
1090,ziehen::V,trække,draga
1091,aufbewahren::V,opbevare,geyma
1092,werfen::V,kaste,kasta
1093,fangen::V,fange,grípa
1094,packen::V,gribe,þrífa í
1095,verstecken::V,gemme,fela
1096,teilen::V,dele,deila
1097,schicken::V,sende,senda
1098,bringen::V,bringe,færa
1099,bringen::V,bringe,flytja
1100,hinzufügen::V,tilføje,bæta við
1101,bekommen::V,få,hljóta
1102,bekommen::V,få,ná
1103,erhalten::V,få,fá
1104,nehmen::V,tage,taka
1105,wählen::V,vælge,velja
1106,auswählen::V,udvælge,velja úr
1107,bewahren::V,bevare,gæta
1108,bewahren::V,bevare,vernda
1109,behindern::V,hindre,varna
1110,behindern::V,forhindre,varna
1111,verderben::V,ødelægge,spilla
1112,beschädigen::V,beskadige,skemma
1113,zerbrechen::V,brække itu,brjóta
1114,zerreißen::V,rive itu,rífa
1115,zerreißen::V,rive itu,rífa sundur
1116,zerstören::V,ødelægge,rífa niður
1117,verbrennen::V,brænde,brenna
1118,geben::V,give,gefa
1119,reichen::V,række,rétta
1120,schenken::V,forære,gefa
1121,versprechen::V,love,lofa
1122,versprechen::V,love,heita
1123,wünschen::V,ønske,óska
1124,loben::V,rose,lofa
1125,loben::V,rose,hrósa
1126,küssen::V,kysse,kyssa
1127,wiegen::V,vugge,rugga
1128,zudecken::V,dække til,þekja
1129,zudecken::V,dække til,breiða yfir
1130,wecken::V,vække,vekja
1131,zeigen::V,vise,sýna
1132,führen::V,føre,leiða
1133,lehren::V,lære,kenna
1134,unterrichten::V,undervise,fræða
1135,aufziehen::V,opdrage,ala upp
1136,leiten::V,lede,stjórna
1137,antreiben::V,skynde på,hvetja
1138,lassen::V,få til at,láta
1139,einladen::V,indbyde,bjóða heim
1140,einladen::V,invitere,bjóða heim
1141,vereinigen::V,forene,sameina
1142,besuchen::V,besøge,heimsækja
1143,treffen::V,møde,hitta
1144,sich versammeln::V,forsamles,safnast saman
1145,spielen::V,lege,leika sér
1146,spielen::V,spille,leika sér
1147,singen::V,synge,syngja
1148,tanzen::V,danse,dansa
1149,sich trennen::V,skilles,skiljast
1150,verlassen::V,forlade,yfirgefa
1151,retten::V,redde,bjarga
1152,bewachen::V,bevogte,gæta
1153,bewachen::V,bevogte,hafa vörð á
1154,schützen::V,skærme,vernda
1155,schützen::V,beskytte,vernda
1156,verteidigen::V,forsvare,verja
1157,sich schlagen::V,slås,slást
1158,sich schlagen::V,slås,berjast
1159,schießen::V,skyde,skjóta
1160,siegen::V,sejre,sigra
1161,ärgern::V,ærgre,ergja
1162,ärgern::V,ærgre,skaprauna
1163,schlagen::V,slå,slá
1164,schlagen::V,slå,lemja
1165,treten::V,sparke,sparka
1166,stechen::V,stikke,stinga
1167,stoßen::V,støde,hrinda
1168,stehlen::V,stjæle,stela
1169,stören::V,forstyrre,trufla
1170,belästigen::V,genere,ónáða
1171,belästigen::V,ulejlige,ónáða
1172,verbergen::V,skjule,leyna
1173,täuschen::V,villede,gabba
1174,täuschen::V,villede,blekkja
1175,betrügen::V,bedrage,svíkja
1176,betrügen::V,bedrage,blekkja
1177,töten::V,dræbe,drepa
1178,wohnen::V,bo,búa
1179,arbeiten::V,arbejde,vinna
1180,sammeln::V,samle,safna
1181,pflücken::V,plukke,tína
1182,pflücken::V,plukke,reyta
1183,jagen::V,jage,veiða
1184,fischen::V,fiske,fiska
1185,fassen::V,fange,veiða
1186,hüten::V,vogte,gæta
1187,hüten::V,vogte,vakta
1188,treiben::V,drive,reka
1189,anbinden::V,binde fast,binda við
1190,anbinden::V,binde fast,binda fast
1191,füttern::V,fodre,fóðra
1192,melken::V,malke,mjólka
1193,hacken::V,hakke,höggva
1194,gießen::V,hælde,hella
1195,reifen::V,modne,þroskast
1196,zubereiten::V,tilberede,elda
1197,zubereiten::V,tilberede,tilbúa
1198,kochen::V,koge,sjóða
1199,backen::V,bage,baka
1200,braten::V,stege,steikja
1201,umrühren::V,røre om,hræra í
1202,stricken::V,strikke,prjóna
1203,nähen::V,sy,sauma
1204,färben::V,farve,lita
1205,reinigen::V,rense,hreinsa
1206,reinigen::V,gøre ren,hreinsa
1207,waschen::V,vaske,þvo
1208,abwischen::V,tørre af,þerra
1209,spülen::V,skylle,skola
1210,spülen::V,skylle,þvo upp
1211,fegen::V,feje,sópa
1212,fegen::V,feje,hreinsa
1213,kehren::V,feje,sópa
1214,baden::V,bade,baða sig
1215,sich waschen::V,vaske sig,þvo sér
1216,ausziehen::V,tage af,fara úr
1217,anziehen::V,tage på,fara í
1218,sich anziehen::V,klæde sig på,klæðast
1219,kämmen::V,rede,greiða
1220,kämmen::V,frisere,greiða
1221,schmücken::V,pynte,prýða
1222,schmücken::V,pynte,skreyta
1223,schmücken::V,smykke,prýða
1224,schmücken::V,smykke,skreyta
1225,sagen::V,sige,segja
1226,sprechen::V,snakke,tala
1227,reden::V,tale,ræða
1228,reden::V,snakke,ræða
1229,sich unterhalten::V,snakke sammen,spjalla
1230,sich unterhalten::V,snakke sammen,ræðast við
1231,fragen::V,spørge,spyrja
1232,bitten::V,bede,biðja
1233,erzählen::V,berette,segja frá
1234,erzählen::V,fortælle,segja frá
1235,mitteilen::V,meddele,tilkynna
1236,nennen::V,nævne,nefna
1237,rufen::V,råbe,kalla
1238,prahlen::V,prale,gorta
1239,übersetzen::V,oversætte,þýða
1240,denken::V,tænke,hugsa
1241,glauben::V,tro,trúa
1242,bemerken::V,bemærke,taka eftir
1243,bemerken::V,lægge mærke til,taka eftir
1244,erkennen::V,genkende,þekkja
1245,begreifen::V,begribe,skilja
1246,verstehen::V,forstå,skilja
1247,lernen::V,lære,læra
1248,wissen::V,vide,vita
1249,sich erinnern an::V,mindes,minnast
1250,sich erinnern an::V,huske på,minnast
1251,vergessen::V,glemme,gleyma
1252,messen::V,måle,mæla
1253,zählen::V,tælle,telja
1254,rechnen::V,regne,reikna
1255,lesen::V,læse,lesa
1256,malen::V,male,mála
1257,zeichnen::V,tegne,teikna
1258,schreiben::V,skrive,skrifa
1259,besitzen::V,eje,hafa
1260,besitzen::V,besidde,hafa
1261,kaufen::V,købe,kaupa
1262,verkaufen::V,sælge,selja
1263,bezahlen::V,betale,borga
1264,zahlen::V,betale,borga
1265,beherrschen::V,beherske,hafa á valdi sínu
1266,ertragen::V,tåle,þola
1267,ertragen::V,udholde,þola
1268,hinfallen::V,,detta
