,Concept_ID,ab,cs
733,hier::ADV,ара,zde
734,hier::ADV,ара,tady
735,hier::ADV,абра,zde
736,hier::ADV,абра,tady
737,hier::ADV,араҟа,zde
738,hier::ADV,араҟа,tady
739,hierhin::ADV,ара,sem
740,hierhin::ADV,араҟа,sem
741,von hier::ADV,арантә,odtud
742,dort::ADV,уа,tam
743,dorthin::ADV,уахь,tam
744,dorthin::ADV,анахь,tam
745,geradeaus::ADV,ишиашоу,rovně
746,vorwärts::ADV,ҕхьаҟа,kupředu
747,rückwärts::ADV,шьҭахьла,zpět
748,zurück::ADV,шьҭахьҟа,zpět
749,zurück::ADV,шьҭахьҟа,nazpět
750,unten::ADV,лбаа,dole
751,hinab::ADV,алада,dolů
752,oben::ADV,хыхь,nahoře
753,oben::ADV,хыхь,navrchu
754,hinauf::ADV,аҩада,nahoru
755,überall::ADV,зегьынцьара,všude
756,nicht::ADV,-м,ne
757,ein wenig::ADV,ҕыҭк,trochu
758,kaum::ADV,аарлаҳәа,sotva
759,kaum::ADV,афергьҳәа,sotva
760,sehr::ADV,даара,velmi
761,sehr::ADV,даара,velice
762,so::ADV,ас,tak
763,so::ADV,ас,takto
764,so::ADV,абас,tak
765,so::ADV,абас,takto
766,noch::ADV,макьана,ještě
767,nur::ADV,заҵәык,jen
768,nur::ADV,заҵәык,jenom
769,schon::ADV,уажәшьҭа,už
770,schon::ADV,уажәшьҭа,již
771,schon::ADV,аиҳа ипоу,už
772,schon::ADV,аиҳа ипоу,již
773,wieder::ADV,ҿыц,zase
774,wieder::ADV,дырҩегь,zase
775,wieder::ADV,дырҩегьых,zase
776,vergebens::ADV,баша,marně
777,vor::PRP,аҕхьа,před
778,hinter::PRP,нхыҵ,za
779,unter::PRP,амҵа,pod
780,unter::PRP,амҵан,pod
781,neben::PRP,ааигуара,vedle
782,zwischen::PRP,абжьара,mezi
783,wegen::PRP,-иззы,pro
784,wegen::PRP,-ҟнытә,pro
785,dies::PRN,ари,toto
786,dies::PRN,ари,tohle
787,dies::PRN,абри,toto
788,dies::PRN,абри,tohle
789,das::PRN,Абни,to
790,das::PRN,убри,to
791,alles::PRN,зегьы,všechno
792,ich::PRN,са,já
793,ich::PRN,сара,já
794,du::PRN,бара,ty
795,er::PRN,иара,on
796,wir::PRN,ҳара,my
797,ihr::PRN,шәара,vy
798,sie::PRN,дара,oni
799,wer::FPRN,дарбан,kdo
800,wo::FADV,иабыкуу,kde
801,wo::FADV,аба-,kde
802,wo::FADV,ахь-,kde
803,wohin::FADV,иабыкуу,kam
804,wohin::FADV,аба-,kam
805,wohin::FADV,ахь-,kam
806,wie::FADV,-шҕа,jak
807,warum::FADV,избан,proč
808,wieviel::FNUM,заҟа,kolik
809,eins::NUM,акы,jeden
810,eins::NUM,аӡәы,jeden
811,zwei::NUM,ҩба,dva
812,drei::NUM,хҕа,tři
813,vier::NUM,ҕшьба,čtyři
814,fünf::NUM,хəба,pět
815,sechs::NUM,фба,šest
816,sieben::NUM,Бжьба,sedm
817,acht::NUM,ааба,osm
818,neun::NUM,жәба,devět
819,zehn::NUM,жәаба,deset
820,elf::NUM,жәеизатәи,jedenáct
821,zwölf::NUM,жәаҩа,dvanáct
822,zwanzig::NUM,ҩажәа,dvacet
823,dreißig::NUM,ҩажәижәабатәи,třicet
824,vierzig::NUM,ҩынҩажәа,čtyřicet
825,fünfzig::NUM,ҩынҩажәеижәаба,padesát
826,sechzig::NUM,хынҩажәа,šedesát
827,siebzig::NUM,хынҩажәижәаба,sedmdesát
828,achtzig::NUM,ҕшьынҩажәа,osmdesát
829,neunzig::NUM,ҕшьынҩажәижәаба,devadesát
830,hundert::NUM,шәкы,sto
831,tausend::NUM,зқьы,tisíc
832,und::CNJ,-и,a
833,oder::CNJ,ма,nebo
834,stehen::V,агылазаара,stát
835,sitzen::V,атəара,sedět
836,sitzen::V,атəа(заа)ра,sedět
837,liegen::V,аиара,ležet
838,hängen::V,акнаҳара,viset
839,werden::V,аҟалара,stát se
840,passieren::V,аҟалара,stát se
841,beginnen::V,алагара,počít
842,enden::V,алгара,končit
843,enden::V,алгара,skončit
844,wechseln::V,аҽыҧсахра,měnit se
845,aufgehen[Sonne]::V,агылара,vyjít
846,aufgehen[Sonne]::V,ахашлара,vyjít
847,aufgehen[Sonne]::V,аҩаҵхахара,vyjít
848,untergehen[Sonne]::V,аҭашəара,zapadnout
849,scheinen[Sonne]::V,акаҧхара,svítit
850,donnern::V,адыдра,hřmět
851,wehen::V,асра,vát
852,wehen::V,асра,vanout
853,strömen::V,акаҭəара,proudit
854,fließen::V,ацара,téct
855,sich drehen::V,ахагьежьра,točit se
856,schwanken::V,аҵысра,kolísat
857,schwanken::V,аҵысра,houpat se
858,schwingen::V,ахызазара,kývat se
859,schwingen::V,акьаандара,kývat se
860,fallen::V,акаҳара,padat
861,brennen::V,абылра,hořet
862,rauchen::V,ахылҵра,kouřit
863,regnen::V,аура,pršet
864,gefrieren::V,аҵаара,zamrznout
865,tauen::V,аӡҭра,tát
866,schmelzen::V,ақəӡыҭра,tavit
867,schmelzen::V,аҭəара,tavit
868,trocknen::V,абара,schnout
869,sieden::V,ашра,vřít
870,faulen::V,абаара,hnít
871,verfaulen::V,абаара,shnít
872,verfaulen::V,аилашра,shnít
873,reißen::V,аҧжəара,roztrhat se
874,versinken::V,аӡааҟəрылара,topit se
875,versinken::V,аӡааҟəрылара,ponořit se
876,vergehen::V,ацара,plynout
877,erscheinen::V,ацəырҵра,objevit se
878,verschwinden::V,аҵашəкəара,zmizet
879,sinken::V,атəара,klesat
880,sinken::V,алаҟəра,klesat
881,abnehmen::V,ацӡаара,ubýt
882,abnehmen::V,аиҵалара,ubýt
883,zunehmen::V,аҽырҭбаара,přibýt
884,zunehmen::V,аиҵыҵра,přibýt
885,zunehmen::V,арацəахара,přibýt
886,steigen::V,азҳара,stoupat
887,steigen::V,ашьҭыҵра,stoupat
888,steigen::V,адухара,stoupat
889,steigen::V,ацлара,stoupat
890,wachsen::V,азҳара,růst
891,glänzen::V,ацыр-цырра,lesknout se
892,glänzen::V,ацыҩ-цыҩра,lesknout se
893,glänzen::V,аказказра,lesknout se
894,funkeln::V,ашап-шапра,jiskřit se
895,funkeln::V,ацым-цымра,jiskřit se
896,lärmen::V,ашьҭыбжьгара,dělat hluk
897,lärmen::V,аҕьҕьаҳәа аилалара,dělat hluk
898,läuten::V,аҵəҵəасра,zvonit
899,klingeln::V,аҵəҵəасра,zvonit
900,klirren::V,ахьархьарра,řinčet
901,klirren::V,архьархьарра,řinčet
902,brausen::V,аилаҽҽара,hučet
903,brausen::V,еилашуера,hučet
904,klingen::V,агара,znít
905,klingen::V,ашьҭыбжь гара,znít
906,bellen::V,ашра,štěkat
907,heulen::V,ауура,výt
908,blasen::V,аҭəҳəара,foukat
909,pfeifen::V,ашəшəра,pískat
910,schreien::V,аҳəҳəара,křičet
911,schreien::V,ахəаара,křičet
912,schreien::V,аҟаара,křičet
913,stöhnen::V,ақьра,sténat
914,zittern::V,аҵыс-ҵысра,třást se
915,leben::V,аҟазаара,žít
916,geboren werden::V,Аира,rodit se
917,atmen::V,аҕсыҕ лагаҩагара,dýchat
918,trinken::V,ажəра,pít
919,essen::V,акрыфара,jíst
920,schlucken::V,албаадара,polykat
921,müde werden::V,ааҕсара,unavit se
922,einschlafen::V,ацəара,usnout
923,schlafen::V,ацəазаара,spát
924,aufwachen::V,аҿыхара,probudit se
925,aufstehen::V,Агəылҵра,vstát
926,sich erholen::V,аҧсшьара,zotavovat se
927,krank werden::V,ачмазаҩхара,onemocnět
928,krank sein::V,аҳəарҧсарра,být nemocný
929,schmerzen::V,ахьра,bolet
930,husten::V,аимҳәара,kašlat
931,genesen::V,абзиахара,uzdravit se
932,genesen::V,аӷəӷəахара,uzdravit se
933,sterben::V,аҧсра,umřít
934,umkommen::V,аҭахара,zahynout
935,sich bewegen::V,аиҭаҵра,pohnout se
936,sich rühren::V,ақəацара,hnout se
937,sich erheben::V,аҩагылара,zdvihnout se
938,sich setzen::V,атəара,posadit se
939,hinfallen::V,акаҳара,upadnout
940,laufen::V,аныҟəара,běžet
941,schreiten::V,ашьаҿа еихгара,kráčet
942,spazierengehen::V,анеи-ааира,procházet se
943,eilen::V,аццакра,spěchat
944,sich beeilen::V,аццакра,pospíšit si
945,sausen::V,аҧырра,fičet
946,sausen::V,иҭрысны,fičet
947,sausen::V,ишьҭҟьаны ацара,fičet
948,rennen::V,аҩра,pádit
949,springen::V,аҧара,skákat
950,klettern::V,ақəлара,lézt
951,klettern::V,ақəлара,šplhat
952,schaukeln::V,аҟəараҟəанҽара,houpat
953,kriechen::V,аҳəазара,lézt
954,kriechen::V,аҳəазара,plazit se
955,schwimmen::V,аӡсара,plavat
956,tauchen::V,ахəӡааҵəира,nořit se
957,rudern::V,аҵшьра,veslovat
958,fahren::V,акала,jet
959,fahren::V,акала,jezdit
960,fliegen::V,аҧырра,létat
961,gehen::V,аиҭаҵра,jít
962,weggehen::V,ацара,odejít
963,abfahren::V,адəықəлара,odjet
964,abfahren::V,ацара,odjet
965,anhalten::V,ааныргылара,zastavit se
966,hineingehen::V,аҭалара,vcházet se
967,eintreten::V,аҩналара,vstoupit
968,kommen::V,аара,přijít
969,kommen::V,ааира,přijít
970,ankommen::V,ааира,dojít
971,ankommen::V,аара,dojít
972,ankommen::V,анеира,dojít
973,zurückkommen::V,азыхынҳəра,vrátit se
974,bleiben::V,аанхара,zůstat
975,bleiben::V,анхара,zůstat
976,bleiben::V,аангылара,zůstat
977,warten::V,азҧшзаара,čekat
978,erwarten::V,азҧшра,čekat na
979,suchen::V,ашьҭазаара,hledat
980,finden::V,аҧшаара,najít
981,versuchen::V,аҽазкра,zkoušet
982,vorbereiten::V,армазеира,připravit
983,lieben::V,абзиабара,milovat
984,mögen::V,агəаҧхара,mít rád
985,lachen::V,аччара,smát se
986,rühren::V,арҵəуара,dojmout
987,weinen::V,аҵəуара,plakat
988,schimpfen::V,ацəҳара,nadávat
989,sich ärgern::V,агəаара,pohoršit se
990,sich fürchten::V,аӡыӡара,bát se
991,fürchten::V,ацəшəара,bát se
992,fliehen::V,абналара,utéct
993,fliehen::V,ацəцара,utéct
994,flüchten::V,абналара,prchnout
995,flüchten::V,ацəцара,prchnout
996,sehen::V,абара,vidět
997,anschauen::V,ахəаҧшра,podívat se na
998,ansehen::V,ахəаҧшра,sledovat
999,hören::V,аҳара,slyšet
1000,zuhören::V,азыӡырҩра,poslouchat
1001,probieren::V,аҧышəара,ochutnávat
1002,riechen::V,афыҩра,cítit
1003,fühlen::V,анырра,cítit
1004,fühlen::V,ацәакырра,cítit
1005,scheinen::V,шәа,zdát se
1006,scheinen::V,аацәырҵа,zdát se
1007,vernehmen::V,аҳара,uslyšet
1008,frieren::V,ашəра,mrznout
1009,frieren::V,аҵаара,mrznout
1010,tun::V,аҟаҵара,dělat
1011,können::V,алшара,moct
1012,wollen::V,аҭахра,chtít
1013,anfangen::V,алагара,začít
1014,beenden::V,алгара,ukončit
1015,aufhören::V,аҟəыҵра,přestat
1016,gelingen::V,аура,podařit se
1017,gelingen::V,аманшəалахара,podařit se
1018,gelingen::V,алҵра,podařit se
1019,geraten::V,нзаарын,dařit se
1020,öffnen::V,аартра,otevřít
1021,schließen::V,аркра,zavřít
1022,stellen::V,аргылара,postavit
1023,setzen::V,артəара,posadit
1024,legen::V,ақəҵара,klást
1025,legen::V,ақəҵара,položit
1026,berühren::V,акьысра,dotýkat se
1027,berühren::V,алакьысра,dotýkat se
1028,verbinden::V,аҿаҳəара,spojit
1029,bedecken::V,ақəршəра,pokrýt
1030,aufhängen::V,акнаҳара,oběsit
1031,aufhängen::V,акнаҳара,pověsit
1032,anzünden::V,аркра,zapálit
1033,anzünden::V,аркра,podpálit
1034,aufheben::V,ашьҭыхра,zvednout
1035,aufheben::V,ашьҭыхра,zdvihnout
1036,zurücklassen::V,аныжьра,zanechat
1037,verlieren::V,ацəыӡра,ztratit
1038,fallen lassen::V,ацəкаҳара,upustit
1039,machen::V,ачаҧара,udělat
1040,herstellen::V,аиҵдара,vyrobit
1041,bauen::V,аргылара,stavět
1042,bauen::V,аргылара,budovat
1043,reparieren::V,арҽеира,opravit
1044,verbessern::V,аиҕьтəра,zlepšit
1045,ändern::V,аҧсахра,změnit
1046,graben::V,ажра,rýt
1047,graben::V,ажра,kopat
1048,beugen::V,арҟəра,ohnout
1049,beugen::V,архəара,ohnout
1050,biegen::V,арҟəра,ohnout
1051,biegen::V,архəара,ohnout
1052,drehen::V,аргьежьра,točit
1053,umdrehen::V,аарҳәра,obrátit
1054,heben::V,аҩахара,zdvihnout
1055,heben::V,араҳара,zdvihnout
1056,hochheben::V,ахагалара,zvednout
1057,hochheben::V,ашьҭҳəара,zvednout
1058,halten::V,акра,držet
1059,drücken::V,ақəрӷəӷəара,stisknout
1060,schieben::V,аҵгəара,posouvat
1061,schieben::V,агəара,posouvat
1062,kratzen::V,ацəҟьара,škrábat
1063,lecken::V,арбзара,lízat
1064,beißen::V,ацҳара,kousat
1065,abreißen::V,амжəара,utrhat
1066,abreißen::V,амжəара,odtrhat
1067,abschneiden::V,ахҵəара,uřezat
1068,abschneiden::V,ахҵəара,ukrojit
1069,abschneiden::V,аҿахҵəара,uřezat
1070,abschneiden::V,аҿахҵəара,ukrojit
1071,binden::V,аҿаҳəара,přivázat
1072,stecken::V,алаҵара,strčit
1073,brechen::V,аҧҵəара,lomit
1074,klopfen::V,асра,ťukat
1075,klopfen::V,асра,klepat
1076,hauen::V,ақəкшара,bít
1077,kleben::V,аҷабра,lepit
1078,reiben::V,арҟəыҷра,třít
1079,streichen::V,ахьшьра,mazat
1080,schleifen::V,ахра,brousit
1081,schneiden::V,аҧҟара,řezat
1082,schneiden::V,аҧҟара,střihat
1083,rütteln::V,арҵысра,třást
1084,rütteln::V,арҵысра,otřást
1085,schütteln::V,аршəшəара,třást
1086,schütteln::V,аршəшəара,zatřást
1087,schwenken::V,аҟьара,mávat
1088,schütten::V,аҭаҭəара,nasypat
1089,füllen::V,арҭəра,naplnit
1090,einwickeln::V,алаҳəара,zavinout
1091,tragen::V,аҩагара,nést
1092,schleppen::V,арҳəазара,vléct
1093,ziehen::V,ахара,tahat
1094,ziehen::V,ахара,táhnout
1095,aufbewahren::V,аҵəахра,schovat
1096,werfen::V,аршəра,házet
1097,fangen::V,акра,chytat
1098,packen::V,анкра,uchvátit
1099,packen::V,аҵкаара,uchvátit
1100,verstecken::V,аҵəахра,schovat
1101,teilen::V,ашара,rozdělit
1102,schicken::V,ашьҭра,posílat
1103,bringen::V,аагара,přinést
1104,hinzufügen::V,ацҵара,připojit
1105,bekommen::V,аҧшаара,dostat
1106,bekommen::V,архиара,dostat
1107,bekommen::V,аура,dostat
1108,erhalten::V,аиура,uchovat
1109,nehmen::V,агара,vzít
1110,wählen::V,алҧшаара,zvolit
1111,auswählen::V,алхра,vybrat
1112,behindern::V,аҧырхагахара,překážet
1113,verderben::V,алгара,zkazit
1114,verderben::V,абжьыхра,zkazit
1115,verderben::V,аҧхасҭатəра,zkazit
1116,beschädigen::V,аҧхасҭатəра,porušit
1117,beschädigen::V,аҧхасҭатəра,poškodit
1118,zerbrechen::V,аҧҽра,rozlámat
1119,zerreißen::V,аҧжəара,roztrhnout
1120,zerstören::V,аилаҧыххаара,zničit
1121,verbrennen::V,абылра,spálit
1122,geben::V,аҭара,dát
1123,reichen::V,аҭара,podat
1124,schenken::V,аҩгара,darovat
1125,versprechen::V,ақəргəыӷра,slíbit
1126,loben::V,арҽхəара,chválit
1127,küssen::V,агəӡра,líbat
1128,zudecken::V,аҵахҩара,přikrýt
1129,zudecken::V,аҵахҩара,přiklopit
1130,zudecken::V,ақəршəра,přikrýt
1131,zudecken::V,ақəршəра,přiklopit
1132,wecken::V,арҿыхара,vzbudit
1133,zeigen::V,арбара,ukázat
1134,führen::V,аныҟəгара,vést
1135,lehren::V,арҵара,učit
1136,unterrichten::V,арҧхьара,vyučovat
1137,aufziehen::V,ааӡара,vychovat
1138,leiten::V,ахагылазаара,vodit
1139,antreiben::V,арццакра,nutit
1140,lassen::V,арҟаҵара,dát
1141,einladen::V,ааҕхьара,pozvat
1142,einladen::V,анаҧхьара,pozvat
1143,vereinigen::V,аилаҵара,spojit
1144,besuchen::V,абара,návštívit
1145,treffen::V,аҧылара,potkat
1146,sich versammeln::V,аизара,shromáždit se
1147,spielen::V,ахəмарра,hrát
1148,singen::V,ашəаҳəара,zpívat
1149,tanzen::V,акəашара,tančit
1150,sich trennen::V,аилыҵра,rozejít se
1151,verlassen::V,акажьра,opustit
1152,retten::V,Аиқəрхара,zachránit
1153,bewachen::V,ахьчара,hlídat
1154,schützen::V,ацəыхьчара,chránit
1155,verteidigen::V,ахьчара,obhájit
1156,sich schlagen::V,аисра,bít se
1157,schießen::V,ахысра,střílet
1158,siegen::V,аиааира,zvítězit
1159,ärgern::V,аргəаара,zlobit
1160,ärgern::V,аргəаара,pohoršit
1161,schlagen::V,асра,udeřit
1162,schlagen::V,асра,praštit
1163,schlagen::V,аҭасра,udeřit
1164,schlagen::V,аҭасра,praštit
1165,stechen::V,алакшара,bodnout
1166,stechen::V,алакшара,píchnout
1167,stoßen::V,агəҭасра,strčit
1168,stehlen::V,аӡара,ukrást
1169,stören::V,аҧырхагахара,vyrušit
1170,belästigen::V,аргəамҵра,obtěžovat
1171,verbergen::V,аӡара,skrýt
1172,täuschen::V,ажьара,klamat
1173,betrügen::V,ажьара,podvést
1174,töten::V,ашьра,zabít
1175,wohnen::V,анхара,bydlit
1176,arbeiten::V,аусура,pracovat
1177,sammeln::V,аҟəшəара,sebrat
1178,pflücken::V,аҿыршəара,česat
1179,pflücken::V,аҿыхра,česat
1180,jagen::V,ашəарыцара,uhonit
1181,fischen::V,аҧсыӡ икуеит,chytat ryby
1182,fassen::V,акра,ulovit
1183,hüten::V,арҳəра,pást
1184,hüten::V,ахьчара,pást
1185,treiben::V,акацара,hnát
1186,anbinden::V,адҳəалара,přivázat
1187,füttern::V,акырҿаҵара,krmit
1188,melken::V,ахьара,dojit
1189,hacken::V,аҟəаҟəара,seknout
1190,gießen::V,аҵаҭəара,zalít
1191,reifen::V,ашəра,uzrát
1192,reifen::V,аҟалара,uzrát
1193,zubereiten::V,ацура,připravit
1194,kochen::V,ажəра,vařit
1195,backen::V,аӡра,péct
1196,braten::V,аӡра,smažit
1197,umrühren::V,аилрыхра,zamíchat
1198,stricken::V,аҧара,plést
1199,nähen::V,аӡахра,šít
1200,färben::V,ашəра,nabarvit
1201,reinigen::V,арыцқьара,očistit
1202,waschen::V,аӡәӡәара,mýt
1203,abwischen::V,арбара,utřít
1204,spülen::V,аҭыршара,spláchnout
1205,fegen::V,аҧссара,zamést
1206,baden::V,аҽыкəабара,koupat se
1207,sich waschen::V,аҽыӡəӡəара,mýt se
1208,ausziehen::V,ашəыхра,svléct
1209,anziehen::V,ашəҵара,obléct
1210,sich anziehen::V,аҽеилаҳəара,oblékat se
1211,kämmen::V,аҳəара,učesat
1212,schmücken::V,арҧшӡара,ozdobit
1213,sagen::V,аҳəара,říct
1214,sprechen::V,ацəажəара,mluvit
1215,reden::V,ацəажəара,hovořit
1216,reden::V,аицәажәара,hovořit
1217,sich unterhalten::V,аицәажәара,povídat se
1218,fragen::V,азҵаара,zeptat se
1219,bitten::V,аҳəара,prosit
1220,erzählen::V,аҳəара,povídat
1221,mitteilen::V,азыцҳара,sdělit
1222,mitteilen::V,азыцҳара,oznámit
1223,nennen::V,ахьӡҵара,nazvat
1224,rufen::V,азҿыҭра,volat
1225,rufen::V,азҿыҭра,zavolat
1226,prahlen::V,аҽхəара,chlubit se
1227,übersetzen::V,аиҭагара,přeložit
1228,denken::V,азхəыцра,myslit
1229,glauben::V,ахаҵара,věřit
1230,bemerken::V,агəаҭара,zpozorovat
1231,erkennen::V,адырра,poznat
1232,begreifen::V,аилкаара,pochopit
1233,verstehen::V,аҳара,porozumět
1234,lernen::V,аҵара,učit se
1235,wissen::V,адырра,vědět
1236,sich erinnern an::V,агəаларшəара,vzpomínat si na
1237,vergessen::V,ахашҭра,zapomínat
1238,messen::V,ашəара,měřit
1239,zählen::V,аҧхьаӡара,spočítat
1240,rechnen::V,аҳасабра,počítat
1241,lesen::V,аҧхьара,číst
1242,besitzen::V,амазаара,mít
1243,besitzen::V,амазаара,vlastnit
1244,kaufen::V,Аахəара,koupit
1245,verkaufen::V,аҭира,prodat
1246,bezahlen::V,ахҭынҵара,zaplatit
1247,bezahlen::V,ашəара,zaplatit
1248,zahlen::V,ашəара,platit
1249,ertragen::V,ачҳара,snést
1250,Moor::N,,bažina
1251,Moor::N,,slatina
1252,Kralle::N,,dráp
1253,Schwarm::N,,roj
1254,Schwarm::N,,hejno
1255,Sache::N,,věc
1256,Menge::N,,množství
1257,Essen::N,,jídlo
1258,Geschäft::N,,obchod
1259,Monat::N,,měsíc
1260,Jahr::N,,rok
1261,dünn::A,,tenký
1262,roh::A,,syrový
1263,durch::PRP,,skrz
1264,was::FPRN,,co
1265,rauschen::V,,šumět
1266,zu sehen sein::V,,moci být viděn
1267,wenden::V,,obrátit
1268,ergreifen::V,,chopit se
1269,bewahren::V,,uchránit
1270,wünschen::V,,přát
1271,wiegen::V,,chovat
1272,wiegen::V,,kolébat
1273,treten::V,,kopnout
1274,kehren::V,,mést
1275,malen::V,,malovat
1276,zeichnen::V,,rýsovat
1277,schreiben::V,,psát
1278,beherrschen::V,,ovládat
