,Concept_ID,it,es
843,allein::ADV,da solo,a solo
844,auf einmal::ADV,insieme,de una vez
845,zusammen::ADV,insieme,juntos
846,lange::ADV,a lungo,mucho tiempo
847,plötzlich::ADV,all'improvviso,de repente
848,sofort::ADV,sùbito,en seguida
849,sofort::ADV,all'istante,en seguida
850,später::ADV,più tardi,más tarde
851,jetzt::ADV,ora,ahora
852,jetzt::ADV,adesso,ahora
853,heute::ADV,oggi,hoy
854,morgen::ADV,domani,mañana
855,bald::ADV,presto,pronto
856,bald::ADV,presto,en breve
857,bald::ADV,tra poco,pronto
858,bald::ADV,tra poco,en breve
859,dann::ADV,allora,luego
860,dann::ADV,allora,entonces
861,gestern::ADV,ieri,ayer
862,einst::ADV,prima,antaño
863,einst::ADV,un tempo,antaño
864,damals::ADV,allora,entonces
865,danach::ADV,poi,después
866,danach::ADV,dopo,después
867,vorher::ADV,prima,antes
868,zuerst::ADV,prima,primero
869,zuerst::ADV,dapprima,primero
870,einmal::ADV,una volta,una vez
871,manchmal::ADV,talvolta,a veces
872,manchmal::ADV,qualche volta,a veces
873,oft::ADV,spesso,a menudo
874,oft::ADV,spesso,con frecuencia
875,immer::ADV,sempre,siempre
876,niemals::ADV,non mai,jamás
877,hier::ADV,qua,aquí
878,hierhin::ADV,qua,acá
879,von hier::ADV,ne,desde aquí
880,von hier::ADV,da qui,desde aquí
881,dort::ADV,lì,ahí
882,dort::ADV,lì,allí
883,dorthin::ADV,là,allí
884,dorthin::ADV,là,hacia allí
885,geradeaus::ADV,diritto,todo derecho
886,vorwärts::ADV,avanti,adelante
887,rückwärts::ADV,all'indietro,hacia atrás
888,zurück::ADV,di indietro,atrás
889,unten::ADV,giù,abajo
890,unten::ADV,sotto,abajo
891,hinab::ADV,giù,hacia abajo
892,hinab::ADV,in giù,hacia abajo
893,oben::ADV,su,arriba
894,oben::ADV,sopra,arriba
895,hinauf::ADV,in sù,hacia arriba
896,hinauf::ADV,in alto,hacia arriba
897,überall::ADV,dappertutto,por todas partes
898,nicht::ADV,non,no
899,ein wenig::ADV,un po',un poco
900,ein wenig::ADV,un poco,un poco
901,kaum::ADV,a appena,apenas
902,sehr::ADV,molto,muy
903,sehr::ADV,molto,mucho
904,so::ADV,così,tan
905,so::ADV,tanto,tan
906,noch::ADV,ancora,aún
907,noch::ADV,ancora,todavía
908,nur::ADV,solo,solamente
909,nur::ADV,soltanto,solamente
910,schon::ADV,già,ya
911,wieder::ADV,di nuovo,de nuevo
912,vergebens::ADV,invano,en vano
913,vor::PRP,davanti a,antes de
914,vor::PRP,davanti a,delante de
915,hinter::PRP,dietro,tras
916,hinter::PRP,dietro,detrás de
917,unter::PRP,sotto,bajo
918,unter::PRP,sotto,debajo de
919,durch::PRP,per,por
920,durch::PRP,per,a través de
921,durch::PRP,attraverso,por
922,durch::PRP,attraverso,a través de
923,neben::PRP,a accanto a,al lado de
924,zwischen::PRP,fra,entre
925,wegen::PRP,a causa di,por
926,wegen::PRP,a causa di,a causa de
927,dies::PRN,ciò,esto
928,dies::PRN,questo,esto
929,das::PRN,ciò,eso
930,das::PRN,ciò,esto
931,das::PRN,quello,eso
932,das::PRN,quello,esto
933,alles::PRN,tutto,todo
934,ich::PRN,ìo,yo
935,du::PRN,tu,tú
936,er::PRN,lui,él
937,er::PRN,egli,él
938,wir::PRN,noi,nosotros
939,ihr::PRN,voi,vosotros
940,sie::PRN,loro,ellos
941,was::FPRN,che,qué
942,was::FPRN,che cosa,qué
943,wer::FPRN,chi,quién
944,wo::FADV,dove,dónde
945,wohin::FADV,dove,adónde
946,wohin::FADV,dove,hacia dónde
947,wie::FADV,come,cómo
948,warum::FADV,perche,por qué
949,wieviel::FNUM,quanto,cuánto
950,eins::NUM,uno,uno
951,zwei::NUM,due,dos
952,drei::NUM,tre,tres
953,vier::NUM,quattro,cuatro
954,fünf::NUM,cinque,cinco
955,sechs::NUM,sei,seis
956,sieben::NUM,sette,siete
957,acht::NUM,otto,ocho
958,neun::NUM,nove,nueve
959,zehn::NUM,dieci,diez
960,elf::NUM,ùndici,once
961,zwölf::NUM,dodici,doce
962,zwanzig::NUM,venti,veinte
963,dreißig::NUM,trenta,treinta
964,vierzig::NUM,quaranta,cuarenta
965,fünfzig::NUM,cinquanta,cincuenta
966,sechzig::NUM,sessanta,sesenta
967,siebzig::NUM,settanta,setenta
968,achtzig::NUM,ottanta,ochenta
969,neunzig::NUM,novanta,noventa
970,hundert::NUM,cento,cien
971,hundert::NUM,cento,ciento
972,tausend::NUM,mille,mil
973,und::CNJ,e,y
974,oder::CNJ,o,o
975,stehen::V,stare in piedi,estar de pie
976,sitzen::V,sedere,estar sentado
977,sitzen::V,stare seduto,estar sentado
978,liegen::V,giacere,yacer
979,liegen::V,giacere,estar acostado
980,hängen::V,pèndere,pender
981,hängen::V,èssere appeso,pender
982,werden::V,farsi,hacerse
983,werden::V,diventare,hacerse
984,passieren::V,succèdere,suceder
985,beginnen::V,cominciare,iniciarse
986,beginnen::V,cominciare,principiar
987,enden::V,finire,acabar
988,enden::V,finire,terminar
989,enden::V,terminare,acabar
990,enden::V,terminare,terminar
991,wechseln::V,variare,variar
992,wechseln::V,variare,alternar
993,wechseln::V,cambiare,variar
994,wechseln::V,cambiare,alternar
995,aufgehen[Sonne]::V,sòrgere,salir
996,aufgehen[Sonne]::V,spuntare,salir
997,untergehen[Sonne]::V,tramontare,ponerse
998,untergehen[Sonne]::V,tramontare,descender
999,scheinen[Sonne]::V,splèndere,brillar
1000,donnern::V,tonare,tronar
1001,wehen::V,soffiare,soplar
1002,strömen::V,fluire,afluir
1003,fließen::V,fluire,fluir
1004,fließen::V,fluire,correr
1005,fließen::V,scorrere,fluir
1006,fließen::V,scorrere,correr
1007,sich drehen::V,girarsi,girar
1008,schwanken::V,oscillare,vacilar
1009,schwanken::V,barcollare,vacilar
1010,schwingen::V,vibrare,oscilar
1011,schwingen::V,oscillare,oscilar
1012,fallen::V,cadere,caer
1013,brennen::V,àrdere,arder
1014,brennen::V,àrdere,quemar
1015,brennen::V,bruciare,arder
1016,brennen::V,bruciare,quemar
1017,rauchen::V,fumare,humear
1018,rauchen::V,fumare,echar humo
1019,regnen::V,piòvere,llover
1020,gefrieren::V,gelarsi,helarse
1021,gefrieren::V,congelarsi,helarse
1022,tauen::V,sciògliersi,deshelarse
1023,schmelzen::V,fòndere,fundirse
1024,schmelzen::V,fòndere,derretirse
1025,schmelzen::V,sciògliersi,fundirse
1026,schmelzen::V,sciògliersi,derretirse
1027,trocknen::V,asciugarsi,secarse
1028,sieden::V,bollire,hervir
1029,faulen::V,marcire,pudrirse
1030,verfaulen::V,imputridire,pudrirse
1031,reißen::V,strapparsi,romperse
1032,versinken::V,affondare,hundirse
1033,vergehen::V,passare,pasar
1034,erscheinen::V,apparire,aparecer
1035,erscheinen::V,comparire,aparecer
1036,verschwinden::V,sparire,desaparecer
1037,verschwinden::V,scomparire,desaparecer
1038,sinken::V,calare,bajar
1039,sinken::V,scendere,bajar
1040,abnehmen::V,diminuire,decrecer
1041,abnehmen::V,diminuire,disminuir
1042,zunehmen::V,aumentare,crecer
1043,zunehmen::V,aumentare,aumentar
1044,steigen::V,salire,subir
1045,steigen::V,salire,ascender
1046,steigen::V,montare,subir
1047,steigen::V,montare,ascender
1048,wachsen::V,crescere,crecer
1049,glänzen::V,splèndere,brillar
1050,glänzen::V,splèndere,resplandecer
1051,funkeln::V,brillare,chispear
1052,funkeln::V,scintillare,chispear
1053,lärmen::V,strepitare,hacer ruido
1054,lärmen::V,fare chiasso,hacer ruido
1055,läuten::V,suonare,sonar
1056,läuten::V,suonare,repicar
1057,klingeln::V,suonare,tocar el timbre
1058,klirren::V,tintinnare,tintinear
1059,brausen::V,rombare,zumbar
1060,brausen::V,rumoreggiare,zumbar
1061,rauschen::V,frusciare,murmurar
1062,klingen::V,suonare,sonar
1063,bellen::V,latrare,ladrar
1064,bellen::V,abbaiare,ladrar
1065,heulen::V,urlare,ulular
1066,heulen::V,ululare,ulular
1067,blasen::V,soffiare,soplar
1068,pfeifen::V,fischiare,silbar
1069,schreien::V,gridare,gritar
1070,stöhnen::V,gèmere,gemir
1071,zittern::V,tremare,temblar
1072,leben::V,vìvere,vivir
1073,geboren werden::V,nàscere,nacer
1074,atmen::V,respirare,respirar
1075,trinken::V,bere,beber
1076,essen::V,mangiare,comer
1077,schlucken::V,inghiottire,tragar
1078,müde werden::V,stancarsi,cansarse
1079,müde werden::V,stancarsi,fatigarse
1080,einschlafen::V,addormentarsi,dormirse
1081,schlafen::V,dormire,dormir
1082,aufwachen::V,svegliarsi,despertarse
1083,aufstehen::V,levarsi,levantarse
1084,sich erholen::V,riposarsi,reposar
1085,sich erholen::V,riposarsi,descansar
1086,krank werden::V,ammalarsi,caer enfermo
1087,krank sein::V,èssere malato,estar enfermo
1088,schmerzen::V,dolere,doler
1089,husten::V,tossire,toser
1090,genesen::V,guarire,convalecer
1091,genesen::V,guarire,restablecerse
1092,sterben::V,morire,morir
1093,umkommen::V,perire,perecer
1094,sich bewegen::V,agitarsi,moverse
1095,sich rühren::V,muòversi,rebullir
1096,sich erheben::V,alzarsi,levantarse
1097,sich setzen::V,sedersi,sentarse
1098,hinfallen::V,cadere,caerse
1099,laufen::V,camminare,andar
1100,laufen::V,andare a piedi,andar
1101,schreiten::V,andare,proceder
1102,schreiten::V,procedere,proceder
1103,spazierengehen::V,passeggiare,pasear
1104,spazierengehen::V,passeggiare,pasearse
1105,spazierengehen::V,andare a passeggio,pasear
1106,spazierengehen::V,andare a passeggio,pasearse
1107,eilen::V,andare in fretta,correr prisa
1108,sich beeilen::V,affrettarsi,darse prisa
1109,sausen::V,volare,correr
1110,sausen::V,correre,correr
1111,rennen::V,correre,correr
1112,springen::V,saltare,saltar
1113,klettern::V,arrampicarsi,trepar
1114,klettern::V,arrampicarsi,escalar
1115,schaukeln::V,fare l'altalena,bambolearse
1116,kriechen::V,strisciare,reptar
1117,kriechen::V,strisciare,arrastrarse
1118,schwimmen::V,nuotare,nadar
1119,tauchen::V,tuffarsi,bucear
1120,tauchen::V,tuffarsi,sumergirse
1121,tauchen::V,immèrgersi,bucear
1122,tauchen::V,immèrgersi,sumergirse
1123,rudern::V,remare,remar
1124,fahren::V,andare,ir
1125,fahren::V,viaggiare,ir
1126,fliegen::V,volare,volar
1127,gehen::V,andare,ir
1128,gehen::V,andare,andar
1129,weggehen::V,andàrsene,irse
1130,weggehen::V,andàrsene,marcharse
1131,weggehen::V,andare via,irse
1132,weggehen::V,andare via,marcharse
1133,abfahren::V,partire,salir
1134,abfahren::V,partire,partir
1135,anhalten::V,fermarsi,parar
1136,anhalten::V,fermarsi,pararse
1137,hineingehen::V,entrare,entrar
1138,eintreten::V,entrare,entrar
1139,kommen::V,venire,venir
1140,ankommen::V,arrivare,llegar
1141,zurückkommen::V,ritornare,volver
1142,zurückkommen::V,ritornare,regresar
1143,bleiben::V,restare,quedarse
1144,bleiben::V,rimanere,quedarse
1145,warten::V,aspettare,esperar
1146,erwarten::V,attèndere,esperar
1147,suchen::V,cercare,buscar
1148,finden::V,trovare,hallar
1149,finden::V,trovare,encontrar
1150,versuchen::V,tentare,intentar
1151,vorbereiten::V,preparare,preparar
1152,lieben::V,amare,amar
1153,lieben::V,amare,querer
1154,mögen::V,piacere a,querer
1155,mögen::V,volere bene a,querer
1156,lachen::V,rìdere,reír
1157,rühren::V,commuòvere,conmover
1158,weinen::V,piàngere,llorar
1159,schimpfen::V,imprecare,regañar
1160,sich ärgern::V,stizzirsi,enfadarse
1161,sich ärgern::V,arrabbiarsi,enfadarse
1162,sich fürchten::V,avere paura,tener miedo
1163,fürchten::V,temere,temer
1164,fürchten::V,temere,tener miedo a
1165,fliehen::V,fuggire,huir
1166,flüchten::V,sfuggire,escaparse
1167,sehen::V,vedere,ver
1168,anschauen::V,guardare,mirar
1169,ansehen::V,guardare,mirar
1170,hören::V,udire,oír
1171,hören::V,sentire,oír
1172,zuhören::V,ascoltare,escuchar
1173,probieren::V,degustare,probar
1174,probieren::V,degustare,degustar
1175,probieren::V,assaggiare,probar
1176,probieren::V,assaggiare,degustar
1177,riechen::V,sentire,oler
1178,fühlen::V,sentire,sentir
1179,scheinen::V,parere,parecer
1180,scheinen::V,sembrare,parecer
1181,zu sehen sein::V,vedersi,poder verse
1182,vernehmen::V,sentire,oír
1183,vernehmen::V,sentire,percibir
1184,vernehmen::V,percepire,oír
1185,vernehmen::V,percepire,percibir
1186,frieren::V,aver freddo,tener frío
1187,tun::V,fare,hacer
1188,können::V,sapere,poder
1189,wollen::V,volere,querer
1190,anfangen::V,iniziare,iniciar
1191,anfangen::V,cominciare,iniciar
1192,beenden::V,finire,acabar
1193,beenden::V,finire,terminar
1194,beenden::V,terminare,acabar
1195,beenden::V,terminare,terminar
1196,aufhören::V,finire,cesar
1197,aufhören::V,cessare,cesar
1198,gelingen::V,riuscire,salir bien
1199,geraten::V,stare,salir
1200,geraten::V,stare,dar resultado
1201,öffnen::V,aprire,abrir
1202,schließen::V,chiùdere,cerrar
1203,stellen::V,porre,poner
1204,stellen::V,porre,colocar
1205,stellen::V,mettere,poner
1206,stellen::V,mettere,colocar
1207,setzen::V,porre,poner
1208,setzen::V,porre,colocar
1209,setzen::V,mettere,poner
1210,setzen::V,mettere,colocar
1211,legen::V,posare,poner
1212,legen::V,mettere,poner
1213,berühren::V,toccare,tocar
1214,verbinden::V,unire,unir
1215,verbinden::V,unire,juntar
1216,verbinden::V,congiùngere,unir
1217,verbinden::V,congiùngere,juntar
1218,bedecken::V,coprire,tapar
1219,bedecken::V,coprire,cubrir
1220,bedecken::V,ricoprire,tapar
1221,bedecken::V,ricoprire,cubrir
1222,aufhängen::V,attaccare,colgar
1223,anzünden::V,accèndere,encender
1224,anzünden::V,incendiare,encender
1225,aufheben::V,raccògliere,recoger
1226,zurücklassen::V,lasciare,dejar
1227,zurücklassen::V,lasciare indietro,dejar
1228,verlieren::V,pèrdere,perder
1229,fallen lassen::V,lasciare cadere,dejar caer
1230,machen::V,fare,hacer
1231,herstellen::V,produrre,fabricar
1232,herstellen::V,fabbricare,fabricar
1233,bauen::V,costruire,construir
1234,reparieren::V,riparare,reparar
1235,verbessern::V,migliorare,mejorar
1236,ändern::V,mutare,mudar
1237,ändern::V,mutare,modificar
1238,ändern::V,cambiare,mudar
1239,ändern::V,cambiare,modificar
1240,graben::V,scavare,cavar
1241,beugen::V,chinare,doblar
1242,beugen::V,chinare,inclinar
1243,beugen::V,flettere,doblar
1244,beugen::V,flettere,inclinar
1245,biegen::V,tòrcere,doblar
1246,drehen::V,girare,volver
1247,drehen::V,girare,hacer girar
1248,wenden::V,girare,volver
1249,wenden::V,voltare,volver
1250,umdrehen::V,rivoltare,revolver
1251,heben::V,levare,levantar
1252,hochheben::V,levare,alzar
1253,hochheben::V,sollevare,alzar
1254,ergreifen::V,afferrare,coger
1255,halten::V,tenere,tener
1256,drücken::V,premere,apretar
1257,schieben::V,spìngere,empujar
1258,kratzen::V,grattare,rascar
1259,kratzen::V,graffiare,rascar
1260,lecken::V,leccare,lamer
1261,beißen::V,mòrdere,morder
1262,abreißen::V,staccarsi,arrancar
1263,abreißen::V,strapparsi,arrancar
1264,abschneiden::V,tagliare,cortar
1265,binden::V,legare,atar
1266,binden::V,bendare,atar
1267,stecken::V,ficcare,meter
1268,brechen::V,rompere,romper
1269,brechen::V,rompere,quebrar
1270,klopfen::V,bàttere,golpear
1271,hauen::V,picchiare,pegar
1272,kleben::V,incollare,pegar
1273,kleben::V,incollare,encolar
1274,reiben::V,fregare,frotar
1275,streichen::V,spalmare,untar
1276,streichen::V,spalmare,recubrir
1277,schleifen::V,arrotare,afilar
1278,schneiden::V,tagliare,cortar
1279,rütteln::V,scuòtere,agitar
1280,schütteln::V,agitare,agitar
1281,schütteln::V,agitare,sacudir
1282,schütteln::V,scuòtere,agitar
1283,schütteln::V,scuòtere,sacudir
1284,schwenken::V,agitare,menear
1285,schwenken::V,sventolare,menear
1286,schütten::V,versare,verter
1287,füllen::V,riempire,llenar
1288,einwickeln::V,involtare,envolver
1289,tragen::V,portare,llevar
1290,schleppen::V,trainare,arrastrar
1291,schleppen::V,trascinare,arrastrar
1292,ziehen::V,tirare,tirar
1293,aufbewahren::V,custodire,conservar
1294,aufbewahren::V,conservare,conservar
1295,werfen::V,gettare,echar
1296,werfen::V,gettare,lanzar
1297,werfen::V,lanciare,echar
1298,werfen::V,lanciare,lanzar
1299,fangen::V,prèndere,coger
1300,fangen::V,acchiappare,coger
1301,packen::V,pigliare,agarrar
1302,packen::V,afferrare,agarrar
1303,verstecken::V,nascondere,esconder
1304,teilen::V,divìdere,partir
1305,teilen::V,divìdere,dividir
1306,schicken::V,inviare,enviar
1307,bringen::V,portare,traer
1308,bringen::V,apportare,traer
1309,hinzufügen::V,aggiùngere,añadir
1310,bekommen::V,ricevere,obtener
1311,bekommen::V,ricevere,conseguir
1312,erhalten::V,ricevere,recibir
1313,nehmen::V,prèndere,tomar
1314,wählen::V,elèggere,elegir
1315,wählen::V,scegliere,elegir
1316,auswählen::V,scegliere,escoger
1317,auswählen::V,scegliere,seleccionar
1318,bewahren::V,conservare,guardar
1319,bewahren::V,conservare,preservar
1320,behindern::V,impedire,estorbar
1321,behindern::V,impedire,obstaculizar
1322,verderben::V,guastare,estropear
1323,beschädigen::V,danneggiare,deteriorar
1324,zerbrechen::V,rompere,romper
1325,zerbrechen::V,rompere,quebrar
1326,zerbrechen::V,spezzare,romper
1327,zerbrechen::V,spezzare,quebrar
1328,zerreißen::V,stracciare,desgarrar
1329,zerreißen::V,stracciare,despedazar
1330,zerstören::V,distrùggere,destruir
1331,zerstören::V,distrùggere,destrozar
1332,verbrennen::V,bruciare,quemar
1333,geben::V,dare,dar
1334,reichen::V,pòrgere,pasar
1335,schenken::V,regalare,regalar
1336,versprechen::V,promettere,prometer
1337,wünschen::V,augurare,desear
1338,loben::V,lodare,alabar
1339,küssen::V,baciare,besar
1340,wiegen::V,cullare,mecer
1341,wiegen::V,dondolare,mecer
1342,zudecken::V,coprire,tapar
1343,zudecken::V,coprire,cubrir
1344,wecken::V,svegliare,despertar
1345,zeigen::V,indicare,mostrar
1346,führen::V,guidare,guiar
1347,führen::V,guidare,conducir
1348,führen::V,condurre,guiar
1349,führen::V,condurre,conducir
1350,lehren::V,insegnare,enseñar
1351,lehren::V,insegnare,instruir
1352,unterrichten::V,istruire,enseñar
1353,unterrichten::V,insegnare,enseñar
1354,aufziehen::V,allevare,criar
1355,leiten::V,avviare,guiar
1356,leiten::V,avviare,dirigir
1357,leiten::V,dirìgere,guiar
1358,leiten::V,dirìgere,dirigir
1359,antreiben::V,incitare,impeler
1360,antreiben::V,incitare,impulsar
1361,lassen::V,fare,hacer
1362,einladen::V,invitare,invitar
1363,vereinigen::V,unire,unir
1364,besuchen::V,visitare,visitar
1365,besuchen::V,visitare,ir a ver
1366,besuchen::V,far vìsita a,visitar
1367,besuchen::V,far vìsita a,ir a ver
1368,treffen::V,incontrare,encontrar
1369,sich versammeln::V,rinunirsi,reunirse
1370,sich versammeln::V,rinunirsi,congregarse
1371,spielen::V,giocare,jugar
1372,singen::V,cantare,cantar
1373,tanzen::V,danzare,bailar
1374,sich trennen::V,separarsi,separarse
1375,verlassen::V,lasciare,dejar
1376,verlassen::V,lasciare,abandonar
1377,verlassen::V,abbandonare,dejar
1378,verlassen::V,abbandonare,abandonar
1379,retten::V,salvare,salvar
1380,bewachen::V,custodire,vigilar
1381,schützen::V,protèggere,proteger
1382,verteidigen::V,difèndere,defender
1383,sich schlagen::V,bàttersi,batirse
1384,schießen::V,sparare,tirar
1385,schießen::V,sparare,disparar
1386,siegen::V,vìncere,vencer
1387,ärgern::V,stizzire,enojar
1388,ärgern::V,stizzire,enfadar
1389,schlagen::V,bàttere,pegar
1390,schlagen::V,bàttere,golpear
1391,treten::V,calciare,dar una patada a
1392,stechen::V,pùngere,pinchar
1393,stoßen::V,urtare,empujar
1394,stoßen::V,spìngere,empujar
1395,stehlen::V,rubare,robar
1396,stehlen::V,rubare,hurtar
1397,stören::V,disturbare,molestar
1398,belästigen::V,molestare,molestar
1399,belästigen::V,molestare,importunar
1400,belästigen::V,importunare,molestar
1401,belästigen::V,importunare,importunar
1402,verbergen::V,celare,ocultar
1403,verbergen::V,celare,esconder
1404,verbergen::V,nascondere,ocultar
1405,verbergen::V,nascondere,esconder
1406,täuschen::V,ingannare,engañar
1407,betrügen::V,frodare,engañar
1408,betrügen::V,truffare,engañar
1409,töten::V,uccìdere,matar
1410,wohnen::V,abitare,vivir
1411,wohnen::V,abitare,habitar
1412,arbeiten::V,lavorare,trabajar
1413,sammeln::V,raccògliere,recoger
1414,sammeln::V,raccògliere,coleccionar
1415,sammeln::V,collezionare,recoger
1416,sammeln::V,collezionare,coleccionar
1417,pflücken::V,cògliere,coger
1418,jagen::V,cacciare,cazar
1419,fischen::V,pescare,pescar
1420,fassen::V,catturare,atrapar
1421,fassen::V,catturare,capturar
1422,fassen::V,acchiappare,atrapar
1423,fassen::V,acchiappare,capturar
1424,hüten::V,pascolare,guardar
1425,treiben::V,spìngere,aballar
1426,anbinden::V,legare,atar
1427,anbinden::V,attaccare,atar
1428,füttern::V,dar da mangiare a,echar de comer
1429,melken::V,mùngere,ordeñar
1430,hacken::V,tritare,picar
1431,hacken::V,tritare,cortar
1432,hacken::V,spaccare,picar
1433,hacken::V,spaccare,cortar
1434,gießen::V,annaffiare,regar
1435,reifen::V,maturare,madurar
1436,zubereiten::V,preparare,preparar
1437,kochen::V,cuòcere,cocer
1438,kochen::V,cuòcere,guisar
1439,backen::V,cuòcere,hornear
1440,backen::V,cuòcere,cocer al horno
1441,backen::V,cuòcere al forno,hornear
1442,backen::V,cuòcere al forno,cocer al horno
1443,braten::V,frìggere,asar
1444,braten::V,frìggere,freír
1445,braten::V,arrostire,asar
1446,braten::V,arrostire,freír
1447,umrühren::V,mescolare,remover
1448,stricken::V,llavorare a maglia,hacer punto
1449,stricken::V,llavorare a maglia,hacer calceta
1450,nähen::V,cucire,coser
1451,färben::V,tìngere,teñir
1452,färben::V,tìngere,colorear
1453,reinigen::V,pulire,limpiar
1454,reinigen::V,nettare,limpiar
1455,waschen::V,lavare,lavar
1456,abwischen::V,asciugare,fregar
1457,abwischen::V,asciugare,limpiar
1458,spülen::V,lavare,aclarar
1459,spülen::V,lavare,enjuagar
1460,spülen::V,sciacquare,aclarar
1461,spülen::V,sciacquare,enjuagar
1462,fegen::V,spazzare,barrer
1463,fegen::V,spazzare,pasar la escoba
1464,kehren::V,spazzare,barrer
1465,baden::V,bagnarsi,bañarse
1466,baden::V,fare il bagno,bañarse
1467,sich waschen::V,lavarsi,lavarse
1468,ausziehen::V,tògliersi,quitar
1469,ausziehen::V,tògliersi,quitarse
1470,anziehen::V,mettersi,ponerse
1471,anziehen::V,indossare,ponerse
1472,sich anziehen::V,vestirsi,vestirse
1473,kämmen::V,pettinare,peinar
1474,schmücken::V,ornare,adornar
1475,schmücken::V,decorare,adornar
1476,sagen::V,dire,decir
1477,sprechen::V,parlare,hablar
1478,reden::V,parlare,hablar
1479,reden::V,parlare,conversar
1480,sich unterhalten::V,conversare,charlar
1481,sich unterhalten::V,conversare,conversar
1482,fragen::V,chièdere,preguntar
1483,fragen::V,domandare,preguntar
1484,bitten::V,pregare,rogar
1485,erzählen::V,narrare,contar
1486,erzählen::V,raccontare,contar
1487,mitteilen::V,comunicare,comunicar
1488,mitteilen::V,comunicare,participar
1489,nennen::V,nominare,llamar
1490,nennen::V,nominare,nombrar
1491,rufen::V,chiamare,llamar
1492,prahlen::V,vantarsi,jactarse
1493,übersetzen::V,tradurre,traducir
1494,denken::V,pensare,pensar
1495,glauben::V,credere,creer
1496,bemerken::V,notare,notar
1497,bemerken::V,osservare,notar
1498,erkennen::V,riconoscere,reconocer
1499,begreifen::V,capire,concebir
1500,begreifen::V,comprèndere,concebir
1501,verstehen::V,intèndere,entender
1502,verstehen::V,intèndere,comprender
1503,verstehen::V,comprèndere,entender
1504,verstehen::V,comprèndere,comprender
1505,lernen::V,imparare,aprender
1506,lernen::V,apprèndere,aprender
1507,wissen::V,sapere,saber
1508,sich erinnern an::V,ricordare,recordar
1509,sich erinnern an::V,ricordare,acordarse de
1510,sich erinnern an::V,ricordarsi di,recordar
1511,sich erinnern an::V,ricordarsi di,acordarse de
1512,vergessen::V,dimenticare,olvidar
1513,messen::V,misurare,medir
1514,zählen::V,contare,contar
1515,rechnen::V,contare,contar
1516,rechnen::V,contare,calcular
1517,rechnen::V,calcolare,contar
1518,rechnen::V,calcolare,calcular
1519,lesen::V,lèggere,leer
1520,malen::V,dipìngere,pintar
1521,zeichnen::V,disegnare,dibujar
1522,schreiben::V,scrìvere,escribir
1523,besitzen::V,possedere,poseer
1524,kaufen::V,comprare,comprar
1525,kaufen::V,acquistare,comprar
1526,verkaufen::V,vendere,vender
1527,bezahlen::V,pagare,pagar
1528,zahlen::V,pagare,pagar
1529,beherrschen::V,dominare,dominar
1530,ertragen::V,sopportare,soportar
